MaxIW,ReturnStepMaxmin,EpLenMean,ESSRenyi,Bound,MeanIW,ReturnStepMax,InitialReturnMax,RewardCompression,EpThisIter,MinIW,EpRewMean,TimestepsSoFar,Iteration,InitialBound,MeanEntropy,InitialReturnMean,TimeElapsed,Weights,EpisodesSoFar,InitialReturnStd,ESSClassic,StdIW,ReturnMeanIW,InitialReturnMin,EmpiricalD2
1.0,,108.31,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1098822,98,-51.00504,2.837890386581421,-99.0,2815.133798122406,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],9800,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,113.42,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1110164,99,-101.005035,2.837890386581421,-100.0,2842.889566898346,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],9900,,1.0,,-100.0,-100.0,1.0
1.0,100.0,107.65,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1120929,100,-101.005035,2.837890386581421,-100.0,2869.1922986507416,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],10000,,1.0,,-100.0,-100.0,1.0
1.0,100.0,111.35,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1132064,101,-101.005035,2.837890386581421,-100.0,2900.051007270813,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],10100,,1.0,,-100.0,-100.0,1.0
1.0,,110.47,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1143111,102,-51.00504,2.837890386581421,-99.0,2927.6830530166626,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],10200,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,111.61,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1154272,103,-101.005035,2.837890386581421,-100.0,2957.4350159168243,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],10300,,1.0,,-100.0,-100.0,1.0
1.0,,115.24,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1165796,104,-51.00504,2.837890386581421,-99.0,2985.6673295497894,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],10400,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,,114.34,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1177230,105,-51.00504,2.837890386581421,-99.0,3006.4760134220123,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],10500,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,112.22,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1188452,106,-101.005035,2.837890386581421,-100.0,3032.612354040146,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],10600,,1.0,,-100.0,-100.0,1.0
1.0,100.0,112.17,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1199669,107,-101.005035,2.837890386581421,-100.0,3068.7980437278748,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],10700,,1.0,,-100.0,-100.0,1.0
1.0,,114.72,100.0,-1.005037784576416,1.0,100.0,100.0,0.98,100,1.0,-98.0,1211141,108,-1.0050378,2.837890386581421,-98.0,3101.047163963318,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],10800,19.899747848510742,2.0,,,-100.0,1.0
1.0,,117.42,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1222883,109,-51.00504,2.837890386581421,-99.0,3133.0929231643677,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],10900,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,118.08,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1234691,110,-51.00504,2.837890386581421,-99.0,3160.842365503311,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],11000,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,106.44,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1245335,111,-101.005035,2.837890386581421,-100.0,3187.583037376404,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],11100,,1.0,,-100.0,-100.0,1.0
1.0,,105.96,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1255931,112,-51.00504,2.837890386581421,-99.0,3216.935358285904,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],11200,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,,113.22,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1267253,113,-51.00504,2.837890386581421,-99.0,3251.965430498123,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],11300,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,122.09,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1279462,114,-101.005035,2.837890386581421,-100.0,3284.611372947693,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],11400,,1.0,,-100.0,-100.0,1.0
1.0,100.0,110.71,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1290533,115,-101.005035,2.837890386581421,-100.0,3321.7521874904633,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],11500,,1.0,,-100.0,-100.0,1.0
1.0,,121.69,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1302702,116,-51.00504,2.837890386581421,-99.0,3355.3245820999146,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],11600,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,105.49,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1313251,117,-101.005035,2.837890386581421,-100.0,3385.3388979434967,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],11700,,1.0,,-100.0,-100.0,1.0
1.0,100.0,107.28,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1323979,118,-101.005035,2.837890386581421,-100.0,3408.076405763626,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],11800,,1.0,,-100.0,-100.0,1.0
1.0,100.0,106.37,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1334616,119,-101.005035,2.837890386581421,-100.0,3434.570108652115,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],11900,,1.0,,-100.0,-100.0,1.0
1.0,,112.45,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-98.0,1345861,120,-51.00504,2.837890386581421,-98.0,3467.6573848724365,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],12000,14.0,1.0,,-50.0,-100.0,1.0
1.0,,111.22,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1356983,121,-51.00504,2.837890386581421,-99.0,3491.1434831619263,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],12100,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,,110.5,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1368033,122,-51.00504,2.837890386581421,-99.0,3513.2860929965973,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],12200,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,112.0,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1379233,123,-101.005035,2.837890386581421,-100.0,3541.087741136551,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],12300,,1.0,,-100.0,-100.0,1.0
1.0,100.0,120.46,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1391279,124,-101.005035,2.837890386581421,-100.0,3567.206882238388,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],12400,,1.0,,-100.0,-100.0,1.0
1.0,100.0,111.6,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1402439,125,-101.005035,2.837890386581421,-100.0,3592.570198059082,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],12500,,1.0,,-100.0,-100.0,1.0
1.0,100.0,106.67,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1413106,126,-101.005035,2.837890386581421,-100.0,3614.991138935089,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],12600,,1.0,,-100.0,-100.0,1.0
1.0,100.0,112.09,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1424315,127,-101.005035,2.837890386581421,-100.0,3637.0071794986725,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],12700,,1.0,,-100.0,-100.0,1.0
1.0,100.0,116.08,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1435923,128,-51.00504,2.837890386581421,-99.0,3672.7695393562317,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],12800,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,,108.68,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1446791,129,-51.00504,2.837890386581421,-99.0,3702.450907230377,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],12900,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,,111.88,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1457979,130,-51.00504,2.837890386581421,-99.0,3726.995175600052,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],13000,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,,113.43,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1469322,131,-51.00504,2.837890386581421,-99.0,3753.585598707199,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],13100,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,122.59,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1481581,132,-101.005035,2.837890386581421,-100.0,3781.928935289383,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],13200,,1.0,,-100.0,-100.0,1.0
1.0,,118.31,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1493412,133,-51.00504,2.837890386581421,-99.0,3808.7075247764587,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],13300,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,115.77,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1504989,134,-101.005035,2.837890386581421,-100.0,3835.3686265945435,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],13400,,1.0,,-100.0,-100.0,1.0
1.0,100.0,115.0,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1516489,135,-101.005035,2.837890386581421,-100.0,3864.6333837509155,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],13500,,1.0,,-100.0,-100.0,1.0
1.0,,115.49,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1528038,136,-51.00504,2.837890386581421,-99.0,3888.380240917206,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],13600,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,,119.99,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1540037,137,-51.00504,2.837890386581421,-99.0,3923.9072387218475,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],13700,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,109.99,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1551036,138,-101.005035,2.837890386581421,-100.0,3948.967096567154,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],13800,,1.0,,-100.0,-100.0,1.0
1.0,,116.9,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1562726,139,-51.00504,2.837890386581421,-99.0,3983.4844653606415,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],13900,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,111.51,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1573877,140,-101.005035,2.837890386581421,-100.0,4011.869482278824,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],14000,,1.0,,-100.0,-100.0,1.0
1.0,100.0,117.11,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1585588,141,-51.00504,2.837890386581421,-99.0,4032.7347025871277,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],14100,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,,115.04,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1597092,142,-51.00504,2.837890386581421,-99.0,4057.070046901703,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],14200,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,,114.55,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1608547,143,-51.00504,2.837890386581421,-99.0,4085.373969078064,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],14300,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,113.68,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1619915,144,-101.005035,2.837890386581421,-100.0,4115.16646695137,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],14400,,1.0,,-100.0,-100.0,1.0
1.0,100.0,112.37,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1631152,145,-101.005035,2.837890386581421,-100.0,4144.724325656891,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],14500,,1.0,,-100.0,-100.0,1.0
1.0,,112.97,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1642449,146,-51.00504,2.837890386581421,-99.0,4171.174523591995,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],14600,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,,109.65,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1653414,147,-51.00504,2.837890386581421,-99.0,4193.183335781097,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],14700,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,,111.52,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-97.0,1664566,148,-51.00504,2.837890386581421,-97.0,4221.7735431194305,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],14800,17.0587215423584,1.0,,-50.0,-100.0,1.0
1.0,100.0,105.57,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1675123,149,-101.005035,2.837890386581421,-100.0,4250.075718402863,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],14900,,1.0,,-100.0,-100.0,1.0
1.0,100.0,108.99,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1686022,150,-101.005035,2.837890386581421,-100.0,4275.915419101715,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],15000,,1.0,,-100.0,-100.0,1.0
1.0,,109.03,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1696925,151,-51.00504,2.837890386581421,-99.0,4301.975113391876,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],15100,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,110.41,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1707966,152,-101.005035,2.837890386581421,-100.0,4326.535978317261,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],15200,,1.0,,-100.0,-100.0,1.0
1.0,100.0,111.5,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1719116,153,-101.005035,2.837890386581421,-100.0,4370.187771320343,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],15300,,1.0,,-100.0,-100.0,1.0
1.0,100.0,112.57,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1730373,154,-101.005035,2.837890386581421,-100.0,4397.201205253601,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],15400,,1.0,,-100.0,-100.0,1.0
1.0,100.0,109.12,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1741285,155,-101.005035,2.837890386581421,-100.0,4427.133147954941,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],15500,,1.0,,-100.0,-100.0,1.0
1.0,,116.02,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1752887,156,-51.00504,2.837890386581421,-99.0,4451.161890506744,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],15600,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,115.92,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1764479,157,-101.005035,2.837890386581421,-100.0,4480.19753074646,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],15700,,1.0,,-100.0,-100.0,1.0
1.0,100.0,114.01,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1775880,158,-101.005035,2.837890386581421,-100.0,4507.112370252609,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],15800,,1.0,,-100.0,-100.0,1.0
1.0,,113.91,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1787271,159,-51.00504,2.837890386581421,-99.0,4536.3794639110565,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],15900,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,113.55,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1798626,160,-101.005035,2.837890386581421,-100.0,4559.440658569336,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],16000,,1.0,,-100.0,-100.0,1.0
1.0,100.0,115.08,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1810134,161,-51.00504,2.837890386581421,-99.0,4583.7271275520325,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],16100,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,,115.61,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-98.0,1821695,162,-51.00504,2.837890386581421,-98.0,4612.4737894535065,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],16200,14.0,1.0,,-50.0,-100.0,1.0
1.0,100.0,118.79,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1833574,163,-101.005035,2.837890386581421,-100.0,4640.211243629456,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],16300,,1.0,,-100.0,-100.0,1.0
1.0,,113.81,100.0,-1.005037784576416,1.0,100.0,100.0,0.98,100,1.0,-98.0,1844955,164,-1.0050378,2.837890386581421,-98.0,4673.181850910187,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],16400,19.899747848510742,2.0,,,-100.0,1.0
1.0,,112.19,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1856174,165,-51.00504,2.837890386581421,-99.0,4700.61418056488,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],16500,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,116.47,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1867821,166,-101.005035,2.837890386581421,-100.0,4730.637055158615,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],16600,,1.0,,-100.0,-100.0,1.0
1.0,,111.91,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1879012,167,-51.00504,2.837890386581421,-99.0,4757.981670379639,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],16700,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,,113.86,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1890398,168,-51.00504,2.837890386581421,-99.0,4787.637051105499,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],16800,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,,121.44,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1902542,169,-51.00504,2.837890386581421,-99.0,4821.319250822067,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],16900,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,113.99,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1913941,170,-101.005035,2.837890386581421,-100.0,4860.151117324829,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],17000,,1.0,,-100.0,-100.0,1.0
1.0,100.0,112.65,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1925206,171,-101.005035,2.837890386581421,-100.0,4886.466444969177,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],17100,,1.0,,-100.0,-100.0,1.0
1.0,100.0,109.24,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1936130,172,-101.005035,2.837890386581421,-100.0,4914.857283830643,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],17200,,1.0,,-100.0,-100.0,1.0
1.0,,110.97,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1947227,173,-51.00504,2.837890386581421,-99.0,4941.65899014473,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],17300,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,111.02,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1958329,174,-101.005035,2.837890386581421,-100.0,4967.419012308121,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],17400,,1.0,,-100.0,-100.0,1.0
1.0,100.0,106.52,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1968981,175,-101.005035,2.837890386581421,-100.0,4992.227331161499,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],17500,,1.0,,-100.0,-100.0,1.0
1.0,,108.45,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1979826,176,-51.00504,2.837890386581421,-99.0,5018.2150349617,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],17600,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,,116.88,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1991514,177,-51.00504,2.837890386581421,-99.0,5051.776606321335,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],17700,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,117.74,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,2003288,178,-101.005035,2.837890386581421,-100.0,5078.561498641968,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],17800,,1.0,,-100.0,-100.0,1.0
1.0,,114.65,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-98.0,2014753,179,-51.00504,2.837890386581421,-98.0,5106.451949834824,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],17900,14.0,1.0,,-50.0,-100.0,1.0
1.0,,115.8,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,2026333,180,-51.00504,2.837890386581421,-99.0,5135.876170158386,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],18000,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,114.32,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,2037765,181,-101.005035,2.837890386581421,-100.0,5160.111246585846,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],18100,,1.0,,-100.0,-100.0,1.0
1.0,100.0,105.84,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,2048349,182,-101.005035,2.837890386581421,-100.0,5183.57187128067,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],18200,,1.0,,-100.0,-100.0,1.0
1.0,100.0,116.71,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,2060020,183,-101.005035,2.837890386581421,-100.0,5208.784073829651,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],18300,,1.0,,-100.0,-100.0,1.0
1.0,100.0,111.88,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,2071208,184,-101.005035,2.837890386581421,-100.0,5227.486072778702,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],18400,,1.0,,-100.0,-100.0,1.0
1.0,100.0,112.38,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,2082446,185,-101.005035,2.837890386581421,-100.0,5256.653723239899,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],18500,,1.0,,-100.0,-100.0,1.0
1.0,100.0,106.07,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,2093053,186,-101.005035,2.837890386581421,-100.0,5282.735323190689,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],18600,,1.0,,-100.0,-100.0,1.0
1.0,100.0,108.35,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,2103888,187,-101.005035,2.837890386581421,-100.0,5306.6269862651825,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],18700,,1.0,,-100.0,-100.0,1.0
1.0,100.0,109.62,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,2114850,188,-101.005035,2.837890386581421,-100.0,5332.991519451141,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],18800,,1.0,,-100.0,-100.0,1.0
1.0,100.0,110.85,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,2125935,189,-101.005035,2.837890386581421,-100.0,5350.315542936325,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],18900,,1.0,,-100.0,-100.0,1.0
1.0,100.0,127.08,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,2138643,190,-51.00504,2.837890386581421,-99.0,5385.991363286972,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],19000,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,109.2,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,2149563,191,-101.005035,2.837890386581421,-100.0,5416.386942148209,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],19100,,1.0,,-100.0,-100.0,1.0
1.0,100.0,113.1,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,2160873,192,-101.005035,2.837890386581421,-100.0,5435.820996999741,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],19200,,1.0,,-100.0,-100.0,1.0
1.0,100.0,110.99,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,2171972,193,-101.005035,2.837890386581421,-100.0,5459.867254018784,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],19300,,1.0,,-100.0,-100.0,1.0
1.0,100.0,110.92,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,2183064,194,-101.005035,2.837890386581421,-100.0,5485.901805639267,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],19400,,1.0,,-100.0,-100.0,1.0
