VarNormIw,ESSClassic,VarJ,AvgVanillaIw,MinVanillaIw,AvgEpLen,J,AvgNormIw,eRenyi2,VarVanillaIw,MinNormIw,VarDiscRet,MaxVanillaIw,ESSRenyi,MaxNormIw,AvgRet,AvgDiscRet,VarRet,Bound,BatchSize,VanillaAvgRet
0.00012348402,44.99454390980255,160.50307,1.1505389,3.4535765e-15,200.0,-68.67781,0.010000002,2.5051537,1.6346072,3.0017034e-17,5005873.849412713,3.4943955,39.91771113929872,0.030371815,-1976.6109230694544,-1976.6109230694544,5005873.849412713,-835.8903,100,-1976.6109230694544
1.2498585e-05,88.98888015280014,54.744854,1.05228,0.045087203,200.0,-18.3713,0.01,1.1263597,0.13839595,0.0004284716,255787.0880909632,1.3628142,88.781585400573,0.012951062,-99.25253147245687,-99.25253147245687,255787.0880909632,-298.14432,100,-99.25253147245687
1.0543691e-05,90.54833740117466,8.845595,0.9795516,0.12293293,200.0,-8.765318,0.01,1.076355,0.10116898,0.0012549919,1004.8137892522705,1.2597277,92.90615253756734,0.012860249,-12.447968427053848,-12.447968427053848,1004.8137892522705,-36.073338,100,-12.447968427053848
1.9366464e-05,83.91175794197878,7.000774,0.9629155,0.003549819,200.0,-6.9589057,0.01,1.1430999,0.17956705,3.6865324e-05,51.436652039667145,1.3934083,87.48141754259065,0.0144707225,-7.493704329068709,-7.493704329068709,51.436652039667145,-9.397312,100,-7.493704329068709
0.00015569336,39.34894872912982,9.763568,0.9970301,1.9174884e-15,200.0,-6.281235,0.010000002,2.5766685,1.5476993,1.9232e-17,60.5669090769613,3.5731246,38.80980419679938,0.03583768,-8.941672187923833,-8.941672187923833,60.5669090769613,-9.966015,100,-8.941672187923833
0.00023852251,29.749747847311834,10.557673,1.1026219,2.498234e-31,200.0,-6.608635,0.01,3.437702,2.8998973,2.2657213e-33,52.964473140677796,4.806473,29.089200206924765,0.043591306,-8.834848681368378,-8.834848681368378,52.964473140677796,-10.217758,100,-8.834848681368378
3.0391935e-05,76.87104526272113,7.3879256,1.0945191,0.17068908,200.0,-6.531985,0.01,1.3776523,0.3640869,0.001559489,50.758285592913154,2.535304,72.58725652950244,0.023163633,-7.256536259311187,-7.256536259311187,50.758285592913154,-8.872854,100,-7.256536259311187
8.999112e-06,91.81970093837387,6.0753856,0.991879,0.834851,200.0,-5.6523786,0.009999998,1.1104485,0.08853541,0.008416864,40.011218622658085,2.3887882,90.05370517622055,0.024083465,-5.9512529874036275,-5.9512529874036275,40.011218622658085,-7.746801,100,-5.9512529874036275
0.0001718529,37.0186175792294,9.896399,1.0571808,,200.0,-6.3699865,0.01,2.8753319,1.9206815,,54.157575699651,3.9918678,34.7785939919151,0.037759557,-8.372146197427933,-8.372146197427933,54.157575699651,-9.761278,100,-8.372146197427933
6.9881567e-06,93.52937338803177,6.9650197,0.9806891,0.7895632,200.0,-7.0711923,0.01,1.090865,0.06720868,0.008051106,46.76289386144482,2.623857,91.67037033434858,0.026755238,-7.230173142302794,-7.230173142302794,46.76289386144482,-9.188108,100,-7.230173142302794
