MaxNormIw,IterType,MaxVanillaIw,AvgDiscRet,ESSRenyi,J,VarDiscRet,AvgNormIw,AvgEpLen,EpsThisIter,Bound,VarRet,ESSClassic,MinNormIw,Delta,VanillaAvgRet,VarJ,eRenyi2,BatchSize,VarVanillaIw,AvgRet,AvgVanillaIw,VarNormIw,MinVanillaIw
0.033024665,1,3.7171972,-1743.3246030328082,37.7017818238987,-57.635635,4510235.975432037,0.01,200.0,100,-671.64996,4510235.975432037,42.720199982601684,5.945854e-11,0.7,-1743.3246030328082,136.91608,2.6523945,100,1.7158817,-1743.3246030328082,1.1255821,0.00013543564,6.692547e-09
0.016671617,1,1.4896326,-150.43002738618412,83.55557591945062,-14.969611,377683.076503375,0.010000003,200.0,100,-224.09253,377683.076503375,76.68800987866528,0.00018725847,0.7,-150.43002738618412,31.625275,1.1968082,100,0.24514282,-150.43002738618412,0.89351416,3.0705505e-05,0.01673181
0.014178393,1,1.504132,-9.7574556101426,83.4682463058177,-8.79137,82.06358154707722,0.010000002,200.0,100,-12.579707,82.06358154707722,86.53098212651896,0.00085967727,0.7,-9.7574556101426,7.6601415,1.1980604,100,0.1769486,-9.7574556101426,1.0608621,1.5722775e-05,0.091199905
0.041780163,1,4.0772004,-8.902522980380411,34.07939370701435,-6.6173563,64.74725142713717,0.01,200.0,100,-9.833504,64.74725142713717,33.609044566198456,3.5203715e-28,0.7,-8.902522980380411,10.037976,2.9343245,100,1.9002094,-8.902522980380411,0.9758699,0.00019953432,3.4354245e-26
0.35904953,1,21.542198,-8.672906447508177,4.815991920926639,-1.4808983,59.025360144451014,0.01,200.0,100,-8.6932955,59.025360144451014,3.3732091093018126,,0.7,-8.672906447508177,7.006816,20.764154,100,10.415746,-8.672906447508177,0.59997845,0.0028934702,
0.017180845,1,1.6587474,-7.526336671135348,77.12276091976109,-7.112595,54.613143058096284,0.01,200.0,100,-9.016375,54.613143058096284,74.25153727852933,3.2769152e-05,0.7,-7.526336671135348,7.285365,1.2966341,100,0.3264993,-7.526336671135348,0.9654633,3.502763e-05,0.0031637412
0.01645459,1,1.6092187,-7.501114429522509,91.9819746817899,-7.36924,47.193722632781416,0.009999999,200.0,100,-9.112222,47.193722632781416,94.02792838416453,0.0055656307,0.7,-7.501114429522509,6.993578,1.0871695,100,0.061360624,-7.501114429522509,0.97797555,6.415548e-06,0.5443051
0.016815001,,1.8372049,-9.21254112228248,182.42637988279498,-9.017063,67.21658853917536,0.01,200.0,100,-10.783885,47.193722632781416,93.43596791330582,0.005687536,0.7,-7.501114429522509,8.350381,1.0963327,200,0.08471159,-7.501114429522509,1.0925988,7.096128e-06,0.62141955
0.0062953266,1,1.2515024,-9.826204073199444,197.0017418407431,-8.640962,63.26675475734687,0.005,200.0,100,-9.839993,63.26675475734687,197.5407462320927,0.003462139,0.7,-9.826204073199444,7.4152555,1.0152194,200,0.012362067,-9.826204073199444,0.9939932,3.1279816e-07,0.68826854
0.01,2,1.0,-7.891952230982083,200.0,-7.8919516,62.36981795475468,0.009999998,200.0,100,-9.572874,62.36981795475468,100.0,0.01,0.7,-7.891952230982083,7.8578696,1.0,200,,-7.891952230982083,1.0,3.5044917e-18,1.0
0.005773424,1,1.1828694,-8.616760933576284,194.6888470848282,-8.223766,64.70829046811303,0.005,200.0,100,-9.429086,64.70829046811303,196.0267924585626,0.0025962733,0.7,-8.616760933576284,7.9200454,1.0272802,200,0.021377286,-8.616760933576284,1.0244088,5.092674e-07,0.5319291
0.01,2,1.0,-8.561117421461539,200.0,-8.561117,59.91964512962897,0.009999998,200.0,100,-10.265593,59.91964512962897,100.0,0.01,0.7,-8.561117421461539,7.7019763,1.0,200,,-8.561117421461539,1.0,3.5044917e-18,1.0
0.021573896,1,4.5062423,-9.024346706529284,61.97293394568911,-6.812071,63.10924406914156,0.005,200.0,100,-8.977229,63.10924406914156,62.77908243871956,1.00010984e-26,0.7,-9.024346706529284,11.227517,3.2272153,200,2.3960407,-9.024346706529284,1.0443738,5.491896e-05,2.088977e-24
