AvgRet,Grad2Norm,BatchSize,VarJ,NatGradInftyNorm,J,StepSize,NatGrad2Norm,AvgEpLen,GradInftyNorm
128.1147658344917,160.69692008975716,100,76.24480096887596,27.993003209493324,114.70979790979271,0.0006222894623253829,160.69692008975716,13.81,31.801833865713316
