AvgNormIw,MaxVanillaIw,MinVanillaIw,ESSClassic,AvgEpLen,eRenyi2,AvgVanillaIw,BatchSize,VarJ,J,ESSRenyi,MaxNormIw,AvgRet,Bound,MinNormIw,VarDiscRet,VarVanillaIw,VarRet,VarNormIw,AvgDiscRet
0.01,37.135025,2.6369422e-37,1.3522920006276669,10.85,23.21765,0.4330664,100,78.35455,73.18272,4.307068214333098,0.8574903,98.43716094858492,27.961758,6.089002e-39,2033.2671557646097,13.819432,2033.2671557646097,0.007368538,-1.8189894035458565e-14
0.010000002,2.5013428,0.1376845,82.1522599997512,12.08,1.2366682,1.0001541,100,76.94879,4.8688416,80.86243152905,0.025009573,110.73672066484987,-22.199224,0.0013766328,3523.0481984913695,0.21951385,3523.048198491369,2.194462e-05,2.0889956431346945e-14
0.009999999,73.601295,,1.2564528341701138,11.36,37.33616,0.8261455,100,307.5765,264.6508,2.6783687272987344,0.89089984,103.53664825986976,112.2247,,3381.2613443059154,54.180187,3381.2613443059154,0.007938297,1.4210854715202004e-14
0.01,100.704475,2.0585187e-19,1.7279015656578536,11.51,28.056114,1.334507,100,219.79234,87.49155,3.5642854637185097,0.7546193,105.03696027867448,9.51442,1.5425312e-21,2647.75289851167,102.30994,2647.75289851167,0.0057448153,6.394884621840902e-15
0.01,38.942642,2.1896546e-32,4.053486734172586,10.61,16.335695,1.0670155,100,223.11339,85.88527,6.121563751480074,0.3649679,96.03794463412045,6.3196793,2.05213e-34,2630.267227312868,27.221159,2630.267227312868,0.0023909213,3.126388037344441e-15
0.01,40.282078,,1.1645748532788451,10.39,32.416172,0.43493465,100,106.919815,165.54536,3.084879976417162,0.9261639,93.83621151043539,81.159546,,2701.0708186372235,16.216541,2701.0708186372235,0.008572553,5.968558980384841e-15
0.01,102.11149,6.23644e-31,2.5999739178987733,11.4,7.5448627,1.665658,100,173.50146,49.42694,13.254051577971024,0.61304,103.93734358422094,8.738716,3.74413e-33,3133.824188193478,104.98484,3133.824188193478,0.0037840328,4.277467269275803e-14
0.01,8.408867,0.000710712,43.47438271601571,11.83,2.0047917,1.1069379,100,75.94422,21.70079,49.88049290818349,0.075965114,108.23755271325274,-17.827679,6.4205224e-06,4509.504078854793,1.6092494,4509.504078854793,0.00013133387,-6.963318810448982e-15
0.01,5.826169,0.06199384,56.6807219783617,10.45,1.6866213,1.0453289,100,80.54871,11.258503,59.29013199721099,0.05573527,94.43574566646532,-6.8327694,0.00059305585,2419.3412626982195,0.84356105,2419.341262698219,7.719881e-05,-2.7284841053187846e-14
0.01,2.9860806,0.1298187,76.04913498886734,11.09,1.3594468,1.0587598,100,86.34953,11.054849,73.55933505356867,0.028203571,100.83726313716369,-19.27708,0.0012261393,4731.816020904817,0.35660446,4731.816020904817,3.1812066e-05,-1.9895196601282804e-14
0.009999998,8.781079,0.093660995,54.69667509994772,11.85,1.5725518,1.1661866,100,91.847,9.30902,63.59090812954776,0.075297385,108.43695493826263,-9.846709,0.00080313906,3245.4924435914954,1.1378107,3245.4924435914954,8.366309e-05,2.842170943040401e-16
0.01,1.6215194,0.120068505,89.60414270650473,11.27,1.1296203,1.0635691,100,64.29909,3.1989632,88.5253202267384,0.015246019,102.63703204722295,-18.923265,0.0011289206,3278.864952382261,0.13256495,3278.864952382261,1.171918e-05,5.826450433232821e-15
0.009999998,1.0,1.0,100.0,11.61,1.0,1.0,100,61.548943,-2.3841858e-07,100.0,0.01,106.03759382375152,-21.369448,0.01,3826.5377728342924,,3826.5377728342924,3.5044917e-18,9.805489753489382e-15
0.009999998,1.0,1.0,100.0,11.33,1.0,1.0,100,67.26364,-6.556511e-07,100.0,0.01,103.2369592145964,-29.179089,0.01,4570.098724887597,,4570.098724887599,3.5044917e-18,-5.542233338928782e-15
0.009999998,1.0,1.0,100.0,12.09,1.0,1.0,100,65.288795,-1.7881393e-07,100.0,0.01,110.83760876128807,-21.807354,0.01,4305.68349368898,,4305.683493688981,3.5044917e-18,2.2666313270747196e-14
0.010000002,2.165505,0.18879694,87.20623554299286,10.17,1.1866536,0.9395938,100,61.661476,6.0093155,84.27058984735551,0.023047246,91.63570102910289,-11.254345,0.0020093464,1937.8367861529723,0.13082637,1937.8367861529725,1.4818864e-05,1.9610979506978764e-14
0.01,1.0000119,0.9999852,100.0,11.01,1.0,0.9999992,100,44.422817,2.8729439e-05,100.0,0.010000126,100.03723803615395,-14.299924,0.00999986,1993.3214055189253,1.7184655e-11,1993.3214055189253,1.7181647e-15,2.2311041902867147e-14
0.009999998,1.0,1.0,100.0,11.56,1.0,1.0,100,65.58207,4.7683716e-07,100.0,0.01,105.53699766947148,-28.986874,0.01,4344.452987851296,,4344.452987851297,3.5044917e-18,2.7000623958883806e-14
0.009999998,1.0,1.0,100.0,12.12,1.0,1.0,100,61.294968,-7.1525574e-07,100.0,0.01,111.1367308107005,-20.940317,0.01,3795.0235220889267,,3795.0235220889267,3.5044917e-18,8.100187187665141e-15
0.009999998,1.0,1.0,100.0,11.81,1.0,1.0,100,63.857697,-1.7881393e-07,100.0,0.01,108.03820509917746,-18.676157,0.01,4118.995540214157,,4118.995540214157,3.5044917e-18,2.842170943040401e-15
0.009999998,1.0,1.0,100.0,10.34,1.0,1.0,100,52.59958,1.7881393e-07,100.0,0.01,93.33536274437859,-20.755268,0.01,2794.6626167562686,,2794.6626167562677,3.5044917e-18,-8.810729923425242e-15
0.010000002,1.0015237,0.9985762,99.99995803778623,11.08,1.0000076,0.9999867,100,49.849297,0.0059267282,99.9992370663676,0.01001537,100.73614823725751,-15.918295,0.009985895,2508.832622004704,2.9477317e-07,2508.8326220047043,2.9478052e-11,-4.973799150320701e-15
0.009999998,1.0,1.0,100.0,10.62,1.0,1.0,100,52.228138,-8.940697e-07,100.0,0.01,96.13736792071815,-17.994486,0.01,2755.331723723639,,2755.3317237236392,3.5044917e-18,2.2879476091475227e-14
0.009999998,1.0,1.0,100.0,11.76,1.0,1.0,100,52.770653,5.9604645e-07,100.0,0.01,107.53637537320282,-18.719318,0.01,2812.8704039243194,,2812.8704039243194,3.5044917e-18,-3.453237695794087e-14
0.009999998,1.0,1.0,100.0,11.09,1.0,1.0,100,53.818344,-1.1920929e-07,100.0,0.01,100.83703420834003,-13.391241,0.01,2925.6712406547585,,2925.671240654758,3.5044917e-18,-7.105427357601002e-15
0.009999998,1.0,1.0,100.0,10.97,1.0,1.0,100,64.33781,,100.0,0.01,99.63708874885039,-26.11668,0.01,4181.164708519696,,4181.164708519697,3.5044917e-18,-2.2026824808563106e-14
0.009999998,1.0,1.0,100.0,9.8,1.0,1.0,100,50.69541,4.7683716e-07,100.0,0.01,87.93761594885153,-17.00102,0.01,2595.98446890043,,2595.98446890043,3.5044917e-18,-1.5489831639570185e-14
0.009999998,1.0,1.0,100.0,10.9,1.0,1.0,100,53.696815,-4.3958426e-07,100.0,0.01,98.9357736279012,-23.650196,0.01,2912.472974169919,,2912.472974169919,3.5044917e-18,-1.7053025658242404e-14
0.009999998,1.0,1.0,100.0,11.16,1.0,1.0,100,53.17713,-1.1920929e-07,100.0,0.01,101.53627292124531,-16.698608,0.01,2856.37075242236,,2856.37075242236,3.5044917e-18,-1.9895196601282807e-15
0.009999998,1.0,1.0,100.0,10.45,1.0,1.0,100,50.22911,4.7683716e-07,100.0,0.01,94.43680051431221,-13.929426,0.01,2548.4479390358088,,2548.447939035809,3.5044917e-18,2.5934809855243656e-14
0.009999998,1.0,1.0,100.0,11.68,1.0,1.0,100,71.247475,-4.7683716e-07,100.0,0.01,106.73661977212915,-29.727102,0.01,5127.476588292515,,5127.476588292515,3.5044917e-18,-5.684341886080802e-16
0.009999998,1.0,1.0,100.0,11.1,1.0,1.0,100,58.748695,,100.0,0.01,100.93690617734768,-18.432264,0.01,3486.2722333344645,,3486.2722333344645,3.5044917e-18,6.536993168992922e-15
0.009999998,1.0,1.0,100.0,11.82,1.0,1.0,100,61.7982,-2.3841858e-07,100.0,0.01,108.13878183486565,-19.509264,0.01,3857.593231908208,,3857.593231908208,3.5044917e-18,1.1368683772161604e-14
0.009999998,1.0,1.0,100.0,11.38,1.0,1.0,100,55.85489,1.7881393e-07,100.0,0.01,103.7382894165226,-19.879923,0.01,3151.281552121822,,3151.281552121822,3.5044917e-18,-2.962963208119618e-14
0.009999998,1.0,1.0,100.0,11.45,1.0,1.0,100,54.94744,-1.1920929e-07,100.0,0.01,104.43764058814328,-16.454746,0.01,3049.7185643885286,,3049.7185643885286,3.5044917e-18,-1.2789769243681803e-15
0.009999998,1.0,1.0,100.0,11.05,1.0,1.0,100,51.060226,-1.1920929e-07,100.0,0.01,100.43661213394299,-16.791634,0.01,2633.481575110986,,2633.481575110986,3.5044917e-18,-1.6484591469634323e-14
0.009999998,1.0,1.0,100.0,9.45,1.0,1.0,100,42.789124,2.3841858e-07,100.0,0.01,84.43782170784534,-16.45442,0.01,1849.4033321311688,,1849.4033321311692,3.5044917e-18,-9.023892744153272e-15
0.009999998,1.0,1.0,100.0,10.45,1.0,1.0,100,50.128086,2.9802322e-08,100.0,0.01,94.43835969472829,-14.770788,0.01,2538.2072721135924,,2538.207272113593,3.5044917e-18,8.810729923425242e-15
0.009999998,1.0,1.0,100.0,11.14,1.0,1.0,100,52.86271,-7.674098e-07,100.0,0.01,101.33602001663844,-12.507592,0.01,2822.6929931694494,,2822.6929931694494,3.5044917e-18,4.973799150320701e-15
0.009999998,1.0,1.0,100.0,10.53,1.0,1.0,100,49.85055,7.1525574e-07,100.0,0.01,95.23691196841884,-17.228191,0.01,2510.179300855527,,2510.1793008555264,3.5044917e-18,7.105427357601002e-15
0.009999998,1.0,1.0,100.0,11.3,1.0,1.0,100,57.26506,2.3841858e-07,100.0,0.01,102.93741632169238,-20.78866,0.01,3312.411531370661,,3312.4115313706616,3.5044917e-18,-4.405364961712621e-15
0.01,1.0000038,0.9999895,100.00000381469913,11.42,1.0,0.9999995,100,56.485626,1.8119812e-05,100.0,0.010000043,104.1391460363133,-15.6382265,0.0099999,3222.8511738890147,3.6632425e-12,3222.8511738890156,3.6563239e-16,-1.1084466677857563e-14
0.009999998,1.0,1.0,100.0,11.89,1.0,1.0,100,68.163216,8.34465e-07,100.0,0.01,108.83679539880772,-25.342571,0.01,4693.155664248079,,4693.155664248079,3.5044917e-18,-2.4087398742267397e-14
0.009999998,1.0,1.0,100.0,11.74,1.0,1.0,100,49.27127,-3.5762787e-07,100.0,0.01,107.3375884312859,-11.161051,0.01,2452.179718937531,,2452.179718937531,3.5044917e-18,1.1652900866465642e-14
0.01,1.0000072,0.99999285,100.00000762939904,10.99,1.0,0.99999946,100,56.08356,2.4795532e-05,100.0,0.010000077,99.83554555929652,-15.158176,0.009999934,3177.1354480064356,5.2446667e-12,3177.135448006436,5.23904e-16,-2.870592652470805e-14
0.009999998,1.0,1.0,100.0,10.65,1.0,1.0,100,52.753216,5.9604645e-08,100.0,0.01,96.43637898295825,-26.385263,0.01,2811.0120199484763,,2811.0120199484763,3.5044917e-18,-1.6129320101754274e-14
0.01,1.0000081,0.99999523,100.00000762939322,11.54,1.0,1.0000002,100,51.93532,8.165836e-06,100.0,0.010000079,105.33780255966298,-13.012816,0.00999995,2724.523641035332,3.001792e-12,2724.5236410353323,2.9881049e-16,1.4281908988778012e-14
0.009999998,1.0,1.0,100.0,10.98,1.0,1.0,100,62.19612,,100.0,0.01,99.7358298997068,-27.79121,0.01,3907.431632699638,,3907.431632699638,3.5044917e-18,1.3642420526593923e-14
0.009999998,1.0,1.0,100.0,10.29,1.0,1.0,100,45.130753,-2.2351742e-07,100.0,0.01,92.83740913670083,-11.539468,0.01,2057.3584714535846,,2057.358471453585,3.5044917e-18,-1.3642420526593923e-14
0.009999998,1.0,1.0,100.0,11.54,1.0,1.0,100,63.04937,3.5762787e-07,100.0,0.01,105.33904816359798,-22.27023,0.01,4015.377032715217,,4015.377032715217,3.5044917e-18,-7.602807272633072e-15
0.009999998,1.0,1.0,100.0,11.5,1.0,1.0,100,56.98694,-5.9604645e-08,100.0,0.01,104.93785588879629,-15.571452,0.01,3280.314188256176,,3280.3141882561767,3.5044917e-18,5.542233338928782e-15
0.009999998,1.0,1.0,100.0,11.32,1.0,1.0,100,54.590645,1.7881393e-07,100.0,0.01,103.13692327697625,-15.722662,0.01,3010.240921585795,,3010.240921585795,3.5044917e-18,2.842170943040401e-16
0.009999998,1.0,1.0,100.0,11.68,1.0,1.0,100,61.384865,1.0728836e-06,100.0,0.01,106.73660451483224,-17.102169,0.01,3806.1634429960855,,3806.163442996084,3.5044917e-18,1.0089706847793422e-14
0.009999998,1.0,1.0,100.0,11.42,1.0,1.0,100,65.94576,,100.0,0.01,104.13750031398507,-29.103811,0.01,4392.771108421787,,4392.771108421787,3.5044917e-18,-1.5631940186722204e-15
0.009999998,1.0,1.0,100.0,11.53,1.0,1.0,100,66.22094,1.1920929e-07,100.0,0.01,105.23724834992778,-19.753222,0.01,4429.507986493972,,4429.507986493973,3.5044917e-18,-2.948752353404416e-14
0.009999998,1.0,1.0,100.0,11.24,1.0,1.0,100,54.68458,-9.536743e-07,100.0,0.01,102.33622954,-16.631409,0.01,3020.6095608171127,,3020.609560817112,3.5044917e-18,1.2363443602225743e-14
0.009999998,1.0,1.0,100.0,12.02,1.0,1.0,100,72.50072,-9.536743e-07,100.0,0.01,110.13813928932491,-19.34047,0.01,5309.44855177922,,5309.44855177922,3.5044917e-18,9.237055564881303e-15
0.009999998,1.0,1.0,100.0,11.15,1.0,1.0,100,51.487705,-3.5762787e-07,100.0,0.01,101.43731875448977,-12.499096,0.01,2677.7613381961596,,2677.7613381961596,3.5044917e-18,2.842170943040401e-16
0.009999998,1.0,1.0,100.0,11.24,1.0,1.0,100,54.649593,-1.1920929e-07,100.0,0.01,102.33568887294372,-22.521963,0.01,3016.7458306226386,,3016.7458306226386,3.5044917e-18,1.1723955140041652e-14
0.009999998,1.0,1.0,100.0,11.49,1.0,1.0,100,60.393826,4.7683716e-07,100.0,0.01,104.83805300459122,-17.262682,0.01,3684.2573165772014,,3684.2573165772014,3.5044917e-18,9.805489753489382e-15
0.009999998,1.0,1.0,100.0,11.04,1.0,1.0,100,55.64326,9.536743e-07,100.0,0.01,100.33726618823702,-20.166664,0.01,3127.446852120477,,3127.4468521204767,3.5044917e-18,1.6058265828178263e-14
0.009999998,1.0,1.0,100.0,11.48,1.0,1.0,100,61.67091,-1.1324883e-06,100.0,0.01,104.73893109101218,-20.63732,0.01,3841.7186003306388,,3841.7186003306388,3.5044917e-18,-1.7763568394002505e-14
0.009999998,1.0,1.0,100.0,10.51,1.0,1.0,100,55.526886,4.7683716e-07,100.0,0.01,95.03827903507255,-19.770994,0.01,3114.378724672574,,3114.3787246725733,3.5044917e-18,2.3163693185779265e-14
0.009999998,1.0,1.0,100.0,10.26,1.0,1.0,100,59.895847,8.940697e-07,100.0,0.01,92.5376920194818,-19.980873,0.01,3623.7500451203987,,3623.750045120398,3.5044917e-18,1.4779288903810084e-14
0.009999998,1.0,1.0,100.0,11.34,1.0,1.0,100,56.611767,-1.7881393e-07,100.0,0.01,103.33811593827011,-19.071365,0.01,3237.2647795506837,,3237.264779550684,3.5044917e-18,2.3732127374387345e-14
0.009999998,1.0,1.0,100.0,11.33,1.0,1.0,100,52.06198,-4.7683716e-07,100.0,0.01,103.238545818499,-12.346796,0.01,2737.828149692673,,2737.828149692673,3.5044917e-18,-1.1368683772161603e-15
0.009999998,1.0,1.0,100.0,11.23,1.0,1.0,100,57.394234,5.9604645e-07,100.0,0.01,102.23607528200385,-17.482002,0.01,3327.37191911046,,3327.37191911046,3.5044917e-18,-7.815970093361102e-16
0.009999998,1.0,1.0,100.0,10.38,1.0,1.0,100,51.378914,1.1920929e-07,100.0,0.01,93.7366316757959,-21.56254,0.01,2666.4572606186853,,2666.4572606186853,3.5044917e-18,2.2026824808563106e-14
0.009999998,1.0,1.0,100.0,10.9,1.0,1.0,100,54.76566,-1.7881393e-07,100.0,0.01,98.93860122392478,-14.392179,0.01,3029.572767654609,,3029.572767654609,3.5044917e-18,-1.5631940186722204e-15
0.009999998,1.0,1.0,100.0,11.2,1.0,1.0,100,61.663338,3.874302e-07,100.0,0.01,101.93801672118947,-15.823703,0.01,3840.775173081804,,3840.775173081805,3.5044917e-18,-1.3287149158713874e-14
0.009999998,1.0,1.0,100.0,10.47,1.0,1.0,100,53.657623,-1.1920929e-07,100.0,0.01,94.63765449332938,-19.803463,0.01,2908.222703971511,,2908.222703971511,3.5044917e-18,6.679101716144941e-15
0.009999998,1.0,1.0,100.0,10.98,1.0,1.0,100,55.139153,8.34465e-07,100.0,0.01,99.73652389217082,-16.008968,0.01,3071.0365342751084,,3071.0365342751084,3.5044917e-18,-9.947598300641404e-16
0.009999998,1.0,1.0,100.0,11.51,1.0,1.0,100,56.280113,,100.0,0.01,105.0388929522367,-17.246283,0.01,3199.4459402318107,,3199.4459402318107,3.5044917e-18,-1.7479351299698464e-14
0.009999998,1.0,1.0,100.0,10.92,1.0,1.0,100,65.05226,2.3841858e-07,100.0,0.01,99.13629785031651,-36.258385,0.01,4274.542270336715,,4274.542270336714,3.5044917e-18,1.1581846592889632e-14
0.009999998,1.0,1.0,100.0,11.48,1.0,1.0,100,63.17558,3.5762787e-07,100.0,0.01,104.73803196049644,-25.686188,0.01,4031.468146272082,,4031.468146272082,3.5044917e-18,-1.8900436771218666e-14
0.009999998,1.0,1.0,100.0,10.74,1.0,1.0,100,48.078888,,100.0,0.01,97.33500501064047,-14.527438,0.01,2334.928820325132,,2334.9288203251326,3.5044917e-18,1.3216094885137864e-14
0.009999998,1.0,1.0,100.0,10.2,1.0,1.0,100,48.664585,-1.4901161e-07,100.0,0.01,91.93670334130879,-19.189373,0.01,2392.163451674215,,2392.1634516742156,3.5044917e-18,-1.8900436771218666e-14
0.009999998,1.0,1.0,100.0,11.1,1.0,1.0,100,54.546352,1.1920929e-07,100.0,0.01,100.93670705052463,-17.59099,0.01,3005.3583213631687,,3005.358321363168,3.5044917e-18,-4.6895820560166614e-15
0.009999998,1.0,1.0,100.0,11.7,1.0,1.0,100,52.3392,-1.013279e-06,100.0,0.01,106.93693590226509,-17.927776,0.01,2767.0625925385393,,2767.0625925385393,3.5044917e-18,2.842170943040401e-16
0.01,1.0022622,0.9981478,99.99996566846423,10.67,1.0000076,1.0000213,100,47.26818,0.0038214922,99.9992370663676,0.010022409,96.63878230160505,-12.899161,0.009981265,2256.8646891207673,4.320262e-07,2256.8646891207673,4.3201547e-11,1.7053025658242404e-15
0.009999998,1.0,1.0,100.0,11.03,1.0,1.0,100,56.45655,1.1920929e-07,100.0,0.01,100.23789248080128,-15.125133,0.01,3219.5378819674565,,3219.537881967455,3.5044917e-18,5.897504706808831e-15
0.009999998,1.0,1.0,100.0,10.88,1.0,1.0,100,48.0508,-5.066395e-07,100.0,0.01,98.73701917042047,-16.092346,0.01,2332.201302078547,,2332.201302078546,3.5044917e-18,-8.455458555545192e-15
0.009999998,1.0,1.0,100.0,10.83,1.0,1.0,100,55.319946,-7.1525574e-07,100.0,0.01,98.23843200621823,-13.610439,0.01,3091.20868443073,,3091.20868443073,3.5044917e-18,8.526512829121202e-16
0.009999998,1.0,1.0,100.0,12.03,1.0,1.0,100,60.325153,-4.4703484e-07,100.0,0.01,110.23924259420913,-13.441793,0.01,3675.88301012278,,3675.88301012278,3.5044917e-18,1.3926637620897963e-14
0.009999998,1.0,1.0,100.0,10.93,1.0,1.0,100,56.13134,-2.682209e-07,100.0,0.01,99.23849912908439,-15.208136,0.01,3182.5532137139207,,3182.55321371392,3.5044917e-18,2.7569058147491886e-14
0.009999998,1.0,1.0,100.0,10.07,1.0,1.0,100,50.682728,-3.2782555e-07,100.0,0.01,90.63708582484149,-18.45757,0.01,2594.685832962828,,2594.685832962828,3.5044917e-18,1.3073986337985844e-14
0.01,1.0000196,0.9999323,100.0,10.72,1.0000076,1.0,100,48.973026,7.620454e-05,99.9992370663676,0.010000195,97.13703037637006,-12.861341,0.009999323,2422.573617099618,1.0664744e-10,2422.573617099618,1.0661593e-14,-7.105427357601002e-16
0.009999998,1.0,1.0,100.0,11.89,1.0,1.0,100,72.87179,,100.0,0.01,108.83880150015133,-32.075245,0.01,5363.936898976288,,5363.936898976287,3.5044917e-18,-1.4637180356658064e-14
0.009999998,1.0,1.0,100.0,11.17,1.0,1.0,100,52.78614,-3.5762787e-07,100.0,0.01,101.63813753818977,-20.897627,0.01,2814.521958073791,,2814.521958073791,3.5044917e-18,-9.663381206337363e-15
0.009999998,1.0,1.0,100.0,10.63,1.0,1.0,100,48.594547,5.9604645e-07,100.0,0.01,96.23655794191225,-12.936716,0.01,2385.2827802405864,,2385.2827802405864,3.5044917e-18,5.4001247917767615e-15
0.009999998,1.0,1.0,100.0,11.83,1.0,1.0,100,51.69496,-3.5762787e-07,100.0,0.01,108.2373744360456,-19.500572,0.01,2699.362998352776,,2699.362998352776,3.5044917e-18,7.105427357601002e-16
0.009999998,1.0,1.0,100.0,12.65,1.0,1.0,100,63.207584,5.9604645e-08,100.0,0.01,116.43875166688696,-21.335081,0.01,4035.554279540033,,4035.554279540033,3.5044917e-18,-1.2505552149377763e-14
0.009999998,1.0,1.0,100.0,11.49,1.0,1.0,100,65.57006,1.1920929e-07,100.0,0.01,104.83861432561531,-27.36232,0.01,4342.861324253631,,4342.861324253631,3.5044917e-18,-1.6058265828178263e-14
0.009999998,1.0,1.0,100.0,11.19,1.0,1.0,100,58.324554,-2.3841858e-07,100.0,0.01,101.83658090947833,-17.514921,0.01,3436.1145598609046,,3436.1145598609046,3.5044917e-18,-1.3073986337985844e-14
0.010000002,1.0000267,0.9999509,99.99997711182208,11.09,1.0,1.0000001,100,51.209923,3.7431717e-05,100.0,0.010000266,100.83778797072138,-10.866722,0.009999508,2648.9475483611304,1.4175083e-10,2648.9475483611304,1.4171043e-14,-1.0373923942097462e-14
0.009999998,1.0,1.0,100.0,11.87,1.0,1.0,100,66.23835,7.1525574e-07,100.0,0.01,108.63897946064364,-19.466822,0.01,4431.836778912048,,4431.836778912049,3.5044917e-18,-9.805489753489382e-15
0.01,1.0000052,0.99998903,100.00000762939614,11.76,1.0,0.9999998,100,56.3958,2.4437904e-05,100.0,0.010000054,107.5368767897933,-12.827599,0.009999892,3212.608143229215,4.7910677e-12,3212.608143229215,4.790115e-16,6.536993168992922e-15
0.009999998,1.0,1.0,100.0,12.01,1.0,1.0,100,50.31328,1.7881393e-07,100.0,0.01,110.03788425942152,-10.933962,0.01,2556.9961189878677,,2556.9961189878677,3.5044917e-18,-6.8212102632969615e-15
0.009999998,1.0,1.0,100.0,11.6,1.0,1.0,100,64.45554,4.7683716e-07,100.0,0.01,105.93758936839049,-28.1103,0.01,4196.481631700881,,4196.481631700881,3.5044917e-18,-3.9790393202565614e-15
0.009999998,1.0,1.0,100.0,11.87,1.0,1.0,100,57.7213,-2.3841858e-07,100.0,0.01,108.63706376819744,-17.78349,0.01,3365.4023326146003,,3365.4023326146003,3.5044917e-18,-1.2363443602225743e-14
0.009999998,1.0,1.0,100.0,11.53,1.0,1.0,100,57.64771,4.7683716e-07,100.0,0.01,105.2377484973113,-15.544878,0.01,3356.826926455217,,3356.8269264552173,3.5044917e-18,7.105427357601002e-15
0.009999998,1.0,1.0,100.0,11.74,1.0,1.0,100,54.732956,-4.7683716e-07,100.0,0.01,107.33756081081908,-13.685135,0.01,3025.956367722629,,3025.956367722629,3.5044917e-18,1.2931877790833824e-14
0.009999998,1.0,1.0,100.0,11.96,1.0,1.0,100,62.51613,3.5762787e-07,100.0,0.01,109.5379116751807,-19.392208,0.01,3947.7443897498233,,3947.744389749824,3.5044917e-18,-1.3855583347321953e-14
0.009999998,1.0,1.0,100.0,10.71,1.0,1.0,100,49.203995,-2.3841858e-07,100.0,0.01,97.03561806094764,-18.760733,0.01,2445.487986202901,,2445.487986202901,3.5044917e-18,-1.0942358130705543e-14
0.009999998,1.0,1.0,100.0,11.95,1.0,1.0,100,66.46058,2.3841858e-07,100.0,0.01,109.43930742005342,-16.875223,0.01,4461.6248439139545,,4461.6248439139545,3.5044917e-18,-7.531752999057062e-15
0.009999998,1.0,1.0,100.0,12.26,1.0,1.0,100,66.9007,3.5762787e-07,100.0,0.01,112.53894423634873,-21.663097,0.01,4520.912640263843,,4520.912640263843,3.5044917e-18,-2.415845301584341e-15
0.009999998,1.0,1.0,100.0,11.42,1.0,1.0,100,54.430805,3.874302e-07,100.0,0.01,104.13692508912668,-14.796272,0.01,2992.6390425615464,,2992.6390425615464,3.5044917e-18,-1.4210854715202005e-15
0.009999998,1.0,1.0,100.0,12.16,1.0,1.0,100,74.49815,,100.0,0.01,111.53788728666093,-35.214645,0.01,5606.035492020744,,5606.035492020744,3.5044917e-18,-7.958078640513123e-15
0.009999998,1.0,1.0,100.0,11.1,1.0,1.0,100,57.002785,,100.0,0.01,100.93692193968107,-20.115454,0.01,3282.139117661346,,3282.139117661346,3.5044917e-18,-2.1600499167107046e-14
