VarJ,VarNormIw,Delta,VarVanillaIw,AvgDiscRet,AvgNormIw,eRenyi2,VarDiscRet,ESSRenyi,J,MaxNormIw,BatchSize,IterType,MinVanillaIw,EpsThisIter,AvgEpLen,MaxVanillaIw,Bound,MinNormIw,ESSClassic,VarRet,AvgRet,VanillaAvgRet,AvgVanillaIw
57.4425,5.41405e-07,0.1,0.00554915,-75.3248914042,0.01,1.0057,3782.20164571,99.4333138622,-74.5993,0.0124922,100,1,0.868268,100,106.91,1.26471,-200.095,0.00857633,99.4668289865,3782.20164571,-75.3248914042,-75.3248914042,1.0124
72.8857,9.63279e-07,0.1,0.00966356,-82.5079453094,0.01,1.00883,6089.68277762,99.1252136745,-81.3379,0.0145469,100,1,0.792639,100,114.12,1.45701,-207.032,0.00791376,99.05537942,6089.68277762,-82.5079453094,-82.5079453094,1.0016
59.6375,2.11652e-07,0.1,0.00217057,-73.4879744065,0.01,1.00343,3807.5046737,99.658029511,-73.0609,0.010846,100,1,0.844291,100,103.3,1.09836,-198.416,0.00833712,99.7908889824,3807.5046737,-73.4879744065,-73.4879744065,1.01269
71.4543,1.23228e-06,0.1,0.0124224,-80.7401361838,0.01,1.01259,6112.12604431,98.7563697539,-79.16,0.0137471,100,1,0.582111,100,112.35,1.38025,-205.088,0.00579773,98.7947571882,6112.12604431,-80.7401361838,-80.7401361838,1.00403
75.7853,3.38525e-07,0.1,0.00335161,-80.3488548052,0.01,1.00475,6143.16778518,99.5269608582,-79.7268,0.0126742,100,1,0.93633,100,111.53,1.26111,-205.166,0.00941017,99.6659497117,6143.16778518,-80.3488548052,-80.3488548052,0.995019
58.6947,3.00047e-07,0.1,0.00301214,-75.3186313207,0.01,1.00266,3778.41450193,99.7343107887,-74.9604,0.0118863,100,1,0.95202,100,105.58,1.19094,-200.269,0.00950174,99.7038195931,3778.41450193,-75.3186313207,-75.3186313207,1.00194
87.0032,9.48766e-07,0.1,0.00949776,-87.3989743304,0.01,1.00984,8378.96573397,99.0258208702,-86.1145,0.0150123,100,1,0.890783,100,119.74,1.50203,-211.878,0.0089031,99.0694522186,8378.96573397,-87.3989743304,-87.3989743304,1.00053
57.9229,3.71652e-07,0.1,0.00368282,-75.3643996322,0.01,1.00504,3761.56015606,99.498675938,-74.6942,0.01203,100,1,0.92913,100,106.37,1.19753,-200.15,0.00933373,99.6333887146,3761.56015606,-75.3643996322,-75.3643996322,0.995455
66.6431,6.84237e-07,0.1,0.00689188,-76.1263470022,0.01,1.00582,4976.69850886,99.4211873381,-75.3646,0.0139498,100,1,0.919893,100,106.54,1.40002,-200.87,0.00916583,99.3271722043,4976.69850886,-76.1263470022,-76.1263470022,1.00361
55.0862,1.10548e-06,0.1,0.0105802,-73.0648797452,0.01,1.00886,3778.47142102,99.1221331787,-71.7266,0.0120579,100,1,0.560242,100,103.05,1.17962,-197.422,0.0057267,98.9173927393,3778.47142102,-73.0648797452,-73.0648797452,0.978299
55.6937,1.20602e-06,0.1,0.0118391,-73.1961272624,0.01,1.0094,3812.45630404,99.0687059232,-72.0275,0.0130794,100,1,0.611629,100,103.01,1.2959,-197.757,0.00617313,98.8200907578,3812.45630404,-73.1961272624,-73.1961272624,0.990792
59.556,2.55205e-07,0.1,0.00258451,-72.9407622512,0.01,1.00205,3771.04560544,99.7951896209,-72.6791,0.0119897,100,1,0.956692,100,102.62,1.20657,-197.95,0.00950664,99.7480114501,3771.04560544,-72.9407622512,-72.9407622512,1.00634
66.9451,4.54129e-06,0.1,0.0483124,-85.7254721396,0.01,1.04722,7184.06868331,95.4906804299,-80.0144,0.013858,100,1,0.569623,100,118.29,1.42935,-208.076,0.00552266,95.6975614224,7184.06868331,-85.7254721396,-85.7254721396,1.03143
86.835,1.20785e-06,0.1,0.0122896,-88.75070731,0.01,1.01143,8317.24069977,98.8697629077,-87.2306,0.0143357,100,1,0.910306,100,121.75,1.44604,-213.076,0.00902454,98.8183322049,8317.24069977,-88.75070731,-88.75070731,1.0087
45.4626,6.43381e-07,0.1,0.00639822,-70.9001833287,0.01,1.00657,2582.39873349,99.3468548009,-70.0833,0.0111365,100,1,0.780915,100,101.02,1.11057,-195.623,0.00783084,99.3670660414,2582.39873349,-70.9001833287,-70.9001833287,0.997231
79.3772,1.3199e-06,0.1,0.013397,-83.68617033,0.01,1.01168,7265.5322799,98.8455422925,-82.1255,0.0148604,100,1,0.843504,100,115.11,1.49715,-207.997,0.00837246,98.7101433946,7265.5322799,-83.68617033,-83.68617033,1.00748
42.4388,1.18354e-06,0.1,0.0120039,-71.3856689222,0.01,1.01077,2630.51350455,98.9342926009,-69.9118,0.0132244,100,1,0.638591,100,101.37,1.33182,-195.709,0.00634092,98.8418637985,2630.51350455,-71.3856689222,-71.3856689222,1.00709
71.7126,1.75216e-06,0.1,0.0172675,-81.4900845526,0.01,1.01614,6125.65246341,98.4111990115,-79.4956,0.012121,100,1,0.630142,100,112.47,1.20328,-205.645,0.00634761,98.294950002,6125.65246341,-81.4900845526,-81.4900845526,0.992723
35.811,6.39736e-08,0.1,0.000637133,-67.2858349903,0.01,1.00084,1366.08045641,99.9159804194,-67.1784,0.0108351,100,1,0.965121,100,96.63,1.0813,-192.371,0.0096709,99.9367412213,1366.08045641,-67.2858349903,-67.2858349903,0.997964
64.6023,1.71257e-06,0.1,0.0175399,-78.1051331094,0.01,1.01526,4962.03606271,98.4971467487,-76.3212,0.0137385,100,1,0.482026,100,109.42,1.39037,-202.416,0.004763,98.3328176022,4962.03606271,-78.1051331094,-78.1051331094,1.01202
82.1023,5.98977e-07,0.1,0.00592539,-84.3180348437,0.01,1.00582,7274.03607507,99.4211519881,-83.5735,0.0145599,100,1,0.898155,100,116.15,1.44815,-209.08,0.00903021,99.4105574579,7274.03607507,-84.3180348437,-84.3180348437,0.994612
78.3748,4.63316e-06,0.1,0.0446171,-89.0730568957,0.01,1.0377,8313.81259709,96.3668604739,-83.6911,0.0140174,100,1,0.283547,100,121.55,1.37556,-211.171,0.00288944,95.6143110303,8313.81259709,-89.0730568957,-89.0730568957,0.981322
85.2349,2.72166e-06,0.1,0.0267895,-93.2518275173,0.01,1.02986,9319.63962512,97.1006198802,-89.6488,0.0136504,100,1,0.608063,100,126.88,1.35429,-216.644,0.00612892,97.3762693816,9319.63962512,-93.2518275173,-93.2518275173,0.992122
36.1321,4.16378e-08,0.1,0.000416506,-67.1374252018,0.01,1.00038,1374.0730495,99.9619747804,-67.0897,0.011145,100,1,0.966368,100,95.99,1.11467,-192.214,0.00966219,99.9588012974,1374.0730495,-67.1374252018,-67.1374252018,1.00015
63.5117,9.00058e-07,0.1,0.00932225,-77.4751714611,0.01,1.0126,4963.91876447,98.7561604815,-75.8572,0.0112114,100,1,0.679126,100,108.35,1.141,-201.785,0.00667307,99.1167956413,4963.91876447,-77.4751714611,-77.4751714611,1.01771
64.8283,1.18013e-06,0.1,0.0115621,-79.0061602828,0.01,1.01155,4957.49403829,98.8582860526,-77.6274,0.0124976,100,1,0.692467,100,110.61,1.23703,-203.49,0.00699593,98.8451691396,4957.49403829,-79.0061602828,-79.0061602828,0.989814
67.4653,2.62351e-07,0.1,0.00267947,-78.2996925443,0.01,1.00454,4934.62796728,99.5480197159,-77.7466,0.0115585,100,1,0.833147,100,109.67,1.16811,-203.172,0.00824401,99.7409478816,4934.62796728,-78.2996925443,-78.2996925443,1.01061
34.9883,1.30227e-07,0.1,0.00130867,-65.1363968043,0.01,1.00164,1355.83737274,99.8358088947,-64.9252,0.0112149,100,1,0.880452,100,93.54,1.12425,-190.17,0.00878296,99.8712332855,1355.83737274,-65.1363968043,-65.1363968043,1.00245
49.2355,1.59836e-07,0.1,0.00159277,-70.4511311978,0.01,1.00191,2578.73736648,99.8089157121,-70.2105,0.0110945,100,1,0.91984,100,99.9,1.1075,-195.472,0.00921451,99.8420090072,2578.73736648,-70.4511311978,-70.4511311978,0.998251
64.6157,1.49484e-06,0.1,0.0148288,-78.0507422578,0.01,1.01201,4946.19144031,98.8128941245,-76.619,0.0111868,100,1,0.441699,100,109.48,1.11419,-202.511,0.00443476,98.5416880161,4946.19144031,-78.0507422578,-78.0507422578,0.995994
74.2378,1.22855e-06,0.1,0.0120789,-81.1144598015,0.01,1.00837,6130.1370658,99.1699434236,-79.9282,0.0117678,100,1,0.522122,100,112.79,1.16685,-205.592,0.00526567,98.7983524608,6130.1370658,-81.1144598015,-81.1144598015,0.991558
33.9385,2.2657e-07,0.1,0.00226324,-66.7408563104,0.01,1.00189,1385.40854062,99.8110533325,-66.5026,0.010601,100,1,0.833867,100,95.87,1.05952,-191.753,0.00834321,99.776221057,1385.40854062,-66.7408563104,-66.7408563104,0.999456
99.8368,1.13387e-06,0.1,0.0111732,-94.6333340701,0.01,1.00998,10494.5179413,99.0113977607,-93.3791,0.0124315,100,1,0.702147,100,127.74,1.23404,-219.145,0.00707327,98.8899318556,10494.5179413,-94.6333340701,-94.6333340701,0.992676
72.3111,1.495e-06,0.1,0.0147178,-80.6930009043,0.01,1.01334,6110.65917815,98.683143722,-79.0402,0.0117413,100,1,0.553853,100,111.81,1.16497,-205.015,0.00558204,98.5414833044,6110.65917815,-80.6930009043,-80.6930009043,0.992205
59.8476,1.21702e-07,0.1,0.00120393,-73.3568453659,0.01,1.0021,3785.30498829,99.7906902795,-73.0827,0.0109258,100,1,0.89933,100,103.66,1.08669,-198.346,0.00904203,99.8796705076,3785.30498829,-73.3568453659,-73.3568453659,0.994611
34.746,2.2454e-07,0.1,0.00226026,-68.3726693641,0.01,1.00265,1367.58340004,99.7361724773,-68.0488,0.0114134,100,1,0.833093,100,98.2,1.14511,-193.354,0.00830351,99.7781878699,1367.58340004,-68.3726693641,-68.3726693641,1.0033
48.121,1.91377e-07,0.1,0.00190206,-72.112710305,0.01,1.00267,2567.89727858,99.7332317526,-71.7725,0.0110093,100,1,0.889552,100,102.67,1.09755,-197.083,0.00892287,99.8108912087,2567.89727858,-72.112710305,-72.112710305,0.996935
82.4655,6.10457e-07,0.1,0.00626448,-84.8380832189,0.01,1.00458,7227.05054066,99.5441332551,-84.2573,0.0138419,100,1,0.876647,100,116.34,1.4022,-209.686,0.00865385,99.3992903228,7227.05054066,-84.8380832189,-84.8380832189,1.01301
64.5792,1.30714e-06,0.1,0.0128584,-77.1781601939,0.01,1.01026,4943.57082358,98.9844562716,-75.8928,0.0115021,100,1,0.654071,100,107.78,1.14081,-201.674,0.00659465,98.722464916,4943.57082358,-77.1781601939,-77.1781601939,0.991821
49.1822,1.74022e-07,0.1,0.00174133,-69.7326560865,0.01,1.00184,2586.52636433,99.8161483635,-69.4919,0.0114941,100,1,0.959408,100,99.7,1.14978,-194.747,0.00959103,99.8280128931,2586.52636433,-69.7326560865,-69.7326560865,1.00032
43.2361,7.57374e-07,0.1,0.00788961,-71.7125818713,0.01,1.00899,2574.16845452,99.108911476,-70.517,0.0113628,100,1,0.700523,100,102.41,1.15973,-196.22,0.00686357,99.2557644505,2574.16845452,-71.7125818713,-71.7125818713,1.02064
77.4703,1.89038e-06,0.1,0.0188218,-85.830869945,0.01,1.01605,7192.05777615,98.4200549296,-83.6731,0.0133276,100,1,0.355986,100,118.79,1.32987,-209.816,0.0035676,98.1628891316,7192.05777615,-85.830869945,-85.830869945,0.997831
35.5574,1.73946e-07,0.1,0.00175676,-66.3753521574,0.01,1.00135,1352.08751079,99.8652012737,-66.2024,0.0115644,100,1,0.967439,100,95.64,1.16218,-191.387,0.00962663,99.8280795387,1352.08751079,-66.3753521574,-66.3753521574,1.00496
64.8686,2.07024e-06,0.1,0.0203403,-81.1279482193,0.01,1.02401,6099.35555508,97.6555177713,-78.1611,0.0122307,100,1,0.58127,100,112.63,1.21233,-204.794,0.00586421,97.9916124242,6099.35555508,-81.1279482193,-81.1279482193,0.991216
56.034,5.37323e-07,0.1,0.00539085,-73.0420189457,0.01,1.00905,3814.71459149,99.1029868619,-71.9605,0.0113027,100,1,0.671982,100,102.77,1.13212,-197.666,0.00670883,99.4708371269,3814.71459149,-73.0420189457,-73.0420189457,1.00164
65.2278,2.61336e-06,0.1,0.0269237,-78.7636121334,0.01,1.00798,4909.78422964,99.2082013738,-77.772,0.0232831,100,1,0.920496,100,109.48,2.36324,-203.411,0.00906888,97.4780127944,4909.78422964,-78.7636121334,-78.7636121334,1.015
54.4054,1.21395e-06,0.1,0.0120314,-76.1365247671,0.01,1.01063,3742.77988684,98.948179706,-74.7429,0.0130186,100,1,0.488428,100,107.94,1.29605,-200.547,0.00490618,98.8124437985,3742.77988684,-76.1365247671,-76.1365247671,0.995536
77.824,4.86585e-06,0.1,0.044204,-84.687852802,0.01,1.0233,7228.74814999,97.7231959273,-81.4002,0.0131285,100,1,0.32214,100,116.02,1.25131,-207.992,0.00337981,95.4041910283,7228.74814999,-84.687852802,-84.687852802,0.953128
59.2296,2.62965e-07,0.1,0.00263246,-75.0410262945,0.01,1.00246,3775.7150687,99.7550423007,-74.7265,0.0117591,100,1,0.941458,100,105.85,1.17654,-200.022,0.00940954,99.7403539774,3775.7150687,-75.0410262945,-75.0410262945,1.00054
32.4779,4.79591e-07,0.1,0.00473297,-66.0356622615,0.01,1.00436,1364.91982996,99.5655539072,-65.5066,0.0109247,100,1,0.71339,100,95.07,1.08528,-190.868,0.00718118,99.5274402748,1364.91982996,-66.0356622615,-66.0356622615,0.993416
48.4943,3.08269e-07,0.1,0.00308475,-70.8931635566,0.01,1.00332,2594.35104162,99.6692664978,-70.4599,0.0118648,100,1,0.946208,100,100.88,1.18688,-195.808,0.00945892,99.6957404266,2594.35104162,-70.8931635566,-70.8931635566,1.00033
89.4914,3.00905e-07,0.1,0.00299223,-87.3675132883,0.01,1.00398,8361.51166655,99.6039403636,-86.8687,0.0114667,100,1,0.851264,100,119.77,1.14347,-212.258,0.00853652,99.7030051558,8361.51166655,-87.3675132883,-87.3675132883,0.997203
65.0772,7.51976e-07,0.1,0.00748085,-77.5583857042,0.01,1.0076,4947.23467628,99.246007436,-76.5973,0.0128902,100,1,0.641979,100,109.12,1.28568,-202.214,0.00643647,99.2610724313,4947.23467628,-77.5583857042,-77.5583857042,0.99741
59.0656,7.06381e-07,0.1,0.00733151,-73.4926398355,0.01,1.00408,3821.71150243,99.5938532204,-72.9898,0.0159458,100,1,0.879841,100,103.77,1.62452,-198.379,0.00863629,99.3055422327,3821.71150243,-73.4926398355,-73.4926398355,1.01877
48.7229,1.59056e-07,0.1,0.00159887,-69.1735899465,0.01,1.00228,2583.46170111,99.7727681713,-68.8878,0.0112841,100,1,0.860863,100,98.65,1.13136,-194.171,0.00858621,99.8427901694,2583.46170111,-69.1735899465,-69.1735899465,1.00261
49.4819,8.65162e-08,0.1,0.000867606,-70.1401661803,0.01,1.00085,2581.37715739,99.9151949658,-70.0295,0.0106009,100,1,0.897345,100,100.03,1.06158,-195.216,0.0089608,99.9144138429,2581.37715739,-70.1401661803,-70.1401661803,1.00141
56.2743,9.44542e-07,0.1,0.00935625,-73.5316123323,0.01,1.00815,3772.85302034,99.1913206081,-72.4255,0.0110448,100,1,0.633291,100,103.85,1.09926,-198.077,0.00636302,99.0736021193,3772.85302034,-73.5316123323,-73.5316123323,0.995268
66.8812,7.79048e-07,0.1,0.00776316,-76.6966321209,0.01,1.00651,4990.292954,99.3527968426,-75.7672,0.0107989,100,1,0.659681,100,107.2,1.078,-201.317,0.00660841,99.2346381476,4990.292954,-76.6966321209,-76.6966321209,0.998245
75.8216,4.55497e-07,0.1,0.00458601,-80.6860297821,0.01,1.00498,6130.67609525,99.50427026,-80.0627,0.0129706,100,1,0.88602,100,111.33,1.30148,-205.517,0.00883016,99.5510615114,6130.67609525,-80.6860297821,-80.6860297821,1.0034
54.654,9.51194e-07,0.1,0.00952305,-74.3137094416,0.01,1.01046,3775.7036954,98.9651996426,-72.9946,0.0120703,100,1,0.76732,100,105.21,1.20774,-198.79,0.00766873,99.0671015462,3775.7036954,-74.3137094416,-74.3137094416,1.00058
63.761,1.18589e-06,0.1,0.0118097,-77.9132977256,0.01,1.01247,4944.91439281,98.7679508749,-76.2673,0.0114588,100,1,0.576671,100,109.03,1.1435,-202.186,0.00577871,98.8395809911,4944.91439281,-77.9132977256,-77.9132977256,0.997923
50.321,1.43529e-06,0.1,0.0146219,-72.4145869061,0.01,1.01669,3809.65166281,98.358073888,-70.3064,0.0127253,100,1,0.567303,100,102.37,1.2844,-196.488,0.00562062,98.5989844271,3809.65166281,-72.4145869061,-72.4145869061,1.00933
89.6372,3.33279e-07,0.1,0.00324357,-88.1288516234,0.01,1.00393,8347.53786074,99.60842288,-87.6484,0.012586,100,1,0.922055,100,120.34,1.24164,-213.037,0.00934651,99.6711293018,8347.53786074,-88.1288516234,-88.1288516234,0.986523
77.2362,1.00375e-07,0.1,0.000995186,-81.4825269318,0.01,1.0014,6107.51479373,99.860659954,-81.3028,0.0109583,100,1,0.933462,100,113.55,1.09115,-206.532,0.00937468,99.9007190922,6107.51479373,-81.4825269318,-81.4825269318,0.995727
36.4622,4.87737e-08,0.1,0.000486551,-68.0734843756,0.01,1.00053,1382.02946256,99.9468251847,-68.0038,0.0107872,100,1,0.934306,100,97.17,1.07741,-193.179,0.00935444,99.9517638677,1382.02946256,-68.0734843756,-68.0734843756,0.998783
53.4356,2.03646e-06,0.1,0.0194115,-74.5654142003,0.01,1.01153,3768.68334679,98.8604530516,-72.9517,0.0119015,100,1,0.458554,100,105.34,1.16197,-198.812,0.00469677,98.0237448583,3768.68334679,-74.5654142003,-74.5654142003,0.976318
36.0765,5.28335e-08,0.1,0.000530102,-67.6983670393,0.01,1.00066,1375.18534708,99.934204029,-67.6142,0.0107997,100,1,0.969687,100,97.2,1.08178,-192.789,0.00968069,99.947728289,1375.18534708,-67.6983670393,-67.6983670393,1.00167
55.823,3.26688e-06,0.1,0.0326921,-78.5005867091,0.01,1.02582,4945.79480477,97.4827383924,-74.9118,0.0122931,100,1,0.453059,100,109.6,1.22974,-201.66,0.00452898,96.8671131935,4945.79480477,-78.5005867091,-78.5005867091,1.00036
34.7672,2.46856e-07,0.1,0.00247692,-67.1521180007,0.01,1.0019,1345.90322078,99.8101982733,-66.9117,0.0118583,100,1,0.886618,100,97.0,1.18784,-191.991,0.0088512,99.7562270323,1345.90322078,-67.1521180007,-67.1521180007,1.00169
74.4244,9.17476e-07,0.1,0.0091604,-80.5261899352,0.01,1.00894,6127.2699964,99.1139584945,-79.3735,0.012004,100,1,0.715424,100,111.78,1.19946,-205.072,0.00715985,99.0998803367,6127.2699964,-80.5261899352,-80.5261899352,0.999217
74.4403,4.28468e-07,0.1,0.00431204,-81.2898421457,0.01,1.00511,6138.17113734,99.4919966222,-80.6042,0.0117944,100,1,0.891519,100,112.92,1.1832,-206.077,0.00888686,99.5775801419,6138.17113734,-81.2898421457,-81.2898421457,1.00319
58.4602,4.60761e-06,0.1,0.0462124,-81.2694236435,0.01,1.04481,6087.23669133,95.7115589573,-75.5784,0.0119492,100,1,0.301761,100,112.8,1.19669,-203.492,0.00301316,95.6374560584,6087.23669133,-81.2694236435,-81.2694236435,1.00148
74.9348,3.78189e-07,0.1,0.0037798,-82.9358767882,0.01,1.00439,6056.48245712,99.5625050665,-82.3617,0.0121202,100,1,0.928195,100,115.52,1.21169,-207.778,0.00928451,99.6269888452,6056.48245712,-82.9358767882,-82.9358767882,0.999724
60.9852,1.66308e-06,0.1,0.016938,-77.4332241301,0.01,1.01872,4954.62355317,98.1624313685,-75.0813,0.0125257,100,1,0.688485,100,108.51,1.26409,-201.387,0.00682212,98.3802167321,4954.62355317,-77.4332241301,-77.4332241301,1.0092
59.3371,3.05696e-07,0.1,0.00311352,-73.7385571727,0.01,1.00323,3768.2415277,99.6781726327,-73.3065,0.012166,100,1,0.921155,100,104.01,1.2278,-198.651,0.00912749,99.6982596048,3768.2415277,-73.7385571727,-73.7385571727,1.00921
63.3812,1.3016e-06,0.1,0.0132252,-77.1603146833,0.01,1.01199,4983.50559161,98.8148845329,-75.5051,0.0123667,100,1,0.612608,100,107.82,1.24656,-201.396,0.00607745,98.7278039896,4983.50559161,-77.1603146833,-77.1603146833,1.008
35.2335,1.0955e-07,0.1,0.00110823,-67.1049968933,0.01,1.00104,1330.86113871,99.895788664,-66.9689,0.0111212,100,1,0.898127,100,96.83,1.11857,-192.176,0.00892953,99.8916579037,1330.86113871,-67.1049968933,-67.1049968933,1.00579
11.5676,1.59591e-07,0.1,0.00156851,-63.2600055787,0.01,1.00237,135.084475735,99.7637264783,-63.1759,0.0116685,100,1,0.930449,100,92.18,1.15679,-96.8173,0.00938539,99.8422818885,135.084475735,-63.2600055787,-63.2600055787,0.99138
79.3188,9.10973e-07,0.1,0.00925059,-85.6225099455,0.01,1.01012,7205.44130574,98.9977499353,-84.1966,0.0129262,100,1,0.622215,100,118.35,1.30257,-209.968,0.0061746,99.1061941631,7205.44130574,-85.6225099455,-85.6225099455,1.0077
74.0275,5.46332e-07,0.1,0.00559544,-81.2342686118,0.01,1.00753,6092.03320763,99.2531117583,-80.2543,0.0113465,100,1,0.720372,100,112.62,1.14828,-205.867,0.00711817,99.4620450645,6092.03320763,-81.2342686118,-81.2342686118,1.01202
46.3391,5.84541e-07,0.1,0.0058031,-69.174899898,0.01,1.006,2596.55512028,99.4035743826,-68.4089,0.012407,100,1,0.627865,100,98.68,1.2362,-193.926,0.00630149,99.4246247267,2596.55512028,-69.174899898,-69.174899898,0.996375
49.2535,1.86972e-07,0.1,0.00186923,-70.7086896126,0.01,1.00172,2570.30669131,99.8283357926,-70.4931,0.0119356,100,1,0.854129,100,100.79,1.1934,-195.743,0.00854241,99.8152192343,2570.30669131,-70.7086896126,-70.7086896126,0.999868
75.0535,3.78723e-07,0.1,0.00384858,-81.2792221881,0.01,1.00493,6097.68563283,99.5096881461,-80.7055,0.0108433,100,1,0.799033,100,112.86,1.09308,-206.156,0.00792638,99.6264398032,6097.68563283,-81.2792221881,-81.2792221881,1.00807
42.7476,1.60092e-06,0.1,0.0155663,-69.5527240261,0.01,1.00945,2596.65057158,99.0639091862,-68.3467,0.0128434,100,1,0.583987,100,99.0,1.26645,-194.079,0.00592235,98.4398461343,2596.65057158,-69.5527240261,-69.5527240261,0.986073
48.0549,3.13548e-07,0.1,0.00314057,-69.8759650138,0.01,1.00365,2584.60907757,99.6362850284,-69.3959,0.0119613,100,1,0.945245,100,99.42,1.1971,-194.751,0.00944479,99.6905354086,2584.60907757,-69.8759650138,-69.8759650138,1.00081
57.3526,8.11807e-07,0.1,0.00829881,-72.6295470259,0.01,1.00565,3809.53555402,99.437828183,-71.8885,0.0135198,100,1,0.860318,100,102.67,1.36695,-197.384,0.00850899,99.20271589,3809.53555402,-72.6295470259,-72.6295470259,1.01107
71.0541,9.10322e-07,0.1,0.00955466,-82.0645162216,0.01,1.012,6099.20779882,98.8141046557,-80.3428,0.0129298,100,1,0.565178,100,113.35,1.32465,-206.234,0.00551665,99.1068463858,6099.20779882,-82.0645162216,-82.0645162216,1.0245
81.0143,8.26121e-07,0.1,0.00823522,-85.3042158587,0.01,1.00866,7204.76149809,99.1412165925,-84.2033,0.0113468,100,1,0.687356,100,117.43,1.13289,-209.886,0.0068844,99.1887619145,7204.76149809,-85.3042158587,-85.3042158587,0.998425
50.2349,1.4757e-07,0.1,0.00147715,-70.0575087443,0.01,1.0014,2619.76400767,99.8603508739,-69.8772,0.0106749,100,1,0.88629,100,99.4,1.06802,-195.105,0.00885855,99.8540867891,2619.76400767,-70.0575087443,-70.0575087443,1.00049
58.0176,3.848e-07,0.1,0.00381578,-71.0280113168,0.01,1.00505,3827.21541321,99.4977554136,-70.3796,0.0113357,100,1,0.807882,100,99.92,1.12881,-195.838,0.00811286,99.620496564,3827.21541321,-71.0280113168,-71.0280113168,0.995804
10.9739,1.6269e-07,0.1,0.00161319,-63.2971371956,0.01,1.00186,122.998837959,99.8142243047,-63.2377,0.0113632,100,1,0.907583,100,91.95,1.13152,-95.0086,0.0091143,99.8391753204,122.998837959,-63.2971371956,-63.2971371956,0.99578
66.3539,1.07262e-06,0.1,0.0111981,-74.7659964499,0.01,1.00742,5015.98043125,99.2636585616,-73.788,0.014646,100,1,0.841471,100,104.45,1.49646,-199.392,0.00823552,98.9492560664,5015.98043125,-74.7659964499,-74.7659964499,1.02176
49.9958,1.39322e-06,0.1,0.0142081,-74.2713967058,0.01,1.01596,3760.26202202,98.4288777938,-72.0594,0.0120189,100,1,0.608217,100,105.05,1.21374,-198.197,0.00602281,98.6394513341,3760.26202202,-74.2713967058,-74.2713967058,1.00986
32.9385,2.52063e-07,0.1,0.00258922,-66.1454882607,0.01,1.00381,1384.74519342,99.6209027223,-65.6542,0.0112305,100,1,0.845547,100,94.62,1.13823,-190.981,0.00834271,99.7510933369,1384.74519342,-66.1454882607,-66.1454882607,1.01352
71.5854,1.2857e-06,0.1,0.0127708,-81.2571786673,0.01,1.01266,6098.83901064,98.7502082162,-79.6915,0.0144637,100,1,0.684976,100,113.16,1.44152,-205.622,0.00687284,98.7431475323,6098.83901064,-81.2571786673,-81.2571786673,0.996642
36.402,8.30615e-08,0.1,0.000824246,-65.6329278436,0.01,1.00074,1385.50013528,99.9257401152,-65.5379,0.0115684,100,1,0.973359,100,94.37,1.15239,-190.724,0.00977113,99.9178371082,1385.50013528,-65.6329278436,-65.6329278436,0.996159
59.1105,4.4008e-07,0.1,0.00444378,-73.5041478999,0.01,1.00371,3794.65114207,99.6304391925,-73.0212,0.012466,100,1,0.943086,100,103.43,1.25267,-198.396,0.00938515,99.5662079279,3794.65114207,-73.5041478999,-73.5041478999,1.00487
61.2404,1.50707e-06,0.1,0.0155556,-76.9795133023,0.01,1.01627,4965.41952913,98.3990203978,-74.8495,0.0119938,100,1,0.530182,100,108.21,1.21852,-201.006,0.00521853,98.5299079953,4965.41952913,-76.9795133023,-76.9795133023,1.01596
94.8904,8.63732e-07,0.1,0.00851225,-92.2528083929,0.01,1.00588,9388.18840723,99.4154491883,-91.5854,0.0132367,100,1,0.587092,100,125.42,1.31405,-217.094,0.0059139,99.1521264978,9388.18840723,-92.2528083929,-92.2528083929,0.992734
79.9004,1.2208e-06,0.1,0.012297,-86.2540549952,0.01,1.00986,7193.18607874,99.0238804018,-85.0148,0.0165092,100,1,0.860859,100,119.25,1.65693,-210.772,0.00857738,98.8058663442,7193.18607874,-86.2540549952,-86.2540549952,1.00364
70.9298,1.25618e-06,0.1,0.0126614,-82.2784638597,0.01,1.01297,6067.39119985,98.7192029414,-80.6382,0.0131335,100,1,0.58217,100,114.05,1.31854,-206.59,0.00579877,98.7716313316,6067.39119985,-82.2784638597,-82.2784638597,1.00395
52.6808,1.4837e-06,0.1,0.0150495,-75.8045156008,0.01,1.01573,3789.55258957,98.450953431,-73.8598,0.0117144,100,1,0.638052,100,107.24,1.1798,-199.981,0.00633531,98.5524139344,3789.55258957,-75.8045156008,-75.8045156008,1.00714
65.6243,8.23307e-07,0.1,0.0079708,-78.0548962925,0.01,1.00696,4944.32731106,99.3088308014,-77.146,0.0123047,100,1,0.738868,100,109.36,1.21071,-202.723,0.00750925,99.1915171109,4944.32731106,-78.0548962925,-78.0548962925,0.983943
88.159,1.91003e-06,0.1,0.0196651,-89.5169050841,0.01,1.02585,9527.5422484,97.4799517051,-86.3788,0.0136343,100,1,0.544032,100,121.5,1.38344,-213.129,0.00536162,98.1441803298,9527.5422484,-89.5169050841,-89.5169050841,1.01468
93.175,1.61859e-06,0.1,0.0159641,-90.0221389897,0.01,1.01203,9473.27534011,98.8112064141,-88.2109,0.0110218,100,1,0.35924,100,122.82,1.09461,-214.104,0.00361726,98.4228648442,9473.27534011,-90.0221389897,-90.0221389897,0.993126
