J,AvgDiscRet,MinVanillaIw,eRenyi2,Bound,ESSRenyi,VarDiscRet,AvgRet,VanillaAvgRet,MaxVanillaIw,VarNormIw,AvgNormIw,VarRet,ESSClassic,MinNormIw,IterType,MaxNormIw,AvgEpLen,EpsThisIter,VarJ,VarVanillaIw,BatchSize,AvgVanillaIw
11.342927,10.74841442344329,1.0,1.0,7.6496334,500.0,122.97097270539767,10.74841442344329,10.74841442344329,1.0,5.4391416e-20,0.0033333336,122.97097270539767,299.999969473632,0.0033333334,2,0.0033333334,52.22,100,12.995648,,500,1.0
11.36446,11.4290648511012,1.0,1.0,7.1731453,500.0,293.75577054451793,11.4290648511012,11.4290648511012,1.0,5.434597e-20,0.0024999997,293.75577054451793,400.0,0.0025,2,0.0025,52.81,100,14.119883,,500,1.0
99.59586,14.560688055582164,0.20300104,1.0552436,95.74488,473.8242379568517,361.34924227172957,14.560688055582164,14.560688055582164,8172321.5,0.0019997486,0.0019999999,361.34924227172957,1.00012542729012,2.4838512e-08,1,0.9999373,53.73,100,0.114416555,133573665000.0,500,16345.668
10.823609,10.82361000637771,1.0,1.0,4.666549,500.0,230.64495457357467,10.82361000637771,10.82361000637771,1.0,3.5044917e-18,0.009999998,230.64495457357467,100.0,0.01,2,0.01,54.39,100,15.110873,,500,1.0
12.656084,14.488559372971885,1.0,1.0,7.3728533,500.0,237.75485681422794,14.488559372971885,14.488559372971885,1.0,2.179301e-19,0.0049999994,237.75485681422794,200.00000010221265,0.005,2,0.005,54.19,100,15.336749,,500,1.0
13.339725,14.707003417739005,1.0,1.0,9.025986,500.0,324.9419901454885,14.707003417739005,14.707003417739005,1.0,5.4391416e-20,0.0033333336,324.9419901454885,299.999969473632,0.0033333334,2,0.0033333334,54.05,100,16.278088,,500,1.0
13.774557,15.079053622209416,1.0,1.0,6.9346232,500.0,409.06131742636035,15.079053622209416,15.079053622209416,1.0,5.434597e-20,0.0024999997,409.06131742636035,400.0,0.0025,2,0.0025,53.35,100,17.336147,,500,1.0
162.53418,13.629181196037095,0.41330484,1.0489705,156.26836,476.6578456126905,202.6966792389113,13.629181196037095,13.629181196037095,9429942.0,0.001999791,0.002,202.6966792389113,1.0001043511900416,4.3826702e-08,1,0.99994785,54.25,100,0.17179093,177847500000.0,500,18860.867
12.000718,12.000718527000856,1.0,1.0,7.0741634,500.0,188.0477425180059,12.000718527000856,12.000718527000856,1.0,3.5044917e-18,0.009999998,188.0477425180059,100.0,0.01,2,0.01,53.2,100,13.644313,,500,1.0
11.768179,11.53564064181324,1.0,1.0,6.4098287,500.0,206.40897867283675,11.53564064181324,11.53564064181324,1.0,2.179301e-19,0.0049999994,206.40897867283675,200.00000010221265,0.005,2,0.005,53.58,100,13.975341,,500,1.0
11.911076,12.196868536032675,1.0,1.0,7.536001,500.0,172.65696736964142,12.196868536032675,12.196868536032675,1.0,5.4391416e-20,0.0033333336,172.65696736964142,299.999969473632,0.0033333334,2,0.0033333334,51.55,100,13.682997,,500,1.0
11.491817,10.234041548678974,1.0,1.0,7.7028913,500.0,127.09279491812832,10.234041548678974,10.234041548678974,1.0,5.434597e-20,0.0024999997,127.09279491812832,400.0,0.0025,2,0.0025,51.26,100,13.130159,,500,1.0
90.53197,10.562829140882561,0.3830893,1.0424478,87.05232,479.6403209903706,222.6701659587101,10.562829140882561,10.562829140882561,2495330.8,0.0019991908,0.0019999996,222.6701659587101,1.0004039952605583,1.5349146e-07,1,0.99979806,52.84,100,0.34677905,12453345000.0,500,4991.6694
15.069841,15.069842254781642,1.0,1.0,3.5964165,500.0,296.31145650987133,15.069842254781642,15.069842254781642,1.0,3.5044917e-18,0.009999998,296.31145650987133,100.0,0.01,2,0.01,53.89,100,17.127415,,500,1.0
12.803228,10.536616861036673,1.0,1.0,4.6902914,500.0,178.97698731576423,10.536616861036673,10.536616861036673,1.0,2.179301e-19,0.0049999994,178.97698731576423,200.00000010221265,0.005,2,0.005,53.95,100,15.50501,,500,1.0
13.465553,14.79020100017529,1.0,1.0,6.8413687,500.0,313.9731360279685,14.79020100017529,14.79020100017529,1.0,5.4391416e-20,0.0033333336,313.9731360279685,299.999969473632,0.0033333334,2,0.0033333334,54.96,100,16.271406,,500,1.0
13.366268,13.068413605168173,1.0,1.0,7.6295557,500.0,243.6316039257217,13.068413605168173,13.068413605168173,1.0,5.434597e-20,0.0024999997,243.6316039257217,400.0,0.0025,2,0.0025,53.36,100,16.090288,,500,1.0
