J,AvgDiscRet,MinVanillaIw,eRenyi2,Bound,ESSRenyi,VarDiscRet,AvgRet,VanillaAvgRet,MaxVanillaIw,VarNormIw,AvgNormIw,VarRet,ESSClassic,MinNormIw,IterType,MaxNormIw,AvgEpLen,EpsThisIter,VarJ,VarVanillaIw,BatchSize,AvgVanillaIw
68.50027,11.233824494370456,0.28487158,1.0343361,62.636486,96.68037396964723,157.82321556314037,11.233824494370456,11.233824494370456,845045.9,0.00999777,0.01,157.82321556314037,1.0002208581916883,3.3707062e-07,1,0.9998896,51.31,100,0.060357418,7141012000.0,100,8451.392
12.147645,11.664826005542018,1.1833677e-06,1.0338538,4.4539223,193.45095596542396,193.52272720735834,11.233824494370456,11.233824494370456,3.5103536,1.9016605e-05,0.01,157.82321556314037,84.15636636050006,9.764443e-09,,0.028965339,51.31,100,18.905922,0.2793042,200,1.2119153
111.04804,14.724181369237192,0.2792773,1.0444036,104.29369,191.49685906734,383.6868669287442,14.724181369237192,14.724181369237192,1943374.8,0.004998951,0.004999999,383.6868669287442,1.0002086685301788,1.4369239e-07,1,0.9998957,52.17,100,0.13274436,18883504000.0,200,9717.888
14.226538,14.22653812805013,1.0,1.0,3.993205,200.0,246.87930933821264,14.22653812805013,14.22653812805013,1.0,3.5044917e-18,0.009999998,246.87930933821264,100.0,0.01,2,0.01,52.22,100,15.633634,,200,1.0
12.718252,10.861307901296065,5.145688e-07,1.0438691,5.3251777,287.39234559862155,122.80027172530176,14.724181369237192,14.724181369237192,3.5806708,4.922988e-06,0.005,383.6868669287442,167.23316794055904,2.1077509e-09,,0.014666964,52.17,100,17.075975,0.2934115,300,1.2206585
111.04756,12.579391719251566,0.54780406,1.039687,105.54513,288.5483700274046,274.9360883323185,12.579391719251566,12.579391719251566,2811913.2,0.0033326617,0.0033333334,274.9360883323185,1.000200940900818,1.9479585e-07,1,0.99989957,54.46,100,0.1707511,26356170000.0,300,9373.985
12.624166,12.624165777958085,1.0,1.0,3.021659,300.0,289.3589963370443,12.624165777958085,12.624165777958085,1.0,3.5044917e-18,0.009999998,289.3589963370443,100.0,0.01,2,0.01,51.32,100,16.92529,,300,1.0
12.225702,11.827239221200706,1.0,1.0,5.435705,300.0,129.7439061079563,11.827239221200706,11.827239221200706,1.0,2.179301e-19,0.0049999994,129.7439061079563,200.00000010221265,0.005,2,0.005,50.87,100,14.408841,,300,1.0
12.010939,11.465781672992275,3.5562974e-07,1.0390888,6.3596134,384.952645606171,175.6729162353685,12.579391719251566,12.579391719251566,1.8254702,4.794012e-07,0.0033333334,274.9360883323185,287.6312244365315,1.0798357e-09,,0.0055428655,54.46,100,14.623236,0.051997192,400,1.0977898
124.71084,13.91674612674331,0.19303834,1.0559036,119.318016,378.8224772033746,352.9677324961632,13.91674612674331,13.91674612674331,11487884.0,0.0024998162,0.0025,352.9677324961632,1.0000732959549832,1.680303e-08,1,0.99996334,52.85,100,0.07502067,329928600000.0,400,28720.762
11.670703,11.670703643758657,1.0,1.0,5.8442082,400.0,197.17299314607394,11.670703643758657,11.670703643758657,1.0,3.5044917e-18,0.009999998,197.17299314607394,100.0,0.01,2,0.01,51.88,100,13.971444,,400,1.0
12.630346,13.589991324032331,1.0,1.0,8.437074,400.0,226.70538002407204,13.589991324032331,13.589991324032331,1.0,2.179301e-19,0.0049999994,226.70538002407204,200.00000010221265,0.005,2,0.005,52.83,100,14.5169115,,400,1.0
12.942751,13.567555431211531,1.0,1.0,8.046031,400.0,307.21576786588895,13.567555431211531,13.567555431211531,1.0,5.4391416e-20,0.0033333336,307.21576786588895,299.999969473632,0.0033333334,2,0.0033333334,51.84,100,15.558605,,400,1.0
13.477827,12.062142036086593,8.7048235e-08,1.0551333,9.121809,473.8737558043633,216.01876465665478,13.91674612674331,13.91674612674331,5.180318,1.1406246e-06,0.0025,352.9677324961632,338.3970038731011,1.8908664e-10,,0.011252713,52.85,100,18.07064,0.24173582,500,1.1509042
124.71205,13.637206309405174,0.23831953,1.0578277,119.88417,472.6667629812225,219.94328888032734,13.637206309405174,13.637206309405174,21669920.0,0.0019999046,0.0020000003,219.94328888032734,1.0000476241853635,1.099745e-08,1,0.9999762,55.19,100,0.056697425,939170860000.0,500,43340.87
11.453319,11.453318677753728,1.0,1.0,5.0563455,500.0,172.96394254852325,11.453318677753728,11.453318677753728,1.0,3.5044917e-18,0.009999998,172.96394254852325,100.0,0.01,2,0.01,52.36,100,13.085651,,500,1.0
11.640182,11.82704418075496,1.0,1.0,7.1168385,500.0,215.23734031864348,11.82704418075496,11.82704418075496,1.0,2.179301e-19,0.0049999994,215.23734031864348,200.00000010221265,0.005,2,0.005,52.33,100,13.863425,,500,1.0
