ESSClassic,MinNormIw,VarDiscRet,AvgEpLen,MinVanillaIw,J,eRenyi2,VarRet,AvgDiscRet,VarJ,MaxVanillaIw,VarVanillaIw,VarNormIw,MaxNormIw,Bound,BatchSize,AvgRet,AvgVanillaIw,ESSRenyi,AvgNormIw
58.33278893417838,0.0002867814,48060.716549030214,77.72,0.032276973,616.1854,1.7092028,278879.6132693077,480.2043922670448,213.37007,4.4826384,0.91396594,7.215167e-05,0.039828308,295.82742,100,767.6510452428844,1.1254905,58.506809118700794,0.01
71.60053286608576,1.8228147e-05,34304.864927210976,103.23,0.0019607535,679.4446,1.5310456,285273.2939110314,594.1460690119891,173.42316,3.0453577,0.4635744,4.0064388e-05,0.02831117,438.37408,100,1023.0678660850016,1.0756736,65.31484292132397,0.01
2.7252289424178926,1.0162336e-05,21723.830733238974,138.68,0.0025308253,850.4986,11.8118,264540.86528438283,714.772202845083,99.30575,148.61499,223.6141,0.0036054708,0.59675217,590.81274,100,1379.1306437906874,2.4903972,8.466110158838067,0.010000002
23.798425500914316,4.506824e-07,18147.329386852067,170.97,5.765066e-05,860.9332,5.6782813,216470.52770368592,793.964748635197,17.683998,10.61639,5.2923436,0.0003234302,0.08299333,680.66785,100,1705.5359310066515,1.279186,17.610962646891192,0.009999999
1.0,,2711.121308769983,192.01,,865.9944,333295.72,45931.1941754226,849.9228624701665,,7.22691e-10,5.2228224e-21,0.010000003,1.0,806.1317,100,1917.9176497257827,7.22691e-12,0.0003000338569455447,0.01
10.114400970996387,2.929792e-07,2857.5672056790163,174.52,5.992774e-05,863.8785,14.185232,73484.07358245675,818.8334159199638,8.264981,42.432625,37.55753,0.0008976659,0.20744777,773.87506,100,1738.4121875040605,2.0454607,7.049585008875043,0.01
inf,,563.6052910548765,194.09,,865.98395,68949.75,19327.318582121614,855.8943922648718,,5.9238354e-36,,0.010000002,1.0,835.928,100,1938.3576457506372,5.9238357e-38,0.001450331582057948,0.01
6.451536778108469,2.36375e-05,0.0022848531052268952,200.0,0.0014359852,865.98224,1.0001006,0.024086153671810422,865.9609295711953,0.08939943,16.961329,5.4054904,0.0014646648,0.27919742,865.9207,100,1999.8077235031128,0.607503,99.98993974815042,0.010000002
43.54948165476984,3.5461433e-06,0.0016091989373620194,200.0,0.00035701809,865.9909,2.2887814,0.01621057052469932,865.9791351065701,0.0379568,5.663916,1.3271428,0.00013093323,0.056257818,865.9454,100,1999.8731769657136,1.0067785,43.691372100278706,0.01
72.72616013249521,0.0014791486,0.0009551463203463977,200.0,0.13066381,865.98444,1.5086321,0.008246555739877735,865.9811096666655,0.027923744,2.6270783,0.295602,3.788091e-05,0.029739216,865.9551,100,1999.8863790988921,0.8833717,66.28521452988596,0.01
