EpsThisIter,MinNormIw,AvgDiscRet,eRenyi2,VanillaAvgRet,IterType,Bound,MinVanillaIw,BatchSize,VarRet,AvgRet,AvgEpLen,MaxVanillaIw,VarDiscRet,J,VarVanillaIw,VarJ,AvgVanillaIw,AvgNormIw,MaxNormIw,ESSClassic,ESSRenyi,VarNormIw
100,2.2875593e-29,-309.32856150999663,6.2380686,-309.32856150999663,1,-185.52159,2.8400587e-27,100,23344.66191466853,-309.32856150999663,379.06,8.810803,23344.66191466853,-97.83652,5.9091887,62.10214,1.2415236,0.01,0.07096767,20.853485519055695,16.03060285527379,0.00038336986
100,0.0017035509,-98.0455703946948,1.1090885,-98.0455703946948,1,-130.15094,0.18202639,100,7018.709682077708,-98.0455703946948,135.05,1.4923686,7018.709682077708,-93.178055,0.09364105,80.96471,1.0685116,0.010000002,0.013966799,92.49002293130255,90.16412701644043,8.201774e-06
100,0.0010334961,-104.92869856745004,1.189956,-104.92869856745004,1,-134.52138,0.101618126,100,7983.72134997841,-104.92869856745004,143.56,2.0914001,7983.72134997841,-96.22414,0.21936141,91.22707,0.9832464,0.01,0.021270357,81.65721997402038,84.03672423185803,2.2690054e-05
100,7.990542e-11,-109.6381648363173,1.7597437,-109.6381648363173,1,-125.664215,7.438855e-09,100,10949.251660104152,-109.6381648363173,147.47,2.718158,10949.251660104152,-79.09216,0.7324735,47.500664,0.9309575,0.010000002,0.029197445,54.44560360089095,56.82645747808533,8.451469e-05
100,0.006181544,-90.73993852719664,1.070523,-90.73993852719664,1,-124.48598,0.60750794,100,7042.426553166557,-90.73993852719664,124.7,1.7962762,7042.426553166557,-88.16162,0.04996594,76.85965,0.982777,0.009999999,0.018277556,95.12802861834037,93.41228333718254,5.1732577e-06
100,0.006240726,-95.48486036077142,1.0598305,-95.48486036077142,1,-129.6529,0.60548246,100,8078.037753425961,-95.48486036077142,129.89,1.8397913,8078.037753425961,-93.51094,0.05269541,82.88955,0.97021157,0.01,0.018962786,94.74891005817122,94.35470636475799,5.5980904e-06
100,0.007801276,-102.4372784307599,1.1030703,-102.4372784307599,1,-135.08272,0.76953554,100,10107.503970694619,-102.4372784307599,138.96,2.6755,10107.503970694619,-98.21032,0.10077503,87.78805,0.98642266,0.010000002,0.027123261,90.70025468512036,90.65605674303356,1.0356832e-05
100,5.096351e-07,-99.09457153052091,1.522199,-99.09457153052091,1,-127.99554,5.7434474e-05,100,9082.247641548172,-99.09457153052091,135.18,2.3558092,9082.247641548172,-84.68112,0.5050649,67.34118,1.1269726,0.01,0.020903874,71.75191083304588,65.69443135950286,3.9766786e-05
100,0.00038805915,-99.87310443654657,1.4038913,-99.87310443654657,1,-129.55537,0.041636944,100,10194.285120001112,-99.87310443654657,134.68,2.8859234,10194.285120001112,-87.9579,0.49723852,83.38242,1.0729535,0.01,0.026897004,70.04760001809308,71.23058474644921,4.3191965e-05
100,0.0015073469,-98.36626155495644,1.1412073,-98.36626155495644,1,-129.93121,0.15627363,100,9088.256858470628,-98.36626155495644,133.96,2.7510862,9088.256858470628,-92.42765,0.17193858,87.823906,1.0367464,0.01,0.02653577,86.3284603238707,87.62649583872211,1.5996624e-05
100,0.009101362,-79.78610225588083,1.0128425,-79.78610225588083,1,-114.62895,0.89901537,100,3728.0143395513037,-79.78610225588083,112.75,1.3452989,3728.0143395513037,-79.29711,0.008628667,57.8475,0.98778117,0.01,0.013619402,99.13209360863101,98.73203034860073,8.8434604e-07
100,0.0018513008,-77.72459344133735,1.0776708,-77.72459344133735,1,-110.45595,0.17745149,100,2578.6856158572623,-77.72459344133735,110.08,1.6333945,2578.6856158572623,-74.011024,0.12597619,37.403652,0.9585233,0.01,0.017040739,88.04807705563287,92.79271446361889,1.3711444e-05
100,0.0002482512,-104.42862372368575,1.2635212,-104.42862372368575,1,-132.33952,0.024822876,100,11109.736174488538,-104.42862372368575,141.17,2.5590477,11109.736174488538,-92.87643,0.31498143,87.92943,0.99990964,0.01,0.025592789,76.22602271536778,79.14390390807444,3.150383e-05
100,9.58914e-06,-87.33802978262305,1.4321715,-87.33802978262305,1,-113.162544,0.0008630183,100,7139.794856894012,-87.33802978262305,120.28,1.8611547,7139.794856894012,-71.14827,0.38474813,40.779175,0.8999955,0.010000002,0.0206796,68.01552712048479,69.82404168496141,4.7500234e-05
100,0.0003825589,-81.39110495969653,1.166022,-81.39110495969653,1,-114.12898,0.037316434,100,4918.186477561202,-81.39110495969653,112.81,1.7256244,4918.186477561202,-76.21917,0.17532647,49.307144,0.9754428,0.009999999,0.017690677,84.5721174084951,85.76167935124377,1.8426545e-05
