VarDiscRet,VarVanillaIw,ESSClassic,VarJ,Bound,VarRet,AvgDiscRet,MinNormIw,BatchSize,ESSRenyi,AvgNormIw,AvgRet,MaxNormIw,J,VarNormIw,AvgEpLen,AvgVanillaIw,eRenyi2,MinVanillaIw,MaxVanillaIw
3264.825733248062,266161260000.0,1.0,,4006531.5,3264.8257332480625,-6.963318810448982e-15,,100,3.135364092979536e-05,0.01,72.25414295235169,1.0,77.664955,0.010000002,8.23,51590.82,3189422.2,,5159082.0
5201.636682650611,140841270000.0,1.0,,5238629.0,5201.636682650612,-3.410605131648481e-14,,100,7.483234047966595e-05,0.01,120.31535982835416,1.0,139.59529,0.010000003,13.04,37528.83,1336320.6,,3752882.8
3949.806993129515,6757736400.0,1.0,8.521584e-09,1852525.2,3949.806993129515,-5.4001247917767615e-15,,100,0.0003786256362685497,0.01,114.51542101443249,1.0,225.38124,0.0100000035,12.46,8220.546,264113.12,,822054.6
3661.6233621149995,104982634000.0,1.0,,5021630.0,3661.623362114998,1.1510792319313624e-14,,100,5.157646029721451e-05,0.01,114.9162557064231,1.0,154.98926,0.010000002,12.5,32401.025,1938869.0,,3240102.5
3852.5101024565556,1666501900.0,1.0,3.740257e-08,564438.6,3852.5101024565556,-1.1652900866465642e-14,,100,0.0008044084094614768,0.01,121.61546281818069,1.0,138.30637,0.010000002,13.17,4082.2812,124314.96,,408228.12
4484.380619180197,877449600.0,1.0,,673142.7,4484.380619180197,-5.684341886080802e-15,,100,,0.01,122.61412786931857,1.0,227.31046,0.010000003,13.27,2962.1777,inf,,296217.78
5143.247439114404,4301744600.0,1.0,,1731920.1,5143.247439114404,-1.0089706847793422e-14,,100,nan,0.01,125.81437587512762,1.0,264.0957,0.010000002,13.59,6558.768,nan,,655876.8
6325.544454615261,1.0920615e+28,1.156443799623847,172.1659,2716668300000000.0,6325.544454615261,-1.1795009413617663e-14,,100,nan,0.01,125.2155220099078,0.9270362,241.55016,0.008633536,13.53,11246807000000.0,nan,,1042619800000000.0
