BatchSize,VarJ,VarRet,VarVanillaIw,AvgNormIw,VanillaAvgRet,VarNormIw,J,Delta,eRenyi2,IterType,VarDiscRet,MaxNormIw,AvgVanillaIw,AvgEpLen,MinNormIw,MaxVanillaIw,MinVanillaIw,AvgRet,EpsThisIter,Bound,ESSRenyi,ESSClassic,AvgDiscRet
100,110.638,27583.2731094,0.0445912,0.01,-1143.77223919,4.49794e-06,-1131.0,0.5,1.04209,1,27583.2731094,0.0140654,0.995676,500.0,0.00305589,1.40045,0.304268,-1143.77223919,100,-1331.07,95.9610948747,95.7368828725,-1143.77223919
100,192.147,4713.88216069,0.264408,0.01,-1125.95757999,2.61137e-05,-1106.13,0.5,1.20241,1,4713.88216069,0.0360034,1.00624,500.0,0.000610631,3.62283,0.0614444,-1125.95757999,100,-1246.81,83.1665067503,79.458049595,-1125.95757999
100,168.262,8317.62557725,0.164964,0.01,-1125.6055687,1.60465e-05,-1106.87,0.5,1.15093,1,8317.62557725,0.0305314,1.01392,500.0,0.00196816,3.09565,0.199557,-1125.6055687,100,-1279.5,86.8861276589,86.2916810827,-1125.6055687
100,261.972,38251.1954472,0.146646,0.01,-1122.39001689,1.88333e-05,-1095.13,0.5,1.18643,1,38251.1954472,0.0284382,0.882412,500.0,0.000229089,2.50942,0.0202151,-1122.39001689,100,-1309.15,84.2861780586,84.2850578204,-1122.39001689
100,711.862,30881.8234102,6.12687,0.01,-1080.51838488,0.000517156,-941.854,0.5,2.12234,1,30881.8234102,0.226367,1.08845,500.0,0.000514325,24.6389,0.0559817,-1080.51838488,100,-1227.39,47.1179053037,16.3402959147,-1080.51838488
100,1036.46,74366.0266204,42.9625,0.01,-1033.41325318,0.00152473,-755.479,0.5,2.61451,1,74366.0266204,0.390614,1.6786,500.0,6.43095e-05,65.5687,0.010795,-1033.41325318,100,-1072.52,38.2481571041,6.21318550891,-1033.41325318
100,242.776,98566.1146729,2.1012,0.01,-956.084039752,0.000150533,-715.514,0.5,2.18553,1,98566.1146729,0.0567349,1.18146,500.0,6.9607e-07,6.70298,8.22377e-05,-956.084039752,100,-1005.37,45.7555278468,40.1561938739,-956.084039752
100,156.921,79210.5844469,0.568103,0.01,-788.867857998,5.51715e-05,-663.07,0.5,1.54499,1,79210.5844469,0.027422,1.01474,500.0,0.000169622,2.78263,0.0172123,-788.867857998,100,-906.726,64.7255101953,64.6747838732,-788.867857998
100,145.195,53866.5326272,0.284359,0.01,-686.132070861,2.73037e-05,-636.151,0.5,1.22814,1,53866.5326272,0.0230599,1.02052,500.0,0.00086974,2.35331,0.0887589,-686.132070861,100,-853.524,81.4240527739,78.7211389806,-686.132070861
100,85.2233,18087.5091545,0.444264,0.01,-642.787640377,4.55715e-05,-592.357,0.5,1.381,1,18087.5091545,0.0293304,0.987357,500.0,0.000477397,2.89595,0.0471361,-642.787640377,100,-735.551,72.4113314657,68.9105117792,-642.787640377
100,62.4895,5829.11548258,0.335605,0.01,-591.753584045,3.97915e-05,-563.896,0.5,1.29334,1,5829.11548258,0.0291005,0.918373,500.0,0.000712973,2.67251,0.0654775,-591.753584045,100,-667.324,77.3192052589,71.7392837362,-591.753584045
100,65.7136,8115.14923447,0.0904554,0.01,-585.814145151,9.14021e-06,-572.346,0.5,1.08657,1,8115.14923447,0.0158537,0.994808,500.0,0.000860708,1.57714,0.0856239,-585.814145151,100,-691.846,92.0329368019,91.7020652555,-585.814145151
100,58.7597,10959.3214821,0.275276,0.01,-597.532374214,3.02406e-05,-566.708,0.5,1.24453,1,10959.3214821,0.0233755,0.954088,500.0,0.000309217,2.23023,0.029502,-597.532374214,100,-683.264,80.3514055975,76.9596624242,-597.532374214
100,57.8926,3284.95023911,0.272106,0.01,-542.889506974,2.59503e-05,-526.299,0.5,1.22122,1,3284.95023911,0.0208205,1.024,500.0,0.00067424,2.13201,0.0690418,-542.889506974,100,-608.372,81.8853586549,79.5603425113,-542.889506974
100,49.2388,2458.18375623,0.206268,0.01,-540.475205359,2.08233e-05,-529.355,0.5,1.16623,1,2458.18375623,0.026496,0.99527,500.0,0.00148169,2.63706,0.147468,-540.475205359,100,-603.519,85.7467063559,82.9083669518,-540.475205359
100,44.8326,1953.95448626,0.214772,0.01,-536.881243421,2.45916e-05,-524.647,0.5,1.19192,1,1953.95448626,0.0206527,0.934534,500.0,0.000934588,1.93006,0.0873405,-536.881243421,100,-598.948,83.8980858161,80.4209265861,-536.881243421
100,42.4248,1617.03875753,0.0858964,0.01,-534.812287189,9.53375e-06,-529.767,0.5,1.08628,1,1617.03875753,0.0188879,0.949195,500.0,0.00283753,1.79283,0.269337,-534.812287189,100,-596.206,92.0571257125,91.3755719364,-534.812287189
100,43.0822,1906.18682076,0.13626,0.01,-520.406577236,1.38662e-05,-512.925,0.5,1.12061,1,1906.18682076,0.0204261,0.9913,500.0,0.00206918,2.02484,0.205118,-520.406577236,100,-579.123,89.2369696394,87.9294317443,-520.406577236
100,56.1736,2797.36181617,0.183056,0.01,-518.817482589,1.76116e-05,-510.795,0.5,1.15433,1,2797.36181617,0.0193147,1.01951,500.0,0.00288329,1.96916,0.293955,-518.817482589,100,-578.469,86.6305443067,85.1531400069,-518.817482589
100,44.1823,1872.17058654,0.138083,0.01,-511.051340073,1.36777e-05,-503.311,0.5,1.11919,1,1872.17058654,0.0183657,1.00476,500.0,0.00127339,1.84532,0.127946,-511.051340073,100,-566.944,89.3499738616,88.0739803576,-511.051340073
100,44.5945,1884.96949214,0.139557,0.01,-508.624365843,1.49177e-05,-501.835,0.5,1.11707,1,1884.96949214,0.019994,0.967219,500.0,0.00151317,1.93386,0.146356,-508.624365843,100,-567.985,89.5200512835,87.1319096755,-508.624365843
100,45.057,1940.22861981,0.0935891,0.01,-507.720556166,9.46634e-06,-503.028,0.5,1.07612,1,1940.22861981,0.0182014,0.994309,500.0,0.00218453,1.80979,0.21721,-507.720556166,100,-569.272,92.9268598537,91.4313274352,-507.720556166
100,51.3762,2468.65615621,0.141968,0.01,-510.088204248,1.67896e-05,-501.174,0.5,1.14309,1,2468.65615621,0.0190534,0.919549,500.0,0.00216208,1.75206,0.198814,-510.088204248,100,-575.33,87.4825214498,85.7473442386,-510.088204248
100,52.3666,1760.34503255,0.289444,0.01,-492.602845657,2.73611e-05,-482.783,0.5,1.18413,1,1760.34503255,0.0355082,1.02853,500.0,0.00170494,3.65211,0.175357,-492.602845657,100,-546.783,84.4501478727,78.6859194974,-492.602845657
100,40.6961,1828.38988553,0.055251,0.01,-487.759235504,5.34953e-06,-485.177,0.5,1.04347,1,1828.38988553,0.0150062,1.01628,500.0,0.00394328,1.52504,0.400746,-487.759235504,100,-549.354,95.8339583376,94.9703456418,-487.759235504
100,57.46,1992.49291306,0.245625,0.01,-488.464620198,2.32846e-05,-479.144,0.5,1.20434,1,1992.49291306,0.0220883,1.02707,500.0,0.00128608,2.26863,0.13209,-488.464620198,100,-543.793,83.0329249989,81.2666098425,-488.464620198
100,45.8046,1990.59156333,0.0847818,0.01,-490.35891575,8.60966e-06,-485.352,0.5,1.08678,1,1990.59156333,0.0158636,0.992335,500.0,0.00194714,1.5742,0.193222,-490.35891575,100,-549.501,92.0145435623,92.1458730222,-490.35891575
100,46.2229,2077.32778456,0.116021,0.01,-483.635429566,1.26673e-05,-477.852,0.5,1.0943,1,2077.32778456,0.0208693,0.957033,500.0,0.00362989,1.99726,0.347392,-483.635429566,100,-545.503,91.3827059761,88.8568179476,-483.635429566
100,53.9727,2182.98425919,0.563115,0.01,-490.373115817,5.63845e-05,-475.146,0.5,1.28578,1,2182.98425919,0.0508681,0.999352,500.0,0.00204847,5.08352,0.204715,-490.373115817,100,-544.38,77.7740723115,64.1763271168,-490.373115817
100,51.666,2594.2714395,0.0827743,0.01,-478.09567818,8.24304e-06,-473.446,0.5,1.07749,1,2594.2714395,0.0174306,1.00208,500.0,0.00515145,1.74669,0.516219,-478.09567818,100,-542.027,92.808503953,92.4551162458,-478.09567818
100,43.6491,2107.97326944,0.0945083,0.01,-484.685482795,9.83646e-06,-478.909,0.5,1.08299,1,2107.97326944,0.016271,0.980202,500.0,0.00230474,1.59489,0.225911,-484.685482795,100,-548.71,92.3370736971,91.1260504023,-484.685482795
100,49.4213,1824.15177948,0.338471,0.01,-469.337522673,3.15166e-05,-457.799,0.5,1.21383,1,1824.15177948,0.0344759,1.03631,500.0,0.000835601,3.57278,0.0865944,-469.337522673,100,-522.493,82.384037747,76.2186572832,-469.337522673
100,49.1888,2059.50179995,0.376513,0.01,-468.42725375,3.66485e-05,-462.088,0.5,1.14219,1,2059.50179995,0.0486713,1.01359,500.0,0.00221029,4.93327,0.224033,-468.42725375,100,-524.362,87.5511278018,73.3772518168,-468.42725375
100,46.3758,1823.13849239,0.0886931,0.01,-467.680286136,9.07374e-06,-462.592,0.5,1.09327,1,1823.13849239,0.0195879,0.988671,500.0,0.00224965,1.9366,0.222416,-467.680286136,100,-527.051,91.4683387978,91.7574375299,-467.680286136
100,46.4601,1943.45234944,0.14256,0.01,-468.107981558,1.47361e-05,-459.558,0.5,1.14077,1,1943.45234944,0.0194249,0.983577,500.0,0.0015072,1.91058,0.148244,-468.107981558,100,-522.013,87.6600008235,87.2686503848,-468.107981558
100,48.4179,2108.30100163,0.0660262,0.01,-451.517748454,6.2594e-06,-447.925,0.5,1.0613,1,2108.30100163,0.0156099,1.02705,500.0,0.0048906,1.60321,0.502289,-451.517748454,100,-509.102,94.2240507542,94.1647802535,-451.517748454
100,54.7555,2211.4962437,0.258349,0.01,-460.167548744,2.56499e-05,-448.738,0.5,1.22833,1,2211.4962437,0.0280894,1.0036,500.0,0.00205888,2.81905,0.20663,-460.167548744,100,-511.181,81.4110458086,79.7490298562,-460.167548744
100,54.2882,2169.12298082,0.325163,0.01,-453.711571557,3.75612e-05,-440.47,0.5,1.29758,1,2169.12298082,0.0245509,0.930424,500.0,0.000625029,2.28427,0.0581542,-453.711571557,100,-504.878,77.0666877112,72.8939557159,-453.711571557
100,57.6883,2819.75829228,0.218653,0.01,-449.327974528,2.08964e-05,-441.602,0.5,1.12402,1,2819.75829228,0.0284072,1.02292,500.0,0.00207369,2.90583,0.212122,-449.327974528,100,-504.569,88.9662768222,82.8586851257,-449.327974528
100,51.7605,2976.49279733,0.203565,0.01,-439.897525231,2.00461e-05,-429.326,0.5,1.18582,1,2976.49279733,0.023224,1.00771,500.0,0.00105133,2.34031,0.105943,-439.897525231,100,-496.024,84.3300609047,83.4406222252,-439.897525231
100,47.1064,2013.08173194,0.210555,0.01,-442.131244377,1.95627e-05,-433.329,0.5,1.17922,1,2013.08173194,0.0239452,1.03745,500.0,0.00138187,2.4842,0.143363,-442.131244377,100,-495.319,84.8020181175,83.7751715894,-442.131244377
100,49.2574,2261.14628643,0.212789,0.01,-429.869546898,2.03487e-05,-420.337,0.5,1.20125,1,2261.14628643,0.0214547,1.0226,500.0,0.00198772,2.19396,0.203265,-429.869546898,100,-479.96,83.2467615209,83.2326411377,-429.869546898
100,53.4712,2723.10149019,0.369839,0.01,-426.110919321,3.84481e-05,-408.991,0.5,1.27913,1,2723.10149019,0.0303581,0.980774,500.0,0.000234614,2.97744,0.0230104,-426.110919321,100,-475.657,78.1778536553,72.4303972073,-426.110919321
100,130.85,2295.8051362,3.79612,0.01,-421.210639503,0.000320895,-395.763,0.5,1.69938,1,2295.8051362,0.178675,1.08765,500.0,1.65385e-05,19.4336,0.00179881,-421.210639503,100,-469.992,58.8448900656,23.9413931938,-421.210639503
100,43.4316,2416.79254267,0.198032,0.01,-420.671167012,1.95363e-05,-409.032,0.5,1.16294,1,2416.79254267,0.0226106,1.00681,500.0,0.00102264,2.27645,0.10296,-420.671167012,100,-472.018,85.9891863212,83.7935525726,-420.671167012
100,51.6704,2315.62194532,0.336243,0.01,-421.40350069,4.11806e-05,-407.769,0.5,1.30437,1,2315.62194532,0.0304379,0.903608,500.0,0.000676045,2.75039,0.0610879,-421.40350069,100,-472.118,76.665486791,71.0384346882,-421.40350069
100,38.6014,1704.22271297,0.187055,0.01,-412.134215132,2.24158e-05,-402.824,0.5,1.18085,1,1704.22271297,0.0206708,0.913498,500.0,0.00136255,1.88827,0.124469,-412.134215132,100,-458.169,84.6848358401,81.8386973144,-412.134215132
100,47.9773,1477.86557299,0.718017,0.01,-407.770567788,5.26997e-05,-395.021,0.5,1.27184,1,1477.86557299,0.0537803,1.16725,500.0,0.000823192,6.2775,0.096087,-407.770567788,100,-452.541,78.6265238057,65.7148198637,-407.770567788
100,46.2363,1856.96265607,0.0929932,0.01,-413.312540953,9.63419e-06,-408.906,0.5,1.08916,1,1856.96265607,0.0162993,0.982467,500.0,0.00228495,1.60135,0.224489,-413.312540953,100,-464.399,91.8136265932,91.2926488261,-413.312540953
100,51.4236,2478.58568059,0.138352,0.01,-403.095815396,1.41631e-05,-397.035,0.5,1.11291,1,2478.58568059,0.0228775,0.988356,500.0,0.00113313,2.26111,0.111994,-403.095815396,100,-455.43,89.8541860522,87.7028070861,-403.095815396
100,44.0888,2325.91411482,0.160187,0.01,-413.877151999,1.75216e-05,-405.34,0.5,1.13807,1,2325.91411482,0.0208837,0.956152,500.0,0.000937453,1.9968,0.0896348,-413.877151999,100,-467.251,87.8682976081,85.2178250462,-413.877151999
100,42.9916,3031.52678993,0.159703,0.01,-405.719573093,1.62517e-05,-396.004,0.5,1.12741,1,3031.52678993,0.0167817,0.991304,500.0,0.00138052,1.66357,0.136852,-405.719573093,100,-461.429,88.6991720425,86.1406991492,-405.719573093
100,40.7057,1968.08654603,0.124098,0.01,-403.168167695,1.21871e-05,-398.879,0.5,1.07753,1,1968.08654603,0.0311894,1.00909,500.0,0.00300469,3.14731,0.303201,-403.168167695,100,-455.051,92.8045406763,89.2337151982,-403.168167695
100,48.3455,2087.78579899,0.204435,0.01,-412.015294653,1.96703e-05,-406.516,0.5,1.11172,1,2087.78579899,0.0409609,1.01947,500.0,0.00259783,4.17582,0.264839,-412.015294653,100,-463.387,89.951018422,83.7005125358,-412.015294653
100,43.9741,2121.78011596,0.190439,0.01,-397.834852663,1.99224e-05,-389.501,0.5,1.20177,1,2121.78011596,0.0199085,0.977702,500.0,0.00191771,1.94646,0.187495,-397.834852663,100,-447.161,83.2105847937,83.5259840172,-397.834852663
100,43.8251,2494.55066642,0.0889036,0.01,-400.659712568,1.00618e-05,-394.023,0.5,1.10627,1,2494.55066642,0.0174382,0.939988,500.0,0.00204074,1.63917,0.191827,-400.659712568,100,-453.289,90.3936158371,90.9412122225,-400.659712568
100,40.8852,1763.5943664,0.0301855,0.01,-393.603141619,2.93173e-06,-392.226,0.5,1.02422,1,1763.5943664,0.0126985,1.0147,500.0,0.00463298,1.28851,0.470109,-393.603141619,100,-449.427,97.6353541929,97.1794489228,-393.603141619
100,41.1498,1718.63882233,0.0929323,0.01,-399.569364475,9.47204e-06,-395.557,0.5,1.08493,1,1718.63882233,0.0181647,0.990516,500.0,0.00210297,1.79924,0.208302,-399.569364475,100,-449.523,92.1714854312,91.4266569974,-399.569364475
100,44.6448,2253.51392469,0.037448,0.01,-397.060582171,3.99344e-06,-395.052,0.5,1.03578,1,2253.51392469,0.0183206,0.968369,500.0,0.00651923,1.77411,0.631302,-397.060582171,100,-452.487,96.5459139915,96.1968468109,-397.060582171
100,47.6338,2461.10918778,0.131697,0.01,-409.220013479,1.29789e-05,-403.055,0.5,1.11159,1,2461.10918778,0.0285944,1.00732,500.0,0.00174021,2.88038,0.175295,-409.220013479,100,-460.787,89.9613112895,88.6139237244,-409.220013479
100,40.1461,1846.30266412,0.0744533,0.01,-397.030358312,7.15774e-06,-393.364,0.5,1.06698,1,1846.30266412,0.0167581,1.01989,500.0,0.00470663,1.70915,0.480025,-397.030358312,100,-448.899,93.7224791173,93.3827433753,-397.030358312
100,41.7672,1922.45056846,0.0328895,0.01,-403.289889763,3.33658e-06,-400.764,0.5,1.0446,1,1922.45056846,0.0151128,0.992837,500.0,0.00537141,1.50045,0.533294,-403.289889763,100,-461.998,95.7308264356,96.8024195632,-403.289889763
100,48.1387,2672.35822684,0.0378495,0.01,-406.672797461,3.87995e-06,-404.346,0.5,1.03659,1,2672.35822684,0.016012,0.987681,500.0,0.00568174,1.58148,0.561175,-406.672797461,100,-469.302,96.4698148875,96.3009213609,-406.672797461
100,52.376,2113.07403345,0.224566,0.01,-402.180986435,2.40911e-05,-397.061,0.5,1.12076,1,2113.07403345,0.0498883,0.965482,500.0,0.00359214,4.81662,0.346815,-402.180986435,100,-453.306,89.2250101658,80.742713833,-402.180986435
100,41.1194,1862.32246388,0.170684,0.01,-398.976793112,1.90486e-05,-391.903,0.5,1.15515,1,1862.32246388,0.02046,0.946595,500.0,0.00252385,1.93673,0.238907,-398.976793112,100,-447.71,86.5686699442,84.1339313454,-398.976793112
100,44.0543,1788.07682961,0.10633,0.01,-396.416201414,9.79435e-06,-392.06,0.5,1.08339,1,1788.07682961,0.0165419,1.04193,500.0,0.00300098,1.72356,0.312682,-396.416201414,100,-445.155,92.3026510881,91.1606715789,-396.416201414
100,39.2928,1751.3389608,0.0463353,0.01,-388.456464761,4.3753e-06,-385.83,0.5,1.0439,1,1751.3389608,0.0151248,1.02909,500.0,0.00205325,1.55647,0.211297,-388.456464761,100,-438.14,95.7949323951,95.8482969832,-388.456464761
100,48.4427,2346.23840661,0.147005,0.01,-395.678737971,1.46579e-05,-393.137,0.5,1.05756,1,2346.23840661,0.0419062,1.00145,500.0,0.0066742,4.1967,0.668387,-395.678737971,100,-450.112,94.5575415559,87.327611456,-395.678737971
100,36.1474,1428.491017,0.041631,0.01,-387.578620629,4.21324e-06,-385.734,0.5,1.03304,1,1428.491017,0.0138116,0.994033,500.0,0.00372195,1.37292,0.369974,-387.578620629,100,-440.261,96.8015678225,95.9959240117,-387.578620629
100,43.7694,2132.96378816,0.0961995,0.01,-403.819149934,8.68499e-06,-399.194,0.5,1.07481,1,2132.96378816,0.0206584,1.05245,500.0,0.00451297,2.1742,0.474967,-403.819149934,100,-460.524,93.0401310187,92.0826018515,-403.819149934
100,41.275,2211.86603025,0.250382,0.01,-401.546703826,2.97481e-05,-389.251,0.5,1.22555,1,2211.86603025,0.0249909,0.917429,500.0,0.000755646,2.29273,0.0693251,-401.546703826,100,-448.74,81.5958556823,77.249551545,-401.546703826
100,43.9649,2393.78938222,0.175854,0.01,-392.41186017,1.94142e-05,-384.015,0.5,1.15354,1,2393.78938222,0.026603,0.951734,500.0,0.00239539,2.5319,0.227978,-392.41186017,100,-445.422,86.6895328013,83.878498909,-392.41186017
100,44.1757,2104.32797743,0.194293,0.01,-388.5399503,1.8907e-05,-382.121,0.5,1.11823,1,2104.32797743,0.0302627,1.01372,500.0,0.00253427,3.06779,0.256904,-388.5399503,100,-442.977,89.4269944623,84.2332762014,-388.5399503
100,44.8287,2105.78717698,0.128885,0.01,-390.519654908,1.28973e-05,-383.737,0.5,1.12119,1,2105.78717698,0.02619,0.999659,500.0,0.00215232,2.6181,0.215158,-390.519654908,100,-442.126,89.1909337629,88.67740516,-390.519654908
100,39.0284,1893.90591034,0.0401942,0.01,-396.927416185,3.8635e-06,-394.24,0.5,1.04658,1,1893.90591034,0.0149078,1.01998,500.0,0.00342269,1.52056,0.349108,-396.927416185,100,-450.007,95.5495890116,96.3160248201,-396.927416185
100,37.6751,1633.196916,0.0701754,0.01,-386.5397854,6.82793e-06,-383.118,0.5,1.05719,1,1633.196916,0.0167295,1.01379,500.0,0.00150209,1.69602,0.152281,-386.5397854,100,-438.648,94.5908189282,93.668326372,-386.5397854
100,47.0365,2312.68876146,0.111611,0.01,-395.333334139,9.6647e-06,-389.33,0.5,1.10999,1,2312.68876146,0.0263345,1.07463,500.0,0.00144252,2.82999,0.155017,-395.333334139,100,-448.203,90.0910177668,91.2674783744,-395.333334139
100,49.9168,2363.79803848,0.339873,0.01,-392.790176655,3.62742e-05,-383.601,0.5,1.21571,1,2363.79803848,0.0455348,0.967965,500.0,0.000917579,4.40761,0.0888184,-392.790176655,100,-442.652,82.2562142429,73.5773457779,-392.790176655
100,42.3222,2179.7322637,0.0767195,0.01,-391.203934354,7.5672e-06,-386.296,0.5,1.08403,1,2179.7322637,0.0155821,1.0069,500.0,0.00207225,1.56896,0.208655,-391.203934354,100,-446.808,92.2481943186,93.0306002954,-391.203934354
100,38.2072,1605.05055549,0.0913637,0.01,-390.436571992,9.72157e-06,-386.284,0.5,1.08549,1,1605.05055549,0.0207778,0.969435,500.0,0.00184263,2.01427,0.178631,-390.436571992,100,-440.586,92.1244164943,91.2206356109,-390.436571992
100,41.2856,2400.88566872,0.0761967,0.01,-393.866959927,7.65422e-06,-389.14,0.5,1.07074,1,2400.88566872,0.01672,0.997741,500.0,0.00291676,1.66822,0.291017,-393.866959927,100,-451.757,93.39298116,92.9560779928,-393.866959927
100,43.226,1928.81034156,0.0720384,0.01,-393.063901258,7.33984e-06,-389.643,0.5,1.06222,1,1928.81034156,0.0165994,0.990692,500.0,0.00236774,1.64449,0.23457,-393.063901258,100,-446.083,94.1423738476,93.2258068525,-393.063901258
100,85.6997,2036.08771503,4.40944,0.01,-391.191630008,0.000369845,-377.616,0.5,1.39716,1,2036.08771503,0.196362,1.0919,500.0,0.00145001,21.4406,0.158326,-391.191630008,100,-440.2,71.5735535605,21.4524632952,-391.191630008
100,47.3151,2446.90603699,0.136185,0.01,-397.869973318,1.39529e-05,-394.479,0.5,1.068,1,2446.90603699,0.0396593,0.987944,500.0,0.00435436,3.91812,0.430187,-397.869973318,100,-451.047,93.6328369821,87.863135036,-397.869973318
100,42.4924,1733.2958788,0.140225,0.01,-395.803405556,1.32108e-05,-392.018,0.5,1.08084,1,1733.2958788,0.0371815,1.03026,500.0,0.00596046,3.83067,0.614083,-395.803405556,100,-445.865,92.520836911,88.4339656595,-395.803405556
100,39.7117,1738.39900701,0.103653,0.01,-399.675004762,9.7031e-06,-394.444,0.5,1.10014,1,1738.39900701,0.0173769,1.03356,500.0,0.0021868,1.79601,0.226018,-399.675004762,100,-447.271,90.8977999407,91.2358604436,-399.675004762
100,37.9675,1705.50771708,0.0828787,0.01,-391.972524468,7.72363e-06,-387.886,0.5,1.07835,1,1705.50771708,0.0154362,1.03588,500.0,0.0026465,1.59901,0.274147,-391.972524468,100,-447.848,92.73435644,92.8967439144,-391.972524468
100,40.7598,2390.70990059,0.152734,0.01,-396.365342817,1.47357e-05,-389.133,0.5,1.12182,1,2390.70990059,0.020725,1.01808,500.0,0.00198155,2.10998,0.201738,-396.365342817,100,-452.655,89.1406825569,87.2689093004,-396.365342817
100,44.2548,2235.93553524,0.0192555,0.01,-391.584451803,1.9211e-06,-390.223,0.5,1.02365,1,2235.93553524,0.0138856,1.00116,500.0,0.00655016,1.39016,0.655773,-391.584451803,100,-449.316,97.6897717442,98.1336120942,-391.584451803
100,46.2399,2120.65811235,0.249675,0.01,-399.179595977,2.43772e-05,-389.178,0.5,1.1993,1,2120.65811235,0.032609,1.01203,500.0,0.0022051,3.30014,0.223164,-399.179595977,100,-447.339,83.3816377678,80.5585001729,-399.179595977
100,40.8738,1752.55351882,0.0799995,0.01,-389.906647701,7.80386e-06,-386.497,0.5,1.07822,1,1752.55351882,0.0179405,1.01249,500.0,0.00233261,1.81645,0.236174,-389.906647701,100,-437.451,92.7457883771,92.8282889814,-389.906647701
100,42.1048,1787.5713939,0.0265564,0.01,-388.030790813,2.64002e-06,-386.2,0.5,1.03167,1,1787.5713939,0.0149496,1.00295,500.0,0.00677406,1.49938,0.679407,-388.030790813,100,-439.935,96.9298751396,97.4529567435,-388.030790813
100,76.3683,1833.38620495,6.08524,0.01,-385.154904475,0.000383153,-375.618,0.5,1.30681,1,1833.38620495,0.196872,1.26024,500.0,0.00221725,24.8106,0.279427,-385.154904475,100,-432.235,76.5223845048,20.8628241419,-385.154904475
100,39.1563,1794.31979596,0.0882565,0.01,-384.827653501,9.15664e-06,-380.958,0.5,1.06803,1,1794.31979596,0.0191683,0.98176,500.0,0.00343522,1.88187,0.337256,-384.827653501,100,-439.525,93.6304541674,91.6883914745,-384.827653501
100,42.8587,1894.56320298,0.0538963,0.01,-386.357438837,5.25597e-06,-383.081,0.5,1.06288,1,1894.56320298,0.0157064,1.01263,500.0,0.00481296,1.59048,0.487377,-386.357438837,100,-439.187,94.0841107963,95.0539578602,-386.357438837
100,37.2706,1692.43553438,0.152419,0.01,-389.158331191,1.48759e-05,-381.194,0.5,1.15401,1,1692.43553438,0.0204031,1.01223,500.0,0.00330883,2.06526,0.334928,-389.158331191,100,-437.214,86.6546438792,87.1633259772,-389.158331191
