VarVanillaIw,VarDiscRet,eRenyi2,IterType,AvgNormIw,VarNormIw,J,EpsThisIter,Bound,AvgDiscRet,VarJ,MinVanillaIw,MinNormIw,ESSClassic,AvgRet,AvgVanillaIw,VanillaAvgRet,ESSRenyi,AvgEpLen,MaxVanillaIw,MaxNormIw,VarRet,BatchSize
,229.80995635830905,1.0,2,0.0033333336,5.4391416e-20,3.7175682,100,0.93641496,3.717568031620019,15.134197,1.0,0.0033333334,299.999969473632,3.717568031620019,1.0,3.717568031620019,500.0,500.0,1.0,0.0033333334,229.80995635830905,500
,226.77842661634085,1.0,2,0.0024999997,5.434597e-20,3.0355499,100,0.62700033,3.035549485827794,15.040328,1.0,0.0025,400.0,3.035549485827794,1.0,3.035549485827794,500.0,500.0,1.0,0.0025,226.77842661634085,500
72149.44,224.01598146074392,12.087666,1,0.0020000003,0.001523593,40.352757,100,32.86293,2.333498091437563,54.391975,1.0540288e-06,1.5316884e-10,1.3118664061924101,2.333498091437563,13.762966,2.333498091437563,41.3644799822262,500.0,5993.8613,0.87101305,224.01598146074392,500
,380.5914091680411,1.0,2,0.009999998,3.5044917e-18,8.0429945,100,2.3136559,8.042994777236684,19.410963,1.0,0.01,100.0,8.042994777236684,1.0,8.042994777236684,500.0,500.0,1.0,0.01,380.5914091680411,500
,396.099987824067,1.0,2,0.0049999994,2.179301e-19,9.668755,100,5.131934,9.668754754451655,19.852444,1.0,0.005,200.00000010221265,9.668754754451655,1.0,9.668754754451655,500.0,500.0,1.0,0.005,396.099987824067,500
,377.66046400575885,1.0,2,0.0033333336,5.4391416e-20,9.54348,100,5.839182,9.543480570353937,19.401072,1.0,0.0033333334,299.999969473632,9.543480570353937,1.0,9.543480570353937,500.0,500.0,1.0,0.0033333334,377.66046400575885,500
,367.74155098562466,1.0,2,0.0024999997,5.434597e-20,8.977345,100,5.769329,8.977345927936655,19.152603,1.0,0.0025,400.0,8.977345927936655,1.0,8.977345927936655,500.0,500.0,1.0,0.0025,367.74155098562466,500
118551.88,366.05034742215594,11.342167,1,0.002,0.0017636935,72.93226,100,63.268867,8.541878052693932,69.7605,6.3736766e-06,7.774049e-10,1.133680364137092,8.541878052693932,16.397314,8.541878052693932,44.08328711615216,500.0,7699.8457,0.9391594,366.05034742215594,500
,519.1070087615667,1.0,2,0.009999998,3.5044917e-18,17.219635,100,11.961811,17.219635990978603,22.669714,1.0,0.01,100.0,17.219635990978603,1.0,17.219635990978603,500.0,500.0,1.0,0.01,519.1070087615667,500
,480.1815332089801,1.0,2,0.0049999994,2.179301e-19,16.278015,100,12.105276,16.278015350127017,21.858194,1.0,0.005,200.00000010221265,16.278015350127017,1.0,16.278015350127017,500.0,500.0,1.0,0.005,480.1815332089801,500
,497.9564548877077,1.0,2,0.0033333336,5.4391416e-20,16.982412,100,13.5562935,16.982411609502737,22.277716,1.0,0.0033333334,299.999969473632,16.982411609502737,1.0,16.982411609502737,500.0,500.0,1.0,0.0033333334,497.9564548877077,500
,500.9335410268353,1.0,2,0.0024999997,5.434597e-20,16.450203,100,12.919352,16.450202538936857,22.35355,1.0,0.0025,400.0,16.450202538936857,1.0,16.450202538936857,500.0,500.0,1.0,0.0025,500.9335410268353,500
44996.52,487.83293124440223,13.731259,1,0.0020000006,0.0016977029,80.302704,100,68.60018,15.871049098688552,74.635124,2.1917404e-05,4.2572634e-09,1.1776429094532879,15.871049098688552,10.296475,15.871049098688552,36.41326606691402,500.0,4743.7324,0.9214284,487.83293124440223,500
,703.4546561824711,1.0,2,0.009999998,3.5044917e-18,32.361897,100,24.520115,32.36189477910079,26.389772,1.0,0.01,100.0,32.36189477910079,1.0,32.36189477910079,500.0,500.0,1.0,0.01,703.4546561824711,500
,692.3520867994822,1.0,2,0.0049999994,2.179301e-19,31.35881,100,25.813835,31.35881084403505,26.24672,1.0,0.005,200.00000010221265,31.35881084403505,1.0,31.35881084403505,500.0,500.0,1.0,0.005,692.3520867994822,500
,658.6642806461092,1.0,2,0.0033333336,5.4391416e-20,30.870125,100,26.075508,30.8701247278648,25.621647,1.0,0.0033333334,299.999969473632,30.8701247278648,1.0,30.8701247278648,500.0,500.0,1.0,0.0033333334,658.6642806461092,500
,657.7005902154885,1.0,2,0.0024999997,5.434597e-20,28.932634,100,24.780373,28.93263567803198,25.613596,1.0,0.0025,400.0,28.93263567803198,1.0,28.93263567803198,500.0,500.0,1.0,0.0025,657.7005902154885,500
21030.836,648.0507768265645,15.207412,1,0.002,0.001593224,88.268005,100,73.78505,28.54078331265591,98.46783,1.593002e-07,4.3845642e-11,1.254675923020732,28.54078331265591,7.26641,28.54078331265591,32.87870465348733,500.0,3243.2542,0.89267033,648.0507768265645,500
,564.5782677516138,1.0,2,0.009999998,3.5044917e-18,45.6857,100,37.954437,45.685699066376266,23.641754,1.0,0.01,100.0,45.685699066376266,1.0,45.685699066376266,500.0,500.0,1.0,0.01,564.5782677516138,500
,592.8471570892569,1.0,2,0.0049999994,2.179301e-19,44.821487,100,39.33861,44.82148380173174,24.287506,1.0,0.005,200.00000010221265,44.82148380173174,1.0,44.82148380173174,500.0,500.0,1.0,0.005,592.8471570892569,500
,662.860177282599,1.0,2,0.0033333336,5.4391416e-20,43.316177,100,38.839428,43.31617157681575,25.703125,1.0,0.0033333334,299.999969473632,43.31617157681575,1.0,43.31617157681575,500.0,500.0,1.0,0.0033333334,662.860177282599,500
,653.9661208921679,1.0,2,0.0024999997,5.434597e-20,43.584225,100,39.707245,43.58422703912378,25.540775,1.0,0.0025,400.0,43.58422703912378,1.0,43.58422703912378,500.0,500.0,1.0,0.0025,653.9661208921679,500
59740.98,630.5766488086066,6.533518,1,0.0019999999,0.0017204678,75.6902,100,66.82657,44.19433977941342,30.738295,6.673548e-05,1.1325149e-08,1.1620970793943726,44.19433977941342,11.785361,44.19433977941342,76.52845104796603,500.0,5466.0674,0.9276028,630.5766488086066,500
,321.6751295858817,1.0,2,0.009999998,3.5044917e-18,56.09447,100,48.745087,56.09446691935458,17.845402,1.0,0.01,100.0,56.09446691935458,1.0,56.09446691935458,500.0,500.0,1.0,0.01,321.6751295858817,500
,349.1337062501752,1.0,2,0.0049999994,2.179301e-19,55.72575,100,50.40821,55.725750436561604,18.638348,1.0,0.005,200.00000010221265,55.725750436561604,1.0,55.725750436561604,500.0,500.0,1.0,0.005,349.1337062501752,500
,369.30217636225154,1.0,2,0.0033333336,5.4391416e-20,56.237,100,51.682945,56.236997478406266,19.18518,1.0,0.0033333334,299.999969473632,56.236997478406266,1.0,56.236997478406266,500.0,500.0,1.0,0.0033333334,369.30217636225154,500
,417.2852136028384,1.0,2,0.0024999997,5.434597e-20,55.46694,100,51.50165,55.46694720993385,20.40201,1.0,0.0025,400.0,55.46694720993385,1.0,55.46694720993385,500.0,500.0,1.0,0.0025,417.2852136028384,500
107704.23,423.5528032429476,9.2148485,1,0.002,0.0017085552,88.718124,100,77.95189,55.19025825731234,32.403824,3.8253493e-06,4.8180265e-10,1.1701806458435233,55.19025825731234,15.879319,55.19025825731234,54.260251701713095,500.0,7338.7637,0.9243172,423.5528032429476,500
,382.77652466633197,1.0,2,0.009999998,3.5044917e-18,66.00024,100,58.054115,66.00023966674337,19.466606,1.0,0.01,100.0,66.00023966674337,1.0,66.00023966674337,500.0,500.0,1.0,0.01,382.77652466633197,500
,347.8329700331049,1.0,2,0.0049999994,2.179301e-19,65.13808,100,59.513584,65.13807434262085,18.603598,1.0,0.005,200.00000010221265,65.13807434262085,1.0,65.13807434262085,500.0,500.0,1.0,0.005,347.8329700331049,500
,324.38222941475505,1.0,2,0.0033333336,5.4391416e-20,64.921616,100,60.329235,64.92160705178186,17.980572,1.0,0.0033333334,299.999969473632,64.92160705178186,1.0,64.92160705178186,500.0,500.0,1.0,0.0033333334,324.38222941475505,500
,304.69008218165504,1.0,2,0.0024999997,5.434597e-20,65.23912,100,61.262,65.23912305284175,17.43354,1.0,0.0025,400.0,65.23912305284175,1.0,65.23912305284175,500.0,500.0,1.0,0.0025,304.69008218165504,500
3271.5457,292.2730350895275,8.215492,1,0.0020000006,0.0008681919,86.278564,100,76.08256,65.22190488108689,49.457893,1.575439e-05,8.11583e-09,2.297648113016911,65.22190488108689,3.8823855,65.22190488108689,60.86062586075123,500.0,1267.1222,0.6527544,292.2730350895275,500
,181.18281660223056,1.0,2,0.009999998,3.5044917e-18,74.96039,100,66.85636,74.96038798747718,13.392945,1.0,0.01,100.0,74.96038798747718,1.0,74.96038798747718,500.0,500.0,1.0,0.01,181.18281660223056,500
,171.56471544915462,1.0,2,0.0049999994,2.179301e-19,74.09015,100,68.3481,74.09016102068813,13.065484,1.0,0.005,200.00000010221265,74.09016102068813,1.0,74.09016102068813,500.0,500.0,1.0,0.005,171.56471544915462,500
,160.1026710727724,1.0,2,0.0033333336,5.4391416e-20,74.676056,100,69.98769,74.6760554812844,12.632062,1.0,0.0033333334,299.999969473632,74.6760554812844,1.0,74.6760554812844,500.0,500.0,1.0,0.0033333334,160.1026710727724,500
,167.4057812543858,1.0,2,0.0024999997,5.434597e-20,74.943436,100,70.86768,74.94343257240256,12.922355,1.0,0.0025,400.0,74.94343257240256,1.0,74.94343257240256,500.0,500.0,1.0,0.0025,167.4057812543858,500
6385.821,175.34816387087835,6.5205846,1,0.0019999996,0.0012877737,93.146484,100,83.83763,75.00396275923374,47.332104,5.4986594e-05,2.4692682e-08,1.5513517455526795,75.00396275923374,4.4536753,75.00396275923374,76.68024141300216,500.0,1787.0292,0.8024964,175.34816387087835,500
,144.14880177844162,1.0,2,0.009999998,3.5044917e-18,78.72585,100,70.45348,78.72586035374043,11.946016,1.0,0.01,100.0,78.72586035374043,1.0,78.72586035374043,500.0,500.0,1.0,0.01,144.14880177844162,500
,159.7186701832947,1.0,2,0.0049999994,2.179301e-19,78.56339,100,72.71394,78.56339445976617,12.60635,1.0,0.005,200.00000010221265,78.56339445976617,1.0,78.56339445976617,500.0,500.0,1.0,0.005,159.7186701832947,500
,146.99039301833272,1.0,2,0.0033333336,5.4391416e-20,79.03897,100,74.26292,79.0389622629608,12.103736,1.0,0.0033333334,299.999969473632,79.0389622629608,1.0,79.0389622629608,500.0,500.0,1.0,0.0033333334,146.99039301833272,500
,150.849560980013,1.0,2,0.0024999997,5.434597e-20,79.00133,100,74.86514,79.0013354476555,12.266721,1.0,0.0025,400.0,79.0013354476555,1.0,79.0013354476555,500.0,500.0,1.0,0.0025,150.849560980013,500
3767.3591,156.43954335030122,4.745396,1,0.0020000003,0.0008683475,92.83531,100,84.77631,79.09649511203281,28.45216,0.0005016317,2.4083147e-07,2.2972380937784243,79.09649511203281,4.165832,79.09649511203281,105.36528153602502,500.0,1341.9596,0.64426965,156.43954335030122,500
,56.34147210775471,1.0,2,0.009999998,3.5044917e-18,85.22938,100,77.03356,85.22938493630447,7.4684706,1.0,0.01,100.0,85.22938493630447,1.0,85.22938493630447,500.0,500.0,1.0,0.01,56.34147210775471,500
,90.25687734889863,1.0,2,0.0049999994,2.179301e-19,83.74043,100,77.945114,83.74043521742416,9.476581,1.0,0.005,200.00000010221265,83.74043521742416,1.0,83.74043521742416,500.0,500.0,1.0,0.005,90.25687734889863,500
,87.26236853067469,1.0,2,0.0033333336,5.4391416e-20,83.82099,100,79.089134,83.82098990343462,9.3258505,1.0,0.0033333334,299.999969473632,83.82098990343462,1.0,83.82098990343462,500.0,500.0,1.0,0.0033333334,87.26236853067469,500
,82.19584836659901,1.0,2,0.0024999997,5.434597e-20,83.769485,100,79.57867,83.76948419220822,9.0548525,1.0,0.0025,400.0,83.76948419220822,1.0,83.76948419220822,500.0,500.0,1.0,0.0025,82.19584836659901,500
1816.6511,83.66791147452014,4.948797,1,0.002,0.00079848006,93.36163,100,85.023026,83.42135455966232,45.38253,0.00032550484,2.1580111e-07,2.4972432330584162,83.42135455966232,3.0167115,83.42135455966232,101.03465088000247,500.0,951.9817,0.63113874,83.66791147452014,500
,56.18193773816949,1.0,2,0.009999998,3.5044917e-18,87.50063,100,79.22719,87.5006352401965,7.4578896,1.0,0.01,100.0,87.5006352401965,1.0,87.5006352401965,500.0,500.0,1.0,0.01,56.18193773816949,500
,53.451108953842166,1.0,2,0.0049999994,2.179301e-19,86.98898,100,81.12402,86.9889852271175,7.2927256,1.0,0.005,200.00000010221265,86.9889852271175,1.0,86.9889852271175,500.0,500.0,1.0,0.005,53.451108953842166,500
,55.84065265595325,1.0,2,0.0033333336,5.4391416e-20,86.83798,100,81.99458,86.83797742477158,7.4601955,1.0,0.0033333334,299.999969473632,86.83797742477158,1.0,86.83797742477158,500.0,500.0,1.0,0.0033333334,55.84065265595325,500
,56.749224618574175,1.0,2,0.0024999997,5.434597e-20,86.930984,100,82.73648,86.9309835915513,7.5237856,1.0,0.0025,400.0,86.9309835915513,1.0,86.9309835915513,500.0,500.0,1.0,0.0025,56.749224618574175,500
2488.702,53.28374562184201,4.7161565,1,0.002,0.00091390527,95.76786,100,87.620445,86.90325146037026,38.454742,0.00074878,4.5375177e-07,2.183221386633222,86.90325146037026,3.3003948,86.90325146037026,106.01853476119553,500.0,1114.7512,0.67552596,53.28374562184201,500
,29.55966002235518,1.0,2,0.009999998,3.5044917e-18,89.52414,100,81.181145,89.5241415819666,5.4096265,1.0,0.01,100.0,89.5241415819666,1.0,89.5241415819666,500.0,500.0,1.0,0.01,29.55966002235518,500
,28.492395513847733,1.0,2,0.0049999994,2.179301e-19,89.53758,100,83.6382,89.53758152919822,5.324465,1.0,0.005,200.00000010221265,89.53758152919822,1.0,89.53758152919822,500.0,500.0,1.0,0.005,28.492395513847733,500
,27.835149067454594,1.0,2,0.0033333336,5.4391416e-20,89.514786,100,84.69795,89.51478508600744,5.267102,1.0,0.0033333334,299.999969473632,89.51478508600744,1.0,89.51478508600744,500.0,500.0,1.0,0.0033333334,27.835149067454594,500
,28.961711534900058,1.0,2,0.0024999997,5.434597e-20,89.60289,100,85.4314,89.60289074261127,5.3748775,1.0,0.0025,400.0,89.60289074261127,1.0,89.60289074261127,500.0,500.0,1.0,0.0025,28.961711534900058,500
0.8352911,30.347136692849887,1.5713137,1,0.002,3.0674046e-06,91.24122,100,86.56421,89.40827392198763,5.924368,0.04998205,9.578129e-05,283.2351824615286,89.40827392198763,1.0436704,89.40827392198763,318.2050711110993,500.0,7.508431,0.01438851,30.347136692849887,500
,20.356350621834213,1.0,2,0.009999998,3.5044917e-18,90.63305,100,82.24058,90.63304916936094,4.4891853,1.0,0.01,100.0,90.63304916936094,1.0,90.63304916936094,500.0,500.0,1.0,0.01,20.356350621834213,500
,23.07876528308861,1.0,2,0.0049999994,2.179301e-19,90.384094,100,84.44972,90.38409810292687,4.7920113,1.0,0.005,200.00000010221265,90.38409810292687,1.0,90.38409810292687,500.0,500.0,1.0,0.005,23.07876528308861,500
,22.2958288055328,1.0,2,0.0033333336,5.4391416e-20,90.313866,100,85.38492,90.31386296926061,4.7139697,1.0,0.0033333334,299.999969473632,90.31386296926061,1.0,90.31386296926061,500.0,500.0,1.0,0.0033333334,22.2958288055328,500
,20.481395337346544,1.0,2,0.0024999997,5.434597e-20,90.603,100,86.334404,90.6029939709595,4.519977,1.0,0.0025,400.0,90.6029939709595,1.0,90.6029939709595,500.0,500.0,1.0,0.0025,20.481395337346544,500
6077.1396,21.13530728675997,4.3950453,1,0.0020000003,0.001228991,99.45065,100,91.44658,90.60269747817065,34.940586,0.004871761,2.19084e-06,1.6253123692016491,90.60269747817065,4.447391,90.60269747817065,113.76447069233872,500.0,1743.4882,0.78404987,21.13530728675997,500
,22.495238668337777,1.0,2,0.009999998,3.5044917e-18,90.78013,100,82.468735,90.78013491744872,4.7191405,1.0,0.01,100.0,90.78013491744872,1.0,90.78013491744872,500.0,500.0,1.0,0.01,22.495238668337777,500
,18.82971421923545,1.0,2,0.0049999994,2.179301e-19,91.04277,100,85.12123,91.0427717755604,4.32846,1.0,0.005,200.00000010221265,91.0427717755604,1.0,91.0427717755604,500.0,500.0,1.0,0.005,18.82971421923545,500
,20.041974657000253,1.0,2,0.0033333336,5.4391416e-20,90.89565,100,86.06074,90.89564973156413,4.469359,1.0,0.0033333334,299.999969473632,90.89564973156413,1.0,90.89564973156413,500.0,500.0,1.0,0.0033333334,20.041974657000253,500
,18.807666391648507,1.0,2,0.0024999997,5.434597e-20,91.12375,100,86.936584,91.12375717018145,4.331356,1.0,0.0025,400.0,91.12375717018145,1.0,91.12375717018145,500.0,500.0,1.0,0.0025,18.807666391648507,500
6874.2427,19.155178575666415,3.7476847,1,0.002,0.0012844146,97.61124,100,90.31347,91.15311870633246,23.267202,0.008192573,3.541282e-06,1.5553965146384974,91.15311870633246,4.6268964,91.15311870633246,133.41570535753422,500.0,1854.6843,0.8016969,19.155178575666415,500
,20.466224237100917,1.0,2,0.009999998,3.5044917e-18,91.21556,100,82.77141,91.21555951107102,4.501284,1.0,0.01,100.0,91.21555951107102,1.0,91.21555951107102,500.0,500.0,1.0,0.01,20.466224237100917,500
,15.59493362763467,1.0,2,0.0049999994,2.179301e-19,91.469696,100,85.49878,91.46969909895705,3.9391568,1.0,0.005,200.00000010221265,91.46969909895705,1.0,91.46969909895705,500.0,500.0,1.0,0.005,15.59493362763467,500
,16.162305702304742,1.0,2,0.0033333336,5.4391416e-20,91.85678,100,86.933395,91.85677461626753,4.0135307,1.0,0.0033333334,299.999969473632,91.85677461626753,1.0,91.85677461626753,500.0,500.0,1.0,0.0033333334,16.162305702304742,500
,14.932291616594549,1.0,2,0.0024999997,5.434597e-20,91.89683,100,87.63305,91.89682615446935,3.8593988,1.0,0.0025,400.0,91.89682615446935,1.0,91.89682615446935,500.0,500.0,1.0,0.0025,14.932291616594549,500
4853.6685,14.830560733253527,2.7507548,1,0.002,0.0012056497,99.34372,100,93.01865,92.0057028360772,34.471375,0.007818511,3.896724e-06,1.6566733372968645,92.0057028360772,4.0128636,92.0057028360772,181.7682891842619,500.0,1558.5549,0.7767794,14.830560733253527,500
,13.025320513169634,1.0,2,0.009999998,3.5044917e-18,92.148415,100,83.79113,92.14841597997925,3.5909703,1.0,0.01,100.0,92.14841597997925,1.0,92.14841597997925,500.0,500.0,1.0,0.01,13.025320513169634,500
,14.625644116027868,1.0,2,0.0049999994,2.179301e-19,92.26047,100,86.304474,92.26047604953452,3.814776,1.0,0.005,200.00000010221265,92.26047604953452,1.0,92.26047604953452,500.0,500.0,1.0,0.005,14.625644116027868,500
,14.461481978921222,1.0,2,0.0033333336,5.4391416e-20,92.22764,100,87.364586,92.22762615405478,3.7964823,1.0,0.0033333334,299.999969473632,92.22762615405478,1.0,92.22762615405478,500.0,500.0,1.0,0.0033333334,14.461481978921222,500
,15.887246217079126,1.0,2,0.0024999997,5.434597e-20,92.24762,100,88.036095,92.24762666608441,3.9808955,1.0,0.0025,400.0,92.24762666608441,1.0,92.24762666608441,500.0,500.0,1.0,0.0025,15.887246217079126,500
0.23940603,15.503250717271907,1.2056974,1,0.002,9.577568e-07,92.93285,100,88.79664,92.2115487859615,3.8302612,0.1421821,0.0002843839,403.5641591127558,92.2115487859615,0.9999308,92.2115487859615,414.6977449255857,500.0,3.1184673,0.0062373662,15.503250717271907,500
,14.235927193999704,1.0,2,0.009999998,3.5044917e-18,92.478836,100,84.15217,92.47883568892529,3.7541401,1.0,0.01,100.0,92.47883568892529,1.0,92.47883568892529,500.0,500.0,1.0,0.01,14.235927193999704,500
,12.508808583782528,1.0,2,0.0049999994,2.179301e-19,92.49428,100,86.56113,92.49428507093833,3.5279262,1.0,0.005,200.00000010221265,92.49428507093833,1.0,92.49428507093833,500.0,500.0,1.0,0.005,12.508808583782528,500
,11.968579470339227,1.0,2,0.0033333336,5.4391416e-20,92.57754,100,87.658936,92.57752760841532,3.4537928,1.0,0.0033333334,299.999969473632,92.57752760841532,1.0,92.57752760841532,500.0,500.0,1.0,0.0033333334,11.968579470339227,500
,12.682863918170522,1.0,2,0.0024999997,5.434597e-20,92.617035,100,88.3574,92.61703213689879,3.5568466,1.0,0.0025,400.0,92.61703213689879,1.0,92.61703213689879,500.0,500.0,1.0,0.0025,12.682863918170522,500
0.0052919714,11.982717461635373,1.0047851,1,0.002,2.0977362e-08,92.78405,100,88.96501,92.66354244501346,3.3242688,0.7260661,0.0014455824,497.3966547690617,92.66354244501346,1.0045309,92.66354244501346,497.618863442115,500.0,1.2132326,0.0024155206,11.982717461635373,500
,8.820110730472798,1.0,2,0.009999998,3.5044917e-18,92.90561,100,84.51715,92.90561671469472,2.9549809,1.0,0.01,100.0,92.90561671469472,1.0,92.90561671469472,500.0,500.0,1.0,0.01,8.820110730472798,500
,9.667648378844055,1.0,2,0.0049999994,2.179301e-19,92.900345,100,86.96881,92.90034328772136,3.1015012,1.0,0.005,200.00000010221265,92.90034328772136,1.0,92.90034328772136,500.0,500.0,1.0,0.005,9.667648378844055,500
,12.611830085416347,1.0,2,0.0033333336,5.4391416e-20,92.623405,100,87.729324,92.62340864421567,3.54539,1.0,0.0033333334,299.999969473632,92.62340864421567,1.0,92.62340864421567,500.0,500.0,1.0,0.0033333334,12.611830085416347,500
,12.133432946303676,1.0,2,0.0024999997,5.434597e-20,92.60509,100,88.36669,92.60509733527219,3.4789507,1.0,0.0025,400.0,92.60509733527219,1.0,92.60509733527219,500.0,500.0,1.0,0.0025,12.133432946303676,500
,12.478548724375507,1.0,1,0.0020000003,5.431875e-20,92.58256,100,88.79162,92.58254618443107,3.5289648,1.0,0.002,500.00000664260017,92.58254618443107,1.0,92.58254618443107,500.0,500.0,1.0,0.002,12.478548724375507,500
,13.506387539220784,1.0,2,0.009999998,3.5044917e-18,92.44651,100,83.981026,92.4465111679392,3.656682,1.0,0.01,100.0,92.4465111679392,1.0,92.4465111679392,500.0,500.0,1.0,0.01,13.506387539220784,500
,12.18482129234222,1.0,2,0.0049999994,2.179301e-19,92.449425,100,86.463425,92.44941937761374,3.4819386,1.0,0.005,200.00000010221265,92.44941937761374,1.0,92.44941937761374,500.0,500.0,1.0,0.005,12.18482129234222,500
,12.524124350318955,1.0,2,0.0033333336,5.4391416e-20,92.421555,100,87.534004,92.42155852974409,3.5330408,1.0,0.0033333334,299.999969473632,92.42155852974409,1.0,92.42155852974409,500.0,500.0,1.0,0.0033333334,12.524124350318955,500
,12.88346293952165,1.0,2,0.0024999997,5.434597e-20,92.28579,100,88.05305,92.28578556993743,3.5848646,1.0,0.0025,400.0,92.28578556993743,1.0,92.28578556993743,500.0,500.0,1.0,0.0025,12.88346293952165,500
,13.131828917203114,1.0,1,0.0020000003,5.431875e-20,92.3569,100,88.57102,92.35690599952967,3.6201613,1.0,0.002,500.00000664260017,92.35690599952967,1.0,92.35690599952967,500.0,500.0,1.0,0.002,13.131828917203114,500
,15.310398160312106,1.0,2,0.009999998,3.5044917e-18,92.199265,100,83.75321,92.19926478051892,3.8932366,1.0,0.01,100.0,92.19926478051892,1.0,92.19926478051892,500.0,500.0,1.0,0.01,15.310398160312106,500
