AvgEpLen,MinNormIw,IterType,EpsThisIter,AvgDiscRet,VarNormIw,MaxNormIw,AvgNormIw,ESSClassic,VarRet,VarDiscRet,AvgRet,Delta,Bound,eRenyi2,AvgVanillaIw,VanillaAvgRet,MinVanillaIw,ESSRenyi,MaxVanillaIw,J,BatchSize,VarJ,VarVanillaIw
500.0,,1,100,14.8034011749,5.16301e-05,0.0719645,0.002,36.0186278358,1379.45347238,1379.45347238,14.8034011749,0.9,24.0634,13.9081,1.02001,14.8034011749,,35.9503102268,36.7022,29.3155,500,72.0518,13.4292
500.0,0.01,2,100,22.1393413212,3.50449e-18,0.01,0.01,100.0,1414.71810206,1414.71810206,22.1393413212,0.9,18.9005,1.0,1.0,22.1393413212,1.0,500.0,1.0,22.1393,500,37.4242,
500.0,0.005,2,100,18.9620188042,2.1793e-19,0.005,0.005,200.000000102,1491.87999274,1491.87999274,18.9620188042,0.9,18.2303,1.0,1.0,18.9620188042,1.0,500.0,1.0,20.5507,500,37.9643,
500.0,0.00333333,2,100,16.3301501334,5.43914e-20,0.00333333,0.00333333,299.999969474,1383.06035321,1383.06035321,16.3301501334,0.9,17.2492,1.0,1.0,16.3301501334,1.0,500.0,1.0,19.1438,500,37.6992,
500.0,0.0025,2,100,27.2446580504,5.4346e-20,0.0025,0.0025,400.0,920.291281413,920.291281413,27.2446580504,0.9,19.2976,1.0,1.0,27.2446580504,1.0,500.0,1.0,21.169,500,36.1386,
500.0,5.50353e-29,1,100,20.2000641161,0.00123358,0.78185,0.002,1.61928727961,1089.15187637,1089.15187637,20.2000641161,0.9,51.21,106.369,2.98344,20.2000641161,8.20971e-26,4.70062763019,1166.3,68.474,500,152.788,2744.99
500.0,0.01,2,100,22.8056855291,3.50449e-18,0.01,0.01,100.0,767.128264337,767.128264337,22.8056855291,0.9,19.92,1.0,1.0,22.8056855291,1.0,500.0,1.0,22.8057,500,27.5582,
500.0,0.005,2,100,12.9595972995,2.1793e-19,0.005,0.005,200.000000102,1516.29797311,1516.29797311,12.9595972995,0.9,15.7532,1.0,1.0,12.9595972995,1.0,500.0,1.0,17.8826,500,33.9784,
500.0,0.00333333,2,100,18.9696544956,5.43914e-20,0.00333333,0.00333333,299.999969474,1399.23400041,1399.23400041,18.9696544956,0.9,16.5063,1.0,1.0,18.9696544956,1.0,500.0,1.0,18.245,500,35.0956,
500.0,0.0025,2,100,24.7832589161,5.4346e-20,0.0025,0.0025,400.0,978.90797084,978.90797084,24.7832589161,0.9,18.2781,1.0,1.0,24.7832589161,1.0,500.0,1.0,19.8795,500,34.2647,
500.0,,1,100,17.4117176471,0.000494591,0.355415,0.002,4.01928025471,1243.25038172,1243.25038172,17.4117176471,0.9,44.4271,109.233,1.05242,17.4117176471,,4.57735525029,187.022,59.3978,500,153.072,136.949
500.0,0.01,2,100,21.2129764612,3.50449e-18,0.01,0.01,100.0,1401.53159635,1401.53159635,21.2129764612,0.9,18.1568,1.0,1.0,21.2129764612,1.0,500.0,1.0,21.213,500,37.2494,
500.0,0.005,2,100,13.7430366744,2.1793e-19,0.005,0.005,200.000000102,1500.39715373,1500.39715373,13.7430366744,0.9,15.2794,1.0,1.0,13.7430366744,1.0,500.0,1.0,17.478,500,38.0842,
500.0,0.00333333,2,100,13.4197599362,5.43914e-20,0.00333333,0.00333333,299.999969474,1425.96700988,1425.96700988,13.4197599362,0.9,14.3301,1.0,1.0,13.4197599362,1.0,500.0,1.0,16.1253,500,37.9627,
500.0,0.0025,2,100,29.303251869,5.4346e-20,0.0025,0.0025,400.0,1069.9340935,1069.9340935,29.303251869,0.9,17.8119,1.0,1.0,29.303251869,1.0,500.0,1.0,19.4198,500,37.1247,
500.0,,1,100,21.5753352775,0.00129226,0.802051,0.002,1.5459801392,1254.88602907,1254.88602907,21.5753352775,0.9,50.247,169.957,1.57412,21.5753352775,,2.94192825046,631.26,68.9952,500,74.3855,800.505
500.0,0.01,2,100,22.7201989651,3.50449e-18,0.01,0.01,100.0,1173.00783779,1173.00783779,22.7201989651,0.9,19.5306,1.0,1.0,22.7201989651,1.0,500.0,1.0,22.7202,500,34.0775,
500.0,0.005,2,100,13.5492939453,2.1793e-19,0.005,0.005,200.000000102,1624.02814087,1624.02814087,13.5492939453,0.9,15.797,1.0,1.0,13.5492939453,1.0,500.0,1.0,18.1347,500,37.4908,
500.0,0.00333333,2,100,21.3253237917,5.43914e-20,0.00333333,0.00333333,299.999969474,1608.32736146,1608.32736146,21.3253237917,0.9,17.2731,1.0,1.0,21.3253237917,1.0,500.0,1.0,19.1983,500,38.3412,
500.0,0.0025,2,100,20.4494708471,5.4346e-20,0.0025,0.0025,400.0,1313.26107935,1313.26107935,20.4494708471,0.9,17.8438,1.0,1.0,20.4494708471,1.0,500.0,1.0,19.5111,500,37.7871,
500.0,5.33275e-30,1,100,10.8333600664,0.000277245,0.204972,0.002,7.1252761264,1981.87008878,1981.87008878,10.8333600664,0.9,41.853,76.8493,2.20158,10.8333600664,5.87024e-27,6.50623654979,225.631,56.4509,500,226.154,335.949
500.0,0.01,2,100,24.6498562641,3.50449e-18,0.01,0.01,100.0,1168.51130761,1168.51130761,24.6498562641,0.9,20.7934,1.0,1.0,24.6498562641,1.0,500.0,1.0,24.6499,500,34.0121,
500.0,0.005,2,100,19.2701904432,2.1793e-19,0.005,0.005,200.000000102,1282.18730459,1282.18730459,19.2701904432,0.9,19.2331,1.0,1.0,19.2701904432,1.0,500.0,1.0,21.96,500,34.9332,
500.0,0.00333333,2,100,17.4672675059,5.43914e-20,0.00333333,0.00333333,299.999969474,1370.13429478,1370.13429478,17.4672675059,0.9,18.2359,1.0,1.0,17.4672675059,1.0,500.0,1.0,20.4624,500,35.6396,
500.0,0.0025,2,100,18.6446434101,5.4346e-20,0.0025,0.0025,400.0,1397.87664674,1397.87664674,18.6446434101,0.9,18.0798,1.0,1.0,18.6446434101,1.0,500.0,1.0,20.008,500,36.0449,
500.0,1.29867e-14,1,100,16.8816022533,2.57225e-05,0.0377026,0.002,67.4057251473,1465.31920512,1465.31920512,16.8816022533,0.9,22.952,7.62263,1.09133,16.8816022533,7.08634e-12,65.5941574198,20.5729,27.7136,500,67.8691,7.65883
500.0,0.01,2,100,16.9006394409,3.50449e-18,0.01,0.01,100.0,1381.15207872,1381.15207872,16.9006394409,0.9,14.0135,1.0,1.0,16.9006394409,1.0,500.0,1.0,16.9006,500,36.9776,
500.0,0.005,2,100,18.0855094371,2.1793e-19,0.005,0.005,200.000000102,1533.06364249,1533.06364249,18.0855094371,0.9,15.3373,1.0,1.0,18.0855094371,1.0,500.0,1.0,17.4931,500,37.9854,
500.0,0.00333333,2,100,21.2166533029,5.43914e-20,0.00333333,0.00333333,299.999969474,1252.50088024,1252.50088024,21.2166533029,0.9,16.9741,1.0,1.0,21.2166533029,1.0,500.0,1.0,18.7343,500,37.1259,
500.0,0.0025,2,100,18.9001953814,5.4346e-20,0.0025,0.0025,400.0,1761.83701311,1761.83701311,18.9001953814,0.9,17.1471,1.0,1.0,18.9001953814,1.0,500.0,1.0,18.7757,500,38.3381,
500.0,0.002,1,100,18.7697433375,5.43187e-20,0.002,0.002,500.000006643,1215.96564783,1215.96564783,18.7697433375,0.9,17.3178,1.0,1.0,18.7697433375,1.0,500.0,1.0,18.7745,500,37.6379,
500.0,0.01,2,100,13.1562447402,3.50449e-18,0.01,0.01,100.0,1558.28477777,1558.28477777,13.1562447402,0.9,10.1483,1.0,1.0,13.1562447402,1.0,500.0,1.0,13.1562,500,39.2772,
500.0,0.005,2,100,15.6886165012,2.1793e-19,0.005,0.005,200.000000102,1578.15437099,1578.15437099,15.6886165012,0.9,12.083,1.0,1.0,15.6886165012,1.0,500.0,1.0,14.4224,500,39.4226,
500.0,0.00333333,2,100,19.2361059712,5.43914e-20,0.00333333,0.00333333,299.999969474,1303.25716704,1303.25716704,19.2361059712,0.9,14.1169,1.0,1.0,19.2361059712,1.0,500.0,1.0,16.027,500,38.3578,
500.0,0.0025,2,100,20.6700528809,5.4346e-20,0.0025,0.0025,400.0,1596.2201411,1596.2201411,20.6700528809,0.9,15.5336,1.0,1.0,20.6700528809,1.0,500.0,1.0,17.1878,500,38.7633,
500.0,0.002,1,100,14.9481703888,5.43187e-20,0.002,0.002,500.000006643,1519.48928562,1519.48928562,14.9481703888,0.9,15.2603,1.0,1.0,14.9481703888,1.0,500.0,1.0,16.7398,500,38.7781,
500.0,0.01,2,100,16.9423312031,3.50449e-18,0.01,0.01,100.0,1753.31425074,1753.31425074,16.9423312031,0.9,13.6487,1.0,1.0,16.9423312031,1.0,500.0,1.0,16.9423,500,41.6627,
500.0,0.005,2,100,27.7492260182,2.1793e-19,0.005,0.005,200.000000102,988.609325774,988.609325774,27.7492260182,0.9,20.0168,1.0,1.0,27.7492260182,1.0,500.0,1.0,22.3458,500,37.2351,
500.0,0.00333333,2,100,17.7440226072,5.43914e-20,0.00333333,0.00333333,299.999969474,1580.79087491,1580.79087491,17.7440226072,0.9,18.9103,1.0,1.0,17.7440226072,1.0,500.0,1.0,20.8119,500,38.0876,
500.0,0.0025,2,100,23.5333505791,5.4346e-20,0.0025,0.0025,400.0,1163.81165442,1163.81165442,23.5333505791,0.9,19.8454,1.0,1.0,23.5333505791,1.0,500.0,1.0,21.4922,500,37.1138,
500.0,0.002,1,100,16.4251362272,5.43187e-20,0.002,0.002,500.000006643,1693.0374367,1693.0374367,16.4251362272,0.9,19.0059,1.0,1.0,16.4251362272,1.0,500.0,1.0,20.4788,500,37.9641,
500.0,0.01,2,100,26.5007373944,3.50449e-18,0.01,0.01,100.0,893.66378388,893.66378388,26.5007373944,0.9,23.6693,1.0,1.0,26.5007373944,1.0,500.0,1.0,26.5007,500,29.7444,
500.0,0.005,2,100,15.6954706335,2.1793e-19,0.005,0.005,200.000000102,1338.84595108,1338.84595108,15.6954706335,0.9,18.6209,1.0,1.0,15.6954706335,1.0,500.0,1.0,21.0981,500,33.6791,
500.0,0.00333333,2,100,21.4372123678,5.43914e-20,0.00333333,0.00333333,299.999969474,1098.18299606,1098.18299606,21.4372123678,0.9,19.1885,1.0,1.0,21.4372123678,1.0,500.0,1.0,21.2111,500,33.4457,
500.0,0.0025,2,100,21.5526023839,5.4346e-20,0.0025,0.0025,400.0,1111.49193034,1111.49193034,21.5526023839,0.9,19.5449,1.0,1.0,21.5526023839,1.0,500.0,1.0,21.2965,500,33.3778,
500.0,0.002,1,100,18.704060107,5.43187e-20,0.002,0.002,500.000006643,1499.88684803,1499.88684803,18.704060107,0.9,19.2113,1.0,1.0,18.704060107,1.0,500.0,1.0,20.778,500,34.4864,
500.0,0.01,2,100,18.4711580491,3.50449e-18,0.01,0.01,100.0,1421.97134347,1421.97134347,18.4711580491,0.9,15.5027,1.0,1.0,18.4711580491,1.0,500.0,1.0,18.4712,500,37.52,
500.0,0.005,2,100,17.9997257073,2.1793e-19,0.005,0.005,200.000000102,1113.54210725,1113.54210725,17.9997257073,0.9,16.1364,1.0,1.0,17.9997257073,1.0,500.0,1.0,18.2354,500,35.4279,
500.0,0.00333333,2,100,11.1153319817,5.43914e-20,0.00333333,0.00333333,299.999969474,1491.74526727,1491.74526727,11.1153319817,0.9,14.1404,1.0,1.0,11.1153319817,1.0,500.0,1.0,15.8621,500,36.6101,
500.0,0.0025,2,100,14.2640801856,5.4346e-20,0.0025,0.0025,400.0,1793.54854081,1793.54854081,14.2640801856,0.9,13.8183,1.0,1.0,14.2640801856,1.0,500.0,1.0,15.4626,500,38.0737,
500.0,0.0019997,1,100,27.1452539498,3.16284e-15,0.00200028,0.002,499.999881572,1116.59364594,1116.59364594,27.1452539498,0.9,16.3285,1.00001,0.999998,27.1452539498,0.999846,499.996185332,1.00014,17.7992,500,37.4513,7.90622e-10
500.0,0.01,2,100,14.0889311636,3.50449e-18,0.01,0.01,100.0,1553.72355763,1553.72355763,14.0889311636,0.9,11.1754,1.0,1.0,14.0889311636,1.0,500.0,1.0,14.0889,500,39.2197,
500.0,0.005,2,100,24.4429009824,2.1793e-19,0.005,0.005,200.000000102,1088.9966862,1088.9966862,24.4429009824,0.9,17.0211,1.0,1.0,24.4429009824,1.0,500.0,1.0,19.2659,500,36.5369,
500.0,0.00333333,2,100,19.7182885007,5.43914e-20,0.00333333,0.00333333,299.999969474,1008.75361639,1008.75361639,19.7182885007,0.9,17.5838,1.0,1.0,19.7182885007,1.0,500.0,1.0,19.4167,500,34.97,
500.0,0.0025,2,100,20.1889670688,5.4346e-20,0.0025,0.0025,400.0,1162.06039368,1162.06039368,20.1889670688,0.9,18.0225,1.0,1.0,20.1889670688,1.0,500.0,1.0,19.6098,500,34.7116,
500.0,0.00199999,1,100,19.3387001388,1.35775e-17,0.00200002,0.002,500.000080185,1842.66836666,1842.66836666,19.3387001388,0.9,18.1358,1.0,1.0,19.3387001388,0.999994,500.0,1.00001,19.5556,500,36.4524,3.36504e-12
500.0,0.01,2,100,23.9699925637,3.50449e-18,0.01,0.01,100.0,1090.18723186,1090.18723186,23.9699925637,0.9,21.1418,1.0,1.0,23.9699925637,1.0,500.0,1.0,23.97,500,32.8525,
500.0,0.005,2,100,24.8601885175,2.1793e-19,0.005,0.005,200.000000102,805.700032753,805.700032753,24.8601885175,0.9,22.4152,1.0,1.0,24.8601885175,1.0,500.0,1.0,24.4151,500,30.6376,
500.0,0.00333333,2,100,20.4691538831,5.43914e-20,0.00333333,0.00333333,299.999969474,1485.45655663,1485.45655663,20.4691538831,0.9,21.4088,1.0,1.0,20.4691538831,1.0,500.0,1.0,23.0998,500,33.458,
500.0,0.0025,2,100,19.3105945565,5.4346e-20,0.0025,0.0025,400.0,1688.61653773,1688.61653773,19.3105945565,0.9,20.551,1.0,1.0,19.3105945565,1.0,500.0,1.0,22.1525,500,35.4993,
500.0,0.00199998,1,100,14.6653980723,1.60291e-17,0.00200002,0.002,500.000043414,1334.11176052,1334.11176052,14.6653980723,0.9,19.2227,1.0,1.0,14.6653980723,0.99999,500.0,1.00001,20.6551,500,35.795,3.97528e-12
500.0,0.01,2,100,22.2990918391,3.50449e-18,0.01,0.01,100.0,1207.6857477,1207.6857477,22.2990918391,0.9,18.7014,1.0,1.0,22.2990918391,1.0,500.0,1.0,22.2991,500,34.5776,
500.0,0.005,2,100,28.1686518684,2.1793e-19,0.005,0.005,200.000000102,960.470047005,960.470047005,28.1686518684,0.9,22.6899,1.0,1.0,28.1686518684,1.0,500.0,1.0,25.2339,500,32.8915,
500.0,0.00333333,2,100,16.8007272668,5.43914e-20,0.00333333,0.00333333,299.999969474,1576.76492249,1576.76492249,16.8007272668,0.9,20.3457,1.0,1.0,16.8007272668,1.0,500.0,1.0,22.4228,500,35.4594,
500.0,0.0025,2,100,20.8203922023,5.4346e-20,0.0025,0.0025,400.0,1638.65610723,1638.65610723,20.8203922023,0.9,20.2234,1.0,1.0,20.8203922023,1.0,500.0,1.0,22.0222,500,36.7298,
500.0,0.002,1,100,15.2859627305,5.43187e-20,0.002,0.002,500.000006643,1518.12623374,1518.12623374,15.2859627305,0.9,19.066,1.0,1.0,15.2859627305,1.0,500.0,1.0,20.675,500,37.2439,
500.0,0.01,2,100,18.3398238074,3.50449e-18,0.01,0.01,100.0,1615.15700681,1615.15700681,18.3398238074,0.9,15.4088,1.0,1.0,18.3398238074,1.0,500.0,1.0,18.3398,500,39.9876,
500.0,0.005,2,100,17.4973540498,2.1793e-19,0.005,0.005,200.000000102,1674.69126782,1674.69126782,17.4973540498,0.9,15.772,1.0,1.0,17.4973540498,1.0,500.0,1.0,17.9186,500,40.3566,
500.0,0.00333333,2,100,20.9578401735,5.43914e-20,0.00333333,0.00333333,299.999969474,1199.26666406,1199.26666406,20.9578401735,0.9,17.0184,1.0,1.0,20.9578401735,1.0,500.0,1.0,18.9317,500,38.5173,
500.0,0.0025,2,100,17.8630804365,5.4346e-20,0.0025,0.0025,400.0,2050.57554554,2050.57554554,17.8630804365,0.9,17.0076,1.0,1.0,17.8630804365,1.0,500.0,1.0,18.6645,500,40.2544,
500.0,0.002,1,100,16.4172392592,5.43187e-20,0.002,0.002,500.000006643,1520.0717504,1520.0717504,16.4172392592,0.9,16.7331,1.0,1.0,16.4172392592,1.0,500.0,1.0,18.2151,500,39.9764,
500.0,0.01,2,100,20.2457017777,3.50449e-18,0.01,0.01,100.0,1063.21628424,1063.21628424,20.2457017777,0.9,17.2276,1.0,1.0,20.2457017777,1.0,500.0,1.0,20.2457,500,32.4436,
500.0,0.005,2,100,17.6553445447,2.1793e-19,0.005,0.005,200.000000102,1470.87454022,1470.87454022,17.6553445447,0.9,16.8164,1.0,1.0,17.6553445447,1.0,500.0,1.0,18.9505,500,35.4408,
500.0,0.00333333,2,100,21.2674967972,5.43914e-20,0.00333333,0.00333333,299.999969474,1259.8736238,1259.8736238,21.2674967972,0.9,17.9803,1.0,1.0,21.2674967972,1.0,500.0,1.0,19.7228,500,35.4164,
500.0,0.0025,2,100,22.8244625397,5.4346e-20,0.0025,0.0025,400.0,1403.64636739,1403.64636739,22.8244625397,0.9,18.9892,1.0,1.0,22.8244625397,1.0,500.0,1.0,20.4983,500,35.9158,
500.0,0.002,1,100,20.5030983321,5.43187e-20,0.002,0.002,500.000006643,1244.55163256,1244.55163256,20.5030983321,0.9,19.1495,1.0,1.0,20.5030983321,1.0,500.0,1.0,20.4992,500,35.7544,
500.0,0.01,2,100,22.147859704,3.50449e-18,0.01,0.01,100.0,1394.8835421,1394.8835421,22.147859704,0.9,18.8173,1.0,1.0,22.147859704,1.0,500.0,1.0,22.1479,500,37.1609,
500.0,0.005,2,100,19.4641642851,2.1793e-19,0.005,0.005,200.000000102,1390.99158891,1390.99158891,19.4641642851,0.9,18.451,1.0,1.0,19.4641642851,1.0,500.0,1.0,20.806,500,37.1592,
500.0,0.00333333,2,100,13.0519216927,5.43914e-20,0.00333333,0.00333333,299.999969474,1530.62093549,1530.62093549,13.0519216927,0.9,16.2984,1.0,1.0,13.0519216927,1.0,500.0,1.0,18.2213,500,37.9342,
500.0,0.0025,2,100,23.0109833814,5.4346e-20,0.0025,0.0025,400.0,1381.6776602,1381.6776602,23.0109833814,0.9,17.7535,1.0,1.0,23.0109833814,1.0,500.0,1.0,19.4187,500,37.7561,
500.0,0.00199998,1,100,19.1683575126,2.63718e-17,0.00200002,0.002,500.000055171,1551.25846161,1551.25846161,19.1683575126,0.9,17.8792,1.0,1.0,19.1683575126,0.999989,500.0,1.00001,19.3687,500,38.047,6.58324e-12
500.0,0.01,2,100,23.7811022354,3.50449e-18,0.01,0.01,100.0,1520.17740716,1520.17740716,23.7811022354,0.9,20.536,1.0,1.0,23.7811022354,1.0,500.0,1.0,23.7811,500,38.794,
500.0,0.005,2,100,13.014749237,2.1793e-19,0.005,0.005,200.000000102,1579.78315819,1579.78315819,13.014749237,0.9,16.1033,1.0,1.0,13.014749237,1.0,500.0,1.0,18.3979,500,39.5406,
500.0,0.00333333,2,100,18.582347602,5.43914e-20,0.00333333,0.00333333,299.999969474,1607.44419089,1607.44419089,18.582347602,0.9,16.5858,1.0,1.0,18.582347602,1.0,500.0,1.0,18.4594,500,39.6582,
500.0,0.0025,2,100,19.9071534962,5.4346e-20,0.0025,0.0025,400.0,1314.3951525,1314.3951525,19.9071534962,0.9,17.1988,1.0,1.0,19.9071534962,1.0,500.0,1.0,18.8213,500,38.798,
500.0,0.002,1,100,27.4913580899,5.43187e-20,0.002,0.002,500.000006643,927.068021087,927.068021087,27.4913580899,0.9,19.1041,1.0,1.0,27.4913580899,1.0,500.0,1.0,20.5553,500,37.4141,
500.0,0.01,2,100,22.2155408207,3.50449e-18,0.01,0.01,100.0,1082.80815955,1082.80815955,22.2155408207,0.9,19.4319,1.0,1.0,22.2155408207,1.0,500.0,1.0,22.2155,500,32.7411,
500.0,0.005,2,100,15.0046121874,2.1793e-19,0.005,0.005,200.000000102,1485.66547126,1485.66547126,15.0046121874,0.9,16.4047,1.0,1.0,15.0046121874,1.0,500.0,1.0,18.6101,500,35.8384,
500.0,0.00333333,2,100,19.9489515252,5.43914e-20,0.00333333,0.00333333,299.999969474,1496.82332418,1496.82332418,19.9489515252,0.9,17.1483,1.0,1.0,19.9489515252,1.0,500.0,1.0,19.0564,500,36.7507,
500.0,0.0025,2,100,20.2126128896,5.4346e-20,0.0025,0.0025,400.0,1546.15697827,1546.15697827,20.2126128896,0.9,17.6929,1.0,1.0,20.2126128896,1.0,500.0,1.0,19.3454,500,37.3615,
500.0,0.002,1,100,17.4016921857,5.43187e-20,0.002,0.002,500.000006643,1565.25111746,1565.25111746,17.4016921857,0.9,17.4787,1.0,1.0,17.4016921857,1.0,500.0,1.0,18.9567,500,37.7787,
500.0,0.01,2,100,26.5998806951,3.50449e-18,0.01,0.01,100.0,1254.18832879,1254.18832879,26.5998806951,0.9,23.4141,1.0,1.0,26.5998806951,1.0,500.0,1.0,26.5999,500,35.237,
500.0,0.005,2,100,24.4788023841,2.1793e-19,0.005,0.005,200.000000102,1366.38528104,1366.38528104,24.4788023841,0.9,23.2866,1.0,1.0,24.4788023841,1.0,500.0,1.0,25.5393,500,36.0321,
500.0,0.00333333,2,100,16.205278407,5.43914e-20,0.00333333,0.00333333,299.999969474,1245.30793088,1245.30793088,16.205278407,0.9,20.5886,1.0,1.0,16.205278407,1.0,500.0,1.0,22.428,500,35.9979,
500.0,0.0025,2,100,22.9232241663,5.4346e-20,0.0025,0.0025,400.0,1533.40796692,1533.40796692,22.9232241663,0.9,20.852,1.0,1.0,22.9232241663,1.0,500.0,1.0,22.5518,500,36.7621,
500.0,0.00199998,1,100,11.3046580698,1.18795e-17,0.00200002,0.002,499.999921343,1616.01614608,1616.01614608,11.3046580698,0.9,18.7821,1.0,1.0,11.3046580698,0.999992,500.0,1.00001,20.3024,500,37.7011,2.9071e-12
500.0,0.01,2,100,19.3579833959,3.50449e-18,0.01,0.01,100.0,1337.81027265,1337.81027265,19.3579833959,0.9,16.2869,1.0,1.0,19.3579833959,1.0,500.0,1.0,19.358,500,36.3927,
500.0,0.005,2,100,20.8495912766,2.1793e-19,0.005,0.005,200.000000102,1657.83617428,1657.83617428,20.8495912766,0.9,17.7933,1.0,1.0,20.8495912766,1.0,500.0,1.0,20.1038,500,38.5149,
500.0,0.00333333,2,100,23.0605847412,5.43914e-20,0.00333333,0.00333333,299.999969474,1212.09310293,1212.09310293,23.0605847412,0.9,19.2029,1.0,1.0,23.0605847412,1.0,500.0,1.0,21.0894,500,37.2943,
500.0,0.0025,2,100,22.7226909149,5.4346e-20,0.0025,0.0025,400.0,1201.32932067,1201.32932067,22.7226909149,0.9,19.864,1.0,1.0,22.7226909149,1.0,500.0,1.0,21.4977,500,36.6194,
500.0,0.002,1,100,23.3978629525,5.43187e-20,0.002,0.002,500.000006643,1212.13241416,1212.13241416,23.3978629525,0.9,20.4165,1.0,1.0,23.3978629525,1.0,500.0,1.0,21.8777,500,36.2404,
500.0,0.01,2,100,18.2489344029,3.50449e-18,0.01,0.01,100.0,1290.89473446,1290.89473446,18.2489344029,0.9,15.0008,1.0,1.0,18.2489344029,1.0,500.0,1.0,18.2489,500,35.7489,
500.0,0.005,2,100,19.9986071963,2.1793e-19,0.005,0.005,200.000000102,1294.79904331,1294.79904331,19.9986071963,0.9,16.827,1.0,1.0,19.9986071963,1.0,500.0,1.0,19.1238,500,35.7866,
500.0,0.00333333,2,100,18.9517434523,5.43914e-20,0.00333333,0.00333333,299.999969474,1178.52560623,1178.52560623,18.9517434523,0.9,17.1911,1.0,1.0,18.9517434523,1.0,500.0,1.0,19.0664,500,35.2521,
500.0,0.0025,2,100,17.2144745105,5.4346e-20,0.0025,0.0025,400.0,1557.80853573,1557.80853573,17.2144745105,0.9,16.9794,1.0,1.0,17.2144745105,1.0,500.0,1.0,18.6034,500,36.3075,
500.0,0.00199993,1,100,17.2042559103,4.43791e-16,0.00200013,0.002,499.999872815,1618.71974444,1618.71974444,17.2042559103,0.9,16.871,1.00001,1.0,17.2042559103,0.999967,499.996185332,1.00006,18.3236,500,37.0864,1.10955e-10
500.0,0.01,2,100,21.098842429,3.50449e-18,0.01,0.01,100.0,1520.34655713,1520.34655713,21.098842429,0.9,18.2727,1.0,1.0,21.098842429,1.0,500.0,1.0,21.0988,500,38.7962,
500.0,0.005,2,100,23.8890285453,2.1793e-19,0.005,0.005,200.000000102,955.299432483,955.299432483,23.8890285453,0.9,20.3417,1.0,1.0,23.8890285453,1.0,500.0,1.0,22.4939,500,35.0341,
500.0,0.00333333,2,100,16.4301205983,5.43914e-20,0.00333333,0.00333333,299.999969474,1141.52324943,1141.52324943,16.4301205983,0.9,18.7153,1.0,1.0,16.4301205983,1.0,500.0,1.0,20.4727,500,34.6862,
500.0,0.0025,2,100,20.1741379019,5.4346e-20,0.0025,0.0025,400.0,1196.47439611,1196.47439611,20.1741379019,0.9,18.8761,1.0,1.0,20.1741379019,1.0,500.0,1.0,20.398,500,34.6193,
500.0,0.002,1,100,19.5459865637,5.43187e-20,0.002,0.002,500.000006643,1180.21926501,1180.21926501,19.5459865637,0.9,18.6857,1.0,1.0,19.5459865637,1.0,500.0,1.0,20.2276,500,34.534,
500.0,0.01,2,100,25.8423129757,3.50449e-18,0.01,0.01,100.0,1070.82451178,1070.82451178,25.8423129757,0.9,22.5813,1.0,1.0,25.8423129757,1.0,500.0,1.0,25.8423,500,32.5594,
500.0,0.005,2,100,22.4094318266,2.1793e-19,0.005,0.005,200.000000102,931.661741302,931.661741302,22.4094318266,0.9,21.82,1.0,1.0,22.4094318266,1.0,500.0,1.0,24.1259,500,31.5306,
500.0,0.00333333,2,100,16.0869557935,5.43914e-20,0.00333333,0.00333333,299.999969474,1543.50755332,1543.50755332,16.0869557935,0.9,19.5635,1.0,1.0,16.0869557935,1.0,500.0,1.0,21.4462,500,34.4457,
500.0,0.0025,2,100,20.4302695406,5.4346e-20,0.0025,0.0025,400.0,1553.97169267,1553.97169267,20.4302695406,0.9,19.5617,1.0,1.0,20.4302695406,1.0,500.0,1.0,21.1922,500,35.7026,
500.0,0.002,1,100,20.1584436225,5.43187e-20,0.002,0.002,500.000006643,1284.05650739,1284.05650739,20.1584436225,0.9,19.5271,1.0,1.0,20.1584436225,1.0,500.0,1.0,20.9855,500,35.6953,
500.0,0.01,2,100,23.4522068603,3.50449e-18,0.01,0.01,100.0,928.477050448,928.477050448,23.4522068603,0.9,20.4798,1.0,1.0,23.4522068603,1.0,500.0,1.0,23.4522,500,30.3182,
500.0,0.005,2,100,24.9861384214,2.1793e-19,0.005,0.005,200.000000102,1087.54073485,1087.54073485,24.9861384214,0.9,21.9159,1.0,1.0,24.9861384214,1.0,500.0,1.0,24.2192,500,31.5993,
500.0,0.00333333,2,100,15.2684325704,5.43914e-20,0.00333333,0.00333333,299.999969474,1590.04426259,1590.04426259,15.2684325704,0.9,19.355,1.0,1.0,15.2684325704,1.0,500.0,1.0,21.2356,500,34.7591,
500.0,0.0025,2,100,16.1175650965,5.4346e-20,0.0025,0.0025,400.0,1386.26712626,1386.26712626,16.1175650965,0.9,18.3274,1.0,1.0,16.1175650965,1.0,500.0,1.0,19.9561,500,35.4141,
500.0,0.00199636,1,100,25.7560703172,1.31821e-12,0.00200665,0.002,499.999713207,1543.96109318,1543.96109318,25.7560703172,0.9,19.662,1.0,1.00002,25.7560703172,0.998199,500.0,1.00335,21.1187,500,36.2536,3.29566e-07
500.0,0.01,2,100,16.6438870414,3.50449e-18,0.01,0.01,100.0,1010.68341768,1010.68341768,16.6438870414,0.9,13.621,1.0,1.0,16.6438870414,1.0,500.0,1.0,16.6439,500,31.6319,
