AvgVanillaIw,VarJ,Bound,MinNormIw,VarRet,VanillaAvgRet,MaxVanillaIw,J,VarVanillaIw,VarDiscRet,AvgNormIw,eRenyi2,VarNormIw,ESSRenyi,BatchSize,MaxNormIw,AvgRet,AvgDiscRet,ESSClassic,MinVanillaIw,AvgEpLen
1.3535652,475.39902,195.16257,9.753058e-12,12437.688407561976,107.04028778741838,61.369083,342.84213,39.750286,12437.688407561976,0.009999999,9.821169,0.0021696116,10.1820873892845,100,0.45338845,107.04028778741838,107.04028778741838,4.448566317276889,1.32014e-09,11.71
1.0457088,536.3312,249.0732,3.4908783e-08,32615.19127466603,212.7813076898669,30.66631,408.52298,10.825477,32615.19127466603,0.01,5.472713,0.0009899783,18.272472924588776,100,0.2932586,212.7813076898669,212.7813076898669,9.25858881207321,3.650442e-06,22.29
1.4239068,2002.2395,745.9545,1.3108185e-35,177931.2839925018,457.9284887139732,29.120846,1341.1921,16.281399,177931.2839925018,0.01,10.431455,0.0008030239,9.58639070711352,100,0.2045137,457.9284887139732,457.9284887139732,11.173262716327802,1.8664835e-33,46.81
1.4424715,2734.671,2880.1318,6.7671024e-17,1343570.785613681,1097.9629385498747,53.001133,4482.98,48.107353,1343570.785613681,0.01,14.508368,0.002312049,6.8925742151875955,100,0.3674328,1097.9629385498747,1097.9629385498747,4.185977966787047,9.761352e-15,110.78
1.1003699,1220.5596,3755.4553,6.579603e-08,2915153.957114431,3239.0778742336784,7.171551,4634.2925,3.3899274,2915153.957114431,0.01,4.3615785,0.00027997096,22.927479309094355,100,0.065174006,3239.0778742336784,3239.0778742336784,26.513159356453848,7.2399966e-06,324.59
0.91576844,208.02934,4451.6924,0.00043467648,822893.0479281477,4723.6342388401945,2.3250747,4940.154,0.35150504,822893.0479281477,0.01,1.3473718,4.1914107e-05,74.21856295742899,100,0.02538933,4723.6342388401945,4723.6342388401945,70.67390634654676,0.0398063,472.51
1.0102241,127.94371,4541.0195,0.00089957187,293139.58465178567,4911.691463094626,1.387959,4978.8286,0.08229258,293139.58465178567,0.01,1.0824212,8.063529e-06,92.38547943850705,100,0.013739119,4911.691463094626,4911.691463094626,92.60725076118679,0.09087692,491.24
1.0052822,139.04677,4555.8237,0.0033683288,169772.7643996396,4958.42692005505,1.358515,4985.777,0.044528518,169772.7643996396,0.01,1.0439245,4.4061812e-06,95.79237263409817,100,0.013513769,4958.42692005505,4958.42692005505,95.82022462058768,0.33861208,495.89
1.0061971,100.125175,4544.105,0.002348593,136962.4932753738,4930.311278784919,1.3724043,4981.3486,0.08753247,136962.4932753738,0.01,1.0796274,8.645755e-06,92.62454851841828,100,0.013639517,4930.311278784919,4930.311278784919,92.11553642911147,0.23631474,493.11
1.0017294,80.433685,4569.5166,0.005766395,11933.292002762795,4988.773622866287,1.1459851,4991.6445,0.006798224,11933.292002762795,0.01,1.006271,6.7747726e-07,99.37680757493028,100,0.011440068,4988.773622866287,4988.773622866287,99.3337409166418,0.5776367,498.92
1.012769,355.95428,4500.5464,0.00051630236,358803.2427982545,4891.178035137115,1.8637481,4948.5527,0.13785703,358803.2427982545,0.010000002,1.1334314,1.3440274e-05,88.22765713439502,100,0.0184025,4891.178035137115,4891.178035137115,88.25668081474979,0.0522895,489.19
1.0051061,70.09211,4564.7773,0.0019724315,125345.92414952183,4964.097523525103,1.2226774,4992.5015,0.036594536,125345.92414952183,0.01,1.0331277,3.6223678e-06,96.79345867646963,100,0.01216466,4964.097523525103,4964.097523525103,96.53799933109444,0.1982503,496.46
1.0,0.2543923,4578.924,0.01,0.06536617973156704,4999.734444584498,1.0,4999.7344,,0.06536617973156704,0.009999998,1.0,3.5044917e-18,100.0,100,0.01,4999.734444584498,4999.734444584498,100.0,1.0,500.0
