Bound,VarJ,AvgEpLen,VarDiscRet,VarVanillaIw,AvgNormIw,J,BatchSize,ESSClassic,VarNormIw,ESSRenyi,MaxNormIw,AvgVanillaIw,MaxVanillaIw,MinVanillaIw,AvgDiscRet,VarRet,MinNormIw,VanillaAvgRet,eRenyi2,AvgRet
4579.143,0.063229196,500.0,0.0040403349311896415,3.1236822e-09,0.010000002,4999.9536,100,99.99998092666192,3.1237892e-13,100.0,0.010000589,1.0000076,1.0000665,0.9996889,4999.952951610932,0.0040403349311896415,0.009996813,4999.952951610932,1.0,4999.952951610932
4579.147,0.038701423,500.0,0.0015121674519746066,,0.009999998,4999.9575,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.956954665018,0.0015121674519746066,0.01,4999.956954665018,1.0,4999.956954665018
4579.135,0.10034634,500.0,0.010278363370226676,2.0793125e-06,0.01,4999.946,100,99.9997940106577,2.0792286e-10,99.99966621510339,0.010022968,1.0000194,1.0023162,0.9937222,4999.945179923262,0.010278363370226676,0.009937029,4999.945179923262,1.0000033,4999.945179923262
4579.144,0.04275582,500.0,0.0018489948525834173,,0.009999998,4999.9546,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.95437101435,0.0018489948525834173,0.01,4999.95437101435,1.0,4999.95437101435
4579.1514,0.035789073,500.0,0.001294646480679228,1.04365e-08,0.01,4999.962,100,100.0000076293321,1.043583e-12,100.0,0.010002745,1.0000082,1.0002828,0.99965566,4999.961020708268,0.001294646480679228,0.009996475,4999.961020708268,1.0,4999.961020708268
4579.1333,0.087963365,500.0,0.007815777321712717,,0.009999998,4999.944,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.943631946021,0.007815777321712717,0.01,4999.943631946021,1.0,4999.943631946021
4579.15,0.040443253,500.0,0.0016530192049683467,1.2091652e-07,0.009999999,4999.9604,100,99.99998092792056,1.2089842e-11,99.99998807907247,0.010009387,1.0000737,1.0010123,0.9994562,4999.959865384472,0.0016530192049683467,0.009993826,4999.959865384472,1.0000001,4999.959865384472
4579.143,0.039146073,500.0,0.0015482652464724517,2.8024004e-07,0.01,4999.9536,100,99.9999656720653,2.8016787e-11,99.99997615814777,0.010021495,1.0001262,1.002276,0.99920577,4999.9531212861775,0.0015482652464724517,0.009990797,4999.9531212861775,1.0000002,4999.9531212861775
4579.1406,0.06011591,500.0,0.0036544824996025444,,0.009999998,4999.951,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.951255092727,0.0036544824996025444,0.01,4999.951255092727,1.0,4999.951255092727
4579.1406,0.06825413,500.0,0.004732110962993694,7.6917553e-07,0.009999999,4999.951,100,99.99992751979046,7.692014e-11,99.99996423722592,0.010011992,0.9999862,1.0011854,0.99522305,4999.950584257046,0.004732110962993694,0.009952368,4999.950584257046,1.0000004,4999.950584257046
4579.1514,0.04187845,500.0,0.001772387741794347,,0.009999998,4999.962,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.961769806268,0.001772387741794347,0.01,4999.961769806268,1.0,4999.961769806268
4579.1406,0.048595686,500.0,0.0023881225938384085,,0.009999998,4999.951,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.951214170482,0.0023881225938384085,0.01,4999.951214170482,1.0,4999.951214170482
4570.421,57.309845,498.6,19904.78330628251,0.02250198,0.01,4994.223,100,97.76319636089896,2.3110772e-06,98.59312819973981,0.011741929,0.98674095,1.1586242,0.4003982,4985.835155630327,19904.78330628251,0.004057784,4985.835155630327,1.0142695,4985.835155630327
4579.147,0.041507047,500.0,0.0017389060022461754,3.616727e-08,0.01,4999.9575,100,99.99999237030728,3.6170168e-12,100.0,0.010004105,0.99996084,1.0003713,0.99947774,4999.956953197977,0.0017389060022461754,0.009995169,4999.956953197977,1.0,4999.956953197977
4579.1504,0.037321843,500.0,0.001407748837536697,,0.009999998,4999.961,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.961500336849,0.001407748837536697,0.01,4999.961500336849,1.0,4999.961500336849
4579.1426,0.048357375,500.0,0.002360379295661997,,0.009999998,4999.953,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.952861689914,0.002360379295661997,0.01,4999.952861689914,1.0,4999.952861689914
4579.1455,0.041489225,500.0,0.0017378933915688192,,0.009999998,4999.956,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.95629291651,0.0017378933915688192,0.01,4999.95629291651,1.0,4999.95629291651
4579.1396,0.048155002,500.0,0.0023423734686601233,,0.009999998,4999.95,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.949986498562,0.0023423734686601233,0.01,4999.949986498562,1.0,4999.949986498562
4579.137,0.052867986,500.0,0.00282551541946034,,0.009999998,4999.9478,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.947818628411,0.00282551541946034,0.01,4999.947818628411,1.0,4999.947818628411
4579.1436,0.05659741,500.0,0.0032336929687084032,3.8008765e-09,0.010000002,4999.9546,100,99.99997711212767,3.8001796e-13,99.99980926550052,0.010001407,1.0000135,1.0001541,0.9997803,4999.953985623415,0.0032336929687084032,0.009997669,4999.953985623415,1.0000019,4999.953985623415
4579.1333,0.058622178,500.0,0.0034748098690989245,3.5039925e-08,0.010000002,4999.944,100,99.99996566710217,3.5038608e-12,100.0,0.010002544,0.99998164,1.000236,0.9992309,4999.943265340865,0.0034748098690989245,0.009992493,4999.943265340865,1.0,4999.943265340865
4579.1494,0.044573095,500.0,0.0020063447740571957,,0.009999998,4999.96,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.960100234329,0.0020063447740571957,0.01,4999.960100234329,1.0,4999.960100234329
4579.1426,0.040742908,500.0,0.0016745906695244713,,0.009999998,4999.953,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.953376573899,0.0016745906695244713,0.01,4999.953376573899,1.0,4999.953376573899
4579.1416,0.04377397,500.0,0.001935536530639803,,0.009999998,4999.952,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.951643066093,0.001935536530639803,0.01,4999.951643066093,1.0,4999.951643066093
4579.1426,0.043617506,500.0,0.001924419319867906,6.794394e-07,0.010000002,4999.9536,100,99.99991988426022,6.79569e-11,99.99977350286287,0.010012827,0.99991083,1.0011934,0.99712217,4999.95298470327,0.001924419319867906,0.009972111,4999.95298470327,1.0000023,4999.95298470327
4579.144,0.049101215,500.0,0.002438874869809564,3.1073378e-07,0.01,4999.9546,100,99.99997711238086,3.1072034e-11,99.99997615814777,0.010012068,1.0000244,1.0012313,0.9974833,4999.953926302204,0.002438874869809564,0.009974589,4999.953926302204,1.0000002,4999.953926302204
4579.1416,0.04865192,500.0,0.002393882479408559,5.264316e-07,0.01,4999.952,100,99.99993514719446,5.2648618e-11,99.99996423722592,0.010013879,0.999954,1.0013418,0.9972899,4999.951843568978,0.002393882479408559,0.009973357,4999.951843568978,1.0000004,4999.951843568978
4579.1416,0.046714697,500.0,0.002203388376222051,1.5994106e-08,0.01,4999.952,100,100.0,1.5993592e-12,100.0,0.010002863,1.0000088,1.000295,0.9996219,4999.951628992888,0.002203388376222051,0.009996132,4999.951628992888,1.0,4999.951628992888
4579.1436,0.04357881,500.0,0.0019222767523262687,6.840502e-07,0.010000002,4999.954,100,99.99991607634162,6.8404636e-11,99.99994039539075,0.010016087,0.9999956,1.0016043,0.9976471,4999.953519107161,0.0019222767523262687,0.009976516,4999.953519107161,1.0000006,4999.953519107161
4579.1455,0.056572936,500.0,0.003231943924129048,,0.009999998,4999.956,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.955969679894,0.003231943924129048,0.01,4999.955969679894,1.0,4999.955969679894
4579.1514,0.041624423,500.0,0.0017497018860133128,,0.009999998,4999.962,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.961692597624,0.0017497018860133128,0.01,4999.961692597624,1.0,4999.961692597624
4579.145,0.042932115,500.0,0.0018627871910340966,,0.009999998,4999.9556,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.955628809244,0.0018627871910340966,0.01,4999.955628809244,1.0,4999.955628809244
4579.1465,0.038705707,500.0,0.0015125020660833235,,0.009999998,4999.957,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.957307989589,0.0015125020660833235,0.01,4999.957307989589,1.0,4999.957307989589
4579.139,0.052454576,500.0,0.0027851304952888883,4.028507e-07,0.01,4999.95,100,99.99995422678104,4.027966e-11,99.99977350286287,0.010013899,1.0000684,1.0014584,0.998381,4999.949766196724,0.0027851304952888883,0.009983127,4999.949766196724,1.0000023,4999.949766196724
4579.1465,0.044767693,500.0,0.0020251452820029014,,0.009999998,4999.957,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.956772240383,0.0020251452820029014,0.01,4999.956772240383,1.0,4999.956772240383
4579.1484,0.041734304,500.0,0.0017613844037102215,4.230562e-07,0.010000002,4999.959,100,99.99996185545372,4.2299986e-11,99.99997615814777,0.01000944,1.0000633,1.0010073,0.9965131,4999.95823015461,0.0017613844037102215,0.009964501,4999.95823015461,1.0000002,4999.95823015461
4579.153,0.03680252,500.0,0.0013683306547523397,1.4198166e-07,0.01,4999.9634,100,99.99997329637475,1.4198711e-11,99.99998807907247,0.010005199,0.9999719,1.0004919,0.9982314,4999.962668094758,0.0013683306547523397,0.009982594,4999.962668094758,1.0000001,4999.962668094758
4579.1294,0.1405074,500.0,0.020010418335575986,2.0714938e-07,0.009999999,4999.94,100,100.00000762896542,2.0712857e-11,99.99998807907247,0.010005583,1.0000563,1.0006146,0.9973094,4999.939156710077,0.020010418335575986,0.009972532,4999.939156710077,1.0000001,4999.939156710077
4579.1377,0.049049564,500.0,0.0024303726575831863,1.996554e-07,0.01,4999.948,100,99.99997711027656,1.9968025e-11,99.99998807907247,0.010004187,0.9999325,1.0003512,0.9976716,4999.947357980679,0.0024303726575831863,0.009977389,4999.947357980679,1.0000001,4999.947357980679
4579.1216,0.16519336,500.0,0.027874811046260096,1.0930928e-06,0.010000002,4999.932,100,99.99987791556701,1.0933474e-10,99.99997615814777,0.0100101605,0.9998834,1.0008993,0.99357545,4999.931804121824,0.027874811046260096,0.009936913,4999.931804121824,1.0000002,4999.931804121824
4579.1406,0.05182811,500.0,0.0027148560477975674,,0.009999998,4999.951,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.951240369457,0.0027148560477975674,0.01,4999.951240369457,1.0,4999.951240369457
4579.142,0.05626175,500.0,0.0031985017550325867,1.4019189e-07,0.01,4999.9526,100,99.99998474102526,1.4019396e-11,99.99998807907247,0.01000589,0.9999877,1.0005767,0.9984316,4999.952363378123,0.0031985017550325867,0.009984439,4999.952363378123,1.0000001,4999.952363378123
4579.144,0.043263566,500.0,0.0018908703993435214,,0.009999998,4999.9546,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.95458265251,0.0018908703993435214,0.01,4999.95458265251,1.0,4999.95458265251
4579.1455,0.051333815,500.0,0.0026662817240328644,4.1599782e-07,0.009999999,4999.956,100,99.99995803994713,4.159618e-11,99.99998807907247,0.01000978,1.0000383,1.0010163,0.9977308,4999.955693688962,0.0026662817240328644,0.009976926,4999.955693688962,1.0000001,4999.955693688962
4579.1436,0.04767596,500.0,0.0022960753534313214,2.0462403e-07,0.010000003,4999.954,100,99.99995803484065,2.0465922e-11,99.99998807907247,0.010008102,0.99991655,1.0007267,0.9983176,4999.953794253637,0.0022960753534313214,0.009984009,4999.953794253637,1.0000001,4999.953794253637
4579.145,0.04722995,500.0,0.0022520276123127615,,0.009999998,4999.9556,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.955549518965,0.0022520276123127615,0.01,4999.955549518965,1.0,4999.955549518965
4579.1426,0.042744387,500.0,0.001846143044803819,,0.009999998,4999.953,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.952946466473,0.001846143044803819,0.01,4999.952946466473,1.0,4999.952946466473
4579.128,0.1705209,500.0,0.029730255709960258,9.4153756e-07,0.010000002,4999.9385,100,99.99990081840646,9.4152755e-11,99.99997615814777,0.010010044,1.0000046,1.0010091,0.99342656,4999.937890344169,0.029730255709960258,0.0099342195,4999.937890344169,1.0000002,4999.937890344169
4579.1426,0.04576753,500.0,0.002116686550513517,,0.009999998,4999.953,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.953135937803,0.002116686550513517,0.01,4999.953135937803,1.0,4999.953135937803
4579.1494,0.03802917,500.0,0.0014612995480681376,1.0162664e-06,0.01,4999.96,100,99.99990462415934,1.01644096e-10,99.99990463265931,0.010024654,0.9999111,1.0023763,0.99673593,4999.958915595126,0.0014612995480681376,0.009968245,4999.958915595126,1.000001,4999.958915595126
4570.487,43.842358,497.79,49330.40212060412,0.025257746,0.01,4995.5913,100,97.52607804457585,2.5623042e-06,97.9899384196331,0.011547391,0.99284613,1.1464783,0.19536701,4977.751292322712,49330.40212060412,0.001967747,4977.751292322712,1.0205129,4977.751292322712
4579.144,0.0553409,500.0,0.003094148722236952,,0.009999998,4999.9546,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.954537160225,0.003094148722236952,0.01,4999.954537160225,1.0,4999.954537160225
4579.1465,0.042894375,500.0,0.0018602484482698244,8.1369143e-07,0.01,4999.9575,100,99.99991226475164,8.1363916e-11,99.9997377402508,0.010027698,1.0000311,1.0028011,0.9975267,4999.957001720087,0.0018602484482698244,0.0099749565,4999.957001720087,1.0000026,4999.957001720087
4577.0195,17.876663,499.76,631.5446167531587,0.003273059,0.010000002,4998.1562,100,99.67197774460637,3.3240863e-07,99.84518452702248,0.010482954,0.99229485,1.0402181,0.70736456,4997.433662599648,631.5446167531587,0.0071285726,4997.433662599648,1.0015506,4997.433662599648
4579.143,0.04301426,500.0,0.0018716935856880348,8.687142e-07,0.010000002,4999.9536,100,99.99990081806594,8.687205e-11,99.99995231630692,0.010029457,1.0000012,1.0029469,0.9979579,4999.9530889565995,0.0018716935856880348,0.009979567,4999.9530889565995,1.0000005,4999.9530889565995
4571.651,26.91026,495.39,213468.76539000278,0.025273029,0.01,4997.281,100,97.60286392256434,2.4808296e-06,97.74829331591361,0.011307689,1.009323,1.1413112,0.058521587,4953.755188478763,213468.76539000278,0.0005798103,4953.755188478763,1.0230358,4953.755188478763
4579.1494,0.036515176,500.0,0.0013470770252043448,,0.009999998,4999.96,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.959936574076,0.0013470770252043448,0.01,4999.959936574076,1.0,4999.959936574076
4579.1567,0.034348633,500.0,0.001191157325498003,6.028681e-10,0.01,4999.9673,100,99.99998092653095,6.029133e-14,100.0,0.010000841,1.0000007,1.0000849,0.9999547,4999.966472306858,0.001191157325498003,0.00999954,4999.966472306858,1.0,4999.966472306858
4579.145,0.039469842,500.0,0.0015730408420047406,4.6991712e-08,0.01,4999.9556,100,99.99997711261659,4.6986746e-12,100.0,0.010004299,1.0000348,1.0004647,0.9992235,4999.954858957325,0.0015730408420047406,0.009991887,4999.954858957325,1.0,4999.954858957325
4579.148,0.03464408,500.0,0.001210963642495666,5.0195797e-07,0.010000002,4999.9585,100,99.99993896946276,5.018856e-11,99.99995231630692,0.010029781,1.0000752,1.0030535,0.99906164,4999.958296512926,0.001210963642495666,0.009989865,4999.958296512926,1.0000005,4999.958296512926
4579.129,0.2772478,500.0,0.0790844978695539,1.6988057e-06,0.010000002,4999.9395,100,99.99982070511965,1.6988974e-10,99.99997615814777,0.0100099025,0.99997574,1.000966,0.99063873,4999.9386112158245,0.0790844978695539,0.009906627,4999.9386112158245,1.0000002,4999.9386112158245
4579.1426,0.045465097,500.0,0.0020946071536539837,3.0822553e-06,0.01,4999.953,100,99.99969093115014,3.0838337e-10,99.99989271175451,0.010025837,0.9997441,1.0023272,0.992248,4999.952575648537,0.0020946071536539837,0.00992502,4999.952575648537,1.0000011,4999.952575648537
4579.1504,0.036676608,500.0,0.0013580355143828532,5.5148575e-07,0.009999999,4999.961,100,99.99997711106245,5.5152372e-11,99.99996423722592,0.010010731,0.99996686,1.00104,0.99724096,4999.960385465492,0.0013580355143828532,0.00997274,4999.960385465492,1.0000004,4999.960385465492
4579.1396,0.04369446,500.0,0.0019289526656235643,4.162067e-09,0.010000002,4999.9507,100,99.99995803839451,4.1624622e-13,99.99980926550052,0.010001979,1.0000012,1.0001991,0.99982977,4999.949692159821,0.0019289526656235643,0.009998285,4999.949692159821,1.0000019,4999.949692159821
4579.1455,0.042551156,500.0,0.0018290040435544463,,0.009999998,4999.956,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.955955448118,0.0018290040435544463,0.01,4999.955955448118,1.0,4999.955955448118
4579.1504,0.03661243,500.0,0.0013538350383748186,2.0557681e-07,0.01,4999.961,100,99.99998474152584,2.0556631e-11,99.99998807907247,0.010015259,1.0000205,1.0015464,0.99951684,4999.960347352646,0.0013538350383748186,0.009994963,4999.960347352646,1.0000001,4999.960347352646
4579.147,0.039498992,500.0,0.0015772991519166547,,0.009999998,4999.9575,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.957696651475,0.0015772991519166547,0.01,4999.957696651475,1.0,4999.957696651475
4579.141,0.046332575,500.0,0.0021682974073403017,4.7498784e-08,0.010000002,4999.952,100,99.99998092621081,4.750053e-12,99.99980926550052,0.010004025,0.99998397,1.0003865,0.9991863,4999.951117766386,0.0021682974073403017,0.009992023,4999.951117766386,1.0000019,4999.951117766386
4579.1514,0.03496564,500.0,0.0012349216670693175,,0.009999998,4999.962,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.961977613917,0.0012349216670693175,0.01,4999.961977613917,1.0,4999.961977613917
4579.146,0.041004244,500.0,0.0017001293871703278,1.0306974e-06,0.01,4999.9565,100,99.99988174716015,1.0306566e-10,99.99990463265931,0.010025112,1.0000225,1.0025338,0.9972616,4999.955917598173,0.0017001293871703278,0.009972391,4999.955917598173,1.000001,4999.955917598173
4579.1553,0.046436623,500.0,0.0021860996351514474,2.9111852e-06,0.010000002,4999.966,100,99.99969475225711,2.9125646e-10,99.99994039539075,0.010064564,0.99976194,1.0062168,0.99271154,4999.965410700573,0.0021860996351514474,0.009929479,4999.965410700573,1.0000006,4999.965410700573
4579.1494,0.039571393,500.0,0.0015832126731228924,1.387195e-06,0.01,4999.96,100,99.99987410558096,1.3874009e-10,99.99989271175451,0.010018647,0.9999243,1.0017889,0.9963498,4999.959492336557,0.0015832126731228924,0.009964252,4999.959492336557,1.0000011,4999.959492336557
4579.1465,0.038810667,500.0,0.001524145353701014,1.5445642e-07,0.01,4999.957,100,99.9999771123372,1.5444854e-11,99.99998807907247,0.010012084,1.0000225,1.001231,0.99899435,4999.95687928214,0.001524145353701014,0.009989718,4999.95687928214,1.0000001,4999.95687928214
4579.1436,0.050215498,500.0,0.002547162370425712,,0.009999998,4999.954,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.953799890718,0.002547162370425712,0.01,4999.953799890718,1.0,4999.953799890718
4579.1484,0.035930566,500.0,0.0013035515972516874,,0.009999998,4999.959,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.959312346667,0.0013035515972516874,0.01,4999.959312346667,1.0,4999.959312346667
4579.15,0.038950555,500.0,0.0015315122124392253,,0.009999998,4999.9604,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.960541709189,0.0015315122124392253,0.01,4999.960541709189,1.0,4999.960541709189
4579.1465,0.040271867,500.0,0.0016399996261053779,,0.009999998,4999.957,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.9570386104615,0.0016399996261053779,0.01,4999.9570386104615,1.0,4999.9570386104615
4579.1484,0.03780612,500.0,0.0014434775234226358,,0.009999998,4999.959,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.958938791094,0.0014434775234226358,0.01,4999.958938791094,1.0,4999.958938791094
4579.1436,0.05461327,500.0,0.0030158546727220596,6.714329e-08,0.01,4999.954,100,100.00000762939614,6.71429e-12,100.0,0.010004216,0.9999998,1.0004214,0.9991783,4999.953650303304,0.0030158546727220596,0.009991785,4999.953650303304,1.0,4999.953650303304
4579.154,0.03207532,500.0,0.0010392262646339084,,0.009999998,4999.9644,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.964162087295,0.0010392262646339084,0.01,4999.964162087295,1.0,4999.964162087295
4579.151,0.040283527,500.0,0.0016390663642012742,,0.009999998,4999.9614,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.9614150513125,0.0016390663642012742,0.01,4999.9614150513125,1.0,4999.9614150513125
4579.146,0.041416872,500.0,0.0017329754428669498,,0.009999998,4999.9565,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.956988709579,0.0017329754428669498,0.01,4999.956988709579,1.0,4999.956988709579
4579.145,0.042754397,500.0,0.0018464592635948254,,0.009999998,4999.9556,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.955938522633,0.0018464592635948254,0.01,4999.955938522633,1.0,4999.955938522633
4579.1484,0.036545854,500.0,0.001349739309888464,,0.009999998,4999.959,100,100.0,3.5044917e-18,100.0,0.01,1.0,1.0,1.0,4999.958945557256,0.001349739309888464,0.01,4999.958945557256,1.0,4999.958945557256
4579.1484,0.040190194,500.0,0.0016303433185865166,4.3295688e-07,0.010000002,4999.9595,100,99.99995041341055,4.3287946e-11,99.99978542373924,0.0100230435,1.0000899,1.0023944,0.9978388,4999.958879900389,0.0016303433185865166,0.009977492,4999.958879900389,1.0000021,4999.958879900389
