AvgNormIw,ESSRenyi,BatchSize,ESSClassic,Bound,Delta,IterType,J,AvgDiscRet,AvgVanillaIw,VarDiscRet,MinNormIw,VarRet,EpsThisIter,AvgEpLen,VanillaAvgRet,VarNormIw,eRenyi2,MinVanillaIw,AvgRet,MaxNormIw,VarVanillaIw,MaxVanillaIw,VarJ
0.01,200.0,200,100.0,-123.055,0.5,2,-81.3405,-81.3404795115,1.0,6089.47776715,0.01,6089.47776715,100,113.26,-81.3404795115,3.50449e-18,1.0,1.0,-81.3404795115,0.01,,1.0,77.644
0.005,176.457541351,200,175.157567848,-107.175,0.5,1,-75.7729,-78.2195280984,0.995035,4958.86303955,0.000290216,4958.86303955,100,109.23,-78.2195280984,3.56354e-06,1.13342,0.057755,-78.2195280984,0.0126569,0.14113,2.51881,62.117
0.01,200.0,200,100.0,-118.904,0.5,2,-77.1894,-77.189429625,1.0,4967.14265219,0.01,4967.14265219,100,107.64,-77.189429625,3.50449e-18,1.0,1.0,-77.189429625,0.01,,1.0,70.1247
0.005,191.775424119,200,193.778711247,-106.2,0.5,1,-76.078,-77.7345067748,0.98892,4919.68069573,0.00420313,4919.68069573,100,108.98,-77.7345067748,8.06664e-07,1.04289,0.831313,-77.7345067748,0.00977034,0.0315555,1.93242,64.7167
0.01,200.0,200,100.0,-117.798,0.5,2,-76.0838,-76.0837855127,1.0,3775.11863636,0.01,3775.11863636,100,107.46,-76.0837855127,3.50449e-18,1.0,1.0,-76.0837855127,0.01,,1.0,61.134
0.005,182.687498094,200,182.328504891,-102.112,0.5,1,-71.2498,-72.4567592861,1.00489,3799.13606772,0.000415591,3799.13606772,100,102.02,-72.4567592861,2.43521e-06,1.09477,0.0835247,-72.4567592861,0.00770817,0.0983631,1.54917,51.4392
0.01,200.0,200,100.0,-112.489,0.5,2,-70.7748,-70.7747833771,1.0,2624.11390311,0.01,2624.11390311,100,100.72,-70.7747833771,3.50449e-18,1.0,1.0,-70.7747833771,0.01,,1.0,50.9693
0.005,182.848075226,200,181.477917807,-111.414,0.5,1,-80.5646,-96.1004975222,0.95539,10385.2864515,0.00124413,10385.2864515,100,129.78,-96.1004975222,2.56439e-06,1.0938,0.237726,-96.1004975222,0.00801784,0.093628,1.53203,75.482
0.01,200.0,200,100.0,-116.755,0.5,2,-75.0408,-75.0408053361,1.0,3777.43030721,0.01,3777.43030721,100,105.19,-75.0408053361,3.50449e-18,1.0,1.0,-75.0408053361,0.01,,1.0,61.1527
0.005,197.795079532,200,197.967684301,-107.957,0.5,1,-78.2964,-82.2889599006,1.00808,6080.21702613,0.00274117,6080.21702613,100,114.17,-82.2889599006,2.57934e-07,1.01115,0.552667,-82.2889599006,0.00716705,0.0104848,1.445,68.8023
0.01,200.0,200,100.0,-126.866,0.5,2,-85.1516,-85.1516456588,1.0,7225.12926399,0.01,7225.12926399,100,116.75,-85.1516456588,3.50449e-18,1.0,1.0,-85.1516456588,0.01,,1.0,84.5747
0.005,190.54343419,200,192.703400453,-109.825,0.5,1,-79.6056,-77.4325315313,0.991415,4986.41501393,0.0041471,4986.41501393,100,108.68,-77.4325315313,9.51371e-07,1.04963,0.822299,-77.4325315313,0.00913483,0.0374043,1.81128,70.6561
0.01,200.0,200,100.0,-129.009,0.5,2,-87.296,-87.2960487422,1.0,7157.81772056,0.01,7157.81772056,100,120.35,-87.2960487422,3.50449e-18,1.0,1.0,-87.2960487422,0.01,,1.0,84.1798
0.005,174.753073451,200,178.3773963,-121.241,0.5,1,-89.6857,-102.695190669,1.01356,12442.8057685,0.000622858,12442.8057685,100,137.53,-102.695190669,3.04569e-06,1.14447,0.126261,-102.695190669,0.00971104,0.125153,1.96854,92.4701
0.01,200.0,200,100.0,-123.872,0.5,2,-82.1583,-82.1582524678,1.0,6085.51496478,0.01,6085.51496478,100,113.98,-82.1582524678,3.50449e-18,1.0,1.0,-82.1582524678,0.01,,1.0,77.6187
0.005,194.549935271,200,193.362748886,-113.118,0.5,1,-83.2109,-86.0019011751,0.982264,7178.55670121,0.00220728,7178.55670121,100,118.57,-86.0019011751,8.62439e-07,1.02801,0.433627,-86.0019011751,0.00624859,0.0332847,1.22755,78.5107
0.01,200.0,200,100.0,-137.58,0.5,2,-95.8661,-95.8660797828,1.0,10422.4478722,0.01,10422.4478722,100,129.49,-95.8660797828,3.50449e-18,1.0,1.0,-95.8660797828,0.01,,1.0,101.579
0.005,143.287383801,200,146.435399323,-108.383,0.5,1,-73.5355,-74.1342450728,1.0029,3774.54456605,0.000211044,3774.54456605,100,104.4,-74.1342450728,9.1907e-06,1.3958,0.0423313,-74.1342450728,0.0142761,0.369765,2.86351,51.4546
0.01,200.0,200,100.0,-108.952,0.5,2,-67.2483,-67.2483186448,1.0,1373.84076912,0.01,1373.84076912,100,96.67,-67.2483186448,3.50449e-18,1.0,1.0,-67.2483186448,0.01,,1.0,36.8796
0.005,172.547267593,200,174.05492126,-101.704,0.5,1,-69.9482,-81.6180315129,1.00998,6091.45269219,4.93349e-05,6091.45269219,100,113.47,-81.6180315129,3.74529e-06,1.1591,0.00996545,-81.6180315129,0.00832289,0.152817,1.68119,44.7685
0.01,200.0,200,100.0,-111.457,0.5,2,-69.7432,-69.7431982505,1.0,2580.47713613,0.01,2580.47713613,100,99.49,-69.7431982505,3.50449e-18,1.0,1.0,-69.7431982505,0.01,,1.0,50.5438
0.005,181.65560762,200,179.546863028,-104.985,0.5,1,-74.0352,-84.2211518386,0.994941,7240.95463111,0.00213427,7240.95463111,100,115.84,-84.2211518386,2.86218e-06,1.10098,0.424695,-84.2211518386,0.011643,0.113332,2.31682,58.7477
0.01,200.0,200,100.0,-125.723,0.5,2,-84.0091,-84.0090861884,1.0,7252.24774521,0.01,7252.24774521,100,115.52,-84.0090861884,3.50449e-18,1.0,1.0,-84.0090861884,0.01,,1.0,84.7333
0.005,156.677687599,200,161.094029051,-104.002,0.5,1,-70.6763,-74.4966618963,1.04025,3797.37319491,4.11985e-06,3797.37319491,100,105.0,-74.4966618963,6.06812e-06,1.27651,0.000857136,-74.4966618963,0.0082052,0.262658,1.70709,46.3624
0.01,200.0,200,100.0,-108.622,0.5,2,-66.909,-66.9090279737,1.0,1366.77070218,0.01,1366.77070218,100,95.97,-66.9090279737,3.50449e-18,1.0,1.0,-66.9090279737,0.01,,1.0,36.7845
0.005,195.201913343,200,193.893357002,-95.559,0.5,1,-65.7027,-65.9270597968,1.00059,1348.31689597,0.00199119,1348.31689597,100,94.71,-65.9270597968,7.91331e-07,1.02458,0.398472,-65.9270597968,0.00811945,0.0316904,1.62484,32.0009
0.01,200.0,200,100.0,-126.808,0.5,2,-85.0943,-85.094352857,1.0,7245.13336005,0.01,7245.13336005,100,117.48,-85.094352857,3.50449e-18,1.0,1.0,-85.094352857,0.01,,1.0,84.6917
0.005,166.819172115,200,169.954057133,-114.484,0.5,1,-82.1868,-88.5473387632,0.98072,8308.29837137,0.000300388,8308.29837137,100,121.23,-88.5473387632,4.44192e-06,1.1989,0.0589193,-88.5473387632,0.0094248,0.170892,1.84862,77.4799
0.01,200.0,200,100.0,-122.088,0.5,2,-80.3733,-80.3732527201,1.0,6144.37601223,0.01,6144.37601223,100,111.49,-80.3732527201,3.50449e-18,1.0,1.0,-80.3732527201,0.01,,1.0,77.9932
0.005,173.765218114,200,162.161923267,-106.609,0.5,1,-74.9641,-76.2946798375,0.951529,5003.54278633,2.39516e-05,5003.54278633,100,106.21,-76.2946798375,5.86269e-06,1.15098,0.00455813,-76.2946798375,0.0152991,0.212325,2.9115,68.4496
0.01,200.0,200,100.0,-120.061,0.5,2,-78.3497,-78.3496650778,1.0,4934.83763896,0.01,4934.83763896,100,109.61,-78.3496650778,3.50449e-18,1.0,1.0,-78.3496650778,0.01,,1.0,69.8963
0.005,194.741546809,200,194.914427957,-105.391,0.5,1,-75.4992,-74.3529879497,1.01518,3787.25839498,0.00373015,3787.25839498,100,104.42,-74.3529879497,6.55566e-07,1.027,0.757354,-74.3529879497,0.0080431,0.0270248,1.63304,61.8956
0.01,200.0,200,100.0,-109.903,0.5,2,-68.1909,-68.1909350251,1.0,1370.71893343,0.01,1370.71893343,100,97.54,-68.1909350251,3.50449e-18,1.0,1.0,-68.1909350251,0.01,,1.0,36.8376
0.005,195.535616989,200,195.010032341,-101.92,0.5,1,-72.089,-77.4398169155,1.0116,4962.78735337,0.00436597,4962.78735337,100,108.28,-77.4398169155,6.42916e-07,1.02283,0.883322,-77.4398169155,0.0104953,0.0263167,2.12342,52.9564
0.01,200.0,200,100.0,-125.892,0.5,2,-84.1779,-84.1778975336,1.0,6057.61869783,0.01,6057.61869783,100,116.49,-84.1778975336,3.50449e-18,1.0,1.0,-84.1778975336,0.01,,1.0,77.4406
0.005,182.665797535,200,179.610297029,-108.844,0.5,1,-77.9795,-77.107402264,0.970851,4956.9919649,0.00320935,4956.9919649,100,107.68,-77.107402264,2.8523e-06,1.0949,0.62316,-77.107402264,0.0163338,0.107538,3.17153,64.4721
0.01,200.0,200,100.0,-127.556,0.5,2,-85.8416,-85.8415849903,1.0,7211.52609642,0.01,7211.52609642,100,118.75,-85.8415849903,3.50449e-18,1.0,1.0,-85.8415849903,0.01,,1.0,84.495
0.005,190.243428397,200,182.668316442,-107.331,0.5,1,-77.0874,-71.4764616652,1.03669,2601.57204594,0.00400086,2601.57204594,100,101.23,-71.4764616652,2.38393e-06,1.05128,0.829531,-71.4764616652,0.0184466,0.102483,3.82468,63.4695
0.01,200.0,200,100.0,-120.893,0.5,2,-79.179,-79.1790268415,1.0,6167.27288877,0.01,6167.27288877,100,109.21,-79.1790268415,3.50449e-18,1.0,1.0,-79.1790268415,0.01,,1.0,78.1383
0.005,151.382423966,200,148.939286122,-104.148,0.5,1,-70.2448,-74.9174095711,0.970048,3791.60831356,1.01551e-05,3791.60831356,100,105.18,-74.9174095711,8.6138e-06,1.32116,0.00197018,-74.9174095711,0.0099969,0.324221,1.93949,43.6381
0.01,200.0,200,100.0,-118.042,0.5,2,-76.3281,-76.3281242023,1.0,4971.74220339,0.01,4971.74220339,100,106.5,-76.3281242023,3.50449e-18,1.0,1.0,-76.3281242023,0.01,,1.0,70.1571
0.005,187.050772309,200,188.945009277,-108.637,0.5,1,-78.1367,-83.9431533168,0.982932,7252.560171,0.000711046,7252.560171,100,115.26,-83.9431533168,1.47008e-06,1.06923,0.139782,-83.9431533168,0.00851076,0.056813,1.6731,72.5475
0.01,200.0,200,100.0,-114.074,0.5,2,-72.3609,-72.3608778334,1.0,2576.74108188,0.01,2576.74108188,100,103.05,-72.3608778334,3.50449e-18,1.0,1.0,-72.3608778334,0.01,,1.0,50.5072
0.005,195.295643789,200,195.995839453,-100.162,0.5,1,-70.3135,-69.5684487882,1.00994,2605.55747056,0.00216865,2605.55747056,100,98.41,-69.5684487882,5.13321e-07,1.02409,0.43804,-69.5684487882,0.00591344,0.020943,1.19444,47.2398
0.01,200.0,200,100.0,-111.551,0.5,2,-69.8375,-69.8375257069,1.0,1368.19568884,0.01,1368.19568884,100,100.01,-69.8375257069,3.50449e-18,1.0,1.0,-69.8375257069,0.01,,1.0,36.8037
0.005,193.677671954,200,194.24035367,-102.256,0.5,1,-72.2812,-76.7630175444,1.00713,3753.0617431,0.00292036,3753.0617431,100,108.12,-76.7630175444,7.45029e-07,1.03264,0.588236,-76.7630175444,0.00828468,0.0302277,1.66875,45.135
0.01,200.0,200,100.0,-126.09,0.5,2,-84.3756,-84.3755772953,1.0,7242.48804064,0.01,7242.48804064,100,115.74,-84.3755772953,3.50449e-18,1.0,1.0,-84.3755772953,0.01,,1.0,84.6762
0.005,180.754489715,200,182.78006085,-106.133,0.5,1,-75.1059,-74.7788689449,1.00483,3762.78979628,9.81797e-05,3762.78979628,100,105.41,-74.7788689449,2.36712e-06,1.10647,0.0197307,-74.7788689449,0.0084103,0.0956009,1.69018,62.9254
0.01,200.0,200,100.0,-124.528,0.5,2,-82.8106,-82.8106293888,1.0,6075.91975051,0.01,6075.91975051,100,114.86,-82.8106293888,3.50449e-18,1.0,1.0,-82.8106293888,0.01,,1.0,77.5575
0.005,183.745163842,200,181.391867571,-105.733,0.5,1,-74.957,-71.053429898,1.00557,2600.93130254,0.000349264,2600.93130254,100,101.41,-71.053429898,2.57752e-06,1.08846,0.0702416,-71.053429898,0.0103647,0.104252,2.08449,56.2911
0.01,200.0,200,100.0,-118.379,0.5,2,-76.6654,-76.6654511671,1.0,4965.08546094,0.01,4965.08546094,100,107.22,-76.6654511671,3.50449e-18,1.0,1.0,-76.6654511671,0.01,,1.0,70.1102
0.005,186.745170534,200,187.225956885,-99.8632,0.5,1,-69.3384,-66.5095154828,0.977296,1369.13746582,0.0017215,1369.13746582,100,95.04,-66.5095154828,1.71427e-06,1.07098,0.336483,-66.5095154828,0.0100549,0.0654924,1.96531,46.5774
0.01,200.0,200,100.0,-115.997,0.5,2,-74.2835,-74.283530274,1.0,3759.94490567,0.01,3759.94490567,100,104.84,-74.283530274,3.50449e-18,1.0,1.0,-74.283530274,0.01,,1.0,61.011
0.005,185.045286264,200,183.925570748,-106.558,0.5,1,-75.8923,-82.3740565988,1.02696,6077.30363993,0.00225203,6077.30363993,100,114.45,-82.3740565988,2.19589e-06,1.08082,0.462551,-82.3740565988,0.0120427,0.092636,2.47349,59.643
0.01,200.0,200,100.0,-117.724,0.5,2,-76.0137,-76.0137544432,1.0,3802.58743909,0.01,3802.58743909,100,106.61,-76.0137544432,3.50449e-18,1.0,1.0,-76.0137544432,0.01,,1.0,61.356
0.005,195.242325692,200,194.75990024,-102.881,0.5,1,-73.0283,-71.548698865,1.00807,2595.9255485,0.00274464,2595.9255485,100,101.84,-71.548698865,6.76014e-07,1.02437,0.553357,-71.548698865,0.00967897,0.0274787,1.95141,53.2649
0.01,200.0,200,100.0,-129.358,0.5,2,-87.6446,-87.6446198583,1.0,8361.41222192,0.01,8361.41222192,100,119.79,-87.6446198583,3.50449e-18,1.0,1.0,-87.6446198583,0.01,,1.0,90.9824
0.005,173.086397031,200,178.225106661,-111.536,0.5,1,-79.83,-81.6966660263,1.08123,6096.18127998,0.00014874,6096.18127998,100,113.23,-81.6966660263,3.06976e-06,1.15549,0.0321646,-81.6966660263,0.0127321,0.14355,2.75329,73.2993
0.01,200.0,200,100.0,-111.735,0.5,2,-70.0203,-70.0203441072,1.0,2608.22910325,0.01,2608.22910325,100,99.61,-70.0203441072,3.50449e-18,1.0,1.0,-70.0203441072,0.01,,1.0,50.8148
0.005,166.447768396,200,165.662589661,-105.288,0.5,1,-72.9548,-87.1156011546,1.06383,8377.47592618,0.00131463,8377.47592618,100,119.25,-87.1156011546,5.20787e-06,1.20158,0.279708,-87.1156011546,0.0171472,0.235758,3.64834,54.7932
0.01,200.0,200,100.0,-119.065,0.5,2,-77.3508,-77.3507949738,1.0,4970.30022342,0.01,4970.30022342,100,107.76,-77.3507949738,3.50449e-18,1.0,1.0,-77.3507949738,0.01,,1.0,70.147
0.005,187.502190496,200,188.286756448,-113.504,0.5,1,-83.0404,-92.8611922838,1.00362,9338.48325042,0.00135503,9338.48325042,100,126.36,-92.8611922838,1.56306e-06,1.06665,0.271987,-92.8611922838,0.00663758,0.0629757,1.33232,80.4236
0.01,200.0,200,100.0,-118.222,0.5,2,-76.5081,-76.5081513217,1.0,5034.14072247,0.01,5034.14072247,100,107.01,-76.5081513217,3.50449e-18,1.0,1.0,-76.5081513217,0.01,,1.0,70.596
0.005,165.082617488,200,162.9418938,-108.03,0.5,1,-75.5632,-87.4158358838,0.977279,8366.51629704,1.61931e-05,8366.51629704,100,119.65,-87.4158358838,5.71435e-06,1.21151,0.00316504,-87.4158358838,0.00855098,0.218305,1.67134,69.1808
0.01,200.0,200,100.0,-120.22,0.5,2,-78.5062,-78.5062234242,1.0,4929.55099971,0.01,4929.55099971,100,109.74,-78.5062234242,3.50449e-18,1.0,1.0,-78.5062234242,0.01,,1.0,69.8588
0.005,190.721615732,200,191.250356218,-103.114,0.5,1,-72.9084,-70.5665883327,0.998352,2594.91231973,0.000701973,2594.91231973,100,100.13,-70.5665883327,1.14949e-06,1.04865,0.140163,-70.5665883327,0.00699947,0.0458281,1.39759,55.667
0.01,200.0,200,100.0,-134.278,0.5,2,-92.5633,-92.5633533868,1.0,9361.628969,0.01,9361.628969,100,125.87,-92.5633533868,3.50449e-18,1.0,1.0,-92.5633533868,0.01,,1.0,96.2705
0.005,141.799964975,200,143.477126925,-108.278,0.5,1,-73.2471,-71.5293662724,0.993691,2599.15644746,6.45208e-07,2599.15644746,100,101.53,-71.5293662724,9.89825e-06,1.41044,0.000128228,-71.5293662724,0.0130871,0.39095,2.6009,48.7611
0.01,200.0,200,100.0,-118.702,0.5,2,-76.9947,-76.9947089656,1.0,3735.49130402,0.01,3735.49130402,100,109.12,-76.9947089656,3.50449e-18,1.0,1.0,-76.9947089656,0.01,,1.0,60.8123
0.005,169.473470273,200,160.819624833,-106.036,0.5,1,-73.9929,-83.1469889091,0.946148,7269.25641709,9.42675e-06,7269.25641709,100,114.44,-83.1469889091,6.12133e-06,1.18013,0.00178382,-83.1469889091,0.0129309,0.219192,2.44691,55.8605
0.01,200.0,200,100.0,-112.136,0.5,2,-70.425,-70.4250240828,1.0,2580.15309666,0.01,2580.15309666,100,100.4,-70.4250240828,3.50449e-18,1.0,1.0,-70.4250240828,0.01,,1.0,50.5406
0.005,185.595447621,200,182.025713582,-102.356,0.5,1,-71.7372,-77.6202632056,0.958196,4938.51500002,0.00141345,4938.51500002,100,109.33,-77.6202632056,2.48106e-06,1.07761,0.270872,-77.6202632056,0.0159293,0.0911184,3.05269,51.7366
0.01,200.0,200,100.0,-114.992,0.5,2,-73.2807,-73.2807404795,1.0,3808.68457328,0.01,3808.68457328,100,103.45,-73.2807404795,3.50449e-18,1.0,1.0,-73.2807404795,0.01,,1.0,61.4052
0.005,180.638770608,200,179.99017379,-100.436,0.5,1,-69.3998,-74.0682355283,1.00498,3773.05824979,0.00040798,3773.05824979,100,104.92,-74.0682355283,2.79327e-06,1.10718,0.0820023,-74.0682355283,0.00909468,0.112846,1.828,47.0586
0.01,200.0,200,100.0,-73.0447,0.5,2,-64.1301,-64.1301435672,1.0,113.022290545,0.01,113.022290545,100,93.19,-64.1301435672,3.50449e-18,1.0,1.0,-64.1301435672,0.01,,1.0,10.5779
0.005,169.166122684,200,169.961673899,-103.634,0.5,1,-71.5617,-88.4505071028,0.99128,8323.28043888,0.000298003,8323.28043888,100,121.3,-88.4505071028,4.4406e-06,1.18227,0.0590809,-88.4505071028,0.00839712,0.17454,1.66478,47.6177
0.01,200.0,200,100.0,-111.754,0.5,2,-70.0397,-70.039736556,1.0,2608.02677331,0.01,2608.02677331,100,99.87,-70.039736556,3.50449e-18,1.0,1.0,-70.039736556,0.01,,1.0,50.8129
0.005,186.10300858,200,185.164338395,-102.058,0.5,1,-71.4797,-77.6509196368,0.976531,4946.81691802,0.000640561,4946.81691802,100,108.4,-77.6509196368,2.01311e-06,1.07467,0.125105,-77.6509196368,0.00885439,0.0767889,1.72932,53.1447
0.01,200.0,200,100.0,-115.826,0.5,2,-74.1129,-74.1128780888,1.0,3787.79213319,0.01,3787.79213319,100,104.82,-74.1128780888,3.50449e-18,1.0,1.0,-74.1128780888,0.01,,1.0,61.2365
0.005,176.897450356,200,180.288766389,-111.545,0.5,1,-80.1819,-94.6266563269,1.01086,9290.91926947,0.00164365,9290.91926947,100,129.14,-94.6266563269,2.74702e-06,1.1306,0.332301,-94.6266563269,0.0131914,0.112281,2.66693,65.5723
0.01,200.0,200,100.0,-107.998,0.5,2,-66.2959,-66.2958753085,1.0,1423.74495762,0.01,1423.74495762,100,94.87,-66.2958753085,3.50449e-18,1.0,1.0,-66.2958753085,0.01,,1.0,37.5434
0.005,195.001598163,200,195.07923154,-94.6082,0.5,1,-64.745,-64.7452799213,0.990362,125.906613014,0.00248251,125.906613014,100,94.25,-64.7452799213,6.33779e-07,1.02563,0.491717,-64.7452799213,0.00690073,0.0248649,1.36684,21.3466
0.01,200.0,200,100.0,-115.955,0.5,2,-74.241,-74.2409931996,1.0,3799.11102261,0.01,3799.11102261,100,104.37,-74.2409931996,3.50449e-18,1.0,1.0,-74.2409931996,0.01,,1.0,61.328
0.005,190.618578124,200,189.346146337,-103.909,0.5,1,-73.6957,-76.7063108246,1.02317,5000.7453758,0.00223294,5000.7453758,100,107.07,-76.7063108246,1.41373e-06,1.04922,0.456934,-76.7063108246,0.0104232,0.0591997,2.13294,58.5339
0.01,200.0,200,100.0,-124.154,0.5,2,-82.44,-82.4400363912,1.0,6076.11603007,0.01,6076.11603007,100,114.95,-82.4400363912,3.50449e-18,1.0,1.0,-82.4400363912,0.01,,1.0,77.5587
0.005,189.500002937,200,188.946101396,-107.233,0.5,1,-76.9305,-75.112610549,0.98751,3763.83780831,0.0030161,3763.83780831,100,105.85,-75.112610549,1.46992e-06,1.05541,0.595686,-75.112610549,0.0128911,0.0573374,2.54601,61.6513
0.01,200.0,200,100.0,-110.117,0.5,2,-68.4056,-68.4056343687,1.0,1394.15825045,0.01,1394.15825045,100,98.37,-68.4056343687,3.50449e-18,1.0,1.0,-68.4056343687,0.01,,1.0,37.1513
0.005,190.898827541,200,192.202816597,-101.408,0.5,1,-71.2171,-76.9415663373,0.974035,4981.52655819,0.00294938,4981.52655819,100,107.91,-76.9415663373,1.01927e-06,1.04768,0.57456,-76.9415663373,0.00905201,0.0386811,1.76339,49.2568
0.01,200.0,200,100.0,-129.894,0.5,2,-88.1799,-88.1799066415,1.0,8362.36679916,0.01,8362.36679916,100,120.12,-88.1799066415,3.50449e-18,1.0,1.0,-88.1799066415,0.01,,1.0,90.9876
0.005,197.673778252,200,198.385526707,-112.402,0.5,1,-82.7326,-77.9644648574,1.00211,4954.27698428,0.00398181,4954.27698428,100,109.42,-77.9644648574,2.0447e-07,1.01177,0.798043,-77.9644648574,0.00679629,0.00821339,1.36213,80.4502
0.01,200.0,200,100.0,-118.905,0.5,2,-77.1912,-77.1911626452,1.0,4990.90739464,0.01,4990.90739464,100,108.01,-77.1911626452,3.50449e-18,1.0,1.0,-77.1911626452,0.01,,1.0,70.2922
0.005,189.771303469,200,181.772311793,-106.319,0.5,1,-76.0376,-78.3546937953,1.03266,4945.37837012,0.00397606,4945.37837012,100,109.96,-78.3546937953,2.51954e-06,1.0539,0.82118,-78.3546937953,0.0165474,0.107471,3.41756,63.0371
0.01,200.0,200,100.0,-140.316,0.5,2,-98.6013,-98.6013110256,1.0,11473.5142417,0.01,11473.5142417,100,132.67,-98.6013110256,3.50449e-18,1.0,1.0,-98.6013110256,0.01,,1.0,106.578
0.005,183.545851903,200,182.477747764,-112.252,0.5,1,-81.4617,-68.2196089248,1.01821,1362.14092332,0.000634437,1362.14092332,100,98.45,-68.2196089248,2.41267e-06,1.08965,0.129198,-68.2196089248,0.0110828,0.100053,2.25692,75.5158
0.01,200.0,200,100.0,-134.663,0.5,2,-92.9491,-92.9491361217,1.0,9320.02891405,0.01,9320.02891405,100,126.72,-92.9491361217,3.50449e-18,1.0,1.0,-92.9491361217,0.01,,1.0,96.0564
0.005,191.266581848,200,191.330315476,-116.081,0.5,1,-85.9182,-81.6426093814,1.00191,6082.58333326,0.00163536,6082.58333326,100,113.03,-81.6426093814,1.13852e-06,1.04566,0.327697,-81.6426093814,0.00957623,0.0457151,1.91891,83.6905
0.01,200.0,200,100.0,-136.376,0.5,2,-94.6615,-94.6614685732,1.0,9261.70475535,0.01,9261.70475535,100,128.24,-94.6614685732,3.50449e-18,1.0,1.0,-94.6614685732,0.01,,1.0,95.7553
0.005,170.537320327,200,171.968291342,-117.584,0.5,1,-85.6409,-87.2446122229,1.01345,7119.34562629,0.000378099,7119.34562629,100,120.2,-87.2446122229,4.0956e-06,1.17276,0.0766367,-87.2446122229,0.0144943,0.16826,2.93785,79.6469
0.01,200.0,200,100.0,-125.587,0.5,2,-83.8728,-83.8728188524,1.0,6032.31823107,0.01,6032.31823107,100,116.24,-83.8728188524,3.50449e-18,1.0,1.0,-83.8728188524,0.01,,1.0,77.2787
0.005,168.869201883,200,171.47670003,-108.627,0.5,1,-76.5264,-78.1953663862,1.01278,4950.89283949,0.000190216,4950.89283949,100,109.39,-78.1953663862,4.17938e-06,1.18435,0.0385295,-78.1953663862,0.00925384,0.171476,1.87442,56.3833
0.01,200.0,200,100.0,-112.22,0.5,2,-70.506,-70.5060136531,1.0,2573.42955948,0.01,2573.42955948,100,100.46,-70.5060136531,3.50449e-18,1.0,1.0,-70.5060136531,0.01,,1.0,50.4747
0.005,194.977190972,200,193.981205201,-99.5332,0.5,1,-69.6595,-70.3994174381,1.00948,2598.74964072,0.00138636,2598.74964072,100,100.28,-70.3994174381,7.79585e-07,1.02576,0.279901,-70.3994174381,0.00853968,0.0317775,1.72413,45.8136
0.01,200.0,200,100.0,-130.758,0.5,2,-89.0436,-89.043655127,1.0,8304.23526873,0.01,8304.23526873,100,121.21,-89.043655127,3.50449e-18,1.0,1.0,-89.043655127,0.01,,1.0,90.6708
0.005,187.429650549,200,190.233347985,-113.508,0.5,1,-83.0385,-80.8458908685,0.979924,6160.2308961,0.00267309,6160.2308961,100,112.22,-80.8458908685,1.28996e-06,1.06707,0.523885,-80.8458908685,0.00966287,0.0495473,1.89378,80.0972
0.01,200.0,200,100.0,-112.814,0.5,2,-71.1003,-71.1002728468,1.0,2603.05892626,0.01,2603.05892626,100,101.16,-71.1002728468,3.50449e-18,1.0,1.0,-71.1002728468,0.01,,1.0,50.7644
0.005,186.943620905,200,188.242152663,-101.053,0.5,1,-70.5445,-74.9313145861,1.00351,3776.65052102,0.00120745,3776.65052102,100,105.58,-74.9313145861,1.56938e-06,1.06984,0.242338,-74.9313145861,0.00701092,0.063217,1.40711,46.4509
0.01,200.0,200,100.0,-122.994,0.5,2,-81.2807,-81.2807201666,1.0,6108.09370709,0.01,6108.09370709,100,112.82,-81.2807201666,3.50449e-18,1.0,1.0,-81.2807201666,0.01,,1.0,77.7626
0.005,184.184995456,200,182.071900373,-106.553,0.5,1,-75.8166,-75.7617566715,1.02734,3865.31660699,0.00175332,3865.31660699,100,106.77,-75.7617566715,2.47405e-06,1.08586,0.360251,-75.7617566715,0.0127626,0.104447,2.62231,57.6194
0.01,200.0,200,100.0,-122.72,0.5,2,-81.0064,-81.0063773029,1.0,6124.39202284,0.01,6124.39202284,100,112.42,-81.0063773029,3.50449e-18,1.0,1.0,-81.0063773029,0.01,,1.0,77.8662
0.005,184.714873138,200,184.424659099,-106.01,0.5,1,-75.3177,-74.7208747353,1.00627,3809.10717635,0.00135918,3809.10717635,100,104.78,-74.7208747353,2.12195e-06,1.08275,0.273541,-74.7208747353,0.0102092,0.0859459,2.05464,62.9153
0.01,200.0,200,100.0,-119.571,0.5,2,-77.8578,-77.8578338869,1.0,4934.85156678,0.01,4934.85156678,100,108.52,-77.8578338869,3.50449e-18,1.0,1.0,-77.8578338869,0.01,,1.0,69.8964
0.005,190.572242102,200,188.707465029,-103.329,0.5,1,-73.1115,-71.5384858444,0.977661,2587.1175795,0.00167735,2587.1175795,100,101.9,-71.5384858444,1.50357e-06,1.04947,0.327975,-71.5384858444,0.00794932,0.0574856,1.55435,56.3443
0.01,200.0,200,100.0,-111.247,0.5,2,-69.5331,-69.5331017876,1.0,2615.90868427,0.01,2615.90868427,100,98.55,-69.5331017876,3.50449e-18,1.0,1.0,-69.5331017876,0.01,,1.0,50.8896
0.005,193.973611049,200,194.620180656,-104.493,0.5,1,-74.5426,-81.6716871376,1.0078,6113.39359439,0.00202734,6113.39359439,100,112.94,-81.6716871376,6.94543e-07,1.03107,0.408632,-81.6716871376,0.00618051,0.028217,1.24575,63.6794
