VarRet,AvgVanillaIw,MaxVanillaIw,VarDiscRet,VarNormIw,MaxNormIw,MinVanillaIw,VanillaAvgRet,AvgDiscRet,Delta,AvgRet,IterType,Bound,eRenyi2,VarJ,ESSRenyi,VarVanillaIw,AvgEpLen,EpsThisIter,AvgNormIw,BatchSize,MinNormIw,J,ESSClassic
1735.98398748,0.990992,1.85852,1735.98398748,1.0386e-05,0.0187541,0.183815,-119.975974872,-119.975974872,0.4,-119.975974872,1,-162.488,1.09133,22.6344,91.6316282289,0.101998,46.09,100,0.01,100,0.00185486,-114.784,90.6764661763
522.279383292,1.04672,1.52522,522.279383292,3.15348e-06,0.0145714,0.504708,-112.827019425,-112.827019425,0.4,-112.827019425,1,-150.074,1.04004,14.3201,96.150311887,0.0345504,21.83,100,0.01,100,0.00482179,-111.169,96.9726046517
1739.65779219,1.01094,2.04272,1739.65779219,4.29724e-06,0.0202062,0.440552,-117.410973005,-117.410973005,0.4,-117.410973005,1,-176.789,1.03942,29.1347,96.2074002305,0.0439174,30.9,100,0.01,100,0.00435786,-114.82,95.9193406689
274.307783591,0.528591,14.8904,274.307783591,0.000966785,0.2817,2.18681e-06,-111.751016445,-111.751016445,0.4,-111.751016445,1,-137.296,1.0,4.8022,99.9999284745,2.70128,25.02,100,0.01,100,4.13706e-08,-107.739,9.45968586216
9.75723689711,1.00494,1.15532,9.75723689711,1.25902e-06,0.0114965,0.642172,-108.318315896,-108.318315896,0.4,-108.318315896,1,-122.618,1.013,2.93438,98.7169724282,0.0127148,15.93,100,0.01,100,0.00639017,-108.131,98.7689248277
10.8930608193,1.01612,1.20699,10.8930608193,6.85837e-07,0.0118783,0.81866,-107.981662376,-107.981662376,0.4,-107.981662376,1,-122.988,1.0064,3.076,99.3642358031,0.00708133,16.57,100,0.01,100,0.00805669,-107.879,99.3256162078
7.39804338905,1.00794,1.22334,7.39804338905,7.73921e-07,0.012137,0.677884,-107.488147839,-107.488147839,0.4,-107.488147839,1,-122.079,1.00719,2.50666,99.2860280194,0.0078626,16.12,100,0.01,100,0.00672543,-107.381,99.239627147
11.617783074,0.995495,1.734,11.617783074,2.76717e-06,0.0174184,0.524446,-107.000999548,-107.000999548,0.4,-107.000999548,1,-120.792,1.02326,4.57207,97.7264291687,0.0274229,16.43,100,0.01,100,0.0052682,-106.716,97.333571875
9.89611276096,1.00017,1.22084,9.89611276096,1.0025e-06,0.0122063,0.737739,-107.747070044,-107.747070044,0.4,-107.747070044,1,-122.194,1.00911,2.85128,99.0977068246,0.0100284,16.15,100,0.01,100,0.00737615,-107.614,99.017278018
12.636815702,0.985068,1.14595,12.636815702,8.91807e-07,0.0116332,0.61418,-107.315887098,-107.315887098,0.4,-107.315887098,1,-123.39,1.00674,3.10046,99.330314959,0.00865373,16.71,100,0.01,100,0.0062349,-107.204,99.1248455928
6.29396946938,1.00786,1.14804,6.29396946938,3.21892e-07,0.0113909,0.825223,-107.09256405,-107.09256405,0.4,-107.09256405,1,-121.396,1.00359,2.46288,99.6421670577,0.0032697,16.21,100,0.01,100,0.0081879,-107.042,99.6823490333
11.5974311208,0.985788,3.0482,11.5974311208,9.33282e-06,0.0309215,0.640995,-107.232805636,-107.232805636,0.4,-107.232805636,1,-121.602,1.0504,6.9842,95.2021827275,0.0906944,16.48,100,0.01,100,0.00650236,-106.642,91.5419804594
6.93311609622,0.994427,1.11944,6.93311609622,2.77455e-07,0.0112571,0.833049,-107.151430623,-107.151430623,0.4,-107.151430623,1,-121.145,1.00274,2.56348,99.7267461704,0.00274371,16.11,100,0.01,100,0.00837718,-107.113,99.7260850852
11.4788111373,1.00547,1.33301,11.4788111373,1.62608e-06,0.0132575,0.584375,-107.316370483,-107.316370483,0.4,-107.316370483,1,-123.083,1.0124,2.73009,98.7752776852,0.0164392,15.56,100,0.01,100,0.00581195,-107.104,98.4156991042
7.78956140012,1.00206,1.19017,7.78956140012,4.44745e-07,0.0118772,0.762049,-107.342804648,-107.342804648,0.4,-107.342804648,1,-121.544,1.00481,2.6711,99.5211278433,0.00446583,15.71,100,0.01,100,0.0076048,-107.273,99.5616533843
6.97878588096,0.996024,1.15273,6.97878588096,3.37847e-07,0.0115733,0.846438,-107.095340299,-107.095340299,0.4,-107.095340299,1,-121.366,1.00384,2.58227,99.6175192523,0.00335166,16.13,100,0.01,100,0.00849817,-107.04,99.6666403121
15.1097459434,1.00632,1.71628,15.1097459434,2.41956e-06,0.0170551,0.549108,-106.979963009,-106.979963009,0.4,-106.979963009,1,-121.254,1.02222,5.20661,97.8264692615,0.0245022,17.41,100,0.01,100,0.00545661,-106.686,97.6606296204
5.49537936048,0.994414,1.25601,5.49537936048,1.05286e-06,0.0126307,0.650044,-106.973251591,-106.973251591,0.4,-106.973251591,1,-120.878,1.00616,2.2726,99.3873453583,0.0104113,16.87,100,0.01,100,0.00653696,-106.884,98.9684101768
9.27642224062,0.997029,1.16327,9.27642224062,1.67737e-06,0.0116673,0.665833,-107.369828367,-107.369828367,0.4,-107.369828367,1,-121.541,1.01361,2.93931,98.6571347354,0.0166742,16.85,100,0.01,100,0.00667817,-107.178,98.3665394646
17.7672967228,0.991013,1.13485,17.7672967228,6.76709e-07,0.0114514,0.698414,-107.163980079,-107.163980079,0.4,-107.163980079,1,-123.945,1.00636,3.62096,99.3679669802,0.00664601,17.87,100,0.01,100,0.00704747,-107.05,99.3345183688
6.95343653424,1.003,1.20575,6.95343653424,2.01512e-07,0.0120214,0.900733,-107.237702453,-107.237702453,0.4,-107.237702453,1,-121.368,1.00184,2.60559,99.8159583297,0.00202722,16.96,100,0.01,100,0.0089804,-107.212,99.8009178051
7.05367292457,1.00303,1.16077,7.05367292457,4.57361e-07,0.0115726,0.772045,-106.942228298,-106.942228298,0.4,-106.942228298,1,-120.753,1.00436,2.62821,99.5657548064,0.0046014,16.83,100,0.01,100,0.0076971,-106.883,99.5492236237
4.27761097825,1.00765,1.21194,4.27761097825,4.13528e-07,0.0120274,0.815927,-106.8678879,-106.8678879,0.4,-106.8678879,1,-120.604,1.00332,2.03194,99.6695388693,0.00419876,18.17,100,0.01,100,0.00809737,-106.822,99.5922686169
4.44001609347,1.00679,1.10052,4.44001609347,1.53223e-07,0.0109309,0.898215,-106.906773237,-106.906773237,0.4,-106.906773237,1,-120.719,1.00171,2.07392,99.8291792823,0.00155311,15.73,100,0.01,100,0.00892157,-106.883,99.8485718042
6.2505801028,1.00158,1.15366,6.2505801028,5.34686e-07,0.0115183,0.736031,-106.60849085,-106.60849085,0.4,-106.60849085,1,-120.61,1.0049,2.42835,99.5124858477,0.0053638,17.8,100,0.01,100,0.00734868,-106.541,99.4734756371
5.29984689012,0.995399,1.092,5.29984689012,2.66454e-07,0.0109705,0.837086,-106.660644486,-106.660644486,0.4,-106.660644486,1,-120.739,1.00249,2.25482,99.7515073717,0.00264008,16.01,100,0.01,100,0.00840955,-106.626,99.7368866872
10.6776292208,1.01606,2.20312,10.6776292208,4.26105e-06,0.021683,0.620736,-106.724018107,-106.724018107,0.4,-106.724018107,1,-120.641,1.02568,4.47526,97.496674219,0.04399,18.17,100,0.01,100,0.00610925,-106.395,95.9522958096
5.65596792815,1.00185,1.05541,5.65596792815,1.99927e-07,0.0105346,0.788251,-106.795262899,-106.795262899,0.4,-106.795262899,1,-120.648,1.00197,2.35293,99.8036076841,0.00200666,17.23,100,0.01,100,0.00786796,-106.768,99.8024852182
7.15584987221,1.00147,1.13066,7.15584987221,3.33106e-07,0.0112899,0.837321,-107.221155936,-107.221155936,0.4,-107.221155936,1,-121.11,1.00311,2.71344,99.6895681739,0.00334088,16.79,100,0.01,100,0.0083609,-107.178,99.6713109585
16.8233823768,0.988749,1.21686,16.8233823768,7.811e-07,0.0123071,0.695956,-106.387187496,-106.387187496,0.4,-106.387187496,1,-120.205,1.00814,4.32657,99.1927750136,0.00763623,18.26,100,0.01,100,0.00703875,-106.279,99.2326884296
6.66408537171,1.00802,1.15795,6.66408537171,4.44625e-07,0.0114874,0.844861,-107.022591858,-107.022591858,0.4,-107.022591858,1,-120.997,1.00368,2.60425,99.6328768464,0.00451781,16.84,100,0.01,100,0.00838143,-106.971,99.5617554786
