VarRet,VarNormIw,AvgEpLen,MinVanillaIw,AvgRet,MaxNormIw,VarVanillaIw,VarJ,MaxVanillaIw,AvgDiscRet,ESSClassic,J,BatchSize,VanillaAvgRet,AvgVanillaIw,Bound,VarDiscRet,eRenyi2,AvgNormIw,ESSRenyi,MinNormIw
34471.146814192376,0.0071094646,12.88,,118.74057484569013,0.8423297,75.90996,2142.533,87.03883,118.74057484569013,1.400880411615124,1453.2748,100,118.74057484569013,1.0333108,610.5694,34471.146814192376,35.11422,0.009999999,2.847849132133012,
214488.99947369398,0.0057856464,47.22,3.4632364e-21,462.0316395823741,0.7511014,102.40584,4775.071,99.927505,462.0316395823741,1.7159166267017378,2511.6797,100,462.0316395823741,1.3304131,1160.4053,214488.99947369398,27.360037,0.01,3.654965837521861,2.6031287e-23
843412.0012249784,0.008043989,114.73,,1137.0562698981616,0.8962539,41.767662,3067.3333,64.582596,1137.0562698981616,1.2401491968218505,4364.076,100,1137.0562698981616,0.72058374,2118.106,843412.0012249784,28.493517,0.01,3.509570274310355,
1884752.7477666324,0.0065467623,187.09,,1861.204934574984,0.8087248,14.45882,3743.7712,38.00616,1861.204934574984,1.5194581924716972,4576.545,100,1861.204934574984,0.46995172,2633.3699,1884752.7477666324,21.323107,0.01,4.689748126226973,
2543193.5340364967,0.00029968604,329.4,3.0808037e-06,3286.3066964008776,0.14766589,3.4856613,2360.6963,15.925368,3286.3066964008776,25.208650553221734,3901.8286,100,3286.3066964008776,1.0784731,3186.1035,2543193.5340364967,2.892822,0.01,34.56832085054653,2.856635e-08
2421148.7429770185,0.0006291446,334.63,1.6487195e-17,3339.037304820728,0.18720451,8.870859,939.3508,22.229206,3339.037304820728,13.83406809633972,4729.375,100,3339.037304820728,1.187429,3745.0298,2421148.7429770185,5.471689,0.010000002,18.27589175878896,1.3884785e-19
2027203.0968819365,0.00034927978,362.14,5.4236854e-10,3613.976159737649,0.08795084,5.545156,1305.7384,11.081796,3613.976159737649,22.43223649538414,4479.577,100,3613.976159737649,1.2599988,3523.1228,2027203.0968819365,5.1660123,0.01,19.35729038990806,4.304516e-12
2187041.433961688,0.00060965953,367.45,1.9903277e-11,3667.836470409584,0.15629455,7.435223,2095.368,17.260252,3667.836470409584,14.21336889087383,4372.1196,100,3667.836470409584,1.1043413,3472.708,2187041.433961688,4.5681868,0.01,21.890523582954895,1.8022759e-13
1858442.2621481565,5.134181e-05,388.96,1.8198885e-05,3883.0862530065815,0.033777058,0.6611792,1370.7094,3.833062,3883.0862530065815,66.3005139486069,4118.8477,100,3883.0862530065815,1.1348122,3573.4458,1858442.2621481565,1.6798105,0.01,59.530523575160565,1.6036913e-07
1753466.644470007,0.00022970463,402.01,0.00045255356,4014.3326617026514,0.14176309,2.8800235,1493.6566,15.873632,4014.3326617026514,30.542967872953653,4342.1675,100,4014.3326617026514,1.1197295,3759.1116,1753466.644470007,1.9197607,0.01,52.089825460813756,4.041633e-06
2087250.458622196,0.00020740021,385.73,9.2123555e-06,3851.3844320412773,0.083242744,2.9110348,1325.3567,9.862011,3851.3844320412773,32.751853789827486,4453.2637,100,3851.3844320412773,1.1847291,3697.1287,2087250.458622196,3.2286825,0.010000002,30.972385622411217,7.775917e-08
1391767.640383192,0.000107704895,425.2,0.00026375274,4247.1138002853295,0.05424698,1.0050856,1033.2992,5.240339,4247.1138002853295,48.3961826514558,4561.392,100,4247.1138002853295,0.96601486,3970.1965,1391767.640383192,1.9737363,0.010000002,50.66532986247426,2.7303176e-06
1660274.3084764737,0.003974101,405.76,0.08989485,4051.6326019828434,0.6334455,277.6955,1726.3585,167.44582,4051.6326019828434,2.4787081521965835,4737.964,100,4051.6326019828434,2.643413,4080.189,1660274.3084764737,2.4433267,0.010000002,40.92780532501045,0.00034007116
1285636.9007330935,8.9283996e-05,419.84,0.011387775,4192.709885840919,0.059445318,0.8364731,1072.0494,5.7538276,4192.709885840919,53.08104883576906,4458.9624,100,4192.709885840919,0.9679194,3905.8325,1285636.9007330935,1.7277492,0.010000002,57.87876987687716,0.0001176521
1819508.073637172,0.00016361711,404.72,4.8616216e-06,4041.4770226722303,0.058684744,1.3223431,1051.7489,5.2757344,4041.4770226722303,38.170717801188,4633.0,100,4041.4770226722303,0.8989959,3976.4575,1819508.073637172,2.4341831,0.01,41.08154359812978,5.4078352e-08
1748425.1897136443,0.00029931884,393.8,2.206063e-05,3931.437130536953,0.13720821,3.0981386,1555.5144,13.959295,3931.437130536953,25.23177814961983,4377.1865,100,3931.437130536953,1.0173805,3645.0427,1748425.1897136443,3.0270503,0.01,33.03546076835038,2.1683756e-07
1670403.3545874371,5.88501e-05,411.82,0.068474345,4113.221705463505,0.051212493,0.834152,1273.4579,6.0971227,4113.221705463505,63.18651268363494,4332.362,100,4113.221705463505,1.1905538,3820.0945,1670403.3545874371,1.4819046,0.01,67.48072598785772,0.00057514705
1471271.6732610948,0.00031271804,415.46,1.50257e-15,4148.813430765387,0.07804956,2.1812606,1195.7136,6.5185013,4148.813430765387,24.41460252585131,4630.6606,100,4148.813430765387,0.8351746,3898.579,1471271.6732610948,3.0265384,0.010000002,33.0410481240993,1.7991087e-17
1560846.5209033925,0.0008164441,406.58,2.8501363e-08,4059.8576261604057,0.24615164,20.818148,1110.2712,39.306152,4059.8576261604057,11.009826250854344,4675.498,100,4059.8576261604057,1.5968268,3951.7314,1560846.5209033925,2.9581797,0.01,33.80457231328942,1.784875e-10
1644046.6775326566,0.00021499813,399.91,0.0039431998,3992.879701557802,0.075180605,4.7303133,970.5547,11.151504,3992.879701557802,31.96438592721354,4612.8135,100,3992.879701557802,1.4832953,3944.6497,1644046.6775326566,2.5211148,0.010000002,39.66499223307178,2.6584052e-05
1796701.9197579506,0.00037405285,412.63,7.8686804e-05,4121.337126340529,0.098135635,2.3648238,1008.71027,7.802964,4121.337126340529,21.262464803320793,4661.758,100,4121.337126340529,0.7951204,3915.6484,1796701.9197579506,3.1436336,0.010000002,31.810322892330166,9.896213e-07
1407836.17055212,0.00015995643,427.34,9.989013e-06,4268.307889044093,0.08539282,1.3444514,1013.53546,7.8287616,4268.307889044093,38.70615080119929,4579.357,100,4268.307889044093,0.9167939,3983.1323,1407836.17055212,2.0074592,0.010000002,49.81421381314301,1.0895593e-07
1986424.3597380952,0.00046785397,400.0,8.015012e-07,3994.538661973544,0.13093783,4.18546,1037.939,12.384588,3994.538661973544,17.756458147384762,4690.8896,100,3994.538661973544,0.9458373,3895.5542,1986424.3597380952,3.5721438,0.01,27.994393784760607,8.473986e-09
1331485.4700076382,0.00077486015,425.81,0.005597996,4252.860977039919,0.26475543,17.78244,1148.7361,40.107807,4252.860977039919,11.53254465742207,4689.8926,100,4252.860977039919,1.5149003,4052.149,1331485.4700076382,2.2967827,0.010000002,43.53916398199806,3.69529e-05
1521186.1689155933,0.0006344987,411.82,0.0065483293,4112.550502460651,0.25005564,8.651009,1574.784,29.198105,4112.550502460651,13.7333635932971,4499.164,100,4112.550502460651,1.1676643,3845.553,1521186.1689155933,2.4124897,0.009999999,41.4509549878616,5.608058e-05
1563821.533676528,0.00019518641,410.05,5.153523e-08,4094.8178568978287,0.08328609,2.4697196,961.55304,9.368532,4094.8178568978287,34.102397712947706,4593.442,100,4094.8178568978287,1.1248615,3884.8696,1563821.533676528,2.835274,0.01,35.26996003448032,4.5814733e-10
1803337.736655891,0.00048134304,391.69,0.0014024463,3910.406207935748,0.14602132,6.2200365,1543.4453,16.599133,3910.406207935748,17.345163600548254,4509.2437,100,3910.406207935748,1.1367608,3713.7153,1803337.736655891,3.5738654,0.01,27.980908183508898,1.2337215e-05
1852468.5397842834,0.0009615594,391.33,9.16124e-14,3906.69310435619,0.18242836,7.041861,1209.3297,15.611622,3906.69310435619,9.50621204540726,4700.901,100,3906.69310435619,0.8557673,3800.5745,1852468.5397842834,4.577489,0.009999998,21.84603877833555,1.0705294e-15
1503502.5929500998,0.00016475726,421.01,3.1431677e-19,4204.597476417668,0.063969135,1.5502045,1091.8829,6.2050123,4204.597476417668,38.00696212098479,4616.159,100,4204.597476417668,0.970001,3973.1074,1503502.5929500998,2.3351822,0.01,42.823211152749145,3.2403756e-21
1777551.6936671634,0.0003072277,414.4,3.1298078e-31,4138.839746843802,0.08235154,2.466724,857.5296,7.379074,4138.839746843802,24.742956835896727,4758.2236,100,4138.839746843802,0.8960456,3968.9329,1777551.6936671634,3.5180397,0.01,28.42492081719045,3.4929113e-33
1356423.895291269,8.206376e-05,429.11,0.007248422,4286.218105309608,0.039846443,1.0307595,981.19684,4.46573,4286.218105309608,55.17450522857585,4533.503,100,4286.218105309608,1.1207349,3963.751,1356423.895291269,1.8331513,0.01,54.55086974628271,6.4675616e-05
1361540.7626929723,6.3901345e-05,432.57,0.019586364,4320.995797705108,0.0392557,0.7034947,940.8102,4.1188707,4320.995797705108,61.251111336367,4562.939,100,4320.995797705108,1.0492414,4041.7021,1361540.7626929723,1.5342526,0.010000002,65.17831363570107,0.00018667166
1451451.1644146813,0.00022408062,412.17,2.9307314e-16,4115.734477154448,0.048730157,2.1796584,1036.2172,4.806068,4115.734477154448,31.07136293180253,4650.876,100,4115.734477154448,0.98626155,3917.3408,1451451.1644146813,3.0385697,0.01,32.910221005854595,2.971556e-18
1614646.3563603156,0.00014744235,421.96,3.663101e-06,4214.489101965193,0.04866993,1.913678,694.57446,5.5447764,4214.489101965193,40.655710532863345,4692.86,100,4214.489101965193,1.1392612,4026.7305,1614646.3563603156,2.5057864,0.01,39.90763109144313,3.2153302e-08
1793046.6739434043,0.0002046913,413.6,1.405013e-10,4131.00548365167,0.05923334,1.3167466,1035.2732,4.7508097,4131.00548365167,33.042081137588006,4554.0347,100,4131.00548365167,0.80204993,3888.6077,1793046.6739434043,2.5005047,0.010000002,39.991925915988524,1.7517775e-12
1668834.7296926293,0.00053432473,407.63,0.003999191,4070.90549630219,0.22221255,3.1938941,1719.3035,17.180119,4070.90549630219,15.89871747949379,4454.8877,100,4070.90549630219,0.77313894,3788.0137,1668834.7296926293,2.51139,0.01,39.81858698311383,5.1726674e-05
