StdIW,Epsilon,LearnableVariance,MinBehavPdf,Inner Iteration,OptimizationReturnMax,MinTargetPdf,EpLenMean,ReturnStepMax,TimestepsSoFar,MaxIW,OptimizationReturnMin,ESSRenyiArithmetic,EpRewMean,Iteration,EmpiricalD2Harmonic,MinIW,ReturnStepMaxmin,MeanD2-0,VarianceInitializer,Penalization,InitialReturnStd,DivergenceHarmonic,InitialReturnMean,ESSRenyiHarmonic,StdWReturnMean,ReturnMeanIW,InitialBound,EpThisIter,EmpiricalD2Arithmetic,OptimizationReturnMean,EpisodesSoFar,WReturnMean,MeanEntropy,MeanIW,InitialReturnMin,Bound,InitialReturnMax,TimeElapsed
87331.54,1.0,,-870.80817,1,28.735546,-870.80817,500.0,0.29677984,50000,708097.4,,100.0,-1.7665113290653958,1,1.0,0.012662117,0.032531172,1.0,-0.6,True,5.8512864,3.1376058e+24,-1.7665116,100.0,,202588.73,-200.75137,100,1.0,12.57835,100,192.45245,1.6378663,14248.591,-14.344862,-14700108000000.0,14.390684,57.207913637161255
5836191.0,1.0,,-887.26605,1,26.489302,-887.26605,500.0,0.3437323,100000,49219084.0,,100.0,1.8100980503433277,2,1.0,0.009010627,0.08460319,1.0,-0.6,True,5.292347,2.1815863e+26,1.8100982,100.0,,222156780.0,-194.38637,100,1.0,12.622412,200,187.33418,1.6378663,1001991.2,-10.812313,-104162290000000.0,15.676989,127.23829793930054
58951950.0,1.0,,-868.93427,1,27.650248,-868.93427,500.0,0.26601094,150000,591974800.0,,100.0,9.654309061299323,3,1.0,0.024469517,0.030076995,1.0,-0.6,True,5.658697,1.1058122e+22,9.654309,100.0,,892104500.0,-220.44196,100,1.0,13.443855,300,212.75807,1.6378663,6409085.5,-3.7895455,-808910260000.0,23.860703,199.74805688858032
601078.0,1.0,,-885.29517,1,26.73447,-885.29517,500.0,0.26174477,200000,6044286.5,,100.0,15.590669317406274,4,1.0,0.052272025,0.033066466,1.0,-0.6,True,5.508711,2.42866e+18,15.590671,100.0,,7912165.0,-318.42764,100,1.0,16.760025,400,311.24432,1.6378663,67774.74,-1.1693554,-11202522000.0,25.565115,265.261757850647
304585.56,1.0,,-874.74115,1,31.911972,-874.74115,500.0,0.2715374,250000,2650241.0,,100.0,16.907714553648336,5,1.0,0.115335256,0.036915734,1.0,-0.6,True,6.209997,1.4840446e+21,16.907717,100.0,,10313459.0,-405.11542,100,1.0,18.876343,500,394.88037,1.6378663,56846.14,-1.9686289,-394297970000.0,29.943342,333.2751269340515
3513.7495,1.0,,-907.6026,1,29.067749,-907.6026,500.0,0.30981,300000,25915.53,,100.0,23.376443219695624,6,1.0,0.04256435,0.1000648,1.0,-0.6,True,5.8606663,4498625500000000.0,23.376442,100.0,,257764.6,-254.7069,100,1.0,14.555673,600,246.21501,1.6378663,1375.3813,8.82077,-569825150.0,37.88852,404.7707540988922
12459741.0,1.0,,-869.737,1,25.64896,-869.737,500.0,0.25300187,350000,122429624.0,,100.0,28.062241320465763,7,1.0,0.06955417,0.060728088,1.0,-0.6,True,5.3519015,1.0300766e+26,28.062244,100.0,,588366500.0,-272.8346,100,1.0,15.413628,700,266.22278,1.6378663,1671961.2,12.648613,-67105865000000.0,38.297573,477.66612815856934
13475488.0,1.0,,-876.9279,1,22.318892,-876.9279,500.0,0.25339055,400000,108347540.0,,100.0,30.957588948416678,8,1.0,0.02135051,0.021880627,1.0,-0.6,True,4.842076,1.2596453e+25,30.95759,100.0,,50153700.0,-132.27655,100,1.0,10.189428,800,127.270164,1.6378663,2096253.6,20.76816,-17768592000000.0,43.08705,548.4349417686462
199050130.0,1.0,,-879.6187,1,25.405775,-879.6187,500.0,0.27896887,450000,1556032600.0,,100.0,37.205158372663405,9,1.0,0.06742244,0.049069732,1.0,-0.6,True,4.828656,5.042514e+34,37.20516,100.0,,6304152000.0,-222.10576,100,1.0,13.8673315,900,215.61877,1.6378663,41672156.0,23.337828,-1.4567024e+18,48.743603,613.9512526988983
227.15756,1.0,,-878.44025,1,35.721497,-878.44025,500.0,0.21736394,500000,1541.9764,,100.0,42.028863429091,10,1.0,0.025385326,0.038440093,1.0,-0.6,True,5.275501,134830690.0,42.028862,100.0,,71198.67,-687.79065,100,1.0,25.438854,1000,674.96625,1.6378663,89.45987,16.590008,-220112.84,52.311504,683.5119698047638
4242772500.0,1.0,,-882.63763,1,25.945293,-882.63763,500.0,0.23653154,550000,42526306000.0,,100.0,40.94173343282511,11,1.0,0.65262157,0.028909653,1.0,-0.6,True,5.0466228,8.992558e+31,40.941734,100.0,,92381330000.0,-249.00308,100,1.0,14.723087,1100,242.23766,1.6378663,480944900.0,26.218647,-6.415667e+16,52.16394,754.9044387340546
25589186.0,1.0,,-871.2463,1,28.328636,-871.2463,500.0,0.24998383,600000,257009620.0,,100.0,42.23834842179668,12,1.0,0.20418167,0.017509669,1.0,-0.6,True,5.6440015,4.6137035e+35,42.23835,100.0,,1326497700.0,-235.70927,100,1.0,13.992465,1200,227.64381,1.6378663,3217406.5,28.245884,-5.478461e+18,56.57452,827.0792617797852
5941.777,1.0,,-872.1679,1,24.070593,-872.1679,500.0,0.25220534,650000,59677.125,,100.0,42.38781368658328,13,1.0,0.11659513,0.057200298,1.0,-0.6,True,4.940308,515741920.0,42.387814,100.0,,104894.92,-189.55353,100,1.0,12.6223545,1300,183.73048,1.6378663,696.0682,29.76546,-237137.77,53.836052,889.6237983703613
870.8418,1.0,,-880.16754,1,27.816755,-880.16754,500.0,0.23445442,700000,7553.827,,100.0,45.45241971120451,14,1.0,0.008496794,0.012340739,1.0,-0.6,True,5.6070304,217369890.0,45.452415,100.0,,68060.42,-344.75797,100,1.0,17.479776,1400,336.98138,1.6378663,195.93602,27.972643,-182715.94,55.7894,958.7316596508026
1998.3711,1.0,,-873.8158,1,23.364643,-873.8158,500.0,0.36620575,750000,20065.121,,100.0,46.39347167317779,15,1.0,0.118517995,0.10389477,1.0,-0.6,True,4.6535234,4419791400.0,46.39347,100.0,,53679.71,-250.0322,100,1.0,14.929518,1500,244.54573,1.6378663,285.50598,31.463955,-418435.0,54.828598,1026.2377758026123
1075.8572,1.0,,-865.76013,1,22.847721,-865.76013,500.0,0.2406019,800000,8635.169,,100.0,46.9989013229325,16,1.0,0.11169129,0.023239136,1.0,-0.6,True,4.6333933,6165644000.0,46.9989,100.0,,49050.367,-166.23642,100,1.0,11.811932,1600,160.99005,1.6378663,366.88675,35.18697,-461012.6,58.03469,1088.1807463169098
5105.968,1.0,,-876.4736,1,21.068401,-876.4736,500.0,0.28795922,850000,51188.07,,100.0,49.6153259597656,17,1.0,0.053147066,0.10998841,1.0,-0.6,True,4.983817,12913987000.0,49.615326,100.0,,71711.22,-160.5231,100,1.0,11.455288,1700,156.06206,1.6378663,722.38055,38.160038,-578673.6,59.22844,1148.7167119979858
766.28973,1.0,,-867.38965,1,26.891499,-867.38965,500.0,0.24013251,900000,7530.809,,100.0,50.64528279279751,18,1.0,0.06634475,0.034825727,1.0,-0.6,True,4.7737336,1373435800.0,50.645287,100.0,,72112.32,-341.969,100,1.0,17.661049,1800,334.70117,1.6378663,148.94156,32.984234,-341462.06,59.875732,1210.1908121109009
585.40564,1.0,,-865.9541,1,24.667809,-865.9541,500.0,0.22882228,950000,3387.7786,,100.0,51.119258638925075,19,1.0,0.011767864,0.039586127,1.0,-0.6,True,5.199688,44967770000.0,51.11926,100.0,,44592.93,-221.99672,100,1.0,13.742069,1900,215.8812,1.6378663,237.52344,37.37719,-1341456.1,62.045,1292.9624745845795
7193.9297,1.0,,-882.855,1,26.45213,-882.855,500.0,0.29446852,1000000,70833.75,,100.0,50.84840110254452,20,1.0,0.03192206,0.10717493,1.0,-0.6,True,5.011805,2307819800.0,50.848404,100.0,,220630.6,-267.2013,100,1.0,15.331369,2000,260.16907,1.6378663,1141.13,35.517033,-558465.56,61.969162,1379.8839230537415
8676770000.0,1.0,,-869.9052,1,26.066597,-869.9052,500.0,0.28825745,1050000,87215720000.0,,100.0,49.961748418913146,21,1.0,0.07296336,0.0035060644,1.0,-0.6,True,5.381877,9.795274e+34,49.961746,100.0,,239437730000.0,-170.85228,100,1.0,11.621486,2100,164.02351,1.6378663,885213000.0,38.340263,-2.1372701e+18,64.40686,1474.0081510543823
2164.0798,1.0,,-885.98083,1,25.90876,-885.98083,500.0,0.29382798,1100000,20286.777,,100.0,53.15063397569795,22,1.0,0.04529292,0.0076942146,1.0,-0.6,True,5.169267,542451700.0,53.150635,100.0,,45922.25,-252.33675,100,1.0,14.794228,2200,245.59047,1.6378663,392.27042,38.356407,-203051.19,64.26517,1574.5223059654236
11401.566,1.0,,-877.6218,1,32.43788,-877.6218,500.0,0.30437192,1150000,114024.09,,100.0,53.140131369639036,23,1.0,0.014480022,0.073013276,1.0,-0.6,True,5.6297064,219426490000.0,53.140125,100.0,,598214.06,-469.51016,100,1.0,20.669825,2300,458.93524,1.6378663,1480.6483,32.470306,-5551939.0,64.90819,1681.6894657611847
100022040.0,1.0,,-867.49915,1,30.514107,-867.49915,500.0,0.34171584,1200000,993066900.0,,100.0,54.72995861054161,24,1.0,0.041935153,0.17503917,1.0,-0.6,True,5.363664,3.3264538e+33,54.72996,100.0,,4163152400.0,-257.06696,100,1.0,14.796634,2400,247.7092,1.6378663,13461847.0,39.933327,-5.3972744e+17,70.44743,1772.0279021263123
5710.248,1.0,,-865.7802,1,21.591446,-865.7802,500.0,0.25095782,1250000,37808.273,,100.0,59.77244282048885,25,1.0,0.02115335,0.03921625,1.0,-0.6,True,4.442331,121431940000000.0,59.77244,100.0,,266376.9,-190.44646,100,1.0,12.885144,2500,185.76123,1.6378663,1678.0022,46.8873,-51897588.0,68.478745,1873.6557097434998
1512.781,1.0,,-886.16425,1,22.903893,-886.16425,500.0,0.23058046,1300000,8676.377,,100.0,61.82288127012475,26,1.0,0.103550054,0.008934841,1.0,-0.6,True,4.7305975,24668449000000.0,61.822876,100.0,,66597.22,-136.0458,100,1.0,10.411298,2600,130.7737,1.6378663,608.7405,51.411583,-26252764.0,74.315475,1972.1537182331085
3927.4163,1.0,,-891.0345,1,21.843765,-891.0345,500.0,0.2657073,1350000,33973.96,,100.0,63.07018029667606,27,1.0,0.011894959,0.035784915,1.0,-0.6,True,4.1162357,293829150000.0,63.07018,100.0,,224581.22,-229.0181,100,1.0,14.397199,2700,224.22273,1.6378663,896.7395,48.67298,-2824051.2,70.51675,2066.824796438217
72728.01,1.0,,-863.70337,1,18.176704,-863.70337,500.0,0.22820902,1400000,632105.44,,100.0,63.66864297775724,28,1.0,0.032144945,0.01957804,1.0,-0.6,True,4.0310435,6669345500000.0,63.668644,100.0,,1480251.2,-141.51378,100,1.0,11.042828,2800,138.19333,1.6378663,12225.836,52.625816,-10055649.0,70.80252,2165.2704350948334
1138612.1,1.0,,-883.38214,1,19.984383,-883.38214,500.0,0.27184927,1450000,11444866.0,,100.0,66.37204114309024,29,1.0,0.01778466,0.025980204,1.0,-0.6,True,4.0236206,570228400000.0,66.37204,100.0,,26751326.0,-173.58588,100,1.0,12.384775,2900,169.57217,1.6378663,116147.77,53.987267,-29782342.0,73.97165,2270.3676710128784
741.34955,1.0,,-877.11115,1,24.260696,-877.11115,500.0,0.20810732,1500000,6353.9756,,100.0,67.48933828833061,30,1.0,0.021449778,0.030289888,1.0,-0.6,True,4.009282,8812333000.0,67.48935,100.0,,29711.47,-191.18051,100,1.0,13.007343,3000,185.26534,1.6378663,216.81647,54.481995,-585020.06,78.74269,2376.3927438259125
181477.83,1.0,,-891.5851,1,19.316227,-891.5851,500.0,0.2522943,1550000,1711542.0,,100.0,69.2381831542801,31,1.0,0.06565992,0.0068476796,1.0,-0.6,True,4.03661,3.885077e+16,69.23818,100.0,,2838633.5,-119.95696,100,1.0,9.995647,3100,116.2072,1.6378663,29697.312,59.242535,-741978800.0,78.55876,2502.989203453064
644407.7,1.0,,-878.641,1,20.502678,-878.641,500.0,0.27896115,1600000,6432538.5,,100.0,69.01470804391516,32,1.0,0.069038175,0.0038023293,1.0,-0.6,True,4.248319,1.35034445e+20,69.0147,100.0,,15272489.0,-154.58502,100,1.0,11.5027075,3200,150.36047,1.6378663,89534.12,57.512,-49108984000.0,78.01468,2607.61666059494
82964.11,1.0,,-871.1306,1,23.70602,-871.1306,500.0,0.24762271,1650000,831901.8,,100.0,69.20317597252529,33,1.0,0.009382159,0.034845144,1.0,-0.6,True,4.759744,895455200000000.0,69.20317,100.0,,2635984.8,-232.91682,100,1.0,14.30433,3300,227.26904,1.6378663,10367.739,54.898846,-171649580.0,78.604866,2722.427446603775
