OptimizationReturnMax,EmpiricalD2Arithmetic,Bound,ESSRenyiHarmonic,InitialReturnStd,InitialBound,MinIW,InitialReturnMax,ReturnStepMaxmin,LearnableVariance,ReturnMeanIW,Epsilon,EpRewMean,OptimizationReturnMin,EpisodesSoFar,DivergenceHarmonic,TimeElapsed,TimestepsSoFar,MaxIW,OptimizationReturnMean,Iteration,MeanD2-0,MinBehavPdf,Inner Iteration,StdIW,MeanIW,WReturnMean,MeanEntropy,ReturnStepMax,MinTargetPdf,Penalization,InitialReturnMean,StdWReturnMean,ESSRenyiArithmetic,InitialReturnMin,EmpiricalD2Harmonic,EpThisIter,EpLenMean,VarianceInitializer
23.410095,1.0,-307445300000000.0,100.0,5.344881,-171.5518,0.017713163,9.894916,0.11920951,,7151597.5,1.0,-1.79015804322234,,100,3.115719e+27,57.43189740180969,50000,4098765.0,11.72502,1,1.0,-895.71454,1,418099.84,64845.285,166.04387,1.6378663,0.30858716,-895.71454,True,-1.7901583,,100.0,-13.515179,1.0,100,500.0,-0.6
27.395172,1.0,-16284606000.0,100.0,5.4549904,-246.99236,0.01932157,15.310331,0.06927121,,782907.56,1.0,2.3959280033226715,,200,4.660707e+18,119.85502552986145,100000,146159.83,14.480769,2,1.0,-866.4812,1,20452.455,5257.2036,239.44958,1.6378663,0.25455254,-866.4812,True,2.395928,,100.0,-12.084841,1.0,100,500.0,-0.6
20.329084,1.0,-74719560000000.0,100.0,4.741829,-131.4809,0.10127487,15.313601,0.06710251,,13990586.0,1.0,5.223775251012927,,300,3.2361776e+26,179.82374620437622,150000,3992591.8,10.23926,3,1.0,-884.4951,1,557519.4,156492.88,127.32736,1.6378663,0.2641531,-884.4951,True,5.223775,,100.0,-5.015484,1.0,100,500.0,-0.6
23.186485,1.0,-9.503803e+17,100.0,5.007333,-166.3682,0.021004112,18.760479,0.029676631,,9134925000.0,1.0,7.231250668069205,,400,3.0937872e+34,248.40801763534546,200000,6680082000000.0,11.657254,4,1.0,-865.22296,1,664643100000.0,66979443000.0,160.96498,1.6378663,0.27129406,-865.22296,True,7.231251,,100.0,-4.4260054,1.0,100,500.0,-0.6
25.686588,1.0,-263761340000000.0,100.0,5.16529,-214.57938,0.0052206833,24.940115,0.040349156,,152376530.0,1.0,12.717103528176562,,500,1.5820902e+27,309.8252692222595,250000,102556340.0,13.463578,5,1.0,-865.9897,1,11369497.0,2044672.1,207.94814,1.6378663,0.29795432,-865.9897,True,12.717105,,100.0,-0.74647427,1.0,100,500.0,-0.6
21.137852,1.0,-4064447800000.0,100.0,4.0154696,-182.96133,0.10847978,25.027607,0.08352658,,51081692.0,1.0,16.631292109375448,,600,8.1918885e+23,373.696191072464,300000,18418790.0,12.741537,6,1.0,-907.97955,1,2374615.5,381454.72,178.47075,1.6378663,0.28182504,-907.97955,True,16.631292,,100.0,3.8897555,1.0,100,500.0,-0.6
20.322725,1.0,-1055132200000000.0,100.0,4.2199316,-107.97997,0.29534698,30.15642,0.039213717,,792522750.0,1.0,19.108457674360213,,700,6.4613095e+28,440.04069352149963,350000,2157438500.0,9.274763,7,1.0,-855.9501,1,222780320.0,37054270.0,103.829056,1.6378663,0.21004081,-855.9501,True,19.108458,,100.0,9.833694,1.0,100,500.0,-0.6
26.261967,1.0,-386416400000000.0,100.0,4.6812305,-228.82419,0.002549021,34.29383,0.021133065,,11967572000.0,1.0,22.173245044315557,,800,3.1074942e+27,505.8471908569336,400000,3577044500.0,14.141379,8,1.0,-908.6741,1,432291200.0,70781230.0,221.89256,1.6378663,0.28800705,-908.6741,True,22.173246,,100.0,8.031865,1.0,100,500.0,-0.6
23.081535,1.0,-93615160000000.0,100.0,4.7932215,-202.34358,0.0024204454,35.903538,0.012751058,,375203840.0,1.0,26.0134479683529,,900,3.056788e+26,570.852401971817,450000,215106860.0,13.191445,9,1.0,-878.265,1,23500692.0,4513249.5,196.9892,1.6378663,0.21961616,-878.265,True,26.01345,,100.0,12.822002,1.0,100,500.0,-0.6
21.795547,1.0,-36755770000000.0,100.0,4.7628665,-166.85902,0.6283867,40.128967,0.049029037,,79081690.0,1.0,30.140187193256633,,1000,5.926703e+25,647.3278925418854,500000,10571857.0,11.806767,10,1.0,-903.5477,1,1898632.1,500802.56,162.08466,1.6378663,0.2713339,-903.5477,True,30.140188,,100.0,18.33342,1.0,100,500.0,-0.6
25.390198,1.0,-1371725400000000.0,100.0,5.615886,-209.40785,0.072687775,46.306686,0.04305914,,356718340.0,1.0,34.00811347355305,,1100,4.4823413e+28,713.1193315982819,550000,434262660.0,13.091625,11,1.0,-879.01166,1,43356404.0,5304603.0,202.9288,1.6378663,0.29730162,-879.01166,True,34.008114,,100.0,20.916489,1.0,100,500.0,-0.6
26.842293,1.0,-165665.9,100.0,5.361273,-188.41522,0.0332099,55.270996,0.048815787,,23887.117,1.0,40.77498562361858,,1200,383335800.0,785.3821461200714,600000,7866.2515,12.346283,12,1.0,-866.513,1,978.51105,230.2088,181.17392,1.6378663,0.2816624,-866.513,True,40.774986,,100.0,28.428703,1.0,100,500.0,-0.6
25.535046,1.0,-5.525362e+18,100.0,4.9572973,-239.3784,0.22976387,55.52559,0.058861494,,4291823000.0,1.0,44.421429064692745,,1300,7.109027e+35,853.8803641796112,650000,592914940.0,14.430886,13,1.0,-883.5482,1,65287380.0,11738332.0,232.82526,1.6378663,0.28189594,-883.5482,True,44.421432,,100.0,29.990543,1.0,100,500.0,-0.6
24.051388,1.0,-226606.12,100.0,4.251636,-159.34538,0.010406678,56.02318,0.061988115,,22485.725,1.0,43.61031410066935,,1400,1232671900.0,923.9466516971588,700000,9891.814,11.638524,14,1.0,-884.6949,1,1227.3158,357.42267,153.53166,1.6378663,0.26630417,-884.6949,True,43.610313,,100.0,31.97179,1.0,100,500.0,-0.6
