InitialReturnMax,Inner Iteration,StdIW,Iteration,EmpiricalD2Harmonic,EmpiricalD2Arithmetic,ESSRenyiArithmetic,LearnableVariance,Penalization,InitialReturnStd,WReturnMean,MeanD2-0,Bound,ESSRenyiHarmonic,OptimizationReturnMin,StdWReturnMean,InitialReturnMin,EpThisIter,DivergenceHarmonic,MeanIW,TimestepsSoFar,OptimizationReturnMean,ReturnStepMax,MinBehavPdf,InitialReturnMean,ReturnMeanIW,VarianceInitializer,EpLenMean,MaxIW,MeanEntropy,OptimizationReturnMax,EpisodesSoFar,ReturnStepMaxmin,EpRewMean,MinTargetPdf,Epsilon,TimeElapsed,InitialBound,MinIW
64.77885,1,11915.224,30,1.0,1.0,100.0,,True,4.669352,112.69983,1.0,-419546.2,100.0,,,45.031,100,8660717000.0,2006.6875,1500000,9.533991,0.28211674,-885.45374,54.56499,54793.203,-0.6,500.0,113205.82,1.6378663,19.747849,3000,0.09067859,54.56498921481697,-885.45374,1.0,2499.9783687591553,-116.61914,0.031201623
67.97159,1,2752.333,31,1.0,1.0,100.0,,True,4.8351293,369.09323,1.0,-148927520.0,100.0,,,38.368614,100,284661200000000.0,750.6454,1550000,18.593407,0.2793945,-878.6683,56.96202,328068.38,-0.6,500.0,22850.84,1.6378663,29.602974,3100,0.052869067,56.96202117628205,-878.6683,1.0,2603.737666606903,-377.9005,0.004602178
65.234856,1,3040.249,32,1.0,1.0,100.0,,True,4.7579207,301.44696,1.0,-923548.0,100.0,,,38.80408,100,12884145000.0,840.59955,1600000,16.697578,0.2635714,-863.31805,55.50166,126599.97,-0.6,500.0,26205.014,1.6378663,26.430775,3200,0.043212354,55.50166030362263,-863.31805,1.0,2705.620103120804,-308.4678,0.005154824
70.51007,1,398923.88,33,1.0,1.0,100.0,,True,4.7078753,174.79654,1.0,-43816300.0,100.0,,,47.34714,100,61490548000000.0,41915.285,1650000,12.35445,0.23828074,-862.30994,59.70159,1532544.6,-0.6,500.0,4010665.8,1.6378663,23.16293,3300,0.007701397,59.701591207327255,-862.30994,1.0,2818.250304222107,-180.18863,0.03701216
71.03256,1,3491.9832,34,1.0,1.0,100.0,,True,5.093598,231.10509,1.0,-1911308.6,100.0,,,46.90753,100,96440970000.0,784.3337,1700000,14.323421,0.29254574,-878.96924,61.230953,94752.18,-0.6,500.0,30907.22,1.6378663,24.12503,3400,0.06149769,61.230952105560874,-878.96924,1.0,2919.309946537018,-236.9544,0.069283
72.64694,1,72321.42,35,1.0,1.0,100.0,,True,5.232652,234.86734,1.0,-15874155.0,100.0,,,48.853317,100,5108788000000.0,9475.197,1750000,14.4044,0.24760662,-870.53125,63.257713,3013514.8,-0.6,500.0,719511.75,1.6378663,23.793625,3500,0.034716845,63.257716525445545,-870.53125,1.0,3022.2100038528442,-240.55702,0.100462206
71.34799,1,27220.693,36,1.0,1.0,100.0,,True,5.085501,236.83127,1.0,-1129876000.0,100.0,,,46.940098,100,3.5571168e+16,3313.1328,1800000,14.524771,0.2894411,-873.04114,61.464863,620799.8,-0.6,500.0,273496.2,1.6378663,24.407894,3600,0.093637064,61.46486772373789,-873.04114,1.0,3121.1266491413116,-242.81854,0.008583319
71.110504,1,13704.529,37,1.0,1.0,100.0,,True,4.0750203,105.94244,1.0,-15099086.0,100.0,,,53.618317,100,22349817000000.0,2971.3713,1850000,9.451807,0.23187321,-898.0045,63.07012,560988.0,-0.6,500.0,115890.42,1.6378663,17.492188,3700,0.007668197,63.07012337536026,-898.0045,1.0,3219.586696624756,-109.01751,0.0965664
70.43518,1,15564.883,38,1.0,1.0,100.0,,True,4.6234365,164.96881,1.0,-1734130400.0,100.0,,,47.45662,100,1.0669833e+17,5256.835,1900000,11.983014,0.2877308,-862.9638,59.43963,698218.3,-0.6,500.0,96205.63,1.6378663,22.978561,3800,0.023100317,59.43963370090105,-862.9638,1.0,3321.6462473869324,-170.27539,0.029809162
73.2607,1,35074.094,39,1.0,1.0,100.0,,True,5.071704,322.65958,1.0,-5179228000.0,100.0,,,46.40841,100,5.101463e+17,8053.839,1950000,17.23187,0.26150623,-863.3095,63.640278,3251272.0,-0.6,500.0,281180.72,1.6378663,26.852287,3900,0.05027701,63.64028051686524,-863.3095,1.0,3417.2770915031433,-329.9061,0.0439423
75.279526,1,992.96686,40,1.0,1.0,100.0,,True,5.3905053,303.6088,1.0,-1272252.0,100.0,,,47.210747,100,23507050000.0,294.57367,2000000,16.569588,0.2307847,-872.6576,63.78034,58224.523,-0.6,500.0,8957.261,1.6378663,28.068779,4000,0.0034508407,63.7803359975482,-872.6576,1.0,3518.222531557083,-311.52676,0.078738265
74.16821,1,4822.8096,41,1.0,1.0,100.0,,True,3.9769595,116.37506,1.0,-2898526.5,100.0,,,55.334484,100,594777400000.0,1604.1702,2050000,10.027904,0.2748678,-871.01843,65.36239,149162.22,-0.6,500.0,30775.453,1.6378663,18.833729,4100,0.04037948,65.3623882050646,-871.01843,1.0,3610.5577335357666,-119.93987,0.0016363565
78.21785,1,247062.03,42,1.0,1.0,100.0,,True,4.4907312,137.0914,1.0,-4995819500.0,100.0,,,56.54515,100,1.1181625e+18,39591.31,2100000,10.813174,0.2613418,-884.8529,67.35833,3977231.5,-0.6,500.0,2301445.2,1.6378663,21.672699,4200,0.025207281,67.35832465543177,-884.8529,1.0,3713.4560284614563,-141.81192,0.027105132
77.262,1,175062.14,43,1.0,1.0,100.0,,True,4.0798492,143.28156,1.0,-680159360.0,100.0,,,56.739105,100,2.5705255e+16,20277.996,2150000,11.2532835,0.21137056,-877.81976,67.992386,1470678.8,-0.6,500.0,1758987.6,1.6378663,20.522896,4300,0.0009613931,67.99238901072219,-877.81976,1.0,3818.261725664139,-147.51448,0.011226233
77.80577,1,44349.293,44,1.0,1.0,100.0,,True,4.4440866,264.88586,1.0,-31850024.0,100.0,,,54.163353,100,29267260000000.0,8315.936,2200000,15.6568165,0.23737939,-880.9948,69.82017,1458168.9,-0.6,500.0,418051.28,1.6378663,23.642418,4400,0.026696563,69.82017065197145,-880.9948,1.0,3912.1574902534485,-270.5034,0.024918653
81.2955,1,11158.523,45,1.0,1.0,100.0,,True,4.2553253,133.75906,1.0,-82575120.0,100.0,,,60.520428,100,359460040000000.0,1811.6948,2250000,10.754128,0.22577201,-871.70264,71.27456,333270.84,-0.6,500.0,111559.62,1.6378663,20.775074,4500,0.023238286,71.27455608007745,-871.70264,1.0,4001.302161693573,-138.09662,0.14965628
81.56997,1,84335.24,46,1.0,1.0,100.0,,True,4.257089,125.84467,1.0,-985114430.0,100.0,,,60.85717,100,5.2081156e+16,16366.933,2300000,10.378915,0.2216334,-876.07043,71.236084,1102687.1,-0.6,500.0,663250.0,1.6378663,20.7128,4600,0.009186864,71.23608470879003,-876.07043,1.0,4084.840120077133,-130.15623,0.09931603
80.29073,1,94279.29,47,1.0,1.0,100.0,,True,4.1067567,116.89921,1.0,-2796775.2,100.0,,,61.112232,100,518995540000.0,10505.365,2350000,10.001688,0.21764106,-882.0396,71.11392,133638.3,-0.6,500.0,947976.5,1.6378663,19.178501,4700,0.010078654,71.11391951672744,-882.0396,1.0,4184.827217102051,-120.59568,0.074794
85.01424,1,84781.87,48,1.0,1.0,100.0,,True,4.0085306,134.49544,1.0,-21407912000.0,100.0,,,63.105614,100,1.9691747e+19,14843.441,2400000,10.8824215,0.2633314,-871.39777,73.98803,967175.0,-0.6,500.0,842221.9,1.6378663,21.908623,4800,0.04554428,73.98803581783554,-871.39777,1.0,4282.068106174469,-139.3192,0.40655974
84.194405,1,24159.22,49,1.0,1.0,100.0,,True,4.0319796,117.010056,1.0,-610145400.0,100.0,,,65.852005,100,3.2452333e+16,6012.2964,2450000,10.037589,0.26282516,-863.36127,75.88959,1004597.25,-0.6,500.0,199801.19,1.6378663,18.3424,4900,0.042979524,75.88959504976886,-863.36127,1.0,4383.382979154587,-120.39121,0.05649884
82.8461,1,3546.7766,50,1.0,1.0,100.0,,True,4.3767543,208.12332,1.0,-618873.4,100.0,,,60.816177,100,10426132000.0,757.16,2500000,13.746539,0.29244518,-875.4012,74.56271,120826.836,-0.6,500.0,27526.389,1.6378663,22.029922,5000,0.07438822,74.56271681402873,-875.4012,1.0,4488.538527965546,-213.00063,0.0009787843
84.0013,1,225061.05,51,1.0,1.0,100.0,,True,4.508327,228.74191,1.0,-294402050.0,100.0,,,61.267303,100,3044396600000000.0,24109.533,2550000,14.436653,0.24043937,-872.3731,75.70396,7796578.5,-0.6,500.0,2263000.5,1.6378663,22.733994,5100,0.04896441,75.7039547075679,-872.3731,1.0,4575.316049337387,-233.93594,0.17032966
84.47923,1,722177.6,52,1.0,1.0,100.0,,True,4.494862,114.19407,1.0,-262330830000.0,100.0,,,64.330414,100,4.1329883e+21,176791.84,2600000,9.694859,0.25593007,-888.8004,74.025276,21522668.0,-0.6,500.0,5356902.5,1.6378663,20.148819,5200,0.028887466,74.02527314047424,-888.8004,1.0,4653.234611749649,-118.27399,0.0011952856
87.810715,1,10956.946,53,1.0,1.0,100.0,,True,3.6231408,90.02495,1.0,-2582763.0,100.0,,,69.25116,100,497492460000.0,1604.4698,2650000,8.769139,0.29813278,-876.93036,78.020294,140959.12,-0.6,500.0,107824.14,1.6378663,18.559555,5300,0.12044634,78.02029912684195,-876.93036,1.0,4725.565881729126,-93.48662,0.021207644
85.61744,1,354403.66,54,1.0,1.0,100.0,,True,4.4425364,268.24118,1.0,-13198495000.0,100.0,,,61.052063,100,4.7310946e+18,39447.12,2700000,15.764042,0.2292772,-864.82086,76.8161,6512393.0,-0.6,500.0,3564548.2,1.6378663,24.565376,5400,0.008834764,76.81610547942019,-864.82086,1.0,4787.2497045993805,-274.30573,0.031209243
84.80125,1,8644.914,55,1.0,1.0,100.0,,True,3.783137,95.94265,1.0,-2141759.5,100.0,,,67.87216,100,449377000000.0,1664.9669,2750000,9.034962,0.35590118,-867.15857,76.90713,210881.67,-0.6,500.0,84973.75,1.6378663,16.929085,5500,0.13362409,76.90712257539256,-867.15857,1.0,4856.610097646713,-98.82282,0.0023782703
86.57487,1,98197590.0,56,1.0,1.0,100.0,,True,3.9561906,147.64413,1.0,-49161408000000.0,100.0,,,67.408325,100,1.7728037e+26,10883361.0,2800000,11.488808,0.22426946,-878.78375,78.89713,2726503400.0,-0.6,500.0,985098240.0,1.6378663,19.166542,5600,0.01693964,78.89713261805052,-878.78375,1.0,4921.843940258026,-151.33592,0.09168428
86.99539,1,7586.977,57,1.0,1.0,100.0,,True,4.186723,117.43207,1.0,-4320036.5,100.0,,,67.29883,100,1127787800000.0,2296.171,2850000,9.995171,0.25327116,-874.8348,77.29401,179305.31,-0.6,500.0,56528.766,1.6378663,19.696564,5700,0.015483275,77.29399774996166,-874.8348,1.0,4981.971725463867,-121.33086,0.022608513
86.37248,1,1326.4249,58,1.0,1.0,100.0,,True,4.1709585,117.01704,1.0,-256197.0,100.0,,,69.07623,100,6143216000.0,295.912,2900000,9.980989,0.3230146,-892.5668,79.05723,20537.93,-0.6,500.0,13159.026,1.6378663,17.29625,5800,0.10022208,79.05722111962088,-892.5668,1.0,5046.475204229355,-120.023445,0.08010524
89.55369,1,58847.594,59,1.0,1.0,100.0,,True,3.8153293,128.91081,1.0,-1411513000.0,100.0,,,69.32469,100,1.1753606e+17,18031.377,2950000,10.693647,0.24600145,-892.814,80.01833,1521095.4,-0.6,500.0,375104.88,1.6378663,20.228996,5900,0.015165284,80.01833878121658,-892.814,1.0,5120.784339427948,-133.02316,0.26048374
88.032196,1,6904551.5,60,1.0,1.0,100.0,,True,3.6037068,136.62373,1.0,-4326030000000.0,100.0,,,69.31868,100,1.5107239e+24,729058.75,3000000,11.119219,0.28208283,-891.6525,80.4379,37892660.0,-0.6,500.0,69393090.0,1.6378663,18.713516,6000,0.057850674,80.43789924532862,-891.6525,1.0,5197.07993555069,-140.14302,0.10334801
90.04657,1,4185373.5,61,1.0,1.0,100.0,,True,3.6339803,165.79973,1.0,-13909790000000.0,100.0,,,67.618065,100,7.569552e+24,751499.44,3050000,12.352891,0.2667069,-877.73627,79.970955,76799370.0,-0.6,500.0,36159216.0,1.6378663,22.428505,6100,0.014487088,79.97095592732643,-877.73627,1.0,5268.762573003769,-170.85498,0.055183306
87.791336,1,31863.137,62,1.0,1.0,100.0,,True,3.8676813,216.19391,1.0,-50078220.0,100.0,,,66.15015,100,106586050000000.0,6719.352,3100000,14.185733,0.29623955,-878.0788,80.33588,1482858.6,-0.6,500.0,246721.55,1.6378663,21.64119,6200,0.07155317,80.33587787623418,-878.0788,1.0,5329.801686525345,-220.90047,0.040699556
86.94428,1,12836594.0,63,1.0,1.0,100.0,,True,3.488221,63.194836,1.0,-13251010000.0,100.0,,,72.692924,100,4.1510685e+19,1934757.9,3150000,7.1433296,0.2926141,-879.2253,79.83626,99522056.0,-0.6,500.0,93321630.0,1.6378663,14.251358,6300,0.029737353,79.83625315951704,-879.2253,1.0,5386.168026685715,-65.23589,0.0017150962
88.87944,1,6614.7446,64,1.0,1.0,100.0,,True,3.674038,104.62508,1.0,-9287415.0,100.0,,,70.99402,100,8045657600000.0,1813.3539,3200000,9.546022,0.22695148,-868.44366,80.54004,168113.53,-0.6,500.0,49886.46,1.6378663,17.885422,6400,0.0051707923,80.54004011387579,-868.44366,1.0,5445.167946815491,-107.839775,0.028621733
89.76048,1,234470.36,65,1.0,1.0,100.0,,True,3.4657848,108.64035,1.0,-21983473000000.0,100.0,,,71.393906,100,4.204502e+25,81904.65,3250000,9.829989,0.3138696,-888.025,81.2239,10859993.0,-0.6,500.0,1340128.9,1.6378663,18.366577,6500,0.06324527,81.2238955523328,-888.025,1.0,5514.444502353668,-112.03033,1.0342654
87.65066,1,98742120.0,66,1.0,1.0,100.0,,True,3.102378,67.04731,1.0,-10647502000000.0,100.0,,,73.3654,100,2.6949183e+25,13222464.0,3300000,7.577768,0.32488304,-871.69586,80.94317,405252350.0,-0.6,500.0,954323900.0,1.6378663,14.285255,6600,0.1181436,80.94316980492182,-871.69586,1.0,5584.393754243851,-69.098076,0.30128247
88.3589,1,750325.4,67,1.0,1.0,100.0,,True,3.8278563,195.98271,1.0,-44403140000.0,100.0,,,67.57282,100,1.0453896e+20,99623.24,3350000,13.465891,0.22393337,-867.9194,81.03871,4803000.5,-0.6,500.0,7502062.5,1.6378663,20.78608,6700,0.021759495,81.03871383844942,-867.9194,1.0,5650.486538887024,-200.32465,0.3393618
90.03177,1,757371.25,68,1.0,1.0,100.0,,True,3.744708,118.48048,1.0,-2315018800000.0,100.0,,,71.338326,100,4.3448935e+23,155054.73,3400000,10.220452,0.2770931,-871.68994,81.55878,20900444.0,-0.6,500.0,6484573.0,1.6378663,18.693443,6800,0.045425057,81.55877727717467,-871.68994,1.0,5716.03572010994,-121.99218,0.32449397
91.00662,1,2239348.0,69,1.0,1.0,100.0,,True,3.3906527,90.681526,1.0,-107922700000.0,100.0,,,73.654724,100,1.2715864e+21,271035.8,3450000,8.898596,0.38797936,-883.11804,82.55332,15780589.0,-0.6,500.0,22479190.0,1.6378663,17.351898,6900,0.17270173,82.55332001610913,-883.11804,1.0,5782.587923288345,-93.707275,0.1330096
93.55333,1,379159.25,70,1.0,1.0,100.0,,True,3.7442367,118.27971,1.0,-55199076000.0,100.0,,,72.09142,100,1.42144995e+20,64071.03,3500000,10.210798,0.3347288,-865.0991,82.30222,5975393.5,-0.6,500.0,3010089.8,1.6378663,21.461906,7000,0.079857945,82.30222169891371,-865.0991,1.0,5851.847970724106,-122.90857,0.016528632
92.36699,1,22496.88,71,1.0,1.0,100.0,,True,3.5084527,216.81105,1.0,-22884354.0,100.0,,,67.841064,100,13392423000000.0,3908.239,3550000,14.300412,0.2701332,-866.591,82.14149,760400.9,-0.6,500.0,217359.22,1.6378663,24.525925,7100,0.0114658475,82.14147751177808,-866.591,1.0,5917.730366706848,-222.85597,0.035170972
89.61875,1,649280300.0,72,1.0,1.0,100.0,,True,3.4688087,99.88556,1.0,-1.8804322e+18,100.0,,,72.24058,100,3.838257e+35,132966810.0,3600000,9.37299,0.28854072,-883.94995,81.61356,10116385000.0,-0.6,500.0,5548356600.0,1.6378663,17.378174,7200,0.109061405,81.6135664801192,-883.94995,1.0,5980.456706047058,-102.92049,0.028016793
92.06437,1,216973.52,73,1.0,1.0,100.0,,True,3.3933756,89.6224,1.0,-31810432.0,100.0,,,74.04728,100,78690640000000.0,28611.57,3650000,8.837839,0.2539735,-864.9656,82.88512,2869451.0,-0.6,500.0,2148065.2,1.6378663,18.01709,7300,0.026808485,82.88511803809173,-864.9656,1.0,6037.9319360256195,-92.884544,0.011884798
