OptimizationReturnMin,TimestepsSoFar,MinIW,EpLenMean,MinTargetPdf,InitialBound,ReturnStepMax,OptimizationReturnMean,ESSRenyiArithmetic,Epsilon,InitialReturnMin,MeanD2-0,Bound,EpisodesSoFar,ReturnStepMaxmin,MeanIW,EmpiricalD2Harmonic,EpThisIter,DivergenceHarmonic,MinBehavPdf,TimeElapsed,Inner Iteration,StdWReturnMean,InitialReturnMax,LearnableVariance,InitialReturnStd,MaxIW,EpRewMean,ESSRenyiHarmonic,MeanEntropy,OptimizationReturnMax,Iteration,ReturnMeanIW,WReturnMean,Penalization,StdIW,VarianceInitializer,EmpiricalD2Arithmetic,InitialReturnMean
,3650000,0.010935433,500.0,-863.9277,-125.22379,0.28589827,10.318773,100.0,1.0,72.1581,1.0,-547161500000000.0,7300,0.092657745,2046924.1,1.0,100,1.9594609e+28,-863.9277,5841.320425748825,1,,91.87925,,3.8520613,68084140.0,82.47686989147537,100.0,1.6378663,19.721153,73,276333800.0,121.31546,True,8871455.0,-0.6,1.0,82.476875
,3700000,0.45112064,500.0,-868.178,-109.62459,0.22709455,9.783283,100.0,1.0,74.20917,1.0,-144163830000000.0,7400,0.023171201,105530720.0,1.0,100,2.1300758e+27,-868.178,5907.680708169937,1,,91.8375,,3.2846823,8769374000.0,83.99245081241133,100.0,1.6378663,17.628334,74,17881293000.0,106.50177,True,886247000.0,-0.6,1.0,83.992455
,3750000,0.05096151,500.0,-869.78613,-55.04036,0.33205962,6.7731085,100.0,1.0,78.06453,1.0,-191295800.0,7500,0.07759696,47041.266,1.0,100,1.7255988e+16,-869.78613,5973.977870941162,1,,90.02571,,2.779865,2680826.5,84.83763795127388,100.0,1.6378663,11.961182,75,2409493.2,53.60264,True,281125.0,-0.6,1.0,84.83764
,3800000,0.076259874,500.0,-871.8859,-206.16182,0.2484498,13.61093,100.0,1.0,71.30721,1.0,-572327000000.0,7600,0.021346971,22619642.0,1.0,100,1.2326706e+22,-871.8859,6050.397109270096,1,,93.934685,,3.9697978,2160337400.0,84.91814274222257,100.0,1.6378663,22.627472,76,1008880900.0,201.0167,True,215004940.0,-0.6,1.0,84.918144
,3850000,0.029143525,500.0,-883.1536,-118.97071,0.2709318,10.204979,100.0,1.0,75.025475,1.0,-50320230000.0,7700,0.042901665,14933.537,1.0,100,2.996052e+20,-883.1536,6115.858000040054,1,,92.03277,,3.452889,415051.25,85.23045342988893,100.0,1.6378663,17.007294,77,1749140.4,116.06406,True,49711.426,-0.6,1.0,85.230446
,3900000,0.078020684,500.0,-873.1617,-100.852486,0.25244427,9.296393,100.0,1.0,76.15956,1.0,-1572741600.0,7800,0.03869024,27176.135,1.0,100,3.2851944e+17,-873.1617,6172.148441076279,1,,92.671326,,3.4190352,640494.06,85.4559549418837,100.0,1.6378663,16.511765,78,2198380.5,98.112724,True,100904.516,-0.6,1.0,85.45595
,3950000,0.000204165,500.0,-878.41266,-182.3054,0.34399164,12.842511,100.0,1.0,72.319534,1.0,-2367162000000.0,7900,0.06451088,3828097.2,1.0,100,2.0764125e+23,-878.41266,6242.045089960098,1,,95.051315,,3.4903638,337832770.0,85.16204529413999,100.0,1.6378663,22.731781,79,663644200.0,177.11276,True,33660816.0,-0.6,1.0,85.16204
,4000000,0.21304227,500.0,-875.7828,-137.26012,0.29221958,11.000833,100.0,1.0,75.13939,1.0,-13508042000.0,8000,0.019833237,52433.34,1.0,100,1.5681251e+19,-875.7828,6312.05855512619,1,,93.56012,,3.5821695,3920150.8,86.14022261906352,100.0,1.6378663,18.42073,80,3295965.2,133.85028,True,391024.84,-0.6,1.0,86.14023
,4050000,0.0011839587,500.0,-884.22705,-127.47986,0.3288345,10.605093,100.0,1.0,76.12124,1.0,-2280272000.0,8100,0.06686911,15540.485,1.0,100,3.9004694e+17,-884.22705,6381.09094953537,1,,95.17014,,3.3712778,380129.22,86.72633208254642,100.0,1.6378663,19.048904,81,2654202.5,123.83351,True,56180.688,-0.6,1.0,86.72634
,4100000,0.04530398,500.0,-875.2181,-79.060295,0.3131755,8.141752,100.0,1.0,78.07197,1.0,-1.9143133e+16,8200,0.017248511,49156732.0,1.0,100,6.565494e+31,-875.2181,6461.804894685745,1,,93.40395,,3.2264569,4764916700.0,86.21371998921377,100.0,1.6378663,15.331985,82,6610010600.0,76.69814,True,474051360.0,-0.6,1.0,86.21372
,4150000,1.7533417,500.0,-878.24066,-64.30538,0.28857616,7.1708674,100.0,1.0,78.90435,1.0,-2.4714917e+16,8300,0.045191616,103439660.0,1.0,100,1.3251861e+32,-878.24066,6557.032457828522,1,,93.520035,,3.2768064,10060275000.0,86.07521782475587,100.0,1.6378663,14.6156845,83,587809860.0,62.15879,True,1000897000.0,-0.6,1.0,86.075226
,4200000,0.039452177,500.0,-898.17474,-75.92078,0.2792586,7.91903,100.0,1.0,78.641014,1.0,-6469645300.0,8400,0.048886403,39044.28,1.0,100,6.8906124e+18,-898.17474,6641.938112735748,1,,94.297935,,3.2781687,810055.8,86.56004426596961,100.0,1.6378663,15.656921,84,2329589.5,73.45743,True,127921.875,-0.6,1.0,86.56005
,4250000,0.0049350057,500.0,-865.04016,-124.0458,0.26929632,10.375298,100.0,1.0,75.5526,1.0,-18011546000.0,8500,0.03286606,64803.86,1.0,100,2.0458021e+19,-865.04016,6729.235058069229,1,,95.45112,,3.524218,3552385.2,85.9278962324851,100.0,1.6378663,19.898521,85,12237069.0,120.06694,True,382567.97,-0.6,1.0,85.9279
,4300000,1.1044697,500.0,-873.82916,-118.43647,0.28555578,10.294786,100.0,1.0,76.83805,1.0,-35219970000000.0,8600,0.05737661,3110827.0,1.0,100,1.3711765e+26,-873.82916,6809.444619655609,1,,94.13724,,3.073528,249345630.0,87.13283828816135,100.0,1.6378663,17.299187,86,689753000.0,115.429214,True,24969026.0,-0.6,1.0,87.13284
,4350000,0.002049947,500.0,-860.56665,-86.2887,0.25002962,8.569025,100.0,1.0,78.28932,1.0,-235527470000000.0,8700,0.01878485,649461.8,1.0,100,9.794699e+27,-860.56665,6898.932307243347,1,,93.67731,,3.2374392,18259844.0,86.85834803459308,100.0,1.6378663,15.387985,87,50010156.0,83.90922,True,2177582.2,-0.6,1.0,86.85836
,4400000,0.011844246,500.0,-869.9868,-142.23653,0.27163708,11.25139,100.0,1.0,75.789085,1.0,-42902286000.0,8800,0.040465623,37935.02,1.0,100,1.1900573e+20,-869.9868,7076.8013870716095,1,,95.56914,,3.4221444,898622.4,87.04047618257097,100.0,1.6378663,19.780052,88,5854571.5,138.30487,True,135069.05,-0.6,1.0,87.04048
,4450000,0.15339242,500.0,-873.22406,-158.38858,0.3195481,11.878042,100.0,1.0,75.456024,1.0,-17570864.0,8900,0.08778289,7108.8994,1.0,100,17973410000000.0,-873.22406,7308.5198810100555,1,,95.335976,,3.6509285,381850.0,87.33406500752479,100.0,1.6378663,19.879951,89,731400.06,154.41713,True,39566.586,-0.6,1.0,87.33406
,4500000,0.12469192,500.0,-870.94354,-145.42606,0.27973506,11.375737,100.0,1.0,75.072876,1.0,-79350490000.0,9000,0.011607528,133929.98,1.0,100,4.422955e+20,-870.94354,7493.7718024253845,1,,94.44618,,3.4995794,5195892.0,86.44861225619223,100.0,1.6378663,19.373306,90,18919416.0,141.65445,True,612526.3,-0.6,1.0,86.448616
,4550000,0.59117997,500.0,-883.81213,-83.48479,0.23143452,8.339032,100.0,1.0,77.94165,1.0,-20659000000.0,9100,0.0017121583,106919.45,1.0,100,7.80292e+19,-883.81213,7574.874421834946,1,,93.190414,,3.4071527,3696602.8,86.28068205656076,100.0,1.6378663,15.248764,91,15645492.0,81.14814,True,463781.06,-0.6,1.0,86.280685
,4600000,0.011517736,500.0,-869.39075,-82.78044,0.22923197,8.415741,100.0,1.0,78.41005,1.0,-407603800000000.0,9200,0.053026557,24588882.0,1.0,100,3.2620972e+28,-869.39075,7658.726865768433,1,,93.394844,,3.1143684,2417986800.0,86.82579070058324,100.0,1.6378663,14.984795,92,5450297000.0,80.52399,True,240558880.0,-0.6,1.0,86.82579
,4650000,0.039188188,500.0,-878.4424,-120.865845,0.2955291,10.379037,100.0,1.0,75.54393,1.0,-452608.03,9300,0.08338787,1040.697,1.0,100,5434781700.0,-878.4424,7747.208899974823,1,,92.53818,,3.1998792,69888.97,85.9229670455485,100.0,1.6378663,16.994247,93,238625.98,117.96364,True,7021.4067,-0.6,1.0,85.922966
,4700000,0.004530828,500.0,-872.3257,-83.48314,0.23703231,8.481699,100.0,1.0,78.2836,1.0,-70421170000.0,9400,0.01610969,46544.445,1.0,100,1.097804e+21,-872.3257,7829.74449634552,1,,92.82558,,3.069016,2042704.2,86.76529889745665,100.0,1.6378663,14.541977,94,1877160.2,81.35806,True,232115.4,-0.6,1.0,86.765305
,4750000,0.03228258,500.0,-875.2377,-200.42253,0.26079258,13.37594,100.0,1.0,72.09728,1.0,-8404538.0,9500,0.032203913,9124.895,1.0,100,2268401500000.0,-875.2377,7909.835575342178,1,,94.14678,,4.0768976,757455.25,85.47322214956257,100.0,1.6378663,22.0495,95,1045182.3,195.53687,True,75376.13,-0.6,1.0,85.47322
,4800000,0.018733967,500.0,-867.6958,-128.83707,0.24424253,10.645442,100.0,1.0,75.704025,1.0,-70507954000.0,9600,0.016629681,275860.9,1.0,100,3.982404e+20,-867.6958,7994.455992937088,1,,94.45055,,3.4612267,9525262.0,86.34946735666627,100.0,1.6378663,18.746521,96,23011562.0,125.30551,True,1143556.5,-0.6,1.0,86.349464
,4850000,0.28808296,500.0,-880.3025,-69.3163,0.26327482,7.6753845,100.0,1.0,79.21916,1.0,-16440432000.0,9700,0.012498528,142514.19,1.0,100,8.072448e+19,-880.3025,8089.626114606857,1,,92.70653,,2.9286106,7481028.5,86.8945463927391,100.0,1.6378663,13.487366,97,14149736.0,67.48829,True,847500.9,-0.6,1.0,86.89454
,4900000,0.026117712,500.0,-874.9045,-197.71016,0.29950473,13.384679,100.0,1.0,72.81929,1.0,-1645725700000000.0,9800,0.04413435,1679189.5,1.0,100,1.262845e+29,-874.9045,8196.25270652771,1,,94.28523,,3.7323031,50085800.0,86.20396939168599,100.0,1.6378663,21.465942,98,371463550.0,193.07973,True,6906612.5,-0.6,1.0,86.20397
,4950000,0.009169298,500.0,-888.38666,-113.58409,0.35523355,9.934669,100.0,1.0,75.73554,1.0,-2450263800000000.0,9900,0.116566256,4988526.5,1.0,100,4.9936162e+29,-888.38666,8360.47683262825,1,,94.3098,,3.379283,276641340.0,85.67021025878026,100.0,1.6378663,18.574257,99,126389550.0,110.11718,True,30494452.0,-0.6,1.0,85.67023
,5000000,0.039819892,500.0,-878.32935,-116.829926,0.33354813,9.916358,100.0,1.0,76.455414,1.0,-2381256400.0,10000,0.07378942,20381.182,1.0,100,3.9581632e+17,-878.32935,8621.79750084877,1,,95.84865,,3.8361979,670167.7,86.37177102212499,100.0,1.6378663,19.393234,100,3158463.8,113.05056,True,83626.47,-0.6,1.0,86.37178
,5050000,0.03574665,500.0,-885.6856,-94.45331,0.321304,8.93043,100.0,1.0,77.87282,1.0,-1.7494237e+16,10100,0.09306975,103440876000.0,1.0,100,3.662843e+31,-885.6856,8704.375658512115,1,,94.817535,,3.4373586,10287124000000.0,86.80324877864805,100.0,1.6378663,16.944717,101,29573790000000.0,91.56802,True,1023514050000.0,-0.6,1.0,86.80326
,5100000,0.035542145,500.0,-869.03894,-93.13424,0.28858778,8.75192,100.0,1.0,78.98476,1.0,-12464653000000.0,10200,0.0025556087,913129.2,1.0,100,2.1965982e+25,-869.03894,8774.846884727478,1,,95.25182,,3.7254555,38327180.0,87.7366763557266,100.0,1.6378663,16.267067,102,115202810.0,90.47513,True,4827449.5,-0.6,1.0,87.73667
,5150000,0.0886035,500.0,-875.07336,-124.58918,0.31685594,10.536957,100.0,1.0,76.05376,1.0,-1582773300000.0,10300,0.08836518,298684.66,1.0,100,2.4290168e+23,-875.07336,8843.52682685852,1,,93.929085,,3.2172787,15130551.0,86.59071290008524,100.0,1.6378663,17.875328,103,47605836.0,121.37832,True,1656647.0,-0.6,1.0,86.590706
,5200000,0.39535213,500.0,-878.4291,-60.439056,0.279112,7.006955,100.0,1.0,80.54374,1.0,-135891870.0,10400,0.035442606,3441.7969,1.0,100,3761126200000000.0,-878.4291,8927.841120481491,1,,95.38408,,3.0213473,55246.242,87.55069458225424,100.0,1.6378663,14.84034,104,145259.6,58.225956,True,9388.343,-0.6,1.0,87.550705
,5250000,0.03192206,500.0,-863.98206,-97.45724,0.23056586,8.952797,100.0,1.0,76.93184,1.0,-517445540.0,10500,0.0032125264,29451.658,1.0,100,2.1968384e+16,-863.98206,9015.45695567131,1,,95.5177,,3.7193344,709914.94,85.88463655365408,100.0,1.6378663,18.585861,105,2872693.2,93.986015,True,114168.22,-0.6,1.0,85.88463
,5300000,0.013786608,500.0,-889.15356,-93.61241,0.31023183,8.861755,100.0,1.0,78.43834,1.0,-1633733.0,10600,0.064116135,1617.4865,1.0,100,236455840000.0,-889.15356,9101.902641057968,1,,95.63338,,3.4800236,86692.02,87.30009372437529,100.0,1.6378663,17.195038,106,188746.81,90.641266,True,8803.993,-0.6,1.0,87.300095
,5350000,0.17832972,500.0,-871.87463,-61.026928,0.2367262,6.9999647,100.0,1.0,79.80675,1.0,-498868.62,10700,0.008888423,1063.07,1.0,100,55258440000.0,-871.87463,9177.036576271057,1,,93.52673,,3.1836858,30760.43,86.80671228887715,100.0,1.6378663,13.719986,107,54146.195,59.13536,True,3935.4487,-0.6,1.0,86.80671
,5400000,0.026280817,500.0,-876.40564,-238.02557,0.29804736,14.779396,100.0,1.0,72.974525,1.0,-273215580.0,10800,0.06827682,251775.98,1.0,100,2006881200000000.0,-876.40564,9288.171523571014,1,,94.96123,,3.8389184,20261210.0,87.75392181450933,100.0,1.6378663,21.986702,108,55563204.0,233.16785,True,2051070.6,-0.6,1.0,87.75393
,5450000,0.0142259775,500.0,-867.51514,-256.53506,0.35283935,15.369704,100.0,1.0,70.20253,1.0,-195223940.0,10900,0.11757088,9166.212,1.0,100,1277410800000000.0,-867.51514,9372.276472091675,1,,93.36864,,3.8619041,326932.75,85.57223527329077,100.0,1.6378663,23.166107,109,2447557.8,251.14215,True,40046.47,-0.6,1.0,85.572235
,5500000,0.6071974,500.0,-904.9706,-122.54045,0.26788136,10.141556,100.0,1.0,74.5397,1.0,-9331844000.0,11000,0.01984705,52785.89,1.0,100,6.557148e+18,-904.9706,9449.477029561996,1,,93.57697,,4.005927,1426908.1,84.68125866701902,100.0,1.6378663,19.03727,110,4688788.5,118.898605,True,170729.67,-0.6,1.0,84.68126
,5550000,0.22962369,500.0,-882.6516,-92.84606,0.22940783,8.766809,100.0,1.0,78.65651,1.0,-5748668400.0,11100,0.028037444,62584.266,1.0,100,4.9362904e+18,-882.6516,9532.503336191177,1,,94.69591,,3.6611423,3225021.5,87.42331838237033,100.0,1.6378663,16.039398,111,4080751.0,90.26091,True,353584.4,-0.6,1.0,87.42332
,5600000,0.03960659,500.0,-892.1624,-81.598366,0.2839381,8.208239,100.0,1.0,79.91088,1.0,-877222800000.0,11200,0.048023,166195.66,1.0,100,1.0249525e+23,-892.1624,9647.58622956276,1,,96.42233,,3.3887532,4609491.0,88.11912019865608,100.0,1.6378663,16.511452,112,10363964.0,78.858826,True,587751.5,-0.6,1.0,88.11912
,5650000,0.018250916,500.0,-873.5687,-131.67757,0.3086174,10.832865,100.0,1.0,77.03126,1.0,-23800282000000.0,11300,0.120835125,274866.12,1.0,100,4.125615e+25,-873.5687,9721.935613632202,1,,96.232414,,3.25911,8842827.0,87.86412251813614,100.0,1.6378663,19.201157,113,33726240.0,127.972755,True,1116264.0,-0.6,1.0,87.86411
,5700000,0.44695476,500.0,-881.83624,-117.43205,0.32116064,10.116876,100.0,1.0,77.71344,1.0,-7832234700000000.0,11400,0.12821135,56039730.0,1.0,100,4.9335812e+30,-881.83624,9807.947632312775,1,,96.444435,,3.3993032,2911668700.0,87.83031579361199,100.0,1.6378663,18.730995,114,8116090400.0,113.90644,True,343454100.0,-0.6,1.0,87.83032
,5750000,0.03759502,500.0,-875.5741,-137.28583,0.29529297,10.94862,100.0,1.0,75.02307,1.0,-51934680.0,11500,0.04856378,6528.2627,1.0,100,232406450000000.0,-875.5741,9884.348032712936,1,,93.34973,,3.7468014,274834.88,85.97169101659887,100.0,1.6378663,18.32666,115,474284.44,133.91078,True,30391.885,-0.6,1.0,85.9717
,5800000,0.012605056,500.0,-873.1486,-247.16154,0.25814763,15.126099,100.0,1.0,71.42096,1.0,-18134708.0,11600,0.039256305,2260.443,1.0,100,12929995000000.0,-873.1486,9957.874027729034,1,,93.584076,,3.66426,56349.633,86.5470575939404,100.0,1.6378663,22.163116,116,382873.88,242.22562,True,8678.99,-0.6,1.0,86.54706
,5850000,0.18267015,500.0,-867.16254,-76.592964,0.24077223,7.9756083,100.0,1.0,79.568436,1.0,-516534140000000.0,11700,0.015388146,17036678.0,1.0,100,5.100784e+28,-867.16254,10025.286396741867,1,,94.65354,,3.2704709,1584980400.0,87.54404461172767,100.0,1.6378663,15.085106,117,1731710600.0,74.30631,True,157826270.0,-0.6,1.0,87.54405
,5900000,0.015694909,500.0,-874.8554,-152.67642,0.2950322,11.7502365,100.0,1.0,73.605774,1.0,-101838200000.0,11800,0.06541808,393989.6,1.0,100,8.625545e+20,-874.8554,10091.98338508606,1,,92.172455,,3.3383238,24140214.0,85.35601029160472,100.0,1.6378663,18.56668,118,85901200.0,149.21246,True,2667368.2,-0.6,1.0,85.356
,5950000,0.18700205,500.0,-892.09937,-61.5258,0.2633491,7.0626044,100.0,1.0,79.00821,1.0,-6013061000000.0,11900,0.03977421,125362.54,1.0,100,9.559931e+24,-892.09937,10169.689269542694,1,,92.91871,,3.1146452,3302306.8,86.07081306466374,100.0,1.6378663,13.9105,119,5551942.5,59.58139,True,411869.06,-0.6,1.0,86.07081
,6000000,0.16711676,500.0,-870.9881,-68.15555,0.2290709,7.5218,100.0,1.0,81.027885,1.0,-16013886.0,12000,7.4476004e-05,22066.23,1.0,100,39285516000000.0,-870.9881,10282.653741121292,1,,96.61084,,3.022912,1663750.6,88.54968503460486,100.0,1.6378663,15.582954,120,717168.9,65.71548,True,167232.12,-0.6,1.0,88.54969
,6050000,0.47167513,500.0,-882.5839,-135.33093,0.3144517,10.978882,100.0,1.0,77.55762,1.0,-29018957000000.0,12100,0.0418019,663362.56,1.0,100,1.0238505e+26,-882.5839,10358.60736823082,1,,94.44995,,3.453653,27454804.0,88.5364981333472,100.0,1.6378663,16.892334,121,118936950.0,132.46356,True,3341159.2,-0.6,1.0,88.53649
,6100000,0.38879535,500.0,-855.27594,-151.7986,0.25380403,11.757921,100.0,1.0,76.934715,1.0,-48726714000000.0,12200,0.03140661,355470.9,1.0,100,2.1613026e+26,-855.27594,10449.149572134018,1,,95.094604,,3.1993883,11767874.0,88.6926367188209,100.0,1.6378663,18.15989,122,57810510.0,148.4848,True,1565406.1,-0.6,1.0,88.69263
,6150000,0.050787628,500.0,-863.8166,-58.741997,0.2539784,6.842721,100.0,1.0,82.10678,1.0,-59854057000.0,12300,0.0057323873,11872.554,1.0,100,6.4237966e+20,-863.8166,10530.051830291748,1,,97.43547,,3.0916152,224944.36,88.94950239149938,100.0,1.6378663,15.32869,123,726790.4,56.38091,True,32994.24,-0.6,1.0,88.94951
,6200000,0.15770234,500.0,-883.5365,-100.462265,0.23438816,9.286701,100.0,1.0,79.03198,1.0,-29717608000.0,12400,0.0055933,176967.81,1.0,100,1.3798207e+20,-883.5365,10608.083997964859,1,,94.89521,,3.4191844,9867295.0,88.31868323779705,100.0,1.6378663,15.863228,124,9373070.0,97.93363,True,1033329.44,-0.6,1.0,88.318695
,6250000,0.0486991,500.0,-886.9075,-101.14523,0.30010515,9.308628,100.0,1.0,79.85326,1.0,-223446180.0,12500,0.049140126,44714.96,1.0,100,6234615300000000.0,-886.9075,10674.023117542267,1,,96.456314,,3.4241307,3015238.2,89.16188550630797,100.0,1.6378663,16.603058,125,4688460.0,98.37524,True,306845.8,-0.6,1.0,89.16189
,6300000,0.037539985,500.0,-868.099,-58.70914,0.27394456,6.929102,100.0,1.0,82.48092,1.0,-40971933000000.0,12600,0.04718244,1546786.1,1.0,100,4.449393e+26,-868.099,10745.048436164856,1,,96.3829,,2.9588244,69190090.0,89.41002111047874,100.0,1.6378663,13.901978,126,45125484.0,56.767097,True,7679935.5,-0.6,1.0,89.41001
,6350000,0.058885917,500.0,-874.7191,-66.58844,0.2917483,7.3587465,100.0,1.0,81.47681,1.0,-139441420000000.0,12700,0.08023545,1836355.0,1.0,100,2.5845338e+27,-874.7191,10816.193581104279,1,,97.996765,,3.113672,64942560.0,88.83555237583447,100.0,1.6378663,16.519958,127,125515120.0,63.846092,True,8542043.0,-0.6,1.0,88.83555
,6400000,0.041690156,500.0,-889.8344,-56.441692,0.27264312,6.7104993,100.0,1.0,82.41084,1.0,-19220616.0,12800,0.08255589,4554.1978,1.0,100,95246410000000.0,-889.8344,10900.32472038269,1,,96.35666,,3.0751553,143665.67,89.12134220813188,100.0,1.6378663,13.945816,128,144297.23,54.487385,True,19833.355,-0.6,1.0,89.12134
,6450000,0.17181234,500.0,-873.8973,-57.671803,0.28377217,6.8700805,100.0,1.0,82.48493,1.0,-2401765000.0,12900,0.05261354,23249.303,1.0,100,1.6736249e+18,-873.8973,11002.158998966217,1,,96.072876,,2.9357314,372731.38,89.35501285386007,100.0,1.6378663,13.587944,129,1170019.0,55.81653,True,58311.71,-0.6,1.0,89.35501
,6500000,0.018952483,500.0,-884.5935,-85.70076,0.24133314,8.485531,100.0,1.0,80.50995,1.0,-1393471800000000.0,13000,0.049503475,3326513.2,1.0,100,3.6992703e+29,-884.5935,11093.36257314682,1,,95.60828,,3.3772619,94479330.0,88.99547967388442,100.0,1.6378663,15.098328,130,293917060.0,83.410126,True,11424049.0,-0.6,1.0,88.995476
,6550000,0.0034008978,500.0,-869.64075,-119.06203,0.24745436,10.253543,100.0,1.0,78.83197,1.0,-144862020.0,13100,0.016725719,14923.951,1.0,100,2363857400000000.0,-869.64075,11185.862662553787,1,,95.90967,,3.316066,708702.7,89.08551243764404,100.0,1.6378663,17.077698,131,2349942.2,116.13141,True,80739.125,-0.6,1.0,89.08551
,6600000,0.64470345,500.0,-871.3409,-95.31177,0.27495554,9.172398,100.0,1.0,79.4997,1.0,-11227501000000.0,13200,0.045489073,35028996.0,1.0,100,1.8066377e+25,-871.3409,11290.580506801605,1,,95.71004,,2.9220524,3083605000.0,88.67210082567134,100.0,1.6378663,16.210335,132,2097822500.0,92.67128,True,308217470.0,-0.6,1.0,88.6721
,6650000,0.047803838,500.0,-870.6478,-71.065926,0.31460643,7.7145104,100.0,1.0,80.72826,1.0,-10617324000000.0,13300,0.07990013,776412.0,1.0,100,2.5372519e+25,-870.6478,11400.532452583313,1,,95.21013,,3.073246,49309290.0,88.44276698760625,100.0,1.6378663,14.481873,133,34634770.0,68.95852,True,5226094.0,-0.6,1.0,88.44277
,6700000,0.10029067,500.0,-883.0914,-114.52332,0.31549233,10.0195265,100.0,1.0,78.222336,1.0,-7388008400.0,13400,0.06536192,102476.0,1.0,100,7.3674173e+18,-883.0914,11497.014627695084,1,,94.66452,,3.378736,6354494.0,88.24186167054327,100.0,1.6378663,16.442184,134,13058413.0,111.806755,True,657209.7,-0.6,1.0,88.24185
,6750000,0.16846861,500.0,-870.02356,-121.71171,0.23857939,10.548927,100.0,1.0,78.709145,1.0,-19975420000000.0,13500,0.03134677,58867890.0,1.0,100,5.714557e+25,-870.02356,11598.336654424667,1,,94.92154,,2.791184,5750394000.0,89.25807186403422,100.0,1.6378663,16.212395,135,5884335000.0,119.07058,True,572044000.0,-0.6,1.0,89.25808
,6800000,0.05439413,500.0,-893.2309,-74.12823,0.29566306,7.7935762,100.0,1.0,80.80924,1.0,-159995230000.0,13600,0.037474096,161750.2,1.0,100,5.1541604e+21,-893.2309,11703.85943365097,1,,95.69965,,3.3407226,6717421.0,88.60281743399028,100.0,1.6378663,14.890411,136,11901283.0,71.90024,True,771974.4,-0.6,1.0,88.60282
,6850000,0.1571067,500.0,-876.60223,-68.64448,0.23739436,7.47738,100.0,1.0,81.68756,1.0,-6117334000000000.0,13700,0.013068393,10223894.0,1.0,100,8.988593e+30,-876.60223,11804.078682422638,1,,95.93599,,3.2700567,767944900.0,89.16494063964937,100.0,1.6378663,14.248428,137,656474100.0,66.60448,True,76713060.0,-0.6,1.0,89.16494
,6900000,0.14771426,500.0,-886.56024,-72.26678,0.2593358,7.71822,100.0,1.0,81.504166,1.0,-38572120000.0,13800,0.023316756,207974.92,1.0,100,3.8424775e+20,-886.56024,11906.058354377747,1,,95.493774,,3.2755582,9043692.0,89.22238594901548,100.0,1.6378663,13.989609,138,15475216.0,70.30021,True,1092578.1,-0.6,1.0,89.22238
,6950000,0.07292774,500.0,-875.1285,-73.56446,0.24192883,7.9452825,100.0,1.0,81.925446,1.0,-47699020000000.0,13900,0.017987221,20905136.0,1.0,100,6.0459444e+26,-875.1285,12004.484560489655,1,,95.81822,,2.9150527,2040129900.0,89.87072854996347,100.0,1.6378663,13.8927765,139,1859052800.0,71.62504,True,202947870.0,-0.6,1.0,89.870735
,7000000,0.034952693,500.0,-905.7858,-163.46469,0.24616297,12.281338,100.0,1.0,77.21823,1.0,-1.2278813e+16,14000,0.01596637,10074057.0,1.0,100,1.1177161e+31,-905.7858,12103.812870979309,1,,96.33454,,2.9935696,731616200.0,89.49956831153376,100.0,1.6378663,19.11631,140,2798089700.0,159.79272,True,73005176.0,-0.6,1.0,89.49957
,7050000,0.3887479,500.0,-883.8844,-98.34973,0.2696261,9.240791,100.0,1.0,79.23653,1.0,-51829930000.0,14100,0.05588305,448988.2,1.0,100,4.5764612e+20,-883.8844,12208.644137144089,1,,94.759094,,3.2459738,22394286.0,88.47731865995858,100.0,1.6378663,15.522568,141,24607734.0,95.92858,True,2558106.2,-0.6,1.0,88.4773
,7100000,0.044351865,500.0,-871.9648,-75.55762,0.25816062,7.828024,100.0,1.0,81.071304,1.0,-77288660.0,14200,0.0026694238,42305.926,1.0,100,778492700000000.0,-871.9648,12301.01251411438,1,,97.406906,,3.4056213,2978291.2,88.89932768106209,100.0,1.6378663,16.335602,142,2457932.0,72.87621,True,298770.34,-0.6,1.0,88.89934
,7150000,0.6086073,500.0,-880.8139,-71.19046,0.30437133,7.798767,100.0,1.0,81.37827,1.0,-1.5530273e+16,14300,0.07042058,27816694.0,1.0,100,4.511121e+31,-880.8139,12391.708478689194,1,,96.546234,,2.8386433,1224180100.0,89.17704007235669,100.0,1.6378663,15.167961,143,1808921500.0,68.87866,True,164924030.0,-0.6,1.0,89.17704
,7200000,0.19712813,500.0,-877.2176,-74.558624,0.2720587,7.832925,100.0,1.0,80.32219,1.0,-3926244600000000.0,14400,0.0046625435,318301220.0,1.0,100,2.623218e+30,-877.2176,12495.726224899292,1,,95.85279,,3.2833264,20713020000.0,88.15511468925548,100.0,1.6378663,15.5306015,144,11071993000.0,72.13495,True,2234840300.0,-0.6,1.0,88.155106
,7250000,0.3471128,500.0,-875.7296,-66.512276,0.27471772,7.49392,100.0,1.0,81.52374,1.0,-48218670000.0,14500,0.045696214,79559.67,1.0,100,7.118395e+20,-875.7296,12612.683794260025,1,,94.932365,,2.9234965,3995029.5,89.01766160568226,100.0,1.6378663,13.408623,145,8151992.5,64.70566,True,420412.47,-0.6,1.0,89.01767
