EpisodesSoFar,EpLenMean,DivergenceHarmonic,Penalization,ESSRenyiArithmetic,InitialReturnMean,TimeElapsed,Epsilon,StdIW,WReturnMean,InitialBound,EpThisIter,MinIW,InitialReturnStd,ReturnStepMax,LearnableVariance,OptimizationReturnMax,Inner Iteration,MinTargetPdf,ESSRenyiHarmonic,EmpiricalD2Arithmetic,EmpiricalD2Harmonic,OptimizationReturnMean,EpRewMean,MaxIW,ReturnStepMaxmin,MeanD2-0,Iteration,OptimizationReturnMin,VarianceInitializer,MeanIW,ReturnMeanIW,InitialReturnMin,TimestepsSoFar,Bound,InitialReturnMax,MeanEntropy,StdWReturnMean,MinBehavPdf
2200,500.0,873891500.0,True,100.0,56.278843,1181.441341638565,1.0,10982.387,148.73196,-152.86185,100,0.01144346,4.7531304,0.3241277,,20.271477,1,-890.15234,100.0,1.0,1.0,11.231194,56.27884001861622,100319.29,0.042063683,1.0,22,,-0.6,1699.1636,31040.299,45.047646,1100000,-153130.83,65.31912,1.6378663,,-890.15234
2300,500.0,549696960000.0,True,100.0,58.476734,1243.3101477622986,1.0,10415.179,181.04634,-185.64647,100,0.15264525,4.867828,0.26757625,,21.394451,1,-885.1062,100.0,1.0,1.0,12.543946,58.47673506085066,98559.24,0.058970883,1.0,23,,-0.6,1924.3871,502867.53,45.93279,1150000,-3913589.8,67.32724,1.6378663,,-885.1062
2400,500.0,4.30965e+16,True,100.0,59.29415,1302.4783084392548,1.0,9541.803,193.65605,-199.23578,100,0.019080156,4.7605433,0.24405985,,23.5626,1,-872.91876,100.0,1.0,1.0,13.076441,59.294151400903104,81608.805,0.03290014,1.0,24,,-0.6,2299.0906,514087.44,46.217712,1200000,-1158890800.0,69.78031,1.6378663,,-872.91876
2500,500.0,113915910000.0,True,100.0,60.967384,1359.7332174777985,1.0,1596.6527,116.0155,-119.60015,100,0.029577186,4.3501167,0.289252,,18.88604,1,-880.2441,100.0,1.0,1.0,9.853527,60.96738008365589,8424.846,0.028839082,1.0,25,,-0.6,619.4624,34877.49,51.113853,1250000,-1244796.8,69.99989,1.6378663,,-880.2441
2600,500.0,42963190000.0,True,100.0,62.980026,1443.269155740738,1.0,620.4781,117.37668,-120.92341,100,0.014017398,4.3018603,0.2628697,,18.78592,1,-882.3342,100.0,1.0,1.0,9.943373,62.98002509371986,4817.356,0.042628735,1.0,26,,-0.6,239.68396,22174.416,53.03665,1300000,-757357.6,71.82257,1.6378663,,-882.3342
2700,500.0,3636549000.0,True,100.0,62.692905,1534.2486913204193,1.0,3615.7175,241.58557,-247.48262,100,0.05586106,4.8796983,0.2433511,,24.223373,1,-861.29425,100.0,1.0,1.0,14.757171,62.692901245810305,35691.434,0.01653418,1.0,27,,-0.6,618.0818,119119.15,47.93573,1350000,-474747.5,72.1591,1.6378663,,-861.29425
2800,500.0,3572617500.0,True,100.0,61.549877,1633.3303592205048,1.0,185.77345,279.62677,-286.6438,100,0.046719268,5.343716,0.30313987,,26.423683,1,-872.8542,100.0,1.0,1.0,15.845234,61.54987818854106,1119.7649,0.0040141046,1.0,28,,-0.6,98.90406,22074.268,45.704643,1400000,-441507.06,72.12833,1.6378663,,-872.8542
2900,500.0,4.3559744e+20,True,100.0,64.67561,1728.8745846748352,1.0,58833.867,184.8234,-190.72931,100,0.017657034,4.416487,0.25560617,,24.241646,1,-869.5109,100.0,1.0,1.0,12.857606,64.67561418985238,506054.34,0.005108744,1.0,29,,-0.6,14966.26,2354204.2,51.81801,1450000,-123270040000.0,76.059654,1.6378663,,-869.5109
3000,500.0,812071800.0,True,100.0,66.84034,1817.7566151618958,1.0,917.9501,234.6182,-240.74608,100,0.014474721,4.349991,0.21827386,,24.692993,1,-892.3842,100.0,1.0,1.0,14.686585,66.8403482790415,8042.97,0.0069959313,1.0,30,,-0.6,256.49475,55565.535,52.153763,1500000,-230198.84,76.846756,1.6378663,,-892.3842
3100,500.0,91357680000000.0,True,100.0,66.10714,1908.9921643733978,1.0,2482.6301,228.18896,-234.14847,100,0.054056544,5.4592404,0.27133077,,24.351326,1,-871.742,100.0,1.0,1.0,14.084945,66.10713910650202,15903.848,0.05647835,1.0,31,,-0.6,768.8646,125790.48,52.022194,1550000,-57089750.0,76.37352,1.6378663,,-871.742
3200,500.0,3.8650998e+18,True,100.0,68.178215,2004.9224841594696,1.0,249412.58,164.86133,-169.58527,100,0.010808031,4.6885705,0.33020955,,21.68055,1,-873.12024,100.0,1.0,1.0,11.953185,68.1782217042655,2429031.0,0.115812674,1.0,32,,-0.6,39421.33,10553176.0,56.225037,1600000,-9298149000.0,77.90559,1.6378663,,-873.12024
3300,500.0,15755337000.0,True,100.0,67.56516,2113.5210971832275,1.0,4416.1626,362.94507,-370.54364,100,0.03210965,4.9843802,0.27284327,,27.496952,1,-885.7896,100.0,1.0,1.0,18.387524,67.56516297066878,39362.406,0.057964236,1.0,33,,-0.6,1082.2766,306636.66,49.17764,1650000,-1260454.4,76.67459,1.6378663,,-885.7896
3400,500.0,150751810000000.0,True,100.0,70.44067,2227.4893457889557,1.0,11124.562,335.6878,-343.76575,100,0.019743582,5.0787783,0.30890006,,28.351128,1,-857.1251,100.0,1.0,1.0,17.603804,70.44066985185903,103364.875,0.06735858,1.0,34,,-0.6,2427.8936,814577.5,52.83687,1700000,-100001480.0,81.187996,1.6378663,,-857.1251
3500,500.0,52298227000000.0,True,100.0,71.37237,2341.3533844947815,1.0,19289.69,200.79291,-207.11374,100,0.006109561,4.2006936,0.23207462,,25.078846,1,-883.25287,100.0,1.0,1.0,13.533184,71.37236878799997,158171.56,0.0064017326,1.0,35,,-0.6,4111.521,808592.94,57.839184,1750000,-46521724.0,82.91803,1.6378663,,-883.25287
3600,500.0,2.4016971e+17,True,100.0,73.772255,2439.7065165042877,1.0,455315.34,113.334465,-116.83032,100,0.05925366,4.0174017,0.33636427,,18.650818,1,-888.4719,100.0,1.0,1.0,9.858749,73.77225547555436,4121342.2,0.08814967,1.0,36,,-0.6,66474.0,13368953.0,63.913506,1800000,-1726684200.0,82.56432,1.6378663,,-888.4719
3700,500.0,20954604000.0,True,100.0,73.473175,2540.3798627853394,1.0,8404.429,145.22906,-148.97835,100,0.044044334,4.3023725,0.2258938,,19.31504,1,-869.354,100.0,1.0,1.0,11.25694,73.4731788072625,83809.67,0.009897262,1.0,37,,-0.6,1340.2026,60183.188,62.21624,1850000,-602950.1,81.53128,1.6378663,,-869.354
3800,500.0,5.692475e+21,True,100.0,73.00657,2649.1127462387085,1.0,133859.19,132.30661,-136.67679,100,0.018931674,4.442107,0.2832947,,20.853138,1,-875.87537,100.0,1.0,1.0,10.610103,73.00656842939057,1179775.8,0.04932502,1.0,38,,-0.6,30200.262,4953198.5,62.396465,1900000,-329748120000.0,83.2496,1.6378663,,-875.87537
3900,500.0,657836500000000.0,True,100.0,74.81735,2761.5223305225372,1.0,259933.31,185.91754,-191.93681,100,0.005848316,4.5286803,0.2853646,,24.473408,1,-880.23785,100.0,1.0,1.0,12.861128,74.81735420375804,2613934.8,0.0015423298,1.0,39,,-0.6,28395.445,5228612.5,61.956226,1950000,-159622560.0,86.429634,1.6378663,,-880.23785
4000,500.0,4.1848398e+20,True,100.0,74.955414,2874.848942041397,1.0,848803.25,172.93633,-177.36317,100,0.12089982,4.5384836,0.29130945,,20.987999,1,-873.45966,100.0,1.0,1.0,12.342548,74.95540960478961,8289846.5,0.063144416,1.0,40,,-0.6,133517.34,41608028.0,62.61286,2000000,-90607340000.0,83.60086,1.6378663,,-873.45966
4100,500.0,1.7547314e+20,True,100.0,74.89768,2970.0579359531403,1.0,1619112.5,201.99051,-207.02354,100,0.050202057,4.3314657,0.25965703,,22.378895,1,-874.74036,100.0,1.0,1.0,13.536206,74.89768458496218,16234694.0,0.0033521652,1.0,41,,-0.6,191696.16,34044652.0,61.361477,2050000,-66709350000.0,83.74037,1.6378663,,-874.74036
4200,500.0,121525430000000.0,True,100.0,76.15142,3072.7344193458557,1.0,34207.78,152.77802,-157.98352,100,0.09359536,4.1513515,0.2583249,,22.759132,1,-877.3784,100.0,1.0,1.0,11.64235,76.1514201155072,331959.6,0.0298516,1.0,42,,-0.6,5684.5327,951026.1,64.50907,2100000,-58339856.0,87.2682,1.6378663,,-877.3784
4300,500.0,6.015428e+21,True,100.0,75.74704,3174.0636188983917,1.0,877465.44,141.46361,-145.80049,100,0.033654734,4.2305675,0.3161856,,20.773682,1,-891.55475,100.0,1.0,1.0,11.11602,75.74703226382024,7214662.5,0.08157575,1.0,43,,-0.6,168602.77,17533592.0,64.63101,2150000,-336407170000.0,85.40469,1.6378663,,-891.55475
4400,500.0,33332396000000.0,True,100.0,77.15727,3281.4655673503876,1.0,27753.893,154.53755,-159.12769,100,0.0028870092,3.6275957,0.31793222,,21.371605,1,-870.78937,100.0,1.0,1.0,11.890253,77.15727431775537,250301.12,0.08341138,1.0,44,,-0.6,4667.542,851146.6,65.26702,2200000,-27353834.0,86.638626,1.6378663,,-870.78937
4500,500.0,1.3014789e+23,True,100.0,77.65861,3371.105123281479,1.0,455273.0,212.57648,-218.02924,100,0.08840902,4.4629474,0.32935566,,23.293365,1,-904.57556,100.0,1.0,1.0,13.880152,77.65860799886752,4403241.5,0.09703714,1.0,45,,-0.6,89054.39,21524552.0,63.778458,2250000,-1967298200000.0,87.07182,1.6378663,,-904.57556
4600,500.0,1.3054217e+18,True,100.0,74.22684,3476.8878581523895,1.0,48664.92,215.76245,-221.32454,100,0.0026094695,4.5502715,0.26694125,,23.525719,1,-867.4815,100.0,1.0,1.0,13.966299,74.22683401561927,400175.38,0.042645708,1.0,46,,-0.6,11718.866,2953674.0,60.260536,2300000,-6358364000.0,83.786255,1.6378663,,-867.4815
4700,500.0,1.1004857e+16,True,100.0,77.70024,3576.422295808792,1.0,22660.518,141.84235,-145.33391,100,0.014154957,4.121371,0.2227857,,18.639503,1,-872.0029,100.0,1.0,1.0,11.173925,77.70024812114298,171903.31,0.0022581518,1.0,47,,-0.6,6308.958,1008202.4,66.52632,2350000,-367313570.0,85.165825,1.6378663,,-872.0029
4800,500.0,2678058000.0,True,100.0,75.554245,3668.4901490211487,1.0,934.76465,126.99671,-130.2914,100,0.005873356,3.8678253,0.22732066,,18.106377,1,-867.55756,100.0,1.0,1.0,10.584736,75.5542410433189,6783.616,0.04069051,1.0,48,,-0.6,281.16046,45325.41,64.969505,2400000,-215837.62,83.07588,1.6378663,,-867.55756
4900,500.0,61726810000000.0,True,100.0,75.32073,3775.914470434189,1.0,19683.676,116.643555,-121.32943,100,0.00976901,4.3670034,0.309384,,21.59333,1,-868.16986,100.0,1.0,1.0,9.877896,75.32073635641828,189676.67,0.04504642,1.0,49,,-0.6,3804.1091,255803.67,65.44284,2450000,-37073664.0,87.03617,1.6378663,,-868.16986
5000,500.0,1918139100000000.0,True,100.0,77.11851,3880.4700808525085,1.0,70954.7,271.37778,-277.66266,100,0.10548932,4.1819687,0.2931692,,25.007736,1,-865.69434,100.0,1.0,1.0,15.933891,77.11850788232266,667066.1,0.032782733,1.0,50,,-0.6,13606.887,3864373.5,61.184616,2500000,-279142180.0,86.19235,1.6378663,,-865.69434
5100,500.0,116402260000.0,True,100.0,77.49645,3974.8641889095306,1.0,66592.97,246.20377,-252.2189,100,0.20316233,4.259029,0.22304924,,24.465153,1,-872.7566,100.0,1.0,1.0,15.101802,77.4964529861175,663735.94,0.017315924,1.0,51,,-0.6,8316.778,1768604.9,62.39465,2550000,-3820990.5,86.8598,1.6378663,,-872.7566
5200,500.0,902613240000.0,True,100.0,76.466934,4064.377851963043,1.0,2272.876,193.27179,-199.22038,100,0.011439269,4.552663,0.3343081,,24.329376,1,-880.3888,100.0,1.0,1.0,13.135641,76.46693179927311,19850.73,0.13341585,1.0,52,,-0.6,660.77484,123971.86,63.33129,2600000,-5775881.0,87.66067,1.6378663,,-880.3888
5300,500.0,3076167700.0,True,100.0,77.45725,4164.528223991394,1.0,468.83328,99.34708,-102.5179,100,0.06680799,3.8891609,0.24660897,,17.762787,1,-890.28827,100.0,1.0,1.0,9.177228,77.45725713966581,3428.968,0.025189996,1.0,53,,-0.6,187.12149,14044.973,68.28003,2650000,-189922.19,86.042816,1.6378663,,-890.28827
5400,500.0,5.536002e+23,True,100.0,78.15143,4257.134355545044,1.0,2388467.2,153.2841,-157.69498,100,0.19671948,3.9903088,0.29977605,,20.950233,1,-876.5046,100.0,1.0,1.0,11.720135,78.1514237202093,21114668.0,0.09197578,1.0,54,,-0.6,481234.6,81978720.0,66.43129,2700000,-3282230600000.0,87.38152,1.6378663,,-876.5046
5500,500.0,3.166636e+18,True,100.0,77.09084,4359.414560079575,1.0,30567.166,92.17136,-95.7895,100,0.15683843,3.9246051,0.31529742,,18.974457,1,-892.9145,100.0,1.0,1.0,8.761783,77.09083884913593,174120.86,0.11526151,1.0,55,,-0.6,10429.766,680618.9,68.329056,2750000,-6439706000.0,87.30351,1.6378663,,-892.9145
5600,500.0,3.8842142e+24,True,100.0,78.88071,4460.750424861908,1.0,1544742.5,62.53722,-65.36637,100,0.09517378,3.1862335,0.3295494,,16.77858,1,-868.7688,100.0,1.0,1.0,7.2377577,78.88070201396118,15236198.0,0.048774242,1.0,56,,-0.6,208789.34,3983198.2,71.642944,2800000,-5576282000000.0,88.421524,1.6378663,,-868.7688
5700,500.0,9.3477575e+16,True,100.0,77.986824,4563.045775175095,1.0,6152947.5,71.25125,-74.79638,100,0.08494951,3.668395,0.26060718,,18.782013,1,-874.418,100.0,1.0,1.0,7.602245,77.98682702283955,61772256.0,0.07883385,1.0,57,,-0.6,674124.75,4792607.0,70.38458,2850000,-1088770300.0,89.166595,1.6378663,,-874.418
5800,500.0,3.7334045e+24,True,100.0,80.16637,4655.243549346924,1.0,302786.75,102.999214,-106.11892,100,0.054773923,3.4749086,0.25120008,,17.61908,1,-862.7173,100.0,1.0,1.0,9.535419,80.16637063297202,1985665.9,0.029901326,1.0,58,,-0.6,94001.59,9090127.0,70.63095,2900000,-6028400000000.0,88.25003,1.6378663,,-862.7173
5900,500.0,6.8404522e+16,True,100.0,77.76921,4723.680213928223,1.0,11968.015,109.73518,-112.83309,100,0.01388626,4.0012274,0.30318308,,17.557434,1,-868.2396,100.0,1.0,1.0,9.681186,77.76921291648654,94945.62,0.082292885,1.0,59,,-0.6,4390.1567,511271.1,68.08803,2950000,-810813300.0,85.64546,1.6378663,,-868.2396
6000,500.0,6.204359e+22,True,100.0,77.65564,4782.1945650577545,1.0,7835299.0,183.32504,-187.26642,100,0.83502144,3.6845555,0.25950807,,19.803955,1,-872.6091,100.0,1.0,1.0,13.028779,77.65564139989222,75860690.0,0.035408214,1.0,60,,-0.6,1023956.4,152862050.0,64.62686,3000000,-981979230000.0,84.43082,1.6378663,,-872.6091
6100,500.0,6.0352014e+20,True,100.0,78.53448,4849.002312421799,1.0,4449541.5,122.4649,-125.69986,100,0.033311404,3.7541127,0.29398745,,17.941635,1,-887.8352,100.0,1.0,1.0,10.410165,78.53447837450705,42243452.0,0.047623366,1.0,61,,-0.6,684698.94,38136650.0,68.12431,3050000,-79517120000.0,86.06595,1.6378663,,-887.8352
6200,500.0,3526366000000000.0,True,100.0,79.95232,4917.67249584198,1.0,80655.945,161.40683,-165.52766,100,0.09102633,4.0833654,0.2547718,,20.249802,1,-873.1993,100.0,1.0,1.0,12.030501,79.95231464445129,709048.9,0.009685725,1.0,62,,-0.6,15365.255,2923027.2,67.921814,3100000,-247653280.0,88.171616,1.6378663,,-873.1993
6300,500.0,1.3456499e+17,True,100.0,81.24363,4990.483433008194,1.0,47477.504,129.39508,-132.9439,100,0.02491257,3.3817334,0.23445699,,18.791885,1,-864.4967,100.0,1.0,1.0,10.860889,81.24362697046521,366013.25,0.002419874,1.0,63,,-0.6,11776.036,1312977.6,70.38274,3150000,-1303247600.0,89.17462,1.6378663,,-864.4967
6400,500.0,883519000000000.0,True,100.0,79.45854,5051.340347528458,1.0,4940.45,670.0334,-682.29126,100,0.010833127,4.681458,0.27053526,,34.924828,1,-869.66974,100.0,1.0,1.0,25.458149,79.45853841465417,24871.055,0.029034048,1.0,64,,-0.6,1818.794,1225483.4,54.00039,3200000,-365609100.0,88.92522,1.6378663,,-869.66974
6500,500.0,40855134000000.0,True,100.0,78.472755,5111.920998096466,1.0,573924.75,238.2519,-243.54247,100,0.016216855,4.452712,0.2753192,,22.944427,1,-872.41754,100.0,1.0,1.0,14.779218,78.47275255006393,5427331.0,0.04489915,1.0,65,,-0.6,85727.24,11200571.0,63.693535,3250000,-45019530.0,86.63796,1.6378663,,-872.41754
6600,500.0,2.7775581e+22,True,100.0,80.07321,5179.096076250076,1.0,105245.37,157.54457,-161.57701,100,0.098218895,3.8273346,0.3090913,,20.03141,1,-863.3798,100.0,1.0,1.0,11.953915,80.07320784482938,835055.9,0.07051131,1.0,66,,-0.6,29507.3,5067949.0,68.11929,3300000,-672109900000.0,88.1507,1.6378663,,-863.3798
6700,500.0,6.7192796e+24,True,100.0,78.94472,5241.875304222107,1.0,2713928.5,128.28014,-132.33386,100,0.010841065,4.0963874,0.2549751,,20.084274,1,-878.0936,100.0,1.0,1.0,10.559344,78.9447126761638,23497678.0,0.02962026,1.0,67,,-0.6,517211.56,58041996.0,68.38537,3350000,-10508928000000.0,88.46964,1.6378663,,-878.0936
6800,500.0,2.0047098e+25,True,100.0,79.43588,5312.820357322693,1.0,9041596.0,195.97168,-202.04054,100,0.019091805,3.5591376,0.24365667,,24.574364,1,-875.0888,100.0,1.0,1.0,13.538989,79.43587788855898,90693660.0,0.008185938,1.0,68,,-0.6,1132362.5,239695460.0,65.89689,3400000,-27175437000000.0,90.47125,1.6378663,,-875.0888
6900,500.0,5.9615786e+21,True,100.0,80.08804,5383.1783311367035,1.0,171606.05,275.90646,-281.70078,100,0.20648766,4.279126,0.3341825,,24.01207,1,-868.8326,100.0,1.0,1.0,16.049782,80.08805298412668,1415976.6,0.07884309,1.0,69,,-0.6,44897.55,12518580.0,64.03827,3450000,-447439540000.0,88.05034,1.6378663,,-868.8326
7000,500.0,4.946862e+19,True,100.0,80.45535,5449.330032587051,1.0,67459.67,168.8094,-172.57431,100,0.062952116,3.651369,0.2724076,,19.355507,1,-893.52234,100.0,1.0,1.0,12.469038,80.45535874458471,456011.56,0.03449616,1.0,70,,-0.6,26590.053,5848530.0,67.98632,3500000,-26488193000.0,87.34183,1.6378663,,-893.52234
7100,500.0,2.9759464e+22,True,100.0,78.317215,5508.568241596222,1.0,1116758.5,113.14713,-116.626686,100,0.03391455,3.8703067,0.22499798,,18.607536,1,-888.66095,100.0,1.0,1.0,9.907969,78.31721854254259,8206279.0,0.0050420463,1.0,71,,-0.6,276740.3,32264464.0,68.40925,3550000,-600338330000.0,87.016785,1.6378663,,-888.66095
7200,500.0,2.8525094e+21,True,100.0,79.58698,5574.235911607742,1.0,2912441.5,74.586555,-76.92214,100,0.20671463,3.6040134,0.2929374,,15.244904,1,-882.80225,100.0,1.0,1.0,7.848417,79.5869804651088,29019302.0,0.021938384,1.0,72,,-0.6,386164.72,7470982.0,71.73856,3600000,-124758835000.0,86.98347,1.6378663,,-882.80225
7300,500.0,48868327000.0,True,100.0,78.01031,5638.508987426758,1.0,4076.8032,136.92815,-140.94766,100,0.008305033,3.9817755,0.24877019,,19.99923,1,-873.4017,100.0,1.0,1.0,11.003345,78.01030328609004,35595.71,0.023323283,1.0,73,,-0.6,1050.6781,103096.2,67.00696,3650000,-991729.7,87.00619,1.6378663,,-873.4017
