ESSClassic,VarJ,IterType,AvgVanillaIw,Bound,AvgRet,ESSRenyi,VanillaAvgRet,eRenyi2,EpsThisIter,MaxVanillaIw,AvgEpLen,MaxNormIw,MinVanillaIw,VarRet,VarNormIw,MinNormIw,BatchSize,Delta,AvgNormIw,AvgDiscRet,J,VarVanillaIw,VarDiscRet
95.103500095,52.8073,1,1.0157,-109.328,-76.0996014757,95.9679891931,-76.0996014757,1.04201,100,1.99676,107.0,0.0196589,0.609153,3767.56021152,5.20059e-06,0.00599735,100,0.6,0.01,-76.0996014757,-74.5609,0.053652,3767.56021152
87.0729344706,22.4201,1,0.977756,-104.212,-72.4996409148,88.5908849882,-72.4996409148,1.12878,100,1.44906,102.68,0.0148203,0.0850767,2583.85771961,1.49962e-05,0.000870121,100,0.6,0.01,-72.4996409148,-68.0256,0.143365,2583.85771961
94.9802516602,35.8665,1,1.00321,-102.699,-70.3484053965,94.8761327364,-70.3484053965,1.05401,100,1.35913,99.99,0.0135478,0.307453,2604.19717589,5.33842e-06,0.00306469,100,0.6,0.01,-70.3484053965,-67.7319,0.0537275,2604.19717589
92.6780008027,67.0848,1,1.00439,-115.355,-82.8902760211,93.901217661,-82.8902760211,1.06495,100,3.11622,115.15,0.031026,0.812218,6054.84463881,7.98029e-06,0.0080867,100,0.6,0.01,-82.8902760211,-80.2081,0.0805048,6054.84463881
71.2259189794,47.5928,1,1.01279,-111.916,-82.3710316345,70.622140339,-82.3710316345,1.41599,100,2.07204,113.87,0.0204586,0.00354488,6074.35338717,4.08064e-05,3.5001e-05,100,0.6,0.01,-82.3710316345,-71.3864,0.418573,6074.35338717
95.8892752103,63.3553,1,0.979911,-112.321,-79.3415672052,94.7605441988,-79.3415672052,1.05529,100,1.94548,111.2,0.0198537,0.60675,4912.80770989,4.33028e-06,0.00619189,100,0.6,0.01,-79.3415672052,-77.3346,0.0415804,4912.80770989
99.3190627051,47.8873,1,0.989703,-104.839,-70.9868661048,99.0147869306,-70.9868661048,1.00995,100,1.32628,101.06,0.0134007,0.906702,2579.18715282,6.92539e-07,0.00916135,100,0.6,0.01,-70.9868661048,-70.6108,0.0067835,2579.18715282
97.8886926896,64.9649,1,0.998825,-112.493,-79.0019089524,96.975044146,-79.0019089524,1.03119,100,1.48732,110.31,0.0148907,0.685961,4927.53641927,2.17864e-06,0.00686768,100,0.6,0.01,-79.0019089524,-77.9064,0.0217353,4927.53641927
96.0629261745,53.8133,1,0.981245,-110.505,-77.3745676124,95.4899847509,-77.3745676124,1.04723,100,1.55123,108.87,0.0158088,0.468137,3745.38440264,4.1398e-06,0.00477084,100,0.6,0.01,-77.3745676124,-75.6499,0.0398597,3745.38440264
99.3421083476,89.0865,1,0.980556,-123.406,-89.612777307,98.619961406,-89.612777307,1.01399,100,1.27465,122.34,0.0129993,0.891417,8305.91186889,6.68959e-07,0.00909093,100,0.6,0.01,-89.612777307,-89.1094,0.00643197,8305.91186889
96.5142959763,64.5353,1,0.984661,-111.565,-78.2058435713,96.1341030839,-78.2058435713,1.04021,100,1.58678,109.01,0.016115,0.561919,4938.75463648,3.64806e-06,0.00570672,100,0.6,0.01,-78.2058435713,-76.8271,0.0353701,4938.75463648
79.2440627668,46.5091,1,1.04324,-111.136,-79.4414739491,78.4352020995,-79.4414739491,1.27494,100,2.05428,111.32,0.0196913,0.0386736,4924.58896577,2.6457e-05,0.000370706,100,0.6,0.01,-79.4414739491,-72.6778,0.287946,4924.58896577
98.8095115468,32.3703,1,1.01099,-102.725,-68.9406921847,98.8261766714,-68.9406921847,1.01188,100,1.2987,98.7,0.0128458,0.684508,1363.47206191,1.21701e-06,0.00677066,100,0.6,0.01,-68.9406921847,-68.5196,0.0124391,1363.47206191
99.0361567939,33.3915,1,0.991175,-102.464,-68.5930327664,98.9434646551,-68.5930327664,1.01068,100,1.26715,98.8,0.0127843,0.770887,1370.15304828,9.83077e-07,0.0077775,100,0.6,0.01,-68.5930327664,-68.2257,0.00965802,1370.15304828
90.2493967441,82.727,1,1.00585,-123.35,-91.0125885694,90.690487519,-91.0125885694,1.10265,100,2.31409,124.77,0.0230064,0.403103,8196.77581583,1.09132e-05,0.00400759,100,0.6,0.01,-91.0125885694,-87.5847,0.110412,8196.77581583
77.7051241734,69.1427,1,1.04291,-121.503,-90.8026754214,80.2876593661,-90.8026754214,1.24552,100,3.79623,124.34,0.0364003,0.266691,8219.49263387,2.89815e-05,0.00255718,100,0.6,0.01,-90.8026754214,-83.4919,0.31522,8219.49263387
97.5591402951,57.9357,1,0.985518,-111.131,-77.7133555961,96.6969570101,-77.7133555961,1.03416,100,1.30197,109.73,0.013211,0.499636,3775.37688054,2.52718e-06,0.00506978,100,0.6,0.01,-77.7133555961,-76.4951,0.0245451,3775.37688054
93.4495889508,73.4554,1,1.02218,-114.882,-81.8713492714,94.4992320522,-81.8713492714,1.05821,100,2.19167,113.79,0.021441,0.639591,6109.17244873,7.08036e-06,0.00625711,100,0.6,0.01,-81.8713492714,-79.8456,0.0739797,6109.17244873
87.5619154981,39.0122,1,1.00525,-107.651,-76.481723773,86.1768502692,-76.481723773,1.1604,100,1.65264,108.04,0.0164401,0.115863,3772.91304903,1.43484e-05,0.00115258,100,0.6,0.01,-76.481723773,-70.9612,0.144994,3772.91304903
91.980530925,101.472,1,0.931686,-136.398,-104.472189341,88.0149769901,-104.472189341,1.13617,100,1.75505,139.79,0.0188373,0.379444,12352.4575049,8.80671e-06,0.00407266,100,0.6,0.01,-104.472189341,-100.094,0.0764457,12352.4575049
69.9672868562,79.8302,1,1.10545,-126.995,-100.874458407,68.0431840118,-100.874458407,1.46965,100,3.44642,135.72,0.0311765,0.0158191,11381.0646368,4.33575e-05,0.0001431,100,0.6,0.01,-100.874458407,-85.7024,0.529842,11381.0646368
89.3141361867,53.6449,1,1.05971,-108.696,-75.6477052851,94.4641893723,-75.6477052851,1.0586,100,2.88795,106.48,0.0272524,0.725133,3787.82796085,1.20852e-05,0.00684277,100,0.6,0.01,-75.6477052851,-73.6525,0.135714,3787.82796085
94.780511743,70.4443,1,1.02034,-113.875,-80.987046801,95.2874631893,-80.987046801,1.04946,100,2.20944,111.87,0.021654,0.805389,6119.91817548,5.56255e-06,0.00789334,100,0.6,0.01,-80.987046801,-78.9836,0.0579114,6119.91817548
92.0092846043,53.6187,1,1.00331,-109.767,-78.9944177437,91.5553513378,-78.9944177437,1.09224,100,2.0513,110.01,0.0204453,0.133969,4917.72209002,8.77243e-06,0.00133527,100,0.6,0.01,-78.9944177437,-74.1715,0.0883056,4917.72209002
85.6551087846,35.3702,1,0.970967,-108.342,-79.057597883,83.4698741664,-79.057597883,1.19804,100,1.58473,110.37,0.0163211,0.0603008,4904.54352888,1.69164e-05,0.000621038,100,0.6,0.01,-79.057597883,-71.0659,0.159484,4904.54352888
99.4107079349,59.5868,1,0.996317,-108.945,-75.0396046206,99.1862774356,-75.0396046206,1.0082,100,1.42526,106.02,0.0143053,0.902462,3785.8743985,5.98742e-07,0.00905798,100,0.6,0.01,-75.0396046206,-74.7516,0.0059434,3785.8743985
80.6675657062,22.6553,1,0.947822,-107.301,-81.2158358365,81.650807494,-81.2158358365,1.22473,100,1.73579,114.17,0.0183134,0.0699895,4874.14311351,2.42076e-05,0.000738425,100,0.6,0.01,-81.2158358365,-69.6085,0.217473,4874.14311351
91.6882589556,45.4954,1,1.00249,-107.522,-75.117523692,90.6542246962,-75.117523692,1.10309,100,1.61712,105.66,0.016131,0.229815,3779.85769154,9.15675e-06,0.00229245,100,0.6,0.01,-75.117523692,-71.7505,0.092024,3779.85769154
93.7248049308,61.3205,1,1.0414,-113.944,-81.0567629759,93.3389338569,-81.0567629759,1.07136,100,1.67905,113.36,0.016123,0.493479,4883.54154683,6.76298e-06,0.0047386,100,0.6,0.01,-81.0567629759,-78.69,0.0733459,4883.54154683
96.6127378255,71.0792,1,0.998034,-115.296,-82.1012092398,96.1631307382,-82.1012092398,1.0399,100,1.74939,113.87,0.0175283,0.840025,6119.58876383,3.54144e-06,0.0084168,100,0.6,0.01,-82.1012092398,-80.5642,0.0352752,6119.58876383
95.5693715342,62.0739,1,1.0069,-114.179,-81.2606372041,93.8021175959,-81.2606372041,1.06607,100,1.32135,113.01,0.013123,0.115837,4908.92858234,4.68286e-06,0.00115044,100,0.6,0.01,-81.2606372041,-79.0123,0.0474767,4908.92858234
82.2076209033,45.4137,1,1.02884,-108.565,-78.5894944333,80.6463546413,-78.5894944333,1.23998,100,2.0629,109.94,0.0200508,0.0194891,4956.12387414,2.18619e-05,0.000189428,100,0.6,0.01,-78.5894944333,-70.639,0.231411,4956.12387414
52.5988108347,46.3702,1,0.828964,-118.8,-94.1350436679,59.3528475521,-94.1350436679,1.68484,100,2.76934,128.24,0.0334072,0.00741685,9304.8894827,9.10286e-05,8.94713e-05,100,0.6,0.01,-94.1350436679,-74.5902,0.625531,9304.8894827
74.8498798559,50.3419,1,1.08108,-112.229,-80.9067905964,74.6780188969,-80.9067905964,1.33908,100,1.99972,112.76,0.0184973,0.00610313,6083.78036384,3.39401e-05,5.64538e-05,100,0.6,0.01,-80.9067905964,-72.8155,0.396673,6083.78036384
94.330988254,64.7898,1,0.978603,-113.999,-81.8327733141,93.0668863661,-81.8327733141,1.0745,100,2.16403,113.93,0.0221134,0.784882,6079.09956074,6.07044e-06,0.00802044,100,0.6,0.01,-81.8327733141,-78.6945,0.0581344,6079.09956074
81.6023537254,56.0037,1,1.02079,-113.708,-83.5713660304,82.3854779504,-83.5713660304,1.21381,100,1.87369,115.27,0.0183553,0.0732365,6041.67818446,2.27732e-05,0.000717452,100,0.6,0.01,-83.5713660304,-76.1843,0.237298,6041.67818446
58.7510739009,58.9627,1,0.999642,-123.22,-92.9995688282,58.7225015485,-92.9995688282,1.70292,100,3.3482,126.59,0.033494,0.00223948,9347.1642357,7.09188e-05,2.24028e-05,100,0.6,0.01,-92.9995688282,-78.7739,0.70868,9347.1642357
80.3498707372,35.3837,1,0.968958,-107.876,-78.3095172726,82.027950064,-78.3095172726,1.2191,100,1.67338,109.34,0.0172699,0.011325,4952.62879676,2.47027e-05,0.000116878,100,0.6,0.01,-78.3095172726,-70.2741,0.231929,4952.62879676
78.4419432441,55.2202,1,0.932387,-109.89,-84.4889541759,80.9278904493,-84.4889541759,1.23567,100,1.73793,116.65,0.0186395,0.00190583,7246.24081883,2.77604e-05,2.04403e-05,100,0.6,0.01,-84.4889541759,-72.0298,0.241334,7246.24081883
81.2898303862,67.5097,1,1.0226,-120.06,-91.6479822542,81.16264316,-91.6479822542,1.23209,100,1.83123,125.54,0.0179077,0.0162368,8177.87880224,2.32491e-05,0.00015878,100,0.6,0.01,-91.6479822542,-82.2536,0.243117,8177.87880224
97.7502980846,45.3276,1,1.02871,-108.024,-74.397466002,97.6210719618,-74.397466002,1.02437,100,1.40616,105.67,0.0136692,0.602456,2563.81280499,2.32477e-06,0.00585644,100,0.6,0.01,-74.397466002,-73.5533,0.0246015,2563.81280499
83.8943992158,81.1052,1,0.980604,-121.868,-89.9272135057,85.0296522967,-89.9272135057,1.17606,100,2.32729,123.46,0.0237332,0.153022,8240.236335,1.93914e-05,0.00156049,100,0.6,0.01,-89.9272135057,-84.9324,0.186465,8240.236335
77.4083185988,88.6808,1,0.853891,-122.876,-92.7715821458,83.7050594385,-92.7715821458,1.19467,100,1.79681,126.25,0.0210426,0.014007,9367.27077619,2.94799e-05,0.000164037,100,0.6,0.01,-92.7715821458,-85.6486,0.214946,9367.27077619
85.9364289806,80.3147,1,1.04998,-119.892,-87.2856351635,93.0493573981,-87.2856351635,1.0747,100,3.03493,120.11,0.0289048,0.509695,7150.66347125,1.65304e-05,0.00485435,100,0.6,0.01,-87.2856351635,-84.5829,0.182239,7150.66347125
97.6768543674,44.1327,1,1.03265,-105.66,-72.1109098241,97.6917740474,-72.1109098241,1.02363,100,1.49297,102.74,0.0144577,0.706061,2576.26697325,2.40241e-06,0.00683738,100,0.6,0.01,-72.1109098241,-71.2474,0.0256184,2576.26697325
79.2162309506,25.1352,1,0.991853,-105.975,-75.6253972813,81.3067927444,-75.6253972813,1.22991,100,1.59616,106.58,0.0160927,0.0114474,3826.77687453,2.65018e-05,0.000115415,100,0.6,0.01,-75.6253972813,-68.2047,0.260717,3826.77687453
91.2051314087,84.5525,1,1.03311,-122.802,-91.20767672,88.7142182573,-91.20767672,1.12722,100,2.27762,123.58,0.0220462,0.26359,9424.10920883,9.74034e-06,0.00255142,100,0.6,0.01,-91.20767672,-86.6414,0.103961,9424.10920883
97.4991641096,65.834,1,0.990398,-112.502,-79.0916791077,96.6861127519,-79.0916791077,1.03427,100,1.56756,110.47,0.0158275,0.830935,4940.07609079,2.59089e-06,0.00838991,100,0.6,0.01,-79.0916791077,-77.8639,0.0254138,4940.07609079
94.1567470281,41.7698,1,1.00756,-105.765,-72.7371274815,94.9641945955,-72.7371274815,1.05303,100,1.97618,103.47,0.0196136,0.462371,2572.10772286,6.26859e-06,0.00458903,100,0.6,0.01,-72.7371274815,-70.8164,0.0636369,2572.10772286
94.2937982315,76.3824,1,1.00839,-119.474,-86.7383559734,94.0851554749,-86.7383559734,1.06287,100,2.46677,119.06,0.0244625,0.806188,7188.33061591,6.11265e-06,0.00799483,100,0.6,0.01,-86.7383559734,-84.3609,0.0621561,7188.33061591
65.6283634243,50.3636,1,1.02745,-114.61,-91.8424430723,64.7305296993,-91.8424430723,1.54487,100,2.10338,125.27,0.0204719,2.14905e-07,9379.88340412,5.29022e-05,2.09163e-09,100,0.6,0.01,-91.8424430723,-72.2766,0.558463,9379.88340412
88.8483633948,46.4802,1,1.01057,-109.176,-76.9664727728,92.5380550061,-76.9664727728,1.08064,100,2.9539,108.49,0.0292299,0.299961,3753.37471957,1.26781e-05,0.00296823,100,0.6,0.01,-76.9664727728,-73.7701,0.129476,3753.37471957
97.2611846155,53.83,1,1.00421,-110.259,-76.7589404216,97.5324157254,-76.7589404216,1.0253,100,1.70914,108.87,0.0170197,0.860858,3724.76600835,2.8444e-06,0.00857247,100,0.6,0.01,-76.7589404216,-75.7681,0.0286842,3724.76600835
92.5876686012,39.4883,1,0.985134,-105.908,-73.4540963858,93.3113887261,-73.4540963858,1.07168,100,1.42155,104.61,0.01443,0.0967692,2551.33096805,8.08662e-06,0.000982295,100,0.6,0.01,-73.4540963858,-70.6494,0.0784796,2551.33096805
91.3963476059,60.8523,1,1.00267,-111.91,-79.2566323334,92.4585195761,-79.2566323334,1.08157,100,1.9231,110.72,0.0191798,0.46394,4953.22510574,9.50865e-06,0.00462705,100,0.6,0.01,-79.2566323334,-76.4884,0.0955946,4953.22510574
86.6615462801,67.3316,1,1.08158,-116.909,-84.4744535056,89.5677377927,-84.4744535056,1.11647,100,2.85829,117.03,0.0264269,0.142085,6022.64713827,1.55469e-05,0.00131367,100,0.6,0.01,-84.4744535056,-80.9212,0.181871,6022.64713827
84.7877518652,55.7762,1,0.971752,-114.076,-85.0372652255,84.8383051369,-85.0372652255,1.17871,100,1.77204,118.22,0.0182355,0.0777589,6013.10326391,1.81228e-05,0.000800193,100,0.6,0.01,-85.0372652255,-77.0986,0.171134,6013.10326391
97.5125676681,53.9316,1,1.01138,-107.776,-74.417468276,96.5713218698,-74.417468276,1.0355,100,1.62303,104.63,0.0160478,0.590864,3774.81930742,2.57666e-06,0.00584217,100,0.6,0.01,-74.417468276,-73.1174,0.0263563,3774.81930742
82.0026753816,68.0572,1,0.994212,-116.226,-85.7214597565,80.9731518359,-85.7214597565,1.23498,100,1.58377,118.36,0.01593,0.0247274,7183.0931832,2.21689e-05,0.000248713,100,0.6,0.01,-85.7214597565,-78.3764,0.21913,7183.0931832
91.4418763152,77.8262,1,1.01478,-118.375,-86.4032296728,92.0966936412,-86.4032296728,1.08582,100,2.08628,118.74,0.0205589,0.373846,7173.51008469,9.45361e-06,0.00368399,100,0.6,0.01,-86.4032296728,-82.8845,0.0973521,7173.51008469
95.0700033325,75.0263,1,0.979824,-116.009,-83.511853382,94.0153713181,-83.511853382,1.06366,100,2.07958,115.22,0.021224,0.8033,7256.20916046,5.23804e-06,0.00819841,100,0.6,0.01,-83.511853382,-80.8818,0.0502881,7256.20916046
88.4633643509,58.3729,1,1.00812,-111.562,-79.1030405375,91.5779301394,-79.1030405375,1.09197,100,3.03704,110.45,0.0301258,0.263143,4957.45691391,1.31729e-05,0.00261024,100,0.6,0.01,-79.1030405375,-75.9718,0.133877,4957.45691391
74.6911928096,60.0357,1,1.04554,-114.892,-86.1980224366,80.5086070688,-86.1980224366,1.2421,100,4.42686,118.81,0.0423403,0.0090496,7210.99664,3.42268e-05,8.65541e-05,100,0.6,0.01,-86.1980224366,-76.9328,0.374154,7210.99664
65.5927407273,35.722,1,0.952745,-114.217,-87.1452789888,68.5718807328,-87.1452789888,1.45832,100,2.30801,119.87,0.0242249,0.0050547,7126.78276029,5.29858e-05,5.30541e-05,100,0.6,0.01,-87.1452789888,-73.0858,0.480964,7126.78276029
39.1227148193,61.3507,1,0.709384,-123.92,-97.2826994902,48.169828487,-97.2826994902,2.07599,100,3.06432,131.26,0.0431968,2.43116e-17,10330.6553076,0.000157178,3.42714e-19,100,0.6,0.01,-97.2826994902,-74.8462,0.790959,10330.6553076
46.7394583231,58.4256,1,0.854629,-120.978,-99.5680250148,51.7907732794,-99.5680250148,1.93085,100,3.47188,134.05,0.0406244,1.78385e-09,11431.2738432,0.000115103,2.08728e-11,100,0.6,0.01,-99.5680250148,-73.6511,0.840702,11431.2738432
83.7928097627,67.0781,1,1.01347,-118.439,-86.9331186531,87.2964648015,-86.9331186531,1.14552,100,3.48457,119.79,0.0343827,0.452858,7149.20400125,1.95374e-05,0.00446841,100,0.6,0.01,-86.9331186531,-81.9853,0.200671,7149.20400125
91.9603925223,54.7247,1,0.963762,-110.043,-79.497175523,91.5971193767,-79.497175523,1.09174,100,1.75176,111.37,0.0181763,0.184724,4926.09817709,8.83077e-06,0.0019167,100,0.6,0.01,-79.497175523,-74.4563,0.0820235,4926.09817709
40.6431459294,75.457,1,1.0931,-120.825,-90.3962878332,83.5766041923,-90.3962878332,1.19651,100,13.9432,123.3,0.127557,0.736972,8241.27020286,0.000147519,0.00674205,100,0.6,0.01,-90.3962878332,-83.5695,1.76265,8241.27020286
57.8372233915,89.9291,1,0.942776,-132.918,-103.827764363,68.6776932714,-103.827764363,1.45608,100,5.72941,139.36,0.0607716,0.0716767,12375.303559,7.36354e-05,0.000760273,100,0.6,0.01,-103.827764363,-91.8196,0.654491,12375.303559
91.382217194,82.8567,1,1.0148,-122.855,-89.789227246,95.3184619433,-89.789227246,1.04911,100,3.65852,123.09,0.0360516,0.797166,8250.01333666,9.52573e-06,0.00785539,100,0.6,0.01,-89.789227246,-87.9693,0.0980979,8250.01333666
99.6783488919,35.5007,1,0.990087,-101.841,-67.8990167528,99.4112078605,-67.8990167528,1.00592,100,1.23893,97.3,0.0125133,0.940669,1377.32752391,3.25946e-07,0.00950087,100,0.6,0.01,-67.8990167528,-67.6836,0.00319516,1377.32752391
95.7949297247,86.9928,1,0.978804,-124.903,-92.6064347081,92.692466852,-92.6064347081,1.07884,100,1.74296,126.22,0.017807,0.784301,9357.21563012,4.43402e-06,0.00801284,100,0.6,0.01,-92.6064347081,-89.527,0.0424805,9357.21563012
94.781411444,61.1276,1,0.970249,-112.797,-79.9413681835,94.1690587032,-79.9413681835,1.06192,100,1.46404,111.66,0.0150893,0.315458,4886.56674593,5.56155e-06,0.00325131,100,0.6,0.01,-79.9413681835,-77.6984,0.0523556,4886.56674593
87.2957168105,43.4301,1,0.995156,-108.113,-75.8475461274,87.9110155166,-75.8475461274,1.13751,100,1.55191,107.05,0.0155947,0.140353,3753.12590348,1.47002e-05,0.00141036,100,0.6,0.01,-75.8475461274,-71.7866,0.145581,3753.12590348
90.8133512717,87.6537,1,0.961391,-120.785,-88.9482497165,92.9372684561,-88.9482497165,1.07599,100,1.42942,121.88,0.0148683,0.230293,8293.4516445,1.02181e-05,0.00239541,100,0.6,0.01,-88.9482497165,-85.4558,0.0944433,8293.4516445
97.8316827377,44.667,1,1.00825,-105.138,-71.5271712531,97.6439687278,-71.5271712531,1.02413,100,1.54904,102.04,0.0153636,0.68463,2564.08426416,2.23872e-06,0.00679027,100,0.6,0.01,-71.5271712531,-70.6704,0.0227581,2564.08426416
97.9173357462,57.8924,1,1.00278,-111.552,-77.9233749692,97.8973321876,-77.9233749692,1.02148,100,1.75566,109.61,0.0175078,0.882018,3746.88546822,2.14843e-06,0.00879571,100,0.6,0.01,-77.9233749692,-77.1287,0.021604,3746.88546822
87.6233308124,38.6214,1,1.00582,-108.386,-76.6092258039,88.6130360737,-76.6092258039,1.1285,100,1.84731,108.21,0.0183663,0.139496,3752.33420604,1.42675e-05,0.00138689,100,0.6,0.01,-76.6092258039,-72.2041,0.14434,3752.33420604
96.1803792884,62.6308,1,0.995175,-110.442,-77.7874944824,95.4940720102,-77.7874944824,1.04719,100,1.36301,108.48,0.0136961,0.349826,4954.10142144,4.01142e-06,0.00351523,100,0.6,0.01,-77.7874944824,-75.5881,0.039728,4954.10142144
93.0803969484,89.2877,1,0.990086,-128.312,-96.9320274155,90.599933729,-96.9320274155,1.10375,100,2.10065,131.47,0.0212168,0.768831,10389.8670253,7.50909e-06,0.0077653,100,0.6,0.01,-96.9320274155,-92.5296,0.0736094,10389.8670253
96.4547082091,53.4924,1,0.998863,-107.827,-74.4835210273,96.584520125,-74.4835210273,1.03536,100,1.57514,105.69,0.0157694,0.740616,3770.20983012,3.71271e-06,0.00741459,100,0.6,0.01,-74.4835210273,-73.1704,0.0370427,3770.20983012
86.5930243713,61.0969,1,1.1161,-115.917,-84.0889970154,84.9436453736,-84.0889970154,1.17725,100,2.63048,116.28,0.0235686,0.265215,6039.46413587,1.56391e-05,0.00237627,100,0.6,0.01,-84.0889970154,-78.9623,0.194812,6039.46413587
