J,IterType,MaxVanillaIw,VarNormIw,BatchSize,EpsThisIter,eRenyi2,Delta,VarRet,VarVanillaIw,MaxNormIw,AvgRet,VarDiscRet,VarJ,AvgEpLen,AvgVanillaIw,Bound,AvgDiscRet,AvgNormIw,VanillaAvgRet,MinNormIw,ESSRenyi,ESSClassic,MinVanillaIw
-452.067,1,2.04011,3.59067e-06,200,100,1.11745,0.4,1787.10910881,0.136539,0.010462,-463.591830299,1787.10910881,37.6678,500.0,0.975012,-509.446,-463.591830299,0.005,-463.591830299,0.00081934,178.97856264,174.992092991,0.159773
-450.687,2,1.0,3.50449e-18,200,100,1.0,0.4,1211.90394594,,0.01,-450.687051937,1211.90394594,34.6379,500.0,1.0,-520.155,-450.687051937,0.01,-450.687051937,0.01,200.0,100.0,1.0
-452.463,1,1.7864,8.33955e-07,200,100,1.03957,0.4,1642.07898913,0.0341234,0.00883129,-458.113991784,1642.07898913,37.7207,500.0,1.0114,-503.492,-458.113991784,0.005,-458.113991784,0.00279792,192.386425585,193.574952625,0.565967
-450.147,2,1.0,3.50449e-18,200,100,1.0,0.4,1780.68490106,,0.01,-450.147379707,1780.68490106,41.9866,500.0,1.0,-518.558,-450.147379707,0.01,-450.147379707,0.01,200.0,100.0,1.0
-445.628,1,1.63898,2.07769e-06,200,100,1.07905,0.4,1537.27212625,0.0827054,0.00821482,-448.386961666,1537.27212625,42.9049,500.0,0.997577,-495.877,-448.386961666,0.005,-448.386961666,0.00114929,185.348539591,184.724751403,0.229301
-456.072,2,1.0,3.50449e-18,200,100,1.0,0.4,1731.06132274,,0.01,-456.071828063,1731.06132274,41.3975,500.0,1.0,-539.751,-456.071828063,0.01,-456.071828063,0.01,200.0,100.0,1.0
-444.754,1,1.91309,1.87851e-06,200,100,1.07098,0.4,1112.79516533,0.0783011,0.00937038,-441.492105814,1112.79516533,35.2835,500.0,1.02082,-505.989,-441.492105814,0.005,-441.492105814,0.00196074,186.744255938,186.08733996,0.400312
-456.282,2,1.0,3.50449e-18,200,100,1.0,0.4,1045.26907591,,0.01,-456.282477033,1045.26907591,32.1686,500.0,1.0,-523.052,-456.282477033,0.01,-456.282477033,0.01,200.0,100.0,1.0
-450.845,1,1.43809,9.44621e-07,200,100,1.03369,0.4,1362.74296405,0.036459,0.00732002,-448.403997882,1362.74296405,35.5005,500.0,0.982299,-499.866,-448.403997882,0.005,-448.403997882,0.00163295,193.481966287,192.753287379,0.320808
-444.547,2,1.0,3.50449e-18,200,100,1.0,0.4,1454.69361174,,0.01,-444.547263084,1454.69361174,37.9493,500.0,1.0,-512.33,-444.547263084,0.01,-444.547263084,0.01,200.0,100.0,1.0
-441.578,1,1.86875,2.65175e-06,200,100,1.10668,0.4,1108.96507602,0.0981442,0.00971369,-448.193237837,1108.96507602,37.7007,500.0,0.961913,-491.999,-448.193237837,0.005,-448.193237837,0.00136659,180.721389739,180.907204971,0.262908
-443.634,2,1.0,3.50449e-18,200,100,1.0,0.4,1015.95204192,,0.01,-443.633725748,1015.95204192,31.7142,500.0,1.0,-507.965,-443.633725748,0.01,-443.633725748,0.01,200.0,100.0,1.0
-436.531,1,2.54257,2.87106e-06,200,100,1.08631,0.4,1289.68500337,0.125455,0.0121633,-436.853439532,1289.68500337,36.7728,500.0,1.04518,-483.943,-436.853439532,0.005,-436.853439532,0.00257835,184.109200359,179.489965659,0.53897
-442.802,2,1.0,3.50449e-18,200,100,1.0,0.4,1197.40904724,,0.01,-442.801591681,1197.40904724,34.4301,500.0,1.0,-511.667,-442.801591681,0.01,-442.801591681,0.01,200.0,100.0,1.0
-444.472,1,1.7415,1.24552e-06,200,100,1.04615,0.4,1161.94430884,0.0485336,0.00882223,-450.852034143,1161.94430884,34.5691,500.0,0.986997,-499.149,-450.852034143,0.005,-450.852034143,0.00226008,191.176307707,190.553854823,0.446138
-440.604,2,1.0,3.50449e-18,200,100,1.0,0.4,1381.88382665,,0.01,-440.603542082,1381.88382665,36.9874,500.0,1.0,-509.651,-440.603542082,0.01,-440.603542082,0.01,200.0,100.0,1.0
-435.03,1,2.2751,2.24086e-06,200,100,1.07693,0.4,1284.61103476,0.094464,0.0110809,-437.027515404,1284.61103476,36.8693,500.0,1.02659,-485.697,-437.027515404,0.005,-437.027515404,0.00175849,185.713001669,183.623316576,0.361049
-432.174,2,1.0,3.50449e-18,200,100,1.0,0.4,1035.95226427,,0.01,-432.173651427,1035.95226427,32.0249,500.0,1.0,-492.79,-432.173651427,0.01,-432.173651427,0.01,200.0,100.0,1.0
-432.061,1,1.77017,1.18357e-06,200,100,1.04283,0.4,1469.6375426,0.0516198,0.00847626,-435.928001457,1469.6375426,36.6167,500.0,1.04419,-481.183,-435.928001457,0.005,-435.928001457,0.00260427,191.78506997,191.002515935,0.543872
-436.531,2,1.0,3.50449e-18,200,100,1.0,0.4,1379.2599297,,0.01,-436.531074772,1379.2599297,36.9522,500.0,1.0,-500.93,-436.531074772,0.01,-436.531074772,0.01,200.0,100.0,1.0
-436.758,1,2.19098,2.52106e-06,200,100,1.08285,0.4,1170.29242614,0.101911,0.0108973,-445.225364486,1170.29242614,36.4749,500.0,1.00528,-489.647,-445.225364486,0.005,-445.225364486,0.00166238,184.698117088,181.762288252,0.334232
-436.846,2,1.0,3.50449e-18,200,100,1.0,0.4,1308.1398708,,0.01,-436.846186608,1308.1398708,35.9869,500.0,1.0,-503.583,-436.846186608,0.01,-436.846186608,0.01,200.0,100.0,1.0
-438.208,1,1.78308,2.31863e-06,200,100,1.07837,0.4,1070.37867668,0.0840182,0.00936697,-446.944700485,1070.37867668,34.9729,500.0,0.95179,-487.212,-446.944700485,0.005,-446.944700485,0.000987429,185.465104389,183.102957074,0.187965
-440.659,2,1.0,3.50449e-18,200,100,1.0,0.4,1308.69165749,,0.01,-440.658737234,1308.69165749,35.9945,500.0,1.0,-507.752,-440.658737234,0.01,-440.658737234,0.01,200.0,100.0,1.0
-434.084,1,1.66363,8.93724e-07,200,100,1.04386,0.4,1599.68493354,0.0367889,0.00819975,-431.329268425,1599.68493354,38.8554,500.0,1.01444,-482.617,-431.329268425,0.005,-431.329268425,0.00167241,191.596275518,193.130344205,0.339313
-437.912,2,1.0,3.50449e-18,200,100,1.0,0.4,1253.65752508,,0.01,-437.911885379,1253.65752508,35.2295,500.0,1.0,-506.354,-437.911885379,0.01,-437.911885379,0.01,200.0,100.0,1.0
-435.118,1,1.66162,6.36246e-07,200,100,1.02562,0.4,1228.87736419,0.0257232,0.00826381,-434.726778628,1228.87736419,35.6358,500.0,1.00536,-484.13,-434.726778628,0.005,-434.726778628,0.00308732,195.003660703,195.060572212,0.620771
-434.084,2,1.0,3.50449e-18,200,100,1.0,0.4,1359.80792528,,0.01,-434.084011795,1359.80792528,36.6907,500.0,1.0,-499.746,-434.084011795,0.01,-434.084011795,0.01,200.0,100.0,1.0
-430.424,1,1.72049,1.42287e-06,200,100,1.06381,0.4,1424.38645445,0.0577248,0.00854189,-431.892482938,1424.38645445,35.7779,500.0,1.00709,-478.312,-431.892482938,0.005,-431.892482938,0.00152075,188.002782186,189.281048462,0.306308
-437.133,2,1.0,3.50449e-18,200,100,1.0,0.4,954.53832604,,0.01,-437.13333652,954.53832604,30.7407,500.0,1.0,-501.431,-437.13333652,0.01,-437.13333652,0.01,200.0,100.0,1.0
-434.492,1,1.60739,1.66994e-06,200,100,1.05926,0.4,1250.94378802,0.067541,0.00799258,-437.396710343,1250.94378802,33.0085,500.0,1.00555,-485.46,-437.396710343,0.005,-437.396710343,0.00133711,188.810502397,187.535696388,0.268906
-436.264,2,1.0,3.50449e-18,200,100,1.0,0.4,1456.58863596,,0.01,-436.264370563,1456.58863596,37.974,500.0,1.0,-503.105,-436.264370563,0.01,-436.264370563,0.01,200.0,100.0,1.0
-432.51,1,1.52628,1.48922e-06,200,100,1.0587,0.4,1102.23841566,0.0584593,0.00770348,-434.073378158,1102.23841566,35.4382,500.0,0.990643,-482.948,-434.073378158,0.005,-434.073378158,0.00164526,188.910764487,188.809125445,0.325973
-430.259,2,1.0,3.50449e-18,200,100,1.0,0.4,1312.10416158,,0.01,-430.259377572,1312.10416158,36.0414,500.0,1.0,-494.585,-430.259377572,0.01,-430.259377572,0.01,200.0,100.0,1.0
-428.587,1,2.84557,1.28934e-06,200,100,1.05018,0.4,1286.94524001,0.0517125,0.0142087,-431.594861218,1286.94524001,37.5148,500.0,1.00134,-478.852,-431.594861218,0.005,-431.594861218,0.00237065,190.443442477,190.237804056,0.474768
-428.115,2,1.0,3.50449e-18,200,100,1.0,0.4,1082.03020133,,0.01,-428.114550296,1082.03020133,32.7293,500.0,1.0,-491.365,-428.114550296,0.01,-428.114550296,0.01,200.0,100.0,1.0
-427.659,1,1.82939,1.46428e-06,200,100,1.0529,0.4,1151.30907877,0.0584711,0.00915479,-431.937646453,1151.30907877,33.6731,500.0,0.999145,-477.507,-431.937646453,0.005,-431.937646453,0.00205025,189.95200029,188.986182002,0.4097
-428.819,2,1.0,3.50449e-18,200,100,1.0,0.4,834.094302694,,0.01,-428.819111227,834.094302694,28.7359,500.0,1.0,-494.114,-428.819111227,0.01,-428.819111227,0.01,200.0,100.0,1.0
-427.974,1,1.87157,1.02888e-06,200,100,1.03353,0.4,1115.35263349,0.0420329,0.00925962,-430.30730743,1115.35263349,32.4398,500.0,1.01061,-474.912,-430.30730743,0.005,-430.30730743,0.00308352,193.512205345,192.132357044,0.623246
-432.13,2,1.0,3.50449e-18,200,100,1.0,0.4,861.025071204,,0.01,-432.129725903,861.025071204,29.1961,500.0,1.0,-493.416,-432.129725903,0.01,-432.129725903,0.01,200.0,100.0,1.0
-430.557,1,1.60616,1.1899e-06,200,100,1.04663,0.4,1411.54283075,0.0467982,0.00809893,-433.131144486,1411.54283075,33.459,500.0,0.991585,-478.248,-433.131144486,0.005,-433.131144486,0.00191904,191.088643396,190.956712733,0.380579
-428.918,2,1.0,3.50449e-18,200,100,1.0,0.4,924.943245213,,0.01,-428.918167947,924.943245213,30.2604,500.0,1.0,-491.037,-428.918167947,0.01,-428.918167947,0.01,200.0,100.0,1.0
-428.384,1,4.23169,4.46265e-06,200,100,1.10024,0.4,1147.29741933,0.195961,0.0201941,-435.920036295,1147.29741933,35.824,500.0,1.04775,-476.015,-435.920036295,0.005,-435.920036295,0.00202852,181.778128441,169.83489804,0.425078
-424.934,2,1.0,3.50449e-18,200,100,1.0,0.4,1069.26812639,,0.01,-424.933498739,1069.26812639,32.5358,500.0,1.0,-486.921,-424.933498739,0.01,-424.933498739,0.01,200.0,100.0,1.0
-423.659,1,1.66314,1.33012e-06,200,100,1.04678,0.4,1137.55548199,0.0540772,0.00824839,-426.422451124,1137.55548199,35.8893,500.0,1.00816,-469.862,-426.422451124,0.005,-426.422451124,0.00174133,191.062681806,189.944481918,0.35111
-430.875,2,1.0,3.50449e-18,200,100,1.0,0.4,1533.27814278,,0.01,-430.874899747,1533.27814278,38.9608,500.0,1.0,-503.942,-430.874899747,0.01,-430.874899747,0.01,200.0,100.0,1.0
-428.075,1,1.37208,1.05293e-06,200,100,1.04372,0.4,879.896263249,0.0404855,0.00699728,-429.310149445,879.896263249,35.0815,500.0,0.980438,-480.859,-429.310149445,0.005,-429.310149445,0.00138845,191.622141581,191.955775559,0.272258
-431.144,2,1.0,3.50449e-18,200,100,1.0,0.4,1762.49791182,,0.01,-431.143643367,1762.49791182,41.7717,500.0,1.0,-504.589,-431.143643367,0.01,-431.143643367,0.01,200.0,100.0,1.0
-425.546,1,2.41336,1.45711e-06,200,100,1.04268,0.4,1376.1678928,0.0576807,0.0121298,-424.507763585,1376.1678928,39.0266,500.0,0.994807,-478.577,-424.507763585,0.005,-424.507763585,0.00256348,191.814254576,189.037136368,0.510033
-425.583,2,1.0,3.50449e-18,200,100,1.0,0.4,1062.54028175,,0.01,-425.582608437,1062.54028175,32.4332,500.0,1.0,-487.729,-425.582608437,0.01,-425.582608437,0.01,200.0,100.0,1.0
-424.517,1,1.7122,1.11017e-06,200,100,1.04494,0.4,1068.78594106,0.0442071,0.00858034,-427.499724594,1068.78594106,33.4178,500.0,0.997749,-472.18,-427.499724594,0.005,-427.499724594,0.0022998,191.397720415,191.536914924,0.458925
-425.699,2,1.0,3.50449e-18,200,100,1.0,0.4,1240.18103448,,0.01,-425.699144229,1240.18103448,35.0397,500.0,1.0,-493.281,-425.699144229,0.01,-425.699144229,0.01,200.0,100.0,1.0
-422.998,1,2.90239,2.73009e-06,200,100,1.07318,0.4,951.757451339,0.104413,0.0148412,-426.673692884,951.757451339,33.7134,500.0,0.977819,-472.504,-426.673692884,0.005,-426.673692884,0.00163333,186.361516248,180.398382444,0.319419
-428.762,2,1.0,3.50449e-18,200,100,1.0,0.4,1040.23469338,,0.01,-428.761862171,1040.23469338,32.091,500.0,1.0,-492.127,-428.761862171,0.01,-428.761862171,0.01,200.0,100.0,1.0
-423.315,1,1.72614,2.05192e-06,200,100,1.0758,0.4,1037.79150985,0.0814037,0.00866628,-424.528435385,1037.79150985,32.1989,500.0,0.995892,-469.788,-424.528435385,0.005,-424.528435385,0.000822048,185.908810005,184.89993723,0.163734
-429.741,2,1.0,3.50449e-18,200,100,1.0,0.4,1475.37970775,,0.01,-429.740587237,1475.37970775,38.2181,500.0,1.0,-500.329,-429.740587237,0.01,-429.740587237,0.01,200.0,100.0,1.0
-422.926,1,4.1175,4.10808e-06,200,100,1.1031,0.4,1228.32550236,0.170182,0.02023,-425.168291699,1228.32550236,41.3683,500.0,1.01767,-475.349,-425.168291699,0.005,-425.168291699,0.00192759,181.307136625,171.894843361,0.392331
-428.021,2,1.0,3.50449e-18,200,100,1.0,0.4,859.542562939,,0.01,-428.020559486,859.542562939,29.171,500.0,1.0,-489.833,-428.020559486,0.01,-428.020559486,0.01,200.0,100.0,1.0
-425.922,1,1.61916,6.94679e-07,200,100,1.02447,0.4,1308.29050381,0.0283229,0.00801888,-425.90736767,1308.29050381,32.4551,500.0,1.00959,-472.894,-425.90736767,0.005,-425.90736767,0.0016166,195.223832524,194.61920708,0.326422
-425.055,2,1.0,3.50449e-18,200,100,1.0,0.4,1005.44677056,,0.01,-425.055472076,1005.44677056,31.5498,500.0,1.0,-488.918,-425.055472076,0.01,-425.055472076,0.01,200.0,100.0,1.0
-421.654,1,2.40167,1.73e-06,200,100,1.06364,0.4,713.207487086,0.0663792,0.0122608,-424.054624155,713.207487086,29.8594,500.0,0.979407,-468.226,-424.054624155,0.005,-424.054624155,0.00216834,188.034240912,187.116325383,0.424738
-426.176,2,1.0,3.50449e-18,200,100,1.0,0.4,1008.32155694,,0.01,-426.175962748,1008.32155694,31.5949,500.0,1.0,-492.172,-426.175962748,0.01,-426.175962748,0.01,200.0,100.0,1.0
-425.119,1,1.66446,9.76784e-07,200,100,1.03629,0.4,1110.03125408,0.0381089,0.00842675,-427.267069324,1110.03125408,33.1481,500.0,0.987606,-472.625,-427.267069324,0.005,-427.267069324,0.00296057,192.99524955,192.515749322,0.584776
-423.526,2,1.0,3.50449e-18,200,100,1.0,0.4,1282.27430429,,0.01,-423.526439181,1282.27430429,35.6294,500.0,1.0,-489.66,-423.526439181,0.01,-423.526439181,0.01,200.0,100.0,1.0
-422.038,1,2.13215,1.24478e-06,200,100,1.04227,0.4,1064.24487583,0.0518766,0.0104443,-424.467192447,1064.24487583,33.907,500.0,1.02073,-469.779,-424.467192447,0.005,-424.467192447,0.00217229,191.888714442,190.559327872,0.443463
-426.556,2,1.0,3.50449e-18,200,100,1.0,0.4,797.987184415,,0.01,-426.555984699,797.987184415,28.1071,500.0,1.0,-486.759,-426.555984699,0.01,-426.555984699,0.01,200.0,100.0,1.0
-407.944,1,45.9612,0.000191934,200,100,1.61031,0.4,1274.56608613,10.4368,0.197099,-421.80310257,1274.56608613,159.184,500.0,1.16594,-466.886,-421.80310257,0.005,-421.80310257,0.00115275,124.199902933,23.1508578874,0.268808
-418.869,2,1.0,3.50449e-18,200,100,1.0,0.4,1181.30182224,,0.01,-418.868550346,1181.30182224,34.1978,500.0,1.0,-484.058,-418.868550346,0.01,-418.868550346,0.01,200.0,100.0,1.0
-419.87,1,1.86937,1.31873e-06,200,100,1.04905,0.4,939.972966367,0.0512072,0.00948658,-425.184619718,939.972966367,32.7082,500.0,0.985274,-467.083,-425.184619718,0.005,-425.184619718,0.00218078,190.648145349,190.026402163,0.429734
-417.272,2,1.0,3.50449e-18,200,100,1.0,0.4,1363.44019546,,0.01,-417.272466503,1363.44019546,36.7397,500.0,1.0,-485.233,-417.272466503,0.01,-417.272466503,0.01,200.0,100.0,1.0
-415.648,1,2.52089,2.11484e-06,200,100,1.09045,0.4,1798.92135637,0.082375,0.0127731,-421.8754913,1798.92135637,47.9468,500.0,0.986799,-466.45,-421.8754913,0.005,-421.8754913,0.00245154,183.409788624,184.472813135,0.483836
-418.813,2,1.0,3.50449e-18,200,100,1.0,0.4,1048.79317712,,0.01,-418.813308883,1048.79317712,32.2227,500.0,1.0,-482.748,-418.813308883,0.01,-418.813308883,0.01,200.0,100.0,1.0
-418.409,1,1.49524,7.49076e-07,200,100,1.03089,0.4,1207.02488448,0.0300517,0.00746518,-420.911436332,1207.02488448,33.2792,500.0,1.00148,-465.67,-420.911436332,0.005,-420.911436332,0.00271991,194.008019712,194.209942793,0.544787
-424.75,2,1.0,3.50449e-18,200,100,1.0,0.4,976.662503168,,0.01,-424.749952629,976.662503168,31.0949,500.0,1.0,-489.321,-424.749952629,0.01,-424.749952629,0.01,200.0,100.0,1.0
-422.315,1,1.59186,8.91585e-07,200,100,1.03966,0.4,1007.62918038,0.0356508,0.0079607,-423.426207963,1007.62918038,32.4429,500.0,0.999824,-468.87,-423.426207963,0.005,-423.426207963,0.0026833,192.370101689,193.146112111,0.536566
-416.777,2,1.0,3.50449e-18,200,100,1.0,0.4,925.325657986,,0.01,-416.777055591,925.325657986,30.2667,500.0,1.0,-475.801,-416.777055591,0.01,-416.777055591,0.01,200.0,100.0,1.0
-412.652,1,3.19932,3.59807e-06,200,100,1.083,0.4,807.077520293,0.139211,0.0162651,-415.292544986,807.077520293,31.2789,500.0,0.983495,-459.093,-415.292544986,0.005,-415.292544986,0.0015058,184.671931681,174.947101117,0.29619
-414.181,2,1.0,3.50449e-18,200,100,1.0,0.4,973.870149185,,0.01,-414.181178306,973.870149185,31.0505,500.0,1.0,-478.466,-414.181178306,0.01,-414.181178306,0.01,200.0,100.0,1.0
-416.987,1,1.74645,9.16056e-07,200,100,1.03425,0.4,1336.93332416,0.0367518,0.00871921,-423.200051759,1336.93332416,34.368,500.0,1.00149,-465.05,-423.200051759,0.005,-423.200051759,0.00243028,193.376304268,192.96462837,0.486781
-418.577,2,1.0,3.50449e-18,200,100,1.0,0.4,935.797313049,,0.01,-418.577299003,935.797313049,30.4375,500.0,1.0,-480.815,-418.577299003,0.01,-418.577299003,0.01,200.0,100.0,1.0
-412.32,1,1.73782,2.08802e-06,200,100,1.0722,0.4,1146.97554215,0.0845151,0.00863782,-412.40252942,1146.97554215,32.9579,500.0,1.00594,-457.89,-412.40252942,0.005,-412.40252942,0.00123861,186.53293364,184.65461178,0.249193
-422.336,2,1.0,3.50449e-18,200,100,1.0,0.4,1093.64290191,,0.01,-422.33641664,1093.64290191,32.9045,500.0,1.0,-489.826,-422.33641664,0.01,-422.33641664,0.01,200.0,100.0,1.0
-417.664,1,1.29698,9.90839e-07,200,100,1.0337,0.4,801.102352008,0.0387596,0.00655762,-416.216740341,801.102352008,30.4735,500.0,0.988913,-466.184,-416.216740341,0.005,-416.216740341,0.00162018,193.480449004,192.412083689,0.320443
-421.069,2,1.0,3.50449e-18,200,100,1.0,0.4,1285.48225987,,0.01,-421.068637173,1285.48225987,35.6739,500.0,1.0,-488.805,-421.068637173,0.01,-421.068637173,0.01,200.0,100.0,1.0
-417.967,1,1.72336,1.20868e-06,200,100,1.05036,0.4,1438.54511995,0.0469167,0.00874719,-419.430708612,1438.54511995,39.0987,500.0,0.985093,-467.056,-419.430708612,0.005,-419.430708612,0.00244743,190.411604733,190.82044118,0.482189
-417.535,2,1.0,3.50449e-18,200,100,1.0,0.4,1209.71728143,,0.01,-417.535042302,1209.71728143,34.6066,500.0,1.0,-480.501,-417.535042302,0.01,-417.535042302,0.01,200.0,100.0,1.0
-410.846,1,2.64144,3.4045e-06,200,100,1.10226,0.4,957.000139709,0.136824,0.0131761,-412.634290532,957.000139709,35.0335,500.0,1.00236,-457.591,-412.634290532,0.005,-412.634290532,0.000965442,181.445198837,176.133970187,0.193545
-413.494,2,1.0,3.50449e-18,200,100,1.0,0.4,1316.61911539,,0.01,-413.493690901,1316.61911539,36.1034,500.0,1.0,-482.423,-413.493690901,0.01,-413.493690901,0.01,200.0,100.0,1.0
-408.264,1,1.57592,2.25263e-06,200,100,1.07335,0.4,1214.70494241,0.0851503,0.00810559,-409.639217176,1214.70494241,37.6023,500.0,0.972117,-458.761,-409.639217176,0.005,-409.639217176,0.00103847,186.332559966,183.544419498,0.201903
-406.068,2,1.0,3.50449e-18,200,100,1.0,0.4,915.84080513,,0.01,-406.068105715,915.84080513,30.1112,500.0,1.0,-464.633,-406.068105715,0.01,-406.068105715,0.01,200.0,100.0,1.0
-405.441,1,1.95271,1.51834e-06,200,100,1.06456,0.4,1255.06943578,0.0621403,0.00965243,-410.390875308,1255.06943578,34.7414,500.0,1.01151,-453.273,-410.390875308,0.005,-410.390875308,0.0021294,187.871077554,188.602752798,0.430784
-416.669,2,1.0,3.50449e-18,200,100,1.0,0.4,1061.78250229,,0.01,-416.668564501,1061.78250229,32.4217,500.0,1.0,-477.542,-416.668564501,0.01,-416.668564501,0.01,200.0,100.0,1.0
-413.828,1,1.51993,7.7385e-07,200,100,1.0249,0.4,1140.04793645,0.0298213,0.00774265,-413.142398806,1140.04793645,33.8443,500.0,0.981532,-458.179,-413.142398806,0.005,-413.142398806,0.0018734,195.140225353,194.024241746,0.36776
-412.565,2,1.0,3.50449e-18,200,100,1.0,0.4,1218.93108568,,0.01,-412.56458832,1218.93108568,34.7382,500.0,1.0,-476.21,-412.56458832,0.01,-412.56458832,0.01,200.0,100.0,1.0
-412.712,1,1.65901,9.01075e-07,200,100,1.03956,0.4,1508.70386226,0.0352317,0.00839,-416.445548335,1508.70386226,36.9024,500.0,0.988682,-460.099,-416.445548335,0.005,-416.445548335,0.0025352,192.388609668,193.075662403,0.5013
-404.76,2,1.0,3.50449e-18,200,100,1.0,0.4,1153.04837938,,0.01,-404.760534092,1153.04837938,33.7864,500.0,1.0,-463.997,-404.760534092,0.01,-404.760534092,0.01,200.0,100.0,1.0
-405.098,1,1.6493,1.27511e-06,200,100,1.049,0.4,969.242616029,0.0513392,0.00821954,-409.790669134,969.242616029,33.7732,500.0,1.00328,-450.317,-409.790669134,0.005,-409.790669134,0.00161222,190.657894797,190.340345408,0.323502
-407.134,2,1.0,3.50449e-18,200,100,1.0,0.4,1072.57655183,,0.01,-407.133561185,1072.57655183,32.5861,500.0,1.0,-466.177,-407.133561185,0.01,-407.133561185,0.01,200.0,100.0,1.0
-407.229,1,1.74264,1.01984e-06,200,100,1.03808,0.4,1131.19373998,0.040754,0.0087174,-410.954944805,1131.19373998,33.4676,500.0,0.999516,-453.256,-410.954944805,0.005,-410.954944805,0.00223989,192.662807565,192.198748178,0.447761
-412.136,2,1.0,3.50449e-18,200,100,1.0,0.4,1411.25733379,,0.01,-412.135849523,1411.25733379,37.3784,500.0,1.0,-479.799,-412.135849523,0.01,-412.135849523,0.01,200.0,100.0,1.0
-407.474,1,1.94301,2.95387e-06,200,100,1.10761,0.4,914.889774729,0.117437,0.00974471,-412.606416018,914.889774729,35.537,500.0,0.996956,-457.828,-412.606416018,0.005,-412.606416018,0.000821761,180.568625096,178.960715833,0.163852
-406.73,2,1.0,3.50449e-18,200,100,1.0,0.4,904.53567494,,0.01,-406.729780301,904.53567494,29.9247,500.0,1.0,-463.562,-406.729780301,0.01,-406.729780301,0.01,200.0,100.0,1.0
-404.966,1,2.83389,2.11311e-06,200,100,1.05833,0.4,1106.2192024,0.0875252,0.0139244,-407.551620939,1106.2192024,34.8978,500.0,1.0176,-448.813,-407.551620939,0.005,-407.551620939,0.00175669,188.976536889,184.484483887,0.35752
-409.998,2,1.0,3.50449e-18,200,100,1.0,0.4,1392.86265176,,0.01,-409.998337345,1392.86265176,37.134,500.0,1.0,-475.015,-409.998337345,0.01,-409.998337345,0.01,200.0,100.0,1.0
-410.735,1,1.57935,9.1715e-07,200,100,1.03905,0.4,1257.67890814,0.0356023,0.00801604,-414.912176962,1257.67890814,37.0757,500.0,0.985119,-457.598,-414.912176962,0.005,-414.912176962,0.00274345,192.484073832,192.956491892,0.540525
-410.711,2,1.0,3.50449e-18,200,100,1.0,0.4,934.696312088,,0.01,-410.711493812,934.696312088,30.4196,500.0,1.0,-474.475,-410.711493812,0.01,-410.711493812,0.01,200.0,100.0,1.0
-409.649,1,1.41869,6.60279e-07,200,100,1.02493,0.4,1065.30786475,0.0261911,0.00712317,-410.901968762,1065.30786475,31.4198,500.0,0.995826,-455.296,-410.901968762,0.005,-410.901968762,0.0029734,195.134346936,194.878817337,0.592197
-407.757,2,1.0,3.50449e-18,200,100,1.0,0.4,1085.53187263,,0.01,-407.757142039,1085.53187263,32.7823,500.0,1.0,-467.008,-407.757142039,0.01,-407.757142039,0.01,200.0,100.0,1.0
-404.848,1,1.98196,2.58051e-06,200,100,1.09736,0.4,1224.14794329,0.107505,0.00971032,-409.662900192,1224.14794329,35.5903,500.0,1.02054,-449.616,-409.662900192,0.005,-409.662900192,0.000980628,182.255869955,181.372314819,0.200155
-405.122,2,1.0,3.50449e-18,200,100,1.0,0.4,1187.16316928,,0.01,-405.122370965,1187.16316928,34.2825,500.0,1.0,-465.604,-405.122370965,0.01,-405.122370965,0.01,200.0,100.0,1.0
-406.846,1,1.62362,6.19114e-07,200,100,1.02332,0.4,1156.71441135,0.0251439,0.00805665,-410.551835015,1156.71441135,34.3828,500.0,1.00763,-451.933,-410.551835015,0.005,-410.551835015,0.00286869,195.44309047,195.190376448,0.578115
-409.187,2,1.0,3.50449e-18,200,100,1.0,0.4,1130.87377174,,0.01,-409.186569484,1130.87377174,33.4599,500.0,1.0,-478.391,-409.186569484,0.01,-409.186569484,0.01,200.0,100.0,1.0
-405.14,1,6.30994,6.79528e-06,200,100,1.13498,0.4,1364.17882669,0.276372,0.0312883,-411.515264579,1364.17882669,45.7708,500.0,1.00835,-457.273,-411.515264579,0.005,-411.515264579,0.00178992,176.214083333,157.42423111,0.360974
-412.193,2,1.0,3.50449e-18,200,100,1.0,0.4,1462.75285857,,0.01,-412.193273432,1462.75285857,38.0542,500.0,1.0,-479.402,-412.193273432,0.01,-412.193273432,0.01,200.0,100.0,1.0
-407.245,1,1.98327,1.40674e-06,200,100,1.05187,0.4,1024.97015935,0.0552244,0.0100097,-407.096689095,1024.97015935,37.1971,500.0,0.99067,-455.986,-407.096689095,0.005,-407.096689095,0.00238422,190.137825199,189.396022365,0.472394
-399.235,2,1.0,3.50449e-18,200,100,1.0,0.4,1209.66781588,,0.01,-399.234768608,1209.66781588,34.6059,500.0,1.0,-458.266,-399.234768608,0.01,-399.234768608,0.01,200.0,100.0,1.0
-395.344,1,2.88097,3.44956e-06,200,100,1.10906,0.4,1059.11106556,0.141112,0.0142442,-400.460375983,1059.11106556,37.0525,500.0,1.01128,-441.182,-400.460375983,0.005,-400.460375983,0.00147801,180.33226628,175.856245106,0.298935
-405.053,2,1.0,3.50449e-18,200,100,1.0,0.4,1080.74454176,,0.01,-405.053415948,1080.74454176,32.7099,500.0,1.0,-463.82,-405.053415948,0.01,-405.053415948,0.01,200.0,100.0,1.0
