J,IterType,EpsThisIter,MaxNormIw,Delta,MinVanillaIw,ESSRenyi,AvgNormIw,VarVanillaIw,VarDiscRet,AvgVanillaIw,AvgRet,VanillaAvgRet,VarRet,BatchSize,VarJ,Bound,AvgDiscRet,eRenyi2,MaxVanillaIw,ESSClassic,AvgEpLen,VarNormIw,MinNormIw
4190.18,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,512543.154278,1.0,4126.39932869,4126.39932869,512543.154278,500,661.533,4013.89,4126.39932869,1.0,1.0,299.999969474,448.42,5.43914e-20,0.00333333
4209.1,2,100,0.0025,0.7,1.0,500.0,0.0025,,347017.555766,1.0,4265.84340628,4265.84340628,347017.555766,500,644.345,4056.35,4265.84340628,1.0,1.0,400.0,463.6,5.4346e-20,0.0025
4201.06,1,100,0.002,0.7,1.0,500.0,0.002,,395285.208444,1.0,4168.91372563,4168.91372563,395285.208444,500,640.834,4064.44,4168.91372563,1.0,1.0,500.000006643,453.57,5.43187e-20,0.002
4082.59,2,100,0.01,0.7,1.0,500.0,0.01,,526028.844977,1.0,4082.59486098,4082.59486098,526028.844977,500,721.643,3777.25,4082.59486098,1.0,1.0,100.0,444.39,3.50449e-18,0.01
4154.53,2,100,0.005,0.7,1.0,500.0,0.005,,415601.763412,1.0,4226.46664599,4226.46664599,415601.763412,500,686.5,3938.62,4226.46664599,1.0,1.0,200.000000102,459.32,2.1793e-19,0.005
4155.46,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,387676.90327,1.0,4157.32755449,4157.32755449,387676.90327,500,664.923,3979.17,4157.32755449,1.0,1.0,299.999969474,451.56,5.43914e-20,0.00333333
4183.77,2,100,0.0025,0.7,1.0,500.0,0.0025,,344090.704852,1.0,4268.67919513,4268.67919513,344090.704852,500,647.424,4031.09,4268.67919513,1.0,1.0,400.0,463.52,5.4346e-20,0.0025
4181.7,1,100,0.002,0.7,1.0,500.0,0.002,,424829.949334,1.0,4173.4257103,4173.4257103,424829.949334,500,647.657,4045.14,4173.4257103,1.0,1.0,500.000006643,453.56,5.43187e-20,0.002
4258.49,2,100,0.01,0.7,1.0,500.0,0.01,,310588.877676,1.0,4258.49320995,4258.49320995,310588.877676,500,554.511,3953.14,4258.49320995,1.0,1.0,100.0,463.19,3.50449e-18,0.01
4208.79,2,100,0.005,0.7,1.0,500.0,0.005,,434326.040014,1.0,4159.09227433,4159.09227433,434326.040014,500,609.264,3992.86,4159.09227433,1.0,1.0,200.000000102,452.38,2.1793e-19,0.005
4248.58,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,313815.011775,1.0,4328.15076495,4328.15076495,313815.011775,500,595.142,4072.27,4328.15076495,1.0,1.0,299.999969474,468.99,5.43914e-20,0.00333333
4243.62,2,100,0.0025,0.7,1.0,500.0,0.0025,,350186.233933,1.0,4228.76449351,4228.76449351,350186.233933,500,593.624,4090.85,4228.76449351,1.0,1.0,400.0,460.45,5.4346e-20,0.0025
4239.32,1,100,0.002,0.7,1.0,500.0,0.002,,385146.751885,1.0,4222.11609911,4222.11609911,385146.751885,500,598.536,4102.68,4222.11609911,1.0,1.0,500.000006643,459.55,5.43187e-20,0.002
4225.55,2,100,0.01,0.7,1.0,500.0,0.01,,405506.589139,1.0,4225.55400479,4225.55400479,405506.589139,500,633.602,3920.34,4225.55400479,1.0,1.0,100.0,459.34,3.50449e-18,0.01
4177.27,2,100,0.005,0.7,1.0,500.0,0.005,,469488.378914,1.0,4128.99635386,4128.99635386,469488.378914,500,659.889,3961.29,4128.99635386,1.0,1.0,200.000000102,449.51,2.1793e-19,0.005
4209.69,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,362764.924889,1.0,4274.50430208,4274.50430208,362764.924889,500,641.962,4033.33,4274.50430208,1.0,1.0,299.999969474,463.9,5.43914e-20,0.00333333
4209.37,2,100,0.0025,0.7,1.0,500.0,0.0025,,392745.939782,1.0,4208.44061754,4208.44061754,392745.939782,500,637.41,4056.65,4208.44061754,1.0,1.0,400.0,457.77,5.4346e-20,0.0025
4230.15,1,100,0.002,0.7,1.0,500.0,0.002,,291299.924373,1.0,4313.26753246,4313.26753246,291299.924373,500,620.03,4093.55,4313.26753246,1.0,1.0,500.000006643,468.73,5.43187e-20,0.002
4226.87,2,100,0.01,0.7,1.0,500.0,0.01,,337044.207014,1.0,4226.87112024,4226.87112024,337044.207014,500,577.645,3921.51,4226.87112024,1.0,1.0,100.0,459.19,3.50449e-18,0.01
4274.74,2,100,0.005,0.7,1.0,500.0,0.005,,346168.293687,1.0,4322.59959285,4322.59959285,346168.293687,500,583.508,4058.76,4322.59959285,1.0,1.0,200.000000102,468.19,2.1793e-19,0.005
4284.86,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,336761.137071,1.0,4305.10484127,4305.10484127,336761.137071,500,581.656,4108.52,4305.10484127,1.0,1.0,299.999969474,466.73,5.43914e-20,0.00333333
4265.69,2,100,0.0025,0.7,1.0,500.0,0.0025,,388577.01242,1.0,4208.19273304,4208.19273304,388577.01242,500,592.467,4112.97,4208.19273304,1.0,1.0,400.0,456.79,5.4346e-20,0.0025
4257.98,1,100,0.002,0.7,1.0,500.0,0.002,,379152.65206,1.0,4227.15193647,4227.15193647,379152.65206,500,596.761,4121.36,4227.15193647,1.0,1.0,500.000006643,459.58,5.43187e-20,0.002
4205.8,2,100,0.01,0.7,1.0,500.0,0.01,,371206.893119,1.0,4205.80156352,4205.80156352,371206.893119,500,606.214,3900.42,4205.80156352,1.0,1.0,100.0,457.09,3.50449e-18,0.01
4167.44,2,100,0.005,0.7,1.0,500.0,0.005,,438658.098769,1.0,4129.0724941,4129.0724941,438658.098769,500,634.315,3951.49,4129.0724941,1.0,1.0,200.000000102,449.12,2.1793e-19,0.005
4195.29,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,310277.233635,1.0,4250.99584919,4250.99584919,310277.233635,500,610.065,4018.97,4250.99584919,1.0,1.0,299.999969474,462.19,5.43914e-20,0.00333333
4162.3,2,100,0.0025,0.7,1.0,500.0,0.0025,,503851.491275,1.0,4063.34450058,4063.34450058,503851.491275,500,638.046,4009.61,4063.34450058,1.0,1.0,400.0,442.5,5.4346e-20,0.0025
4154.52,1,100,0.002,0.7,1.0,500.0,0.002,,572084.789936,1.0,4123.39361537,4123.39361537,572084.789936,500,662.719,4017.95,4123.39361537,1.0,1.0,500.000006643,447.16,5.43187e-20,0.002
4270.9,2,100,0.01,0.7,1.0,500.0,0.01,,373984.184065,1.0,4270.89887025,4270.89887025,373984.184065,500,608.477,3965.46,4270.89887025,1.0,1.0,100.0,463.58,3.50449e-18,0.01
4288.32,2,100,0.005,0.7,1.0,500.0,0.005,,322252.761154,1.0,4305.74080388,4305.74080388,322252.761154,500,587.317,4072.34,4305.74080388,1.0,1.0,200.000000102,468.61,2.1793e-19,0.005
4269.64,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,384471.139397,1.0,4232.28384466,4232.28384466,384471.139397,500,597.941,4093.29,4232.28384466,1.0,1.0,299.999969474,459.76,5.43914e-20,0.00333333
4228.97,2,100,0.0025,0.7,1.0,500.0,0.0025,,496190.421023,1.0,4106.95878823,4106.95878823,496190.421023,500,629.222,4076.25,4106.95878823,1.0,1.0,400.0,446.66,5.4346e-20,0.0025
4228.05,1,100,0.002,0.7,1.0,500.0,0.002,,421014.124096,1.0,4224.35735437,4224.35735437,421014.124096,500,632.535,4091.43,4224.35735437,1.0,1.0,500.000006643,459.3,5.43187e-20,0.002
4251.74,2,100,0.01,0.7,1.0,500.0,0.01,,393187.284906,1.0,4251.73824584,4251.73824584,393187.284906,500,623.903,3946.62,4251.73824584,1.0,1.0,100.0,461.79,3.50449e-18,0.01
4223.14,2,100,0.005,0.7,1.0,500.0,0.005,,375548.79256,1.0,4194.54301655,4194.54301655,375548.79256,500,617.529,4007.17,4194.54301655,1.0,1.0,200.000000102,456.35,2.1793e-19,0.005
4193.51,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,502679.02166,1.0,4134.25926276,4134.25926276,502679.02166,500,649.513,4017.18,4134.25926276,1.0,1.0,299.999969474,450.22,5.43914e-20,0.00333333
4183.69,2,100,0.0025,0.7,1.0,500.0,0.0025,,503592.680248,1.0,4154.21500639,4154.21500639,503592.680248,500,664.326,4030.98,4154.21500639,1.0,1.0,400.0,450.45,5.4346e-20,0.0025
4201.31,1,100,0.002,0.7,1.0,500.0,0.002,,354869.782897,1.0,4271.78567374,4271.78567374,354869.782897,500,651.59,4064.63,4271.78567374,1.0,1.0,500.000006643,464.53,5.43187e-20,0.002
4246.76,2,100,0.01,0.7,1.0,500.0,0.01,,330760.818848,1.0,4246.76412076,4246.76412076,330760.818848,500,572.235,3941.5,4246.76412076,1.0,1.0,100.0,462.04,3.50449e-18,0.01
4262.93,2,100,0.005,0.7,1.0,500.0,0.005,,359700.176904,1.0,4279.09360378,4279.09360378,359700.176904,500,584.841,4046.95,4279.09360378,1.0,1.0,200.000000102,465.23,2.1793e-19,0.005
4252.46,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,322563.510137,1.0,4231.51260755,4231.51260755,322563.510137,500,578.525,4076.11,4231.51260755,1.0,1.0,299.999969474,460.24,5.43914e-20,0.00333333
4265.82,2,100,0.0025,0.7,1.0,500.0,0.0025,,267917.369258,1.0,4305.89655349,4305.89655349,267917.369258,500,563.794,4113.1,4305.89655349,1.0,1.0,400.0,468.27,5.4346e-20,0.0025
4264.64,1,100,0.002,0.7,1.0,500.0,0.002,,387930.82315,1.0,4259.94067074,4259.94067074,387930.82315,500,575.419,4128.05,4259.94067074,1.0,1.0,500.000006643,462.35,5.43187e-20,0.002
4267.81,2,100,0.01,0.7,1.0,500.0,0.01,,338333.801923,1.0,4267.80713105,4267.80713105,338333.801923,500,578.749,3962.3,4267.80713105,1.0,1.0,100.0,462.91,3.50449e-18,0.01
4248.68,2,100,0.005,0.7,1.0,500.0,0.005,,367866.914558,1.0,4229.54505079,4229.54505079,367866.914558,500,591.553,4032.65,4229.54505079,1.0,1.0,200.000000102,459.69,2.1793e-19,0.005
4197.98,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,482451.879147,1.0,4096.59448767,4096.59448767,482451.879147,500,630.586,4021.6,4096.59448767,1.0,1.0,299.999969474,446.47,5.43914e-20,0.00333333
4192.01,2,100,0.0025,0.7,1.0,500.0,0.0025,,397033.627958,1.0,4174.08302991,4174.08302991,397033.627958,500,629.764,4039.25,4174.08302991,1.0,1.0,400.0,453.83,5.4346e-20,0.0025
4213.68,1,100,0.002,0.7,1.0,500.0,0.002,,364339.496352,1.0,4300.39010591,4300.39010591,364339.496352,500,625.54,4077.06,4300.39010591,1.0,1.0,500.000006643,466.29,5.43187e-20,0.002
4254.16,2,100,0.01,0.7,1.0,500.0,0.01,,417332.388132,1.0,4254.15867116,4254.15867116,417332.388132,500,642.775,3949.04,4254.15867116,1.0,1.0,100.0,461.99,3.50449e-18,0.01
4206.24,2,100,0.005,0.7,1.0,500.0,0.005,,468655.543405,1.0,4158.32659442,4158.32659442,468655.543405,500,663.973,3990.33,4158.32659442,1.0,1.0,200.000000102,452.58,2.1793e-19,0.005
4223.13,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,352024.446772,1.0,4256.9039683,4256.9039683,352024.446772,500,640.816,4046.84,4256.9039683,1.0,1.0,299.999969474,461.9,5.43914e-20,0.00333333
4247.4,2,100,0.0025,0.7,1.0,500.0,0.0025,,330153.037404,1.0,4320.22187839,4320.22187839,330153.037404,500,625.671,4094.73,4320.22187839,1.0,1.0,400.0,468.34,5.4346e-20,0.0025
4245.58,1,100,0.002,0.7,1.0,500.0,0.002,,400606.192616,1.0,4238.28683477,4238.28683477,400606.192616,500,626.502,4109.02,4238.28683477,1.0,1.0,500.000006643,460.45,5.43187e-20,0.002
4291.19,2,100,0.01,0.7,1.0,500.0,0.01,,335121.082127,1.0,4291.19132139,4291.19132139,335121.082127,500,575.995,3985.96,4291.19132139,1.0,1.0,100.0,465.48,3.50449e-18,0.01
4259.74,2,100,0.005,0.7,1.0,500.0,0.005,,368774.870586,1.0,4228.29519527,4228.29519527,368774.870586,500,591.115,4043.73,4228.29519527,1.0,1.0,200.000000102,459.97,2.1793e-19,0.005
4273.41,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,306110.105673,1.0,4300.73236295,4300.73236295,306110.105673,500,578.217,4097.03,4300.73236295,1.0,1.0,299.999969474,467.35,5.43914e-20,0.00333333
4246.03,2,100,0.0025,0.7,1.0,500.0,0.0025,,467821.032583,1.0,4163.91937989,4163.91937989,467821.032583,500,607.276,4093.29,4163.91937989,1.0,1.0,400.0,452.7,5.4346e-20,0.0025
4234.65,1,100,0.002,0.7,1.0,500.0,0.002,,499049.118168,1.0,4189.11385191,4189.11385191,499049.118168,500,627.979,4098.03,4189.11385191,1.0,1.0,500.000006643,454.76,5.43187e-20,0.002
4151.53,2,100,0.01,0.7,1.0,500.0,0.01,,446821.891923,1.0,4151.53396426,4151.53396426,446821.891923,500,665.097,3846.08,4151.53396426,1.0,1.0,100.0,451.14,3.50449e-18,0.01
4179.79,2,100,0.005,0.7,1.0,500.0,0.005,,391019.729995,1.0,4208.04473872,4208.04473872,391019.729995,500,644.616,3963.78,4208.04473872,1.0,1.0,200.000000102,457.65,2.1793e-19,0.005
4169.48,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,437291.30607,1.0,4148.86531898,4148.86531898,437291.30607,500,649.26,3993.11,4148.86531898,1.0,1.0,299.999969474,451.19,5.43914e-20,0.00333333
4182.87,2,100,0.0025,0.7,1.0,500.0,0.0025,,396714.332606,1.0,4223.0158613,4223.0158613,396714.332606,500,644.11,4030.12,4223.0158613,1.0,1.0,400.0,458.47,5.4346e-20,0.0025
4221.39,1,100,0.002,0.7,1.0,500.0,0.002,,286558.388765,1.0,4375.48124562,4375.48124562,286558.388765,500,628.154,4084.77,4375.48124562,1.0,1.0,500.000006643,473.95,5.43187e-20,0.002
4448.94,2,100,0.01,0.7,1.0,500.0,0.01,,188520.505638,1.0,4448.94382775,4448.94382775,188520.505638,500,432.013,4143.61,4448.94382775,1.0,1.0,100.0,481.78,3.50449e-18,0.01
4323.16,2,100,0.005,0.7,1.0,500.0,0.005,,352853.638074,1.0,4197.38455868,4197.38455868,352853.638074,500,532.729,4107.26,4197.38455868,1.0,1.0,200.000000102,457.34,2.1793e-19,0.005
4292.21,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,376212.623661,1.0,4230.30810781,4230.30810781,376212.623661,500,561.486,4115.93,4230.30810781,1.0,1.0,299.999969474,459.95,5.43914e-20,0.00333333
4256.75,2,100,0.0025,0.7,1.0,500.0,0.0025,,534189.70236,1.0,4150.367112,4150.367112,534189.70236,500,610.274,4104.08,4150.367112,1.0,1.0,400.0,451.72,5.4346e-20,0.0025
4230.71,1,100,0.002,0.7,1.0,500.0,0.002,,436621.260402,1.0,4126.54214384,4126.54214384,436621.260402,500,622.183,4094.15,4126.54214384,1.0,1.0,500.000006643,448.3,5.43187e-20,0.002
4099.61,2,100,0.01,0.7,1.0,500.0,0.01,,497290.875696,1.0,4099.60643159,4099.60643159,497290.875696,500,701.654,3794.34,4099.60643159,1.0,1.0,100.0,446.45,3.50449e-18,0.01
4155.67,2,100,0.005,0.7,1.0,500.0,0.005,,422507.387251,1.0,4211.74195307,4211.74195307,422507.387251,500,677.085,3939.74,4211.74195307,1.0,1.0,200.000000102,457.74,2.1793e-19,0.005
4186.5,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,390860.66904,1.0,4248.16132659,4248.16132659,390860.66904,500,660.692,4010.16,4248.16132659,1.0,1.0,299.999969474,461.41,5.43914e-20,0.00333333
4182.79,2,100,0.0025,0.7,1.0,500.0,0.0025,,424847.711225,1.0,4171.654137,4171.654137,424847.711225,500,657.706,4030.08,4171.654137,1.0,1.0,400.0,454.35,5.4346e-20,0.0025
4172.03,1,100,0.002,0.7,1.0,500.0,0.002,,432565.185713,1.0,4129.00815091,4129.00815091,432565.185713,500,657.398,4035.44,4129.00815091,1.0,1.0,500.000006643,449.46,5.43187e-20,0.002
4228.31,2,100,0.01,0.7,1.0,500.0,0.01,,456849.961016,1.0,4228.31104138,4228.31104138,456849.961016,500,672.519,3923.08,4228.31104138,1.0,1.0,100.0,458.82,3.50449e-18,0.01
4267.56,2,100,0.005,0.7,1.0,500.0,0.005,,328883.187575,1.0,4306.80906763,4306.80906763,328883.187575,500,624.883,4051.59,4306.80906763,1.0,1.0,200.000000102,467.23,2.1793e-19,0.005
4239.46,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,416227.272923,1.0,4183.2596408,4183.2596408,416227.272923,500,631.865,4063.12,4183.2596408,1.0,1.0,299.999969474,454.85,5.43914e-20,0.00333333
4253.16,2,100,0.0025,0.7,1.0,500.0,0.0025,,312297.80903,1.0,4294.26547759,4294.26547759,312297.80903,500,614.245,4100.45,4294.26547759,1.0,1.0,400.0,466.09,5.4346e-20,0.0025
4229.16,1,100,0.002,0.7,1.0,500.0,0.002,,488757.11582,1.0,4133.13776239,4133.13776239,488757.11582,500,633.18,4092.56,4133.13776239,1.0,1.0,500.000006643,449.5,5.43187e-20,0.002
4170.44,2,100,0.01,0.7,1.0,500.0,0.01,,401071.503546,1.0,4170.43535646,4170.43535646,401071.503546,500,630.128,3865.27,4170.43535646,1.0,1.0,100.0,453.65,3.50449e-18,0.01
4214.44,2,100,0.005,0.7,1.0,500.0,0.005,,382684.976753,1.0,4258.45434011,4258.45434011,382684.976753,500,624.417,3998.66,4258.45434011,1.0,1.0,200.000000102,462.62,2.1793e-19,0.005
4228.18,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,350838.877966,1.0,4255.63577521,4255.63577521,350838.877966,500,613.257,4051.8,4255.63577521,1.0,1.0,299.999969474,462.15,5.43914e-20,0.00333333
4218.14,2,100,0.0025,0.7,1.0,500.0,0.0025,,429703.152628,1.0,4188.04131727,4188.04131727,429703.152628,500,623.472,4065.4,4188.04131727,1.0,1.0,400.0,455.07,5.4346e-20,0.0025
4214.31,1,100,0.002,0.7,1.0,500.0,0.002,,449880.588651,1.0,4198.96763278,4198.96763278,449880.588651,500,632.542,4077.69,4198.96763278,1.0,1.0,500.000006643,456.15,5.43187e-20,0.002
4256.58,2,100,0.01,0.7,1.0,500.0,0.01,,397844.383785,1.0,4256.58081023,4256.58081023,397844.383785,500,627.587,3951.37,4256.58081023,1.0,1.0,100.0,462.31,3.50449e-18,0.01
4245.46,2,100,0.005,0.7,1.0,500.0,0.005,,418305.635327,1.0,4234.34393376,4234.34393376,418305.635327,500,635.703,4029.49,4234.34393376,1.0,1.0,200.000000102,460.24,2.1793e-19,0.005
4197.03,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,521759.633514,1.0,4100.16928135,4100.16928135,521759.633514,500,668.045,4020.69,4100.16928135,1.0,1.0,299.999969474,447.08,5.43914e-20,0.00333333
4197.24,2,100,0.0025,0.7,1.0,500.0,0.0025,,461288.93341,1.0,4197.87260608,4197.87260608,461288.93341,500,669.987,4044.53,4197.87260608,1.0,1.0,400.0,455.55,5.4346e-20,0.0025
4197.42,1,100,0.002,0.7,1.0,500.0,0.002,,362828.509415,1.0,4198.1192201,4198.1192201,362828.509415,500,656.465,4060.83,4198.1192201,1.0,1.0,500.000006643,456.14,5.43187e-20,0.002
4216.65,2,100,0.01,0.7,1.0,500.0,0.01,,373364.339385,1.0,4216.65234071,4216.65234071,373364.339385,500,607.973,3911.21,4216.65234071,1.0,1.0,100.0,458.64,3.50449e-18,0.01
4201.93,2,100,0.005,0.7,1.0,500.0,0.005,,412938.784795,1.0,4187.20901897,4187.20901897,412938.784795,500,624.049,3985.95,4187.20901897,1.0,1.0,200.000000102,456.05,2.1793e-19,0.005
4203.81,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,402342.569808,1.0,4207.58123993,4207.58123993,402342.569808,500,626.422,4027.47,4207.58123993,1.0,1.0,299.999969474,457.19,5.43914e-20,0.00333333
4191.25,2,100,0.0025,0.7,1.0,500.0,0.0025,,401126.121805,1.0,4153.57392361,4153.57392361,401126.121805,500,627.738,4038.53,4153.57392361,1.0,1.0,400.0,451.71,5.4346e-20,0.0025
4197.79,1,100,0.002,0.7,1.0,500.0,0.002,,344415.199874,1.0,4223.9333193,4223.9333193,344415.199874,500,619.362,4061.18,4223.9333193,1.0,1.0,500.000006643,460.65,5.43187e-20,0.002
4138.67,2,100,0.01,0.7,1.0,500.0,0.01,,442315.609553,1.0,4138.66905327,4138.66905327,442315.609553,500,661.734,3833.11,4138.66905327,1.0,1.0,100.0,449.36,3.50449e-18,0.01
4179.75,2,100,0.005,0.7,1.0,500.0,0.005,,386324.809146,1.0,4220.84020402,4220.84020402,386324.809146,500,641.767,3963.69,4220.84020402,1.0,1.0,200.000000102,459.21,2.1793e-19,0.005
4185.2,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,443331.235817,1.0,4196.09832127,4196.09832127,443331.235817,500,648.795,4008.79,4196.09832127,1.0,1.0,299.999969474,455.26,5.43914e-20,0.00333333
4201.89,2,100,0.0025,0.7,1.0,500.0,0.0025,,393873.71079,1.0,4251.94472624,4251.94472624,393873.71079,500,643.444,4049.11,4251.94472624,1.0,1.0,400.0,461.87,5.4346e-20,0.0025
4188.18,1,100,0.002,0.7,1.0,500.0,0.002,,413056.209129,1.0,4133.32613269,4133.32613269,413056.209129,500,643.237,4051.52,4133.32613269,1.0,1.0,500.000006643,450.15,5.43187e-20,0.002
4227.99,2,100,0.01,0.7,1.0,500.0,0.01,,326920.148245,1.0,4227.98831329,4227.98831329,326920.148245,500,568.903,3922.68,4227.98831329,1.0,1.0,100.0,460.47,3.50449e-18,0.01
4169.87,2,100,0.005,0.7,1.0,500.0,0.005,,504733.573114,1.0,4111.74273945,4111.74273945,504733.573114,500,644.241,3953.97,4111.74273945,1.0,1.0,200.000000102,447.71,2.1793e-19,0.005
4175.55,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,468912.989791,1.0,4186.91485528,4186.91485528,468912.989791,500,656.889,3999.27,4186.91485528,1.0,1.0,299.999969474,455.03,5.43914e-20,0.00333333
4169.37,2,100,0.0025,0.7,1.0,500.0,0.0025,,445143.568584,1.0,4150.82137053,4150.82137053,445143.568584,500,658.723,4016.71,4150.82137053,1.0,1.0,400.0,452.33,5.4346e-20,0.0025
4160.79,1,100,0.002,0.7,1.0,500.0,0.002,,458715.171985,1.0,4126.49110026,4126.49110026,458715.171985,500,662.006,4024.23,4126.49110026,1.0,1.0,500.000006643,450.25,5.43187e-20,0.002
4270.31,2,100,0.01,0.7,1.0,500.0,0.01,,313734.795892,1.0,4270.30506487,4270.30506487,313734.795892,500,557.313,3965.07,4270.30506487,1.0,1.0,100.0,463.76,3.50449e-18,0.01
4197.64,2,100,0.005,0.7,1.0,500.0,0.005,,436539.552912,1.0,4124.98111987,4124.98111987,436539.552912,500,613.731,3981.62,4124.98111987,1.0,1.0,200.000000102,448.14,2.1793e-19,0.005
4231.67,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,335487.598584,1.0,4299.72915026,4299.72915026,335487.598584,500,603.438,4055.29,4299.72915026,1.0,1.0,299.999969474,466.46,5.43914e-20,0.00333333
4198.05,2,100,0.0025,0.7,1.0,500.0,0.0025,,481507.828457,1.0,4097.1929961,4097.1929961,481507.828457,500,629.021,4045.3,4097.1929961,1.0,1.0,400.0,445.98,5.4346e-20,0.0025
4197.72,1,100,0.002,0.7,1.0,500.0,0.002,,388192.488105,1.0,4196.37502243,4196.37502243,388192.488105,500,627.213,4061.09,4196.37502243,1.0,1.0,500.000006643,456.01,5.43187e-20,0.002
4173.27,2,100,0.01,0.7,1.0,500.0,0.01,,419518.514924,1.0,4173.26592653,4173.26592653,419518.514924,500,644.456,3867.85,4173.26592653,1.0,1.0,100.0,453.64,3.50449e-18,0.01
4184.38,2,100,0.005,0.7,1.0,500.0,0.005,,443453.332972,1.0,4195.49660927,4195.49660927,443453.332972,500,653.678,3968.42,4195.49660927,1.0,1.0,200.000000102,455.34,2.1793e-19,0.005
4166.34,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,425296.196024,1.0,4130.25994977,4130.25994977,425296.196024,500,652.581,3990.01,4130.25994977,1.0,1.0,299.999969474,448.6,5.43914e-20,0.00333333
4144.51,2,100,0.0025,0.7,1.0,500.0,0.0025,,437717.24758,1.0,4079.03774056,4079.03774056,437717.24758,500,655.103,3991.8,4079.03774056,1.0,1.0,400.0,444.55,5.4346e-20,0.0025
4147.6,1,100,0.002,0.7,1.0,500.0,0.002,,507377.781163,1.0,4159.94924615,4159.94924615,507377.781163,500,666.204,4011.01,4159.94924615,1.0,1.0,500.000006643,452.11,5.43187e-20,0.002
4296.68,2,100,0.01,0.7,1.0,500.0,0.01,,314346.746557,1.0,4296.6826052,4296.6826052,314346.746557,500,557.856,3991.34,4296.6826052,1.0,1.0,100.0,466.1,3.50449e-18,0.01
4212.99,2,100,0.005,0.7,1.0,500.0,0.005,,402738.593305,1.0,4129.29408786,4129.29408786,402738.593305,500,601.633,3997.08,4129.29408786,1.0,1.0,200.000000102,449.71,2.1793e-19,0.005
4220.56,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,379724.229857,1.0,4235.70452174,4235.70452174,379724.229857,500,605.584,4044.12,4235.70452174,1.0,1.0,299.999969474,460.04,5.43914e-20,0.00333333
4227.57,2,100,0.0025,0.7,1.0,500.0,0.0025,,396486.678681,1.0,4248.61151326,4248.61151326,396486.678681,500,611.005,4074.77,4248.61151326,1.0,1.0,400.0,461.13,5.4346e-20,0.0025
4219.11,1,100,0.002,0.7,1.0,500.0,0.002,,399020.93144,1.0,4185.24004901,4185.24004901,399020.93144,500,614.78,4082.44,4185.24004901,1.0,1.0,500.000006643,455.24,5.43187e-20,0.002
4220.65,2,100,0.01,0.7,1.0,500.0,0.01,,422224.407616,1.0,4220.64883796,4220.64883796,422224.407616,500,646.531,3915.44,4220.64883796,1.0,1.0,100.0,458.88,3.50449e-18,0.01
4254.0,2,100,0.005,0.7,1.0,500.0,0.005,,315667.934435,1.0,4287.35864542,4287.35864542,315667.934435,500,605.284,4038.14,4287.35864542,1.0,1.0,200.000000102,465.73,2.1793e-19,0.005
4272.64,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,251898.133197,1.0,4309.90847651,4309.90847651,251898.133197,500,572.771,4096.3,4309.90847651,1.0,1.0,299.999969474,468.03,5.43914e-20,0.00333333
4259.47,2,100,0.0025,0.7,1.0,500.0,0.0025,,419489.081521,1.0,4219.96615508,4219.96615508,419489.081521,500,591.941,4106.76,4219.96615508,1.0,1.0,400.0,458.2,5.4346e-20,0.0025
4247.62,1,100,0.002,0.7,1.0,500.0,0.002,,460111.655927,1.0,4200.23776488,4200.23776488,460111.655927,500,609.901,4111.03,4200.23776488,1.0,1.0,500.000006643,456.51,5.43187e-20,0.002
4188.88,2,100,0.01,0.7,1.0,500.0,0.01,,451879.245246,1.0,4188.87753401,4188.87753401,451879.245246,500,668.85,3883.5,4188.87753401,1.0,1.0,100.0,454.69,3.50449e-18,0.01
4195.95,2,100,0.005,0.7,1.0,500.0,0.005,,387885.105609,1.0,4203.02828447,4203.02828447,387885.105609,500,644.774,3980.02,4203.02828447,1.0,1.0,200.000000102,457.84,2.1793e-19,0.005
4151.36,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,481635.479363,1.0,4062.1813907,4062.1813907,481635.479363,500,663.379,3975.05,4062.1813907,1.0,1.0,299.999969474,442.15,5.43914e-20,0.00333333
