MinVanillaIw,MinNormIw,VarRet,delta,VanillaAvgRet,Bound,AvgEpLen,AvgRet,AvgVanillaIw,VarVanillaIw,J,AvgDiscRet,MaxVanillaIw,ESSClassic,IterType,renyi2,BatchSize,VarNormIw,EpsThisIter,MaxNormIw,VarDiscRet,AvgNormIw,VarJ,ESSRenyi,SamplesThisIter
0.00182276,1.85245e-08,48.0167457427,0.2,-58.5475122519,-63.2668,85.910652921,-58.5475122519,0.939265,0.187674,-10268.0,-58.5475122519,5.45833,3.6838979286,1,33.6217,100,1.93837e-11,582,5.54724e-05,48.0167457427,9.54563e-06,102.836,2.50198337148e-13,50000
0.00105587,1.05471e-08,69.55273753,0.2,-58.4281322667,-62.5849,85.7632933105,-58.4281322667,0.953981,0.325975,-10095.2,-58.4281322667,10.5661,3.84082563,1,33.9126,100,3.25254e-11,583,0.000105544,69.55273753,9.52926e-06,191.137,1.87040663537e-13,50000
0.00376365,3.704e-08,54.4021527253,0.2,-57.9058289865,-62.4246,85.0340136054,-57.9058289865,0.960037,0.251138,-10104.2,-57.9058289865,13.0272,3.67484437264,1,34.3359,100,2.43241e-11,588,0.000128207,54.4021527253,9.44822e-06,199.321,1.22487979184e-13,50000
0.000663644,6.86113e-09,51.5658525383,0.2,-58.9150571447,-64.074,86.6551126516,-58.9150571447,0.931303,0.191916,-10309.7,-58.9150571447,4.95716,3.59872159446,1,34.4293,100,2.05132e-11,577,5.125e-05,51.5658525383,9.62835e-06,115.799,1.11567847049e-13,50000
0.0673916,6.74959e-07,512.912826846,0.2,-60.9554409711,-94.0619,89.2857142857,-60.9554409711,0.99053,0.0183914,-10803.4,-60.9554409711,1.84211,3.24773060297,1,34.3592,100,1.84484e-12,560,1.84496e-05,512.912826846,9.92063e-06,219.046,1.19665156357e-13,50000
0.00132838,1.33578e-08,51.5088019194,0.2,-58.0084688127,-62.3621,85.0340136054,-58.0084688127,0.939589,0.244729,-10112.3,-58.0084688127,7.23631,3.54529990278,1,34.6503,100,2.47463e-11,588,7.27661e-05,51.5088019194,9.44822e-06,129.697,8.94494986107e-14,50000
0.00112988,1.13136e-08,52.1242254595,0.2,-58.6153978681,-62.3455,85.910652921,-58.6153978681,0.95331,0.28326,-10215.7,-58.6153978681,9.03932,3.60192690454,1,34.6735,100,2.84005e-11,582,9.05119e-05,52.1242254595,9.54563e-06,155.576,8.73927393075e-14,50000
0.00418094,4.21405e-08,51.4016362515,0.2,-58.3692162267,-62.968,85.4700854701,-58.3692162267,0.942206,0.213565,-10208.4,-58.3692162267,7.73788,3.61190673701,1,34.4086,100,2.1696e-11,585,7.79915e-05,51.4016362515,9.49668e-06,127.489,1.13898163515e-13,50000
0.0111083,1.05934e-07,61.6770776266,0.2,-57.8760195462,-62.9366,84.7457627119,-57.8760195462,0.987393,0.177325,-10197.6,-57.8760195462,10.8836,4.0791812308,1,34.6884,100,1.61265e-11,590,0.00010379,61.6770776266,9.4162e-06,230.608,8.61048230883e-14,50000
0.0975341,9.5884e-07,279.630493762,0.2,-59.7659306696,-93.7054,87.8734622144,-59.7659306696,0.993175,0.0123711,-10660.1,-59.7659306696,1.64469,3.33783920391,1,34.3655,100,1.1956e-12,569,1.61686e-05,279.630493762,9.76372e-06,177.76,1.18921575448e-13,50000
0.000686536,6.99156e-09,64.5609221167,0.2,-58.7770946403,-62.5562,86.0585197935,-58.7770946403,0.938946,0.28117,-10197.5,-58.7770946403,7.99862,3.70856427114,1,34.7126,100,2.91602e-11,581,8.14565e-05,64.5609221167,9.56206e-06,145.483,8.40438121437e-14,50000
0.112469,1.09814e-06,282.759798756,0.2,-59.6162581354,-93.4333,87.4125874126,-59.6162581354,0.994737,0.013125,-10629.4,-59.6162581354,1.7375,3.30521979903,1,34.3926,100,1.25125e-12,572,1.69647e-05,282.759798756,9.71251e-06,178.66,1.15743449189e-13,50000
0.139119,1.35602e-06,284.532111454,0.2,-59.3854726893,-92.167,87.1080139373,-59.3854726893,0.992968,0.0170891,-10567.7,-59.3854726893,2.55917,3.30667657495,1,34.4343,100,1.6236e-12,574,2.49447e-05,284.532111454,9.67867e-06,190.36,1.11010862079e-13,50000
0.140278,1.35556e-06,273.184234445,0.2,-59.0678061906,-92.1772,86.5051903114,-59.0678061906,0.994655,0.0132563,-10532.3,-59.0678061906,1.78989,3.4038094627,1,34.3764,100,1.23787e-12,578,1.72963e-05,273.184234445,9.61169e-06,178.338,1.17626702258e-13,50000
0.0742992,7.29767e-07,469.796470761,0.2,-59.9060423594,-92.4983,87.7192982456,-59.9060423594,0.992322,0.0164173,-10636.1,-59.9060423594,2.22963,3.31792428426,1,34.4099,100,1.58381e-12,570,2.18994e-05,469.796470761,9.74659e-06,208.437,1.13753576995e-13,50000
0.0887862,8.6174e-07,497.581421386,0.2,-59.2832593454,-91.9065,86.5051903114,-59.2832593454,0.990305,0.0202011,-10501.8,-59.2832593454,2.64888,3.48383016944,1,34.3933,100,1.90299e-12,578,2.57094e-05,497.581421386,9.61169e-06,229.757,1.15660025715e-13,50000
0.00288252,2.9066e-08,67.1183739236,0.2,-58.9981280093,-64.7788,86.6551126516,-58.9981280093,0.954858,0.187956,-10309.5,-58.9981280093,9.6773,3.59207487706,1,34.6416,100,1.9111e-11,577,9.75814e-05,67.1183739236,9.62835e-06,178.107,9.02319106011e-14,50000
0.00251702,2.4241e-08,67.557825673,0.2,-58.3971932953,-61.9996,85.7632933105,-58.3971932953,0.989453,0.336308,-10174.7,-58.3971932953,15.3231,3.67230008089,1,35.2221,100,3.11936e-11,583,0.000147574,67.557825673,9.52926e-06,292.536,5.04938256754e-14,50000
0.00219247,2.21196e-08,49.5762775579,0.2,-58.3357167149,-62.7494,85.4700854701,-58.3357167149,0.941301,0.200112,-10221.7,-58.3357167149,7.36216,3.63500241408,1,34.8887,100,2.03685e-11,585,7.42759e-05,49.5762775579,9.49667e-06,138.436,7.04751023008e-14,50000
0.11242,1.09509e-06,240.355153247,0.2,-59.2769214468,-89.8149,87.1080139373,-59.2769214468,0.993595,0.0157134,-10562.5,-59.2769214468,1.91872,3.34477867496,1,34.5826,100,1.49102e-12,574,1.86903e-05,240.355153247,9.67867e-06,167.544,9.5707562536e-14,50000
0.00875762,8.58531e-08,70.2318223978,0.2,-58.8457280549,-66.6367,86.3557858377,-58.8457280549,0.978766,0.149421,-10327.1,-58.8457280549,8.04759,3.66700827213,1,34.7012,100,1.43599e-11,579,7.88925e-05,70.2318223978,9.59509e-06,216.155,8.5005633859e-14,50000
0.0769319,7.5512e-07,620.100655665,0.2,-59.7222044481,-92.2062,87.4125874126,-59.7222044481,0.989514,0.0205256,-10565.2,-59.7222044481,2.47282,3.3280360892,1,34.7784,100,1.97749e-12,572,2.42718e-05,620.100655665,9.71251e-06,248.308,7.8694767807e-14,50000
0.0012029,1.23993e-08,57.6548431723,0.2,-58.9916456617,-63.5909,86.6551126516,-58.9916456617,0.934078,0.194252,-10323.8,-58.9916456617,6.20202,3.58694751684,1,34.9525,100,2.06397e-11,577,6.39296e-05,57.6548431723,9.62835e-06,110.651,6.61214359722e-14,50000
0.00146215,1.45158e-08,57.4789674991,0.2,-57.7306736166,-62.1545,84.4594594595,-57.7306736166,0.945272,0.227982,-10076.5,-57.7306736166,8.09371,3.83777393647,1,35.0713,100,2.24698e-11,592,8.0352e-05,57.4789674991,9.38438e-06,149.335,5.87136811045e-14,50000
0.000538462,5.45424e-09,59.7854665126,0.2,-58.5333428792,-61.9784,85.910652921,-58.5333428792,0.942378,0.276354,-10177.3,-58.5333428792,8.45165,4.16393631485,1,35.8292,100,2.83546e-11,582,8.56092e-05,59.7854665126,9.54563e-06,143.291,2.75151894054e-14,50000
0.00235081,2.31149e-08,58.7983627895,0.2,-58.3331690325,-62.1531,85.6164383562,-58.3331690325,0.967479,0.279719,-10176.2,-58.3331690325,10.9628,3.77355371359,1,36.8167,100,2.70438e-11,584,0.000107794,58.7983627895,9.51294e-06,206.735,1.0249759606e-14,50000
0.078623,7.67141e-07,494.504446569,0.2,-59.600749678,-92.3663,87.260034904,-59.600749678,0.993682,0.0202587,-10557.5,-59.600749678,2.50462,3.44288381678,1,36.528,100,1.92869e-12,573,2.44381e-05,494.504446569,9.69556e-06,219.858,1.36804221073e-14,50000
0.00163759,1.56055e-08,65.2508281168,0.2,-57.4598390826,-60.8533,84.0336134454,-57.4598390826,0.979805,0.292406,-10036.9,-57.4598390826,13.4813,4.24325034076,1,37.4028,100,2.65539e-11,595,0.00012847,65.2508281168,9.33707e-06,241.597,5.70413227273e-15,50000
0.0013586,1.33909e-08,54.66633145,0.2,-57.5353076967,-61.7631,84.3170320405,-57.5353076967,0.950504,0.291089,-9998.71,-57.5353076967,9.90082,4.13558619527,1,38.5732,100,2.82789e-11,593,9.75865e-05,54.66633145,9.36856e-06,165.818,1.76962784679e-15,50000
0.000732751,7.42865e-09,57.5522079799,0.2,-57.9172812589,-61.7217,84.8896434635,-57.9172812589,0.930377,0.243474,-10083.0,-57.9172812589,5.62263,3.74862936421,1,39.7938,100,2.50242e-11,589,5.70023e-05,57.5522079799,9.43218e-06,118.592,5.22132086279e-16,50000
0.00173462,1.72358e-08,63.3926328916,0.2,-58.1902549191,-63.0759,85.4700854701,-58.1902549191,0.955752,0.243563,-10130.6,-58.1902549191,8.46791,3.73462142945,1,39.549,100,2.40471e-11,585,8.414e-05,63.3926328916,9.49668e-06,178.046,6.66910796993e-16,50000
0.000463358,4.44281e-09,56.632873888,0.2,-57.9311091531,-61.0675,84.8896434635,-57.9311091531,0.98372,0.216834,-10219.3,-57.9311091531,16.3262,3.73052813435,1,40.2205,100,1.99347e-11,589,0.00015654,56.632873888,9.43218e-06,265.904,3.4076505921e-16,50000
0.0031986,3.23386e-08,60.5007383325,0.2,-58.3337705025,-63.4179,85.6164383562,-58.3337705025,0.940923,0.202127,-10190.8,-58.3337705025,7.08574,3.69138111293,1,40.6009,100,2.06607e-11,584,7.16384e-05,60.5007383325,9.51294e-06,126.611,2.32936284918e-16,50000
0.134808,1.31804e-06,167.867137545,0.2,-59.3218834033,-84.0505,87.1080139373,-59.3218834033,0.989924,0.0212762,-10564.4,-59.3218834033,2.2964,3.39377973629,1,39.9008,100,2.03386e-12,574,2.24524e-05,167.867137545,9.67867e-06,146.494,4.69121187419e-16,50000
0.0015312,1.52383e-08,48.6740147385,0.2,-57.7556338694,-61.7292,84.4594594595,-57.7556338694,0.942979,0.226778,-10105.1,-57.7556338694,12.6107,3.96850543731,1,40.925,100,2.24599e-11,592,0.0001255,48.6740147385,9.38438e-06,197.265,1.6846587184e-16,50000
0.00100406,1.00586e-08,57.6384347825,0.2,-57.5766956074,-61.27,84.3170320405,-57.5766956074,0.935179,0.271472,-10008.6,-57.5766956074,8.54984,3.62367834287,1,40.4712,100,2.72446e-11,593,8.56517e-05,57.6384347825,9.36856e-06,139.342,2.65192775758e-16,50000
0.0833808,8.07261e-07,266.813360351,0.2,-58.7885059946,-82.6837,86.0585197935,-58.7885059946,0.987651,0.0231429,-10441.4,-58.7885059946,2.51448,3.34722393851,1,40.5988,100,2.16927e-12,581,2.43442e-05,266.813360351,9.56206e-06,166.495,2.33433537119e-16,50000
0.00371299,3.66974e-08,63.7459861966,0.2,-57.9505542758,-63.0678,84.8896434635,-57.9505542758,0.954335,0.238848,-10086.3,-57.9505542758,7.36205,3.61569313977,1,41.5377,100,2.33316e-11,589,7.27629e-05,63.7459861966,9.43218e-06,155.598,9.12842551832e-17,50000
0.00662448,6.47498e-08,64.7015359041,0.2,-57.9390706727,-64.208,84.8896434635,-57.9390706727,0.964996,0.214293,-10101.4,-57.9390706727,9.00051,3.49311734466,1,40.7437,100,2.0473e-11,589,8.79738e-05,64.7015359041,9.43218e-06,181.711,2.01949762322e-16,50000
