VarDiscRet,AvgRet,AvgEpLen,BatchSize,VanillaAvgRet,IterType,EpsThisIter,VarJ,Bound,AvgDiscRet,AvgVanillaIw,VarVanillaIw,MaxNormIw,MinNormIw,MaxVanillaIw,ESSRenyi,AvgNormIw,VarRet,J,MinVanillaIw,eRenyi2,ESSClassic,VarNormIw
83958.67826312238,148.23435896617477,15.83,100,148.23435896617477,1,100,2517.128,652.2795,148.23435896617477,2.141653,93.425354,0.36655435,4.3440938e-08,78.50322,6.86674413268273,0.010000002,83958.67826312238,1223.8627,9.303541e-06,14.5629425,4.7247445651851,0.0020368854
618380.3233691691,148.23435896617477,15.83,200,148.23435896617477,,100,846.40985,-inf,463.06165923886414,2093.925,137018000.0,0.51332283,6.083471e-08,107485.95,nan,0.01,83958.67826312238,297.64835,0.012738331,nan,3.131079078566518,0.0031250375
31516.867047330416,131.53898245106964,14.16,200,131.53898245106964,1,100,3980.839,614.60144,131.53898245106964,2.053156,192.31303,0.4309285,1.2382871e-11,176.95267,6.468527941922813,0.005,31516.867047330416,1203.5159,5.0847926e-09,30.918936,4.311003849194346,0.0011405253
1112330.7950948586,615.4334857388882,62.51,200,615.4334857388882,2,100,1049.3843,194.62372,615.4334857388882,1.0,,0.01,0.01,1.0,200.0,0.009999998,1112330.7950948586,615.4335,1.0,1.0,100.0,3.5044917e-18
631176.520344122,131.53898245106964,14.16,300,131.53898245106964,,100,817.80707,-1075186800000000.0,540.741290520309,1156616.6,194460620000000.0,0.850173,2.4429998e-11,196664850.0,2.297712521041625e-23,0.005,31516.867047330416,344.0525,0.0056512286,1.3056464e+25,1.3732883797458673,0.003634066
6413.04506407265,86.74609498257949,9.68,300,86.74609498257949,1,100,4854.962,653.89966,86.74609498257949,1.7372211,233.02174,0.4606176,1.1724418e-14,240.05838,6.530709319608994,0.003333333,6413.04506407265,1240.0037,6.1103718e-12,45.936817,3.848379448877303,0.000857914
1322401.552585785,738.6375674227522,74.83,300,738.6375674227522,2,100,1144.193,317.82697,738.6375674227522,1.0,,0.01,0.01,1.0,300.0,0.009999998,1322401.552585785,738.6376,1.0,1.0,100.0,3.5044917e-18
1646274.2497379964,859.4105440184385,86.9,300,859.4105440184385,2,100,1213.7302,501.46603,859.4105440184385,1.0,,0.005,0.005,1.0,300.0,0.0049999994,1646274.2497379964,799.02405,1.0,1.0,200.00000010221265,2.179301e-19
739979.0684548786,578.9212219125645,58.9,300,578.9212219125645,1,100,4418.51,2832.5522,578.9212219125645,0.8833319,36.20088,0.25438753,,67.41258,6.854793335605969,0.0033333334,739979.0684548786,4439.8247,,43.764996,6.350502151662404,0.00051550014
2614639.163981449,4244.875383174322,424.73,300,4244.875383174322,2,100,1608.8793,3824.065,4244.875383174322,1.0,,0.01,0.01,1.0,300.0,0.009999998,2614639.163981449,4244.8755,1.0,1.0,100.0,3.5044917e-18
3484941.459878568,3840.207190430178,384.4,300,3840.207190430178,2,100,1749.3517,3744.9834,3840.207190430178,1.0,,0.005,0.005,1.0,300.0,0.0049999994,3484941.459878568,4042.5415,1.0,1.0,200.00000010221265,2.179301e-19
3282995.603153706,4042.7669335544924,404.55,300,4042.7669335544924,1,100,236.09659,4569.326,4042.7669335544924,1.0546322,1.3108878,0.015566725,8.0636205e-08,4.925151,132.21367888946878,0.0033333332,3282995.603153706,4935.299,2.5512461e-05,2.2690542,137.9523867736237,1.3095467e-05
505504.34658360196,4856.874449916658,485.76,300,4856.874449916658,2,100,707.42444,4436.0635,4856.874449916658,1.0,,0.01,0.01,1.0,300.0,0.009999998,505504.34658360196,4856.874,1.0,1.0,100.0,3.5044917e-18
339245.1292604991,4898.476465027772,489.9,300,4898.476465027772,2,100,646.98047,4580.117,4898.476465027772,1.0,,0.005,0.005,1.0,300.0,0.0049999994,339245.1292604991,4877.6753,1.0,1.0,200.00000010221265,2.179301e-19
251581.69764674947,4898.585435667004,489.93,300,4898.585435667004,1,100,120.619095,4712.1304,4898.585435667004,1.0204891,0.20499611,0.0064470884,0.00025366188,1.973755,249.30855671467552,0.0033333336,251581.69764674947,4978.643,0.07765776,1.2033281,250.7960677517779,2.1871895e-06
457976.21725999075,4881.863903773545,488.23,300,4881.863903773545,2,100,673.34717,4461.0527,4881.863903773545,1.0,,0.01,0.01,1.0,300.0,0.009999998,457976.21725999075,4881.8633,1.0,1.0,100.0,3.5044917e-18
0.07654024524469269,4999.8214208808995,500.0,300,4999.8214208808995,2,100,479.76736,4643.2847,4999.8214208808995,1.0,,0.005,0.005,1.0,300.0,0.0049999994,0.07654024524469269,4940.843,1.0,1.0,200.00000010221265,2.179301e-19
3037.9865327837174,4994.300960533881,499.46,300,4994.300960533881,1,100,115.49015,4735.878,4994.300960533881,0.9973455,0.07582707,0.0049814284,0.0007336398,1.4904616,278.97846121783164,0.0033333332,3037.9865327837174,4987.8203,0.21950771,1.0753518,278.81633000804385,8.4701395e-07
10663.270856096335,4989.514238667158,498.98,300,4989.514238667158,2,100,102.74551,4568.7036,4989.514238667158,1.0,,0.01,0.01,1.0,300.0,0.009999998,10663.270856096335,4989.514,1.0,1.0,100.0,3.5044917e-18
0.022514805109944788,4999.8371920433165,500.0,300,4999.8371920433165,2,100,72.83523,4697.1177,4999.8371920433165,1.0,,0.005,0.005,1.0,300.0,0.0049999994,0.022514805109944788,4994.676,1.0,1.0,200.00000010221265,2.179301e-19
