InitialReturnStd,OptimizationReturnMin,WReturnMean,StdIW,MaxIW,StdWReturnMean,TimestepsSoFar,MinTargetPdf,TimeElapsed,ReturnStepMaxmin,LearnableVariance,EpLenMean,ReturnMeanIW,Epsilon,ESSRenyiArithmetic,EmpiricalD2Harmonic,Weights,OptimizationReturnMax,InitialReturnMin,MeanD2-0,ReturnStepMax,MinBehavPdf,ESSRenyiHarmonic,MeanIW,InitialBound,EpisodesSoFar,EmpiricalD2Arithmetic,Penalization,Bound,EpThisIter,Inner Iteration,InitialReturnMax,MinIW,InitialReturnMean,VarianceInitializer,OptimizationReturnMean,DivergenceHarmonic,MeanEntropy,Iteration,EpRewMean
97.57549,,154823.81,1051.8378,6402.772,,53148,-47.45719,14.399003982543945,9.359958,,41.09,37645850.0,2.0,100.0,1.0,[ 0.006  0.093 -0.042  0.025  0.021 -0.017  0.233 -0.303  0.     0.  0.   ],441.983,248.06949,1.0,9.359958,-47.45719,100.0,367.89774,-159609.53,1500,1.0,True,-9192674000000.0,100,1,690.0525,0.01135432,381.18613,-1.0,133.11661,3.6896642e+18,0.4189424,15,381.1861014757093
100.91027,,163268.73,371.4492,2929.6196,,57367,-42.577705,15.274149656295776,9.359731,,42.19,23633950.0,2.0,100.0,1.0,[ 0.002  0.097 -0.048 -0.029 -0.031 -0.029  0.277 -0.392  0.     0.  0.   ],532.8802,278.01752,1.0,9.359731,-42.577705,100.0,84.91556,-169877.42,1600,1.0,True,-5.318842e+19,100,1,810.8977,0.07992149,391.26184,-1.0,113.24435,6.4774676e+31,0.4189424,16,391.26185874670824
121.15834,,181689.19,333807.6,3243856.2,,61775,-71.38329,16.219712018966675,9.359805,,44.08,4945428500.0,2.0,100.0,1.0,[ 0.017  0.103 -0.051 -0.004 -0.008  0.019  0.263 -0.398  0.     0.  0.   ],832.54956,248.10721,1.0,9.359805,-71.38329,100.0,46764.305,-193426.23,1700,1.0,True,-4114953500000.0,100,1,1080.6567,0.06379655,408.6684,-1.0,160.56119,1.2262231e+17,0.4189424,17,408.6683994402602
136.10483,,172821.36,2834.3254,27993.963,,66012,-45.163387,17.11317014694214,9.359925,,42.37,38093020.0,2.0,100.0,1.0,[-0.056  0.121 -0.059  0.046  0.044  0.065  0.218 -0.421  0.     0.  0.   ],819.32623,248.32831,1.0,9.359925,-45.163387,100.0,387.5476,-184277.67,1800,1.0,True,-1.0274395e+16,100,1,1067.6545,0.04799194,392.80637,-1.0,144.47804,8.043122e+23,0.4189424,18,392.80636006386965
110.40409,,206765.84,1300.7601,12309.061,,70767,-42.73549,18.157894134521484,9.359904,,47.55,53816972.0,2.0,100.0,1.0,[-0.053  0.124 -0.062  0.013  0.011  0.1    0.2   -0.428  0.     0.  0.   ],546.9094,266.3099,1.0,9.359904,-42.73549,100.0,187.95555,-213412.44,1900,1.0,True,-1203926900.0,100,1,813.21936,0.10935396,441.10858,-1.0,174.79865,29942153000.0,0.4189424,19,441.1085753306563
118.38791,,207045.19,1536.1132,15402.842,,75505,-49.576416,19.124945402145386,9.35998,,47.38,63333216.0,2.0,100.0,1.0,[-0.054  0.118 -0.063  0.023  0.021  0.062  0.224 -0.469  0.     0.  0.   ],644.5158,285.05743,1.0,9.35998,-49.576416,100.0,189.88217,-215729.8,2000,1.0,True,-9.809823e+16,100,1,929.57324,0.1257308,439.35126,-1.0,154.2938,1.2759189e+26,0.4189424,20,439.3512218209793
103.17865,,196217.58,539.5051,5415.2036,,80148,-45.26422,20.069591760635376,9.359961,,46.43,9489465.0,2.0,100.0,1.0,[-0.065  0.128 -0.062  0.022  0.019  0.031  0.27  -0.493  0.     0.  0.   ],507.70792,257.0925,1.0,9.359961,-45.26422,100.0,69.26022,-202096.25,2100,1.0,True,-265647360.0,100,1,764.8004,0.16378288,430.7804,-1.0,173.68791,1898708200.0,0.4189424,21,430.78040499004607
115.54977,,211597.27,371.25537,2966.8455,,84946,-44.23842,21.09176254272461,9.359982,,47.98,15412966.0,2.0,100.0,1.0,[-0.061  0.14  -0.067 -0.009 -0.011  0.058  0.28  -0.525  0.     0.  0.   ],682.58154,277.72873,1.0,9.359982,-44.23842,100.0,67.04036,-220865.7,2200,1.0,True,-64910954000.0,100,1,960.31024,0.06601505,445.24768,-1.0,167.51897,49025122000000.0,0.4189424,22,445.2477047711818
137.80026,,238948.55,7701.0557,75482.71,,89998,-55.95596,21.999680042266846,9.359975,,50.52,209476210.0,2.0,100.0,1.0,[-0.047  0.145 -0.07   0.008  0.005  0.089  0.291 -0.57   0.     0.  0.   ],771.9049,287.50613,1.0,9.359975,-55.95596,100.0,1010.00287,-250228.62,2300,1.0,True,-4.386129e+21,100,1,1059.411,0.049282923,468.99857,-1.0,181.49245,1.5119589e+35,0.4189424,23,468.9985599280541
123.89471,,231740.25,15.884156,121.4765,,95013,-43.04648,23.207838773727417,9.359773,,50.15,2871320.5,2.0,100.0,1.0,[-0.011  0.143 -0.071 -0.002 -0.005  0.136  0.279 -0.574  0.     0.  0.   ],607.92664,287.20892,1.0,9.359773,-43.04648,100.0,8.877193,-239793.31,2400,1.0,True,-1010808260.0,100,1,895.13556,0.1463396,465.17783,-1.0,177.96884,15665586000.0,0.4189424,24,465.1777667221467
143.39037,,256801.17,86014.0,864559.4,,100250,-61.7128,24.332427740097046,9.359832,,52.37,2620766700.0,2.0,100.0,1.0,[-0.026  0.149 -0.074  0.015  0.013  0.118  0.31  -0.615  0.     0.  0.   ],780.1771,266.54968,1.0,9.359832,-61.7128,100.0,9086.052,-267812.75,2500,1.0,True,-50482200000000.0,100,1,1046.7268,0.104624495,486.04562,-1.0,219.49597,2.1015186e+19,0.4189424,25,486.0456507013281
161.71121,,277929.97,533.094,5217.1357,,105659,-49.00186,25.596818923950195,9.359816,,54.09,20624446.0,2.0,100.0,1.0,[-0.004  0.15  -0.076  0.012  0.011  0.16   0.279 -0.587  0.     0.  0.   ],885.516,248.01561,1.0,9.359816,-49.00186,100.0,79.63736,-290843.66,2600,1.0,True,-11782861000.0,100,1,1133.5316,0.10271835,501.77634,-1.0,253.76068,829622300000.0,0.4189424,26,501.77629943698315
156.26395,,244044.22,396.82117,3547.8433,,110709,-47.864067,26.720067977905273,9.359987,,50.5,38354948.0,2.0,100.0,1.0,[ 0.02   0.131 -0.081  0.021  0.024  0.192  0.246 -0.611  0.     0.  0.   ],894.1046,249.5372,1.0,9.359987,-47.864067,100.0,65.74365,-257189.3,2700,1.0,True,-116043830000.0,100,1,1143.6418,0.024115713,468.6425,-1.0,219.10532,77881110000000.0,0.4189424,27,468.6425071399962
123.276024,,254876.94,9.647987,80.60254,,115986,-47.360725,27.609626531600952,9.359793,,52.77,1225349.0,2.0,100.0,1.0,[ 0.038  0.125 -0.081  0.006  0.009  0.164  0.277 -0.649  0.     0.  0.   ],558.7268,295.3549,1.0,9.359793,-47.360725,100.0,4.588497,-262208.25,2800,1.0,True,-78321400.0,100,1,854.08167,0.0384641,489.5712,-1.0,194.21631,110586430.0,0.4189424,28,489.5712177984497
122.02771,,239777.38,717.7621,5887.529,,121098,-44.19781,28.60738515853882,9.359862,,51.12,48123652.0,2.0,100.0,1.0,[ 0.033  0.119 -0.078  0.014  0.018  0.117  0.284 -0.611  0.     0.  0.   ],646.1277,248.54312,1.0,9.359862,-44.19781,100.0,114.11106,-247822.08,2900,1.0,True,-5356988700000.0,100,1,894.67084,0.13060077,474.22214,-1.0,225.67899,4.4342036e+17,0.4189424,29,474.2221176227511
169.0396,,296624.7,18774598.0,185909680.0,,126679,-74.0659,29.724584341049194,9.359859,,55.81,699398950000.0,2.0,100.0,1.0,[ 0.006  0.122 -0.087  0.003  0.008  0.147  0.241 -0.622  0.     0.  0.   ],947.72046,285.63574,1.0,9.359859,-74.0659,100.0,2213504.2,-311913.03,3000,1.0,True,-2.9566428e+18,100,1,1233.3562,0.025394283,517.7358,-1.0,232.10002,3.7400607e+28,0.4189424,30,517.7357616397953
122.116234,,194648.08,62.000652,609.9214,,131250,-48.26976,30.635748863220215,9.359831,,45.71,2998881.0,2.0,100.0,1.0,[ 0.048  0.098 -0.098 -0.046 -0.049  0.149  0.159 -0.651  0.     0.  0.   ],744.3974,266.94684,1.0,9.359831,-48.26976,100.0,14.777921,-204927.8,3100,1.0,True,-3322925300.0,100,1,1011.34424,0.00611609,423.9525,-1.0,157.00563,104302830000.0,0.4189424,31,423.9524788707068
137.9378,,241780.56,980.0955,9595.086,,136337,-43.191147,31.625669240951538,9.3599825,,50.87,93732870.0,2.0,100.0,1.0,[ 0.055  0.1   -0.095 -0.028 -0.029  0.116  0.203 -0.661  0.     0.  0.   ],611.70593,294.11923,1.0,9.3599825,-43.191147,100.0,139.85156,-250027.11,3200,1.0,True,-2.8306613e+18,100,1,905.8252,0.021422138,471.96793,-1.0,177.8487,1.1782391e+29,0.4189424,32,471.96793192122044
140.34486,,240237.4,53.28659,503.6713,,141398,-52.844845,32.589882135391235,9.359876,,50.61,6862104.5,2.0,100.0,1.0,[ 0.039  0.1   -0.093 -0.027 -0.029  0.062  0.228 -0.65   0.     0.  0.   ],760.7839,306.49347,1.0,9.359876,-52.844845,100.0,13.056824,-251685.62,3300,1.0,True,-466697400000000.0,100,1,1067.2773,0.094212934,469.61765,-1.0,163.12419,1.6618694e+21,0.4189424,33,469.61765647788474
113.302055,,233899.89,347.3688,3002.459,,146465,-47.98465,33.59696006774902,9.359933,,50.67,27335292.0,2.0,100.0,1.0,[ 0.081  0.091 -0.09  -0.017 -0.018  0.068  0.205 -0.613  0.     0.  0.   ],571.43085,276.43866,1.0,9.359933,-47.98465,100.0,69.52088,-241124.95,3400,1.0,True,-24073720000000.0,100,1,847.8695,0.008268364,470.17288,-1.0,193.73422,1.1102087e+19,0.4189424,34,470.17287046848816
98.856,,213739.48,1575.207,15835.561,,151334,-35.95372,34.6107063293457,9.35993,,48.69,43540020.0,2.0,100.0,1.0,[ 0.047  0.093 -0.093  0.011  0.01   0.034  0.203 -0.621  0.     0.  0.   ],537.8843,277.3075,1.0,9.35993,-35.95372,100.0,182.39398,-220418.34,3500,1.0,True,-293157080000.0,100,1,815.1918,0.039030943,451.62708,-1.0,174.31955,1926051000000000.0,0.4189424,35,451.6270533606317
135.7232,,227856.1,189515.23,1748364.4,,156265,-50.117744,35.7780544757843,9.359958,,49.31,14589202000.0,2.0,100.0,1.0,[ 0.07   0.103 -0.092  0.03   0.031  0.076  0.225 -0.638  0.     0.  0.   ],815.00946,285.1253,1.0,9.359958,-50.117744,100.0,31853.143,-240020.06,3600,1.0,True,-1.0619662e+22,100,1,1100.1348,0.023481531,457.64105,-1.0,172.51572,7.6220725e+35,0.4189424,36,457.6410405405389
150.17128,,233070.8,12.950409,123.0745,,161210,-61.72165,36.747514963150024,9.359897,,49.45,1528539.9,2.0,100.0,1.0,[ 0.012  0.115 -0.099 -0.033 -0.033  0.081  0.236 -0.698  0.     0.  0.   ],859.599,285.46008,1.0,9.359897,-61.72165,100.0,3.454605,-246248.48,3700,1.0,True,-868510200000000.0,100,1,1145.0591,0.10915683,458.82394,-1.0,173.36386,4.3438364e+21,0.4189424,37,458.8239342962941
134.82735,,207734.66,27722.064,278526.8,,165902,-52.10078,37.780659675598145,9.359963,,46.92,991595000.0,2.0,100.0,1.0,[-2.782e-05  1.111e-01 -9.901e-02 -4.391e-02 -4.426e-02  5.720e-02  2.366e-01 -7.021e-01  0.000e+00  0.000e+00  0.000e+00],736.15344,266.96936,1.0,9.359963,-52.10078,100.0,2971.8494,-217847.92,3800,1.0,True,-343296870000.0,100,1,1003.1228,0.18179458,435.38055,-1.0,168.41121,1145634200000000.0,0.4189424,38,435.3805648176883
117.52158,,188081.81,60.815662,505.68698,,170405,-39.892056,38.7333300113678,9.359962,,45.03,5573493.5,2.0,100.0,1.0,[ 0.02   0.114 -0.101 -0.065 -0.065  0.102  0.255 -0.719  0.     0.  0.   ],624.73047,257.21188,1.0,9.359962,-39.892056,100.0,16.351337,-195899.23,3900,1.0,True,-1683106700000.0,100,1,881.9424,0.11682396,417.45718,-1.0,160.24532,4.63548e+16,0.4189424,39,417.4571920509395
131.18787,,227859.77,129.82497,1003.0867,,175352,-46.84066,39.75488519668579,9.359969,,49.47,7057254.0,2.0,100.0,1.0,[ 0.016  0.108 -0.101 -0.033 -0.032  0.064  0.27  -0.724  0.     0.  0.   ],740.03687,265.76953,1.0,9.359969,-46.84066,100.0,34.509857,-238027.2,4000,1.0,True,-1285870700.0,100,1,1005.8064,0.13441996,458.9657,-1.0,193.19617,15819473000.0,0.4189424,40,458.96569899219867
139.81389,,278664.94,12883139.0,129482230.0,,180841,-44.654648,40.691038846969604,9.359975,,54.89,922246050000.0,2.0,100.0,1.0,[ 0.009  0.118 -0.104 -0.002 -0.001  0.091  0.243 -0.704  0.     0.  0.   ],745.7758,306.4057,1.0,9.359975,-44.654648,100.0,1296745.9,-289791.6,4100,1.0,True,-2.0493375e+21,100,1,1052.1815,0.02791353,509.03543,-1.0,202.62968,3.392341e+34,0.4189424,41,509.035387711441
162.0821,,272103.28,155601.11,1563897.2,,186184,-60.01486,41.73208951950073,9.35997,,53.43,8875966000.0,2.0,100.0,1.0,[ 0.01   0.125 -0.105  0.027  0.028  0.137  0.232 -0.703  0.     0.  0.   ],1108.2513,287.60556,1.0,9.35997,-60.01486,100.0,15687.455,-291685.66,4200,1.0,True,-4999884700000000.0,100,1,1395.8569,0.07599822,495.81516,-1.0,208.2096,6.5191347e+22,0.4189424,42,495.81516045128797
152.74419,,240256.14,22.63386,154.23874,,191204,-62.938305,42.70038390159607,9.359881,,50.2,3490747.8,2.0,100.0,1.0,[-0.098  0.148 -0.113  0.048  0.051  0.154  0.249 -0.746  0.     0.  0.   ],1003.10266,266.8397,1.0,9.359881,-62.938305,100.0,11.0894375,-256464.95,4300,1.0,True,-1.214343e+18,100,1,1269.9424,0.10006749,465.75247,-1.0,198.91278,5.6128307e+27,0.4189424,43,465.75245239961305
142.06708,,257649.3,1084.032,9995.0625,,196458,-48.672855,43.770862102508545,9.359967,,52.54,124166216.0,2.0,100.0,1.0,[-0.112  0.148 -0.114  0.026  0.028  0.11   0.268 -0.765  0.     0.  0.   ],831.75024,296.03903,1.0,9.359967,-48.672855,100.0,210.60475,-270432.5,4400,1.0,True,-685517400000000.0,100,1,1127.7893,0.027392434,487.30505,-1.0,191.26604,2.8758084e+21,0.4189424,44,487.30507816564483
97.64515,,196088.58,60.317043,424.86893,,201114,-38.88214,44.836806774139404,9.359937,,46.56,2711971.5,2.0,100.0,1.0,[-0.134  0.153 -0.113  0.04   0.041  0.075  0.303 -0.79   0.     0.  0.   ],475.59412,278.36182,1.0,9.359937,-38.88214,100.0,18.557405,-201801.72,4500,1.0,True,-333313150.0,100,1,753.95593,0.0969462,431.91895,-1.0,153.55717,3348576000.0,0.4189424,45,431.9189880661804
117.822914,,238991.98,378.065,3009.2012,,206226,-40.6415,45.95971441268921,9.359754,,51.12,32516634.0,2.0,100.0,1.0,[-0.122  0.156 -0.116  0.012  0.013  0.097  0.313 -0.829  0.     0.  0.   ],504.89807,314.97986,1.0,9.359754,-40.6415,100.0,100.493996,-245747.86,4600,1.0,True,-46166147000.0,100,1,819.8779,0.045019723,474.45734,-1.0,159.47746,46630880000000.0,0.4189424,46,474.4573225937108
135.08623,,216801.38,12279.6455,108682.04,,211032,-63.333702,46.97341966629028,9.359931,,48.06,681551170.0,2.0,100.0,1.0,[-0.129  0.159 -0.117  0.039  0.041  0.121  0.284 -0.8    0.     0.  0.   ],966.8303,257.69116,1.0,9.359931,-63.333702,100.0,3418.6492,-231871.47,4700,1.0,True,-2.1208196e+22,100,1,1224.5215,0.032749016,445.59302,-1.0,187.90184,1.98051e+36,0.4189424,47,445.5929900278086
120.98734,,219626.42,1450820.8,14583251.0,,215909,-47.525116,47.881293296813965,9.359929,,48.77,91945640000.0,2.0,100.0,1.0,[-0.146  0.169 -0.121 -0.022 -0.022  0.146  0.32  -0.874  0.     0.  0.   ],673.8455,296.364,1.0,9.359929,-47.525116,100.0,148043.7,-229086.92,4800,1.0,True,-7.654859e+17,100,1,970.20953,0.021894373,452.75653,-1.0,156.39253,6.5470753e+27,0.4189424,48,452.75655134903536
113.30468,,210012.22,92154.68,926553.7,,220694,-35.328247,48.751948595047,9.359971,,47.85,6330148400.0,2.0,100.0,1.0,[-0.138  0.18  -0.124  0.02   0.022  0.165  0.388 -0.956  0.     0.  0.   ],541.8716,293.98486,1.0,9.359971,-35.328247,100.0,10600.777,-217033.98,4900,1.0,True,-1.0416229e+20,100,1,835.85645,0.04343292,444.0431,-1.0,150.05824,2.2005407e+32,0.4189424,49,444.0431036578061
102.267975,,174497.1,114.9821,761.93585,,225061,-40.79032,49.6628794670105,9.35959,,43.67,6661805.0,2.0,100.0,1.0,[-0.138  0.202 -0.118  0.087  0.089  0.184  0.395 -0.881  0.     0.  0.   ],612.5145,278.04724,1.0,9.35959,-40.79032,100.0,42.069218,-182468.06,5000,1.0,True,-47702420000000.0,100,1,890.56177,0.07890996,405.01648,-1.0,126.969246,3.5814568e+19,0.4189424,50,405.01650187037353
113.54465,,201511.28,109.15982,1098.84,,229743,-48.128273,50.631853103637695,9.359872,,46.82,4888048.5,2.0,100.0,1.0,[-0.126  0.204 -0.119  0.068  0.07   0.228  0.368 -0.859  0.     0.  0.   ],575.40173,276.2976,1.0,9.359872,-48.128273,100.0,19.394379,-208801.75,5100,1.0,True,-46517160000.0,100,1,851.69934,0.053356703,434.30283,-1.0,158.00517,40702880000000.0,0.4189424,51,434.3027805798236
112.90332,,205351.56,507.72192,4396.823,,234475,-42.419205,51.60906100273132,9.359914,,47.32,30493894.0,2.0,100.0,1.0,[-0.151  0.21  -0.119  0.045  0.047  0.197  0.397 -0.878  0.     0.  0.   ],673.32074,278.37738,1.0,9.359914,-42.419205,100.0,93.71571,-214454.48,5200,1.0,True,-169565710000000.0,100,1,951.6981,0.07344451,438.86722,-1.0,160.4898,3.4698786e+20,0.4189424,52,438.8671863204144
100.422455,,199579.14,168434.89,1616985.0,,239168,-42.890526,52.4359290599823,9.359975,,46.93,3885908500.0,2.0,100.0,1.0,[-0.175  0.213 -0.119  0.032  0.033  0.172  0.432 -0.912  0.     0.  0.   ],604.12976,296.7827,1.0,9.359975,-42.890526,100.0,27252.08,-207736.45,5300,1.0,True,-2.8289917e+16,100,1,900.9125,0.103701055,435.30966,-1.0,138.52692,1.2027294e+25,0.4189424,53,435.30963815354744
153.16982,,308404.72,387.39478,3400.6616,,244923,-53.454704,53.4986412525177,9.35986,,57.55,32679612.0,2.0,100.0,1.0,[-0.217  0.208 -0.128  0.006  0.006  0.199  0.329 -0.882  0.     0.  0.   ],875.0099,324.48117,1.0,9.35986,-53.454704,100.0,101.50801,-322865.0,5400,1.0,True,-4714506000000000.0,100,1,1199.4911,0.02874461,533.8013,-1.0,209.32005,1.0629663e+23,0.4189424,54,533.8012185120324
176.31787,,321095.03,887.345,7909.46,,250730,-58.293045,54.5976505279541,9.359921,,58.07,63935320.0,2.0,100.0,1.0,[-0.202  0.215 -0.126 -0.019 -0.018  0.24   0.322 -0.856  0.     0.  0.   ],914.491,303.13507,1.0,9.359921,-58.293045,100.0,168.78716,-335995.88,5500,1.0,True,-529540500000.0,100,1,1217.6261,0.009501086,538.52295,-1.0,235.38792,1262620800000000.0,0.4189424,55,538.5230171559574
138.38527,,258434.22,4.2361374,38.971786,,256004,-60.49467,55.71855354309082,9.359953,,52.74,666296.3,2.0,100.0,1.0,[-0.216  0.198 -0.129 -0.035 -0.033  0.19   0.302 -0.863  0.     0.  0.   ],758.76276,267.28766,1.0,9.359953,-60.49467,100.0,2.4272592,-269015.06,5600,1.0,True,-524860450.0,100,1,1026.0504,0.069773145,489.1664,-1.0,221.87871,2454396200.0,0.4189424,56,489.1663650098951
209.54843,,320028.62,7.0996056,50.80185,,261671,-70.446686,56.89805769920349,9.359783,,56.67,1604477.0,2.0,100.0,1.0,[-0.201  0.199 -0.129 -0.022 -0.02   0.21   0.3   -0.861  0.     0.  0.   ],1167.1793,293.53662,1.0,9.359783,-70.446686,100.0,2.8133624,-341473.06,5700,1.0,True,-11325553000.0,100,1,1460.716,0.1426386,525.46936,-1.0,231.93275,278848200000.0,0.4189424,57,525.4693873084894
170.70287,,303470.0,244275.06,1950642.4,,267318,-63.72991,57.9913489818573,9.359917,,56.47,20133364000.0,2.0,100.0,1.0,[-0.172  0.199 -0.129 -0.025 -0.023  0.214  0.301 -0.849  0.     0.  0.   ],813.7544,284.96655,1.0,9.359917,-63.72991,100.0,56222.863,-315602.72,5800,1.0,True,-4.7169776e+21,100,1,1098.721,0.09457698,523.7658,-1.0,238.7992,1.5115177e+35,0.4189424,58,523.7657485386145
