MinBehavPdf,Penalization,EmpiricalD2Harmonic,TimeElapsed,MeanIW,Epsilon,InitialBound,EpThisIter,Weights,EpRewMean,DivergenceHarmonic,OptimizationReturnMean,WReturnMean,MinIW,ReturnStepMaxmin,MaxIW,EpisodesSoFar,VarianceInitializer,TimestepsSoFar,Bound,Inner Iteration,ReturnMeanIW,MeanD2-0,ESSRenyiArithmetic,StdWReturnMean,InitialReturnStd,MeanEntropy,InitialReturnMean,EpLenMean,MinTargetPdf,StdIW,EmpiricalD2Arithmetic,OptimizationReturnMax,LearnableVariance,InitialReturnMax,ReturnStepMax,OptimizationReturnMin,Iteration,ESSRenyiHarmonic,InitialReturnMin
-69.868095,True,1.0,1092.9034283161163,19.69869,2.0,-711785.4,100,[-0.116  0.148 -0.23  -0.017 -0.021  0.071 -0.217 -0.849 -0.035  0.  0.   ],786.1776623800573,7016420400.0,481.73602,691948.06,0.027791766,9.359959,585.7485,12400,-1.0,749424,-1678552700.0,1,16902598.0,1.0,100.0,,271.79553,0.4189424,786.1777,84.94,-69.868095,68.223946,1.0,1100.4722,,1404.9138,9.359959,,124,100.0,304.44165
-99.78022,True,1.0,1106.9048290252686,1355385.6,2.0,-890411.0,100,[-0.125  0.15  -0.231 -0.014 -0.018  0.093 -0.237 -0.843 -0.034  0.  0.   ],876.653152524314,9.787403e+30,553.6081,866143.75,0.0032504124,9.359948,125789900.0,12500,-1.0,758932,-7.59193e+19,1,1918583600000.0,1.0,100.0,,312.4468,0.4189424,876.6532,95.08,-99.78022,12539021.0,1.0,1230.8369,,1553.882,9.359948,,125,100.0,323.04507
-80.36548,True,1.0,1123.7916293144226,828.2696,2.0,-851194.06,100,[-0.134  0.151 -0.232 -0.005 -0.01   0.072 -0.223 -0.853 -0.031  0.  0.   ],859.8710247506428,2.9838365e+26,527.257,824866.6,0.047413006,9.359795,59243.445,12600,-1.0,768233,-4.5477275e+17,1,1800583700.0,1.0,100.0,,292.3841,0.4189424,859.87103,93.01,-80.36548,6136.6504,1.0,1285.8843,,1618.4983,9.359795,,126,100.0,332.61398
-68.535355,True,1.0,1140.2149062156677,254402.62,2.0,-937286.5,100,[-0.116  0.152 -0.232  0.008  0.004  0.086 -0.216 -0.861 -0.032  0.  0.   ],908.6473045045121,1.2668082e+35,596.2414,910686.3,0.038899247,9.359932,11626071.0,12700,-1.0,778071,-9.467566e+21,1,327867470000.0,1.0,100.0,,291.62717,0.4189424,908.6473,98.38,-68.535355,1440476.1,1.0,1314.4545,,1626.8604,9.359932,,127,100.0,312.4059
-70.79994,True,1.0,1154.1547758579254,159.96527,2.0,-872110.0,100,[-0.124  0.154 -0.234  0.011  0.006  0.062 -0.2   -0.87  -0.035  0.  0.   ],871.0916263960152,127033710000.0,566.34955,843257.06,0.12081592,9.359946,13313.024,12800,-1.0,787480,-10459345000.0,1,175682350.0,1.0,100.0,,290.614,0.4189424,871.09155,94.09,-70.79994,1323.8682,1.0,1389.6073,,1694.3494,9.359946,,128,100.0,304.74207
-71.70164,True,1.0,1169.2474300861359,11727.718,2.0,-733438.94,100,[-0.131  0.154 -0.236  0.01   0.006  0.044 -0.186 -0.89  -0.035  0.  0.   ],799.4363570580867,1.6859792e+28,447.63254,712355.7,0.008424691,9.359864,1043661.6,12900,-1.0,796117,-2.7375495e+18,1,15283472000.0,1.0,100.0,,270.66068,0.4189424,799.43634,86.37,-71.70164,104105.71,1.0,1096.5569,,1448.3607,9.359864,,129,100.0,351.8038
-78.596176,True,1.0,1184.3556637763977,8.741147,2.0,-864689.94,100,[-0.126  0.156 -0.237  0.013  0.009  0.07  -0.2   -0.882 -0.035  0.  0.   ],862.9724498661656,757236300.0,624.3018,839715.5,0.03412739,9.359926,204.35265,13000,-1.0,805443,-698618940.0,1,11376604.0,1.0,100.0,,308.21106,0.4189424,862.9725,93.26,-78.596176,28.78136,1.0,1337.6912,,1576.3618,9.359926,,130,100.0,238.67068
-95.1558,True,1.0,1199.9596490859985,4.257836,2.0,-839129.4,100,[-0.119  0.157 -0.238  0.016  0.012  0.083 -0.201 -0.881 -0.036  0.  0.   ],848.9526823222803,111700010.0,581.7943,810529.75,0.16905187,9.359995,77.33189,13100,-1.0,814624,-306706180.0,1,4443067.5,1.0,100.0,,299.68164,0.4189424,848.95276,91.81,-95.1558,11.484942,1.0,1419.7367,,1686.895,9.359995,,131,100.0,267.15833
-90.60475,True,1.0,1217.5787653923035,4.3911734,2.0,-907106.2,100,[-0.11   0.156 -0.239  0.013  0.009  0.092 -0.209 -0.883 -0.037  0.  0.   ],887.3122282457734,1657424000.0,544.5925,877515.94,0.24452454,9.359994,92.52873,13200,-1.0,824231,-1210199900.0,1,5541456.0,1.0,100.0,,300.32138,0.4189424,887.31226,96.07,-90.60475,11.62491,1.0,1373.1423,,1715.862,9.359994,,132,100.0,342.71976
-69.96701,True,1.0,1231.7216401100159,25.570042,2.0,-891753.1,100,[-0.12   0.156 -0.239  0.007  0.003  0.083 -0.211 -0.881 -0.036  0.  0.   ],885.3056210585074,3.3863776e+17,597.5248,867728.44,0.017055908,9.359931,553.7954,13300,-1.0,833806,-13980574000000.0,1,35033444.0,1.0,100.0,,289.7627,0.4189424,885.30554,95.75,-69.96701,77.93251,1.0,1258.3169,,1546.0977,9.359931,,133,100.0,287.78076
-82.05974,True,1.0,1245.6734874248505,6692.8413,2.0,-826894.56,100,[-0.125  0.159 -0.239  0.004 -0.002  0.112 -0.216 -0.88  -0.03   0.  0.   ],838.1474719833678,1.1132311e+23,544.7174,797175.94,0.048004117,9.35993,503470.34,13400,-1.0,842882,-9915631000000000.0,1,10115408000.0,1.0,100.0,,307.7089,0.4189424,838.1474,90.76,-82.05974,50982.457,1.0,1426.1499,,1719.5801,9.35993,,134,100.0,293.4301
-75.319565,True,1.0,1259.107167005539,3644.9407,2.0,-781886.06,100,[-0.095  0.154 -0.247  0.017  0.01   0.103 -0.263 -0.868 -0.042  0.  0.   ],827.7227109797261,3.9764672e+26,485.1134,758386.3,0.07553433,9.35994,269535.53,13500,-1.0,851831,-4.68608e+17,1,7486179300.0,1.0,100.0,,270.66846,0.4189424,827.72266,89.49,-75.319565,26971.25,1.0,1186.5027,,1529.112,9.35994,,135,100.0,342.6093
-82.118805,True,1.0,1271.1788537502289,1454.1986,2.0,-875669.3,100,[-0.079  0.151 -0.249 -0.016 -0.026  0.073 -0.255 -0.88  -0.03   0.  0.   ],855.1219512432813,9.724066e+31,569.0857,840097.0,0.05971201,9.359868,54180.168,13600,-1.0,861076,-3.507797e+20,1,1959973600.0,1.0,100.0,,329.94467,0.4189424,855.12195,92.45,-82.118805,6733.036,1.0,1595.2897,,1881.3259,9.359868,,136,100.0,286.0363
-98.93608,True,1.0,1287.9506063461304,17.086985,2.0,-881633.4,100,[-0.087  0.149 -0.249 -0.006 -0.016  0.05  -0.245 -0.889 -0.031  0.  0.   ],876.6034327932277,104554460.0,573.3928,841626.44,0.077234775,9.359819,246.60542,13700,-1.0,870548,-424195800.0,1,15119041.0,1.0,100.0,,270.54184,0.4189424,876.60333,94.72,-98.93608,35.806156,1.0,1691.9396,,1995.1501,9.359819,,137,100.0,303.21057
-77.43884,True,1.0,1304.4422039985657,11.789428,2.0,-1004279.56,100,[-0.092  0.152 -0.252  0.006 -0.003  0.069 -0.262 -0.888 -0.031  0.  0.   ],933.5953992735512,219357310.0,639.7727,970662.06,0.0664775,9.359975,274.30972,13800,-1.0,880661,-511186800.0,1,13290266.0,1.0,100.0,,314.74063,0.4189424,933.59534,101.13,-77.43884,38.216927,1.0,1535.079,,1828.9016,9.359975,,138,100.0,293.82263
-91.921,True,1.0,1323.928668498993,338.44815,2.0,-1009776.44,100,[-0.1    0.153 -0.252  0.005 -0.003  0.059 -0.255 -0.892 -0.031  0.  0.   ],951.6446825349246,2.4390273e+20,618.10706,977598.56,0.1124763,9.359939,18990.463,13900,-1.0,890937,-502532350000000.0,1,378450400.0,1.0,100.0,,268.27408,0.4189424,951.6447,102.76,-91.921,1992.4352,1.0,1455.7761,,1789.3137,9.359939,,139,100.0,333.5376
-92.70166,True,1.0,1340.699016571045,7.0683675,2.0,-928897.94,100,[-0.09   0.15  -0.253  0.006 -0.002  0.074 -0.278 -0.882 -0.034  0.  0.   ],916.860806032639,126170060.0,529.7861,904670.9,0.058545467,9.359951,156.2135,14000,-1.0,900858,-282059420.0,1,9928689.0,1.0,100.0,,253.05574,0.4189424,916.8608,99.21,-92.70166,22.187899,1.0,1165.5215,,1552.5962,9.359951,,140,100.0,387.0747
-82.26709,True,1.0,1355.4543511867523,851.78186,2.0,-996971.44,100,[-0.095  0.15  -0.253  0.005 -0.004  0.061 -0.273 -0.881 -0.033  0.  0.   ],929.3774591244063,7.6373414e+18,595.6743,959785.4,0.0060713654,9.359889,23664.506,14100,-1.0,910895,-102766860000000.0,1,770826600.0,1.0,100.0,,309.9079,0.4189424,929.3775,100.37,-82.26709,3375.3228,1.0,1589.8232,,1923.5264,9.359889,,141,100.0,333.7032
-90.53164,True,1.0,1373.4761855602264,37.49824,2.0,-982690.56,100,[-0.101  0.161 -0.268  0.016  0.008  0.079 -0.32  -0.907 -0.033  0.  0.   ],928.9423581252647,2591901700.0,652.5123,950270.0,0.13095447,9.359914,1831.4358,14200,-1.0,920975,-1703894000.0,1,53346736.0,1.0,100.0,,295.52682,0.4189424,928.9423,100.8,-90.53164,198.92793,1.0,1519.6189,,1796.0488,9.359914,,142,100.0,276.43
-77.76215,True,1.0,1389.8511672019958,8.699116,2.0,-1048217.5,100,[-0.111  0.161 -0.269  0.014  0.006  0.069 -0.32  -0.906 -0.039  0.  0.   ],967.8155880092739,1310119200.0,656.18604,1016401.7,0.1303892,9.35998,177.23065,14300,-1.0,931446,-1161294000.0,1,9707947.0,1.0,100.0,,282.37338,0.4189424,967.81555,104.71,-77.76215,25.027412,1.0,1467.5891,,1779.2186,9.35998,,143,100.0,311.62958
-89.474266,True,1.0,1405.1166472434998,50.104877,2.0,-987766.9,100,[-0.103  0.162 -0.27   0.014  0.006  0.081 -0.325 -0.904 -0.04   0.  0.   ],923.6617103010761,138774580000.0,657.5469,956747.3,0.05198765,9.359963,2516.8152,14400,-1.0,941454,-11628940000.0,1,73438980.0,1.0,100.0,,321.86392,0.4189424,923.6616,100.08,-89.474266,301.13098,1.0,1490.699,,1756.8137,9.359963,,144,100.0,266.1148
-69.99083,True,1.0,1419.6670470237732,132.19974,2.0,-918314.44,100,[-0.115  0.162 -0.271  0.013  0.005  0.072 -0.328 -0.903 -0.038  0.  0.   ],899.7978862918733,569124800000.0,615.24713,894416.25,0.060459685,9.359877,3090.4966,14500,-1.0,951186,-18133380000.0,1,104559740.0,1.0,100.0,,291.17017,0.4189424,899.7979,97.32,-69.99083,487.51724,1.0,1257.4712,,1542.022,9.359877,,145,100.0,284.55072
-90.09514,True,1.0,1437.3345618247986,7.1594005,2.0,-1150214.5,100,[-0.11   0.16  -0.272  0.005 -0.004  0.053 -0.316 -0.921 -0.038  0.  0.   ],1016.1527716266947,239622600.0,693.05084,1119561.0,0.018904682,9.359984,265.74435,14600,-1.0,962166,-482094750.0,1,7587427.5,1.0,100.0,,294.94846,0.4189424,1016.1527,109.8,-90.09514,28.19948,1.0,1423.3165,,1746.4185,9.359984,,146,100.0,323.1019
-92.92331,True,1.0,1455.547601222992,2698.8682,2.0,-1138358.9,100,[-0.101  0.161 -0.272  0.001 -0.008  0.064 -0.321 -0.92  -0.038  0.  0.   ],1006.369726880932,5.919109e+18,685.1005,1104790.0,0.024189051,9.359976,215712.14,14700,-1.0,973066,-81673040000000.0,1,3022536200.0,1.0,100.0,,303.33167,0.4189424,1006.3697,109.0,-92.92331,21557.545,1.0,1506.3094,,1827.5786,9.359976,,147,100.0,321.26913
-81.886604,True,1.0,1470.9868824481964,26626.805,2.0,-951214.56,100,[-0.1    0.165 -0.275  0.003 -0.005  0.083 -0.343 -0.91  -0.038  0.  0.   ],920.2421057319807,1.8967529e+26,615.34564,926864.6,0.16060553,9.359886,2489215.2,14800,-1.0,983018,-3.3535287e+17,1,47533298000.0,1.0,100.0,,282.87646,0.4189424,920.242,99.52,-81.886604,247770.0,1.0,1251.6321,,1556.5286,9.359886,,148,100.0,304.89642
-90.40486,True,1.0,1485.6964361667633,135703340.0,2.0,-848141.5,100,[-0.086  0.161 -0.275  0.016  0.008  0.098 -0.357 -0.905 -0.038  0.  0.   ],855.575956796284,1.6870682e+31,599.0415,817810.5,0.011187501,9.359917,13569635000.0,14900,-1.0,992277,-1.24581e+20,1,241844520000000.0,1.0,100.0,,292.91678,0.4189424,855.5759,92.59,-90.40486,1350161000.0,1.0,1480.6709,,1737.2053,9.359917,,149,100.0,256.5345
-64.81721,True,1.0,1501.3109076023102,9.586501,2.0,-664327.75,100,[-0.083  0.166 -0.281 -0.023 -0.031  0.115 -0.378 -0.905 -0.032  0.  0.   ],765.6465283565198,26400138000000.0,489.93024,641740.5,0.06051045,9.359866,239.07472,15000,-1.0,1000549,-116063060000.0,1,7791255.5,1.0,100.0,,235.63936,0.4189424,765.64655,82.72,-64.81721,30.49313,1.0,1223.415,,1499.1313,9.359866,,150,100.0,275.71625
-76.06874,True,1.0,1513.9855644702911,12.167401,2.0,-553861.9,100,[-0.069  0.17  -0.282 -0.037 -0.046  0.131 -0.372 -0.899 -0.032  0.  0.   ],687.6001934699672,2.6465709e+17,411.8415,532620.5,0.1307548,9.359987,828.6099,15100,-1.0,1007982,-10927565000000.0,1,16352052.0,1.0,100.0,,244.59456,0.4189424,687.6002,74.33,-76.06874,82.40675,1.0,1178.0232,,1453.782,9.359987,,151,100.0,275.75873
-69.33508,True,1.0,1525.727593421936,200.83125,2.0,-573476.5,100,[-0.088  0.168 -0.284 -0.041 -0.049  0.12  -0.393 -0.894 -0.032  0.  0.   ],681.7186878638086,117735405000000.0,415.73337,543881.1,0.044531565,9.359989,13500.15,15200,-1.0,1015345,-321214780000.0,1,88361630.0,1.0,100.0,,281.31976,0.4189424,681.71857,73.63,-69.33508,1352.6017,1.0,1450.0255,,1716.0109,9.359989,,152,100.0,265.98535
-77.16919,True,1.0,1538.4995012283325,533.33466,2.0,-827204.25,100,[-0.095  0.177 -0.294 -0.004 -0.012  0.105 -0.388 -0.921 -0.032  0.  0.   ],850.1301159468171,1.8348174e+27,510.39246,801946.4,0.065911375,9.359953,42469.438,15300,-1.0,1024541,-1.0819104e+18,1,778884000.0,1.0,100.0,,281.4696,0.4189424,850.13007,91.96,-77.16919,4240.007,1.0,1245.5433,,1585.281,9.359953,,153,100.0,339.73767
-107.95126,True,1.0,1556.2343950271606,202413.08,2.0,-1047026.5,100,[-0.1    0.179 -0.296 -0.004 -0.013  0.081 -0.375 -0.935 -0.036  0.  0.   ],953.5991276730061,6.018556e+33,650.62933,1010765.8,0.059528247,9.359925,20135924.0,15400,-1.0,1034887,-2.813066e+21,1,309256500000.0,1.0,100.0,,318.45654,0.4189424,953.59906,103.46,-107.95126,2003400.2,1.0,1596.4707,,1899.4404,9.359925,,154,100.0,302.96976
-77.19822,True,1.0,1572.358211517334,3218.8062,2.0,-972781.6,100,[-0.128  0.182 -0.299 -0.005 -0.014  0.077 -0.387 -0.933 -0.036  0.  0.   ],931.5795558498489,4.310747e+19,563.9417,940712.44,0.06006337,9.359958,300814.84,15500,-1.0,1044965,-210556100000000.0,1,2897067800.0,1.0,100.0,,269.94803,0.4189424,931.5796,100.78,-77.19822,29952.326,1.0,1418.6506,,1786.2885,9.359958,,155,100.0,367.63782
-87.160194,True,1.0,1590.6222252845764,376276.56,2.0,-1035476.9,100,[-0.139  0.185 -0.299 -0.019 -0.029  0.063 -0.374 -0.93  -0.036  0.  0.   ],973.6321057911796,7.579308e+32,630.984,1002655.56,0.032712247,9.359863,37506804.0,15600,-1.0,1055480,-9.0358436e+20,1,415141270000.0,1.0,100.0,,233.87187,0.4189424,973.6321,105.15,-87.160194,3731764.5,1.0,1464.4668,,1807.1149,9.359863,,156,100.0,342.64807
-69.91171,True,1.0,1607.719582080841,467.4344,2.0,-935279.44,100,[-0.151  0.183 -0.299 -0.01  -0.02   0.037 -0.374 -0.93  -0.036  0.  0.   ],933.6758354564747,1.8156566e+16,704.00226,914615.6,0.013579703,9.359981,35218.07,15700,-1.0,1065559,-2785012000000.0,1,653874750.0,1.0,100.0,,207.0387,0.4189424,933.67584,100.79,-69.91171,3513.5369,1.0,1204.2068,,1433.8804,9.359981,,157,100.0,229.6736
-70.52348,True,1.0,1626.4893519878387,244.4647,2.0,-996031.94,100,[-0.151  0.186 -0.301 -0.015 -0.027  0.061 -0.389 -0.922 -0.036  0.  0.   ],958.3470048206166,5.2683125e+16,672.22076,972732.8,0.059394423,9.359978,9177.864,15800,-1.0,1075910,-5348041700000.0,1,259321800.0,1.0,100.0,,233.03195,0.4189424,958.34705,103.51,-70.52348,1057.4852,1.0,1236.4456,,1522.5718,9.359978,,158,100.0,286.12616
-71.39639,True,1.0,1643.697475194931,488.76065,2.0,-946153.8,100,[-0.142  0.188 -0.303 -0.006 -0.018  0.082 -0.405 -0.922 -0.036  0.  0.   ],912.2839228979439,6.8693625e+28,654.9073,916610.75,0.0465208,9.35996,26092.695,15900,-1.0,1085776,-7.743049e+18,1,618139800.0,1.0,100.0,,290.42868,0.4189424,912.284,98.66,-71.39639,3170.2383,1.0,1457.1162,,1714.4929,9.35996,,159,100.0,257.37665
-82.08067,True,1.0,1660.172376871109,60.997807,2.0,-967223.06,100,[-0.125  0.191 -0.306  0.001 -0.011  0.101 -0.399 -0.936 -0.036  0.  0.   ],922.9545971073428,14075153000.0,592.0797,937201.0,0.09502649,9.35993,5130.4355,16000,-1.0,1095780,-3650494700.0,1,88733220.0,1.0,100.0,,292.15717,0.4189424,922.9546,100.04,-82.08067,511.04828,1.0,1397.4602,,1728.3351,9.35993,,160,100.0,330.87488
-89.425224,True,1.0,1677.377239227295,5.354176,2.0,-893535.4,100,[-1.151e-01  1.915e-01 -3.068e-01  8.492e-04 -1.065e-02  1.115e-01 -4.049e-01 -9.370e-01 -3.576e-02  0.000e+00  0.000e+00],882.0363232782863,74951130000.0,541.6394,858681.6,0.07939882,9.359912,102.87968,16100,-1.0,1105335,-9547495000.0,1,5544070.0,1.0,100.0,,284.06604,0.4189424,882.0363,95.55,-89.425224,12.601785,1.0,1521.831,,1862.228,9.359912,,161,100.0,340.3969
-75.20474,True,1.0,1693.7746126651764,41.580154,2.0,-890017.0,100,[-0.125  0.191 -0.307  0.002 -0.01   0.099 -0.404 -0.937 -0.036  0.  0.   ],884.1936982866101,186371280.0,617.92645,861580.0,0.030638777,9.359877,3240.1472,16200,-1.0,1114927,-444246270.0,1,56031964.0,1.0,100.0,,282.45618,0.4189424,884.19366,95.92,-75.20474,324.87033,1.0,1415.825,,1682.0923,9.359877,,162,100.0,266.26727
-79.34701,True,1.0,1710.3850440979004,903.06775,2.0,-1011603.8,100,[-1.361e-01  1.901e-01 -3.073e-01  6.119e-04 -1.047e-02  9.187e-02 -4.106e-01 -9.339e-01 -3.914e-02  0.000e+00  0.000e+00],954.4592260719734,3.640917e+17,602.89984,981524.8,0.12184712,9.359909,49097.68,16300,-1.0,1125291,-18150354000000.0,1,772376770.0,1.0,100.0,,265.5794,0.4189424,954.4592,103.64,-79.34701,5142.677,1.0,1378.4141,,1729.9734,9.359909,,163,100.0,351.5594
-74.5552,True,1.0,1726.313798904419,143094.31,2.0,-893614.6,100,[-0.128  0.186 -0.31   0.041  0.031  0.074 -0.419 -0.927 -0.039  0.  0.   ],885.3682143085157,1.2845089e+30,525.6434,863630.3,0.08399441,9.35999,9310007.0,16400,-1.0,1134885,-3.3982859e+19,1,137877290000.0,1.0,100.0,,282.4066,0.4189424,885.3681,95.94,-74.5552,976012.8,1.0,1367.5222,,1727.2471,9.35999,,164,100.0,359.72485
-75.54779,True,1.0,1742.2161128520966,359.1115,2.0,-848231.0,100,[-0.114  0.191 -0.318  0.012  0.002  0.082 -0.456 -0.907 -0.05   0.  0.   ],869.3293663298778,2.353841e+17,547.568,822370.06,0.13900417,9.359898,22039.576,16500,-1.0,1144304,-12547050000000.0,1,297721120.0,1.0,100.0,,258.1406,0.4189424,869.32935,94.19,-75.54779,2249.4385,1.0,1282.334,,1604.0953,9.359898,,165,100.0,321.76138
-79.50163,True,1.0,1760.1239171028137,20.085594,2.0,-1060062.5,100,[-0.12   0.193 -0.321  0.004 -0.007  0.07  -0.439 -0.927 -0.054  0.  0.   ],973.2152974091268,16889492000.0,660.50586,1029882.75,0.1064295,9.3599415,1549.5477,16600,-1.0,1154841,-3953800400.0,1,31660410.0,1.0,100.0,,287.6365,0.4189424,973.2152,105.37,-79.50163,153.91031,1.0,1420.1614,,1732.8708,9.3599415,,166,100.0,312.7094
-73.77876,True,1.0,1775.1346125602722,3.326828,2.0,-881542.1,100,[-0.126  0.204 -0.328  0.016  0.004  0.067 -0.452 -0.911 -0.043  0.  0.   ],894.4110877562274,811569660.0,592.1679,858704.7,0.16743839,9.359721,42.560352,16700,-1.0,1164509,-653828860.0,1,3236584.8,1.0,100.0,,242.34991,0.4189424,894.4111,96.68,-73.77876,5.9783096,1.0,1205.1682,,1507.4114,9.359721,,167,100.0,302.2432
-77.63566,True,1.0,1790.3729448318481,5.063962,2.0,-962332.06,100,[-0.115  0.205 -0.329  0.015  0.003  0.076 -0.452 -0.906 -0.041  0.  0.   ],927.6019662331862,7976175600.0,559.4339,927838.06,0.14249502,9.359946,156.7364,16800,-1.0,1174554,-3087181600.0,1,6552452.5,1.0,100.0,,259.601,0.4189424,927.60205,100.45,-77.63566,17.64856,1.0,1484.4241,,1852.5922,9.359946,,168,100.0,368.16803
-83.22075,True,1.0,1807.7275488376617,33.584995,2.0,-943094.0,100,[-0.102  0.205 -0.329  0.014  0.002  0.082 -0.449 -0.91  -0.044  0.  0.   ],913.1886784089712,4470458400.0,656.21594,916104.5,0.0891167,9.359892,1708.1282,16900,-1.0,1184455,-1847584400.0,1,43033104.0,1.0,100.0,,286.6896,0.4189424,913.18866,99.01,-83.22075,185.79404,1.0,1381.7496,,1638.7224,9.359892,,169,100.0,256.97275
-88.13287,True,1.0,1824.0711143016815,14.320705,2.0,-978358.2,100,[-1.131e-01  2.065e-01 -3.304e-01  1.255e-02  5.829e-04  7.298e-02 -4.457e-01 -9.123e-01 -4.318e-02  0.000e+00  0.000e+00],918.4711886248787,24627517000.0,559.4895,944674.1,0.08411947,9.359963,312.85834,17000,-1.0,1194413,-5303975400.0,1,17902756.0,1.0,100.0,,317.93842,0.4189424,918.4712,99.58,-88.13287,49.59682,1.0,1471.7312,,1830.7128,9.359963,,170,100.0,358.98163
-80.11712,True,1.0,1840.2319786548615,15.67369,2.0,-899661.4,100,[-0.126  0.208 -0.331  0.014  0.002  0.065 -0.446 -0.913 -0.044  0.  0.   ],905.2892098289747,47270724000.0,584.0145,878621.56,0.08680097,9.359972,1108.1641,17100,-1.0,1204194,-4593377300.0,1,18953622.0,1.0,100.0,,243.04945,0.4189424,905.2893,97.81,-80.11712,110.116776,1.0,1125.5934,,1446.868,9.359972,,171,100.0,321.27466
-79.052795,True,1.0,1857.0723702907562,13641.361,2.0,-1015500.56,100,[-0.146  0.212 -0.333 -0.002 -0.015  0.066 -0.446 -0.916 -0.044  0.  0.   ],951.8184460085748,3.4590055e+24,695.3568,980919.75,0.098464236,9.359909,1246985.5,17200,-1.0,1214491,-6.431445e+16,1,14355164000.0,1.0,100.0,,273.79077,0.4189424,951.8184,102.97,-79.052795,124075.35,1.0,1598.4585,,1854.9202,9.359909,,172,100.0,256.4616
-89.2922,True,1.0,1872.7403252124786,30.203506,2.0,-947102.44,100,[-0.152  0.215 -0.336 -0.008 -0.022  0.042 -0.431 -0.922 -0.044  0.  0.   ],929.7217640466843,297215830000000.0,615.8663,916307.5,0.032398548,9.359744,596.20636,17300,-1.0,1224524,-530926500000.0,1,25034524.0,1.0,100.0,,227.87047,0.4189424,929.7218,100.33,-89.2922,72.403984,1.0,1436.5867,,1750.4423,9.359744,,173,100.0,313.85553
-72.29678,True,1.0,1889.5784375667572,16.329248,2.0,-892331.75,100,[-0.136  0.214 -0.338  0.004 -0.01   0.058 -0.443 -0.919 -0.044  0.  0.   ],899.0773018384954,11975628000.0,632.812,871052.9,0.07547499,9.35979,668.45856,17400,-1.0,1234244,-2343582200.0,1,14972727.0,1.0,100.0,,250.4253,0.4189424,899.0773,97.2,-72.29678,74.7417,1.0,1188.8003,,1455.0656,9.35979,,174,100.0,266.2653
-99.439804,True,1.0,1907.5645778179169,12.585522,2.0,-1143998.4,100,[-1.162e-01  2.159e-01 -3.385e-01  1.305e-02 -8.359e-05  6.594e-02 -4.271e-01 -9.288e-01 -4.394e-02  0.000e+00  0.000e+00],1001.9658641328656,367199970.0,634.00977,1101974.2,0.02194605,9.359949,965.33453,17500,-1.0,1245082,-817705150.0,1,12422119.0,1.0,100.0,,313.11115,0.4189424,1001.96594,108.38,-99.439804,96.01505,1.0,1676.875,,2044.831,9.359949,,175,100.0,367.95612
-87.44498,True,1.0,1925.2222018241882,32.875988,2.0,-1060622.8,100,[-0.106  0.217 -0.34   0.016  0.003  0.074 -0.426 -0.936 -0.044  0.  0.   ],969.3517620552532,1.1431089e+18,592.17975,1028414.1,0.14143574,9.359916,1327.8478,17600,-1.0,1255580,-34436148000000.0,1,53702944.0,1.0,100.0,,297.94513,0.4189424,969.35175,104.98,-87.44498,142.00432,1.0,1412.9961,,1790.1682,9.359916,,176,100.0,377.17206
-77.480484,True,1.0,1941.161435842514,167.32526,2.0,-1095620.4,100,[-0.111  0.22  -0.344 -0.002 -0.015  0.058 -0.425 -0.939 -0.046  0.  0.   ],1001.8367334594262,2.2141762e+29,550.4766,1071094.5,0.0621345,9.359773,13445.107,17700,-1.0,1266416,-1.154064e+19,1,212135700.0,1.0,100.0,,259.6491,0.4189424,1001.8368,108.36,-77.480484,1347.5577,1.0,1110.7826,,1562.1427,9.359773,,177,100.0,451.3601
-119.32866,True,1.0,1958.6961598396301,9.838336,2.0,-1177240.8,100,[-9.647e-02  2.244e-01 -3.473e-01  1.129e-02 -8.817e-04  7.000e-02 -4.214e-01 -9.536e-01 -4.564e-02  0.000e+00  0.000e+00],1010.9636232076059,30509599000.0,661.0821,1127080.1,0.07553375,9.359824,236.05157,17800,-1.0,1277361,-8773750000.0,1,12248057.0,1.0,100.0,,324.0875,0.4189424,1010.9636,109.45,-119.32866,27.285856,1.0,1884.1482,,2234.0298,9.359824,,178,100.0,349.88153
-97.22986,True,1.0,1979.719722032547,7.430334,2.0,-1252730.5,100,[-0.105  0.225 -0.348  0.009 -0.003  0.058 -0.418 -0.955 -0.046  0.  0.   ],1053.4237379806552,231618200.0,721.4075,1212784.4,0.051925424,9.35987,175.52574,17900,-1.0,1288764,-618118500.0,1,10180683.0,1.0,100.0,,321.06528,0.4189424,1053.4238,114.03,-97.22986,21.708319,1.0,1661.6168,,1993.633,9.35987,,179,100.0,332.01624
-98.31239,True,1.0,1998.87428689003,19290.648,2.0,-1121240.9,100,[-0.114  0.226 -0.349  0.006 -0.006  0.05  -0.412 -0.962 -0.046  0.  0.   ],1003.8332356606319,4.282976e+32,690.4771,1077505.1,0.029022818,9.359911,1260914.8,18000,-1.0,1299631,-9.051222e+20,1,37614776000.0,1.0,100.0,,264.24228,0.4189424,1003.83325,108.67,-98.31239,130825.016,1.0,1772.7001,,2086.0562,9.359911,,180,100.0,313.35605
