EmpiricalD2Arithmetic,StdWReturnMean,MinBehavPdf,ESSRenyiArithmetic,DivergenceHarmonic,InitialReturnMax,WReturnMean,ReturnMeanIW,StdIW,EpRewMean,MaxIW,MeanEntropy,EpisodesSoFar,Bound,OptimizationReturnMax,Weights,EpLenMean,Penalization,Iteration,VarianceInitializer,EpThisIter,InitialReturnMean,LearnableVariance,Epsilon,OptimizationReturnMin,Inner Iteration,MeanD2-0,ReturnStepMax,EmpiricalD2Harmonic,ReturnStepMaxmin,MinTargetPdf,OptimizationReturnMean,MinIW,InitialReturnStd,TimestepsSoFar,InitialBound,InitialReturnMin,ESSRenyiHarmonic,TimeElapsed,MeanIW
1.0,,-48.281105,100.0,3.230488e+29,987.1288,196998.27,202073920.0,3730.993,417.2657994760394,34597.285,0.4189424,1100,-5.5662677e+18,727.4513,[-0.039  0.054 -0.063 -0.01  -0.012  0.056 -0.001 -0.378  0.     0.  0.   ],45.03,True,11,-1.0,100,417.26578,,2.0,,1,1.0,9.3598995,1.0,9.3598995,-48.281105,157.58832,0.02267606,151.28618,38086,-206791.61,259.6775,100.0,42.91394257545471,588.3168
1.0,,-40.415512,100.0,3.362553e+20,836.1395,193051.88,7592193000.0,141918.58,421.58230521215046,1338279.6,0.4189424,1200,-128854640000000.0,596.0925,[-0.073  0.063 -0.064  0.018  0.016  0.026  0.013 -0.385  0.     0.  0.   ],45.43,True,12,-1.0,100,421.5823,,2.0,,1,1.0,9.359992,1.0,9.359992,-40.415512,181.53528,0.18646708,123.77495,42629,-200078.4,240.04703,100.0,48.63716197013855,18529.404
1.0,,-48.095203,100.0,20131258000.0,1040.1785,250562.6,8930175.0,166.31297,471.8218747572387,1672.9954,0.4189424,1300,-1551815300.0,780.9804,[-0.05   0.062 -0.068 -0.002 -0.003  0.065 -0.002 -0.415  0.     0.  0.   ],50.89,True,13,-1.0,100,471.82187,,2.0,,1,1.0,9.359943,1.0,9.359943,-48.095203,212.6238,0.0611775,167.17276,47718,-261436.84,259.19806,100.0,54.86427617073059,19.281946
1.0,,-51.436268,100.0,9.05579e+22,948.43567,239623.16,3127263500.0,40028.33,462.44279984850704,381480.22,0.4189424,1400,-2720582000000000.0,699.7051,[-0.044  0.07  -0.068 -0.01  -0.011  0.091  0.008 -0.415  0.     0.  0.   ],49.89,True,14,-1.0,100,462.4428,,2.0,,1,1.0,9.359691,1.0,9.359691,-51.436268,213.7122,0.049459204,160.52985,52707,-248663.8,248.73059,100.0,61.471497535705566,5321.7407
1.0,,-39.753,100.0,1.406962e+32,1016.8915,183524.38,7587880000.0,72677.81,404.4647288093812,730452.2,0.4189424,1500,-1.2327437e+20,786.76245,[-0.067  0.079 -0.083  0.002 -0.005  0.034 -0.065 -0.336  0.     0.  0.   ],43.65,True,15,-1.0,100,404.46475,,2.0,,1,1.0,9.3598795,1.0,9.3598795,-39.753,174.33572,0.055512257,141.18307,57072,-193917.17,230.129,100.0,66.55423521995544,7514.5767
1.0,,-50.65016,100.0,3.3599094e+28,1062.3423,219195.53,29458244.0,249.29533,439.2235249325384,2505.8174,0.4189424,1600,-2.0790987e+18,832.22437,[-0.067  0.093 -0.087  0.015  0.008  0.089 -0.061 -0.356  0.     0.  0.   ],47.4,True,16,-1.0,100,439.22354,,2.0,,1,1.0,9.359963,1.0,9.359963,-50.65016,209.10559,0.05830832,162.10556,61812,-230538.12,230.11795,100.0,72.94247007369995,29.81082
1.0,,-36.049698,100.0,3.3323862e+26,860.6891,171073.9,223432460.0,3806.6614,395.8574430525056,38219.812,0.4189424,1700,-1.3591038e+17,630.453,[-0.112  0.103 -0.095  0.039  0.032  0.079 -0.076 -0.371  0.     0.  0.   ],42.72,True,17,-1.0,100,395.85742,,2.0,,1,1.0,9.359953,1.0,9.359953,-36.049698,165.6214,0.23797475,119.878235,66084,-178519.1,230.23605,100.0,79.17660307884216,434.13812
1.0,,-50.21761,100.0,230985740.0,1006.10596,234494.27,2505198.8,30.35045,454.09824511500915,215.66821,0.4189424,1800,-157124030.0,756.1725,[-0.123  0.097 -0.094  0.003 -0.006  0.051 -0.064 -0.383  0.     0.  0.   ],48.98,True,18,-1.0,100,454.09824,,2.0,,1,1.0,9.35989,1.0,9.35989,-50.21761,204.16478,0.19301248,168.19345,70982,-244667.78,249.93347,100.0,86.76950860023499,8.874672
1.0,,-51.387363,100.0,121288340000000.0,903.1644,233114.58,13705117.0,290.22855,454.3596793424976,2913.7488,0.4189424,1900,-90300780000.0,680.6295,[-0.119  0.1   -0.097 -0.005 -0.014  0.076 -0.077 -0.382  0.     0.  0.   ],49.02,True,19,-1.0,100,454.35968,,2.0,,1,1.0,9.359881,1.0,9.359881,-51.387363,231.82475,0.113032445,163.31526,75884,-241312.75,222.53493,100.0,95.20926690101624,41.20342
1.0,,-41.70055,100.0,1.3845151e+32,1045.7472,215792.7,566580700000.0,11077569.0,440.8633283392178,111238950.0,0.4189424,2000,-1.2932566e+20,814.86536,[-0.113  0.1   -0.1   -0.003 -0.012  0.1   -0.096 -0.384  0.     0.  0.   ],47.58,True,20,-1.0,100,440.8633,,2.0,,1,1.0,9.359904,1.0,9.359904,-41.70055,209.98152,0.26041222,146.39752,80642,-226783.69,230.8818,100.0,103.41597652435303,1210605.6
1.0,,-38.288464,100.0,3.1823362e+35,930.8745,243633.4,11971078000.0,154329.0,458.2697880972329,1530790.5,0.4189424,2100,-4.9128975e+21,719.808,[-0.138  0.106 -0.105  0.017  0.009  0.069 -0.074 -0.416  0.     0.  0.   ],49.48,True,21,-1.0,100,458.26984,,2.0,,1,1.0,9.359941,1.0,9.359941,-38.288464,247.20326,0.04969523,183.36362,85590,-252342.36,211.06653,100.0,110.6698088645935,18739.922
1.0,,-41.387836,100.0,1.5650829e+16,1073.7999,211775.38,28972144.0,330.90323,431.1636675613463,3276.9407,0.4189424,2200,-1449794500000.0,842.9287,[-0.217  0.103 -0.103 -0.032 -0.042  0.084 -0.092 -0.477  0.     0.  0.   ],46.55,True,22,-1.0,100,431.16367,,2.0,,1,1.0,9.35996,1.0,9.35996,-41.387836,200.29243,0.02058309,160.85168,90245,-223363.95,230.87125,100.0,117.93056845664978,50.619106
1.0,,-52.46592,100.0,7.0557126e+19,1140.4106,272136.22,75579544.0,1369.1119,485.36150457145845,10296.8125,0.4189424,2300,-109793260000000.0,891.8673,[-0.186  0.104 -0.105 -0.031 -0.041  0.077 -0.053 -0.515  0.     0.  0.   ],52.37,True,23,-1.0,100,485.36148,,2.0,,1,1.0,9.359742,1.0,9.359742,-52.46592,236.81818,0.1600673,191.20781,95482,-285207.12,248.54332,100.0,126.32468509674072,317.51648
1.0,,-52.186302,100.0,1001703200000000.0,1133.4817,382944.44,56323180.0,555.9224,584.4150570926705,4629.1313,0.4189424,2400,-408734040000.0,903.4509,[-0.178  0.102 -0.109  0.003 -0.006  0.099 -0.083 -0.512  0.     0.  0.   ],63.07,True,24,-1.0,100,584.4151,,2.0,,1,1.0,9.359931,1.0,9.359931,-52.186302,354.3843,0.03899463,203.4784,101789,-395857.0,230.03076,100.0,134.57132935523987,94.95201
1.0,,-58.459797,100.0,106579960000000.0,1208.0664,371464.75,30548878.0,303.54578,574.7570624744369,2675.2346,0.4189424,2500,-151457020000.0,929.87744,[-0.174  0.103 -0.11   0.007 -0.003  0.126 -0.098 -0.509  0.     0.  0.   ],62.09,True,25,-1.0,100,574.757,,2.0,,1,1.0,9.359802,1.0,9.359802,-58.459797,296.56808,0.029315686,202.77835,107998,-386132.56,278.189,100.0,143.8929455280304,63.674545
1.0,,-63.42234,100.0,6837173000000000.0,1219.5302,398154.0,8838983.0,90.845894,585.6788610448762,783.7523,0.4189424,2600,-1235972500000.0,990.0413,[-0.173  0.1   -0.111  0.007 -0.003  0.098 -0.09  -0.521  0.     0.  0.   ],63.18,True,26,-1.0,100,585.6789,,2.0,,1,1.0,9.359849,1.0,9.359849,-63.42234,356.19003,0.11540656,234.80687,114316,-413101.5,229.48883,100.0,152.31091690063477,20.57999
1.0,,-61.88736,100.0,8095298000000.0,1265.289,381180.88,11154866.0,62.230194,570.520246694026,494.3252,0.4189424,2700,-45791412000.0,1025.9844,[-0.18   0.1   -0.112  0.008 -0.002  0.074 -0.074 -0.532  0.     0.  0.   ],61.52,True,27,-1.0,100,570.52026,,2.0,,1,1.0,9.359844,1.0,9.359844,-61.88736,331.21564,0.22778285,235.98207,120468,-397271.12,239.3046,100.0,160.502126455307,19.344488
1.0,,-56.76912,100.0,43265533000000.0,1172.227,313684.25,536349380.0,8600.482,523.5556580353915,86346.8,0.4189424,2800,-91376300000.0,913.1339,[-0.148  0.09  -0.112  0.015  0.004  0.075 -0.046 -0.576  0.     0.  0.   ],56.5,True,28,-1.0,100,523.5556,,2.0,,1,1.0,9.359967,1.0,9.359967,-56.76912,264.46252,0.021254944,198.93143,126118,-327494.7,259.0931,100.0,167.23544764518738,927.3825
1.0,,-67.058395,100.0,5.5588936e+33,1338.8296,476438.6,34726752000.0,231960.4,645.8848499672536,1797077.6,0.4189424,2900,-1.3431582e+21,1070.6543,[-0.147  0.092 -0.113  0.013  0.002  0.099 -0.063 -0.567  0.     0.  0.   ],69.76,True,29,-1.0,100,645.8848,,2.0,,1,1.0,9.35997,1.0,9.35997,-67.058395,377.70953,0.17785688,243.4571,133094,-494453.6,268.17532,100.0,175.45544242858887,33685.207
1.0,,-57.611797,100.0,5540765000000000.0,1166.194,356326.8,9122464.0,38.384617,554.4481362187632,305.40585,0.4189424,3000,-1017449200000.0,908.15326,[-0.15   0.094 -0.116 -0.008 -0.02   0.076 -0.035 -0.608  0.     0.  0.   ],59.84,True,30,-1.0,100,554.4482,,2.0,,1,1.0,9.359825,1.0,9.359825,-57.611797,296.4074,0.1300157,221.16527,139078,-369995.44,258.0407,100.0,185.09176635742188,10.358249
1.0,,-52.45606,100.0,3.9144144e+33,1221.2866,337466.6,18691087000000.0,225087730.0,552.054831467556,2262236000.0,0.4189424,3100,-9.3788806e+20,924.74365,[-0.163  0.089 -0.116  0.005 -0.006  0.06  -0.034 -0.619  0.     0.  0.   ],59.51,True,31,-1.0,100,552.0549,,2.0,,1,1.0,9.359899,1.0,9.359899,-52.45606,255.51187,0.06958123,180.83707,145029,-352457.2,296.54297,100.0,194.48335981369019,22642502.0
1.0,,-55.290936,100.0,8.859351e+17,1097.0669,272814.03,5203217000.0,272968.16,492.20496115311374,2743741.0,0.4189424,3200,-11390636000000.0,847.0048,[-0.187  0.086 -0.122  0.032  0.022  0.01  -0.117 -0.555  0.     0.  0.   ],53.09,True,32,-1.0,100,492.20493,,2.0,,1,1.0,9.359855,1.0,9.359855,-55.290936,242.14291,0.1492754,174.78079,150338,-284910.25,250.06206,100.0,201.9998869895935,27808.762
1.0,,-56.455536,100.0,125436536.0,1216.4213,328075.66,9306915.0,139.44405,540.3053585335707,1394.9847,0.4189424,3300,-175863740.0,929.7295,[-0.17   0.095 -0.129  0.016  0.005  0.049 -0.119 -0.594  0.     0.  0.   ],58.3,True,33,-1.0,100,540.30536,,2.0,,1,1.0,9.359856,1.0,9.359856,-56.455536,253.61359,0.070292756,190.12038,156168,-342947.06,286.69177,100.0,209.92067313194275,21.128172
1.0,,-48.40998,100.0,38485668000.0,1289.2874,356500.88,7464441.0,43.833992,570.1372628170662,347.90475,0.4189424,3400,-3284878800.0,973.6353,[-0.214  0.121 -0.135  0.007 -0.001  0.054 -0.099 -0.619  0.     0.  0.   ],61.49,True,34,-1.0,100,570.13727,,2.0,,1,1.0,9.359939,1.0,9.359939,-48.40998,254.48521,0.092478834,177.32559,162317,-373207.28,315.65204,100.0,219.0013129711151,16.462845
1.0,,-58.749245,100.0,61520996.0,1316.9644,424008.0,12092921.0,124.73785,614.1740750262958,1213.191,0.4189424,3500,-148816100.0,1022.63336,[-0.196  0.119 -0.136  0.005 -0.004  0.077 -0.108 -0.627  0.     0.  0.   ],66.24,True,35,-1.0,100,614.1741,,2.0,,1,1.0,9.359792,1.0,9.359792,-58.749245,319.84308,0.06496382,216.32887,168941,-441439.38,294.331,100.0,227.78824162483215,20.634436
1.0,,-51.27576,100.0,3751182000000.0,1300.7098,357235.72,10279175.0,67.403725,565.3779104140589,475.62192,0.4189424,3600,-32942980000.0,1022.4268,[-0.2    0.12  -0.137  0.011  0.002  0.06  -0.091 -0.645  0.     0.  0.   ],60.93,True,36,-1.0,100,565.37787,,2.0,,1,1.0,9.359931,1.0,9.359931,-51.27576,287.09488,0.034343395,193.86473,175034,-374239.47,278.28302,100.0,235.22987580299377,26.33409
1.0,,-60.408455,100.0,76606984.0,1090.4238,409615.7,2701025.2,12.126813,610.6231455680638,104.22431,0.4189424,3700,-107295144.0,831.35364,[-0.209  0.111 -0.138  0.005 -0.004  0.063 -0.146 -0.619  0.     0.  0.   ],65.85,True,37,-1.0,100,610.62317,,2.0,,1,1.0,9.359996,1.0,9.359996,-60.408455,351.55298,0.032627,191.7161,181619,-421565.88,259.0702,100.0,244.09175658226013,4.3582835
1.0,,-54.098362,100.0,70357280.0,1170.4435,457948.53,5568011.0,24.558321,642.5732326449097,166.28207,0.4189424,3800,-121056264.0,931.8651,[-0.198  0.112 -0.141 -0.007 -0.015  0.08  -0.147 -0.636  0.     0.  0.   ],69.35,True,38,-1.0,100,642.57324,,2.0,,1,1.0,9.359769,1.0,9.359769,-54.098362,403.99487,0.06485734,212.24551,188554,-471716.97,238.5784,100.0,253.69517612457275,7.4832096
1.0,,-63.736526,100.0,64366104.0,1406.3413,482267.1,6185629.0,26.06345,651.2483338756903,204.11578,0.4189424,3900,-165660590.0,1128.029,[-0.207  0.114 -0.142  0.01   0.002  0.068 -0.138 -0.645  0.     0.  0.   ],70.21,True,39,-1.0,100,651.24835,,2.0,,1,1.0,9.359886,1.0,9.359886,-63.736526,372.936,0.13825113,241.12794,195575,-502144.75,278.31232,100.0,263.3291721343994,9.599495
1.0,,-52.187027,100.0,8.678633e+27,1127.3857,476876.0,12452127000.0,75442.49,654.9795453249912,492932.53,0.4189424,4000,-1.190017e+18,852.458,[-0.199  0.114 -0.142 -0.005 -0.014  0.084 -0.146 -0.636  0.     0.  0.   ],70.62,True,40,-1.0,100,654.97955,,2.0,,1,1.0,9.359831,1.0,9.359831,-52.187027,380.0518,0.106034786,218.80988,202637,-489650.06,274.92776,100.0,272.062837600708,18269.332
1.0,,-59.50959,100.0,4.0449946e+35,1254.1187,428808.22,3320503600000.0,48887788.0,611.0468530017262,344741760.0,0.4189424,4100,-1.0053532e+22,985.324,[-0.205  0.114 -0.145  0.027  0.018  0.055 -0.126 -0.66   0.     0.  0.   ],65.91,True,41,-1.0,100,611.0469,,2.0,,1,1.0,9.359953,1.0,9.359953,-59.50959,342.2522,0.0005994749,235.43568,209228,-444615.62,268.79468,100.0,281.41926646232605,8203321.0
1.0,,-68.91087,100.0,4.3629287e+26,1598.9825,577385.25,4906608000.0,58153.42,716.8347461323468,584566.3,0.4189424,4200,-5.3673378e+17,1304.8065,[-0.2    0.118 -0.148  0.008 -0.001  0.097 -0.16  -0.646  0.     0.  0.   ],77.36,True,42,-1.0,100,716.8347,,2.0,,1,1.0,9.359915,1.0,9.359915,-68.91087,422.65878,0.14641106,252.058,216964,-603081.6,294.176,100.0,290.58043003082275,6144.1523
1.0,,-56.64798,100.0,133007650.0,1341.3335,431215.28,1983973.8,7.4960017,621.859474986536,56.677666,0.4189424,4300,-210526300.0,1082.324,[-0.209  0.121 -0.151  0.016  0.007  0.072 -0.151 -0.653  0.     0.  0.   ],67.12,True,43,-1.0,100,621.8595,,2.0,,1,1.0,9.359928,1.0,9.359928,-56.64798,362.85,0.11654087,210.9647,223676,-449297.75,259.00946,100.0,298.81953048706055,4.6407337
1.0,,-57.85476,100.0,4.4250642e+21,1411.7507,610569.3,252008910.0,2725.5735,752.1384012945346,27196.15,0.4189424,4400,-1332472700000000.0,1135.7804,[-0.195  0.121 -0.152  0.006 -0.004  0.092 -0.149 -0.664  0.     0.  0.   ],81.2,True,44,-1.0,100,752.1384,,2.0,,1,1.0,9.359956,1.0,9.359956,-57.85476,476.1681,0.042465255,211.795,231796,-630600.2,275.9703,100.0,310.12836742401123,352.3241
1.0,,-62.988216,100.0,2.4286869e+33,1530.1069,598211.94,5774697500.0,47052.0,720.6715664422356,472955.78,0.4189424,4500,-1.15960935e+21,1290.6245,[-0.179  0.117 -0.152  0.019  0.01   0.108 -0.158 -0.662  0.     0.  0.   ],77.81,True,45,-1.0,100,720.6716,,2.0,,1,1.0,9.359871,1.0,9.359871,-62.988216,481.18915,0.18858811,280.79248,239577,-621742.25,239.48242,100.0,321.2445960044861,4887.311
1.0,,-69.46238,100.0,1.0987997e+18,1253.985,453633.0,217008750.0,1179.1935,635.1780794856777,9044.266,0.4189424,4600,-16566549000000.0,978.7488,[-0.195  0.118 -0.153  0.019  0.01   0.085 -0.147 -0.667  0.     0.  0.   ],68.6,True,46,-1.0,100,635.1781,,2.0,,1,1.0,9.35996,1.0,9.35996,-69.46238,359.94186,0.047487583,224.01302,246437,-469437.06,275.2362,100.0,332.8164267539978,206.50043
1.0,,-58.29312,100.0,3.0927136e+30,1288.2097,596899.56,2478464000.0,18643.43,736.3812782169896,187015.45,0.4189424,4700,-2.9330898e+19,1021.69946,[-0.235  0.126 -0.154 -0.004 -0.013  0.113 -0.168 -0.663  0.     0.  0.   ],79.53,True,47,-1.0,100,736.3812,,2.0,,1,1.0,9.359988,1.0,9.359988,-58.29312,469.871,0.026814088,233.75674,254390,-613578.06,266.51028,100.0,347.10786414146423,2190.2412
1.0,,-71.83887,100.0,26936260000000.0,1469.3915,526517.5,137114860.0,1403.6667,686.2720307373373,13508.702,0.4189424,4800,-112759850000.0,1164.4952,[-0.222  0.128 -0.156  0.001 -0.008  0.14  -0.176 -0.663  0.     0.  0.   ],74.09,True,48,-1.0,100,686.27203,,2.0,,1,1.0,9.359937,1.0,9.359937,-71.83887,381.3758,0.07880077,235.68675,261799,-548217.44,304.89624,100.0,359.22852516174316,251.00894
1.0,,-55.01825,100.0,4942729700.0,1375.8262,574201.2,23105066.0,129.3227,728.4580647037885,1240.8955,0.4189424,4900,-1360602400.0,1061.6102,[-0.228  0.129 -0.156  0.006 -0.003  0.12  -0.157 -0.674  0.     0.  0.   ],78.72,True,49,-1.0,100,728.45807,,2.0,,1,1.0,9.359995,1.0,9.359995,-55.01825,414.2421,0.14439377,208.6866,269671,-593225.6,314.21597,100.0,370.85125279426575,33.163025
1.0,,-57.7615,100.0,97327060000.0,1540.2031,595241.94,15912022.0,70.111725,729.0276652655219,524.135,0.4189424,5000,-7453896000.0,1263.656,[-0.228  0.127 -0.157  0.007 -0.002  0.136 -0.181 -0.662  0.     0.  0.   ],78.76,True,50,-1.0,100,729.0277,,2.0,,1,1.0,9.359922,1.0,9.359922,-57.7615,452.4806,0.032255497,252.50862,277547,-619083.8,276.5471,100.0,384.4937195777893,20.941309
1.0,,-76.74948,100.0,2.245624e+20,1563.5784,626931.2,168290820.0,1781.0848,741.4587019926663,17591.738,0.4189424,5100,-368205600000000.0,1297.5149,[-0.234  0.131 -0.161 -0.002 -0.013  0.122 -0.167 -0.68   0.     0.  0.   ],80.06,True,51,-1.0,100,741.45874,,2.0,,1,1.0,9.359953,1.0,9.359953,-76.74948,475.39526,0.035467923,277.79538,285553,-651502.2,266.06342,100.0,397.9730598926544,237.08907
1.0,,-77.014725,100.0,1.1994699e+25,1342.1938,606817.1,7507082000.0,80034.65,742.573080370341,789099.44,0.4189424,5200,-6.270579e+16,1011.3833,[-0.226  0.132 -0.163  0.002 -0.008  0.147 -0.182 -0.675  0.     0.  0.   ],80.24,True,52,-1.0,100,742.5731,,2.0,,1,1.0,9.359977,1.0,9.359977,-77.014725,411.7625,0.021803029,235.37704,293577,-624922.8,330.81058,100.0,410.5464220046997,11369.352
1.0,,-61.466293,100.0,429373500.0,1416.7786,710902.9,2669718.8,6.4356327,813.7793088795432,41.722515,0.4189424,5300,-420696350.0,1141.3007,[-0.225  0.135 -0.176  0.004 -0.008  0.124 -0.176 -0.731 -0.007  0.  0.   ],87.95,True,53,-1.0,100,813.77936,,2.0,,1,1.0,9.359871,1.0,9.359871,-61.466293,538.3014,0.25828415,220.60396,302372,-731076.7,275.4779,100.0,421.86611914634705,3.2884982
1.0,,-89.306625,100.0,44697084000.0,1653.1816,741061.6,2874036.5,5.483281,816.9982470279068,32.458595,0.4189424,5400,-5810025500.0,1404.5348,[-0.216  0.135 -0.177  0.003 -0.009  0.135 -0.179 -0.735 -0.007  0.  0.   ],88.32,True,54,-1.0,100,816.9983,,2.0,,1,1.0,9.359859,1.0,9.359859,-89.306625,568.3514,0.019308012,271.24802,311204,-768529.5,248.64682,100.0,432.88565468788147,3.0449686
1.0,,-65.695335,100.0,684019900000000.0,1384.8201,665874.56,21310432.0,75.08913,762.8488473759639,736.2447,0.4189424,5500,-504105930000.0,1117.5857,[-0.206  0.135 -0.178  0.006 -0.006  0.147 -0.181 -0.736 -0.008  0.  0.   ],82.44,True,55,-1.0,100,762.8489,,2.0,,1,1.0,9.359967,1.0,9.359967,-65.695335,495.61453,0.21308453,289.71747,319448,-685148.5,267.2343,100.0,444.3404998779297,14.828976
1.0,,-81.03198,100.0,50717390.0,1673.0706,577166.4,4628558.5,13.577774,700.9566571769558,107.62385,0.4189424,5600,-204978580.0,1434.5078,[-0.2    0.137 -0.184 -0.003 -0.016  0.161 -0.2   -0.749 -0.008  0.  0.   ],75.78,True,56,-1.0,100,700.95667,,2.0,,1,1.0,9.359982,1.0,9.359982,-81.03198,462.39392,0.1326215,292.96097,327026,-605299.1,238.56273,100.0,457.52345848083496,6.3697286
1.0,,-71.00317,100.0,8.5741845e+31,1432.4626,538217.7,390862900.0,2133.418,692.0704006686143,21212.078,0.4189424,5700,-1.9096133e+20,1173.6729,[-0.207  0.135 -0.186  0.003 -0.009  0.167 -0.225 -0.738 -0.008  0.  0.   ],74.8,True,57,-1.0,100,692.0704,,2.0,,1,1.0,9.359938,1.0,9.359938,-71.00317,433.28055,0.022685142,243.42603,334506,-558840.6,258.78986,100.0,470.6048333644867,313.7102
1.0,,-67.737564,100.0,2077226000000.0,1447.3654,638692.25,5861226.5,26.36512,758.6604401137389,155.80882,0.4189424,5800,-30350406000.0,1124.354,[-0.24   0.13  -0.193  0.018  0.007  0.152 -0.27  -0.736 -0.008  0.  0.   ],82.07,True,58,-1.0,100,758.6605,,2.0,,1,1.0,9.359768,1.0,9.359768,-67.737564,435.6491,0.0052425563,251.25006,342713,-659746.56,323.01135,100.0,484.2908236980438,8.827573
