Iteration,Penalization,TimestepsSoFar,InitialBound,StdWReturnMean,Epsilon,ESSRenyiHarmonic,MeanEntropy,InitialReturnStd,InitialReturnMin,LearnableVariance,MeanIW,ReturnStepMax,OptimizationReturnMax,EpisodesSoFar,Bound,Inner Iteration,OptimizationReturnMin,MaxIW,MeanD2-0,MinTargetPdf,EpThisIter,VarianceInitializer,ReturnStepMaxmin,EmpiricalD2Arithmetic,DivergenceHarmonic,ESSRenyiArithmetic,Weights,OptimizationReturnMean,TimeElapsed,InitialReturnMean,WReturnMean,ReturnMeanIW,InitialReturnMax,EpRewMean,MinIW,EmpiricalD2Harmonic,MinBehavPdf,StdIW,EpLenMean
131,True,991297,-1310037.2,,2.0,100.0,0.4189424,304.861,358.15332,,6.8715324,9.35994,1837.2954,13100,-640611260.0,1,,258.3969,1.0,-107.0378,100,-1.0,9.35994,1.0,170592480.0,100.0,[-9.388e-02  1.288e-01 -2.885e-01  1.009e-02  6.287e-04  4.860e-02 -3.741e-01 -1.072e+00  2.278e-02  0.000e+00  0.000e+00],722.8897,1430.053876399994,1081.0431,1261594.2,7895026.0,2195.4487,1081.043061614424,0.06454142,1.0,-107.0378,26.705326,116.87
132,True,1002482,-1173160.0,,2.0,100.0,0.4189424,280.5824,311.96436,,35.54203,9.35999,1400.4574,13200,-159900020000.0,1,,1895.7955,1.0,-84.02844,100,-1.0,9.35999,1.0,29416774000000.0,100.0,[-0.086  0.129 -0.289  0.007 -0.003  0.059 -0.381 -1.07   0.023  0.  0.   ],720.00555,1449.805630683899,1031.97,1143688.2,54167510.0,1712.4218,1031.969885377961,0.08492748,1.0,-84.02844,193.1289,111.85
133,True,1014288,-1307642.5,,2.0,100.0,0.4189424,283.0954,556.56287,,13.606051,9.359949,1297.7434,13300,-5186136000000.0,1,,613.384,1.0,-98.19004,100,-1.0,9.359949,1.0,2.252126e+16,100.0,[-8.855e-02  1.404e-01 -2.958e-01  8.251e-04 -9.273e-03  4.270e-02 -3.798e-01 -1.074e+00  2.395e-03  0.000e+00  0.000e+00],535.6557,1469.2125325202942,1092.2185,1273084.6,26347580.0,1854.3063,1092.2186207539614,0.043444272,1.0,-98.19004,65.19321,118.06
134,True,1025259,-1128471.0,,2.0,100.0,0.4189424,261.29675,414.79828,,11.708894,9.359959,1260.9688,13400,-1248083600.0,1,,533.5804,1.0,-76.27488,100,-1.0,9.359959,1.0,1904982300.0,100.0,[-6.500e-02  1.436e-01 -2.977e-01 -1.091e-04 -1.028e-02  4.119e-02 -3.629e-01 -1.085e+00  2.395e-03  0.000e+00  0.000e+00],601.0617,1486.5400776863098,1015.86,1100247.5,16241318.0,1675.767,1015.8599813291962,0.20882924,1.0,-76.27488,58.863575,109.71
135,True,1036167,-1135123.5,,2.0,100.0,0.4189424,282.3584,312.98642,,12.060543,9.359881,1641.6533,13500,-7203764700.0,1,,508.26102,1.0,-118.45682,100,-1.0,9.359881,1.0,35045736000.0,100.0,[-0.075  0.146 -0.299  0.004 -0.006  0.032 -0.36  -1.088  0.001  0.  0.   ],695.47705,1504.5138223171234,1008.46344,1096724.8,15343954.0,1954.6398,1008.4634911150267,0.05385073,1.0,-118.45682,54.191204,109.08
136,True,1047538,-1241177.5,,2.0,100.0,0.4189424,297.9165,379.04395,,8.343373,9.359983,1788.9443,13600,-6673207000.0,1,,335.32294,1.0,-94.62674,100,-1.0,9.359983,1.0,19876995000.0,100.0,[-6.434e-02  1.463e-01 -2.992e-01  5.282e-04 -9.599e-03  4.145e-02 -3.637e-01 -1.088e+00  1.614e-03  0.000e+00  0.000e+00],672.2336,1523.606428861618,1051.2776,1193938.8,13247008.0,2167.9883,1051.2775157629324,0.16351849,1.0,-94.62674,35.9462,113.71
137,True,1058318,-1088141.0,,2.0,100.0,0.4189424,249.2396,349.8095,,3.895204,9.35981,1428.666,13700,-397634370.0,1,,63.92723,1.0,-88.84433,100,-1.0,9.35981,1.0,152786910.0,100.0,[-0.077  0.147 -0.3    0.001 -0.009  0.034 -0.368 -1.085  0.002  0.  0.   ],647.302,1539.8541119098663,997.1116,1056351.8,4698808.0,1778.4756,997.1115442170998,0.05774916,1.0,-88.84433,8.149361,107.8
138,True,1069442,-1170238.6,,2.0,100.0,0.4189424,278.0316,390.1088,,57.50358,9.359961,1568.6378,13800,-3942496300.0,1,,5455.8647,1.0,-92.40132,100,-1.0,9.359961,1.0,9888193000.0,100.0,[-0.069  0.148 -0.3   -0.002 -0.012  0.046 -0.372 -1.084  0.002  0.  0.   ],636.71967,1555.96591091156,1026.8285,1131678.2,108096650.0,1958.7466,1026.828415029327,0.25638077,1.0,-92.40132,542.58575,111.24
139,True,1080673,-1214988.0,,2.0,100.0,0.4189424,308.04367,416.41492,,5.535254,9.359957,1626.945,13900,-934606600.0,1,,264.14545,1.0,-105.70203,100,-1.0,9.359957,1.0,487319700.0,100.0,[-0.055  0.149 -0.301 -0.006 -0.016  0.049 -0.37  -1.086  0.003  0.  0.   ],621.9172,1573.7534124851227,1038.332,1173024.4,8248150.0,2043.3599,1038.3320868253218,0.18249741,1.0,-105.70203,26.483812,112.31
140,True,1092115,-1255364.8,,2.0,100.0,0.4189424,303.03262,389.35022,,4.941518,9.359975,1730.3007,14000,-6415235600.0,1,,108.83849,1.0,-95.82773,100,-1.0,9.359975,1.0,20133546000.0,100.0,[-6.300e-02  1.504e-01 -3.024e-01  8.835e-04 -9.455e-03  3.948e-02 -3.702e-01 -1.089e+00  3.252e-03  0.000e+00  0.000e+00],668.18475,1592.202039718628,1057.535,1210209.0,7992245.0,2119.651,1057.535025754911,0.07436328,1.0,-95.82773,13.183467,114.42
141,True,1103336,-1204352.9,,2.0,100.0,0.4189424,311.7187,361.49603,,5.5608587,9.359906,1461.2861,14100,-234533650000.0,1,,129.78548,1.0,-96.89821,100,-1.0,9.359906,1.0,49325497000000.0,100.0,[-0.052  0.152 -0.303  0.004 -0.006  0.048 -0.371 -1.091  0.003  0.  0.   ],674.7431,1608.8130991458893,1036.239,1170960.0,9423169.0,1822.7822,1036.2391267367846,0.09835837,1.0,-96.89821,15.231578,112.21
142,True,1113968,-1092744.8,,2.0,100.0,0.4189424,288.24564,352.55994,,25.07633,9.359841,1739.5988,14200,-70059704000.0,1,,1525.3612,1.0,-95.10821,100,-1.0,9.359841,1.0,2532977700000.0,100.0,[-0.037  0.152 -0.304  0.005 -0.005  0.053 -0.369 -1.092  0.003  0.  0.   ],630.1238,1625.9745552539825,982.68365,1048752.8,45309476.0,2092.1587,982.6836964815037,0.18140908,1.0,-95.10821,157.86353,106.32
143,True,1124930,-1133868.0,,2.0,100.0,0.4189424,269.4919,330.21875,,160875.8,9.359957,1637.2762,14300,-5.338522e+19,1,,14217743.0,1.0,-86.4174,100,-1.0,9.359957,1.0,1.8828808e+30,100.0,[-0.043  0.152 -0.304 -0.015 -0.026  0.046 -0.364 -1.091 -0.002  0.  0.   ],680.88794,1644.5093257427216,1011.1067,1094962.5,184388110000.0,1967.495,1011.1066901723606,0.037769523,1.0,-86.4174,1421352.6,109.62
144,True,1135633,-1099947.4,,2.0,100.0,0.4189424,306.17032,380.51782,,36.319477,9.359947,1300.5864,14400,-1145146000.0,1,,586.37225,1.0,-82.358765,100,-1.0,9.359947,1.0,1484948700.0,100.0,[-0.045  0.153 -0.305 -0.008 -0.018  0.018 -0.356 -1.09  -0.005  0.  0.   ],608.32166,1663.546676158905,988.83954,1071543.8,50616590.0,1681.1042,988.8395238436875,0.07726955,1.0,-82.358765,93.1803,107.03
145,True,1146538,-1115425.4,,2.0,100.0,0.4189424,274.6058,343.35495,,25.03211,9.359934,1289.9093,14500,-573904830.0,1,,1050.9832,1.0,-82.82113,100,-1.0,9.359934,1.0,400933500.0,100.0,[-0.058  0.157 -0.306 -0.006 -0.016  0.039 -0.373 -1.081 -0.004  0.  0.   ],663.22687,1680.598195552826,1006.5818,1088615.4,37081332.0,1633.2643,1006.5818568958404,0.16223238,1.0,-82.82113,116.14804,109.05
146,True,1157086,-1065993.5,,2.0,100.0,0.4189424,293.36197,342.21973,,248.35985,9.359982,1552.4598,14600,-296587400000.0,1,,20780.068,1.0,-77.05053,100,-1.0,9.359982,1.0,67447170000000.0,100.0,[-0.052  0.158 -0.306 -0.009 -0.019  0.052 -0.379 -1.08  -0.004  0.  0.   ],629.3014,1699.022358417511,971.521,1029914.44,284547550.0,1894.6796,971.5210820291495,0.11402896,1.0,-77.05053,2067.6125,105.48
147,True,1168236,-1211046.8,,2.0,100.0,0.4189424,322.37106,416.55865,,25.61747,9.359982,1750.3213,14700,-5626376000.0,1,,633.72455,1.0,-102.49426,100,-1.0,9.359982,1.0,13943546000.0,100.0,[-0.04   0.16  -0.308 -0.013 -0.023  0.041 -0.363 -1.099 -0.011  0.  0.   ],612.9719,1718.4720022678375,1029.5306,1163856.4,54022268.0,2166.88,1029.5306040505382,0.028325861,1.0,-102.49426,100.014244,111.5
148,True,1179164,-1144156.4,,2.0,100.0,0.4189424,292.911,333.5204,,1186.7421,9.359908,1631.049,14800,-7354951000000.0,1,,106491.55,1.0,-96.83847,100,-1.0,9.359908,1.0,3.5935465e+16,100.0,[-0.05   0.161 -0.309 -0.014 -0.024  0.03  -0.359 -1.102 -0.013  0.  0.   ],676.217,1736.05784201622,1009.73737,1105366.4,1710753900.0,1964.5693,1009.737310449706,0.0010206674,1.0,-96.83847,10604.299,109.28
149,True,1190548,-1220804.2,,2.0,100.0,0.4189424,295.536,436.12897,,26.02205,9.359827,1368.763,14900,-8881840000.0,1,,751.1153,1.0,-84.195946,100,-1.0,9.359827,1.0,73019100000.0,100.0,[-3.266e-02  1.693e-01 -3.127e-01 -4.857e-04 -1.111e-02  3.838e-02 -3.499e-01 -1.111e+00 -1.545e-02  0.000e+00  0.000e+00],613.0242,1754.7898681163788,1049.1531,1188063.8,34698264.0,1804.8918,1049.1531143294994,0.12182481,1.0,-84.195946,109.69655,113.84
150,True,1201171,-1056769.6,,2.0,100.0,0.4189424,261.08856,399.10156,,15.363916,9.359943,1127.2705,15000,-562888000.0,1,,1221.0608,1.0,-76.9487,100,-1.0,9.359943,1.0,540319700.0,100.0,[-4.675e-02  1.699e-01 -3.129e-01  3.988e-04 -1.017e-02  3.256e-02 -3.522e-01 -1.109e+00 -1.620e-02  0.000e+00  0.000e+00],583.3377,1771.0085294246674,982.4392,1033354.06,18600162.0,1526.3721,982.4392564321273,0.16174543,1.0,-76.9487,121.56389,106.23
151,True,1212340,-1224257.1,,2.0,100.0,0.4189424,332.5677,360.0755,,490044.9,9.359903,1797.7659,15100,-4.6788176e+22,1,,36475080.0,1.0,-96.95526,100,-1.0,9.359903,1.0,9.996074e+35,100.0,[-0.059  0.17  -0.313  0.002 -0.009  0.026 -0.356 -1.104 -0.015  0.  0.   ],672.8128,1791.2247018814087,1032.8883,1177459.5,778414400000.0,2157.8413,1032.8882620400086,0.009788707,1.0,-96.95526,3757438.5,111.69
152,True,1222545,-1006316.1,,2.0,100.0,0.4189424,296.81,332.31317,,11.4954195,9.359961,1435.1533,15200,-1705633800.0,1,,542.22705,1.0,-84.71396,100,-1.0,9.359961,1.0,2877915100.0,100.0,[-0.051  0.182 -0.315  0.04   0.03   0.045 -0.338 -1.105 -0.007  0.  0.   ],609.39966,1808.8046851158142,941.71295,974919.25,21317000.0,1767.4666,941.712870022939,0.16465394,1.0,-84.71396,55.396397,102.05
153,True,1233370,-1121782.1,,2.0,100.0,0.4189424,314.035,296.12378,,44.546566,9.35983,1350.7539,15300,-3584884500.0,1,,3394.0652,1.0,-75.62292,100,-1.0,9.35983,1.0,16649080000.0,100.0,[-0.061  0.182 -0.316  0.034  0.024  0.036 -0.339 -1.105 -0.006  0.  0.   ],701.8269,1826.4052793979645,997.9506,1094523.4,67659260.0,1646.8777,997.9506130431485,0.07164936,1.0,-75.62292,341.32974,108.25
154,True,1244298,-1158385.5,,2.0,100.0,0.4189424,331.69946,311.93854,,502159.25,9.359969,1488.4856,15400,-4.1182407e+17,1,,47919260.0,1.0,-89.4277,100,-1.0,9.359969,1.0,1.5979261e+26,100.0,[-0.053  0.184 -0.317  0.035  0.025  0.049 -0.341 -1.109 -0.007  0.  0.   ],695.92163,1842.6892166137695,1007.8602,1125806.8,1315632200000.0,1800.4241,1007.8601963932998,0.009453581,1.0,-89.4277,4770320.0,109.28
155,True,1253649,-847788.9,,2.0,100.0,0.4189424,255.22603,398.3629,,413.06543,9.359914,1477.2831,15500,-2.4996072e+18,1,,31776.848,1.0,-87.61548,100,-1.0,9.359914,1.0,4.997758e+27,100.0,[-0.029  0.183 -0.317  0.024  0.015  0.059 -0.349 -1.104 -0.004  0.  0.   ],466.09692,1858.8189957141876,864.45984,812431.06,521246560.0,1875.646,864.4598176125228,0.042993203,1.0,-87.61548,3189.2947,93.51
156,True,1264396,-1124449.9,,2.0,100.0,0.4189424,306.91278,408.48535,,14.17122,9.359907,1741.9077,15600,-47840285000.0,1,,613.2997,1.0,-98.149574,100,-1.0,9.359907,1.0,1058685200000.0,100.0,[-0.03   0.185 -0.322  0.021  0.011  0.029 -0.354 -1.108 -0.004  0.  0.   ],583.3712,1876.04958486557,991.85657,1077974.9,21169986.0,2150.393,991.856553704619,0.14262228,1.0,-98.149574,65.58976,107.47
157,True,1275893,-1246346.9,,2.0,100.0,0.4189424,288.19778,418.28625,,9.355363,9.359905,1504.9617,15700,-1120649200.0,1,,180.40523,1.0,-81.53462,100,-1.0,9.359905,1.0,890342500.0,100.0,[-0.04   0.185 -0.322  0.018  0.008  0.018 -0.354 -1.108 -0.002  0.  0.   ],642.8987,1893.4402816295624,1061.185,1209171.5,11394087.0,1923.2479,1061.1849968931506,0.11470869,1.0,-81.53462,24.3063,114.97
158,True,1286889,-1134668.2,,2.0,100.0,0.4189424,273.27063,371.73004,,5.551719,9.35988,1270.7126,15800,-8783863000.0,1,,99.05625,1.0,-78.43693,100,-1.0,9.35988,1.0,104796270000.0,100.0,[-0.033  0.186 -0.322  0.019  0.009  0.03  -0.359 -1.106 -0.003  0.  0.   ],644.57666,1909.7173516750336,1016.3067,1107556.1,7071133.0,1642.4427,1016.3067228118621,0.119947076,1.0,-78.43693,16.468601,109.96
159,True,1298064,-1187505.9,,2.0,100.0,0.4189424,292.87082,454.3374,,5.0780196,9.359962,1473.5048,15900,-18161957000.0,1,,148.47432,1.0,-99.61511,100,-1.0,9.359962,1.0,236217190000.0,100.0,[-0.045  0.186 -0.323  0.015  0.005  0.022 -0.361 -1.105 -0.003  0.  0.   ],577.3503,1926.8467564582825,1031.6876,1150152.8,7589494.5,1927.8422,1031.687671256004,0.04658899,1.0,-99.61511,17.218122,111.75
160,True,1308626,-1092181.2,,2.0,100.0,0.4189424,310.17023,343.16718,,5.516031,9.359924,1711.4167,16000,-406648540.0,1,,309.06952,1.0,-110.6902,100,-1.0,9.359924,1.0,88028720.0,100.0,[-3.527e-02  1.883e-01 -3.229e-01  1.136e-02  9.250e-04  3.273e-02 -3.579e-01 -1.106e+00 -4.586e-03  0.000e+00  0.000e+00],633.33154,1945.4611485004425,976.4988,1049755.2,8594186.0,2054.584,976.498704682184,0.02919048,1.0,-110.6902,30.714071,105.62
161,True,1319442,-1116428.8,,2.0,100.0,0.4189424,290.49094,389.7268,,9.91682,9.359989,1435.1077,16100,-403988580.0,1,,193.58055,1.0,-87.09707,100,-1.0,9.359989,1.0,135600700.0,100.0,[-0.045  0.19  -0.324  0.018  0.007  0.027 -0.353 -1.11  -0.005  0.  0.   ],609.5608,1962.2284083366394,999.2876,1082960.6,14261769.0,1824.8345,999.2875868851153,0.042583838,1.0,-87.09707,25.051105,108.16
162,True,1330660,-1210152.6,,2.0,100.0,0.4189424,301.3272,399.29855,,1978.9431,9.359945,1649.9712,16200,-2.9346084e+19,1,,154873.38,1.0,-77.44205,100,-1.0,9.359945,1.0,4.834361e+29,100.0,[-0.037  0.187 -0.324  0.002 -0.009  0.01  -0.346 -1.112 -0.01   0.  0.   ],638.55865,1979.7906110286713,1037.8573,1167945.8,3214450000.0,2049.2698,1037.8572482607753,0.11226625,1.0,-77.44205,15789.321,112.18
163,True,1341608,-1176020.9,,2.0,100.0,0.4189424,311.9358,389.0157,,689.4431,9.359981,1844.2349,16300,-323612500000000.0,1,,25082.19,1.0,-113.71043,100,-1.0,9.359981,1.0,4.168052e+19,100.0,[-0.067  0.194 -0.326  0.004 -0.006  0.009 -0.351 -1.109 -0.01   0.  0.   ],625.1793,1998.6957721710205,1014.195,1125895.4,1104066400.0,2233.2505,1014.1950199992899,0.085653014,1.0,-113.71043,3233.636,109.48
164,True,1352548,-1145550.1,,2.0,100.0,0.4189424,276.4367,341.74222,,97.36104,9.359899,1699.8916,16400,-2.383597e+18,1,,2959.9949,1.0,-86.75604,100,-1.0,9.359899,1.0,3.2373484e+27,100.0,[-0.096  0.198 -0.328 -0.004 -0.015  0.01  -0.387 -1.069 -0.01   0.  0.   ],671.78625,2018.8161351680756,1013.52844,1103657.2,115925690.0,2041.6338,1013.5284864285002,0.06440959,1.0,-86.75604,329.49048,109.4
165,True,1363676,-1189400.8,,2.0,100.0,0.4189424,301.50604,330.96503,,71.27688,9.359804,1665.6387,16500,-2.752192e+18,1,,2386.639,1.0,-95.60716,100,-1.0,9.359804,1.0,4.7187303e+27,100.0,[-0.058  0.215 -0.337  0.016  0.006  0.014 -0.373 -1.102 -0.01   0.  0.   ],697.835,2036.5206308364868,1028.8,1149335.5,105334140.0,1996.6038,1028.8000390734496,0.14380889,1.0,-95.60716,342.56683,111.28
166,True,1374684,-1182144.9,,2.0,100.0,0.4189424,328.7324,348.8604,,39184068.0,9.359867,1693.3945,16600,-2.3540517e+21,1,,3912044800.0,1.0,-93.40524,100,-1.0,9.359867,1.0,3.15375e+33,100.0,[-0.043  0.216 -0.337  0.025  0.015  0.026 -0.36  -1.119 -0.01   0.  0.   ],667.09314,2055.304481983185,1015.9534,1140226.5,82940170000000.0,2042.255,1015.9535283388061,0.120994866,1.0,-93.40524,389237400.0,110.08
167,True,1385652,-1116250.0,,2.0,100.0,0.4189424,262.17557,458.01355,,18.254372,9.359953,1109.5214,16700,-2100776400000.0,1,,490.95383,1.0,-81.93523,100,-1.0,9.359953,1.0,7236274700000000.0,100.0,[-0.019  0.218 -0.339  0.02   0.012  0.035 -0.353 -1.133 -0.009  0.  0.   ],553.33136,2072.932165145874,1011.34485,1091554.5,26338680.0,1567.5349,1011.3449260999105,0.0063792625,1.0,-81.93523,58.797565,109.68
168,True,1396186,-1078116.8,,2.0,100.0,0.4189424,300.32025,296.52002,,19.311033,9.35979,1743.0032,16800,-9776003000.0,1,,286.64188,1.0,-94.858765,100,-1.0,9.35979,1.0,54476030000.0,100.0,[-0.041  0.222 -0.341  0.021  0.013  0.042 -0.372 -1.126 -0.008  0.  0.   ],676.1661,2091.2831375598907,972.68604,1036310.5,18416460.0,2039.5232,972.6861161002463,0.10400373,1.0,-94.858765,45.739067,105.34
169,True,1407693,-1300738.0,,2.0,100.0,0.4189424,348.57114,293.542,,78.01369,9.35994,2047.0432,16900,-21610594000.0,1,,6171.089,1.0,-112.097244,100,-1.0,9.35994,1.0,151174170000.0,100.0,[-0.05   0.223 -0.341  0.013  0.004  0.057 -0.389 -1.11  -0.004  0.  0.   ],766.73,2109.6766159534454,1060.272,1245678.4,202891600.0,2340.5852,1060.2719730296305,0.019147528,1.0,-112.097244,619.5305,115.07
170,True,1419544,-1368665.0,,2.0,100.0,0.4189424,347.73923,342.24017,,46908.445,9.359965,1936.3203,17000,-4.371162e+21,1,,2808089.2,1.0,-115.78752,100,-1.0,9.359965,1.0,7.017569e+33,100.0,[-0.059  0.222 -0.341  0.011  0.002  0.045 -0.388 -1.11  -0.006  0.  0.   ],751.17755,2129.5353453159332,1093.4178,1316484.9,114861580000.0,2278.5605,1093.4177338540308,0.0020817842,1.0,-115.78752,309542.56,118.51
171,True,1430848,-1219212.1,,2.0,100.0,0.4189424,321.44446,360.83203,,2585.4404,9.359946,1410.2354,17100,-2913799200000000.0,1,,245570.38,1.0,-86.28282,100,-1.0,9.359946,1.0,8.543051e+21,100.0,[-0.082  0.228 -0.34  -0.011 -0.02   0.092 -0.395 -1.116 -0.009  0.  0.   ],680.4943,2147.1168892383575,1041.3263,1187687.2,3579374800.0,1771.0674,1041.3263973260916,0.020955453,1.0,-86.28282,24430.996,113.04
172,True,1440303,-870576.0,,2.0,100.0,0.4189424,285.22516,313.87457,,130478.43,9.359951,1349.4531,17200,-4.1308925e+22,1,,11093505.0,1.0,-80.36392,100,-1.0,9.359951,1.0,2.2070474e+36,100.0,[-6.723e-02  2.296e-01 -3.421e-01  6.568e-03 -2.945e-03  1.000e-01 -3.990e-01 -1.114e+00 -1.100e-03  0.000e+00  0.000e+00],558.7173,2163.4265701770782,872.592,842769.94,213569930000.0,1663.3278,872.5918624738135,0.21423702,1.0,-80.36392,1111912.2,94.55
173,True,1452265,-1355682.5,,2.0,100.0,0.4189424,306.05994,537.4369,,22.53002,9.359978,1699.9181,17300,-6491802000.0,1,,526.8854,1.0,-103.334404,100,-1.0,9.359978,1.0,16448892000.0,100.0,[-8.295e-02  2.268e-01 -3.420e-01  5.067e-03 -4.422e-03  7.433e-02 -3.944e-01 -1.120e+00 -1.100e-03  0.000e+00  0.000e+00],563.33545,2185.14821600914,1100.7723,1305372.5,39413108.0,2237.355,1100.7723886481235,0.0890073,1.0,-103.334404,77.434975,119.62
174,True,1464296,-1347437.0,,2.0,100.0,0.4189424,289.5122,425.7166,,42.315796,9.359918,1446.2122,17400,-23901932000.0,1,,1771.3682,1.0,-87.51265,100,-1.0,9.359918,1.0,458304550000.0,100.0,[-9.168e-02  2.273e-01 -3.424e-01  9.867e-03  4.452e-04  6.381e-02 -3.933e-01 -1.117e+00  3.193e-04  0.000e+00  0.000e+00],682.61633,2205.2918784618378,1108.333,1312219.1,60183996.0,1871.9287,1108.3329043105246,0.3024709,1.0,-87.51265,192.50937,120.31
175,True,1476195,-1341253.9,,2.0,100.0,0.4189424,335.36694,431.86642,,66.022736,9.35997,1402.1836,17500,-1384858600.0,1,,4215.515,1.0,-88.77467,100,-1.0,9.35997,1.0,1433346400.0,100.0,[-7.997e-02  2.277e-01 -3.430e-01  8.610e-03 -7.006e-04  7.385e-02 -3.950e-01 -1.117e+00 -7.639e-05  0.000e+00  0.000e+00],661.283,2224.2163002490997,1093.1494,1307446.9,104945930.0,1834.05,1093.149512172086,0.07569355,1.0,-88.77467,424.42944,118.99
176,True,1487005,-1131856.5,,2.0,100.0,0.4189424,304.3736,405.69778,,8892.716,9.359993,1807.2539,17600,-1.8795193e+17,1,,431364.44,1.0,-105.237755,100,-1.0,9.359993,1.0,1.4582801e+25,100.0,[-0.071  0.229 -0.344  0.003 -0.006  0.083 -0.398 -1.115  0.003  0.  0.   ],589.28705,2241.7613570690155,994.98486,1082638.1,11666957000.0,2212.9517,994.9848352536568,0.032946683,1.0,-105.237755,48973.402,108.1
177,True,1498677,-1330635.2,,2.0,100.0,0.4189424,347.86807,333.30157,,15.0623,9.359963,1956.4509,17700,-1797066800.0,1,,462.3993,1.0,-93.831894,100,-1.0,9.359963,1.0,1132962200.0,100.0,[-8.165e-02  2.288e-01 -3.444e-01 -9.548e-03 -1.905e-02  6.674e-02 -3.885e-01 -1.129e+00 -5.931e-04  0.000e+00  0.000e+00],742.30493,2257.8571949005127,1075.6063,1277941.2,23419894.0,2289.7524,1075.6063965875528,0.058417413,1.0,-93.831894,52.99398,116.72
178,True,1510792,-1372656.8,,2.0,100.0,0.4189424,292.19843,405.4124,,1062.5771,9.359811,1571.8284,17800,-1.1216901e+16,1,,36825.805,1.0,-83.422,100,-1.0,9.359811,1.0,8.14972e+22,100.0,[-0.072  0.229 -0.347  0.005 -0.004  0.047 -0.388 -1.128 -0.008  0.  0.   ],711.72,2277.1356525421143,1117.1324,1333364.8,1203431800.0,1977.2407,1117.1323844574636,0.118186615,1.0,-83.422,5049.629,121.15
179,True,1522193,-1250975.9,,2.0,100.0,0.4189424,327.16507,285.37128,,160.42468,9.359946,1738.8281,17900,-4759091000.0,1,,11772.57,1.0,-89.86781,100,-1.0,9.359946,1.0,11794426000.0,100.0,[-0.097  0.252 -0.358 -0.011 -0.019  0.081 -0.409 -1.152 -0.012  0.  0.   ],764.7519,2296.450902700424,1050.1232,1209795.4,286827400.0,2024.1995,1050.1230821114523,0.21916196,1.0,-89.86781,1205.3187,114.01
180,True,1534615,-1459292.5,,2.0,100.0,0.4189424,329.11908,321.1065,,2214516.2,9.359937,1786.6392,18000,-4.3712723e+20,1,,129269030.0,1.0,-93.15647,100,-1.0,9.359937,1.0,9.584692e+31,100.0,[-0.106  0.251 -0.359 -0.008 -0.016  0.071 -0.414 -1.149 -0.01   0.  0.   ],821.8385,2317.190614461899,1142.945,1414642.6,3522310200000.0,2107.7456,1142.9450184074446,0.1285196,1.0,-93.15647,15054088.0,124.22
181,True,1546686,-1328865.4,,2.0,100.0,0.4189424,219.25243,610.53906,,359947.38,9.359961,1279.385,18100,-1.6300426e+22,1,,23189218.0,1.0,-79.73757,100,-1.0,9.359961,1.0,2.0618434e+35,100.0,[-0.114  0.253 -0.362  0.005 -0.004  0.047 -0.418 -1.153 -0.012  0.  0.   ],505.20978,2337.356682538986,1115.7488,1292967.1,414299800000.0,1889.9241,1115.7488211592336,0.056619663,1.0,-79.73757,2450849.5,120.71
182,True,1559457,-1517164.4,,2.0,100.0,0.4189424,305.9517,359.19165,,97.703674,9.359963,1591.8545,18200,-15566651000.0,1,,5195.3096,1.0,-95.53934,100,-1.0,9.359963,1.0,162225180000.0,100.0,[-0.087  0.254 -0.363  0.003 -0.006  0.059 -0.425 -1.146 -0.012  0.  0.   ],817.7961,2357.1605088710785,1176.9878,1478906.6,157575520.0,1951.0461,1176.9877685003112,0.08915207,1.0,-95.53934,543.6987,127.71
183,True,1572014,-1435455.0,,2.0,100.0,0.4189424,243.84236,547.9629,,17.902077,9.359947,1325.4473,18300,-20184412000.0,1,,434.99084,1.0,-93.050125,100,-1.0,9.359947,1.0,326737260000.0,100.0,[-0.099  0.254 -0.364  0.004 -0.005  0.049 -0.422 -1.146 -0.012  0.  0.   ],609.9328,2377.4784309864044,1157.8956,1400181.4,21769342.0,1873.4102,1157.8956679004523,0.1249767,1.0,-93.050125,56.87447,125.57
184,True,1584649,-1490857.0,,2.0,100.0,0.4189424,287.85736,482.2038,,19.392212,9.359971,1780.2856,18400,-28220045000.0,1,,497.3364,1.0,-99.01887,100,-1.0,9.359971,1.0,300380060000.0,100.0,[-0.089  0.255 -0.364  0.006 -0.002  0.06  -0.424 -1.148 -0.012  0.  0.   ],682.50586,2398.6798412799835,1164.7096,1439410.4,23811788.0,2262.4895,1164.7096380142402,0.063474424,1.0,-99.01887,64.63159,126.35
185,True,1597030,-1447139.1,,2.0,100.0,0.4189424,300.18365,388.02155,,1064884.8,9.359905,1913.1619,18500,-3.671553e+20,1,,100781650.0,1.0,-109.73772,100,-1.0,9.359905,1.0,4.759155e+31,100.0,[-0.102  0.256 -0.364  0.003 -0.006  0.053 -0.423 -1.148 -0.012  0.  0.   ],753.82227,2417.544096469879,1141.8438,1393917.6,989904630000.0,2301.1833,1141.8438117907763,0.0762913,1.0,-109.73772,10036404.0,123.81
186,True,1609696,-1551592.0,,2.0,100.0,0.4189424,389.6822,340.63226,,526.7608,9.359781,1758.0881,18600,-13578554000000.0,1,,36391.5,1.0,-91.51854,100,-1.0,9.359781,1.0,9.40735e+16,100.0,[-0.099  0.26  -0.366  0.006 -0.003  0.082 -0.43  -1.149 -0.016  0.  0.   ],823.6149,2437.9597194194794,1164.2471,1507323.6,884208300.0,2098.7205,1164.2471686602303,0.07092817,1.0,-91.51854,3640.8982,126.66
