EpLenMean,ReturnStepMax,DivergenceHarmonic,WReturnMean,ReturnStepMaxmin,ReturnMeanIW,EmpiricalD2Arithmetic,OptimizationReturnMean,InitialBound,ESSRenyiHarmonic,InitialReturnMax,MeanIW,Inner Iteration,EmpiricalD2Harmonic,TimestepsSoFar,StdWReturnMean,StdIW,ESSRenyiArithmetic,MeanD2-0,InitialReturnStd,OptimizationReturnMin,MinTargetPdf,InitialReturnMin,EpThisIter,OptimizationReturnMax,MaxIW,VarianceInitializer,MinIW,MeanEntropy,InitialReturnMean,EpisodesSoFar,LearnableVariance,Weights,Iteration,Penalization,Epsilon,MinBehavPdf,Bound,TimeElapsed,EpRewMean
114.89,9.3598175,315265830000000.0,1262614.0,9.3598175,12451359000.0,1.0,746.8204,-1309200.5,100.0,2152.9702,6092.595,1,1.0,1012669,,59506.63,100.0,1.0,374.72665,,-95.91226,312.51617,100,1840.4541,598145.9,-1.0,0.07881399,0.4189424,1059.3365,12600,,[-0.144  0.156 -0.328 -0.009  0.022  0.119 -0.359 -1.097  0.021  0.  0.   ],126,True,2.0,-95.91226,-839625340000.0,3579.0238728523254,1059.3365503165137
114.45,9.359977,4.4143294e+35,1202949.8,9.359977,1699790600000.0,1.0,647.6969,-1235106.8,100.0,1788.7356,723221.7,1,1.0,1024114,,6771922.0,100.0,1.0,296.4539,,-96.34619,408.26947,100,1380.4661,68047790.0,-1.0,0.025525544,0.4189424,1055.9663,12700,,[-0.155  0.161 -0.331 -0.002  0.028  0.112 -0.341 -1.116  0.021  0.  0.   ],127,True,2.0,-96.34619,-2.1365205e+22,3633.263754606247,1055.9663144653887
107.64,9.359936,93263280000.0,1122266.5,9.359936,387236220.0,1.0,677.3194,-1165974.0,100.0,2085.3823,259.06992,1,1.0,1034878,,1961.6709,100.0,1.0,374.4357,,-92.19793,313.67224,100,1771.7101,19294.082,-1.0,0.047389504,0.4189424,990.99164,12800,,[-0.129  0.162 -0.332 -0.006  0.024  0.122 -0.335 -1.126  0.02   0.  0.   ],128,True,2.0,-92.19793,-13735017000.0,3689.8870136737823,990.9916338021997
96.88,9.359943,5239056400.0,919315.56,9.359943,32150978.0,1.0,579.1815,-958423.0,100.0,1972.5935,18.370296,1,1.0,1044566,,144.84543,100.0,1.0,347.65945,,-92.53208,314.37793,100,1658.2156,1456.9766,-1.0,0.08628266,0.4189424,893.5595,12900,,[-0.12   0.163 -0.333 -0.006  0.024  0.134 -0.338 -1.124  0.02   0.  0.   ],129,True,2.0,-92.53208,-2862787600.0,3742.0106456279755,893.5594446225975
108.63,9.359995,121234900.0,1127376.8,9.359995,17058964.0,1.0,717.1248,-1166553.9,100.0,1974.3503,9.525362,1,1.0,1055429,,49.36806,100.0,1.0,351.5739,,-86.20557,284.75958,100,1689.5908,476.0158,-1.0,0.04299419,0.4189424,1001.88446,13000,,[-0.13   0.162 -0.333 -0.007  0.023  0.123 -0.341 -1.126  0.02   0.  0.   ],130,True,2.0,-86.20557,-448423740.0,3777.131859064102,1001.8844802386537
101.78,9.359898,453645500.0,967768.75,9.359898,5816331.5,1.0,608.51544,-993614.3,100.0,1603.6182,4.5541697,1,1.0,1065607,,11.81826,100.0,1.0,291.46155,,-73.77832,331.069,100,1272.5492,83.64442,-1.0,0.06493557,0.4189424,939.58453,13100,,[-0.118  0.162 -0.334 -0.012  0.018  0.126 -0.338 -1.132  0.019  0.  0.   ],131,True,2.0,-73.77832,-556297700.0,3810.5664308071136,939.5844832988004
104.43,9.359859,1.5689317e+22,1031100.25,9.359859,2054228100.0,1.0,660.68945,-1063023.8,100.0,1782.2279,1181.1497,1,1.0,1076050,,5763.915,100.0,1.0,319.25333,,-85.91436,303.24918,100,1478.9788,55289.254,-1.0,0.051999953,0.4189424,963.9386,13200,,[-0.131  0.163 -0.335 -0.011  0.019  0.119 -0.342 -1.129  0.02   0.  0.   ],132,True,2.0,-85.91436,-3998629000000000.0,3848.0959179401398,963.9385992909926
99.84,9.359915,1516095600.0,964902.44,9.359915,4607484.5,1.0,563.0104,-999099.8,100.0,1844.61,3.8858776,1,1.0,1086034,,12.108409,100.0,1.0,339.3028,,-99.814705,358.8226,100,1485.7874,110.693405,-1.0,0.009396845,0.4189424,921.8331,13300,,[-0.121  0.162 -0.336 -0.012  0.018  0.137 -0.362 -1.116  0.02   0.  0.   ],133,True,2.0,-99.814705,-1336149400.0,3894.6577637195587,921.8330186849998
107.1,9.359933,8773929000.0,1065710.0,9.359933,25663608.0,1.0,612.2579,-1092602.1,100.0,1635.763,16.4768,1,1.0,1096744,,83.39554,100.0,1.0,296.34097,,-79.31423,376.62628,100,1259.1367,803.4349,-1.0,0.06455817,0.4189424,988.8842,13400,,[-0.128  0.162 -0.336 -0.015  0.015  0.125 -0.358 -1.119  0.018  0.  0.   ],134,True,2.0,-79.31423,-2544617200.0,3929.7378482818604,988.8841901324179
112.75,9.35993,2.117958e+27,1188125.8,9.35993,17420812000.0,1.0,650.4214,-1227846.8,100.0,1988.0084,10518.974,1,1.0,1108019,,78682.6,100.0,1.0,332.92667,,-90.488846,387.50232,100,1600.5061,775098.4,-1.0,0.05943431,0.4189424,1037.9237,13500,,[-0.138  0.16  -0.336 -0.017  0.012  0.115 -0.36  -1.124  0.019  0.  0.   ],135,True,2.0,-90.488846,-1.8280056e+18,3967.197727918625,1037.9237478516743
99.12,9.359944,22802024000.0,954745.0,9.359944,18375764.0,1.0,565.6841,-991689.06,100.0,1917.2563,8.584444,1,1.0,1117931,,35.34476,100.0,1.0,343.05832,,-81.00727,349.22363,100,1568.0327,318.18542,-1.0,0.15043701,0.4189424,914.90765,13600,,[-0.137  0.161 -0.338 -0.027  0.002  0.14  -0.371 -1.122  0.022  0.  0.   ],136,True,2.0,-81.00727,-5597030400.0,4003.401666164398,914.9076657705369
115.51,9.359858,7683135500.0,1241934.9,9.359858,2445111800.0,1.0,751.71594,-1276137.8,100.0,1844.7561,1243.6512,1,1.0,1129482,,11729.181,100.0,1.0,329.1321,,-79.80087,312.99396,100,1531.7622,117828.64,-1.0,0.13677813,0.4189424,1064.7098,13700,,[-0.149  0.161 -0.338 -0.028  0.002  0.131 -0.374 -1.12   0.022  0.  0.   ],137,True,2.0,-79.80087,-5443097600.0,4041.5159273147583,1064.7098066346123
115.42,9.359935,1.6873975e+24,1210136.4,9.359935,182440590000.0,1.0,710.5614,-1238563.6,100.0,1681.8048,125369.01,1,1.0,1141024,,1133444.0,100.0,1.0,288.71838,,-79.69106,350.93665,100,1330.8682,11378696.0,-1.0,0.01353915,0.4189424,1061.4979,13800,,[-0.159  0.16  -0.338 -0.022  0.008  0.122 -0.373 -1.119  0.023  0.  0.   ],138,True,2.0,-79.69106,-3.6927034e+16,4081.4754996299744,1061.4980298921232
119.18,9.359861,9342469000000000.0,1283543.4,9.359861,202136800.0,1.0,778.17065,-1313540.9,100.0,1727.6282,208.09158,1,1.0,1152942,,589.17737,100.0,1.0,267.30856,,-76.68489,322.7787,100,1404.8495,3985.4187,-1.0,0.11002849,0.4189424,1100.9493,13900,,[-0.16   0.161 -0.342 -0.023  0.006  0.095 -0.372 -1.133  0.018  0.  0.   ],139,True,2.0,-76.68489,-2899639500000.0,4119.601873636246,1100.94933019963
105.78,9.359961,1882613400.0,1005438.75,9.359961,27266420.0,1.0,643.04913,-1037233.75,100.0,1778.6389,24.036428,1,1.0,1163520,,181.774,100.0,1.0,235.15181,,-84.66535,331.70334,100,1446.9355,1821.959,-1.0,0.07259245,0.4189424,974.75244,14000,,[-0.147  0.16  -0.345  0.018  0.048  0.09  -0.371 -1.148  0.02   0.  0.   ],140,True,2.0,-84.66535,-1406820000.0,4157.674412250519,974.752466341385
108.52,9.359895,79526350000.0,1103101.6,9.359895,29386308.0,1.0,735.2877,-1136408.6,100.0,1820.4343,25.901665,1,1.0,1174372,,55.17188,100.0,1.0,316.30243,,-92.96994,266.23834,100,1554.196,327.33783,-1.0,0.030741097,0.4189424,1001.526,14100,,[-0.122  0.157 -0.346  0.011  0.04   0.08  -0.375 -1.158  0.019  0.  0.   ],141,True,2.0,-92.96994,-9422033000.0,4192.132037639618,1001.5260001955669
115.52,9.359921,1.0172038e+36,1206667.5,9.359921,286113370000000.0,1.0,562.86206,-1237025.2,100.0,1737.9746,214923470.0,1,1.0,1185924,,2107808300.0,100.0,1.0,271.10178,,-81.180885,501.64316,100,1236.3314,21186427000.0,-1.0,0.1382796,0.4189424,1064.5051,14200,,[-1.266e-01  1.596e-01 -3.474e-01  8.699e-04  3.089e-02  1.012e-01 -3.912e-01 -1.151e+00  2.100e-02  0.000e+00  0.000e+00],142,True,2.0,-81.180885,-3.0617745e+22,4227.64549779892,1064.5052163444736
113.4,9.359901,7.624684e+33,1173475.0,9.359901,1921497400000.0,1.0,763.9818,-1200918.4,100.0,1652.4427,1515975.2,1,1.0,1197264,,12010979.0,100.0,1.0,271.52786,,-92.709366,284.70676,100,1367.736,115769090.0,-1.0,0.0559865,0.4189424,1048.6885,14300,,[-0.139  0.159 -0.348 -0.008  0.022  0.08  -0.378 -1.15   0.027  0.  0.   ],143,True,2.0,-92.709366,-2.3963274e+21,4262.553864002228,1048.6885110824269
115.35,9.359851,9.082031e+25,1240242.0,9.359851,937695840000.0,1.0,656.0218,-1282666.9,100.0,2054.5576,692022.75,1,1.0,1208799,,6754309.5,100.0,1.0,329.06375,,-103.16324,407.91382,100,1646.6438,67885490.0,-1.0,0.10521604,0.4189424,1063.9357,14400,,[-0.124  0.164 -0.352 -0.002  0.029  0.1   -0.392 -1.144  0.027  0.  0.   ],144,True,2.0,-103.16324,-4.0430726e+17,4297.55962395668,1063.9356309813115
115.09,9.359716,1.8947834e+29,1248488.1,9.359716,61677690000.0,1.0,710.5734,-1286518.4,100.0,1945.2378,46984.16,1,1.0,1220308,,432300.94,100.0,1.0,351.27783,,-92.01215,350.13007,100,1595.1077,4344345.5,-1.0,0.2611663,0.4189424,1060.7036,14500,,[-0.102  0.164 -0.353 -0.016  0.015  0.103 -0.389 -1.148  0.021  0.  0.   ],145,True,2.0,-92.01215,-1.6554176e+19,4333.8645832538605,1060.7035397594732
104.25,9.359885,3593089300.0,1027737.9,9.359885,10842099.0,1.0,556.058,-1079996.4,100.0,2280.2732,8.2350445,1,1.0,1230733,,37.94744,100.0,1.0,319.33533,,-88.831406,406.1077,100,1874.1655,367.60083,-1.0,0.17391852,0.4189424,962.1657,14600,,[-0.074  0.163 -0.355 -0.024  0.007  0.103 -0.394 -1.138  0.023  0.  0.   ],146,True,2.0,-88.831406,-3143335700.0,4365.681014537811,962.1656865101031
108.22,9.359982,9.4071726e+19,1074015.9,9.359982,704393400.0,1.0,608.7748,-1107485.5,100.0,1824.8756,395.38867,1,1.0,1241555,,2894.5566,100.0,1.0,279.44824,,-78.85089,389.18536,100,1435.6902,27437.906,-1.0,0.10483304,0.4189424,997.96014,14700,,[-0.086  0.164 -0.355 -0.019  0.012  0.095 -0.393 -1.14   0.022  0.  0.   ],147,True,2.0,-78.85089,-324623120000000.0,4404.24573469162,997.9601851613621
99.84,9.359971,6.4602315e+35,925237.0,9.359971,1169608500000.0,1.0,514.21936,-959040.5,100.0,1833.9551,811951.75,1,1.0,1251539,,8063131.5,100.0,1.0,275.2406,,-74.90533,407.45288,100,1426.5022,81039040.0,-1.0,0.007458113,0.4189424,921.67224,14800,,[-0.065  0.165 -0.357 -0.012  0.019  0.094 -0.38  -1.142  0.006  0.  0.   ],148,True,2.0,-74.90533,-2.7169636e+22,4437.906445264816,921.6722137171433
114.22,9.35988,270332310000.0,1218552.9,9.35988,47400260.0,1.0,687.28534,-1256564.4,100.0,1944.7588,23.912247,1,1.0,1262961,,126.56843,100.0,1.0,329.98273,,-83.55705,366.12073,100,1578.6381,1231.2106,-1.0,0.09894544,0.4189424,1053.406,14900,,[-0.074  0.164 -0.357 -0.011  0.02   0.068 -0.369 -1.151  0.003  0.  0.   ],149,True,2.0,-83.55705,-19810857000.0,4478.680821657181,1053.4060632734786
111.41,9.359997,1.2644715e+20,1137818.1,9.359997,405310850.0,1.0,677.5643,-1175574.9,100.0,1938.2307,269.4851,1,1.0,1274102,,2009.7139,100.0,1.0,282.85477,,-97.17634,350.93524,100,1587.2954,19435.469,-1.0,0.045661047,0.4189424,1028.4996,15000,,[-0.087  0.165 -0.358 -0.013  0.018  0.06  -0.368 -1.152  0.004  0.  0.   ],150,True,2.0,-97.17634,-424569000000000.0,4516.429945468903,1028.499554094771
109.29,9.359802,3.805404e+26,1088381.1,9.359802,5254723600.0,1.0,592.8348,-1113364.5,100.0,1576.6449,4826.1245,1,1.0,1285031,,26490.666,100.0,1.0,261.77084,,-72.77439,417.0449,100,1159.6,257432.12,-1.0,0.10339374,0.4189424,1009.87976,15100,,[-0.068  0.165 -0.358 -0.008  0.024  0.052 -0.349 -1.164  0.002  0.  0.   ],151,True,2.0,-72.77439,-4.873608e+17,4552.652113199234,1009.8797454234278
106.48,9.359967,9502637000000000.0,1044822.5,9.359967,3820310500.0,1.0,638.03064,-1075278.4,100.0,1740.7773,2507.2236,1,1.0,1295679,,23825.994,100.0,1.0,285.68365,,-82.60822,343.40063,100,1397.3767,239499.55,-1.0,0.095877804,0.4189424,981.4313,15200,,[-0.075  0.176 -0.362 -0.044 -0.014  0.072 -0.371 -1.153  0.009  0.  0.   ],152,True,2.0,-82.60822,-2972688300000.0,4588.611104726791,981.4312511882902
108.52,9.359985,43482730000.0,1088744.2,9.359985,24484802.0,1.0,612.63916,-1118715.0,100.0,1726.8607,15.365369,1,1.0,1306531,,74.00392,100.0,1.0,290.19888,,-97.1849,389.6228,100,1337.2379,677.3451,-1.0,0.14875017,0.4189424,1002.26196,15300,,[-0.077  0.177 -0.363 -0.038 -0.007  0.056 -0.354 -1.171  0.006  0.  0.   ],153,True,2.0,-97.1849,-6274131000.0,4624.442282915115,1002.2619281785051
111.55,9.359961,5.896608e+21,1149977.0,9.359961,54333723000.0,1.0,650.99445,-1186267.5,100.0,1900.2224,19454.867,1,1.0,1317686,,191747.62,100.0,1.0,295.1683,,-84.0759,379.953,100,1520.2694,1927306.2,-1.0,0.05872888,0.4189424,1030.9474,15400,,[-0.085  0.178 -0.364 -0.038 -0.007  0.043 -0.352 -1.172  0.005  0.  0.   ],154,True,2.0,-84.0759,-2786768300000000.0,4663.679745674133,1030.9474371422339
102.58,9.3599205,263983410.0,977908.25,9.3599205,234825890.0,1.0,633.2706,-1014676.25,100.0,1912.684,132.8255,1,1.0,1327944,,1047.4806,100.0,1.0,289.01257,,-92.43547,312.44604,100,1600.2379,10234.04,-1.0,0.14179662,0.4189424,945.7166,15500,,[-8.402e-02  1.807e-01 -3.646e-01 -4.309e-02 -1.245e-02  6.530e-02 -3.665e-01 -1.158e+00  1.057e-03  0.000e+00  0.000e+00],155,True,2.0,-92.43547,-832214800.0,4697.975939273834,945.7166731231226
106.52,9.35993,2.3828968e+36,1078221.0,9.35993,32346740000000.0,1.0,604.3523,-1113143.2,100.0,1864.0568,20750668.0,1,1.0,1338596,,200352130.0,100.0,1.0,337.2544,,-100.85489,377.72742,100,1486.3293,2013532900.0,-1.0,0.045803055,0.4189424,982.0797,15600,,[-0.073  0.182 -0.364 -0.042 -0.011  0.073 -0.368 -1.151  0.002  0.  0.   ],156,True,2.0,-100.85489,-5.3908006e+22,4733.896806240082,982.0796654718026
108.15,9.359989,854361900.0,1080737.2,9.359989,34106076.0,1.0,640.9233,-1113275.4,100.0,1799.3019,20.772215,1,1.0,1349411,,104.28223,100.0,1.0,288.5854,,-75.73633,357.80377,100,1441.498,793.99585,-1.0,0.060588516,0.4189424,998.72705,15700,,[-0.087  0.183 -0.366 -0.035 -0.004  0.052 -0.36  -1.164 -0.002  0.  0.   ],157,True,2.0,-75.73633,-985173600.0,4768.743651628494,998.7270847718349
121.95,9.359853,5.2544322e+26,1364996.2,9.359853,3672177700.0,1.0,689.8389,-1411377.5,100.0,2148.2197,2317.4111,1,1.0,1361606,,20452.479,100.0,1.0,319.37238,,-91.695305,433.99268,100,1714.227,205324.22,-1.0,0.042696394,0.4189424,1123.8315,15800,,[-0.076  0.183 -0.367 -0.032 -0.002  0.061 -0.365 -1.165 -0.003  0.  0.   ],158,True,2.0,-91.695305,-1.06316995e+18,4807.855768203735,1123.831634549853
110.55,9.35995,1.5503813e+26,1146007.1,9.35995,745972240000.0,1.0,629.2598,-1181356.4,100.0,1875.4172,524962.75,1,1.0,1372661,,5187602.0,100.0,1.0,329.54697,,-105.45587,389.27148,100,1486.1458,52140624.0,-1.0,0.02313954,0.4189424,1018.5312,15900,,[-0.061  0.185 -0.369 -0.016  0.015  0.072 -0.371 -1.171 -0.007  0.  0.   ],159,True,2.0,-105.45587,-4.4014746e+17,4846.077127933502,1018.531251343372
118.86,9.359704,2117307100.0,1318038.2,9.359704,63269064.0,1.0,699.78345,-1358324.9,100.0,2002.1116,38.61727,1,1.0,1384547,,188.80917,100.0,1.0,341.82083,,-89.86115,396.20776,100,1605.9038,1442.7295,-1.0,0.035390075,0.4189424,1095.9912,16000,,[-0.065  0.187 -0.371 -0.027  0.004  0.051 -0.359 -1.182 -0.01   0.  0.   ],160,True,2.0,-89.86115,-1917018000.0,4887.474970340729,1095.9912269768536
119.63,9.35994,51299955000.0,1318053.9,9.35994,22681312.0,1.0,671.1929,-1351686.4,100.0,1829.3105,11.590859,1,1.0,1396510,,43.903347,100.0,1.0,312.6663,,-110.667725,433.47614,100,1395.8345,330.1721,-1.0,0.1263438,0.4189424,1104.6691,16100,,[-0.078  0.189 -0.372 -0.027  0.004  0.047 -0.363 -1.176 -0.011  0.  0.   ],161,True,2.0,-110.667725,-7640238600.0,4927.353436470032,1104.6690245537443
117.22,9.359927,8.801344e+25,1280214.5,9.359927,106626810000.0,1.0,772.19635,-1347359.2,100.0,2584.7236,62215.93,1,1.0,1408232,,543486.25,100.0,1.0,321.13025,,-122.616615,312.74146,100,2271.9822,5445414.5,-1.0,0.022345714,0.4189424,1084.9379,16200,,[-0.091  0.191 -0.372 -0.027  0.004  0.04  -0.36  -1.177 -0.011  0.  0.   ],162,True,2.0,-122.616615,-6.2991976e+17,4965.883236646652,1084.9377766502848
115.86,9.359958,458473470.0,1267332.0,9.359958,18925532.0,1.0,737.20917,-1321807.4,100.0,2328.1355,9.338925,1,1.0,1419818,,43.13887,100.0,1.0,352.13797,,-100.72951,332.05737,100,1996.0781,357.58722,-1.0,0.19613202,0.4189424,1069.2665,16300,,[-7.544e-02  1.904e-01 -3.728e-01 -2.960e-02  1.094e-03  5.950e-02 -3.762e-01 -1.169e+00 -1.093e-02  0.000e+00  0.000e+00],163,True,2.0,-100.72951,-1185348400.0,5004.451573133469,1069.266478103477
116.61,9.359974,9.0547414e+30,1229315.2,9.359974,25848785000000.0,1.0,697.7494,-1258019.1,100.0,1689.967,21378704.0,1,1.0,1431479,,212712560.0,100.0,1.0,262.56583,,-82.52492,379.45746,100,1310.5095,2137841900.0,-1.0,0.081034034,0.4189424,1077.2068,16400,,[-0.087  0.193 -0.374 -0.024  0.007  0.055 -0.38  -1.168 -0.009  0.  0.   ],164,True,2.0,-82.52492,-8.6372804e+19,5043.285191059113,1077.206812591353
117.7,9.359978,1.3273725e+33,1252925.2,9.359978,30765875000.0,1.0,729.6208,-1296740.6,100.0,2087.9546,17603.508,1,1.0,1443249,,164518.67,100.0,1.0,258.71432,,-88.97138,359.41193,100,1728.5427,1653715.0,-1.0,0.15973608,0.4189424,1089.0327,16500,,[-0.112  0.195 -0.375 -0.012  0.019  0.05  -0.387 -1.168 -0.01   0.  0.   ],165,True,2.0,-88.97138,-1.5963235e+21,5081.899639368057,1089.0326860780076
122.5,9.359706,1.8114102e+27,1376989.5,9.359706,15488958000.0,1.0,799.1998,-1425799.4,100.0,2203.7493,9478.85,1,1.0,1455499,,39965.168,100.0,1.0,318.51862,,-99.57152,330.19614,100,1873.5531,305824.84,-1.0,0.14673816,0.4189424,1129.396,16600,,[-0.085  0.195 -0.377 -0.012  0.018  0.061 -0.397 -1.161 -0.01   0.  0.   ],166,True,2.0,-99.57152,-2.0773762e+18,5122.3011112213135,1129.3960157659487
114.83,9.359918,7.102236e+23,1246082.4,9.359918,6639937500.0,1.0,689.97046,-1284833.6,100.0,1963.5895,2316.6428,1,1.0,1466982,,19323.303,100.0,1.0,354.39044,,-90.23137,368.5614,100,1595.0281,191476.69,-1.0,0.004020773,0.4189424,1058.532,16700,,[-7.347e-02  1.954e-01 -3.778e-01  6.323e-04  3.148e-02  7.633e-02 -4.123e-01 -1.157e+00 -5.355e-03  0.000e+00  0.000e+00],167,True,2.0,-90.23137,-3.2657387e+16,5159.151470661163,1058.531926386267
114.08,9.36,12645256000.0,1250985.6,9.36,110913224.0,1.0,732.1625,-1306872.2,100.0,2358.0981,43.953625,1,1.0,1478390,,382.58194,100.0,1.0,376.27756,,-103.371605,321.11853,100,2036.9796,3844.7766,-1.0,0.110156156,0.4189424,1053.2811,16800,,[-0.049  0.196 -0.378 -0.005  0.025  0.07  -0.397 -1.162 -0.008  0.  0.   ],168,True,2.0,-103.371605,-6395402000.0,5197.784194946289,1053.2810581852518
119.0,9.359976,2524568400000.0,1331081.1,9.359976,160820030.0,1.0,689.6976,-1374285.8,100.0,2073.3513,98.4434,1,1.0,1490290,,305.4851,100.0,1.0,354.66818,,-90.72389,408.16,100,1665.1913,2051.3613,-1.0,0.03908965,0.4189424,1097.8578,16900,,[-0.074  0.207 -0.383 -0.006  0.025  0.084 -0.398 -1.159 -0.008  0.  0.   ],169,True,2.0,-90.72389,-68807840000.0,5235.939955711365,1097.8577116170889
127.6,9.359967,693187840000.0,1486307.6,9.359967,123560130.0,1.0,799.0446,-1523375.0,100.0,1920.4568,62.578804,1,1.0,1503050,,488.96936,100.0,1.0,320.76022,,-85.41092,377.14447,100,1543.3123,4885.7573,-1.0,0.12785359,0.4189424,1176.1891,17000,,[-6.714e-02  2.106e-01 -3.870e-01 -7.608e-03  2.426e-02  5.778e-02 -3.892e-01 -1.168e+00 -1.783e-04  0.000e+00  0.000e+00],170,True,2.0,-85.41092,-30985052000.0,5278.560467004776,1176.1890237589066
127.6,9.359925,705555260.0,1456234.5,9.359925,25382786.0,1.0,732.10864,-1504030.1,100.0,2180.729,14.568269,1,1.0,1515810,,55.900658,100.0,1.0,272.1722,,-92.2053,443.5429,100,1737.186,522.68146,-1.0,0.12863143,0.4189424,1175.6516,17100,,[-7.808e-02  2.107e-01 -3.877e-01 -1.187e-02  1.994e-02  4.911e-02 -3.920e-01 -1.166e+00  4.253e-04  0.000e+00  0.000e+00],171,True,2.0,-92.2053,-1294937200.0,5320.693130731583,1175.651636809182
123.75,9.359844,11986599000.0,1392576.6,9.359844,13366916.0,1.0,794.2518,-1432026.4,100.0,1981.2069,9.734611,1,1.0,1528185,,33.715702,100.0,1.0,293.18054,,-90.0789,348.8238,100,1632.383,275.2489,-1.0,0.05451087,0.4189424,1143.0757,17200,,[-8.807e-02  2.120e-01 -3.886e-01 -7.016e-03  2.484e-02  4.083e-02 -3.911e-01 -1.171e+00  5.846e-04  0.000e+00  0.000e+00],172,True,2.0,-90.0789,-4332434400.0,5359.582975387573,1143.0756141360796
114.25,9.359893,4.344199e+26,1182299.6,9.359893,266657780000.0,1.0,566.34576,-1212805.9,100.0,1742.2183,155401.69,1,1.0,1539610,,1114219.8,100.0,1.0,261.8971,,-83.92097,488.97864,100,1253.2396,10267959.0,-1.0,0.020228758,0.4189424,1055.3243,17300,,[-0.105  0.216 -0.39   0.009  0.041  0.043 -0.385 -1.181  0.002  0.  0.   ],173,True,2.0,-83.92097,-6.3583225e+17,5394.415872335434,1055.3243971682475
111.23,9.359924,2.6389439e+22,1138645.5,9.359924,2879825700.0,1.0,604.6791,-1186606.2,100.0,2184.493,1032.237,1,1.0,1550733,,8897.05,100.0,1.0,278.11142,,-107.255516,425.51483,100,1758.978,89091.14,-1.0,0.0966991,0.4189424,1030.1938,17400,,[-1.047e-01  2.172e-01 -3.913e-01 -5.647e-04  3.113e-02  1.651e-02 -3.759e-01 -1.181e+00  2.242e-03  0.000e+00  0.000e+00],174,True,2.0,-107.255516,-7791103000000000.0,5426.755994081497,1030.1939116785486
119.68,9.359989,6.282329e+16,1287055.0,9.359989,32182096.0,1.0,632.45886,-1313650.1,100.0,1626.7051,20.6393,1,1.0,1562701,,93.743866,100.0,1.0,254.89601,,-84.43822,473.0197,100,1153.6853,733.68774,-1.0,0.16159126,0.4189424,1105.4786,17500,,[-0.089  0.217 -0.393 -0.008  0.023  0.032 -0.393 -1.172  0.002  0.  0.   ],175,True,2.0,-84.43822,-6665956500000.0,5461.227119922638,1105.4785792473244
121.95,9.359811,7076863000.0,1318359.6,9.359811,8930501.0,1.0,560.9602,-1348159.0,100.0,1721.913,7.6506233,1,1.0,1574896,,17.50297,100.0,1.0,216.9857,,-78.55228,566.5489,100,1155.364,116.41353,-1.0,0.0051883617,0.4189424,1127.5092,17600,,[-0.106  0.221 -0.393 -0.011  0.021  0.038 -0.406 -1.151  0.005  0.  0.   ],176,True,2.0,-78.55228,-2515762400.0,5500.973606348038,1127.5091128850636
123.84,9.359916,1.4604901e+34,1398819.5,9.359916,3897280300.0,1.0,794.1832,-1449214.9,100.0,2239.253,3118.0588,1,1.0,1587280,,13971.999,100.0,1.0,296.23688,,-109.243774,350.83344,100,1888.4194,107889.97,-1.0,0.039625175,0.4189424,1145.0167,17700,,[-0.098  0.222 -0.394 -0.013  0.019  0.051 -0.409 -1.154  0.005  0.  0.   ],177,True,2.0,-109.243774,-6.0902904e+21,5549.230844736099,1145.0166797521329
122.94,9.359894,5.790551e+28,1368371.9,9.359894,27056308000000.0,1.0,651.16956,-1401825.5,100.0,1824.4395,16861146.0,1,1.0,1599574,,164518050.0,100.0,1.0,290.7041,,-110.43886,481.9072,100,1342.5322,1653686000.0,-1.0,0.08410471,0.4189424,1133.0768,17800,,[-0.082  0.225 -0.396 -0.027  0.005  0.066 -0.415 -1.151  0.006  0.  0.   ],178,True,2.0,-110.43886,-8.0501266e+18,5594.458151817322,1133.076789544478
121.74,9.359935,97983270.0,1370011.2,9.359935,24010850.0,1.0,622.4436,-1411937.1,100.0,2042.4368,16.939695,1,1.0,1611748,,72.47757,100.0,1.0,338.07037,,-88.889244,498.14542,100,1544.2914,698.1322,-1.0,0.035966042,0.4189424,1120.589,17900,,[-0.092  0.226 -0.403 -0.008  0.024  0.076 -0.463 -1.133 -0.013  0.  0.   ],179,True,2.0,-88.889244,-439018050.0,5638.499295949936,1120.589012452079
109.63,9.359936,9293982000.0,1128193.4,9.359936,317539900.0,1.0,582.3689,-1167189.4,100.0,1969.7822,218.47491,1,1.0,1622711,,1359.4711,100.0,1.0,337.88593,,-98.726944,424.61993,100,1545.1624,10740.904,-1.0,0.035499867,0.4189424,1006.98883,18000,,[-0.089  0.229 -0.404 -0.009  0.022  0.091 -0.463 -1.135 -0.014  0.  0.   ],180,True,2.0,-98.726944,-4076950000.0,5678.7008011341095,1006.9888257599083
119.88,9.359998,600469800000.0,1336180.8,9.359998,1374003100.0,1.0,730.6621,-1375218.5,100.0,1970.8339,898.2584,1,1.0,1634699,,7683.648,100.0,1.0,352.63757,,-95.88919,370.1683,100,1600.6655,76933.9,-1.0,0.009697278,0.4189424,1100.8304,18100,,[-0.099  0.23  -0.405 -0.007  0.024  0.081 -0.458 -1.138 -0.015  0.  0.   ],181,True,2.0,-95.88919,-31624186000.0,5720.376987695694,1100.8303602794442
