Iteration,MinTargetPdf,LearnableVariance,Bound,OptimizationReturnMean,Penalization,TimestepsSoFar,ESSRenyiHarmonic,MeanEntropy,InitialReturnMean,ReturnStepMaxmin,MinBehavPdf,VarianceInitializer,ReturnMeanIW,ReturnStepMax,EpRewMean,EpLenMean,DivergenceHarmonic,OptimizationReturnMax,InitialReturnMin,InitialReturnStd,TimeElapsed,InitialBound,EmpiricalD2Arithmetic,ESSRenyiArithmetic,EpThisIter,EpisodesSoFar,StdWReturnMean,MeanIW,EmpiricalD2Harmonic,Inner Iteration,StdIW,WReturnMean,MinIW,OptimizationReturnMin,MaxIW,Weights,InitialReturnMax,Epsilon,MeanD2-0
119,-85.49155,,-10368240000000.0,587.8404,True,669841,100.0,0.4189424,939.22266,9.359838,-85.49155,-1.0,292686720.0,9.359838,939.2226849538149,101.33,1.148372e+17,1393.373,351.38232,267.66214,1078.5095558166504,-984377.56,1.0,100.0,100,11900,,327.33853,1.0,1,2076.2715,953782.4,0.03600489,,20754.639,[-0.129  0.154 -0.259 -0.025  0.026  0.046 -0.285 -0.973  0.004  0.  0.   ],1744.7554,2.0,1.0
120,-91.145256,,-5144764400.0,650.2333,True,680378,100.0,0.4189424,974.0132,9.35993,-91.145256,-1.0,9124566.0,9.35993,974.0132562065751,105.37,16658052000.0,1665.9769,323.78,326.51373,1097.9919378757477,-1095104.0,1.0,100.0,100,12000,,6.1991825,1.0,1,17.060032,1055313.0,0.20954102,,153.3324,[-0.124  0.158 -0.262 -0.027  0.024  0.071 -0.3   -0.969  0.004  0.  0.   ],1989.757,2.0,1.0
121,-73.42294,,-21220002000.0,684.66425,True,690888,100.0,0.4189424,969.49713,9.359924,-73.42294,-1.0,43413084.0,9.359924,969.4970338112372,105.1,856072300000.0,1224.2365,284.83286,273.08295,1113.0139789581299,-1037386.5,1.0,100.0,100,12100,,35.97919,1.0,1,112.97777,1014498.75,0.028551072,,894.8957,[-0.115  0.159 -0.263 -0.031  0.02   0.082 -0.303 -0.972  0.003  0.  0.   ],1509.0693,2.0,1.0
122,-96.27104,,-44250450000.0,684.3144,True,701800,100.0,0.4189424,1008.43555,9.359942,-96.27104,-1.0,1565308500.0,9.359942,1008.4354703938172,109.12,1061828000000.0,1706.0547,324.1211,314.15292,1129.6204419136047,-1157058.1,1.0,100.0,100,12200,,1060.8949,1.0,1,10078.19,1115634.1,0.22732626,,101321.55,[-0.108  0.164 -0.266 -0.026  0.025  0.071 -0.281 -0.986 -0.002  0.  0.   ],2030.1758,2.0,1.0
123,-83.381325,,-7225238500.0,583.85913,True,712013,100.0,0.4189424,945.0424,9.359845,-83.381325,-1.0,5336237.5,9.359845,945.0424086737813,102.13,61266452000.0,1342.4211,361.1833,293.83026,1144.5520300865173,-1008610.4,1.0,100.0,100,12300,,3.8018491,1.0,1,7.5604877,979441.4,0.095401324,,55.991074,[-0.109  0.165 -0.266 -0.026  0.025  0.056 -0.261 -1.002  0.007  0.  0.   ],1703.6045,2.0,1.0
124,-84.144714,,-963033540.0,617.74786,True,722708,100.0,0.4189424,987.8971,9.359759,-84.144714,-1.0,8557686.0,9.359759,987.8970715349463,106.95,991078000.0,1366.7089,370.14914,306.34946,1163.080152273178,-1100109.4,1.0,100.0,100,12400,,6.592203,1.0,1,16.999678,1069790.5,0.014143946,,138.82156,[-0.102  0.172 -0.268 -0.029  0.02   0.063 -0.237 -1.017  0.005  0.  0.   ],1736.858,2.0,1.0
125,-88.19418,,-673176300.0,645.6826,True,733605,100.0,0.4189424,1006.0017,9.359732,-88.19418,-1.0,21837452.0,9.359732,1006.001689507511,108.97,574100540.0,1284.3,360.31903,299.98944,1182.3631386756897,-1129217.1,1.0,100.0,100,12500,,18.314964,1.0,1,78.225136,1102033.0,0.009273208,,582.44855,[-0.096  0.175 -0.27  -0.028  0.022  0.076 -0.239 -1.02   0.006  0.  0.   ],1644.619,2.0,1.0
126,-85.60658,,-1597823700.0,598.8671,True,744306,100.0,0.4189424,987.24365,9.35998,-85.60658,-1.0,132434250.0,9.35998,987.2436755384115,107.01,2323904500.0,1350.7483,388.37653,315.53375,1200.6141939163208,-1104609.8,1.0,100.0,100,12600,,50.027973,1.0,1,387.26044,1074211.6,0.019496003,,3877.3567,[-0.091  0.175 -0.27  -0.026  0.024  0.09  -0.242 -1.018  0.004  0.  0.   ],1739.1249,2.0,1.0
127,-87.72063,,-3.7290278e+22,642.42236,True,755051,100.0,0.4189424,991.4377,9.359932,-87.72063,-1.0,1319375500000.0,9.359932,991.4375937328743,107.45,1.6568087e+36,1348.7925,349.01532,322.53125,1218.3720247745514,-1115945.6,1.0,100.0,100,12700,,888386.4,1.0,1,5073670.0,1086974.9,0.07776931,,40169604.0,[-0.099  0.175 -0.27  -0.027  0.022  0.077 -0.239 -1.02   0.003  0.  0.   ],1697.8077,2.0,1.0
128,-90.17151,,-263525420000.0,604.9055,True,764985,100.0,0.4189424,917.0014,9.359972,-90.17151,-1.0,258481680.0,9.359972,917.001417695726,99.34,136973140000000.0,1183.961,312.09583,291.76483,1232.7851643562317,-948513.0,1.0,100.0,100,12800,,263.23956,1.0,1,1806.3544,926018.3,0.035778295,,17261.621,[-1.262e-01  1.810e-01 -2.745e-01 -4.167e-02  8.013e-03  1.052e-01 -2.792e-01 -1.004e+00  4.625e-04  0.000e+00  0.000e+00],1496.0569,2.0,1.0
129,-106.62433,,-5.3043496e+17,662.3678,True,775479,100.0,0.4189424,967.2542,9.359948,-106.62433,-1.0,675072060.0,9.359948,967.2542304375346,104.94,1.0402037e+26,1969.9243,304.88647,388.8567,1250.6673390865326,-1138798.8,1.0,100.0,100,12900,,277.88284,1.0,1,2118.056,1086790.2,0.0045734067,,21129.865,[-0.12   0.179 -0.275 -0.032  0.018  0.118 -0.298 -0.99   0.001  0.  0.   ],2274.8108,2.0,1.0
130,-92.171585,,-20925810000.0,647.51996,True,786481,100.0,0.4189424,1013.9151,9.359967,-92.171585,-1.0,1084231800.0,9.359967,1013.9151017254243,110.02,195139450000.0,1747.6324,366.39514,344.8802,1268.7376546859741,-1191882.6,1.0,100.0,100,13000,,807.49854,1.0,1,7463.97,1146966.1,0.12361117,,75033.71,[-0.132  0.179 -0.277 -0.021  0.029  0.103 -0.316 -0.98   0.002  0.  0.   ],2114.0276,2.0,1.0
131,-101.8618,,-12391436000.0,665.92615,True,797625,100.0,0.4189424,1027.7323,9.359863,-101.8618,-1.0,181436700.0,9.359863,1027.7322691607524,111.44,109485950000.0,1554.3331,361.80603,284.8577,1286.142830133438,-1174278.5,1.0,100.0,100,13100,,146.88242,1.0,1,1316.8591,1137377.5,0.07369175,,13238.074,[-0.14   0.18  -0.278 -0.023  0.028  0.09  -0.314 -0.981  0.002  0.  0.   ],1916.1392,2.0,1.0
132,-99.64563,,-520584770.0,651.6877,True,808982,100.0,0.4189424,1050.6166,9.359972,-99.64563,-1.0,12852007.0,9.359972,1050.616579792108,113.57,192619570.0,1508.9523,398.92886,259.11914,1305.741988658905,-1207521.6,1.0,100.0,100,13200,,9.312967,1.0,1,35.18362,1170938.0,0.1801952,,249.42859,[-0.152  0.18  -0.278 -0.023  0.027  0.08  -0.313 -0.981  0.001  0.  0.   ],1907.8811,2.0,1.0
133,-83.97183,,-1.999914e+19,629.1827,True,819785,100.0,0.4189424,999.67126,9.359889,-83.97183,-1.0,250629930000.0,9.359889,999.6712069840281,108.03,3.0643319e+29,1525.4773,370.4886,220.97345,1322.3683269023895,-1084299.9,1.0,100.0,100,13300,,381531.6,1.0,1,3451166.2,1048171.75,0.025054382,,34551830.0,[-0.164  0.184 -0.281 -0.023  0.027  0.073 -0.315 -0.983  0.003  0.  0.   ],1895.9658,2.0,1.0
134,-91.76944,,-8.8754594e+21,736.0066,True,831639,100.0,0.4189424,1093.4437,9.359969,-91.76944,-1.0,212222590000.0,9.359969,1093.4436738656,118.54,6.473204e+34,1505.6125,357.43707,258.16785,1341.821498632431,-1297154.4,1.0,100.0,100,13400,,130215.68,1.0,1,1052476.0,1262269.8,0.077302575,,10486226.0,[-0.152  0.186 -0.282 -0.023  0.027  0.1   -0.321 -0.986  0.003  0.  0.   ],1863.0496,2.0,1.0
135,-92.20108,,-1.07903e+17,618.8868,True,841545,100.0,0.4189424,915.0986,9.359903,-92.20108,-1.0,4182335500.0,9.359903,915.0985630488004,99.06,9.2520746e+24,1582.5244,296.21173,313.85815,1358.661295890808,-971386.7,1.0,100.0,100,13500,,3418.8472,1.0,1,25323.557,935912.25,0.031529944,,247564.38,[-0.177  0.195 -0.288 -0.061 -0.01   0.105 -0.338 -0.993  0.003  0.  0.   ],1878.7361,2.0,1.0
136,-85.95384,,-3354800800000000.0,482.53442,True,850711,100.0,0.4189424,844.6315,9.359961,-85.95384,-1.0,159369760000.0,9.359961,844.6314924406917,91.66,1.5298371e+22,1280.6494,362.0971,290.49698,1374.5015625953674,-824913.0,1.0,100.0,100,13600,,66267.45,1.0,1,571694.2,797790.8,0.12980855,,5693177.5,[-1.675e-01  1.989e-01 -2.906e-01 -4.822e-02  1.911e-03  1.280e-01 -3.438e-01 -9.952e-01 -8.889e-04  0.000e+00  0.000e+00],1642.7465,2.0,1.0
137,-75.683525,,-1435159700000000.0,535.7731,True,859294,100.0,0.4189424,792.8871,9.359928,-75.683525,-1.0,226521340.0,9.359928,792.8871028085279,85.83,5.461043e+21,1132.9666,257.11407,276.5314,1388.6824414730072,-724560.2,1.0,100.0,100,13700,,187.37627,1.0,1,1693.218,705139.56,0.18130808,,17016.578,[-0.149  0.192 -0.294 -0.067 -0.018  0.124 -0.39  -0.975  0.011  0.  0.   ],1390.0806,2.0,1.0
138,-62.874508,,-1.9113485e+18,497.60934,True,867967,100.0,0.4189424,801.3658,9.359971,-62.874508,-1.0,11853451000000.0,9.359971,801.365757886073,86.73,8.7245615e+27,1123.137,303.7564,269.0104,1403.5310971736908,-735016.5,1.0,100.0,100,13800,,5821971.0,1.0,1,57925188.0,714553.6,0.08417468,,582170430.0,[-0.134  0.195 -0.295 -0.053 -0.004  0.13  -0.379 -0.987  0.011  0.  0.   ],1426.8933,2.0,1.0
139,-83.00275,,-1186674400.0,650.20544,True,877900,100.0,0.4189424,917.17993,9.359953,-83.00275,-1.0,3870282.0,9.359953,917.1799717259069,99.33,1768223400.0,1405.9677,266.97452,317.01193,1418.8727650642395,-969844.1,1.0,100.0,100,13900,,3.850974,1.0,1,6.3972006,941715.6,0.05771789,,46.079494,[-1.494e-01  1.928e-01 -2.959e-01 -4.896e-02  2.262e-06  1.045e-01 -3.761e-01 -9.934e-01  1.133e-02  0.000e+00  0.000e+00],1672.9421,2.0,1.0
140,-70.75384,,-1.2243264e+21,633.51355,True,888359,100.0,0.4189424,965.12115,9.359929,-70.75384,-1.0,4186229500.0,9.359929,965.1211774447243,104.59,1.5513117e+33,1427.0554,331.6076,276.09976,1433.669422864914,-1038774.8,1.0,100.0,100,14000,,4011.1348,1.0,1,24914.307,1007689.9,0.029412467,,244667.11,[-0.158  0.193 -0.296 -0.044  0.005  0.094 -0.373 -0.995  0.01   0.  0.   ],1758.6631,2.0,1.0
141,-73.48169,,-3097387800.0,585.41675,True,898083,100.0,0.4189424,897.95844,9.359968,-73.48169,-1.0,42160748.0,9.359968,897.9584714776439,97.24,16263564000.0,1231.3848,312.54178,263.8507,1446.4292621612549,-899903.94,1.0,100.0,100,14100,,32.679806,1.0,1,183.10599,875946.6,0.1807363,,1524.4539,[-0.146  0.195 -0.299 -0.002  0.047  0.105 -0.377 -1.001  0.008  0.  0.   ],1543.9265,2.0,1.0
142,-84.29875,,-6745935000.0,709.79706,True,908773,100.0,0.4189424,985.2601,9.359988,-84.29875,-1.0,20590954.0,9.359988,985.260078517655,106.9,90367510000.0,1216.5167,275.46313,260.83395,1462.1490199565887,-1061144.0,1.0,100.0,100,14200,,17.057987,1.0,1,59.245487,1038771.75,0.062503695,,438.71707,[-0.156  0.194 -0.299 -0.004  0.046  0.094 -0.373 -1.003  0.008  0.  0.   ],1491.9799,2.0,1.0
143,-76.16351,,-2774277600.0,631.14404,True,919208,100.0,0.4189424,962.07056,9.359993,-76.16351,-1.0,436199200.0,9.359993,962.0705381622984,104.35,10280104000.0,1183.8165,330.9265,281.31607,1480.3405628204346,-1027778.56,1.0,100.0,100,14300,,361.97556,1.0,1,3018.9307,1004718.4,0.018660929,,29953.791,[-0.144  0.194 -0.299 -0.004  0.045  0.103 -0.372 -1.006  0.007  0.  0.   ],1514.743,2.0,1.0
144,-75.59253,,-3219367100000.0,637.15875,True,929821,100.0,0.4189424,977.935,9.359929,-75.59253,-1.0,3185570300.0,9.359929,977.9349929059413,106.13,9934783000000000.0,1451.0236,340.77625,264.061,1497.5608446598053,-1058352.4,1.0,100.0,100,14400,,3628.6216,1.0,1,22235.787,1026085.0,0.09470803,,197580.44,[-0.151  0.193 -0.3   -0.009  0.04   0.091 -0.372 -1.006  0.006  0.  0.   ],1791.7998,2.0,1.0
145,-78.49691,,-440712640.0,713.6543,True,940707,100.0,0.4189424,1007.0658,9.359879,-78.49691,-1.0,118491860.0,9.359879,1007.0657140594114,108.86,76833720.0,1619.0718,293.41144,287.9656,1514.0275752544403,-1133865.8,1.0,100.0,100,14500,,84.90279,1.0,1,675.2207,1097105.4,0.14056654,,6761.089,[-0.147  0.191 -0.299 -0.002  0.048  0.065 -0.36  -1.007  0.014  0.  0.   ],1912.4832,2.0,1.0
146,-104.96134,,-15052571000.0,565.70654,True,951806,100.0,0.4189424,1027.6453,9.359938,-104.96134,-1.0,26016532.0,9.359938,1027.6453966544086,110.99,107721110000.0,1672.3995,461.93887,270.22018,1532.4202826023102,-1174857.8,1.0,100.0,100,14600,,19.125904,1.0,1,51.84956,1129074.0,0.05044278,,395.28787,[-0.146  0.192 -0.302 -0.021  0.028  0.053 -0.366 -1.003  0.014  0.  0.   ],2134.3384,2.0,1.0
147,-82.02654,,-9413428000.0,624.4496,True,963354,100.0,0.4189424,1066.93,9.359975,-82.02654,-1.0,7120460.5,9.359975,1066.9301121068895,115.48,51939434000.0,1584.0078,442.48053,219.78572,1552.7040166854858,-1227919.2,1.0,100.0,100,14700,,6.5966005,1.0,1,19.3776,1186645.6,0.26649415,,185.45012,[-0.157  0.195 -0.304 -0.018  0.031  0.076 -0.382 -1.003  0.017  0.  0.   ],2026.4883,2.0,1.0
148,-92.03643,,-380289880000.0,730.87964,True,974650,100.0,0.4189424,1045.4105,9.359967,-92.03643,-1.0,41728250.0,9.359967,1045.4105692840978,112.96,107082010000000.0,1597.5806,314.531,282.611,1573.0728216171265,-1209498.2,1.0,100.0,100,14800,,22.733501,1.0,1,124.694595,1172752.1,0.077970706,,1238.4742,[-0.147  0.196 -0.304 -0.017  0.032  0.087 -0.382 -1.005  0.018  0.  0.   ],1912.1116,2.0,1.0
149,-87.51165,,-839621700000000.0,641.0918,True,985688,100.0,0.4189424,1019.9801,9.359979,-87.51165,-1.0,5972788700.0,9.359979,1019.9801042085849,110.38,6.8790366e+20,1405.8197,378.8883,235.76244,1591.5434353351593,-1127955.8,1.0,100.0,100,14900,,3836.6418,1.0,1,22790.088,1095943.2,0.05296168,,190047.5,[-0.16   0.194 -0.305 -0.027  0.022  0.09  -0.403 -0.995  0.023  0.  0.   ],1784.708,2.0,1.0
150,-102.31761,,-1.4102916e+18,556.1475,True,996500,100.0,0.4189424,999.79065,9.359958,-102.31761,-1.0,103523190000.0,9.359958,999.7906176194394,108.12,8.91223e+26,1724.3936,443.64313,244.80016,1609.124118566513,-1106749.2,1.0,100.0,100,15000,,47204.63,1.0,1,406606.44,1059508.4,0.030831996,,4066403.0,[-0.169  0.194 -0.304 -0.036  0.012  0.075 -0.384 -1.005  0.023  0.  0.   ],2168.0366,2.0,1.0
151,-87.810555,,-387837300.0,767.7882,True,1008079,100.0,0.4189424,1071.2485,9.359973,-87.810555,-1.0,25974550.0,9.359973,1071.2485649228477,115.79,130454584.0,1472.0201,303.46036,254.95901,1627.8492894172668,-1244259.8,1.0,100.0,100,15100,,22.895037,1.0,1,115.998116,1212577.5,0.17381571,,976.3485,[-0.151  0.202 -0.308 -0.036  0.012  0.074 -0.344 -1.049  0.023  0.  0.   ],1775.4805,2.0,1.0
152,-94.69309,,-897144650000000.0,525.4243,True,1018938,100.0,0.4189424,1004.4118,9.3598795,-94.69309,-1.0,139450880.0,9.3598795,1004.4118192684172,108.59,6.394183e+20,1399.8696,478.9875,226.25412,1646.6271154880524,-1095513.0,1.0,100.0,100,15200,,137.08679,1.0,1,379.97696,1060034.0,0.032388907,,2544.6182,[-0.156  0.202 -0.309 -0.034  0.014  0.061 -0.338 -1.049  0.023  0.  0.   ],1878.857,2.0,1.0
153,-88.21138,,-4459416000.0,718.2278,True,1029996,100.0,0.4189424,1021.73474,9.36,-88.21138,-1.0,63547276.0,9.36,1021.7347987228012,110.58,22944774000.0,1395.7544,303.50708,260.21725,1665.1236555576324,-1140675.5,1.0,100.0,100,15300,,49.112915,1.0,1,289.77707,1111655.0,0.15626632,,2731.81,[-0.154  0.203 -0.311 -0.035  0.012  0.082 -0.36  -1.042  0.024  0.  0.   ],1699.2615,2.0,1.0
154,-89.47148,,-7808365000000.0,720.83417,True,1040877,100.0,0.4189424,1005.387,9.359965,-89.47148,-1.0,68940460.0,9.359965,1005.3870706173507,108.81,3.6574833e+16,1730.9868,284.55292,262.59958,1684.076481103897,-1120590.5,1.0,100.0,100,15400,,79.84763,1.0,1,574.55273,1079761.6,0.0039170384,,5743.3613,[-0.166  0.204 -0.311 -0.035  0.012  0.073 -0.357 -1.042  0.025  0.  0.   ],2015.5397,2.0,1.0
155,-81.47065,,-4.809121e+19,744.94104,True,1052130,100.0,0.4189424,1038.367,9.359952,-81.47065,-1.0,9135317000000.0,9.359952,1038.3670142996214,112.53,1.5937848e+30,1653.4316,293.42596,280.45758,1702.8883934020996,-1194956.0,1.0,100.0,100,15500,,6910697.5,1.0,1,60221960.0,1156862.4,0.14975451,,603866940.0,[-0.155  0.203 -0.311 -0.016  0.032  0.083 -0.362 -1.039  0.025  0.  0.   ],1946.8577,2.0,1.0
156,-87.98563,,-6.04628e+17,661.7976,True,1062655,100.0,0.4189424,975.50726,9.359958,-87.98563,-1.0,25310600000.0,9.359958,975.5072716889987,105.25,4.8681906e+26,1337.5334,313.70972,247.8561,1719.998456478119,-1040450.56,1.0,100.0,100,15600,,25471.68,1.0,1,179483.86,1013047.06,0.034515448,,1478641.9,[-0.131  0.206 -0.314 -0.036  0.009  0.048 -0.33  -1.054  0.029  0.  0.   ],1651.2432,2.0,1.0
157,-99.64446,,-144041900000000.0,617.62244,True,1073184,100.0,0.4189424,975.7054,9.359984,-99.64446,-1.0,206305580.0,9.359984,975.7053383778536,105.29,1.5017616e+19,1565.0206,358.08292,259.28912,1739.1719970703125,-1056401.5,1.0,100.0,100,15700,,238.61609,1.0,1,1361.9314,1019231.75,0.018794954,,13202.974,[-0.151  0.206 -0.314 -0.024  0.022  0.032 -0.326 -1.054  0.029  0.  0.   ],1923.1035,2.0,1.0
158,-75.96258,,-8146704700000000.0,531.5711,True,1082617,100.0,0.4189424,871.947,9.359956,-75.96258,-1.0,79479710.0,9.359956,871.9470311981377,94.33,6.245743e+22,1460.5828,340.37592,295.05698,1755.2822020053864,-879948.25,1.0,100.0,100,15800,,119.69128,1.0,1,355.5732,847350.25,0.05711339,,2444.2617,[-0.124  0.204 -0.317  0.013  0.06   0.029 -0.322 -1.071  0.029  0.  0.   ],1800.9587,2.0,1.0
159,-85.9758,,-1386274000.0,680.886,True,1093865,100.0,0.4189424,1039.746,9.359886,-85.9758,-1.0,3998460.8,9.359886,1039.7460555496175,112.48,1158430200.0,1651.3372,358.86002,260.2446,1770.1493980884552,-1189411.8,1.0,100.0,100,15900,,3.4349716,1.0,1,4.183663,1148799.0,0.04730317,,20.265013,[-0.116  0.215 -0.321 -0.02   0.025  0.058 -0.308 -1.079  0.043  0.  0.   ],2010.1971,2.0,1.0
160,-82.765884,,-287956600000.0,684.89526,True,1105105,100.0,0.4189424,1037.5887,9.359963,-82.765884,-1.0,866614800.0,9.359963,1037.588740465223,112.4,97890980000000.0,1346.4581,352.6935,258.01065,1787.3188128471375,-1172176.5,1.0,100.0,100,16000,,647.0081,1.0,1,5604.946,1143159.8,0.06298142,,56068.742,[-0.1    0.214 -0.322 -0.035  0.01   0.055 -0.3   -1.092  0.041  0.  0.   ],1699.1516,2.0,1.0
161,-84.170456,,-540006500.0,694.65076,True,1116058,100.0,0.4189424,1010.11127,9.359971,-84.170456,-1.0,17452104.0,9.359971,1010.1112860813975,109.53,283714600.0,1441.4683,315.4605,295.68472,1804.2281482219696,-1138777.9,1.0,100.0,100,16100,,10.894997,1.0,1,47.546463,1107754.2,0.09039103,,461.1909,[-1.213e-01  2.161e-01 -3.226e-01 -4.369e-02  5.564e-04  5.709e-02 -3.114e-01 -1.078e+00  3.975e-02  0.000e+00  0.000e+00],1756.9287,2.0,1.0
162,-90.35925,,-8.561637e+17,607.5605,True,1126174,100.0,0.4189424,931.70905,9.359785,-90.35925,-1.0,863080450.0,9.359785,931.7090666573171,101.16,4.2881987e+26,1704.0875,324.1486,340.35187,1820.2942011356354,-1025265.9,1.0,100.0,100,16200,,828.0159,1.0,1,5242.293,983921.1,0.00541273,,48925.67,[-0.115  0.218 -0.323 -0.049 -0.005  0.068 -0.309 -1.081  0.041  0.  0.   ],2028.2361,2.0,1.0
163,-89.248,,-8.858595e+19,719.50366,True,1137921,100.0,0.4189424,1080.9915,9.359813,-89.248,-1.0,31516273000.0,9.359813,1080.9914167240145,117.47,4.6003396e+30,1665.699,361.4878,350.1671,1838.7894563674927,-1332461.5,1.0,100.0,100,16300,,22196.475,1.0,1,161546.81,1291159.5,0.004712448,,1600892.4,[-0.108  0.218 -0.329 -0.017  0.028  0.082 -0.328 -1.109  0.021  0.  0.   ],2027.1868,2.0,1.0
164,-91.713974,,-2.696049e+17,701.72546,True,1149383,100.0,0.4189424,1059.2485,9.359776,-91.713974,-1.0,20311626000.0,9.359776,1059.248521314812,114.62,6.229584e+25,1486.0398,357.523,260.8422,1858.182139635086,-1224204.9,1.0,100.0,100,16400,,14414.813,1.0,1,115088.734,1190046.2,0.04689926,,1151611.4,[-0.127  0.221 -0.33  -0.03   0.014  0.074 -0.315 -1.114  0.019  0.  0.   ],1843.5627,2.0,1.0
165,-92.34598,,-27964087000000.0,763.6157,True,1161100,100.0,0.4189424,1078.3735,9.359951,-92.34598,-1.0,1601202000.0,9.359951,1078.3734716681172,117.17,3.8281525e+17,1805.7964,314.75775,332.59247,1875.4877326488495,-1318701.4,1.0,100.0,100,16500,,975.63806,1.0,1,4950.2246,1273507.1,0.11345536,,43942.098,[-0.112  0.221 -0.331 -0.032  0.011  0.09  -0.33  -1.098  0.018  0.  0.   ],2120.5542,2.0,1.0
166,-93.12214,,-3608460000.0,683.12555,True,1173071,100.0,0.4189424,1103.8457,9.359978,-93.12214,-1.0,232068820.0,9.359978,1103.8457299636557,119.71,6388284000.0,1629.4463,420.7202,276.60767,1892.280213356018,-1337231.0,1.0,100.0,100,16600,,161.73596,1.0,1,1493.9744,1294987.2,0.085897766,,15021.202,[-0.113  0.221 -0.332 -0.019  0.025  0.07  -0.322 -1.11   0.018  0.  0.   ],2050.1665,2.0,1.0
167,-78.62815,,-25687235000000.0,699.77313,True,1184160,100.0,0.4189424,1021.2896,9.359938,-78.62815,-1.0,616122800.0,9.359938,1021.289581440236,110.89,7.8283805e+17,1378.074,321.51642,291.89468,1906.802706003189,-1157266.5,1.0,100.0,100,16700,,351.00757,1.0,1,3226.3962,1128234.9,0.0060363556,,32445.893,[-0.102  0.222 -0.334 -0.023  0.021  0.077 -0.321 -1.113  0.013  0.  0.   ],1699.5905,2.0,1.0
168,-87.88153,,-11642775000.0,705.91565,True,1195846,100.0,0.4189424,1076.4539,9.359961,-87.88153,-1.0,200376850.0,9.359961,1076.4539561899248,116.86,77151780000.0,1654.0225,370.53836,348.33237,1925.3418345451355,-1321283.6,1.0,100.0,100,16800,,111.8141,1.0,1,656.4359,1280088.5,0.13973147,,5312.6323,[-0.104  0.224 -0.335 -0.028  0.016  0.092 -0.343 -1.101  0.022  0.  0.   ],2024.5608,2.0,1.0
169,-98.872986,,-6.419766e+19,696.6233,True,1206499,100.0,0.4189424,981.0994,9.35989,-98.872986,-1.0,1980400100000.0,9.35989,981.0994586684885,106.53,2.0806896e+30,1819.8671,284.4762,361.17603,1943.841237783432,-1137510.1,1.0,100.0,100,16900,,729376.6,1.0,1,6828348.5,1093004.2,0.06431188,,68567896.0,[-0.091  0.223 -0.336 -0.029  0.015  0.099 -0.348 -1.104  0.02   0.  0.   ],2104.3433,2.0,1.0
170,-89.984085,,-4.6195233e+18,500.07913,True,1215788,100.0,0.4189424,858.6354,9.359894,-89.984085,-1.0,51678864.0,9.359894,858.6353464880872,92.89,9.352867e+27,1821.5176,358.5562,306.44086,1956.7428748607635,-878927.44,1.0,100.0,100,17000,,42.862293,1.0,1,139.9357,831160.6,0.06609417,,860.7703,[-0.074  0.233 -0.344 -0.033  0.01   0.115 -0.349 -1.118  0.029  0.  0.   ],2180.0737,2.0,1.0
171,-86.80574,,-12839204000.0,568.7719,True,1226452,100.0,0.4189424,983.27985,9.35989,-86.80574,-1.0,16680601.0,9.35989,983.2797715712372,106.64,181340930000.0,1316.3906,414.50787,349.9222,1973.8183732032776,-1119395.9,1.0,100.0,100,17100,,12.501364,1.0,1,52.518314,1089284.8,0.3756622,,457.9022,[-0.086  0.232 -0.344 -0.025  0.018  0.095 -0.336 -1.129  0.029  0.  0.   ],1730.8984,2.0,1.0
172,-103.97684,,-5767453700.0,671.1693,True,1237615,100.0,0.4189424,1029.0033,9.359934,-103.97684,-1.0,46638236.0,9.359934,1029.0032403152397,111.63,37302653000.0,1358.8994,357.83392,319.90756,1992.821846961975,-1190808.8,1.0,100.0,100,17200,,29.8627,1.0,1,142.45015,1161188.5,0.021961963,,992.51855,[-0.097  0.232 -0.344 -0.026  0.017  0.084 -0.337 -1.13   0.031  0.  0.   ],1716.7334,2.0,1.0
173,-77.37127,,-12726832000.0,819.53546,True,1249217,100.0,0.4189424,1067.3785,9.359642,-77.37127,-1.0,50024188.0,9.359642,1067.3786353957125,116.02,249759140000.0,1340.8258,247.84311,266.56567,2011.3276948928833,-1235720.2,1.0,100.0,100,17300,,30.164057,1.0,1,121.369835,1210354.2,0.018608753,,1070.576,[-0.111  0.232 -0.345 -0.024  0.019  0.077 -0.34  -1.129  0.032  0.  0.   ],1588.669,2.0,1.0
174,-86.585175,,-6719721500.0,691.44586,True,1260926,100.0,0.4189424,1078.0884,9.359844,-86.585175,-1.0,2292914700.0,9.359844,1078.0883741996035,117.09,10420307000.0,1690.5845,386.64252,325.3554,2029.4252467155457,-1311496.9,1.0,100.0,100,17400,,1553.3707,1.0,1,14725.455,1268130.6,0.07453766,,148031.72,[-0.097  0.233 -0.345 -0.024  0.019  0.085 -0.34  -1.129  0.032  0.  0.   ],2077.227,2.0,1.0
175,-82.61866,,-513772260.0,750.4595,True,1272457,100.0,0.4189424,1062.3801,9.359922,-82.61866,-1.0,20291500.0,9.359922,1062.3800841356333,115.31,297879360.0,1374.7637,311.92065,301.0241,2048.9234626293182,-1247859.4,1.0,100.0,100,17500,,13.312007,1.0,1,48.973877,1219266.9,0.049521886,,318.43555,[-0.105  0.233 -0.346 -0.026  0.017  0.073 -0.336 -1.132  0.032  0.  0.   ],1686.6843,2.0,1.0
