EmpiricalD2Harmonic,TimeElapsed,ReturnStepMax,InitialReturnMin,InitialReturnMax,ReturnMeanIW,StdIW,OptimizationReturnMin,ESSRenyiArithmetic,Iteration,Penalization,MinTargetPdf,OptimizationReturnMax,InitialReturnMean,ESSRenyiHarmonic,EpThisIter,MeanEntropy,Weights,MaxIW,EpLenMean,StdWReturnMean,EpisodesSoFar,WReturnMean,EmpiricalD2Arithmetic,Inner Iteration,MeanIW,MinBehavPdf,ReturnStepMaxmin,TimestepsSoFar,OptimizationReturnMean,LearnableVariance,DivergenceHarmonic,VarianceInitializer,EpRewMean,MeanD2-0,InitialReturnStd,InitialBound,Epsilon,MinIW,Bound
1.0,2978.8321890830994,9.35999,257.07016,1697.7468,90614280.0,425.6453,,100.0,124,True,-78.51185,1440.6766,915.3922,100.0,100,0.4189424,[-0.125  0.183 -0.229 -0.003 -0.008  0.095 -0.243 -0.94  -0.023  0.  0.   ],4144.4644,99.0,,12400,937711.6,1.0,1,74.10825,-78.51185,9.35999,865421,658.322,,3830488600000000.0,-1.0,915.3921607577139,1.0,315.86194,-966680.44,2.0,0.19259104,-1792987600000.0
1.0,3010.986661195755,9.359932,292.91418,1874.1803,1136210000.0,3747.3777,,100.0,125,True,-88.46593,1581.2661,866.8357,100.0,100,0.4189424,[-1.265e-01  1.830e-01 -2.300e-01  4.771e-03 -8.088e-04  1.150e-01 -2.622e-01 -9.309e-01 -2.310e-02  0.000e+00  0.000e+00],36183.86,93.88,,12500,866152.1,1.0,1,512.0803,-88.46593,9.359932,874809,573.92145,,7.174134e+23,-1.0,866.8356650768645,1.0,338.7448,-901454.75,2.0,0.08976496,-2.9901287e+16
1.0,3056.918195962906,9.359941,312.8294,1875.2522,42204470.0,98.55231,,100.0,126,True,-78.94235,1562.4229,960.141,100.0,100,0.4189424,[-0.147  0.181 -0.231  0.016  0.01   0.107 -0.277 -0.934 -0.024  0.  0.   ],713.3424,104.09,,12600,1011582.8,1.0,1,29.628687,-78.94235,9.359941,885218,647.3116,,1560966600000.0,-1.0,960.1409850509663,1.0,299.51968,-1046925.8,2.0,0.046324935,-44199100000.0
1.0,3100.7093341350555,9.359984,332.01846,1675.881,222691800.0,847.00433,,100.0,127,True,-72.2307,1343.8625,961.1038,100.0,100,0.4189424,[-0.15   0.179 -0.231 -0.003 -0.01   0.096 -0.281 -0.931 -0.018  0.  0.   ],7814.2715,103.97,,12700,999686.75,1.0,1,176.23529,-72.2307,9.359984,895615,629.08545,,3.5777134e+19,-1.0,961.103873950127,1.0,275.6194,-1027914.1,2.0,0.08776922,-168838720000000.0
1.0,3148.750137090683,9.35986,332.33456,1560.8708,1482703400.0,6993.675,,100.0,128,True,-85.395096,1228.5363,941.7541,100.0,100,0.4189424,[-0.157  0.18  -0.233  0.012  0.006  0.08  -0.275 -0.943 -0.018  0.  0.   ],49148.65,101.75,,12800,949800.56,1.0,1,1388.4128,-85.395096,9.35986,905790,609.4195,,2.9399443e+19,-1.0,941.7540149036802,1.0,250.79863,-974286.56,2.0,0.12859806,-132767190000000.0
1.0,3189.0767030715942,9.359982,323.5937,1709.204,1141072400.0,4972.243,,100.0,129,True,-86.21309,1385.6104,853.18976,100.0,100,0.4189424,[-0.165  0.182 -0.234  0.022  0.017  0.061 -0.258 -0.949 -0.018  0.  0.   ],44558.89,92.12,,12900,808241.94,1.0,1,896.69525,-86.21309,9.359982,915002,529.59607,,2.2296773e+20,-1.0,853.1897929321624,1.0,283.38867,-837603.0,2.0,0.18098329,-438422000000000.0
1.0,3233.580237865448,9.359949,324.67065,1849.7894,5138240000.0,90003.82,,100.0,130,True,-74.33244,1525.1188,872.235,100.0,100,0.4189424,[-0.18   0.182 -0.234  0.008  0.002  0.042 -0.255 -0.949 -0.018  0.  0.   ],904593.06,94.13,,13000,846745.1,1.0,1,9066.671,-74.33244,9.359949,924415,547.5644,,4296273000000000.0,-1.0,872.235001927594,1.0,293.17453,-881134.9,2.0,0.019176913,-2259237000000.0
1.0,3268.0744268894196,9.359928,349.7896,1590.9154,860220540.0,4809.03,,100.0,131,True,-76.53578,1241.1257,913.9483,100.0,100,0.4189424,[-0.167  0.183 -0.235 -0.006 -0.012  0.061 -0.257 -0.953 -0.018  0.  0.   ],43304.758,98.73,,13100,902016.2,1.0,1,924.47217,-76.53578,9.359928,934288,564.1586,,1.0983268e+22,-1.0,913.9482915163697,1.0,258.292,-927453.94,2.0,0.1440785,-2665891600000000.0
1.0,3302.3058903217316,9.35985,332.55597,1433.5767,287805800.0,1480.6228,,100.0,132,True,-73.44311,1101.0208,978.24554,100.0,100,0.4189424,[-0.148  0.183 -0.236 -0.004 -0.01   0.084 -0.267 -0.949 -0.018  0.  0.   ],11883.384,105.69,,13200,1007055.8,1.0,1,298.48965,-73.44311,9.35985,944857,645.6895,,5103546000000.0,-1.0,978.2454877702069,1.0,223.81155,-1027710.9,2.0,0.03744745,-46949470000.0
1.0,3331.4662919044495,9.359939,247.72153,1600.1757,132082430000.0,589675.9,,100.0,133,True,-71.580666,1352.4541,907.60767,100.0,100,0.4189424,[-0.137  0.177 -0.239  0.034  0.029  0.065 -0.288 -0.942 -0.018  0.  0.   ],5927018.0,98.24,,13300,908901.6,1.0,1,60981.37,-71.580666,9.359939,954681,659.8861,,3.566899e+24,-1.0,907.6076579348552,1.0,291.80466,-934636.4,2.0,0.118853934,-4.860314e+16
1.0,3365.137134552002,9.359932,302.35754,1652.128,10956783.0,28.876696,,100.0,134,True,-83.79754,1349.7705,870.5813,100.0,100,0.4189424,[-0.142  0.174 -0.239  0.017  0.011  0.047 -0.288 -0.94  -0.019  0.  0.   ],206.26202,94.01,,13400,836020.5,1.0,1,10.069679,-83.79754,9.359932,964082,568.2237,,3634007800.0,-1.0,870.581276201696,1.0,279.47943,-863453.4,2.0,0.011590194,-1664679700.0
1.0,3408.155483007431,9.359952,305.22797,2161.2817,650859460.0,3460.8215,,100.0,135,True,-88.60037,1856.0537,998.0832,100.0,100,0.4189424,[-0.118  0.172 -0.241  0.005  0.001  0.056 -0.287 -0.948 -0.019  0.  0.   ],32234.195,107.8,,13500,1083038.8,1.0,1,542.9767,-88.60037,9.359952,974862,692.8552,,5.4354197e+20,-1.0,998.0832091373621,1.0,294.73492,-1129985.6,2.0,0.05820076,-1094515640000000.0
1.0,3441.5701673030853,9.359936,257.0322,1418.1154,13537949.0,36.76128,,100.0,136,True,-78.64441,1161.0831,838.5265,100.0,100,0.4189424,[-0.093  0.178 -0.248 -0.029 -0.037  0.046 -0.3   -0.93  -0.019  0.  0.   ],225.02213,90.77,,13600,792025.6,1.0,1,14.000402,-78.64441,9.359936,983939,581.4944,,268149940000000.0,-1.0,838.5265955027455,1.0,298.1591,-812237.56,2.0,0.05812599,-330987900000.0
1.0,3477.260216474533,9.359978,312.32062,1496.9291,4065128.8,6.464978,,100.0,137,True,-77.591,1184.6084,934.9013,100.0,100,0.4189424,[-0.081  0.177 -0.249 -0.013 -0.021  0.06  -0.31  -0.934 -0.019  0.  0.   ],46.883053,101.24,,13700,959375.1,1.0,1,4.1346397,-77.591,9.359978,994063,622.5807,,323886200000.0,-1.0,934.9012606149887,1.0,292.12125,-981896.06,2.0,0.26737598,-12820908000.0
1.0,3512.0664739608765,9.359973,312.99713,1745.2444,21436668000.0,88124.48,,100.0,138,True,-79.681335,1432.2473,989.71643,100.0,100,0.4189424,[-0.064  0.178 -0.252 -0.007 -0.014  0.047 -0.301 -0.952 -0.024  0.  0.   ],802348.9,107.36,,13800,1057786.2,1.0,1,15239.37,-79.681335,9.359973,1004799,676.7191,,1.984212e+25,-1.0,989.7162843861611,1.0,279.7283,-1088398.6,2.0,0.14779994,-1.3636063e+17
1.0,3545.1728749275208,9.359969,361.2633,1927.6715,56980664.0,105.02132,,100.0,139,True,-83.776184,1566.4082,996.83325,100.0,100,0.4189424,[-0.078  0.181 -0.253  0.004 -0.003  0.035 -0.288 -0.965 -0.031  0.  0.   ],667.96405,107.59,,13900,1095615.1,1.0,1,46.728443,-83.776184,9.359969,1015558,635.57,,29525753000000.0,-1.0,996.8332764161552,1.0,319.2781,-1132961.6,2.0,0.027172629,-202988240000.0
1.0,3584.229453086853,9.359881,367.29352,1908.8813,242512560.0,532.97705,,100.0,140,True,-85.973465,1541.5879,1048.66,100.0,100,0.4189424,[-0.079  0.186 -0.257  0.003 -0.004  0.058 -0.308 -0.965 -0.031  0.  0.   ],3532.4482,113.67,,14000,1213519.5,1.0,1,163.13243,-85.973465,9.359881,1026925,681.36646,,248085400000000.0,-1.0,1048.6600228589973,1.0,337.38956,-1250141.5,2.0,0.04598127,-577063160000.0
1.0,3622.3154077529907,9.359966,276.4296,2153.8599,30414784.0,193.4709,,100.0,141,True,-89.434525,1877.4303,970.0098,100.0,100,0.4189424,[-0.075  0.188 -0.259  0.005 -0.001  0.04  -0.288 -0.979 -0.027  0.  0.   ],1945.9126,104.85,,14100,1041242.8,1.0,1,21.748266,-89.434525,9.359966,1037410,693.58014,,56276228.0,-1.0,970.0098004568575,1.0,316.7394,-1087867.8,2.0,0.2919194,-380182560.0
1.0,3661.586623430252,9.35999,342.86865,1672.7775,9844517.0,47.05173,,100.0,142,True,-77.51947,1329.9088,1018.66766,100.0,100,0.4189424,[-0.084  0.189 -0.26   0.008  0.003  0.031 -0.295 -0.976 -0.027  0.  0.   ],352.11316,110.07,,14200,1118076.8,1.0,1,8.685747,-77.51947,9.35999,1048417,675.799,,253783280.0,-1.0,1018.6676604700666,1.0,283.5365,-1146199.6,2.0,0.045467768,-457857150.0
1.0,3704.2256853580475,9.359842,359.60046,2061.1528,62721836.0,416.05118,,100.0,143,True,-90.72244,1701.5524,1013.4586,100.0,100,0.4189424,[-0.072  0.189 -0.26   0.013  0.007  0.038 -0.293 -0.979 -0.027  0.  0.   ],4175.408,109.8,,14300,1123030.5,1.0,1,49.897144,-90.72244,9.359842,1059397,653.85815,,2262771700.0,-1.0,1013.45860199762,1.0,309.7291,-1165728.2,2.0,0.034471236,-2093783800.0
1.0,3744.707914829254,9.359944,323.58466,2034.1311,87372240.0,270.4315,,100.0,144,True,-89.77596,1710.5464,991.394,100.0,100,0.4189424,[-0.06   0.191 -0.261  0.017  0.012  0.042 -0.291 -0.984 -0.03   0.  0.   ],2417.8135,107.34,,14400,1127203.1,1.0,1,44.449028,-89.77596,9.359944,1070131,667.8094,,10366858000000.0,-1.0,991.3940154584005,1.0,379.92258,-1168788.6,2.0,0.09569292,-133982220000.0
1.0,3779.6480326652527,9.359792,333.86993,1711.804,3400014.8,3.3809073,,100.0,145,True,-74.71636,1377.9341,942.8153,100.0,100,0.4189424,[-0.072  0.191 -0.261  0.015  0.01   0.033 -0.292 -0.982 -0.029  0.  0.   ],18.022013,101.97,,14500,977742.6,1.0,1,3.0323026,-74.71636,9.359792,1080328,608.9455,,48167572.0,-1.0,942.8153877696609,1.0,298.06342,-1007193.1,2.0,0.17804559,-207793870.0
1.0,3815.8216092586517,9.359751,294.93774,1872.0674,137664250000.0,598123.2,,100.0,146,True,-74.46796,1577.1296,877.7568,100.0,100,0.4189424,[-0.063  0.192 -0.263  0.034  0.03   0.03  -0.289 -0.993 -0.032  0.  0.   ],5256257.5,95.06,,14600,868645.2,1.0,1,83754.59,-74.46796,9.359751,1089834,582.8191,,2.4618382e+23,-1.0,877.756770337624,1.0,313.35004,-903868.2,2.0,0.042044073,-1.7476663e+16
1.0,3850.0999636650085,9.3599415,334.42053,1788.4628,71837490.0,137.32455,,100.0,147,True,-77.47856,1454.0422,852.6501,100.0,100,0.4189424,[-0.061  0.192 -0.264  0.023  0.019  0.005 -0.28  -1.    -0.034  0.  0.   ],1123.5817,92.33,,14700,815439.06,1.0,1,47.252975,-77.47856,9.3599415,1099067,518.2295,,1351798700000000.0,-1.0,852.6500454314462,1.0,297.36664,-847586.25,2.0,0.023858044,-1182019400000.0
1.0,3890.1289932727814,9.359721,389.404,2341.5352,150301150000.0,581688.9,,100.0,148,True,-114.292404,1952.1311,971.8606,100.0,100,0.4189424,[-0.069  0.195 -0.264  0.017  0.013  0.029 -0.295 -0.996 -0.029  0.  0.   ],5483101.0,105.13,,14800,1042067.94,1.0,1,88613.92,-114.292404,9.359721,1109580,582.45667,,2.3750668e+35,-1.0,971.8606323634588,1.0,312.33777,-1097172.2,2.0,0.19779249,-2.6854784e+22
1.0,3927.580496788025,9.35955,295.18478,1658.6653,1724490000.0,6917.1016,,100.0,149,True,-82.21266,1363.4805,986.1731,100.0,100,0.4189424,[-0.056  0.199 -0.266  0.012  0.009  0.054 -0.306 -0.992 -0.029  0.  0.   ],62073.81,107.0,,14900,1064409.6,1.0,1,1285.8763,-82.21266,9.35955,1120280,690.9883,,4.948251e+29,-1.0,986.1730926112782,1.0,303.10443,-1092060.1,2.0,0.032697525,-1.9450275e+19
1.0,3961.8656725883484,9.359983,341.92572,1904.1174,5159590.0,13.471971,,100.0,150,True,-84.61331,1562.1917,869.3719,100.0,100,0.4189424,[-0.047  0.202 -0.268  0.004  0.002  0.072 -0.324 -0.981 -0.026  0.  0.   ],110.19205,94.25,,15000,865739.1,1.0,1,5.0942693,-84.61331,9.359983,1129705,527.4462,,9462886000.0,-1.0,869.371940106156,1.0,331.55923,-902178.56,2.0,0.009414857,-3549877500.0
1.0,4005.7536759376526,9.359863,321.99762,1757.7964,106207880.0,289.9693,,100.0,151,True,-74.63175,1435.7988,943.52057,100.0,100,0.4189424,[-0.057  0.202 -0.268  0.005  0.003  0.061 -0.32  -0.986 -0.027  0.  0.   ],2293.5103,102.23,,15100,985903.5,1.0,1,71.81372,-74.63175,9.359863,1139928,621.5229,,5207878000000000.0,-1.0,943.5205228441168,1.0,309.30978,-1016957.75,2.0,0.11476559,-2241148000000.0
1.0,4041.102470397949,9.359962,348.14972,1870.3248,8777117000.0,25470.25,,100.0,152,True,-85.918625,1522.175,912.68744,100.0,100,0.4189424,[-0.044  0.2   -0.269  0.016  0.014  0.069 -0.338 -0.971 -0.026  0.  0.   ],209989.78,98.94,,15200,931270.1,1.0,1,4234.408,-85.918625,9.359962,1149822,564.5377,,1.741403e+29,-1.0,912.6874629662215,1.0,313.4832,-966427.6,2.0,0.01092826,-1.4671216e+19
1.0,4079.355180501938,9.3599615,313.69128,2463.8376,3569215200.0,16670.916,,100.0,153,True,-142.1267,2150.1465,976.74097,100.0,100,0.4189424,[-0.052  0.198 -0.27   0.006  0.003  0.045 -0.331 -0.978 -0.022  0.  0.   ],167447.83,105.58,,15300,1074201.1,1.0,1,1945.9828,-142.1267,9.3599615,1160380,663.0496,,8.4992656e+27,-1.0,976.7409020226801,1.0,346.66757,-1135212.2,2.0,0.15060525,-5.624673e+18
1.0,4113.709703445435,9.359865,321.9897,2241.7014,26170236.0,141.00798,,100.0,154,True,-95.98505,1919.7117,983.3821,100.0,100,0.4189424,[-6.480e-02  2.014e-01 -2.710e-01 -7.036e-04 -3.597e-03  2.684e-02 -3.133e-01 -9.861e-01 -2.286e-02  0.000e+00  0.000e+00],1417.8069,106.44,,15400,1065272.6,1.0,1,19.71666,-95.98505,9.359865,1171024,661.3924,,347963070.0,-1.0,983.3820973806172,1.0,313.42023,-1115778.2,2.0,0.15788655,-968286460.0
1.0,4146.7002720832825,9.359935,360.5517,1675.9658,9202493.0,18.163607,,100.0,155,True,-72.662254,1315.4141,988.1135,100.0,100,0.4189424,[-5.681e-02  2.024e-01 -2.716e-01 -1.971e-04 -3.071e-03  3.892e-02 -3.185e-01 -9.838e-01 -2.317e-02  0.000e+00  0.000e+00],144.39896,107.03,,15500,1047539.1,1.0,1,5.90502,-72.662254,9.359935,1181727,627.56177,,1242490500.0,-1.0,988.1134818558354,1.0,266.7787,-1075769.4,2.0,0.1675342,-1004285400.0
1.0,4183.821851491928,9.359899,350.9178,1746.9971,8222951.5,20.352554,,100.0,156,True,-86.96544,1396.0793,1076.7147,100.0,100,0.4189424,[-0.069  0.203 -0.272 -0.004 -0.007  0.034 -0.315 -0.99  -0.025  0.  0.   ],141.47751,116.57,,15600,1248661.0,1.0,1,6.2612724,-86.96544,9.359899,1193384,725.7969,,402501340.0,-1.0,1076.714695424915,1.0,298.9088,-1279334.9,2.0,0.22581376,-623613000.0
1.0,4217.824559688568,9.359854,340.41083,2109.519,228556860.0,1378.1444,,100.0,157,True,-97.60358,1769.1082,1033.2587,100.0,100,0.4189424,[-5.947e-02  2.050e-01 -2.730e-01  1.435e-03 -9.452e-04  4.227e-02 -3.139e-01 -9.943e-01 -2.439e-02  0.000e+00  0.000e+00],13859.3125,112.02,,15700,1166454.0,1.0,1,153.3002,-97.60358,9.359854,1204586,692.8479,,16353991000.0,-1.0,1033.2586570132867,1.0,314.37347,-1211179.0,2.0,0.19621883,-5948098000.0
1.0,4251.490046977997,9.3598995,284.62793,1746.8801,6172096.0,8.956622,,100.0,158,True,-80.234726,1462.2522,997.9752,100.0,100,0.4189424,[-0.05   0.205 -0.273  0.004  0.002  0.053 -0.319 -0.993 -0.024  0.  0.   ],70.513084,108.08,,15800,1084753.5,1.0,1,4.347416,-80.234726,9.3598995,1215394,713.3473,,87266520.0,-1.0,997.9752625558347,1.0,297.99155,-1115423.2,2.0,0.24131277,-292677280.0
1.0,4281.489188671112,9.359967,312.23157,1746.0192,1748634.5,2.6183627,,100.0,159,True,-88.80655,1433.7876,887.6211,100.0,100,0.4189424,[-4.288e-02  2.057e-01 -2.736e-01  1.738e-03 -6.599e-04  6.363e-02 -3.245e-01 -9.894e-01 -1.975e-02  0.000e+00  0.000e+00],22.938402,96.21,,15900,875492.56,1.0,1,1.8516786,-88.80655,9.359967,1225015,575.3896,,101266504.0,-1.0,887.6211365691942,1.0,296.00894,-906132.1,2.0,0.023622043,-310076900.0
1.0,4314.104534864426,9.359904,479.31134,1692.709,1149458000.0,4389.0337,,100.0,160,True,-79.11248,1213.3977,961.9618,100.0,100,0.4189424,[-0.055  0.206 -0.274  0.004  0.001  0.061 -0.332 -0.984 -0.018  0.  0.   ],44122.156,104.25,,16000,999827.8,1.0,1,453.86984,-79.11248,9.359904,1235440,482.65054,,4.7407583e+26,-1.0,961.9618718162134,1.0,272.86853,-1028624.94,2.0,0.13043596,-6.270049e+17
1.0,4347.307017564774,9.359991,351.4687,1923.1957,168933970000.0,826710.8,,100.0,161,True,-89.04556,1571.727,977.5832,100.0,100,0.4189424,[-0.075  0.209 -0.276  0.012  0.009  0.065 -0.348 -0.975 -0.009  0.  0.   ],8284156.0,106.02,,16100,1083134.5,1.0,1,94135.59,-89.04556,9.359991,1246042,626.1145,,8.222156e+32,-1.0,977.5832334333921,1.0,357.02316,-1120307.8,2.0,0.06584955,-1.0659141e+21
1.0,4378.625209569931,9.359898,266.36234,1658.4592,17469258.0,75.2364,,100.0,162,True,-79.50752,1392.0969,930.1728,100.0,100,0.4189424,[-0.083  0.212 -0.28  -0.028 -0.033  0.054 -0.341 -0.988 -0.019  0.  0.   ],720.123,100.73,,16200,954071.75,1.0,1,13.270561,-79.50752,9.359898,1256115,663.8105,,151080560.0,-1.0,930.1728418690956,1.0,298.07755,-981715.3,2.0,0.003466361,-357248030.0
1.0,4409.359587192535,9.359979,285.39587,1519.6199,7465579.0,22.595541,,100.0,163,True,-65.08454,1234.224,878.2829,100.0,100,0.4189424,[-0.075  0.213 -0.28  -0.025 -0.03   0.066 -0.344 -0.989 -0.019  0.  0.   ],196.13756,95.16,,16300,844598.5,1.0,1,5.8383894,-65.08454,9.359979,1265631,592.88696,,92415190.0,-1.0,878.2828333127062,1.0,270.58795,-867807.4,2.0,0.023236487,-230578130.0
1.0,4439.613773584366,9.359871,285.70663,1928.3777,1156049700.0,9090.656,,100.0,164,True,-97.48885,1642.671,895.82477,100.0,100,0.4189424,[-0.066  0.214 -0.281 -0.019 -0.023  0.073 -0.348 -0.988 -0.019  0.  0.   ],91377.305,97.09,,16400,901015.8,1.0,1,1067.8391,-97.48885,9.359871,1275340,610.11816,,5.1943995e+21,-1.0,895.8248005734964,1.0,313.86905,-938389.75,2.0,0.11690153,-2693608000000000.0
1.0,4475.92202091217,9.359934,285.33295,1843.9575,65084710.0,279.06693,,100.0,165,True,-104.13876,1558.6245,1050.6271,100.0,100,0.4189424,[-0.068  0.213 -0.281 -0.014 -0.018  0.05  -0.333 -0.999 -0.019  0.  0.   ],2747.4028,113.78,,16500,1196564.6,1.0,1,40.794968,-104.13876,9.359934,1286718,765.2941,,4971297300.0,-1.0,1050.6270874122968,1.0,304.54456,-1230737.9,2.0,0.09819567,-2474541000.0
1.0,4508.313277959824,9.359942,285.78723,1713.856,9870809.0,19.683186,,100.0,166,True,-74.50369,1428.0687,1014.47845,100.0,100,0.4189424,[-0.076  0.213 -0.281 -0.011 -0.014  0.039 -0.327 -1.002 -0.019  0.  0.   ],173.24008,109.96,,16600,1103085.4,1.0,1,7.5271063,-74.50369,9.359942,1297714,728.69116,,2239286800.0,-1.0,1014.478451092623,1.0,271.88037,-1132606.5,2.0,0.08702841,-1406837000.0
1.0,4544.369388580322,9.359845,360.20038,1890.5242,51820144.0,186.37468,,100.0,167,True,-86.46973,1530.3237,1039.7245,100.0,100,0.4189424,[-0.068  0.215 -0.282 -0.008 -0.012  0.05  -0.326 -1.008 -0.017  0.  0.   ],1811.1073,112.83,,16700,1165188.1,1.0,1,32.43877,-86.46973,9.359845,1308997,679.5242,,28285397000.0,-1.0,1039.7245336839728,1.0,290.1051,-1201109.1,2.0,0.16404581,-6093087000.0
1.0,4583.865524053574,9.3599615,324.83127,1988.8684,12291583000.0,49674.34,,100.0,168,True,-100.570145,1664.0371,1048.301,100.0,100,0.4189424,[-0.082  0.217 -0.283 -0.008 -0.011  0.045 -0.329 -1.007 -0.017  0.  0.   ],402886.5,113.37,,16800,1176459.2,1.0,1,8681.251,-100.570145,9.3599615,1320334,723.4698,,4.227761e+20,-1.0,1048.3010073192454,1.0,278.43176,-1216214.8,2.0,0.06275312,-817440600000000.0
1.0,4623.068225622177,9.359942,296.29602,1906.8325,514484040000.0,1922262.9,,100.0,169,True,-88.30486,1610.5365,1053.5061,100.0,100,0.4189424,[-0.081  0.223 -0.29   0.024  0.022  0.05  -0.364 -0.987 -0.017  0.  0.   ],18193652.0,114.33,,16900,1207890.5,1.0,1,270189.7,-88.30486,9.359942,1331767,757.21,,1.6021593e+31,-1.0,1053.5060207859608,1.0,313.07434,-1244434.0,2.0,0.09682904,-1.4627172e+20
1.0,4660.513883590698,9.359947,256.6173,2203.1687,20354020.0,54.099033,,100.0,170,True,-103.2925,1946.5514,990.2727,100.0,100,0.4189424,[-0.061  0.225 -0.292  0.012  0.01   0.065 -0.368 -0.988 -0.019  0.  0.   ],336.20285,107.39,,17000,1085523.9,1.0,1,17.34267,-103.2925,9.359947,1342506,733.6554,,5.2095454e+16,-1.0,990.2726655390051,1.0,323.85803,-1134308.1,2.0,0.11545852,-11134702000000.0
1.0,4698.778142690659,9.359978,293.9403,1723.0052,84395330.0,285.8435,,100.0,171,True,-84.78697,1429.065,1039.1305,100.0,100,0.4189424,[-0.063  0.224 -0.293 -0.003 -0.005  0.049 -0.379 -0.984 -0.01   0.  0.   ],2522.5823,112.58,,17100,1174538.6,1.0,1,50.495495,-84.78697,9.359978,1353764,745.1903,,16718443000000.0,-1.0,1039.1305901751539,1.0,307.80896,-1204375.9,2.0,0.16736558,-122082615000.0
1.0,4737.667403459549,9.359953,396.02948,2027.5533,38782996.0,116.327515,,100.0,172,True,-89.60149,1631.5239,1074.7524,100.0,100,0.4189424,[-0.077  0.224 -0.294 -0.002 -0.004  0.042 -0.381 -0.985 -0.007  0.  0.   ],1016.14844,116.52,,17200,1252919.1,1.0,1,28.565546,-89.60149,9.359953,1365416,678.723,,87719710000.0,-1.0,1074.7525359965377,1.0,312.77167,-1294236.1,2.0,0.051574033,-12275799000.0
1.0,4775.474243879318,9.359973,496.6715,1789.296,3607293900000.0,16814870.0,,100.0,173,True,-87.134094,1292.6245,1075.1293,100.0,100,0.4189424,[-0.077  0.233 -0.298 -0.01  -0.012  0.039 -0.359 -0.997 -0.02   0.  0.   ],136331300.0,116.28,,17300,1238793.4,1.0,1,2930354.5,-87.134094,9.359973,1377044,578.45764,,7.403262e+35,-1.0,1075.129189302423,1.0,287.90726,-1270970.6,2.0,0.164845,-2.768588e+22
1.0,4808.468597650528,9.3599205,266.37457,1664.7014,16023981.0,42.15087,,100.0,174,True,-79.74089,1398.3269,1040.9708,100.0,100,0.4189424,[-0.093  0.245 -0.306  0.007  0.004  0.069 -0.401 -0.981 -0.027  0.  0.   ],356.07358,113.14,,17400,1169665.8,1.0,1,11.529267,-79.74089,9.3599205,1388358,774.59625,,422579780.0,-1.0,1040.9708417212016,1.0,293.3349,-1197517.8,2.0,0.3457912,-588568770.0
1.0,4842.677100658417,9.359765,294.62238,1672.7614,986688700000.0,3080681.8,,100.0,175,True,-79.144554,1378.1389,968.50104,100.0,100,0.4189424,[-0.078  0.246 -0.308  0.007  0.004  0.072 -0.396 -0.984 -0.026  0.  0.   ],30038396.0,105.51,,17500,1063973.0,1.0,1,425572.72,-79.144554,9.359765,1398909,673.87866,,1.844279e+33,-1.0,968.50103981981,1.0,354.93488,-1092095.4,2.0,0.10185215,-1.2077129e+21
1.0,4880.301845788956,9.359959,394.34692,1789.0022,382575800.0,1087.967,,100.0,176,True,-76.27606,1394.6553,1113.1519,100.0,100,0.4189424,[-9.079e-02  2.490e-01 -3.113e-01  3.482e-03  5.234e-04  5.032e-02 -3.911e-01 -9.974e-01 -1.564e-02  0.000e+00  0.000e+00],9475.994,120.75,,17600,1317015.2,1.0,1,250.35861,-76.27606,9.359959,1410984,718.8049,,3.0603278e+25,-1.0,1113.1517836188366,1.0,279.12073,-1349182.0,2.0,0.19345108,-1.7794596e+17
1.0,4917.353832483292,9.359903,370.6063,1972.6292,12519764.0,43.09308,,100.0,177,True,-88.03252,1602.0228,1109.1819,100.0,100,0.4189424,[-6.866e-02  2.519e-01 -3.140e-01  7.050e-04 -2.735e-03  4.969e-02 -3.793e-01 -1.015e+00 -1.888e-02  0.000e+00  0.000e+00],419.33,120.08,,17700,1337534.5,1.0,1,9.51547,-88.03252,9.359903,1422992,738.57556,,5429098000.0,-1.0,1109.1818653204946,1.0,327.49054,-1376643.4,2.0,0.13378716,-2894142200.0
1.0,4952.387464046478,9.359882,388.6005,1720.7905,112624344.0,253.26352,,100.0,178,True,-77.81969,1332.1901,1073.7251,100.0,100,0.4189424,[-0.08   0.252 -0.315 -0.002 -0.006  0.041 -0.382 -1.016 -0.018  0.  0.   ],2066.0469,116.3,,17800,1221010.5,1.0,1,75.25274,-77.81969,9.359882,1434622,685.1247,,420563300000.0,-1.0,1073.7250667650098,1.0,261.00772,-1250771.0,2.0,0.032072924,-19412480000.0
1.0,4987.056411266327,9.359933,422.76477,1772.4186,144202850.0,1140.4006,,100.0,179,True,-88.18936,1349.6538,1050.8855,100.0,100,0.4189424,[-0.069  0.253 -0.317 -0.003 -0.006  0.026 -0.364 -1.032 -0.021  0.  0.   ],11462.631,113.65,,17900,1170147.6,1.0,1,124.65776,-88.18936,9.359933,1445987,628.12085,,219261080000.0,-1.0,1050.885575944755,1.0,256.49,-1201720.8,2.0,0.1582906,-14928331000.0
1.0,5021.487169981003,9.359965,257.3117,1764.0876,1718427400.0,8652.592,,100.0,180,True,-74.90754,1506.7759,1034.0402,100.0,100,0.4189424,[-0.079  0.252 -0.317 -0.001 -0.004  0.014 -0.363 -1.034 -0.021  0.  0.   ],85782.766,111.72,,18000,1138594.5,1.0,1,1367.8523,-74.90754,9.359965,1457159,776.72845,,2.4083117e+20,-1.0,1034.0401300603378,1.0,263.3547,-1169871.5,2.0,0.052936632,-485378580000000.0
