ESSRenyi,AvgRet,MinVanillaIw,VarNormIw,VarDiscRet,Bound,IterType,AvgDiscRet,ESSClassic,VanillaAvgRet,VarJ,EpsThisIter,MaxNormIw,AvgEpLen,MaxVanillaIw,VarVanillaIw,J,MinNormIw,eRenyi2,AvgVanillaIw,BatchSize,AvgNormIw,VarRet
51.01741594230998,-1440.7114836661085,3.9165357e-06,9.764049e-05,139465.81068670974,-1398.7705,1,-1440.7114836661085,50.84813059376778,-1440.7114836661085,102.03517,100,0.030690344,500.0,3.4116247,1.2065601,-1165.6013,3.523243e-08,1.960115,1.111628,100,0.01,139465.81068670974
82.40486896139275,-1205.9362574785932,0.028578382,2.2144388e-05,58450.3287980971,-1327.7837,1,-1205.9362574785932,82.01899744868432,-1205.9362574785932,70.85521,100,0.019327408,500.0,2.051517,0.24949779,-1143.5532,0.00026923788,1.2135205,1.0614548,100,0.01,58450.3287980971
95.22086734156433,-1132.4134247194627,0.50232214,5.632996e-06,2292.009930650928,-1250.3324,1,-1132.4134247194627,94.71789383193966,-1132.4134247194627,62.96398,100,0.01862979,500.0,1.8637295,0.056375355,-1127.1841,0.0050211987,1.05019,1.0004028,100,0.01,2292.009930650928
77.6243201539789,-1168.587417962619,0.015265085,3.7524784e-05,33622.04598838818,-1303.4855,1,-1168.587417962619,72.91311574997762,-1168.587417962619,242.26295,100,0.049031563,500.0,4.897779,0.37442517,-1116.1565,0.00015281845,1.288256,0.9989033,100,0.01,33622.04598838818
95.80511809854558,-1148.1262541627757,0.40684986,4.2135484e-06,23818.381222564516,-1306.5703,1,-1148.1262541627757,95.99563436811118,-1148.1262541627757,79.46242,100,0.013949735,500.0,1.4018912,0.042554423,-1137.9613,0.0040484224,1.0437856,1.004959,100,0.01,23818.381222564516
81.28189741685125,-1130.3429792314012,0.316101,3.1873395e-05,2567.257196342631,-1239.4225,1,-1130.3429792314012,76.01404015586118,-1130.3429792314012,195.57675,100,0.056628924,500.0,5.7379336,0.32723722,-1109.2975,0.00311967,1.2302862,1.0132514,100,0.009999999,2567.257196342631
95.11587920932095,-1124.3785419295236,0.55827856,6.0765287e-06,12616.713860784239,-1285.8962,1,-1124.3785419295236,94.32561221584164,-1124.3785419295236,116.19666,100,0.02084671,500.0,2.180874,0.06650308,-1116.8407,0.005336517,1.0513492,1.0461478,100,0.009999999,12616.713860784239
96.787796483447,-1148.739571984385,0.48905182,2.6228067e-06,14790.355347068493,-1309.9946,1,-1148.739571984385,97.46914870367756,-1148.739571984385,69.27228,100,0.01323324,500.0,1.4003813,0.029371524,-1142.0205,0.0046214126,1.0331881,1.0582302,100,0.009999999,14790.355347068493
92.1580785400617,-1131.2866994910612,0.33621368,1.0148727e-05,12291.90165230701,-1291.5615,1,-1131.2866994910612,90.87005783385267,-1131.2866994910612,117.6997,100,0.01840841,500.0,1.7817948,0.095081136,-1119.5684,0.0034735533,1.0850921,0.96792436,100,0.01,12291.90165230701
33.46164152957283,-1111.9046219771578,0.020749336,0.0033919865,19741.6010107191,-1104.611,1,-1111.9046219771578,2.891789621708971,-1111.9046219771578,1091.9666,100,0.5847288,500.0,115.07301,131.36874,-819.1568,0.000105435094,2.9884965,1.9679724,100,0.01,19741.6010107191
