MaxVanillaIw,VarJ,AvgEpLen,AvgNormIw,EpsThisIter,AvgVanillaIw,VarDiscRet,MinVanillaIw,MaxNormIw,VanillaAvgRet,Delta,eRenyi2,MinNormIw,VarVanillaIw,Bound,J,VarRet,ESSRenyi,IterType,VarNormIw,AvgRet,AvgDiscRet,BatchSize,ESSClassic
3.8748834,166.22295,200.0,0.010000002,100,0.80608034,5192346.909235419,2.0422997e-16,0.048070688,-2179.6624859190065,0.6,2.7880614,2.533618e-18,1.4550871,-849.0357,-63.877163,5192346.909235419,35.86721608910296,1,0.00022394038,-2179.6624859190065,-2179.6624859190065,100,31.084768350375896
1.3471872,41.77583,200.0,0.01,100,0.999151,198307.840555199,0.07629952,0.0134833185,-86.46329911272123,0.6,1.1185212,0.00076364353,0.12689467,-266.41306,-15.966135,198307.840555199,89.40375809616623,1,1.27110425e-05,-86.46329911272123,-86.46329911272123,100,88.82262287532096
3.177276,9.141795,200.0,0.01,100,0.9114568,56.20822128497392,1.0697229e-12,0.034859315,-8.585004095996931,0.6,2.3044958,1.1736407e-14,1.070225,-9.65611,-6.227294,56.20822128497392,43.3934396854214,1,0.00012882579,-8.585004095996931,-8.585004095996931,100,43.94879192512052
4.652087,8.14155,200.0,0.01,100,1.0117794,69.52914015099303,3.6660768e-07,0.045979265,-9.546642970081841,0.6,3.011498,3.6233954e-09,1.8292122,-11.110649,-7.122378,69.52914015099303,33.206065835081525,1,0.00017868677,-9.546642970081841,-9.546642970081841,100,36.11414026245965
1.2822678,7.7733455,200.0,0.01,100,0.9983055,60.56957335244424,0.85435987,0.012844442,-8.797533916069009,0.6,1.007633,0.0085581,0.0064929537,-10.779979,-8.787122,60.56957335244424,99.2424850088221,1,6.515015e-07,-8.797533916069009,-8.797533916069009,100,99.35917166466768
2.4757354,6.369452,200.0,0.010000002,100,0.9696483,41.702929200607024,0.8585464,0.025532303,-7.797569615157856,0.6,1.0627148,0.008854204,0.043440785,-9.673771,-7.6619973,41.702929200607024,94.0986222976931,1,4.620289e-06,-7.797569615157856,-7.797569615157856,100,95.62597268814841
2.4212012,7.2923694,200.0,0.01,100,1.051404,51.52733358906379,0.08791408,0.023028266,-8.614413012894268,0.6,1.4002627,0.00083615887,0.38018733,-10.112766,-7.8044033,51.52733358906379,71.4151701967989,1,3.4392073e-05,-8.614413012894268,-8.614413012894268,100,74.60006079947867
1.6294827,7.195164,200.0,0.01,100,0.99338585,50.85895579844584,0.91174555,0.016403321,-7.295816893978877,0.6,1.0212622,0.009178162,0.0131490445,-9.177299,-7.2593985,50.85895579844584,97.91804988649426,1,1.3324726e-06,-7.295816893978877,-7.295816893978877,100,98.69801582036973
4.554214,6.7013984,200.0,0.01,100,1.0709573,41.768923711487844,0.6201525,0.0425247,-6.894943883156713,0.6,1.2847108,0.0057906364,0.2989903,-8.556843,-6.2999907,41.768923711487844,77.83853201304453,1,2.60683e-05,-6.894943883156713,-6.894943883156713,100,79.48643141374639
1.3790933,7.0325317,200.0,0.01,100,1.0557553,45.59490891401347,0.064107075,0.013062623,-7.47075923626954,0.6,1.1341072,0.00060721533,0.10930617,-9.367615,-7.28945,45.59490891401347,88.17508359890981,1,9.806595e-06,-7.47075923626954,-7.47075923626954,100,91.15062211450187
5.022791,11.9227915,200.0,0.01,100,0.7376279,62.35844229171895,,0.06809383,-8.895354556575452,0.6,3.8450596,,1.8315539,-10.0976305,-6.168714,62.35844229171895,26.007398984172788,1,0.000336624,-8.895354556575452,-8.895354556575452,100,23.08095165260303
1.7741647,8.395706,200.0,0.010000002,100,1.0377065,59.49246991171686,0.0052214153,0.01709698,-8.493235780971668,0.6,1.3431588,5.0316878e-05,0.3335947,-10.29188,-7.9656515,59.49246991171686,74.45135819947986,1,3.0979187e-05,-8.493235780971668,-8.493235780971668,100,76.52902332805306
1.7639859,7.855547,200.0,0.01,100,1.0057358,61.400104321335654,0.007911798,0.017539257,-9.409052819394363,0.6,1.3594592,7.866676e-05,0.456614,-10.2293825,-7.884107,61.400104321335654,73.55866421956564,1,4.514206e-05,-9.409052819394363,-9.409052819394363,100,69.11298289684566
1.6804138,6.7672195,200.0,0.01,100,0.9783658,46.07690012988904,0.90112555,0.017175721,-7.357594631370597,0.6,1.0273398,0.009210518,0.015983265,-9.251858,-7.288566,46.07690012988904,97.33877577164223,1,1.6697941e-06,-7.357594631370597,-7.357594631370597,100,98.37378757859763
1.1097233,7.437189,200.0,0.01,100,1.0345469,56.02247280117639,0.5950915,0.010726661,-7.357594631370597,0.6,1.0179752,0.005752195,0.009845946,-11.796162,-9.8116045,46.07690012988904,196.4684383378448,,9.1993513e-07,-7.357594631370597,-9.863254531838956,200,99.09750175617691
2.2837145,7.069182,200.0,0.005,100,1.0009773,55.05888280703176,0.878873,0.011407424,-8.497367992198146,0.6,1.027642,0.0043900744,0.027377808,-9.325265,-7.887492,55.05888280703176,194.6203033100454,1,6.831093e-07,-8.497367992198146,-8.497367992198146,200,194.70638991068643
1.0,7.0615387,200.0,0.009999998,100,1.0,50.369016869286185,1.0,0.01,-8.256003272037074,0.6,1.0,0.01,,-10.289076,-8.256003,50.369016869286185,200.0,2,3.5044917e-18,-8.256003272037074,-8.256003272037074,200,100.0
2.0851054,7.2834764,200.0,0.005,100,0.99535537,55.907394638840564,0.8533642,0.010474176,-7.769650363212819,0.6,1.0778669,0.0042867316,0.049022626,-9.366823,-7.874302,55.907394638840564,185.5516648615326,1,1.2370299e-06,-7.769650363212819,-7.769650363212819,200,190.6152853303259
1.0,7.6087728,200.0,0.009999998,100,1.0,58.47820477942369,1.0,0.01,-8.633011884876,0.6,1.0,0.01,,-10.653835,-8.633012,58.47820477942369,200.0,2,3.5044917e-18,-8.633011884876,-8.633011884876,200,100.0
2.7573717,9.755712,200.0,0.005000001,100,1.0827173,50.97801224392387,3.8131837e-08,0.012733572,-9.31858724150863,0.6,2.0175228,1.7609324e-10,1.1147848,-9.943728,-7.914072,50.97801224392387,99.13146895854743,1,2.3773928e-05,-9.31858724150863,-9.31858724150863,200,102.76423781634819
1.0,7.9919195,200.0,0.009999998,100,1.0,64.51594076743858,1.0,0.01,-8.090629565643916,0.6,1.0,0.01,,-10.109974,-8.090629,64.51594076743858,200.0,2,3.5044917e-18,-8.090629565643916,-8.090629565643916,200,100.0
2.5000715,9.483849,200.0,0.005,100,1.0221194,43.55912797206982,7.1628334e-09,0.01222984,-9.771200447435263,0.6,1.8410065,3.503912e-11,0.9057852,-10.122403,-8.184986,43.55912797206982,108.63622594956242,1,2.1675141e-05,-9.771200447435263,-9.771200447435263,200,107.3727200406995
1.0,7.019684,200.0,0.009999998,100,1.0,49.77369792792978,1.0,0.01,-7.015733774509792,0.6,1.0,0.01,,-9.033083,-7.0157337,49.77369792792978,200.0,2,3.5044917e-18,-7.015733774509792,-7.015733774509792,200,100.0
