AvgRet,AvgEpLen,J,StepSize,GradInftyNorm,VarJ,BatchSize,Grad2Norm
128.1147658344917,13.81,114.70979790979271,0.01,31.801833865713316,76.24480096887596,100,160.69692008975716
120.9190571353957,13.09,109.4208422080614,0.01,44.155593037340196,64.11438936967804,100,162.49984797383337
133.70952598711474,14.38,119.61506348708282,0.01,39.38816395673469,81.31040393747517,100,160.09272682657914
138.21182325629516,14.83,122.9288897360695,0.01,60.17802492958714,94.03147386361076,100,198.07363539390735
153.9021169732511,16.39,134.26838760403453,0.01,43.95354484904785,117.29180883094017,100,222.0728889168613
176.48249591320754,18.66,150.48843557703344,0.01,53.76317707831126,153.56550339781262,100,254.0595958574349
190.39432101925834,20.02,161.24089584678458,0.01,62.79892088141651,163.78396459874153,100,258.4909026324499
181.98441654680298,19.2,157.67261757603018,0.01,45.67965198059057,125.48761243562805,100,235.9658155316143
224.46674944723026,23.44,186.77927757648698,0.01,82.92524097697233,196.98946702885272,100,283.9870926189729
238.86256295267492,24.88,195.5156888757225,0.01,98.88743266217956,235.0999322406187,100,327.89545379412243
290.36178178099914,29.99,228.70633065002687,0.01,74.00458681787198,298.9821189960308,100,369.732880886814
312.65040716707705,32.15,236.41145799341732,0.01,103.05667966126128,389.00041048795777,100,419.2499786516651
272.36957175059246,28.2,217.20902362422135,0.01,101.71752555051877,278.645846837469,100,398.16620282456944
297.446347704269,30.69,236.2517787714705,0.01,126.09316107022214,272.62668527272587,100,449.9778272234813
248.5660450690426,25.84,202.4860390754955,0.01,129.7627870457858,235.11512172132743,100,354.7533860851537
278.4676476665027,28.79,220.0015799729677,0.01,173.14711670068382,293.86202352664645,100,455.91592641976143
285.7497249898128,29.54,229.56089586453464,0.01,235.51295652393352,246.6929549737073,100,489.9201634454368
348.42116928325964,35.8,271.80717504260446,0.01,250.8923062032224,294.1586762127731,100,571.296039472439
354.5942099730857,36.45,281.8453971447848,0.01,405.0117068190022,231.17289263656542,100,579.9003711948554
373.1962579106167,38.31,296.57808089280263,0.01,410.6359521217361,205.00482688655086,100,644.1293639425362
455.0879344085604,46.42,338.02478865122566,0.01,261.9224993755267,353.1613932167075,100,608.208971129723
398.3721650159545,40.76,306.19732307750166,0.01,356.02888385276646,280.19553877184876,100,615.330663844992
518.0433899986743,52.73,385.97201682277523,0.01,256.02935173530614,230.3737981410082,100,596.2914182144715
563.5337779937685,57.22,407.7943633024695,0.01,644.1642859737095,294.81875978484527,100,874.1567167066102
560.4176816727966,56.97,415.40249988145223,0.01,359.61394443238925,172.45210108878746,100,641.7286799731803
514.9542239371688,52.4,387.0022436588834,0.01,833.7167414913255,190.70856291952256,100,1140.863913400631
592.0193589277193,60.09,430.3114178996246,0.01,390.75389867383586,205.1471625553682,100,688.6783337934359
495.7537181422114,50.53,379.7975522616431,0.01,267.0910691980856,144.57197335303258,100,606.7361885019561
498.4527115633711,50.78,379.63513895690636,0.01,1017.9974147666777,160.71693960541532,100,1129.7822987101
399.3878114887327,40.93,317.45051751408533,0.01,571.0234107140838,156.5534508269622,100,747.9122394324181
449.4602625540085,45.91,351.4552558127054,0.01,252.35777779013202,136.06388092832145,100,522.1397714726203
492.6478793526068,50.23,376.1328047393314,0.01,349.93211211996737,164.1650580901942,100,627.5740889786388
506.0505190910585,51.56,382.2583927901806,0.01,659.4021691575902,192.3880716590448,100,963.4184968514422
561.1323805840872,57.01,415.2596448983115,0.01,482.8408775113015,169.69434390351554,100,677.2595769784207
600.7313703896292,60.97,435.7000375657078,0.01,394.38965197664504,203.4387517087757,100,827.3450730966574
616.7261275263689,62.51,443.30765413180956,0.01,645.6376996760534,205.93524836171684,100,1007.6691140911007
548.4331931818649,55.73,402.8667641776594,0.01,1548.2013649251783,249.9337631257107,100,1684.048942374893
504.9724757005274,51.4,372.15449126157756,0.01,1596.4280948318496,322.1925697661511,100,1920.5690154117722
518.3700631390698,52.72,381.7247870917352,0.01,481.32222984001754,290.4281470836931,100,927.968627625964
564.9551723282225,57.41,415.0699576742315,0.01,511.82603207900195,211.7823262811494,100,966.7535207608624
442.4123480837233,45.18,328.0965669739933,0.01,939.1120322231525,387.7018610677783,100,1417.6820591143364
472.97808781834317,48.24,356.08711869556896,0.01,1832.9856889245075,277.2931560503608,100,2016.2773849145303
