VarJ,EpsThisIter,MaxVanillaIw,AvgDiscRet,VarNormIw,eRenyi2,AvgVanillaIw,MaxNormIw,AvgNormIw,AvgRet,AvgEpLen,MinNormIw,BatchSize,VanillaAvgRet,VarVanillaIw,ESSClassic,MinVanillaIw,VarDiscRet,Bound,ESSRenyi,J,Delta,IterType,VarRet
60.8532,100,1.0,-74.5799295068,3.50449e-18,1.0,1.0,0.01,0.01,-74.5799295068,105.87,0.01,200,-74.5799295068,,100.0,1.0,3740.51585138,-116.293,200.0,-74.5799,0.5,2,3740.51585138
53.2583,100,2.26869,-76.5884728324,2.31638e-06,1.08391,1.03941,0.0109133,0.005,-76.5884728324,108.37,0.00218807,200,-76.5884728324,0.100102,183.118040883,0.45486,4942.02757852,-103.681,184.51720727,-72.9722,0.5,1,4942.02757852
60.9936,100,1.0,-73.4116587675,3.50449e-18,1.0,1.0,0.01,0.01,-73.4116587675,104.62,0.01,200,-73.4116587675,,100.0,1.0,3757.80144668,-115.119,200.0,-73.4117,0.5,2,3757.80144668
47.0945,100,1.68769,-65.8515910074,5.2699e-07,1.02124,1.00487,0.00839753,0.005,-65.8515910074,95.01,0.00333177,200,-65.8515910074,0.0212854,195.89134211,0.6696,1341.68684997,-98.8208,195.840580326,-69.0169,0.5,1,1341.68684997
8.9009,100,1.0,-63.8183094795,3.50449e-18,1.0,1.0,0.01,0.01,-63.8183094795,93.66,0.01,200,-63.8183094795,,100.0,1.0,80.0262333476,-72.4146,200.0,-63.8183,0.5,2,80.0262333476
39.3008,100,1.47215,-74.3419978148,4.40874e-07,1.01768,0.989025,0.00744241,0.005,-74.3419978148,105.47,0.00390015,200,-74.3419978148,0.01725,196.551186134,0.77147,3767.93460891,-98.2938,196.526042499,-68.5379,0.5,1,3767.93460891
84.1805,100,1.0,-86.6840890053,3.50449e-18,1.0,1.0,0.01,0.01,-86.6840890053,120.16,0.01,200,-86.6840890053,,100.0,1.0,7157.93984952,-128.398,200.0,-86.6841,0.5,2,7157.93984952
72.9256,100,2.55662,-85.5535667624,3.91685e-06,1.16126,1.02903,0.0124225,0.005,-85.5535667624,118.7,0.000980335,200,-85.5535667624,0.165904,173.026738324,0.201759,7166.56858803,-113.566,172.226717946,-81.7801,0.5,1,7166.56858803
84.5647,100,1.0,-84.4461605698,3.50449e-18,1.0,1.0,0.01,0.01,-84.4461605698,117.14,0.01,200,-84.4461605698,,100.0,1.0,7223.4151342,-126.16,200.0,-84.4462,0.5,2,7223.4151342
63.8076,100,1.28821,-67.9758869465,9.03811e-07,1.02687,0.985305,0.00653712,0.005,-67.9758869465,97.89,0.00131292,200,-67.9758869465,0.0350978,193.055428712,0.258725,1359.56202205,-105.491,194.767070777,-75.6008,0.5,1,1359.56202205
100.916,100,1.0,-97.6973911329,3.50449e-18,1.0,1.0,0.01,0.01,-97.6973911329,133.14,0.01,200,-97.6973911329,,100.0,1.0,10286.9035766,-139.412,200.0,-97.6974,0.5,2,10286.9035766
80.1027,100,2.14546,-82.9354468505,3.35311e-06,1.14763,1.01849,0.0105326,0.005,-82.9354468505,116.74,0.00165033,200,-82.9354468505,0.139129,176.451825826,0.336167,6011.23684892,-117.798,174.271656275,-86.1993,0.5,1,6011.23684892
77.235,100,1.0,-82.1183351259,3.50449e-18,1.0,1.0,0.01,0.01,-82.1183351259,115.05,0.01,200,-82.1183351259,,100.0,1.0,6025.5071606,-123.833,200.0,-82.1183,0.5,2,6025.5071606
58.6756,100,1.6253,-73.5330788104,3.46308e-06,1.13412,0.975669,0.00832914,0.005,-73.5330788104,104.07,0.000163134,200,-73.5330788104,0.131864,175.773102132,0.031833,3768.33493089,-105.25,176.348851104,-73.8375,0.5,1,3768.33493089
84.3426,100,1.0,-85.1483968009,3.50449e-18,1.0,1.0,0.01,0.01,-85.1483968009,118.24,0.01,200,-85.1483968009,,100.0,1.0,7185.5368859,-126.863,200.0,-85.1484,0.5,2,7185.5368859
70.6312,100,1.76779,-81.4849422556,4.93041e-06,1.18308,0.972834,0.00908579,0.005,-81.4849422556,113.94,0.000129677,200,-81.4849422556,0.186647,167.191945885,0.0252309,6077.61408392,-111.094,169.049702411,-79.0112,0.5,1,6077.61408392
60.997,100,1.0,-74.5065042207,3.50449e-18,1.0,1.0,0.01,0.01,-74.5065042207,105.66,0.01,200,-74.5065042207,,100.0,1.0,3758.21644009,-116.218,200.0,-74.5065,0.5,2,3758.21644009
60.6674,100,1.70317,-85.576965766,6.3166e-06,1.23526,0.977345,0.00871326,0.005,-85.576965766,118.94,0.000100549,200,-85.576965766,0.241346,159.820856305,0.0196542,7163.04590169,-107.24,161.909123028,-74.4572,0.5,1,7163.04590169
90.7644,100,1.0,-87.7848264116,3.50449e-18,1.0,1.0,0.01,0.01,-87.7848264116,120.36,0.01,200,-87.7848264116,,100.0,1.0,8321.39753207,-129.499,200.0,-87.7848,0.5,2,8321.39753207
58.5459,100,1.7136,-73.0764331676,4.38743e-06,1.16789,1.00818,0.00849848,0.005,-73.0764331676,105.03,0.000432081,200,-73.0764331676,0.178381,170.267849494,0.0871232,2555.48153458,-107.835,171.249291234,-75.959,0.5,1,2555.48153458
84.4047,100,1.0,-84.5706438486,3.50449e-18,1.0,1.0,0.01,0.01,-84.5706438486,117.71,0.01,200,-84.5706438486,,100.0,1.0,7196.10905997,-126.282,200.0,-84.5706,0.5,2,7196.10905997
65.7204,100,2.21832,-74.5656635036,2.13151e-06,1.08714,1.0063,0.0110221,0.005,-74.5656635036,105.72,0.00124165,200,-74.5656635036,0.0863385,184.359932534,0.249895,3756.37604326,-107.413,183.969637999,-76.6595,0.5,1,3756.37604326
84.6705,100,1.0,-83.4355006592,3.50449e-18,1.0,1.0,0.01,0.01,-83.4355006592,115.26,0.01,200,-83.4355006592,,100.0,1.0,7241.50310602,-125.15,200.0,-83.4355,0.5,2,7241.50310602
70.3508,100,1.64234,-76.5040462209,8.14305e-07,1.03509,0.978494,0.00839216,0.005,-76.5040462209,108.21,0.00357912,200,-76.5040462209,0.0311862,193.72163725,0.700429,3743.51894332,-108.925,193.22014144,-78.9155,0.5,1,3743.51894332
91.0498,100,1.0,-86.770448218,3.50449e-18,1.0,1.0,0.01,0.01,-86.770448218,119.22,0.01,200,-86.770448218,,100.0,1.0,8373.79959307,-128.484,200.0,-86.7704,0.5,2,8373.79959307
82.234,100,2.28509,-87.6117176163,4.06448e-06,1.17932,1.03846,0.0110024,0.005,-87.6117176163,120.99,0.000245242,200,-87.6117176163,0.175324,172.151693103,0.0509345,8312.10996942,-112.743,169.58917231,-80.7108,0.5,1,8312.10996942
50.2944,100,1.0,-69.9962823753,3.50449e-18,1.0,1.0,0.01,0.01,-69.9962823753,99.97,0.01,200,-69.9962823753,,100.0,1.0,2555.07404949,-111.649,200.0,-69.9963,0.5,2,2555.07404949
62.5802,100,1.23029,-80.9781974688,9.23523e-07,1.04369,1.02068,0.00602677,0.005,-80.9781974688,113.18,0.00189178,200,-80.9781974688,0.038485,192.909436605,0.386181,6079.54635136,-104.296,191.626956678,-74.1627,0.5,1,6079.54635136
84.3536,100,1.0,-85.2978207983,3.50449e-18,1.0,1.0,0.01,0.01,-85.2978207983,118.35,0.01,200,-85.2978207983,,100.0,1.0,7187.4089756,-127.012,200.0,-85.2978,0.5,2,7187.4089756
65.9667,100,2.48718,-74.0463035415,2.47109e-06,1.1108,1.04707,0.0118769,0.005,-74.0463035415,105.52,0.000383296,200,-74.0463035415,0.108367,182.091447906,0.0802674,3796.14892989,-108.013,180.051047254,-76.9258,0.5,1,3796.14892989
90.1962,100,1.0,-89.6259305188,3.50449e-18,1.0,1.0,0.01,0.01,-89.6259305188,123.91,0.01,200,-89.6259305188,,100.0,1.0,8217.52693244,-131.34,200.0,-89.6259,0.5,2,8217.52693244
70.9206,100,1.90429,-74.0685768086,1.50489e-06,1.0666,0.993765,0.00958116,0.005,-74.0685768086,105.15,0.00155094,200,-74.0685768086,0.0594472,188.698015136,0.308254,3762.1473684,-110.149,187.511704661,-79.6864,0.5,1,3762.1473684
77.4118,100,1.0,-83.0747424126,3.50449e-18,1.0,1.0,0.01,0.01,-83.0747424126,116.06,0.01,200,-83.0747424126,,100.0,1.0,6053.12025633,-124.789,200.0,-83.0747,0.5,2,6053.12025633
66.3844,100,2.00631,-77.1806182379,1.77016e-06,1.07366,0.995246,0.0100795,0.005,-77.1806182379,108.99,0.00223915,200,-77.1806182379,0.0701347,186.836899822,0.445702,4934.43162506,-108.471,186.278769468,-77.9075,0.5,1,4934.43162506
69.9762,100,1.0,-77.9092609209,3.50449e-18,1.0,1.0,0.01,0.01,-77.9092609209,110.14,0.01,200,-77.9092609209,,100.0,1.0,4946.12890505,-119.623,200.0,-77.9093,0.5,2,4946.12890505
63.8407,100,1.89799,-81.5058020158,2.34132e-06,1.10781,1.0249,0.00925938,0.005,-81.5058020158,113.94,0.00064236,200,-81.5058020158,0.0983748,182.95171123,0.131671,6064.93362097,-107.549,180.537108469,-76.5032,0.5,1,6064.93362097
69.7229,100,1.0,-78.0881218375,3.50449e-18,1.0,1.0,0.01,0.01,-78.0881218375,110.5,0.01,200,-78.0881218375,,100.0,1.0,4910.39342268,-119.802,200.0,-78.0881,0.5,2,4910.39342268
64.8264,100,1.53815,-80.855262073,1.57962e-06,1.06771,1.00625,0.00764299,0.005,-80.855262073,114.06,0.000751288,200,-80.855262073,0.0639771,188.169890675,0.151196,4860.41981009,-108.006,187.31744265,-77.5279,0.5,1,4860.41981009
90.9214,100,1.0,-87.3784199971,3.50449e-18,1.0,1.0,0.01,0.01,-87.3784199971,120.26,0.01,200,-87.3784199971,,100.0,1.0,8350.20820504,-129.093,200.0,-87.3784,0.5,2,8350.20820504
71.9587,100,1.26688,-70.0734953472,5.15651e-07,1.02371,1.01696,0.00622873,0.005,-70.0734953472,100.22,0.00226288,200,-70.0734953472,0.0213317,195.977956593,0.460254,2585.57982856,-108.025,195.36871367,-78.1806,0.5,1,2585.57982856
84.5795,100,1.0,-84.1430417915,3.50449e-18,1.0,1.0,0.01,0.01,-84.1430417915,116.88,0.01,200,-84.1430417915,,100.0,1.0,7225.94769421,-125.856,200.0,-84.143,0.5,2,7225.94769421
78.2408,100,1.51344,-81.4691420192,1.52487e-06,1.0518,0.983763,0.00769212,0.005,-81.4691420192,114.13,0.0015533,200,-81.4691420192,0.0590301,188.556594412,0.305616,6074.31651109,-111.01,190.149871577,-80.7589,0.5,1,6074.31651109
90.3658,100,1.0,-89.3421870947,3.50449e-18,1.0,1.0,0.01,0.01,-89.3421870947,122.85,0.01,200,-89.3421870947,,100.0,1.0,8248.46052317,-131.056,200.0,-89.3422,0.5,2,8248.46052317
51.242,100,1.96608,-78.3810228649,1.00669e-05,1.41974,1.03459,0.00950178,0.005,-78.3810228649,110.9,1.43581e-07,200,-78.3810228649,0.431011,142.789582137,2.97094e-05,4925.89350439,-107.613,140.870962114,-72.4677,0.5,1,4925.89350439
90.6868,100,1.0,-87.6936671396,3.50449e-18,1.0,1.0,0.01,0.01,-87.6936671396,121.44,0.01,200,-87.6936671396,,100.0,1.0,8307.17257223,-129.408,200.0,-87.6937,0.5,2,8307.17257223
54.6571,100,2.37182,-75.1107362166,6.13899e-06,1.19465,1.00757,0.0117699,0.005,-75.1107362166,106.73,0.000363182,200,-75.1107362166,0.249294,160.728814902,0.0731866,3742.15753617,-105.799,167.413309571,-73.5598,0.5,1,3742.15753617
77.5145,100,1.0,-81.5538966854,3.50449e-18,1.0,1.0,0.01,0.01,-81.5538966854,114.47,0.01,200,-81.5538966854,,100.0,1.0,6069.18478539,-123.267,200.0,-81.5539,0.5,2,6069.18478539
65.102,100,1.49311,-74.4182601663,8.08188e-07,1.03816,1.00015,0.00746445,0.005,-74.4182601663,106.48,0.00198852,200,-74.4182601663,0.0323369,193.767416645,0.397762,3765.65228282,-106.739,192.64763127,-76.6852,0.5,1,3765.65228282
69.9092,100,1.0,-77.8344046688,3.50449e-18,1.0,1.0,0.01,0.01,-77.8344046688,109.73,0.01,200,-77.8344046688,,100.0,1.0,4936.66724031,-119.492,200.0,-77.8344,0.5,2,4936.66724031
53.7694,100,2.4132,-74.7331276628,3.89709e-06,1.16697,1.05825,0.0114019,0.005,-74.7331276628,104.92,0.000229022,200,-74.7331276628,0.174572,173.144605662,0.0484723,4999.11960869,-103.492,171.383746835,-71.6279,0.5,1,4999.11960869
77.4909,100,1.0,-82.2393729021,3.50449e-18,1.0,1.0,0.01,0.01,-82.2393729021,114.8,0.01,200,-82.2393729021,,100.0,1.0,6065.49712131,-123.954,200.0,-82.2394,0.5,2,6065.49712131
59.3222,100,2.3261,-81.3385838638,5.71907e-06,1.21238,0.977088,0.0119032,0.005,-81.3385838638,113.65,0.000480761,200,-81.3385838638,0.2184,162.917021275,0.0939492,6076.88155076,-108.098,164.965194729,-75.6201,0.5,1,6076.88155076
50.5019,100,1.0,-70.7910533814,3.50449e-18,1.0,1.0,0.01,0.01,-70.7910533814,101.57,0.01,200,-70.7910533814,,100.0,1.0,2576.2035086,-112.505,200.0,-70.7911,0.5,2,2576.2035086
40.8764,100,1.61463,-72.5443341805,1.65289e-06,1.0608,1.0137,0.00796406,0.005,-72.5443341805,104.09,0.000746146,200,-72.5443341805,0.0679393,187.65513599,0.151274,2600.61890023,-100.429,188.537215252,-70.0498,0.5,1,2600.61890023
50.3899,100,1.0,-70.8683934329,3.50449e-18,1.0,1.0,0.01,0.01,-70.8683934329,101.78,0.01,200,-70.8683934329,,100.0,1.0,2564.79405481,-112.581,200.0,-70.8684,0.5,2,2564.79405481
45.4719,100,1.89252,-70.1771265689,8.45186e-07,1.02813,1.00795,0.00938799,0.005,-70.1771265689,100.45,0.00224098,200,-70.1771265689,0.0343468,193.491280736,0.451756,2569.32036798,-99.6633,194.527806265,-69.7558,0.5,1,2569.32036798
36.7443,100,1.0,-67.4101840258,3.50449e-18,1.0,1.0,0.01,0.01,-67.4101840258,97.44,0.01,200,-67.4101840258,,100.0,1.0,1363.78443585,-109.124,200.0,-67.4102,0.5,2,1363.78443585
45.9541,100,1.65463,-78.9567025286,1.82555e-06,1.06394,0.988784,0.00836699,0.005,-78.9567025286,111.2,0.000577332,200,-78.9567025286,0.0713934,186.452981997,0.114171,4919.69822528,-101.303,187.981127507,-70.878,0.5,1,4919.69822528
84.9242,100,1.0,-82.3716646981,3.50449e-18,1.0,1.0,0.01,0.01,-82.3716646981,113.86,0.01,200,-82.3716646981,,100.0,1.0,7284.97740588,-124.086,200.0,-82.3717,0.5,2,7284.97740588
23.5806,100,2.35131,-71.5411639322,1.09007e-05,1.40693,0.971889,0.0120966,0.005,-71.5411639322,102.95,1.39792e-06,200,-71.5411639322,0.41186,139.484683262,0.000271724,2550.23075616,-100.942,142.153522302,-65.9552,0.5,1,2550.23075616
50.4326,100,1.0,-70.3221568462,3.50449e-18,1.0,1.0,0.01,0.01,-70.3221568462,100.64,0.01,200,-70.3221568462,,100.0,1.0,2569.13927447,-112.036,200.0,-70.3222,0.5,2,2569.13927447
44.8293,100,1.65053,-72.4280487661,2.00913e-06,1.07818,0.985509,0.00837399,0.005,-72.4280487661,102.64,0.00105671,200,-72.4280487661,0.0780527,185.191522031,0.208279,3797.9079462,-99.3709,185.498016567,-68.7432,0.5,1,3797.9079462
50.5458,100,1.0,-71.0533335574,3.50449e-18,1.0,1.0,0.01,0.01,-71.0533335574,102.22,0.01,200,-71.0533335574,,100.0,1.0,2580.68068229,-112.768,200.0,-71.0533,0.5,2,2580.68068229
67.2059,100,2.20474,-91.5947454388,1.91014e-06,1.07101,1.02005,0.010807,0.005,-91.5947454388,125.8,0.00391685,200,-91.5947454388,0.0795,185.869539911,0.799076,9385.52722107,-109.359,186.739994869,-78.833,0.5,1,9385.52722107
61.0997,100,1.0,-74.4847638568,3.50449e-18,1.0,1.0,0.01,0.01,-74.4847638568,105.74,0.01,200,-74.4847638568,,100.0,1.0,3770.88016299,-116.199,200.0,-74.4848,0.5,2,3770.88016299
72.1314,100,1.44772,-86.2938264982,3.48841e-07,1.01803,0.996286,0.00726558,0.005,-86.2938264982,120.09,0.00391329,200,-86.2938264982,0.0138502,197.261242096,0.779751,7142.81331887,-109.656,196.458522691,-79.8946,0.5,1,7142.81331887
69.6172,100,1.0,-78.6651363628,3.50449e-18,1.0,1.0,0.01,0.01,-78.6651363628,111.34,0.01,200,-78.6651363628,,100.0,1.0,4895.51642993,-120.378,200.0,-78.6651,0.5,2,4895.51642993
70.0911,100,2.10297,-84.2204056816,1.23784e-06,1.05585,0.984029,0.0106855,0.005,-84.2204056816,116.04,0.00402837,200,-84.2204056816,0.0479446,190.609425894,0.792806,7245.54148436,-109.907,189.420241748,-79.5985,0.5,1,7245.54148436
102.208,100,1.0,-93.3550119919,3.50449e-18,1.0,1.0,0.01,0.01,-93.3550119919,126.07,0.01,200,-93.3550119919,,100.0,1.0,10551.9581026,-135.069,200.0,-93.355,0.5,2,10551.9581026
65.743,100,2.72057,-81.3124596569,1.0641e-05,1.41186,1.03176,0.0131841,0.005,-81.3124596569,113.32,0.000166159,200,-81.3124596569,0.453106,140.497745782,0.0342874,6078.22955067,-111.951,141.656627472,-76.9024,0.5,1,6078.22955067
61.1079,100,1.0,-73.4322024247,3.50449e-18,1.0,1.0,0.01,0.01,-73.4322024247,104.18,0.01,200,-73.4322024247,,100.0,1.0,3771.897189,-115.143,200.0,-73.4322,0.5,2,3771.897189
53.1721,100,1.50536,-70.4693608491,4.86092e-07,1.01849,0.997489,0.00754575,0.005,-70.4693608491,101.06,0.00409323,200,-70.4693608491,0.0193461,196.204250458,0.81659,2577.53200271,-101.181,196.3696027,-71.4139,0.5,1,2577.53200271
50.2927,100,1.0,-70.9199359681,3.50449e-18,1.0,1.0,0.01,0.01,-70.9199359681,101.74,0.01,200,-70.9199359681,,100.0,1.0,2554.90190666,-112.634,200.0,-70.9199,0.5,2,2554.90190666
59.2142,100,1.80461,-86.0928436059,2.15132e-06,1.09451,1.00998,0.00893389,0.005,-86.0928436059,119.66,0.00107653,200,-86.0928436059,0.0877787,184.226105542,0.217455,7173.80340802,-106.843,182.729700649,-75.9839,0.5,1,7173.80340802
114.798,100,1.0,-107.225607179,3.50449e-18,1.0,1.0,0.01,0.01,-107.225607179,143.9,0.01,200,-107.225607179,,100.0,1.0,13311.7078313,-148.94,200.0,-107.226,0.5,2,13311.7078313
92.7586,100,2.13153,-81.7200103109,2.05718e-06,1.08604,0.983797,0.0108332,0.005,-81.7200103109,114.75,0.00134824,200,-81.7200103109,0.0796423,184.864061978,0.265278,6063.21818756,-122.085,184.156004043,-91.3461,0.5,1,6063.21818756
69.806,100,1.0,-79.2085649982,3.50449e-18,1.0,1.0,0.01,0.01,-79.2085649982,111.89,0.01,200,-79.2085649982,,100.0,1.0,4922.10155407,-120.919,200.0,-79.2086,0.5,2,4922.10155407
69.1604,100,1.56947,-84.5787507591,2.32336e-06,1.1094,1.00715,0.00779164,0.005,-84.5787507591,117.6,0.000493033,200,-84.5787507591,0.0942677,183.071397437,0.0993114,7210.93640744,-109.645,180.277389571,-78.5771,0.5,1,7210.93640744
50.595,100,1.0,-69.6923219298,3.50449e-18,1.0,1.0,0.01,0.01,-69.6923219298,99.43,0.01,200,-69.6923219298,,100.0,1.0,2585.71101702,-111.4,200.0,-69.6923,0.5,2,2585.71101702
58.7876,100,2.26236,-80.6979175933,1.61401e-06,1.05619,1.01009,0.0111988,0.005,-80.6979175933,113.23,0.000586356,200,-80.6979175933,0.0658692,187.927930487,0.118454,6096.34434176,-102.877,189.360464906,-72.563,0.5,1,6096.34434176
50.3105,100,1.0,-72.4021304333,3.50449e-18,1.0,1.0,0.01,0.01,-72.4021304333,103.7,0.01,200,-72.4021304333,,100.0,1.0,2556.7140558,-114.114,200.0,-72.4021,0.5,2,2556.7140558
72.4383,100,2.65191,-97.026262839,3.77609e-06,1.14199,1.01231,0.0130983,0.005,-97.026262839,131.33,0.00220527,200,-97.026262839,0.154785,173.869457385,0.446483,11581.3153159,-112.085,175.133237652,-80.5643,0.5,1,11581.3153159
60.9926,100,1.0,-74.5182518479,3.50449e-18,1.0,1.0,0.01,0.01,-74.5182518479,105.52,0.01,200,-74.5182518479,,100.0,1.0,3757.6762947,-116.231,200.0,-74.5182,0.5,2,3757.6762947
51.8444,100,3.7961,-74.6589240915,3.34303e-06,1.05259,1.03349,0.0183655,0.005,-74.6589240915,105.46,0.00320569,200,-74.6589240915,0.142827,176.514278221,0.662607,3760.71510189,-103.223,190.008105564,-72.9607,0.5,1,3760.71510189
69.8244,100,1.0,-77.7785933404,3.50449e-18,1.0,1.0,0.01,0.01,-77.7785933404,109.21,0.01,200,-77.7785933404,,100.0,1.0,4924.68991089,-119.493,200.0,-77.7786,0.5,2,4924.68991089
49.6417,100,1.7812,-67.7760577053,1.12098e-06,1.04423,0.993007,0.00896871,0.005,-67.7760577053,98.45,0.0024689,200,-67.7760577053,0.0442143,191.458029527,0.490327,1332.93270275,-101.599,191.529148256,-71.4572,0.5,1,1332.93270275
90.544,100,1.0,-88.5703815253,3.50449e-18,1.0,1.0,0.01,0.01,-88.5703815253,121.89,0.01,200,-88.5703815253,,100.0,1.0,8281.01929724,-130.284,200.0,-88.5704,0.5,2,8281.01929724
67.8794,100,1.94946,-74.3105719841,2.20554e-06,1.0894,0.990914,0.00983667,0.005,-74.3105719841,105.86,0.00182511,200,-74.3105719841,0.0866256,183.860631676,0.361705,3763.19166176,-109.536,183.587146198,-78.7493,0.5,1,3763.19166176
77.5819,100,1.0,-81.7963054118,3.50449e-18,1.0,1.0,0.01,0.01,-81.7963054118,114.15,0.01,200,-81.7963054118,,100.0,1.0,6079.75087671,-123.51,200.0,-81.7963,0.5,2,6079.75087671
56.9358,100,1.38711,-70.1022476621,2.08074e-06,1.0928,1.00171,0.00692369,0.005,-70.1022476621,101.04,0.000951645,200,-70.1022476621,0.0835146,184.704010596,0.190654,2586.07602321,-104.038,183.015502938,-73.2031,0.5,1,2586.07602321
69.7643,100,1.0,-79.4219283451,3.50449e-18,1.0,1.0,0.01,0.01,-79.4219283451,111.67,0.01,200,-79.4219283451,,100.0,1.0,4916.2221655,-121.136,200.0,-79.4219,0.5,2,4916.2221655
57.8843,100,1.72844,-85.8207341515,7.85738e-06,1.27603,0.960591,0.00899673,0.005,-85.8207341515,119.59,2.75849e-06,200,-85.8207341515,0.290011,152.355026314,0.000529956,7165.23598987,-108.385,156.735855512,-75.0661,0.5,1,7165.23598987
84.6338,100,1.0,-83.8039017306,3.50449e-18,1.0,1.0,0.01,0.01,-83.8039017306,116.14,0.01,200,-83.8039017306,,100.0,1.0,7235.22948771,-125.518,200.0,-83.8039,0.5,2,7235.22948771
77.8708,100,12.0382,-84.6245870629,1.5729e-05,1.11405,1.04278,0.0577216,0.005,-84.6245870629,116.62,0.00309733,200,-84.6245870629,0.684139,123.000202266,0.645966,7233.38393931,-112.471,179.525823372,-81.338,0.5,1,7233.38393931
36.599,100,1.0,-68.5837833034,3.50449e-18,1.0,1.0,0.01,0.01,-68.5837833034,99.58,0.01,200,-68.5837833034,,100.0,1.0,1353.01752188,-110.297,200.0,-68.5838,0.5,2,1353.01752188
55.7114,100,2.32341,-85.5563702513,3.23117e-06,1.11415,0.986576,0.0117751,0.005,-85.5563702513,119.23,0.00031827,200,-85.5563702513,0.1258,177.210634153,0.0627994,7175.18520953,-105.716,179.509784211,-74.5822,0.5,1,7175.18520953
84.2766,100,1.0,-86.1093018779,3.50449e-18,1.0,1.0,0.01,0.01,-86.1093018779,120.01,0.01,200,-86.1093018779,,100.0,1.0,7174.29306657,-127.823,200.0,-86.1093,0.5,2,7174.29306657
78.6402,100,2.09944,-90.3967955956,3.78955e-06,1.13749,0.971479,0.0108054,0.005,-90.3967955956,124.53,1.42732e-05,200,-90.3967955956,0.143059,173.788552039,0.00277322,8238.28928859,-116.137,175.82520033,-84.6776,0.5,1,8238.28928859
77.5838,100,1.0,-81.788480984,3.50449e-18,1.0,1.0,0.01,0.01,-81.788480984,114.71,0.01,200,-81.788480984,,100.0,1.0,6080.04877218,-123.495,200.0,-81.7885,0.5,2,6080.04877218
64.3171,100,3.343,-82.9350229716,3.84171e-06,1.11608,1.03576,0.016138,0.005,-82.9350229716,116.29,0.00290216,200,-82.9350229716,0.164854,173.475596693,0.601186,6071.17336862,-109.697,179.198003928,-78.5362,0.5,1,6071.17336862
60.9053,100,1.0,-75.089738563,3.50449e-18,1.0,1.0,0.01,0.01,-75.089738563,105.98,0.01,200,-75.089738563,,100.0,1.0,3746.92988923,-116.804,200.0,-75.0897,0.5,2,3746.92988923
64.7034,100,1.4181,-80.7182260108,1.15574e-06,1.04937,1.00082,0.0070847,0.005,-80.7182260108,112.45,0.000472822,200,-80.7182260108,0.0463058,191.204832362,0.0946421,6110.01870825,-106.719,190.590167573,-76.5033,0.5,1,6110.01870825
69.9139,100,1.0,-77.1327895126,3.50449e-18,1.0,1.0,0.01,0.01,-77.1327895126,108.65,0.01,200,-77.1327895126,,100.0,1.0,4937.32933649,-118.847,200.0,-77.1328,0.5,2,4937.32933649
43.2971,100,1.59955,-66.8673882326,2.41816e-06,1.09503,1.00252,0.00797761,0.005,-66.8673882326,96.74,0.00126838,200,-66.8673882326,0.0972152,182.441291414,0.254317,1366.66552828,-100.49,182.643585163,-69.6241,0.5,1,1366.66552828
50.2672,100,1.0,-72.0360819209,3.50449e-18,1.0,1.0,0.01,0.01,-72.0360819209,103.36,0.01,200,-72.0360819209,,100.0,1.0,2552.31476018,-113.749,200.0,-72.0361,0.5,2,2552.31476018
51.3661,100,1.65172,-82.0953445344,3.71635e-06,1.15086,0.980035,0.00842684,0.005,-82.0953445344,114.45,0.000563461,200,-82.0953445344,0.142777,174.229558019,0.110442,6046.67553553,-104.867,173.783577234,-73.2242,0.5,1,6046.67553553
84.483,100,1.0,-84.2166904059,3.50449e-18,1.0,1.0,0.01,0.01,-84.2166904059,116.98,0.01,200,-84.2166904059,,100.0,1.0,7209.46722387,-125.931,200.0,-84.2167,0.5,2,7209.46722387
63.4392,100,2.40577,-84.0179135486,7.94745e-06,1.32649,0.997407,0.0120601,0.005,-84.0179135486,116.49,5.20883e-05,200,-84.0179135486,0.316252,151.940067822,0.0103906,7231.76691336,-110.631,150.773760401,-76.6593,0.5,1,7231.76691336
77.3491,100,1.0,-82.3560802454,3.50449e-18,1.0,1.0,0.01,0.01,-82.3560802454,115.04,0.01,200,-82.3560802454,,100.0,1.0,6043.31148645,-124.07,200.0,-82.3561,0.5,2,6043.31148645
65.6429,100,1.73237,-77.9381993997,1.61346e-06,1.08686,1.04598,0.00828111,0.005,-77.9381993997,109.81,0.0010129,200,-77.9381993997,0.0706092,187.931846643,0.211894,4950.51519636,-108.409,184.015502862,-77.6582,0.5,1,4950.51519636
84.5302,100,1.0,-85.571835072,3.50449e-18,1.0,1.0,0.01,0.01,-85.571835072,118.13,0.01,200,-85.571835072,,100.0,1.0,7217.52664452,-127.285,200.0,-85.5718,0.5,2,7217.52664452
43.7694,100,2.05189,-74.5034957942,7.53534e-06,1.2584,0.983278,0.0104339,0.005,-74.5034957942,105.96,0.000330752,200,-74.5034957942,0.291417,153.857176673,0.0650442,3749.16592291,-104.997,158.931620401,-71.9086,0.5,1,3749.16592291
60.9823,100,1.0,-74.3185599419,3.50449e-18,1.0,1.0,0.01,0.01,-74.3185599419,105.89,0.01,200,-74.3185599419,,100.0,1.0,3756.40155116,-116.033,200.0,-74.3186,0.5,2,3756.40155116
46.278,100,1.9596,-75.8303559338,2.78124e-06,1.10965,0.945154,0.0103666,0.005,-75.8303559338,107.57,0.00107978,200,-75.8303559338,0.099381,180.067727833,0.204112,3763.43268873,-103.007,180.236931648,-71.9352,0.5,1,3763.43268873
