MinNormIw,VarDiscRet,MinVanillaIw,AvgEpLen,MaxNormIw,MaxVanillaIw,VarVanillaIw,J,Bound,AvgDiscRet,AvgVanillaIw,VarJ,VarRet,ESSRenyi,AvgNormIw,eRenyi2,AvgRet,VarNormIw,ESSClassic,BatchSize
3.0418627e-14,3680974.5780205172,2.5907015e-12,200.0,0.03455076,2.942628,1.092759,1418.3938,1181.9183,-1.1596057447604835e-13,0.8516826,42.215843,3680974.578020517,46.56005623212358,0.01,2.1477637,-1439.2221432774563,0.0001506499,40.13752971497938,100
,93.46451495888644,,200.0,0.8759961,30.828604,9.56699,10.979346,5.223415,5.329070518200751e-17,0.35192627,5.096076,93.46451495888644,1.9954398037809407,0.01,50.114265,-11.50072656884749,0.007724532,1.2907749025944457,100
,65.20115630847224,,200.0,0.34332845,38.38649,32.16685,5.8023586,2.1612747,4.618527782440651e-16,1.118069,8.341794,65.20115630847224,3.4787002858929403,0.01,28.746368,-9.284286463910778,0.0025731863,3.7772133944725974,100
1.552737e-38,68.86134860300645,1.4345074e-36,200.0,0.40641433,37.546883,23.171642,8.090396,4.507761,1.2967404927621828e-15,0.9238573,5.7804575,68.86134860300643,3.794840563467465,0.01,26.351568,-9.10010274134197,0.0027148577,3.5871748495327878,100
,61.047206681846305,,200.0,0.32366565,21.739225,9.801333,7.1385574,4.454714,3.730349362740526e-16,0.67165685,7.7114305,61.047206681846305,5.994795168379505,0.01,16.681137,-9.067508623760666,0.0021726529,4.44261631933624,100
0.0027287495,69.99307598982527,0.41560447,200.0,0.2885513,43.948044,20.284292,1.8914446,0.506477,-1.936228954946273e-15,1.5230583,21.23795,69.99307598982527,25.81065362434941,0.010000002,3.8743691,-9.467227718943882,0.0008744337,10.355296631783125,100
,64.57019404866293,,200.0,0.44799775,40.904568,32.823837,8.9719925,4.960983,5.861977570020827e-16,0.913053,3.7808685,64.57019404866293,2.8388852688317483,0.01,35.225094,-9.802744728089744,0.0039372896,2.5013025952207744,100
,74.8309972646529,,200.0,0.93627316,40.04422,16.037764,6.839099,2.7414308,-1.2079226507921704e-15,0.42769805,3.4783123,74.8309972646529,3.152325312507027,0.010000002,31.722614,-9.100046280328066,0.008767367,1.138992070225718,100
,66.10756423964779,,200.0,0.4170511,44.618607,41.255657,8.65453,4.800547,-3.019806626980426e-16,1.0698595,5.466901,66.10756423964779,3.1481455239107214,0.01,31.764732,-9.880342567099131,0.0036043753,2.726035054886205,100
5.7530255e-05,68.54535271323431,0.008420675,200.0,0.11113148,16.26626,10.132422,2.3416884,0.5972209,4.973799150320702e-16,1.463695,14.228919,68.54535271323431,15.932181989308967,0.01,6.276604,-9.578654644152598,0.00047294653,17.59890776684695,100
0.0074708606,56.980501535155256,0.7910787,200.0,0.030772382,3.2584434,0.28403175,0.26697436,-0.44213226,2.1316282072803005e-16,1.0588857,7.861141,56.980501535155256,80.15418146516346,0.010000002,1.2475955,-8.621171695322904,2.5331956e-05,79.9496827683942,100
7.94261e-35,67.84089623935559,9.32443e-33,200.0,0.044787657,5.2579613,4.753361,2.4994702,1.1178483,-8.881784197001252e-16,1.1739755,16.020266,67.84089623935559,25.138318155041116,0.009999999,3.9779909,-9.815757917583591,0.00034489174,22.652992889008754,100
0.0003521043,63.16437082260155,0.039644152,200.0,0.011570591,1.3027567,0.19403291,0.3310984,-0.3689266,-1.2434497875801754e-16,1.1259207,8.0258045,63.16437082260155,91.17337652125306,0.01,1.0968114,-9.271640707026872,1.5305928e-05,86.84105536120035,100
