AvgEpLen,MinNormIw,Delta,VarRet,Bound,eRenyi2,VarNormIw,MaxVanillaIw,AvgVanillaIw,AvgRet,MaxNormIw,J,IterType,VanillaAvgRet,AvgDiscRet,ESSRenyi,MinVanillaIw,EpsThisIter,VarJ,VarDiscRet,VarVanillaIw,ESSClassic,AvgNormIw,BatchSize
500.0,0.00634976,0.2,1255.31531303,-517.884,1.01649,2.12411e-06,1.3461,0.985946,-414.226856553,0.0136529,-412.547,1,-414.226856553,-414.226856553,98.377302619,0.626052,100,35.5857,1255.31531303,0.0206483,97.9404315604,0.01,100
500.0,0.00580192,0.2,1985.17133063,-524.348,1.05119,1.15192e-05,3.34813,1.03649,-417.308467953,0.0323027,-412.639,1,-417.308467953,-417.308467953,95.1304086898,0.601362,100,48.9956,1985.17133063,0.123752,89.7633607374,0.01,100
500.0,0.00448469,0.2,1401.67064953,-498.561,1.07664,8.95865e-06,1.59209,0.98222,-404.850465595,0.0162091,-397.994,1,-404.850465595,-404.850465595,92.8814640282,0.440496,100,39.2992,1401.67064953,0.0864291,91.8534369935,0.01,100
500.0,0.00436772,0.2,1617.03570977,-519.502,1.02001,1.94282e-06,1.26858,1.00539,-412.05242039,0.0126177,-409.868,1,-412.05242039,-412.05242039,98.0386904532,0.439127,100,39.2402,1617.03570977,0.0196383,98.1129092615,0.01,100
500.0,0.00628005,0.2,1385.86891249,-510.007,1.02164,1.83043e-06,1.26896,1.00209,-409.967494946,0.012663,-407.743,1,-409.967494946,-409.967494946,97.882013815,0.62932,100,36.1485,1385.86891249,0.0183811,98.2201452243,0.01,100
500.0,0.00418682,0.2,1867.88069369,-506.894,1.05327,6.4543e-06,1.90683,1.0072,-404.798807724,0.0189319,-399.402,1,-404.798807724,-404.798807724,94.9424082703,0.421698,100,43.9008,1867.88069369,0.0654764,93.9940397758,0.01,100
500.0,0.00643638,0.2,1796.30173247,-514.286,1.02947,3.41324e-06,1.71289,1.00208,-409.185753209,0.0170932,-406.307,1,-409.185753209,-409.185753209,97.1369263903,0.64498,100,44.766,1796.30173247,0.0342748,96.7313645877,0.01,100
500.0,0.00381669,0.2,2157.69955688,-508.053,1.05821,8.66104e-06,2.06338,0.969424,-403.321410309,0.0212846,-397.451,1,-403.321410309,-403.321410309,94.4994556086,0.369999,100,48.6611,2157.69955688,0.081395,92.1027162497,0.01,100
500.0,0.00512671,0.2,1816.51696324,-523.546,1.01974,2.1581e-06,1.23016,0.983232,-400.95957971,0.0125114,-398.553,1,-400.95957971,-400.95957971,98.0646724009,0.504075,100,40.3781,1816.51696324,0.0208633,97.9081550945,0.01,100
500.0,0.00441694,0.2,1234.93259513,-493.366,1.01456,1.83699e-06,1.28617,0.995721,-396.282984016,0.012917,-394.675,1,-396.282984016,-396.282984016,98.5646997807,0.439804,100,34.1743,1234.93259513,0.018213,98.2138429211,0.01,100
500.0,0.00633591,0.2,1574.71038552,-513.898,1.0136,1.05289e-06,1.18193,1.0256,-408.481503195,0.0115243,-406.983,1,-408.481503195,-408.481503195,98.6585271048,0.649809,100,36.7738,1574.71038552,0.0110749,98.968395216,0.01,100
500.0,0.0057131,0.2,1529.34071195,-499.415,1.01785,1.68447e-06,1.43023,1.02548,-397.681899763,0.013947,-395.644,1,-397.681899763,-397.681899763,98.2458392307,0.585865,100,36.7993,1529.34071195,0.0177139,98.3597138424,0.01,100
500.0,0.00772928,0.2,967.554501985,-498.548,1.00497,4.36371e-07,1.13494,0.994707,-401.324618548,0.0114098,-400.847,1,-401.324618548,-401.324618548,99.5050374629,0.768836,100,31.0678,967.554501985,0.00431763,99.5698328455,0.01,100
500.0,0.0076861,0.2,1528.78667866,-506.489,1.02091,2.97373e-06,1.66397,0.998817,-396.01470857,0.0166594,-393.707,1,-396.01470857,-396.01470857,97.9520308043,0.767701,100,40.0928,1528.78667866,0.029667,97.1401920254,0.01,100
500.0,0.00515524,0.2,1544.89835971,-506.298,1.02152,2.07431e-06,1.23587,1.01887,-401.358091947,0.0121298,-398.976,1,-401.358091947,-401.358091947,97.893493577,0.525251,100,37.7273,1544.89835971,0.0215332,97.9877560501,0.01,100
500.0,0.00399463,0.2,1534.81390293,-499.633,1.02219,3.15443e-06,1.54646,0.984158,-396.382381545,0.0157135,-393.732,1,-396.382381545,-396.382381545,97.8292187513,0.393135,100,36.7939,1534.81390293,0.0305528,96.9716382465,0.01,100
500.0,0.00569847,0.2,1424.4264837,-503.275,1.03547,3.81398e-06,1.49342,0.982967,-404.575602484,0.0151929,-400.943,1,-404.575602484,-404.575602484,96.5744571016,0.560141,100,35.6055,1424.4264837,0.0368516,96.3615605292,0.01,100
500.0,0.00552195,0.2,1558.94815446,-501.786,1.02213,2.36194e-06,1.38146,1.01832,-398.774955634,0.013566,-396.619,1,-398.774955634,-398.774955634,97.8344443487,0.562311,100,39.883,1558.94815446,0.0244928,97.7150886753,0.01,100
500.0,0.00278074,0.2,1260.00994135,-497.105,1.02934,3.79967e-06,1.72556,0.956075,-400.262453748,0.0180484,-397.393,1,-400.262453748,-400.262453748,97.1492333607,0.265859,100,36.8996,1260.00994135,0.034732,96.3746971015,0.01,100
500.0,0.00437737,0.2,1277.39291878,-496.012,1.04292,5.19466e-06,1.72955,1.00334,-396.884242787,0.0172379,-392.83,1,-396.884242787,-396.884242787,95.8843472604,0.4392,100,35.5664,1277.39291878,0.0522943,95.1088437362,0.01,100
500.0,0.00567107,0.2,1704.36208749,-499.996,1.02535,3.7152e-06,1.48621,0.966775,-389.149144612,0.0153729,-386.367,1,-389.149144612,-389.149144612,97.5276645515,0.548265,100,40.9968,1704.36208749,0.0347242,96.4524116176,0.01,100
500.0,0.00539312,0.2,1400.96416024,-484.982,1.01763,1.8436e-06,1.31947,1.00275,-389.877682199,0.0131585,-388.216,1,-389.877682199,-389.877682199,98.2679594582,0.540796,100,37.1075,1400.96416024,0.0185376,98.207540378,0.01,100
500.0,0.00612062,0.2,1732.72594244,-501.272,1.02973,4.02112e-06,1.53413,0.998944,-392.284669163,0.0153575,-388.996,1,-392.284669163,-392.284669163,97.1128614393,0.611416,100,40.168,1732.72594244,0.0401264,96.1715053427,0.01,100
500.0,0.00498994,0.2,1391.34150666,-494.143,1.0232,3.05102e-06,1.22811,0.969678,-396.221234107,0.0126651,-393.855,1,-396.221234107,-396.221234107,97.7330101589,0.483864,100,37.5215,1391.34150666,0.028688,97.0680522722,0.01,100
500.0,0.00364956,0.2,1531.28779459,-489.22,1.03512,4.96334e-06,1.72861,1.02243,-390.389885115,0.0169068,-386.811,1,-390.389885115,-390.389885115,96.6067440394,0.373143,100,40.4522,1531.28779459,0.0518854,95.3164300784,0.01,100
500.0,0.00612932,0.2,1325.49719425,-490.473,1.04907,8.09416e-06,2.84631,1.00333,-390.826106283,0.0283686,-386.466,1,-390.826106283,-390.826106283,95.322924479,0.614973,100,41.7321,1325.49719425,0.0814816,92.5813109875,0.01,100
500.0,0.00627526,0.2,1188.2411673,-480.735,1.02303,2.74534e-06,1.44876,0.98916,-383.817651325,0.0146464,-381.669,1,-383.817651325,-383.817651325,97.7486236306,0.620723,100,34.7855,1188.2411673,0.0268615,97.3540230486,0.01,100
500.0,0.00441122,0.2,1364.61410881,-486.583,1.03207,4.26403e-06,1.63994,0.985334,-388.947375238,0.0166435,-385.595,1,-388.947375238,-388.947375238,96.8926711921,0.434652,100,35.4661,1364.61410881,0.0413987,95.9495919609,0.01,100
500.0,2.08931e-07,0.2,1158.29276442,-468.116,1.0,0.000128797,5.40296,0.752238,-387.407562094,0.0718252,-374.057,1,-387.407562094,-387.407562094,99.9997973446,1.57166e-05,100,54.1432,1158.29276442,0.728811,43.9543647611,0.01,100
500.0,0.00263287,0.2,1998.94961321,-492.791,1.03997,5.09989e-06,2.00265,1.03488,-394.374685474,0.0193515,-389.88,1,-394.374685474,-394.374685474,96.1566602632,0.272469,100,40.1225,1998.94961321,0.0546184,95.1937336247,0.01,100
500.0,0.00110441,0.2,2131.36952563,-503.157,1.05681,7.89419e-06,1.45048,0.974816,-395.354356002,0.0148795,-388.265,1,-395.354356002,-395.354356002,94.6244612899,0.10766,100,39.4509,2131.36952563,0.0750159,92.7512666889,0.01,100
500.0,0.00275281,0.2,1918.44338338,-485.874,1.04995,5.8263e-06,1.40323,0.98051,-391.723161531,0.0143113,-386.544,1,-391.723161531,-391.723161531,95.2429330563,0.269915,100,43.2123,1918.44338338,0.056014,94.5465103653,0.01,100
500.0,0.00540935,0.2,1441.41425183,-483.993,1.02977,3.88252e-06,1.75118,1.019,-387.10925774,0.0171852,-384.132,1,-387.10925774,-387.10925774,97.1086119534,0.551212,100,37.6551,1441.41425183,0.0403145,96.2985986277,0.01,100
500.0,0.00558625,0.2,2199.76423151,-495.393,1.02748,2.94773e-06,1.29737,0.987968,-387.332435924,0.0131317,-384.568,1,-387.332435924,-387.332435924,97.32575451,0.551903,100,46.6472,2199.76423151,0.0287722,97.1644915624,0.01,100
500.0,0.00428027,0.2,1829.23264968,-484.631,1.03429,4.849e-06,1.54402,0.987014,-382.256144877,0.0156433,-378.714,1,-382.256144877,-382.256144877,96.6849872283,0.422469,100,41.5378,1829.23264968,0.0472388,95.4193657095,0.01,100
500.0,0.00520525,0.2,1772.35291289,-487.648,1.03733,3.94471e-06,1.77626,0.992763,-386.93363028,0.0178921,-383.287,1,-386.93363028,-386.93363028,96.4013240546,0.516758,100,41.6167,1772.35291289,0.0388782,96.2415010698,0.01,100
500.0,0.00731843,0.2,1441.73926533,-483.998,1.00899,1.1067e-06,1.32508,0.985792,-382.408508115,0.0134418,-381.504,1,-382.408508115,-382.408508115,99.1092393409,0.721445,100,37.5222,1441.73926533,0.0107548,98.9162472155,0.01,100
500.0,0.00461183,0.2,1115.70073137,-478.399,1.02889,3.49187e-06,1.4258,1.00043,-384.677557013,0.0142518,-382.091,1,-384.677557013,-384.677557013,97.1920620649,0.461383,100,33.8724,1115.70073137,0.0349491,96.6585495241,0.01,100
500.0,0.00707639,0.2,1692.04248269,-481.321,1.01331,9.38767e-07,1.29777,0.991154,-384.060398339,0.0130935,-382.714,1,-384.060398339,-384.060398339,98.6865220663,0.701379,100,40.5923,1692.04248269,0.00922232,99.0791996853,0.01,100
500.0,0.00613341,0.2,1206.38173066,-469.4,1.01778,1.52844e-06,1.41032,1.01164,-379.070919979,0.013941,-377.519,1,-379.070919979,-379.070919979,98.2529506837,0.620479,100,34.447,1206.38173066,0.0156422,98.5094013233,0.01,100
500.0,0.00584095,0.2,1113.39250498,-463.403,1.01542,1.60934e-06,1.34641,1.01608,-374.716193804,0.0132511,-373.376,1,-374.716193804,-374.716193804,98.4809579714,0.593487,100,32.9676,1113.39250498,0.0166151,98.4317355637,0.01,100
500.0,0.0051957,0.2,1726.82978841,-474.732,1.02553,2.5429e-06,1.37635,1.00326,-377.42060541,0.0137188,-374.669,1,-377.42060541,-377.42060541,97.5107953877,0.521263,100,38.8142,1726.82978841,0.025595,97.5443562495,0.01,100
500.0,0.00421045,0.2,1517.20042335,-471.915,1.03534,4.50023e-06,1.54037,1.02306,-379.61328307,0.0150566,-376.27,1,-379.61328307,-379.61328307,96.5866330703,0.430752,100,38.848,1517.20042335,0.0471013,95.7347929413,0.01,100
500.0,0.00652331,0.2,1321.56613932,-476.097,1.00962,1.12423e-06,1.16988,0.999983,-379.161557598,0.011699,-378.27,1,-379.161557598,-379.161557598,99.0469839262,0.65232,100,36.4293,1321.56613932,0.0112419,98.8992925704,0.01,100
500.0,0.00526629,0.2,1909.15953147,-488.262,1.02835,3.73614e-06,1.4632,1.00593,-385.054995739,0.0145458,-382.192,1,-385.054995739,-385.054995739,97.2428525656,0.529753,100,41.8619,1909.15953147,0.037806,96.4331683944,0.01,100
500.0,0.00339894,0.2,1585.09777534,-479.145,1.04939,9.06524e-06,3.13613,1.01205,-380.67322848,0.0309878,-376.183,1,-380.67322848,-380.67322848,95.2932542991,0.343991,100,44.857,1585.09777534,0.0928509,91.7644996921,0.01,100
500.0,0.0064361,0.2,1750.61879662,-472.342,1.022,2.08932e-06,1.35073,1.00913,-372.614474877,0.0133851,-370.412,1,-372.614474877,-372.614474877,97.8476249176,0.649483,100,42.0426,1750.61879662,0.0212763,97.9735122891,0.01,100
500.0,0.00608454,0.2,1470.15585261,-472.826,1.01944,3.14193e-06,1.88344,0.999701,-372.473913454,0.01884,-370.562,1,-372.473913454,-372.473913454,98.0928933646,0.608272,100,37.6964,1470.15585261,0.0314005,96.9833371753,0.01,100
500.0,0.00586154,0.2,1526.60411156,-473.108,1.01378,1.56047e-06,1.29665,1.00943,-379.996514467,0.0128454,-378.579,1,-379.996514467,-379.996514467,98.6405685556,0.591679,100,38.9856,1526.60411156,0.0159003,98.4786080191,0.01,100
500.0,0.00480202,0.2,1232.99861572,-465.714,1.07204,1.60087e-05,3.74504,1.01704,-373.546221843,0.0368229,-367.958,1,-373.546221843,-373.546221843,93.2797625164,0.488385,100,41.3295,1232.99861572,0.16559,86.319486778,0.01,100
500.0,0.00401632,0.2,1274.35258691,-467.003,1.05992,3.09914e-05,6.15372,1.07419,-376.940480533,0.0572872,-372.301,1,-376.940480533,-376.940480533,94.3471399188,0.431429,100,38.688,1274.35258691,0.357604,76.5219427907,0.01,100
500.0,0.00596182,0.2,1887.48546742,-476.514,1.02434,2.03707e-06,1.36151,1.00417,-376.614393532,0.0135586,-374.145,1,-376.614393532,-376.614393532,97.6235372514,0.598669,100,43.3042,1887.48546742,0.020541,98.023175499,0.01,100
500.0,0.00600125,0.2,1425.9487342,-476.737,1.0192,2.6332e-06,1.37023,0.97744,-377.44666714,0.0140186,-375.554,1,-377.44666714,-377.44666714,98.1163218731,0.586586,100,37.5334,1425.9487342,0.0251573,97.4593458774,0.01,100
500.0,0.00498151,0.2,1593.53910779,-473.135,1.02653,2.97411e-06,1.37321,0.978168,-371.710105347,0.0140386,-369.148,1,-371.710105347,-371.710105347,97.4154606455,0.487275,100,40.4472,1593.53910779,0.0284566,97.1398714171,0.01,100
500.0,0.00455596,0.2,1105.58995903,-459.374,1.04377,5.36189e-06,1.75559,0.999155,-369.339924288,0.0175707,-365.58,1,-369.339924288,-369.339924288,95.8061685198,0.45521,100,33.7592,1105.58995903,0.0535283,94.9593027356,0.01,100
500.0,0.00277225,0.2,1304.17564205,-469.968,1.26382,0.000439623,25.6189,1.19034,-374.686849479,0.215223,-360.917,1,-374.686849479,-374.686849479,79.1254498354,0.329992,100,122.767,1304.17564205,6.22906,18.6836775349,0.01,100
500.0,0.00642263,0.2,1439.07502714,-470.656,1.01796,2.07008e-06,1.42735,1.00409,-374.593988821,0.0142154,-372.756,1,-374.593988821,-374.593988821,98.2359102347,0.644893,100,37.9139,1439.07502714,0.0208706,97.9917914397,0.01,100
500.0,0.00603498,0.2,1431.69888821,-468.047,1.01438,1.40214e-06,1.19829,0.997094,-374.028475784,0.0120178,-372.668,1,-374.028475784,-374.028475784,98.5827697377,0.601745,100,37.527,1431.69888821,0.01394,98.6308681172,0.01,100
500.0,0.00537901,0.2,1418.02852187,-479.027,1.02923,3.85414e-06,1.7641,0.997043,-373.390275095,0.0176933,-370.324,1,-373.390275095,-373.390275095,97.1596528497,0.53631,100,35.2511,1418.02852187,0.0383138,96.3246661718,0.01,100
500.0,0.00445002,0.2,1651.11227634,-472.397,1.02927,4.01665e-06,1.79557,1.00566,-374.306246855,0.0178545,-371.515,1,-374.306246855,-374.306246855,97.1560969197,0.447522,100,40.9916,1651.11227634,0.0406227,96.1755837339,0.01,100
500.0,5.06187e-17,0.2,1533.71185549,-452.635,1.0,0.000450197,3.04317,0.281176,-369.94626627,0.10823,-348.849,1,-369.94626627,-369.94626627,99.9999403954,1.42328e-15,100,86.7259,1533.71185549,0.355926,18.3252400627,0.01,100
500.0,0.00288254,0.2,1723.80641357,-477.998,1.05635,6.45704e-06,1.40141,1.00089,-382.40056837,0.0140016,-376.91,1,-382.40056837,-382.40056837,94.6656585377,0.28851,100,41.3879,1723.80641357,0.0646856,93.9916194331,0.01,100
500.0,0.00237353,0.2,1769.87593157,-480.422,1.06689,9.25513e-06,1.47997,0.94343,-384.366017758,0.0156872,-377.7,1,-384.366017758,-384.366017758,93.7305426569,0.223926,100,41.2771,1769.87593157,0.0823762,91.6064865974,0.01,100
500.0,0.00152076,0.2,2140.00790439,-482.416,1.07959,9.62592e-06,1.72281,1.0115,-382.368016115,0.0170323,-374.928,1,-382.368016115,-382.368016115,92.6278111519,0.153824,100,45.4545,2140.00790439,0.0984851,91.2994506573,0.01,100
500.0,0.00501531,0.2,1754.63612049,-471.067,1.03829,4.98849e-06,1.82379,1.00169,-375.649469233,0.0182071,-372.016,1,-375.649469233,-375.649469233,96.3124909441,0.50238,100,42.2567,1754.63612049,0.0500538,95.2938346353,0.01,100
500.0,0.00482617,0.2,1493.17516599,-462.428,1.01925,2.26107e-06,1.26235,0.976969,-368.255279289,0.0129211,-366.4,1,-368.255279289,-368.255279289,98.1116398661,0.471502,100,39.1701,1493.17516599,0.0215812,97.8105263201,0.01,100
500.0,0.00313151,0.2,1730.72134722,-465.194,1.03787,4.57121e-06,1.54421,0.988567,-371.350867636,0.0156207,-368.018,1,-371.350867636,-371.350867636,96.3512647254,0.30957,100,41.5312,1730.72134722,0.0446728,95.6704268206,0.01,100
500.0,0.00519838,0.2,1294.29491743,-471.019,1.02369,2.63162e-06,1.24359,0.990278,-375.331047191,0.0125579,-373.119,1,-375.331047191,-375.331047191,97.6858925151,0.514785,100,35.2454,1294.29491743,0.025807,97.460906542,0.01,100
500.0,0.00653973,0.2,1408.400703,-458.331,1.01985,2.45812e-06,1.75196,1.00801,-364.26955008,0.0173804,-362.393,1,-364.26955008,-364.26955008,98.0540120623,0.659209,100,38.6084,1408.400703,0.0249764,97.6242816881,0.01,100
500.0,0.00355456,0.2,1365.39532879,-464.867,1.02274,3.17091e-06,1.35994,1.01005,-369.730875442,0.013464,-367.379,1,-369.730875442,-369.730875442,97.7767655277,0.35903,100,35.019,1365.39532879,0.0323499,96.9563617119,0.01,100
500.0,0.00754024,0.2,1855.76401144,-464.74,1.0162,1.26304e-06,1.33162,1.01302,-366.992496738,0.013145,-365.433,1,-366.992496738,-366.992496738,98.4056114818,0.763844,100,41.8778,1855.76401144,0.0129615,98.7650278244,0.01,100
500.0,0.00408418,0.2,1708.986912,-469.834,1.03019,3.89791e-06,1.53489,1.01485,-372.087954808,0.0151244,-369.023,1,-372.087954808,-372.087954808,97.0695633297,0.414482,100,38.9399,1708.986912,0.0401452,96.2844531015,0.01,100
500.0,0.00356566,0.2,1613.3898135,-470.663,1.02773,2.61813e-06,1.34845,0.994915,-373.881319219,0.0135534,-370.955,1,-373.881319219,-373.881319219,97.3019345071,0.354753,100,38.2937,1613.3898135,0.0259157,97.4735512601,0.01,100
500.0,0.00660639,0.2,1393.62706807,-460.854,1.0128,1.61994e-06,1.29054,0.999248,-364.901226125,0.0129151,-363.701,1,-364.901226125,-364.901226125,98.7362371626,0.660142,100,35.6544,1393.62706807,0.016175,98.4215651251,0.01,100
500.0,0.00608008,0.2,1340.64005157,-465.184,1.01722,1.78389e-06,1.25445,1.00152,-371.946601559,0.0125254,-370.402,1,-371.946601559,-371.946601559,98.3073447538,0.608933,100,36.5689,1340.64005157,0.0178932,98.2646308829,0.01,100
500.0,0.00571271,0.2,1607.67296233,-466.31,1.01754,2.25298e-06,1.64867,0.995085,-367.360207255,0.0165681,-365.626,1,-367.360207255,-367.360207255,98.2761563687,0.568463,100,39.139,1607.67296233,0.0223089,97.8181794266,0.01,100
500.0,0.00554339,0.2,1265.65478904,-454.331,1.02279,3.23786e-06,1.6332,1.00772,-367.752180694,0.0162068,-365.639,1,-367.752180694,-367.752180694,97.771568881,0.558618,100,36.5563,1265.65478904,0.0328805,96.8940583398,0.01,100
500.0,0.00761719,0.2,1303.54498146,-460.243,1.01117,1.07318e-06,1.24867,0.992182,-367.454702884,0.0125851,-366.424,1,-367.454702884,-367.454702884,98.8953711408,0.755765,100,35.6605,1303.54498146,0.0105647,98.9487020623,0.01,100
500.0,0.00591587,0.2,1530.01229143,-462.735,1.02249,3.03992e-06,1.51599,0.987815,-366.594447485,0.0153469,-364.449,1,-366.594447485,-366.594447485,97.8004081251,0.584378,100,39.2878,1530.01229143,0.0296629,97.0784336639,0.01,100
500.0,0.0054724,0.2,907.697686148,-454.063,1.01638,2.42801e-06,1.49229,0.972767,-364.360037875,0.0153407,-362.835,1,-364.360037875,-364.360037875,98.3881372305,0.532336,100,29.7418,907.697686148,0.0229757,97.6526819468,0.01,100
500.0,0.00473199,0.2,1841.61663168,-474.365,1.01617,1.84588e-06,1.28236,1.00747,-360.016910051,0.0127285,-358.149,1,-360.016910051,-360.016910051,98.4088438597,0.476734,100,40.2573,1841.61663168,0.0187357,98.2053826616,0.01,100
500.0,0.00595878,0.2,1168.19685168,-456.114,1.01821,1.89151e-06,1.3626,1.02581,-365.655277704,0.0132831,-364.023,1,-365.655277704,-365.655277704,98.2114817151,0.61126,100,34.4173,1168.19685168,0.0199043,98.1617884234,0.01,100
500.0,0.00602198,0.2,1303.79231298,-458.48,1.02005,2.43333e-06,1.29981,1.00258,-366.593760242,0.0129646,-364.699,1,-366.593760242,-366.593760242,98.0347261795,0.603753,100,35.3291,1303.79231298,0.0244591,97.6476882227,0.01,100
500.0,0.00472662,0.2,1563.08334936,-462.92,1.01885,2.23222e-06,1.48809,0.977974,-362.78695206,0.0152161,-360.73,1,-362.78695206,-362.78695206,98.1497400472,0.462252,100,37.5171,1563.08334936,0.0213497,97.8378740748,0.01,100
500.0,0.00610289,0.2,1080.13730254,-446.581,1.01055,1.39512e-06,1.18541,0.981232,-357.134536927,0.0120808,-356.187,1,-357.134536927,-357.134536927,98.9559184987,0.598836,100,32.2182,1080.13730254,0.0134325,98.637657837,0.01,100
500.0,0.00549945,0.2,1206.53343064,-446.264,1.01577,1.90128e-06,1.29493,0.971329,-358.000777524,0.0133316,-356.597,1,-358.000777524,-358.000777524,98.4476605177,0.534177,100,35.095,1206.53343064,0.0179382,98.152491128,0.01,100
500.0,0.00740201,0.2,988.607279485,-441.965,1.01039,1.14723e-06,1.27934,0.985069,-353.28350205,0.0129873,-352.331,1,-353.28350205,-353.28350205,98.9720302756,0.729149,100,30.5808,988.607279485,0.0111323,98.8770033491,0.01,100
500.0,0.00661419,0.2,1436.6250344,-456.786,1.01109,1.1409e-06,1.21886,1.00033,-361.974565876,0.0121846,-360.896,1,-361.974565876,-361.974565876,98.9031716401,0.661634,100,36.5135,1436.6250344,0.0114165,98.8830798594,0.01,100
500.0,0.00490492,0.2,1658.34943692,-456.269,1.02327,1.98712e-06,1.27568,1.03165,-362.259314775,0.0123654,-360.143,1,-362.259314775,-362.259314775,97.7262583936,0.506018,100,40.3471,1658.34943692,0.0211492,98.0706927083,0.01,100
500.0,0.00598203,0.2,1272.60165301,-457.358,1.01632,2.03833e-06,1.4591,1.01338,-362.174232763,0.0143984,-360.577,1,-362.174232763,-362.174232763,98.3945075728,0.606205,100,35.1831,1272.60165301,0.0209322,98.0219511689,0.01,100
500.0,0.00632814,0.2,1368.48383079,-459.312,1.06083,1.45215e-05,3.80519,1.04389,-366.398847542,0.036452,-361.969,1,-366.398847542,-366.398847542,94.2661393779,0.660589,100,48.354,1368.48383079,0.158243,87.4306872667,0.01,100
500.0,0.00703073,0.2,1429.34303263,-474.016,1.00911,7.90781e-07,1.20581,1.02311,-369.703412552,0.0117857,-368.75,1,-369.703412552,-369.703412552,99.0974141561,0.719324,100,37.2041,1429.34303263,0.0082776,99.2232253132,0.01,100
500.0,0.00545847,0.2,1452.20066076,-469.234,1.00932,1.12869e-06,1.17783,0.998563,-364.724525961,0.0117952,-363.744,1,-364.724525961,-364.724525961,99.0767912312,0.545063,100,37.4558,1452.20066076,0.0112545,98.8949222093,0.01,100
500.0,0.0058807,0.2,1053.40656065,-448.019,1.03156,5.92945e-06,2.05858,1.01585,-355.280632527,0.0202645,-352.315,1,-355.280632527,-355.280632527,96.9407965557,0.597393,100,33.2431,1053.40656065,0.0611896,94.4553505836,0.01,100
500.0,0.00361127,0.2,1579.18525845,-459.682,1.03255,3.56451e-06,1.43893,1.00665,-362.98214265,0.0142942,-359.614,1,-362.98214265,-362.98214265,96.8474111532,0.363529,100,37.9039,1579.18525845,0.0361208,96.591463226,0.01,100
500.0,0.00527184,0.2,1148.53658615,-446.665,1.01393,1.68775e-06,1.31092,0.977428,-355.591175218,0.0134119,-354.189,1,-355.591175218,-355.591175218,98.6259675531,0.515285,100,32.5626,1148.53658615,0.0161242,98.3565673802,0.01,100
500.0,0.00773822,0.2,1446.60404179,-455.998,1.02139,3.16906e-06,1.98623,1.01486,-365.2675185,0.0195714,-363.356,1,-365.2675185,-365.2675185,97.9057759054,0.785322,100,37.9892,1446.60404179,0.0326395,96.9580644717,0.01,100
500.0,0.00538302,0.2,1178.51793281,-448.632,1.02011,2.20605e-06,1.32065,1.00428,-357.893153864,0.0131503,-356.045,1,-357.893153864,-357.893153864,98.0291011273,0.540603,100,33.8215,1178.51793281,0.0222496,97.862670541,0.01,100
500.0,0.00608684,0.2,1698.32802797,-465.014,1.02012,2.54605e-06,1.65382,0.996395,-364.479562543,0.0165981,-362.556,1,-364.479562543,-364.479562543,98.0273369873,0.606489,100,40.9948,1698.32802797,0.0252772,97.5413596556,0.01,100
500.0,0.00476588,0.2,1517.81041711,-450.05,1.01728,1.96519e-06,1.30016,0.990852,-359.246613606,0.0131216,-357.646,1,-359.246613606,-359.246613606,98.3013082337,0.472228,100,39.5482,1517.81041711,0.019294,98.0915587091,0.01,100
500.0,0.00531338,0.2,1813.73686486,-459.677,1.0325,3.86771e-06,1.35102,0.984168,-362.271538294,0.0137275,-359.061,1,-362.271538294,-362.271538294,96.8519397271,0.522925,100,39.9141,1813.73686486,0.0374621,96.3121666374,0.01,100
500.0,0.0049574,0.2,1285.56072867,-448.576,1.02129,2.12176e-06,1.25662,1.01072,-358.334671669,0.0124329,-356.531,1,-358.334671669,-358.334671669,97.9155011252,0.501055,100,34.045,1285.56072867,0.0216749,97.9426683321,0.01,100
500.0,0.00693039,0.2,1495.59792935,-461.842,1.01195,1.29149e-06,1.34633,1.00064,-363.72865981,0.0134547,-362.526,1,-363.72865981,-363.72865981,98.8195989779,0.693481,100,37.7642,1495.59792935,0.0129314,98.7375754557,0.01,100
500.0,0.00666302,0.2,1576.65075425,-460.355,1.02096,2.4407e-06,1.54027,1.00481,-361.506838366,0.015329,-359.426,1,-361.506838366,-361.506838366,97.9472958441,0.669506,100,40.4449,1576.65075425,0.0246423,97.6407463068,0.01,100
500.0,0.00528909,0.2,1348.46760125,-454.767,1.02196,2.17043e-06,1.24338,0.99522,-354.434628991,0.0124936,-352.242,1,-354.434628991,-354.434628991,97.8513914467,0.526381,100,34.81,1348.46760125,0.0214973,97.8964687613,0.01,100
500.0,0.00550516,0.2,1224.27406837,-451.141,1.03372,4.85224e-06,1.58638,0.975146,-358.051740308,0.0162682,-354.942,1,-358.051740308,-358.051740308,96.7381382994,0.536833,100,34.2598,1224.27406837,0.0461404,95.4164723804,0.01,100
500.0,0.00737395,0.2,1639.09770241,-454.152,1.00882,7.8034e-07,1.24572,1.00298,-360.587636865,0.0124202,-359.727,1,-360.587636865,-360.587636865,99.1256704944,0.739594,100,39.6308,1639.09770241,0.00785002,99.2334082851,0.01,100
500.0,0.00450675,0.2,1514.55579741,-464.75,1.02571,2.86307e-06,1.25687,0.97768,-361.47696029,0.0128556,-358.836,1,-361.47696029,-361.47696029,97.4933768465,0.440616,100,36.4745,1514.55579741,0.0273669,97.2436797392,0.01,100
