MinNormIw,AvgVanillaIw,VarNormIw,eRenyi2,VarJ,AvgNormIw,J,EpsThisIter,Bound,BatchSize,ESSRenyi,MinVanillaIw,Delta,VarVanillaIw,VanillaAvgRet,VarRet,ESSClassic,AvgRet,IterType,MaxVanillaIw,MaxNormIw,VarDiscRet,AvgEpLen,AvgDiscRet
0.005,1.0,2.179301e-19,1.0,1955.6133,0.0049999994,2631.3806,100,2454.604,400,400.0,1.0,0.8,,2500.4807323389387,3758494.759358957,200.00000010221265,2500.4807323389387,2,1.0,0.005,3758494.759358957,250.75,2500.4807323389387
0.0033333334,1.0,5.4391416e-20,1.0,1954.1224,0.0033333336,2600.465,100,2456.1274,400,400.0,1.0,0.8,,2538.633850082153,3839597.318484802,299.999969473632,2538.633850082153,2,1.0,0.0033333334,3839597.318484802,254.54,2538.633850082153
nan,inf,nan,nan,nan,nan,nan,100,nan,500,nan,0.00628043,0.8,nan,442.5338440700175,325058.4583586189,nan,442.5338440700175,,inf,nan,3568911.7154881237,45.26,2677.3498701624985
,1.7922674,0.0003916488,105.35356,6632.9927,0.002,4422.4717,100,3274.9026,500,4.745924042331533,,0.8,314.5158,305.0552235813404,37306.138563575696,5.06501481618307,305.0552235813404,1,261.96854,0.29233196,37306.138563575696,31.52,305.0552235813404
0.01,1.0,3.5044917e-18,1.0,1893.607,0.009999998,2322.9446,100,2072.9446,500,500.0,1.0,0.8,,2322.9446154150514,3621967.854482768,100.0,2322.9446154150514,2,1.0,0.01,3621967.854482768,233.05,2322.9446154150514
0.005,1.0,2.179301e-19,1.0,1897.8186,0.0049999994,2433.7908,100,2257.0142,500,500.0,1.0,0.8,,2544.6371120252334,3629403.424893321,200.00000010221265,2544.6371120252334,2,1.0,0.005,3629403.424893321,255.2,2544.6371120252334
0.0033333334,1.0,5.4391416e-20,1.0,1948.2411,0.0033333336,2552.954,100,2408.6165,500,500.0,1.0,0.8,,2791.28037601622,4139696.2118739574,299.999969473632,2791.28037601622,2,1.0,0.0033333334,4139696.2118739574,279.74,2791.28037601622
0.0025,1.0,5.434597e-20,1.0,1963.0201,0.0024999997,2544.4697,100,2419.4697,500,500.0,1.0,0.8,,2519.0175134805113,4066665.3582300222,400.0,2519.0175134805113,2,1.0,0.0025,4066665.3582300222,252.58,2519.0175134805113
8.139707e-34,0.85159373,3.7150123e-05,8.7586355,339.5683,0.0019999999,4928.3516,100,4597.4697,500,57.086517506624226,3.4658619e-31,0.8,6.735428,2477.9354892734204,3881132.3711859114,48.690445448175616,2477.9354892734204,1,23.520607,0.055239033,3881132.3711859114,248.5,2477.9354892734204
0.01,1.0,3.5044917e-18,1.0,293.3755,0.009999998,4957.1904,100,4707.1904,500,500.0,1.0,0.8,,4957.190178539353,86938.5577106587,100.0,4957.190178539353,2,1.0,0.01,86938.5577106587,495.77,4957.190178539353
0.005,1.0,2.179301e-19,1.0,338.0736,0.0049999994,4952.374,100,4775.597,500,500.0,1.0,0.8,,4947.5578840417675,143911.13522379927,200.00000010221265,4947.5578840417675,2,1.0,0.005,143911.13522379927,494.79,4947.5578840417675
0.0033333334,1.0,5.4391416e-20,1.0,440.74838,0.0033333336,4927.0127,100,4782.6753,500,500.0,1.0,0.8,,4876.289981232208,353869.385262948,299.999969473632,4876.289981232208,2,1.0,0.0033333334,353869.385262948,487.7,4876.289981232208
0.0025,1.0,5.434597e-20,1.0,464.59225,0.0024999997,4926.33,100,4801.33,500,500.0,1.0,0.8,,4924.283671369904,283435.1858691912,400.0,4924.283671369904,2,1.0,0.0025,283435.1858691912,492.47,4924.283671369904
7.3926465e-05,0.9707046,9.460448e-07,1.2242887,56.64963,0.002,4991.874,100,4868.1665,500,408.400403580187,0.03588038,0.8,0.2228568,4962.801549597981,136942.04162520988,404.5182457225546,4962.801549597981,1,1.9002304,0.003915157,136942.04162520988,496.31,4962.801549597981
0.01,1.0,3.5044917e-18,1.0,0.099208705,0.009999998,4999.9097,100,4749.9097,500,500.0,1.0,0.8,,4999.909193279943,0.00993862123390222,100.0,4999.909193279943,2,1.0,0.01,0.00993862123390222,500.0,4999.909193279943
0.005,1.0,2.179301e-19,1.0,0.20415771,0.0049999994,4999.8916,100,4823.1147,500,500.0,1.0,0.8,,4999.874447667713,0.07363998768522673,200.00000010221265,4999.874447667713,2,1.0,0.005,0.07363998768522673,500.0,4999.874447667713
0.0033333334,1.0,5.4391416e-20,1.0,110.144745,0.0033333336,4993.5254,100,4849.188,500,500.0,1.0,0.8,,4980.792542477613,36517.50344608434,299.999969473632,4980.792542477613,2,1.0,0.0033333334,36517.50344608434,498.1,4980.792542477613
0.0025,1.0,5.434597e-20,1.0,95.427795,0.0024999997,4995.1123,100,4870.1123,500,500.0,1.0,0.8,,4999.871582630125,0.05904075043700675,400.0,4999.871582630125,2,1.0,0.0025,0.05904075043700675,500.0,4999.871582630125
0.00032252484,0.99527746,1.3876765e-07,1.0315261,30.042557,0.0019999999,4997.974,100,4884.422,500,484.7187147957233,0.16050085,0.8,0.034365017,4973.368982165552,60801.90470379542,483.26812872278344,4973.368982165552,1,1.2676826,0.0025473952,60801.90470379542,497.37,4973.368982165552
0.01,1.0,3.5044917e-18,1.0,71.644775,0.009999998,4992.712,100,4742.712,500,500.0,1.0,0.8,,4992.711821359397,5184.8236468138,100.0,4992.711821359397,2,1.0,0.01,5184.8236468138,499.29,4992.711821359397
0.005,1.0,2.179301e-19,1.0,63.002357,0.0049999994,4993.649,100,4816.872,500,500.0,1.0,0.8,,4994.585770609197,2832.1841686750095,200.00000010221265,4994.585770609197,2,1.0,0.005,2832.1841686750095,499.48,4994.585770609197
0.0033333334,1.0,5.4391416e-20,1.0,282.88898,0.0033333336,4979.633,100,4835.2954,500,500.0,1.0,0.8,,4951.602051038695,233294.23022258427,299.999969473632,4951.602051038695,2,1.0,0.0033333334,233294.23022258427,495.18,4951.602051038695
0.0025,1.0,5.434597e-20,1.0,245.146,0.0024999997,4984.6973,100,4859.6973,500,500.0,1.0,0.8,,4999.887678659281,0.014193697346881475,400.0,4999.887678659281,2,1.0,0.0025,0.014193697346881475,500.0,4999.887678659281
0.000461503,0.99668825,1.9838936e-07,1.0500045,54.63331,0.002,4996.0005,100,4881.436,500,476.1884434239668,0.2299873,0.8,0.049269367,4993.585153035346,3987.7391659241157,476.4181414149556,4993.585153035346,1,1.3931961,0.0027956509,3987.7391659241157,499.38,4993.585153035346
0.01,1.0,3.5044917e-18,1.0,0.11765666,0.009999998,4999.897,100,4749.897,500,500.0,1.0,0.8,,4999.897186845055,0.013980661940380994,100.0,4999.897186845055,2,1.0,0.01,0.013980661940380994,500.0,4999.897186845055
0.005,1.0,2.179301e-19,1.0,0.103625655,0.0049999994,4999.9053,100,4823.1284,500,500.0,1.0,0.8,,4999.913102929936,0.007581194898616987,200.00000010221265,4999.913102929936,2,1.0,0.005,0.007581194898616987,500.0,4999.913102929936
0.0033333334,1.0,5.4391416e-20,1.0,0.112518474,0.0033333336,4999.9033,100,4855.566,500,500.0,1.0,0.8,,4999.899798678042,0.01665374867146683,299.999969473632,4999.899798678042,2,1.0,0.0033333334,0.01665374867146683,500.0,4999.899798678042
0.0025,1.0,5.434597e-20,1.0,0.10484628,0.0024999997,4999.9067,100,4874.9067,500,500.0,1.0,0.8,,4999.915628869942,0.005935679664254032,400.0,4999.915628869942,2,1.0,0.0025,0.005935679664254032,500.0,4999.915628869942
0.002,1.0,5.431875e-20,1.0,0.10128846,0.0020000003,4999.9097,100,4888.1064,500,500.0,1.0,0.8,,4999.915871279161,0.007318068559326494,500.00000664260017,4999.915871279161,1,1.0,0.002,0.007318068559326494,500.0,4999.915871279161
0.01,1.0,3.5044917e-18,1.0,0.096108064,0.009999998,4999.897,100,4749.897,500,500.0,1.0,0.8,,4999.8970792394175,0.009333920136807497,100.0,4999.8970792394175,2,1.0,0.01,0.009333920136807497,500.0,4999.8970792394175
0.005,1.0,2.179301e-19,1.0,0.09679531,0.0049999994,4999.9023,100,4823.1255,500,500.0,1.0,0.8,,4999.9067323283825,0.00954844924360079,200.00000010221265,4999.9067323283825,2,1.0,0.005,0.00954844924360079,500.0,4999.9067323283825
0.0033333334,1.0,5.4391416e-20,1.0,0.09960502,0.0033333336,4999.9014,100,4855.564,500,500.0,1.0,0.8,,4999.900497849773,0.011133600416175046,299.999969473632,4999.900497849773,2,1.0,0.0033333334,0.011133600416175046,500.0,4999.900497849773
0.0025,1.0,5.434597e-20,1.0,0.09939644,0.0024999997,4999.9004,100,4874.9004,500,500.0,1.0,0.8,,4999.899401158091,0.009853517733509677,400.0,4999.899401158091,2,1.0,0.0025,0.009853517733509677,500.0,4999.899401158091
0.002,1.0,5.431875e-20,1.0,0.107453786,0.0020000003,4999.8994,100,4888.096,500,500.0,1.0,0.8,,4999.891444380378,0.01833160941439119,500.00000664260017,4999.891444380378,1,1.0,0.002,0.01833160941439119,500.0,4999.891444380378
0.01,1.0,3.5044917e-18,1.0,0.14772971,0.009999998,4999.889,100,4749.889,500,500.0,1.0,0.8,,4999.889062558417,0.022048307630065003,100.0,4999.889062558417,2,1.0,0.01,0.022048307630065003,500.0,4999.889062558417
0.005,1.0,2.179301e-19,1.0,0.12247436,0.0049999994,4999.9004,100,4823.1235,500,500.0,1.0,0.8,,4999.9122148197175,0.007989730002243097,200.00000010221265,4999.9122148197175,2,1.0,0.005,0.007989730002243097,500.0,4999.9122148197175
0.0033333334,1.0,5.4391416e-20,1.0,0.12793875,0.0033333336,4999.894,100,4855.5566,500,500.0,1.0,0.8,,4999.881020811572,0.019044377297596813,299.999969473632,4999.881020811572,2,1.0,0.0033333334,0.019044377297596813,500.0,4999.881020811572
0.0025,1.0,5.434597e-20,1.0,0.12288232,0.0024999997,4999.896,100,4874.896,500,500.0,1.0,0.8,,4999.901193157102,0.011370531743616224,400.0,4999.901193157102,2,1.0,0.0025,0.011370531743616224,500.0,4999.901193157102
0.00039931337,1.0060524,5.353574e-08,1.0149103,18.583334,0.002,4999.0684,100,4886.4346,500,492.6543558987677,0.20086507,0.8,0.013546433,4979.109770337626,43261.73667281381,493.40946078842995,4979.109770337626,1,1.1536405,0.0022934005,43261.73667281381,497.93,4979.109770337626
0.01,1.0,3.5044917e-18,1.0,0.10784598,0.009999998,4999.9087,100,4749.9087,500,500.0,1.0,0.8,,4999.908555151105,0.011752239326952268,100.0,4999.908555151105,2,1.0,0.01,0.011752239326952268,500.0,4999.908555151105
0.005,1.0,2.179301e-19,1.0,0.10127837,0.0049999994,4999.911,100,4823.1343,500,500.0,1.0,0.8,,4999.913250324203,0.008966838640772749,200.00000010221265,4999.913250324203,2,1.0,0.005,0.008966838640772749,500.0,4999.913250324203
0.0033333334,1.0,5.4391416e-20,1.0,0.11032191,0.0033333336,4999.9062,100,4855.569,500,500.0,1.0,0.8,,4999.897214749286,0.016029504649211712,299.999969473632,4999.897214749286,2,1.0,0.0033333334,0.016029504649211712,500.0,4999.897214749286
0.0025,1.0,5.434597e-20,1.0,0.10623275,0.0024999997,4999.9033,100,4874.9033,500,500.0,1.0,0.8,,4999.893400920457,0.008589782017577097,400.0,4999.893400920457,2,1.0,0.0025,0.008589782017577097,500.0,4999.893400920457
0.00021575131,0.99995327,1.4112256e-07,1.0371733,35.073097,0.002,4997.987,100,4884.1245,500,482.079527012427,0.10787061,0.8,0.03527734,4946.3002942994635,154542.06311891432,482.99371083863946,4946.3002942994635,1,1.250587,0.002501291,154542.06311891432,494.66,4946.3002942994635
0.01,1.0,3.5044917e-18,1.0,0.091187134,0.009999998,4999.9194,100,4749.9194,500,500.0,1.0,0.8,,4999.919404760136,0.008395475721199882,100.0,4999.919404760136,2,1.0,0.01,0.008395475721199882,500.0,4999.919404760136
0.005,1.0,2.179301e-19,1.0,0.14013378,0.0049999994,4999.902,100,4823.125,500,500.0,1.0,0.8,,4999.885536517722,0.03069033509647096,200.00000010221265,4999.885536517722,2,1.0,0.005,0.03069033509647096,500.0,4999.885536517722
0.0033333334,1.0,5.4391416e-20,1.0,0.12232588,0.0033333336,4999.9106,100,4855.573,500,500.0,1.0,0.8,,4999.926668767137,0.005280886555925971,299.999969473632,4999.926668767137,2,1.0,0.0033333334,0.005280886555925971,500.0,4999.926668767137
0.0025,1.0,5.434597e-20,1.0,0.118184954,0.0024999997,4999.908,100,4874.908,500,500.0,1.0,0.8,,4999.898890513472,0.010983368508198428,400.0,4999.898890513472,2,1.0,0.0025,0.010983368508198428,500.0,4999.898890513472
0.002,1.0,5.431875e-20,1.0,0.11207605,0.0020000003,4999.909,100,4888.106,500,500.0,1.0,0.8,,4999.913706591545,0.006974511762552039,500.00000664260017,4999.913706591545,1,1.0,0.002,0.006974511762552039,500.0,4999.913706591545
0.01,1.0,3.5044917e-18,1.0,0.10260562,0.009999998,4999.8984,100,4749.8984,500,500.0,1.0,0.8,,4999.898726001187,0.010629102810183656,100.0,4999.898726001187,2,1.0,0.01,0.010629102810183656,500.0,4999.898726001187
0.005,1.0,2.179301e-19,1.0,0.100512564,0.0049999994,4999.8975,100,4823.1206,500,500.0,1.0,0.8,,4999.896071435986,0.009772586157934575,200.00000010221265,4999.896071435986,2,1.0,0.005,0.009772586157934575,500.0,4999.896071435986
0.0033333334,1.0,5.4391416e-20,1.0,0.10267718,0.0033333336,4999.8994,100,4855.562,500,500.0,1.0,0.8,,4999.904234692294,0.011508556276946417,299.999969473632,4999.904234692294,2,1.0,0.0033333334,0.011508556276946417,500.0,4999.904234692294
0.0025,1.0,5.434597e-20,1.0,0.09858284,0.0024999997,4999.9053,100,4874.9053,500,500.0,1.0,0.8,,4999.920593235872,0.006986927847052808,400.0,4999.920593235872,2,1.0,0.0025,0.006986927847052808,500.0,4999.920593235872
0.0019966844,1.0000021,9.926088e-13,1.0000002,0.09825315,0.0019999999,4999.9077,100,4888.1045,500,499.99988079073887,0.99834436,0.8,2.48154e-07,4999.915524750305,0.009436124743015249,499.99990082940985,4999.915524750305,1,1.0010122,0.00200202,0.009436124743015249,500.0,4999.915524750305
0.01,1.0,3.5044917e-18,1.0,0.09099786,0.009999998,4999.916,100,4749.916,500,500.0,1.0,0.8,,4999.915411350376,0.008363845201670796,100.0,4999.915411350376,2,1.0,0.01,0.008363845201670796,500.0,4999.915411350376
0.005,1.0,2.179301e-19,1.0,0.100494765,0.0049999994,4999.9077,100,4823.131,500,500.0,1.0,0.8,,4999.9005142497135,0.011923433501773245,200.00000010221265,4999.9005142497135,2,1.0,0.005,0.011923433501773245,500.0,4999.9005142497135
0.0033333334,1.0,5.4391416e-20,1.0,0.10074669,0.0033333336,4999.91,100,4855.5728,500,500.0,1.0,0.8,,4999.913218854423,0.010338926471487805,299.999969473632,4999.913218854423,2,1.0,0.0033333334,0.010338926471487805,500.0,4999.913218854423
0.0025,1.0,5.434597e-20,1.0,0.09617675,0.0024999997,4999.9116,100,4874.9116,500,500.0,1.0,0.8,,4999.916925205196,0.006577937753617929,400.0,4999.916925205196,2,1.0,0.0025,0.006577937753617929,500.0,4999.916925205196
0.002,1.0,5.431875e-20,1.0,0.095252834,0.0020000003,4999.9106,100,4888.1074,500,500.0,1.0,0.8,,4999.905303785436,0.008420302808088689,500.00000664260017,4999.905303785436,1,1.0,0.002,0.008420302808088689,500.0,4999.905303785436
0.01,1.0,3.5044917e-18,1.0,0.10940563,0.009999998,4999.886,100,4749.886,500,500.0,1.0,0.8,,4999.8864116666045,0.012090610063938075,100.0,4999.8864116666045,2,1.0,0.01,0.012090610063938075,500.0,4999.8864116666045
0.005,1.0,2.179301e-19,1.0,0.10291274,0.0049999994,4999.898,100,4823.121,500,500.0,1.0,0.8,,4999.909510126058,0.009032978078113131,200.00000010221265,4999.909510126058,2,1.0,0.005,0.009032978078113131,500.0,4999.909510126058
0.0033333334,1.0,5.4391416e-20,1.0,0.100387506,0.0033333336,4999.8994,100,4855.562,500,500.0,1.0,0.8,,4999.901264179057,0.009132029295325942,299.999969473632,4999.901264179057,2,1.0,0.0033333334,0.009132029295325942,500.0,4999.901264179057
0.0025,1.0,5.434597e-20,1.0,0.10064861,0.0024999997,4999.901,100,4874.901,500,500.0,1.0,0.8,,4999.906583540276,0.010348990111120166,400.0,4999.906583540276,2,1.0,0.0025,0.010348990111120166,500.0,4999.906583540276
0.002,1.0,5.431875e-20,1.0,0.10022331,0.0020000003,4999.9014,100,4888.098,500,500.0,1.0,0.8,,4999.9021918714725,0.009801165601176066,500.00000664260017,4999.9021918714725,1,1.0,0.002,0.009801165601176066,500.0,4999.9021918714725
0.01,1.0,3.5044917e-18,1.0,0.08796544,0.009999998,4999.904,100,4749.904,500,500.0,1.0,0.8,,4999.90426071617,0.007812171392547376,100.0,4999.90426071617,2,1.0,0.01,0.007812171392547376,500.0,4999.90426071617
0.005,1.0,2.179301e-19,1.0,0.09106187,0.0049999994,4999.906,100,4823.129,500,500.0,1.0,0.8,,4999.907414678676,0.00893243640686553,200.00000010221265,4999.907414678676,2,1.0,0.005,0.00893243640686553,500.0,4999.907414678676
0.0033333334,1.0,5.4391416e-20,1.0,0.11610498,0.0033333336,4999.902,100,4855.5645,500,500.0,1.0,0.8,,4999.895079295381,0.02401169929911875,299.999969473632,4999.895079295381,2,1.0,0.0033333334,0.02401169929911875,500.0,4999.895079295381
0.0025,1.0,5.434597e-20,1.0,0.10958384,0.0024999997,4999.9053,100,4874.9053,500,500.0,1.0,0.8,,4999.914382984441,0.007556671782548128,400.0,4999.914382984441,2,1.0,0.0025,0.007556671782548128,500.0,4999.914382984441
0.002,1.0,5.431875e-20,1.0,0.10920865,0.0020000003,4999.905,100,4888.1016,500,500.0,1.0,0.8,,4999.900461474578,0.011697525715330847,500.00000664260017,4999.900461474578,1,1.0,0.002,0.011697525715330847,500.0,4999.900461474578
0.01,1.0,3.5044917e-18,1.0,0.08382586,0.009999998,4999.9043,100,4749.9043,500,500.0,1.0,0.8,,4999.904860895815,0.007098580308525305,100.0,4999.904860895815,2,1.0,0.01,0.007098580308525305,500.0,4999.904860895815
0.005,1.0,2.179301e-19,1.0,0.09280244,0.0049999994,4999.907,100,4823.1304,500,500.0,1.0,0.8,,4999.910046244817,0.010291487500914376,200.00000010221265,4999.910046244817,2,1.0,0.005,0.010291487500914376,500.0,4999.910046244817
0.0033333334,1.0,5.4391416e-20,1.0,0.09621377,0.0033333336,4999.9106,100,4855.573,500,500.0,1.0,0.8,,4999.916396182522,0.010598138765798158,299.999969473632,4999.916396182522,2,1.0,0.0033333334,0.010598138765798158,500.0,4999.916396182522
0.0025,1.0,5.434597e-20,1.0,0.10299485,0.0024999997,4999.9053,100,4874.9053,500,500.0,1.0,0.8,,4999.891508323446,0.014540345284742698,400.0,4999.891508323446,2,1.0,0.0025,0.014540345284742698,500.0,4999.891508323446
0.002,1.0,5.431875e-20,1.0,0.106047116,0.0020000003,4999.9033,100,4888.1,500,500.0,1.0,0.8,,4999.893361810742,0.013816289546730113,500.00000664260017,4999.893361810742,1,1.0,0.002,0.013816289546730113,500.0,4999.893361810742
0.01,1.0,3.5044917e-18,1.0,0.09521999,0.009999998,4999.8896,100,4749.8896,500,500.0,1.0,0.8,,4999.889485575178,0.00915790681840594,100.0,4999.889485575178,2,1.0,0.01,0.00915790681840594,500.0,4999.889485575178
0.005,1.0,2.179301e-19,1.0,0.09769672,0.0049999994,4999.893,100,4823.116,500,500.0,1.0,0.8,,4999.896987399645,0.010089990968399732,200.00000010221265,4999.896987399645,2,1.0,0.005,0.010089990968399732,500.0,4999.896987399645
0.0033333334,1.0,5.4391416e-20,1.0,0.10359916,0.0033333336,4999.8936,100,4855.556,500,500.0,1.0,0.8,,4999.893116294195,0.01323741349317236,299.999969473632,4999.893116294195,2,1.0,0.0033333334,0.01323741349317236,500.0,4999.893116294195
0.0025,1.0,5.434597e-20,1.0,0.09950855,0.0024999997,4999.8955,100,4874.8955,500,500.0,1.0,0.8,,4999.9019652585885,0.007426184883006737,400.0,4999.9019652585885,2,1.0,0.0025,0.007426184883006737,500.0,4999.9019652585885
0.002,1.0,5.431875e-20,1.0,0.09740614,0.0020000003,4999.899,100,4888.0957,500,500.0,1.0,0.8,,4999.910474493094,0.0077270511527871176,500.00000664260017,4999.910474493094,1,1.0,0.002,0.0077270511527871176,500.0,4999.910474493094
0.01,1.0,3.5044917e-18,1.0,0.114283815,0.009999998,4999.893,100,4749.893,500,500.0,1.0,0.8,,4999.8933885737715,0.013189782576346355,100.0,4999.8933885737715,2,1.0,0.01,0.013189782576346355,500.0,4999.8933885737715
0.005,1.0,2.179301e-19,1.0,0.10637282,0.0049999994,4999.8955,100,4823.1187,500,500.0,1.0,0.8,,4999.898590637804,0.009649563555865003,200.00000010221265,4999.898590637804,2,1.0,0.005,0.009649563555865003,500.0,4999.898590637804
0.0033333334,1.0,5.4391416e-20,1.0,0.103146724,0.0033333336,4999.9033,100,4855.566,500,500.0,1.0,0.8,,4999.918571992622,0.009038242172927173,299.999969473632,4999.918571992622,2,1.0,0.0033333334,0.009038242172927173,500.0,4999.918571992622
0.0025,1.0,5.434597e-20,1.0,0.0998023,0.0024999997,4999.9033,100,4874.9033,500,500.0,1.0,0.8,,4999.9024860131685,0.008001956624110998,400.0,4999.9024860131685,2,1.0,0.0025,0.008001956624110998,500.0,4999.9024860131685
0.002,1.0,5.431875e-20,1.0,0.09852197,0.0020000003,4999.9033,100,4888.1,500,500.0,1.0,0.8,,4999.90207932764,0.008772885146002895,500.00000664260017,4999.90207932764,1,1.0,0.002,0.008772885146002895,500.0,4999.90207932764
0.01,1.0,3.5044917e-18,1.0,0.098580755,0.009999998,4999.8926,100,4749.8926,500,500.0,1.0,0.8,,4999.892039010086,0.009818335424502419,100.0,4999.892039010086,2,1.0,0.01,0.009818335424502419,500.0,4999.892039010086
0.005,1.0,2.179301e-19,1.0,0.15274619,0.0049999994,4999.89,100,4823.1133,500,500.0,1.0,0.8,,4999.888208920015,0.037317564803275624,200.00000010221265,4999.888208920015,2,1.0,0.005,0.037317564803275624,500.0,4999.888208920015
0.0033333334,1.0,5.4391416e-20,1.0,0.14142866,0.0033333336,4999.891,100,4855.5537,500,500.0,1.0,0.8,,4999.893583169281,0.013468003059848627,299.999969473632,4999.893583169281,2,1.0,0.0033333334,0.013468003059848627,500.0,4999.893583169281
0.0025,1.0,5.434597e-20,1.0,0.1331176,0.0024999997,4999.8926,100,4874.8926,500,500.0,1.0,0.8,,4999.896613421196,0.010962100721611214,400.0,4999.896613421196,2,1.0,0.0025,0.010962100721611214,500.0,4999.896613421196
0.002,1.0,5.431875e-20,1.0,0.12509754,0.0020000003,4999.898,100,4888.0947,500,500.0,1.0,0.8,,4999.915576204935,0.0070175288130713345,500.00000664260017,4999.915576204935,1,1.0,0.002,0.0070175288130713345,500.0,4999.915576204935
0.01,1.0,3.5044917e-18,1.0,0.093333855,0.009999998,4999.9053,100,4749.9053,500,500.0,1.0,0.8,,4999.905281169532,0.008795390115762719,100.0,4999.905281169532,2,1.0,0.01,0.008795390115762719,500.0,4999.905281169532
0.005,1.0,2.179301e-19,1.0,0.101413146,0.0049999994,4999.899,100,4823.122,500,500.0,1.0,0.8,,4999.893197547988,0.011910251314694713,200.00000010221265,4999.893197547988,2,1.0,0.005,0.011910251314694713,500.0,4999.893197547988
0.0033333334,1.0,5.4391416e-20,1.0,0.096174456,0.0033333336,4999.901,100,4855.5635,500,500.0,1.0,0.8,,4999.90444087753,0.007230889437285984,299.999969473632,4999.90444087753,2,1.0,0.0033333334,0.007230889437285984,500.0,4999.90444087753
0.0025,1.0,5.434597e-20,1.0,0.10034594,0.0024999997,4999.9004,100,4874.9004,500,500.0,1.0,0.8,,4999.899886082778,0.01265478537767427,400.0,4999.899886082778,2,1.0,0.0025,0.01265478537767427,500.0,4999.899886082778
0.002,1.0,5.431875e-20,1.0,0.10004048,0.0020000003,4999.899,100,4888.0957,500,500.0,1.0,0.8,,4999.8909651775875,0.009786485979741508,500.00000664260017,4999.8909651775875,1,1.0,0.002,0.009786485979741508,500.0,4999.8909651775875
0.01,1.0,3.5044917e-18,1.0,0.09628376,0.009999998,4999.913,100,4749.913,500,500.0,1.0,0.8,,4999.9132678913375,0.009366647454633068,100.0,4999.9132678913375,2,1.0,0.01,0.009366647454633068,500.0,4999.9132678913375
0.005,1.0,2.179301e-19,1.0,0.09530179,0.0049999994,4999.9097,100,4823.133,500,500.0,1.0,0.8,,4999.907106521421,0.00896417962476085,200.00000010221265,4999.907106521421,2,1.0,0.005,0.00896417962476085,500.0,4999.907106521421
