AvgNormIw,J,AvgRet,AvgDiscRet,MinVanillaIw,ESSClassic,VarVanillaIw,ESSRenyi,BatchSize,MinNormIw,VanillaAvgRet,MaxNormIw,AvgVanillaIw,Bound,VarDiscRet,AvgEpLen,VarNormIw,VarJ,MaxVanillaIw,eRenyi2,VarRet
0.010000002,761.67645,111.53750096967957,111.53750096967957,,1.4477228653312306,90.027374,3.6456099537790325,100,,111.53750096967957,0.8278923,1.1442325,373.98248,14390.82093230326,12.16,0.0068761604,1054.46,94.730125,27.430252,14390.82093230326
0.01,1454.4905,380.0445661524736,380.0445661524736,1.4623766e-21,1.8687425353104694,38.37605,4.604973713807904,100,1.7192556e-23,380.0445661524736,0.71736604,0.85058707,803.56177,139050.45196555942,39.02,0.0053042346,1605.294,61.01823,21.71565,139050.45196555942
0.01,4416.089,1605.4798735174159,1605.4798735174159,2.2435997e-32,12.726428477458176,7.2600555,10.772056485658897,100,2.1915226e-34,1605.4798735174159,0.1595682,1.023763,3133.944,2378273.157286523,161.47,0.0006926934,2156.8855,16.336002,9.283278,2378273.157286523
0.009999999,4896.906,4189.992723444052,4189.992723444052,0.000633374,37.60109266083008,1.4755055,43.66744559273428,100,6.7508813e-06,4189.992723444052,0.04919464,0.9382093,4260.0996,1910011.7993983391,419.38,0.00016762599,291.4603,4.615487,2.2900355,1910011.7993983391
0.01,4987.662,4886.569959197277,4886.569959197277,0.09325597,91.28111573559946,0.09903647,91.16619279187206,100,0.00092045293,4886.569959197277,0.013590706,1.013153,4546.935,451625.3497592903,488.71,9.648174e-06,71.34877,1.3769464,1.0968978,451625.3497592903
0.01,4983.9614,4957.599730193998,4957.599730193998,0.34048715,96.12663919303621,0.042583138,95.61526149699303,100,0.0033287855,4957.599730193998,0.013098942,1.022857,4553.6104,88329.89826408275,495.8,4.070125e-06,112.74206,1.3398345,1.0458581,88329.89826408275
0.01,4984.307,4972.356281701702,4972.356281701702,0.5159249,97.59853277759571,0.025019234,97.59833354896178,100,0.0051422003,4972.356281701702,0.012072796,1.0033154,4558.3506,37424.73888228686,497.29,2.4854157e-06,111.09417,1.2112823,1.0246077,37424.73888228686
0.010000002,4999.7812,4999.78058662765,4999.78058662765,0.99299854,99.99983977144083,1.3507018e-06,99.99997615814777,100,0.009930696,4999.78058662765,0.010020318,0.9999284,4578.9707,0.1196311521663657,500.0,1.3508923e-10,0.34259304,1.0019602,1.0000002,0.1196311521663657
0.009999998,4999.812,4999.811695098723,4999.811695098723,1.0,100.0,,100.0,100,0.01,4999.811695098723,0.01,1.0,4579.0015,0.0500615460843013,500.0,3.5044917e-18,0.22262558,1.0,1.0,0.0500615460843013
0.01,4991.6357,4983.959372903901,4983.959372903901,0.43899998,98.71653722051781,0.0135236615,98.54777099994419,100,0.00432611,4983.959372903901,0.011022124,1.0147685,4567.736,13651.650105823857,498.44,1.3132894e-06,57.88882,1.1184905,1.0147363,13651.650105823857
0.01,4999.7583,4999.757811599948,4999.757811599948,0.9964374,99.99993133903622,7.495491e-07,99.99995231630692,100,0.009963858,4999.757811599948,0.01001594,1.0000517,4578.9478,0.18243156304377534,500.0,7.49472e-11,0.42402282,1.0016458,1.0000005,0.18243156304377534
0.01,4999.355,4999.3488930896365,4999.3488930896365,0.9864147,99.99910713718477,9.018572e-06,99.99921322487917,100,0.009866685,4999.3488930896365,0.010049062,0.9997428,4578.543,18.21141476761862,499.97,9.0232205e-10,4.1902943,1.0046477,1.0000079,18.21141476761862
0.009999998,4999.725,4999.724847765111,4999.724847765111,1.0,100.0,,100.0,100,0.01,4999.724847765111,0.01,1.0,4578.9146,0.16363263339868248,500.0,3.5044917e-18,0.40249246,1.0,1.0,0.16363263339868248
0.010000002,4999.7847,4999.784262961879,4999.784262961879,0.9978028,99.99996566804515,3.470496e-07,99.99997615814777,100,0.009977938,4999.784262961879,0.010013735,1.0000091,4578.974,0.057705013966831316,500.0,3.4704097e-11,0.23889808,1.0013826,1.0000002,0.057705013966831316
0.010000002,4999.765,4999.7644456957705,4999.7644456957705,0.99874693,99.99995422461592,2.5410134e-07,99.99997615814777,100,0.009987258,4999.7644456957705,0.010008482,1.0000211,4578.9546,0.16101889193373206,500.0,2.5408883e-11,0.39887467,1.0008694,1.0000002,0.16101889193373206
0.01,4995.7354,4990.292353575038,4990.292353575038,0.4197557,98.56796838548873,0.014209944,99.05565052752048,100,0.004265712,4990.292353575038,0.011160322,0.9840226,4572.924,9022.835237404433,499.06,1.4675138e-06,40.55206,1.0982009,1.0095335,9022.835237404433
0.009999998,4999.774,4999.7738840772045,4999.7738840772045,1.0,100.0,,100.0,100,0.01,4999.7738840772045,0.01,1.0,4578.9634,0.15539987019139684,500.0,3.5044917e-18,0.39224383,1.0,1.0,0.15539987019139684
0.01,4999.834,4999.833259330547,4999.833259330547,0.9987285,99.9999809272658,1.4247135e-07,99.99998807907247,100,0.009986892,4999.833259330547,0.010006103,1.0000393,4579.0234,0.03313657831289727,500.0,1.4246294e-11,0.18106456,1.0006496,1.0000001,0.03313657831289727
0.01,4992.813,4971.273987857658,4971.273987857658,0.23732895,96.22693840293874,0.03894581,97.07644933787851,100,0.0023933244,4971.273987857658,0.011982262,0.9916289,4565.713,48870.113042617115,497.17,3.9606116e-06,53.855186,1.1881957,1.030116,48870.113042617115
0.009999998,4999.793,4999.792565660268,4999.792565660268,1.0,100.0,,100.0,100,0.01,4999.792565660268,0.01,1.0,4578.9824,0.07345108089338272,500.0,3.5044917e-18,0.26965684,1.0,1.0,0.07345108089338272
0.01,4990.9854,4962.239193244273,4962.239193244273,0.2174236,94.8363442778033,0.053133093,96.18856913591246,100,0.0022120632,4962.239193244273,0.013609164,0.9828996,4561.9185,140688.77643107096,496.26,5.499799e-06,88.22975,1.3376442,1.0396246,140688.77643107096
0.009999998,4999.804,4999.804138490217,4999.804138490217,1.0,100.0,,100.0,100,0.01,4999.804138490217,0.01,1.0,4578.9937,0.04884462423640048,500.0,3.5044917e-18,0.21991447,1.0,1.0,0.04884462423640048
0.010000002,4999.783,4999.783095167987,4999.783095167987,0.99510443,99.99983593627586,1.4444128e-06,99.99989271175451,100,0.009952982,4999.783095167987,0.010017535,0.9998053,4578.9727,0.05908955593754519,500.0,1.4449705e-10,0.24160542,1.0015584,1.0000011,0.05908955593754519
0.009999998,4999.811,4999.811059411398,4999.811059411398,1.0,100.0,,100.0,100,0.01,4999.811059411398,0.01,1.0,4579.0005,0.042843745857899386,500.0,3.5044917e-18,0.20593171,1.0,1.0,0.042843745857899386
0.01,4999.8213,4999.820292241974,4999.820292241974,0.9944649,99.99982447709964,1.7967692e-06,99.99991655356695,100,0.009947316,4999.820292241974,0.010022901,0.9997319,4579.0107,0.04083305362140533,500.0,1.7977234e-10,0.2008727,1.0020214,1.0000008,0.04083305362140533
0.009999998,4999.847,4999.846964666367,4999.846964666367,1.0,100.0,,100.0,100,0.01,4999.846964666367,0.01,1.0,4579.0366,0.029882241927542443,500.0,3.5044917e-18,0.17197593,1.0,1.0,0.029882241927542443
