VarNormIw,VanillaAvgRet,Bound,AvgNormIw,VarVanillaIw,MaxVanillaIw,BatchSize,VarDiscRet,AvgDiscRet,VarRet,MinNormIw,ESSRenyi,ESSClassic,AvgEpLen,VarJ,AvgVanillaIw,J,AvgRet,MaxNormIw,MinVanillaIw,eRenyi2
0.00015075562,-1439.2221432774563,1228.2927,0.01,1.1591678,3.0311058,100,3680974.5780205172,-1.1596057447604835e-13,3680974.5780205172,8.7034885e-16,45.36468006698863,40.12066915683944,200.0,45.634335,0.8768723,1419.5239,-1.1596057447604835e-13,0.03456724,7.631848e-14,2.204358
0.0027550478,-10.835666576249423,3.9223309,0.01,7.831143,18.575722,100,83.98375176008959,2.1938006966593095e-15,83.98375176008959,,3.0016111629743274,3.536696226211247,200.0,9.406423,0.5331483,8.766943,2.1938006966593095e-15,0.34841567,,33.31544
0.0019934578,-9.66531025969234,3.3426836,0.01,87.01697,62.79769,100,71.51320777674528,-1.5720758028692217e-15,71.51320777674528,,2.2156714567906284,4.822710019506074,200.0,8.380305,2.0892885,7.0467997,-1.5720758028692217e-15,0.30056974,,45.133045
0.006938328,-9.048052269369782,2.5034447,0.01,,1.0419606e-36,100,68.0821597191349,1.7763568394002505e-15,68.0821597191349,,nan,inf,200.0,1.9463321,1.2566395e-38,8.859547,1.7763568394002505e-15,0.8291643,,nan
0.0017368379,-11.402349149455427,4.572357,0.01,8.621462,18.933815,100,96.21071298633879,-5.329070518200751e-17,96.21071298633879,,7.066928430716434,5.4961085158017635,200.0,9.1384535,0.7045484,8.66565,-5.329070518200751e-17,0.2687369,,14.150419
0.0060690017,-11.748940494378065,-0.088106155,0.01,1.2938424e-10,0.000113741844,100,107.79821648599007,-9.947598300641404e-16,107.79821648599007,0.00086624396,nan,1.6371136586071027,200.0,23.213749,1.4600982e-06,7.639828,-9.947598300641404e-16,0.7790013,1.2648013e-07,nan
0.00021632097,-4831.189345217755,828.85223,0.01,2.2876914,4.6843653,100,945480.4221220408,1.6370904631912708e-13,945480.4221220408,1.2514744e-30,29.953745028692165,31.831140229904758,200.0,355.25336,1.0283701,1012.50903,1.6370904631912708e-13,0.045551356,1.2869789e-28,3.3384807
0.004450772,-3896.648993685821,119.996124,0.01,7.220444,19.161633,100,127112.51681030878,6.320988177321851e-13,127112.51681030878,,3.390746020002173,2.219133062420092,200.0,95.04059,0.40277663,287.58328,6.320988177321851e-13,0.47573844,,29.492035
0.0018277201,-3830.0512699282785,112.977585,0.01,32.95804,32.757484,100,45686.07129476867,-8.139977580867708e-13,45686.07129476867,,4.312396032932556,5.237130176419959,200.0,123.294365,1.3428448,197.58145,-8.139977580867708e-13,0.24394095,,23.188965
0.0033203843,-3849.211438507507,111.1702,0.01,23.027674,34.594303,100,51043.54820891255,-1.4551915228366852e-13,51043.54820891255,,0.927028082574189,2.952307864028831,200.0,62.85138,0.83278114,233.17772,-1.4551915228366852e-13,0.4154069,,107.8716
0.0010958675,-3826.014114206604,54.336815,0.01,26.375626,24.304348,100,40866.731698991185,9.822542779147626e-13,40866.731698991185,,5.79935155947281,8.439469390906487,200.0,377.68073,1.551395,119.81335,9.822542779147626e-13,0.15666124,,17.243307
0.0027831255,-3813.887220237309,57.677322,0.01,41.655186,50.633793,100,44956.078897039464,-1.2323653209023177e-12,44956.078897039464,,2.75147180608371,3.502265840256909,200.0,254.82976,1.2233989,153.85452,-1.2323653209023177e-12,0.413878,,36.344185
0.00025649695,-3814.6035462210334,-8.267069,0.010000002,3.1210515,13.720888,100,39832.23979545735,-6.366462912410497e-13,39832.23979545735,6.5522663e-06,21.90863788607519,28.25402102731106,200.0,215.29433,1.1030861,25.709589,-6.366462912410497e-13,0.12438638,0.0007227714,4.5644097
1.9989326e-07,-3856.34240447211,-21.486343,0.01,0.0019711517,1.0242182,100,45984.36330879559,-5.684341886080801e-13,45984.36330879559,0.00810144,99.89076876379606,99.80251024311154,200.0,213.70723,0.99302644,0.108641505,-5.684341886080801e-13,0.010314108,0.80449444,1.0010935
5.507157e-06,-3856.679789181065,-21.301708,0.01,0.05751903,2.8787396,100,41739.178011161544,1.77351466845721e-13,41739.178011161544,0.008586748,95.43941214129333,94.82981212669843,200.0,205.86476,1.0219793,0.842453,1.77351466845721e-13,0.028168278,0.87754786,1.0477852
0.00021897918,-3843.5591499157727,-11.949234,0.01,0.23323762,1.1160276,100,47340.61856992399,-7.23048287909478e-13,47340.61856992399,1.1720231e-05,0.00036289387452150457,31.566712642743216,200.0,425.52814,0.32636073,24.510918,-7.23048287909478e-13,0.034196135,0.00038250233,275562.66
