AvgDiscRet,J,AvgEpLen,VarVanillaIw,MinVanillaIw,MinNormIw,VarJ,VarNormIw,MaxNormIw,Bound,eRenyi2,AvgVanillaIw,VarRet,MaxVanillaIw,AvgRet,VarDiscRet,ESSClassic,BatchSize,ESSRenyi,AvgNormIw
441.4374590172733,852.4557,68.19,58.34946,,,131.20673,0.0079023875,0.8884523,1535.0012,30.678791,0.85928917,226311.3919804764,76.34374,672.05722876388,42111.97451928649,1.2620903061653403,100,3.2595808566769966,0.01
672.2351909327388,855.07764,122.08,8.602938,1.3926263e-25,2.2428103e-27,62.33982,0.0022313243,0.41207957,1681.7949,12.57502,0.6209291,217575.96150706382,25.587221,1211.5157120420322,20111.25413591607,4.330858081193068,100,7.952273737996994,0.01
842.0945516514626,862.1412,187.59,0.707263,7.9488586e-07,9.1578904e-09,12.388392,9.387767e-05,0.038614895,1877.1564,1.8995533,0.8679792,60561.85275328801,3.3516924,1872.6032757774553,2624.29279331233,51.82988298229465,100,52.64395584754893,0.01
862.067513047982,864.86615,197.92,0.108660966,0.12678514,0.0012123404,5.436505,9.9354165e-06,0.016058696,1915.9514,1.12793,1.0457883,11754.46036124737,1.6793997,1978.542894548159,444.5173895853288,91.04478431641411,100,88.65798054759985,0.01
862.0893836757331,865.06213,197.88,0.14374804,0.053319573,0.00055508735,4.4685564,1.557942e-05,0.017186051,1917.1769,1.1261202,0.9605618,11163.757584587845,1.6508265,1978.1330569355468,384.42848128047075,86.63736724368277,100,88.80046653916375,0.01
864.5629303211863,865.4857,199.16,0.04391172,0.21354666,0.0021065385,2.924607,4.273008e-06,0.012996295,1922.0391,1.0500498,1.0137326,3066.9516601091573,1.3174766,1991.1566722039133,86.27714035000594,95.94139989437224,100,95.23358009621664,0.010000002
865.8985352796839,865.90375,199.95,0.00040989096,0.92698705,0.009234175,0.78674006,4.0674013e-08,0.010414411,1926.41,1.0004923,1.0038656,36.50310264583757,1.0454669,1999.2769395080954,0.7084871784881972,99.95974347360189,100,99.95079079080033,0.01
865.98640442029,865.98645,200.0,7.061981e-08,0.9991949,0.009991875,0.040363453,7.0619274e-12,0.01000489,1927.0038,1.0,1.0000074,0.020295629568197065,1.0004964,1999.8897455596923,0.0016464625522893024,99.99999237066237,100,100.0,0.010000002
865.329461414989,865.6071,199.6,0.023353517,0.5277835,0.005200468,2.29238,2.267386e-06,0.012016499,1923.6611,1.0214323,1.014877,771.5702630904611,1.2195268,1995.4643577465135,17.185493538748926,97.8045789869188,100,97.90174239166144,0.010000002
865.343059484365,865.7697,199.62,0.026273035,0.32759324,0.0033742758,2.177924,2.7874144e-06,0.012270902,1924.8075,1.0243828,0.97085494,1524.246436764343,1.1913266,1995.9896529065259,41.50494305831301,97.31456179612836,100,97.61975416221253,0.01
865.9822711742113,865.98236,200.0,1.1392407e-06,0.9976577,0.009977222,0.036660098,1.13939046e-10,0.010019673,1926.9927,1.0000011,0.9999353,0.015146244631415734,1.0019025,1999.8784845542907,0.001359482707737568,99.99987792190115,100,99.99989271175451,0.01
865.4568109160525,865.64465,199.67,0.027298383,0.30814242,0.0031916606,2.3640594,2.9286489e-06,0.0124436505,1924.1519,1.0142655,0.96546113,577.9283221476047,1.2013861,1996.2778783030994,12.504651827064967,97.18232833027456,100,98.59351060073745,0.01
865.3834777384287,865.6591,199.64,0.023375401,0.4866138,0.004943842,3.2921617,2.412789e-06,0.0123307025,1924.2832,1.0196886,0.9842827,1371.5239160249328,1.2136897,1996.1946034241469,36.57998162510524,97.66704315172254,100,98.06915502033723,0.01
865.9835733722875,865.9836,200.0,,1.0,0.01,0.032439206,3.5044917e-18,0.01,1927.0012,1.0,1.0,0.011474322553823836,1.0,1999.887258234024,0.001063155699653138,100.0,100,100.0,0.009999998
865.9888787491301,865.98895,200.0,2.5094816e-06,0.9967813,0.009963493,0.029150037,2.5073255e-10,0.010042538,1927.0212,1.0000024,1.0004336,0.008180633307418871,1.0046892,1999.9072641277314,0.0008596932135437918,99.99974071351143,100,99.99976158198933,0.010000002
865.9796653737176,865.9797,200.0,,1.0,0.01,0.038961086,3.5044917e-18,0.01,1926.9833,1.0,1.0,0.01889844444808016,1.0,1999.8692992687224,0.0015329121401129271,100.0,100,100.0,0.009999998
865.9866586627154,865.9867,200.0,2.8927735e-08,0.99952763,0.009995047,0.032013625,2.8925575e-12,0.010003867,1927.0094,1.0,1.000023,0.011680251594918005,1.0004096,1999.8953891658782,0.0010353388002058092,100.00001525844041,100,100.0,0.01
865.984788998485,865.9848,200.0,9.625908e-08,0.99930215,0.009992941,0.030849146,9.625443e-12,0.01000781,1927.0038,1.0000001,1.000008,0.010436779200136892,1.000789,1999.8897415542604,0.0009616092412926676,100.0,100,99.99998807907247,0.009999999
865.8769132456541,865.89935,199.93,0.002623117,0.802444,0.008050949,0.9116449,2.640477e-07,0.010626306,1926.2969,1.0020624,0.9967072,64.97544294125194,1.0591316,1999.0998312041722,1.2895224419049727,99.7392747752941,100,99.79418049850409,0.010000002
865.2300081297045,865.66144,199.54,0.030843971,0.37528247,0.0038116265,2.4186373,3.1818113e-06,0.012530877,1923.915,1.0277814,0.98457307,1389.4039424661592,1.2337564,1995.0796523184702,35.418475773926055,96.94621392164062,100,97.29695748670063,0.01
865.9820278455462,865.9821,200.0,4.951982e-06,0.99472016,0.009946232,0.034675155,4.9510157e-10,0.0100526055,1926.9957,1.0000048,1.0000975,0.013985537305513085,1.0053586,1999.8817156600953,0.0012178514875223483,99.99949269665798,100,99.99952316511552,0.010000002
865.9841065162826,865.9841,200.0,1.2596922e-06,0.99626195,0.0099623045,0.03584884,1.2596131e-10,0.010022105,1927.0015,1.0000008,1.0000317,0.014512676981784711,1.0022422,1999.887369031906,0.0013000259404852168,99.99984741711506,100,99.99991655356695,0.010000002
865.9818937785806,865.98193,200.0,7.249025e-08,0.9990845,0.009990981,0.035952635,7.2491757e-12,0.010004466,1926.9949,1.0,0.9999864,0.014859933561923333,1.0004331,1999.8807772254943,0.0013064743193732528,99.9999923705023,100,100.0,0.01
865.9847532595085,865.98474,200.0,1.889283e-06,0.9952478,0.009955365,0.033186257,1.8903716e-10,0.010024603,1927.0051,1.0000012,0.99971,0.011594860478168783,1.0021696,1999.891092233658,0.0011147741128379022,99.99979394691199,100,99.99988079085256,0.010000002
865.9822191084536,865.9823,200.0,1.7252182e-09,0.99987704,0.009998786,0.032274604,1.72535e-13,0.0100008175,1926.9977,1.0,0.9999984,0.01123904828201302,1.0000801,1999.8836433696747,0.0010522688926643822,99.99998474118824,100,100.0,0.01
865.9848351880156,865.9848,200.0,,1.0,0.01,0.03093705,3.5044917e-18,0.01,1927.0082,1.0,1.0,0.00929152223890198,1.0,1999.894241914749,0.0009667116840881254,100.0,100,100.0,0.009999998
865.9865947031068,865.9867,200.0,6.758742e-06,0.98447484,0.009845908,0.035128023,6.760342e-10,0.010029907,1927.0099,1.0000044,0.9998823,0.014356170321907297,1.0028727,1999.8958780956268,0.0012518361931330604,99.99930564697287,100,99.99955892757411,0.010000002
865.9874698445303,865.9875,200.0,1.994665e-06,0.9967105,0.009966002,0.02955491,1.994218e-10,0.010038918,1927.0121,1.0000008,1.0001107,0.00921270388244847,1.0040029,1999.8980064678192,0.0008832195745329945,99.999805472258,100,99.99991655356695,0.01
865.9868028246746,865.9868,200.0,1.4636015e-09,0.9998355,0.009998358,0.03643304,1.4636586e-13,0.010000609,1927.0093,1.000001,0.9999997,0.015209583413435132,1.0000606,1999.8952004337311,0.0013407474754260588,99.99999618530168,100,99.99990463265931,0.01
864.7847604253674,865.75006,199.33,0.048241094,0.18398824,0.0018370027,1.9483584,4.80902e-06,0.012769555,1924.2998,1.0366304,1.0015676,3297.66216069497,1.2789572,1992.9888721996174,106.09240770839111,95.45545025520303,100,96.46639801855729,0.01
865.9846154716288,865.9847,200.0,7.488519e-07,0.99559134,0.009955844,0.037736338,7.4884064e-11,0.010016652,1927.0016,1.0000012,1.0000069,0.017743355414128994,1.0016721,1999.88737074852,0.0014428429248345169,99.99993896529544,100,99.99988079085256,0.01
865.9895526833544,865.9896,200.0,2.2361209e-07,0.9981159,0.009981552,0.03420254,2.2362669e-11,0.010005847,1927.0161,1.0000001,0.99996066,0.014366381352987756,1.0005453,1999.9021108818054,0.001182848833680698,99.99996566638181,100,99.99998807907247,0.01
865.9827217797302,865.9828,200.0,4.364422e-07,0.9976167,0.00997607,0.03848609,4.3643148e-11,0.010007878,1926.9993,1.0000002,1.0000097,0.01755042335284529,1.0007975,1999.8851422691346,0.0014987639919361098,99.99995422409206,100,99.99997615814777,0.01
