VarNormIw,MaxVanillaIw,AvgNormIw,EpsThisIter,VarDiscRet,AvgDiscRet,VarRet,ESSRenyi,MaxNormIw,Delta,AvgEpLen,AvgVanillaIw,IterType,Bound,MinVanillaIw,MinNormIw,J,AvgRet,eRenyi2,VanillaAvgRet,VarJ,VarVanillaIw,BatchSize,ESSClassic
0.00019392878,3.7376163,0.01,100,5241326.926508991,-2281.75755841767,5241326.926508991,37.77454697019927,0.04218088,0.5,200.0,0.88609254,1,-1030.6552,5.68054e-13,6.4107752e-15,-93.92955,-2281.75755841767,2.6472852,-2281.75755841767,226.61302,1.5226511,100,34.24780913341765
2.0505973e-05,1.4372017,0.01,100,354701.02893790114,-152.37369663788914,354701.02893790114,85.69947226314083,0.014778836,0.5,200.0,0.9724729,1,-336.28583,0.04777435,0.0004912666,-21.11341,-152.37369663788914,1.1668683,-152.37369663788914,45.69292,0.19392574,100,83.12489410071267
5.631396e-05,2.1077113,0.01,100,75.55355779345977,-9.167716828529866,75.55355779345977,63.63521126792617,0.021176523,0.5,200.0,0.9953057,1,-11.62117,0.0027053724,2.718132e-05,-6.7719307,-9.167716828529866,1.571457,-9.167716828529866,8.408323,0.5578649,100,64.20511438467123
3.4432007e-05,5.613763,0.01,100,64.5971479316179,-8.636609009543067,64.5971479316179,76.35085389255097,0.05962588,0.5,200.0,0.94149774,1,-10.682464,0.70780444,0.007517856,-8.005744,-8.636609009543067,1.309743,-8.636609009543067,8.872652,0.30521148,100,74.57805308382056
1.3824651e-06,1.1222231,0.01,100,63.970174197562606,-8.955382477297343,63.970174197562606,98.27901179344674,0.011163754,0.5,200.0,1.005238,1,-11.797282,0.6158964,0.006126871,-8.896748,-8.955382477297343,1.0175112,-8.955382477297343,7.7334566,0.013969862,100,98.64982931615016
0.00017575816,2.9616952,0.01,100,62.33951675677569,-7.811426886287367,62.33951675677569,46.24241462724358,0.041288856,0.5,200.0,0.717311,1,-10.508228,2.0507597e-11,2.8589547e-13,-5.097931,-7.811426886287367,2.1625168,-7.811426886287367,9.127685,0.9043374,100,36.496271814069765
3.371527e-05,1.8775024,0.01,100,45.598301411202186,-7.603882460838459,45.598301411202186,76.28479593613748,0.018253855,0.5,200.0,1.0285512,1,-9.564403,0.0040976284,3.9838837e-05,-7.017892,-7.603882460838459,1.3108772,-7.603882460838459,7.1181254,0.35667977,100,74.97480748519924
1.7747238e-06,1.6165881,0.01,100,54.31723970036153,-7.578681589735397,54.31723970036153,97.90035987561907,0.016002638,0.5,200.0,1.010201,1,-9.85126,0.9114158,0.009022123,-7.5208764,-7.578681589735397,1.0214467,-7.578681589735397,7.1658397,0.018111166,100,98.27336492400708
4.4300137e-05,2.1148672,0.010000002,100,50.5366684734445,-6.871470721863302,50.5366684734445,71.12313330144272,0.022008305,0.5,200.0,0.9609405,1,-8.538541,0.009505363,9.891729e-05,-5.7780976,-6.871470721863302,1.4060123,-6.871470721863302,7.7003827,0.4090704,100,69.51340867472845
9.6023825e-05,2.577344,0.010000002,100,47.927605979568625,-7.599948159095834,47.927605979568625,56.12428983298012,0.027256854,0.5,200.0,0.9455765,1,-9.313444,0.00023646677,2.5007685e-06,-6.2421494,-7.599948159095834,1.7817597,-7.599948159095834,8.261922,0.85856336,100,51.26533543875072
1.0235724e-05,1.374124,0.01,100,52.568899449638785,-7.998845849919984,52.568899449638785,88.1431379477776,0.013058926,0.5,200.0,1.052249,1,-10.21892,0.051353715,0.0004880377,-7.757809,-7.998845849919984,1.1345183,-7.998845849919984,7.4386473,0.113332786,100,90.79899482987614
4.531483e-06,1.2874068,0.01,100,46.35847270127544,-7.638843451988204,46.35847270127544,95.36010323790474,0.012799613,0.5,200.0,1.0058169,1,-9.823755,0.39593637,0.0039364654,-7.53113,-7.638843451988204,1.0486566,-7.638843451988204,6.8803973,0.045843553,100,95.70645531622158
1.7054075e-05,1.4613848,0.01,100,55.09235712297929,-9.155421516416594,55.09235712297929,84.70563240521012,0.014325636,0.5,200.0,1.0201186,1,-11.332654,0.01585739,0.00015544653,-8.798225,-9.155421516416594,1.180559,-9.155421516416594,7.792709,0.17747182,100,85.5552626105847
8.7155e-05,2.7726254,0.01,100,52.95302463916003,-8.4806152593189,52.95302463916003,49.42703441611624,0.024570314,0.5,200.0,1.1284453,1,-10.21081,4.217746e-07,3.737661e-09,-6.9093266,-8.4806152593189,2.0231843,-8.4806152593189,9.179406,1.1098219,100,53.68162815925439
1.3030247e-05,1.8372452,0.01,100,48.21612973425953,-8.382088078431355,48.21612973425953,90.16123913062404,0.018370675,0.5,200.0,1.0000968,1,-10.548729,0.23194332,0.0023192088,-8.139773,-8.382088078431355,1.1091241,-8.382088078431355,7.140655,0.13032766,100,88.57399808261442
0.0005118118,7.159503,0.009999999,100,44.776473337758546,-7.652063091472546,44.776473337758546,19.64821102279374,0.09178396,0.5,200.0,0.78003854,1,-8.5846615,,,-3.3453338,-7.652063091472546,5.089522,-7.652063091472546,7.009329,3.1141713,100,16.482783840585103
