AvgVanillaIw,AvgRet,VarJ,AvgDiscRet,MinVanillaIw,Bound,VanillaAvgRet,VarDiscRet,VarVanillaIw,BatchSize,VarRet,AvgNormIw,MaxVanillaIw,VarNormIw,AvgEpLen,ESSRenyi,ESSClassic,MaxNormIw,J,MinNormIw,eRenyi2
14.563328,-0.015375863441296298,29.018976,-0.015375863441296298,0.0056592994,48.0813,-0.015375863441296298,181.04303372099523,19109.473,100,181.04303372099523,0.010000002,1383.0825,0.009010057,500.0,17.330022935618715,1.108652952593914,0.94970226,61.030468,3.8859935e-06,5.770333
16.832005,-1.9607306075422772,28.292904,-1.9607306075422772,0.0013010176,53.075554,-1.9607306075422772,304.8178474726642,25980.465,100,304.8178474726642,0.01,1612.5344,0.009170122,500.0,19.645619461486746,1.0895119156770345,0.9580169,66.19914,7.7294277e-07,5.0901933
1845.1458,2.5390212499837204,0.08953691,2.5390212499837204,1.4295438e-07,48.400394,2.5390212499837204,311.77809302943876,340355740.0,100,311.77809302943876,0.01,184487.61,0.009997048,500.0,99.99992847447743,1.0002923851771182,0.99985385,53.250336,7.7475927e-13,1.0000007
13.463034,3.6820024571207863,17.130346,3.6820024571207863,0.0021847745,32.529087,3.6820024571207863,219.34753440221562,16217.061,100,219.34753440221562,0.01,1274.151,0.008947182,500.0,20.79122885894962,1.1163568094677216,0.9464071,40.686195,1.6227951e-06,4.8097205
3222.9468,11.30357044150042,0.014518749,11.30357044150042,2.4379158e-12,37.22106,11.30357044150042,283.2583841637262,1037953200.0,100,283.2583841637262,0.010000002,322174.0,0.00999244,500.0,99.9979258013857,1.0007491531381545,0.99962556,41.250694,7.564244e-18,1.0000207
7.3488154,13.680042229133779,14.740326,13.680042229133779,0.0002535051,35.11593,13.680042229133779,426.580782180204,4423.7944,100,426.580782180204,0.010000002,665.7023,0.00819144,500.0,23.430371090291334,1.2180972668434464,0.9058634,43.34384,3.449605e-07,4.267965
8.734632,16.036527222229747,23.492914,16.036527222229747,0.008873469,48.3432,16.036527222229747,791.3586572355536,6388.312,100,791.3586572355536,0.01,799.9402,0.008373304,500.0,25.14816194290426,1.1919559602258165,0.91582584,60.899242,1.015895e-05,3.9764338
6.798329,25.049787561642294,28.420895,25.049787561642294,0.00087178836,51.698605,25.049787561642294,596.7566535562653,3611.1765,100,596.7566535562653,0.01,601.547,0.007813478,500.0,19.31059985775464,1.2762683820441554,0.8848454,64.73354,1.2823568e-06,5.178503
7.477853,36.17337354170935,18.890028,36.17337354170935,0.03317456,49.858,36.17337354170935,422.9828140991866,4497.6147,100,422.9828140991866,0.01,671.3821,0.008043193,500.0,33.45871865107798,1.2402700730881366,0.8978274,61.182728,4.436375e-05,2.9887576
9.127761,41.99154705183491,26.642023,41.99154705183491,0.012661586,65.85346,41.99154705183491,352.8963627310544,7018.406,100,352.8963627310544,0.01,838.45,0.008423837,500.0,27.215056816559674,1.1848904925535095,0.91857135,79.07211,1.3871513e-05,3.6744366
