AvgDiscRet,VarJ,eRenyi2,VarVanillaIw,Bound,VarRet,ESSClassic,AvgRet,BatchSize,EpsThisIter,AvgNormIw,MinVanillaIw,ESSRenyi,VarDiscRet,VarNormIw,MaxNormIw,MinNormIw,J,VanillaAvgRet,Delta,AvgEpLen,IterType,MaxVanillaIw,AvgVanillaIw
-2380.1889555037224,376.38968,2.2570057,1.3395042,-1461.9142,5627599.829885766,41.753870882347506,-2380.1889555037224,100,100,0.01,3.410137e-09,44.30648995496573,5627599.829885766,0.00014090781,0.032232873,3.4975772e-11,-140.21477,-2380.1889555037224,0.3,200.0,1,3.1427042,0.9749998
-63.224374463021086,153.69008,1.0701121,0.061416212,-453.1257,133602.5594265899,94.25472637901726,-63.224374463021086,100,100,0.009999999,0.4133233,93.44815290075441,133602.5594265899,6.157064e-06,0.0125179915,0.0041384264,-32.41946,-63.224374463021086,0.3,200.0,1,1.2502283,0.99874514
-38.93804595125965,106.90668,1.0322549,0.024231585,-470.4292,83645.22975807571,97.69923396153268,-38.93804595125965,100,100,0.01,0.371278,96.8752937633139,83645.22975807571,2.3787472e-06,0.011436146,0.0036785987,-20.263748,-38.93804595125965,0.3,200.0,1,1.154241,1.0092919
-16.99660617511951,25.649635,1.0312465,0.036772806,-121.32973,4870.370964608504,96.34185431436454,-16.99660617511951,100,100,0.01,0.33920664,96.97002204324424,4870.370964608504,3.835401e-06,0.011750206,0.003464227,-12.392423,-16.99660617511951,0.3,200.0,1,1.1505446,0.9791698
-8.11532555510079,7.1840863,1.218348,0.23207216,-11.841164,57.17678907702677,83.0980114000186,-8.11532555510079,100,100,0.01,0.10584545,82.0783535109338,57.17678907702677,2.0545276e-05,0.020182949,0.0009959021,-7.3373284,-8.11532555510079,0.3,200.0,1,2.1450634,1.0628097
-12.351802439504917,82.353745,1.3274612,1.0971195,-78.77414,57.17678907702677,59.43637039390439,-8.11532555510079,200,100,0.01,0.46618667,150.66353244096027,1249.9143828389792,6.893654e-05,0.0748903,0.0036953676,-16.407434,-8.11532555510079,0.3,200.0,,9.447737,1.2615434
-10.051726700597712,8.93789,1.020671,0.019577798,-25.173878,265.47783391500803,196.13854300515186,-10.051726700597712,200,100,0.005,0.31516972,195.94952539760237,265.47783391500803,4.946601e-07,0.0056208563,0.0015842218,-8.682639,-10.051726700597712,0.3,200.0,1,1.1182295,0.99471456
-9.705946726706317,8.1651,1.0,,-13.946983,67.34228251661794,100.0,-9.705946726706317,200,100,0.009999998,1.0,200.0,67.34228251661794,3.5044917e-18,0.01,0.01,-9.705947,-9.705946726706317,0.3,200.0,2,1.0,1.0
-9.914366805093069,8.348413,1.3440965,0.35015833,-12.685303,68.92620517831153,145.78967165445164,-9.914366805093069,200,100,0.005,0.00048442828,148.79883538051416,68.92620517831153,9.342696e-06,0.009039472,2.5022653e-06,-9.085503,-9.914366805093069,0.3,200.0,1,1.7500046,0.96797943
-7.938495009605931,7.144216,1.0,,-11.984438,51.555374943148216,100.0,-7.938495009605931,200,100,0.009999998,1.0,200.0,51.555374943148216,3.5044917e-18,0.01,0.01,-7.9384947,-7.938495009605931,0.3,200.0,2,1.0,1.0
-7.7783492425169,7.710974,1.3734533,0.37494725,-10.498725,52.466557568437096,144.84899621877568,-7.7783492425169,200,100,0.005,0.0016537549,145.61835185964574,52.466557568437096,9.566543e-06,0.009079689,8.353406e-06,-7.145893,-7.7783492425169,0.3,200.0,1,1.7975398,0.98986864
-6.657593001061599,6.760684,1.0,,-10.252984,46.16853085588521,100.0,-6.657593001061599,200,100,0.009999998,1.0,200.0,46.16853085588521,3.5044917e-18,0.01,0.01,-6.6575933,-6.657593001061599,0.3,200.0,2,1.0,1.0
-8.541432489766166,7.259922,1.0079135,0.008947263,-10.157409,55.10907841578237,198.23208331616252,-8.541432489766166,200,100,0.005,0.940466,198.42973221378946,55.10907841578237,2.240833e-07,0.009205433,0.0047065504,-7.5837994,-8.541432489766166,0.3,200.0,1,1.8394355,0.99910325
-9.261783921710435,6.981666,1.0,,-13.064114,49.23601842616453,100.0,-9.261783921710435,200,100,0.009999998,1.0,200.0,49.23601842616453,3.5044917e-18,0.01,0.01,-9.261785,-9.261783921710435,0.3,200.0,2,1.0,1.0
-7.724364300903408,7.44627,1.2441053,0.23576428,-10.92774,51.77084768034512,163.2344449158958,-7.724364300903408,200,100,0.005,0.02371835,160.75809155571432,51.77084768034512,5.6590834e-06,0.007800653,0.000116203315,-7.928831,-7.724364300903408,0.3,200.0,1,1.5921974,1.020554
-8.540275009548782,7.2751727,1.0,,-12.126048,53.46276264202278,100.0,-8.540275009548782,200,100,0.009999998,1.0,200.0,53.46276264202278,3.5044917e-18,0.01,0.01,-8.540276,-8.540275009548782,0.3,200.0,2,1.0,1.0
-8.551917605679423,8.574908,1.2058332,0.65898156,-10.795464,56.87055464680408,127.13182872062953,-8.551917605679423,200,100,0.005,0.78280985,165.86041963124632,56.87055464680408,1.4401255e-05,0.050724216,0.003659484,-8.011193,-8.551917605679423,0.3,200.0,1,10.850551,1.0695632
-7.245153316157772,6.8495045,1.0,,-10.980883,47.38961225828763,100.0,-7.245153316157772,200,100,0.009999998,1.0,200.0,47.38961225828763,3.5044917e-18,0.01,0.01,-7.245153,-7.245153316157772,0.3,200.0,2,1.0,1.0
-7.404114812974846,6.8857493,1.0799567,0.07726288,-9.821335,47.52287867590556,185.9346288206847,-7.404114812974846,200,100,0.005,0.09418503,185.19261848526818,47.52287867590556,1.9006784e-06,0.0062878304,0.000467144,-7.076201,-7.404114812974846,0.3,200.0,1,1.267745,1.0080942
-7.85166674443042,6.5948215,1.0,,-11.383722,43.93098544188209,100.0,-7.85166674443042,200,100,0.009999998,1.0,200.0,43.93098544188209,3.5044917e-18,0.01,0.01,-7.8516665,-7.85166674443042,0.3,200.0,2,1.0,1.0
