AvgEpLen,BatchSize,AvgNormIw,AvgDiscRet,J,ESSRenyi,EpsThisIter,VanillaAvgRet,VarNormIw,MinNormIw,VarJ,VarVanillaIw,eRenyi2,MaxVanillaIw,ESSClassic,VarRet,AvgRet,VarDiscRet,Bound,MinVanillaIw,Delta,AvgVanillaIw,MaxNormIw,IterType
500.0,100,0.01,-1113.82529095,-1065.74,77.6555643983,100,-1113.82529095,6.24564e-05,0.00287969,305.257,0.657709,1.28774,7.36637,61.7925377445,7262.00594227,-1113.82529095,7262.00594227,-1348.38,0.295512,0.2,1.02619,0.0717836,1
500.0,100,0.01,-1111.50863312,-1094.16,95.0334139231,100,-1111.50863312,6.35343e-06,0.00449198,179.165,0.0623532,1.05226,1.80643,94.0823409068,19417.4214203,-1111.50863312,19417.4214203,-1496.2,0.445004,0.2,0.990661,0.0182346,1
500.0,100,0.01,-1126.34098411,-1109.83,95.8830211341,100,-1126.34098411,4.23665e-06,0.0041173,178.34,0.0441086,1.04294,1.49185,95.9745381405,38551.7725518,-1126.34098411,38551.7725518,-1509.99,0.42011,0.2,1.02035,0.0146209,1
500.0,100,0.01,-1094.68268114,-1045.33,79.5378567258,100,-1094.68268114,3.23423e-05,0.00130106,226.677,0.31135,1.25726,3.23229,75.7467723362,12713.9978555,-1094.68268114,12713.9978555,-1327.29,0.127654,0.2,0.981158,0.0329436,1
500.0,100,0.01,-1154.16868556,-1124.53,94.1266236732,100,-1154.16868556,8.6371e-06,0.00198614,165.581,0.0825493,1.0624,1.65514,92.1228277526,55000.6427099,-1154.16868556,55000.6427099,-1528.91,0.19417,0.2,0.977626,0.0169302,1
500.0,100,0.01,-1073.21786282,-1036.68,90.0957493312,100,-1073.21786282,9.53629e-06,0.0041668,270.165,0.0966025,1.10993,1.86885,91.373484779,45513.4721538,-1073.21786282,45513.4721538,-1449.87,0.41938,0.2,1.00648,0.0185682,1
500.0,100,0.01,-1053.72618978,-993.668,85.3233778977,100,-1053.72618978,2.441e-05,0.00240831,275.83,0.249254,1.17201,2.74218,80.5374151629,71624.2478444,-1053.72618978,71624.2478444,-1418.09,0.243361,0.2,1.0105,0.0271368,1
500.0,100,0.01,-1042.18961676,-972.146,79.0871134966,100,-1042.18961676,2.86074e-05,0.00141057,307.852,0.256595,1.26443,2.18471,77.9293157909,52827.6257352,-1042.18961676,52827.6257352,-1412.89,0.133592,0.2,0.947076,0.0230679,1
500.0,100,0.01,-927.838275951,-865.56,83.2237025514,100,-927.838275951,1.89815e-05,0.000508208,272.997,0.204504,1.20158,1.9434,84.1809900649,60946.0129258,-927.838275951,60946.0129258,-1295.2,0.0527506,0.2,1.03797,0.0187231,1
500.0,100,0.01,-931.386815068,-858.756,82.8553511462,100,-931.386815068,2.27082e-05,0.0020903,264.849,0.227901,1.20692,2.39856,81.645247307,90832.9446214,-931.386815068,90832.9446214,-1289.66,0.209407,0.2,1.0018,0.0239425,1
500.0,100,0.01,-921.685204134,-829.853,79.5253774978,100,-921.685204134,3.16408e-05,0.000294419,298.435,0.283625,1.25746,2.87907,76.1473070239,118040.902363,-921.685204134,118040.902363,-1269.66,0.027875,0.2,0.946778,0.0304091,1
500.0,100,0.01,-818.544309605,-734.231,81.6845665725,100,-818.544309605,3.18034e-05,0.000757782,218.949,0.352805,1.22422,3.4371,76.0541086652,100746.845415,-818.544309605,100746.845415,-1168.49,0.0798132,0.2,1.05325,0.0326333,1
500.0,100,0.01,-764.426691266,-714.59,88.8111841469,100,-764.426691266,1.60668e-05,0.00103135,219.688,0.164968,1.12598,2.05475,86.2767221387,59135.3984871,-764.426691266,59135.3984871,-1130.11,0.104506,0.2,1.01329,0.020278,1
500.0,100,0.01,-701.659338705,-673.282,90.6188033568,100,-701.659338705,1.16778e-05,0.0014932,101.019,0.104657,1.10352,1.5908,89.6370285374,18034.6487439,-701.659338705,18034.6487439,-947.369,0.141358,0.2,0.946681,0.016804,1
500.0,100,0.01,-725.000169577,-685.401,91.0322974114,100,-725.000169577,1.44232e-05,0.00119522,182.88,0.129136,1.09851,1.59224,87.5051862726,75136.5360304,-725.000169577,75136.5360304,-1096.69,0.113095,0.2,0.946223,0.0168273,1
500.0,100,0.01,-701.310228523,-677.729,94.7634666094,100,-701.310228523,5.94611e-06,0.0044553,156.958,0.0562013,1.05526,1.81683,94.4406206235,49179.9739757,-701.310228523,49179.9739757,-1080.77,0.433145,0.2,0.972202,0.0186878,1
500.0,100,0.01,-677.015414342,-654.502,95.4622528096,100,-677.015414342,4.93636e-06,0.00236636,124.387,0.0480535,1.04753,1.45302,95.340742945,40470.4952412,-677.015414342,40470.4952412,-1055.75,0.233475,0.2,0.986641,0.0147269,1
500.0,100,0.01,-653.457266191,-646.189,98.1527374298,100,-653.457266191,2.08612e-06,0.00601736,138.227,0.0208093,1.01882,1.3847,97.976535646,25956.3379429,-653.457266191,25956.3379429,-1041.78,0.600988,0.2,0.998756,0.0138643,1
500.0,100,0.01,-631.377701411,-612.437,92.2426253858,100,-631.377701411,1.15831e-05,0.00288133,68.7246,0.112289,1.0841,2.18211,89.7124453368,8049.65252541,-631.377701411,8049.65252541,-829.578,0.283693,0.2,0.984592,0.0221626,1
500.0,100,0.01,-623.022981047,-608.705,91.7247786896,100,-623.022981047,1.25905e-05,0.00400721,75.1308,0.130361,1.09022,2.85408,88.9168754233,4958.16630922,-623.022981047,4958.16630922,-784.654,0.407751,0.2,1.01754,0.0280488,1
500.0,100,0.01,-608.052261556,-601.772,96.1424547282,100,-608.052261556,4.2771e-06,0.00569189,56.0384,0.0431394,1.04012,1.70236,95.9377011512,3308.97921228,-608.052261556,3308.97921228,-762.756,0.571635,0.2,1.0043,0.0169507,1
500.0,100,0.01,-622.684614474,-611.256,97.398890374,100,-622.684614474,3.40547e-06,0.00483226,100.406,0.0335107,1.02671,1.48336,96.7385292888,22813.9579513,-622.684614474,22813.9579513,-1008.05,0.479351,0.2,0.991981,0.0149535,1
500.0,100,0.01,-609.185247045,-603.303,97.7128145704,100,-609.185247045,2.4851e-06,0.00614292,80.0414,0.0253877,1.02341,1.55138,97.5988242537,8534.80369505,-609.185247045,8534.80369505,-853.689,0.620888,0.2,1.01074,0.0153489,1
500.0,100,0.01,-627.139391019,-620.916,98.412803812,100,-627.139391019,1.76102e-06,0.00655888,127.33,0.0172151,1.01613,1.27318,98.2864677684,23423.0430609,-627.139391019,23423.0430609,-1016.21,0.648489,0.2,0.988718,0.012877,1
500.0,100,0.01,-607.673772006,-599.556,94.952778905,100,-607.673772006,6.04251e-06,0.00491495,57.9402,0.057009,1.05316,1.60349,94.3555583694,3768.72956235,-607.673772006,3768.72956235,-756.809,0.4774,0.2,0.971322,0.0165084,1
500.0,100,0.01,-594.546498386,-589.514,96.8082929658,100,-594.546498386,3.83069e-06,0.00437596,51.7869,0.0370287,1.03297,1.61965,96.3461619184,2809.75676442,-594.546498386,2809.75676442,-748.642,0.430233,0.2,0.983174,0.0164737,1
500.0,100,0.01,-588.332825122,-581.994,95.8534941882,100,-588.332825122,4.34507e-06,0.00476688,59.1555,0.0430044,1.04326,1.57483,95.8757764419,3495.61080581,-588.332825122,3495.61080581,-734.853,0.474234,0.2,0.994852,0.0158298,1
500.0,100,0.01,-586.343492113,-580.555,96.0390209813,100,-586.343492113,4.05355e-06,0.004408,49.6594,0.0409307,1.04124,1.51538,96.1417848281,2650.69129055,-586.343492113,2650.69129055,-727.007,0.442944,0.2,1.00486,0.0150805,1
500.0,100,0.01,-572.978478472,-567.78,96.5178541637,100,-572.978478472,4.05632e-06,0.0043514,58.7688,0.0421563,1.03608,1.57806,96.1392973091,3349.27320187,-572.978478472,3349.27320187,-716.505,0.443603,0.2,1.01945,0.0154795,1
500.0,100,0.01,-579.280050176,-570.787,95.9983117973,100,-579.280050176,5.8664e-06,0.00298473,57.1687,0.05898,1.04168,1.41179,94.5110294707,4844.03156887,-579.280050176,4844.03156887,-761.335,0.299276,0.2,1.00269,0.0140801,1
500.0,100,0.01,-573.020469898,-566.522,96.5714219272,100,-573.020469898,4.33783e-06,0.00478664,52.1005,0.0412645,1.0355,1.41271,95.8823406845,3553.70328439,-573.020469898,3553.70328439,-738.724,0.466855,0.2,0.97533,0.0144844,1
500.0,100,0.01,-564.353752886,-560.331,97.0663958694,100,-564.353752886,3.46351e-06,0.00682873,47.6242,0.0346126,1.03022,1.64718,96.6848252368,2190.43957192,-564.353752886,2190.43957192,-696.769,0.682651,0.2,0.999675,0.0164772,1
500.0,100,0.01,-571.301672014,-567.43,97.1348230429,100,-571.301672014,2.58036e-06,0.00517793,51.8887,0.0261455,1.0295,1.29938,97.509080322,2699.14020769,-571.301672014,2699.14020769,-706.926,0.521212,0.2,1.0066,0.0129086,1
500.0,100,0.01,-572.298030558,-566.602,97.2139243175,100,-572.298030558,4.13378e-06,0.00476418,62.9383,0.039316,1.02866,1.38909,96.068467115,4899.45069099,-572.298030558,4899.45069099,-770.384,0.464622,0.2,0.975239,0.0142436,1
500.0,100,0.01,-561.866619394,-557.771,97.1575372651,100,-561.866619394,3.68181e-06,0.00431229,48.7966,0.0367845,1.02926,1.73001,96.4831829426,2390.0742286,-561.866619394,2390.0742286,-697.615,0.431032,0.2,0.999544,0.017308,1
500.0,100,0.01,-561.153976794,-555.234,95.8084445117,100,-561.153976794,4.97438e-06,0.00521365,51.6517,0.0480733,1.04375,1.46808,95.3065083919,2684.02494041,-561.153976794,2684.02494041,-702.788,0.512536,0.2,0.983066,0.0149337,1
500.0,100,0.01,-553.353069958,-548.97,96.9706834065,100,-553.353069958,3.717e-06,0.00525881,46.372,0.0370983,1.03124,1.49459,96.4508012329,2105.77980388,-553.353069958,2105.77980388,-692.585,0.525374,0.2,0.999035,0.0149604,1
500.0,100,0.01,-552.995487034,-545.102,94.2465568739,100,-552.995487034,7.60203e-06,0.00407589,52.8672,0.0761068,1.06105,1.84131,93.000757779,2362.12557701,-552.995487034,2362.12557701,-683.547,0.407821,0.2,1.00057,0.0184026,1
500.0,100,0.01,-541.651563315,-535.54,95.9108336286,100,-541.651563315,4.73965e-06,0.00568172,48.4186,0.0504577,1.04264,1.93605,95.5180319195,2319.79004823,-541.651563315,2319.79004823,-682.658,0.586233,0.2,1.03179,0.0187641,1
500.0,100,0.01,-548.189559894,-542.682,96.2394311225,100,-548.189559894,5.42353e-06,0.00572297,46.3973,0.0529443,1.03908,1.94109,94.9043034552,2263.6737172,-548.189559894,2263.6737172,-695.216,0.565445,0.2,0.988026,0.0196461,1
500.0,100,0.01,-545.129137034,-541.674,97.5091745321,100,-545.129137034,3.53096e-06,0.00594195,45.2157,0.0367063,1.02554,1.47808,96.6224261095,2015.1037215,-545.129137034,2015.1037215,-677.828,0.605832,0.2,1.01958,0.0144969,1
500.0,100,0.01,-536.60155739,-529.362,94.3617008352,100,-536.60155739,8.97331e-06,0.0046814,56.8235,0.0978432,1.05975,3.10399,91.8412124572,2604.44683862,-536.60155739,2604.44683862,-671.612,0.488837,0.2,1.04421,0.0297256,1
500.0,100,0.01,-529.039688195,-518.183,91.7899069496,100,-529.039688195,1.4275e-05,0.00487808,63.8033,0.141269,1.08944,2.98846,87.6176675558,2864.85224793,-529.039688195,2864.85224793,-656.86,0.485271,0.2,0.994799,0.0300409,1
500.0,100,0.01,-527.861847947,-522.399,96.0386251535,100,-527.861847947,5.71672e-06,0.00576207,46.8937,0.0598394,1.04125,1.99174,94.6435999113,2254.19321227,-527.861847947,2254.19321227,-657.347,0.589521,0.2,1.0231,0.0194676,1
500.0,100,0.01,-532.221257271,-526.082,96.3696613808,100,-532.221257271,4.37777e-06,0.00384742,43.7019,0.0410812,1.03767,1.43893,95.8460345579,2487.6688602,-532.221257271,2487.6688602,-681.842,0.372704,0.2,0.968713,0.014854,1
500.0,100,0.01,-521.98583028,-520.184,98.7949840565,100,-521.98583028,1.5807e-06,0.00604261,41.9224,0.01551,1.0122,1.32997,98.4591984137,1910.63335018,-521.98583028,1910.63335018,-656.598,0.598557,0.2,0.990561,0.0134264,1
500.0,100,0.01,-516.942115183,-512.234,97.0634644679,100,-516.942115183,4.37719e-06,0.00315726,45.4406,0.044311,1.03025,2.02931,95.8465725038,2156.14246379,-516.942115183,2156.14246379,-653.992,0.317664,0.2,1.00614,0.0201693,1
500.0,100,0.01,-518.430115215,-511.29,94.4002367712,100,-518.430115215,6.21137e-06,0.00438309,47.6215,0.0642387,1.05932,1.74868,94.2069616794,2064.25044132,-518.430115215,2064.25044132,-639.95,0.445744,0.2,1.01696,0.0171952,1
500.0,100,0.01,-510.208794989,-504.866,96.6025164813,100,-510.208794989,5.612e-06,0.00259086,42.9704,0.0520696,1.03517,1.3911,94.7365654287,2023.92066543,-510.208794989,2023.92066543,-637.753,0.249561,0.2,0.963237,0.014442,1
500.0,100,0.01,-508.098458992,-503.911,96.5657523323,100,-508.098458992,4.2332e-06,0.00457973,45.8583,0.0415361,1.03556,1.41828,95.977691685,2065.67966426,-508.098458992,2065.67966426,-630.066,0.453647,0.2,0.990555,0.014318,1
500.0,100,0.01,-504.240805684,-502.126,98.452755961,100,-504.240805684,1.65655e-06,0.0073988,46.6983,0.0169664,1.01572,1.62504,98.3864684051,2096.953723,-504.240805684,2096.953723,-642.432,0.748779,0.2,1.01203,0.0160572,1
500.0,100,0.01,-506.4031315,-501.166,95.7997022293,100,-506.4031315,4.71393e-06,0.00374342,47.0965,0.0469679,1.04384,1.36639,95.5412968681,2315.1558752,-506.4031315,2315.1558752,-625.654,0.373661,0.2,0.998181,0.0136888,1
500.0,100,0.01,-501.324845797,-497.721,97.2607117002,100,-501.324845797,4.34229e-06,0.0068321,44.7265,0.0456189,1.02816,2.43661,95.8783579948,1911.55613271,-501.324845797,1911.55613271,-629.202,0.700273,0.2,1.02497,0.0237724,1
500.0,100,0.01,-499.357742379,-494.48,96.1741446734,100,-499.357742379,4.70881e-06,0.00424867,37.2453,0.0453002,1.03978,1.5072,95.5459600855,1553.85329636,-499.357742379,1553.85329636,-618.51,0.416723,0.2,0.980832,0.0153665,1
500.0,100,0.01,-496.480396775,-490.597,95.2593727668,100,-496.480396775,6.64147e-06,0.00475614,44.5642,0.0702672,1.04977,1.74532,93.830576712,2156.02313609,-496.480396775,2156.02313609,-615.57,0.489214,0.2,1.02859,0.016968,1
500.0,100,0.01,-490.771242932,-488.855,98.3252397881,100,-490.771242932,1.68663e-06,0.00688131,39.2411,0.0170178,1.01703,1.37189,98.3576418563,1439.04193125,-490.771242932,1439.04193125,-612.096,0.691214,0.2,1.00448,0.0136577,1
500.0,100,0.01,-491.086722111,-489.028,98.2468287887,100,-491.086722111,1.76716e-06,0.00593458,47.6118,0.017936,1.01784,1.4396,98.2805862514,2150.71840698,-491.086722111,2150.71840698,-610.456,0.59788,0.2,1.00745,0.0142895,1
500.0,100,0.01,-488.838944747,-485.339,97.2118964924,100,-488.838944747,3.04025e-06,0.00462993,44.9662,0.030391,1.02868,1.52937,97.0781123539,1929.51936259,-488.838944747,1929.51936259,-610.521,0.462905,0.2,0.99981,0.0152966,1
500.0,100,0.01,-491.095209605,-487.573,97.2788030147,100,-491.095209605,2.89773e-06,0.00503229,42.52,0.0304023,1.02797,1.38324,97.2112620806,1919.70952075,-491.095209605,1919.70952075,-611.404,0.515454,0.2,1.02429,0.0135044,1
500.0,100,0.01,-482.029778623,-477.335,95.6656170213,100,-482.029778623,6.90001e-06,0.00467396,41.3541,0.0672714,1.04531,2.12892,93.605815492,1380.23782651,-482.029778623,1380.23782651,-594.219,0.461504,0.2,0.987394,0.021561,1
500.0,100,0.01,-478.091856936,-473.897,96.4851494031,100,-478.091856936,4.78905e-06,0.00534542,42.6656,0.0465389,1.03643,1.47292,95.4734498168,1864.50427492,-478.091856936,1864.50427492,-595.567,0.526945,0.2,0.985788,0.0149416,1
500.0,100,0.01,-480.542448489,-473.956,94.7493272416,100,-480.542448489,8.70793e-06,0.0027121,41.5876,0.088007,1.05542,2.04699,92.063361737,1738.21734945,-480.542448489,1738.21734945,-588.604,0.272651,0.2,1.00531,0.0203618,1
500.0,100,0.01,-469.917250892,-467.655,98.1227603624,100,-469.917250892,1.98648e-06,0.00670775,39.6487,0.0203801,1.01913,1.3915,98.0713066128,1553.17708743,-469.917250892,1553.17708743,-588.56,0.679419,0.2,1.01289,0.013738,1
500.0,100,0.01,-472.173830777,-468.378,97.0757752972,100,-472.173830777,3.2978e-06,0.00491175,42.794,0.0321497,1.03012,1.38522,96.8383914924,1957.67278828,-472.173830777,1957.67278828,-595.411,0.484968,0.2,0.987362,0.0140295,1
500.0,100,0.01,-475.34374226,-467.05,93.8027574312,100,-475.34374226,9.48674e-06,0.00424659,46.6069,0.0947705,1.06607,1.82035,91.4144371592,2371.51960113,-475.34374226,2371.51960113,-594.659,0.424442,0.2,0.999489,0.0182128,1
500.0,100,0.01,-467.71551288,-464.857,97.7943538929,100,-467.71551288,2.5089e-06,0.00347299,39.9508,0.0248902,1.02255,1.28611,97.5763916821,1776.3371744,-467.71551288,1776.3371744,-582.357,0.34592,0.2,0.99603,0.0129124,1
500.0,100,0.01,-475.344191436,-471.794,97.1383774157,100,-475.344191436,3.3765e-06,0.00423953,42.5845,0.0330388,1.02946,1.39411,96.7654078376,1819.35598874,-475.344191436,1819.35598874,-590.719,0.419369,0.2,0.989187,0.0140935,1
500.0,100,0.01,-466.813033102,-462.755,96.3964941247,100,-466.813033102,4.57594e-06,0.00453471,41.7282,0.0464832,1.03738,1.9104,95.6661465925,1614.31994286,-466.813033102,1614.31994286,-577.605,0.457044,0.2,1.00788,0.0189547,1
500.0,100,0.01,-465.479345569,-463.006,98.1002694989,100,-465.479345569,1.71322e-06,0.00494565,45.9367,0.0179494,1.01937,1.287,98.3321867224,2176.42555302,-465.479345569,2176.42555302,-589.645,0.506222,0.2,1.02357,0.0125736,1
500.0,100,0.01,-466.658256847,-463.607,98.2094005622,100,-466.658256847,1.97336e-06,0.00253193,42.4651,0.0196315,1.01823,1.25567,98.0838144223,2215.10297703,-466.658256847,2215.10297703,-599.557,0.252537,0.2,0.99741,0.0125893,1
500.0,100,0.01,-457.381825067,-451.569,95.2239263083,100,-457.381825067,8.71157e-06,0.0025592,48.8176,0.0832732,1.05016,1.97598,92.0603069437,2104.94423773,-457.381825067,2104.94423773,-569.66,0.250212,0.2,0.977697,0.0202105,1
500.0,100,0.01,-468.9935232,-468.102,99.2383875664,100,-468.9935232,9.28814e-07,0.00669565,41.1212,0.00948011,1.00767,1.16784,99.0888491687,1683.61891091,-468.9935232,1683.61891091,-583.606,0.676449,0.2,1.01028,0.0115595,1
500.0,100,0.01,-467.506265478,-464.539,97.4616382988,100,-467.506265478,4.04938e-06,0.00642437,40.0858,0.0396826,1.02604,1.63869,96.1456506092,1642.00622482,-467.506265478,1642.00622482,-581.734,0.63597,0.2,0.989933,0.0165535,1
500.0,100,0.01,-459.625641406,-457.061,97.7862599513,100,-459.625641406,2.78738e-06,0.00659839,41.8956,0.0284621,1.02264,1.40724,97.3146186328,1816.98098226,-459.625641406,1816.98098226,-573.044,0.666766,0.2,1.0105,0.0139262,1
500.0,100,0.01,-458.486536168,-453.116,95.9554747622,100,-458.486536168,7.07259e-06,0.0031265,37.825,0.0717253,1.04215,2.31465,93.4563194975,1670.12964626,-458.486536168,1670.12964626,-573.283,0.314851,0.2,1.00704,0.0229847,1
500.0,100,0.01,-463.65968591,-460.527,97.3198379327,100,-463.65968591,3.89056e-06,0.00570493,41.7352,0.0357457,1.02754,1.45007,96.2911994307,1583.94869622,-463.65968591,1583.94869622,-582.767,0.546835,0.2,0.958531,0.0151281,1
500.0,100,0.01,-456.261475729,-454.027,98.0769289228,100,-456.261475729,2.80187e-06,0.00527188,44.7552,0.0272317,1.01961,1.32739,97.3010307148,1887.77413836,-456.261475729,1887.77413836,-565.618,0.519731,0.2,0.985855,0.0134643,1
500.0,100,0.01,-454.305716364,-452.722,98.6293303874,100,-454.305716364,2.18371e-06,0.0062432,36.4013,0.021784,1.0139,1.57548,97.8838409114,1224.51492134,-454.305716364,1224.51492134,-568.063,0.62356,0.2,0.998783,0.015774,1
500.0,100,0.01,-455.340843261,-452.244,97.2001818258,100,-455.340843261,3.36427e-06,0.00660907,39.3074,0.0332416,1.0288,1.89058,96.776746145,1447.24405356,-455.340843261,1447.24405356,-561.487,0.656956,0.2,0.994022,0.0190195,1
500.0,100,0.01,-456.744338946,-454.875,98.4020791974,100,-456.744338946,1.75851e-06,0.00733829,39.5826,0.0169224,1.01624,1.38634,98.2888717337,1590.69372876,-456.744338946,1590.69372876,-572.15,0.719868,0.2,0.980975,0.0141323,1
500.0,100,0.01,-447.344718757,-445.123,98.0202123407,100,-447.344718757,2.47321e-06,0.00649863,40.3986,0.024051,1.0202,1.42464,97.6100500547,1468.4488336,-447.344718757,1468.4488336,-562.805,0.640852,0.2,0.986133,0.0144467,1
500.0,100,0.01,-453.688674514,-448.455,95.5389135115,100,-453.688674514,5.9133e-06,0.00434695,39.1359,0.0591776,1.04669,1.54657,94.4696090748,1590.64988946,-453.688674514,1590.64988946,-566.3,0.434859,0.2,1.00038,0.0154599,1
500.0,100,0.01,-445.619763333,-441.901,96.888474526,100,-445.619763333,4.03897e-06,0.00476068,38.6646,0.0390485,1.03211,1.39109,96.1551570294,1496.774766,-445.619763333,1496.774766,-555.426,0.468097,0.2,0.983257,0.0141478,1
500.0,100,0.01,-446.660356385,-443.544,97.2134511507,100,-446.660356385,4.17596e-06,0.00579219,38.9409,0.040651,1.02866,1.6008,96.0299100292,1426.02925739,-446.660356385,1426.02925739,-551.674,0.571479,0.2,0.986638,0.0162248,1
500.0,100,0.01,-445.685503294,-442.478,97.2572949568,100,-445.685503294,3.99808e-06,0.00556886,34.3301,0.0385888,1.0282,1.49795,96.1926223683,1215.16356809,-445.685503294,1215.16356809,-557.888,0.547106,0.2,0.982438,0.0152472,1
500.0,100,0.01,-449.938867327,-448.156,98.3137852939,100,-449.938867327,1.83018e-06,0.00711562,37.5537,0.0184331,1.01715,1.49834,98.2203629858,1419.87789116,-449.938867327,1419.87789116,-554.97,0.714109,0.2,1.00358,0.0149299,1
500.0,100,0.01,-446.103617401,-443.868,98.0484650181,100,-446.103617401,2.61256e-06,0.00577408,38.0216,0.0248362,1.0199,1.37414,97.478763279,1478.0056044,-446.103617401,1478.0056044,-554.361,0.562979,0.2,0.975011,0.0140936,1
500.0,100,0.01,-440.275159654,-438.179,97.8956870319,100,-440.275159654,2.69514e-06,0.00689653,32.8262,0.026602,1.0215,1.80541,97.4011591657,1074.8043605,-440.275159654,1074.8043605,-542.383,0.68517,0.2,0.993498,0.0181722,1
500.0,100,0.01,-437.409753465,-434.475,97.2110628555,100,-437.409753465,2.56244e-06,0.00659972,40.7395,0.0273954,1.02869,1.33573,97.5259543236,1643.92865918,-437.409753465,1643.92865918,-547.638,0.682397,0.2,1.03398,0.0129184,1
500.0,100,0.01,-441.239864391,-437.883,96.7937714007,100,-441.239864391,2.81972e-06,0.00304716,33.8218,0.0284977,1.03312,1.30636,97.2842788328,1267.95646602,-441.239864391,1267.95646602,-543.149,0.306335,0.2,1.00531,0.0129945,1
500.0,100,0.01,-435.096523029,-432.871,97.8930366196,100,-435.096523029,2.97858e-06,0.0061732,34.9274,0.0299974,1.02152,1.63568,97.1356649654,1168.26100351,-435.096523029,1168.26100351,-540.027,0.619509,0.2,1.00355,0.016299,1
500.0,100,0.01,-434.770794786,-432.621,98.1426550086,100,-434.770794786,2.35675e-06,0.006814,37.7361,0.0244118,1.01892,1.6083,97.7200323132,1529.80597262,-434.770794786,1529.80597262,-546.524,0.6935,0.2,1.01776,0.0158024,1
500.0,100,0.01,-450.278098358,-448.078,98.1948579497,100,-450.278098358,2.0924e-06,0.00439548,39.7119,0.0206739,1.01838,1.20164,97.970576354,1793.31696061,-450.278098358,1793.31696061,-565.284,0.436913,0.2,0.994004,0.0120889,1
500.0,100,0.01,-441.58008464,-439.096,97.8962239864,100,-441.58008464,2.1395e-06,0.00658496,39.4777,0.0211838,1.02149,1.49703,97.9258573571,1644.62373681,-441.58008464,1644.62373681,-555.471,0.655239,0.2,0.995053,0.0150447,1
500.0,100,0.01,-443.060206069,-440.915,98.1432061581,100,-443.060206069,2.43787e-06,0.00487831,35.1727,0.0231404,1.01892,1.29914,97.6433635905,1253.73349304,-443.060206069,1253.73349304,-551.953,0.47528,0.2,0.974271,0.0133344,1
500.0,100,0.01,-438.339111843,-436.877,98.713603615,100,-438.339111843,1.43543e-06,0.00721609,33.6802,0.014361,1.01303,1.44409,98.5988596122,1140.80748853,-438.339111843,1140.80748853,-550.148,0.721778,0.2,1.00023,0.0144375,1
