MinVanillaIw,IterType,VarRet,VarJ,VarNormIw,AvgVanillaIw,AvgRet,J,VarDiscRet,ESSRenyi,AvgEpLen,renyi2,AvgNormIw,SamplesThisIter,VanillaAvgRet,Bound,MinNormIw,EpsThisIter,MaxVanillaIw,MaxNormIw,delta,AvgDiscRet,ESSClassic,VarVanillaIw,BatchSize
0.0167139,1,32.3882040998,61.2208,5.55192e-10,0.97196,86.9315282839,16048.6,32.3882040998,nan,500.0,nan,5.52486e-05,50000,86.9315282839,78.8538,9.50059e-07,100,2.37928,0.000135244,0.5,86.9315282839,0.754179200615,0.171829,100
0.0115678,1,31.2728129837,53.4385,4.50951e-10,0.9507,87.5417829089,16119.2,31.2728129837,nan,500.0,nan,5.52486e-05,50000,87.5417829089,79.3542,6.72249e-07,100,2.07243,0.000120436,0.5,87.5417829089,0.730551263879,0.133528,100
0.0178477,1,27.7510595011,64.4051,4.70914e-10,0.994208,87.9285606011,16192.3,27.7510595011,nan,500.0,nan,5.52486e-05,50000,87.9285606011,79.2973,9.91807e-07,100,2.77446,0.000154178,0.5,87.9285606011,0.712182380968,0.152494,100
0.0309114,1,25.0493888563,56.3145,5.39533e-10,0.979826,87.3413806982,16100.4,25.0493888563,nan,500.0,nan,5.52486e-05,50000,87.3413806982,79.1086,1.74297e-06,100,2.26558,0.000127748,0.5,87.3413806982,0.708782813598,0.169697,100
0.062084,1,17.7137435624,49.7817,3.65582e-10,1.0089,88.215216687,16167.9,17.7137435624,nan,500.0,nan,5.52486e-05,50000,88.215216687,79.5094,3.3998e-06,100,2.32679,0.000127418,0.5,88.215216687,0.762860941283,0.12191,100
0.0496528,1,19.5487893824,52.4908,3.85201e-10,1.00139,88.7611001133,16275.9,19.5487893824,nan,500.0,nan,5.52486e-05,50000,88.7611001133,80.1007,2.73943e-06,100,2.30283,0.000127051,0.5,88.7611001133,0.783496386518,0.126548,100
0.0483032,1,26.3638930645,60.2366,5.12704e-10,0.993178,87.7039905022,16159.5,26.3638930645,nan,500.0,nan,5.52486e-05,50000,87.7039905022,79.3517,2.68701e-06,100,2.48664,0.000138327,0.5,87.7039905022,0.752987282222,0.165683,100
0.0393701,1,18.1870041182,52.0338,3.92132e-10,0.996656,87.6077505185,16067.9,18.1870041182,nan,500.0,nan,5.52486e-05,50000,87.6077505185,79.0097,2.18244e-06,100,2.24054,0.000124202,0.5,87.6077505185,0.717997136576,0.127609,100
0.0444281,1,18.4657016775,54.612,3.81538e-10,0.999538,88.6746326567,16261.4,18.4657016775,nan,500.0,nan,5.52486e-05,50000,88.6746326567,79.8089,2.45572e-06,100,2.40008,0.000132663,0.5,88.6746326567,0.720996872186,0.12488,100
0.0236363,1,22.7533358714,55.9849,4.14868e-10,0.992899,87.8166028938,16134.6,22.7533358714,nan,500.0,nan,5.52486e-05,50000,87.8166028938,79.1302,1.31521e-06,100,2.54795,0.000141777,0.5,87.8166028938,0.75959380231,0.133991,100
0.0316492,1,16.1287232969,47.1324,3.46063e-10,1.00078,88.1925501532,16152.7,16.1287232969,nan,500.0,nan,5.52486e-05,50000,88.1925501532,79.5395,1.74722e-06,100,2.0218,0.000111615,0.5,88.1925501532,0.666180792598,0.11355,100
0.0910225,1,18.7237819464,60.7847,4.31198e-10,0.998942,86.7702990472,15936.1,18.7237819464,nan,500.0,nan,5.52486e-05,50000,86.7702990472,78.0918,5.03419e-06,100,2.47316,0.000136783,0.5,86.7702990472,0.679048788861,0.140966,100
0.0105534,1,33.2636820544,56.8437,5.34096e-10,0.992261,86.9893605446,16046.7,33.2636820544,nan,500.0,nan,5.52486e-05,50000,86.9893605446,78.8585,5.87608e-07,100,2.62816,0.000146335,0.5,86.9893605446,0.833043659816,0.172278,100
0.0134853,1,28.8029339208,55.841,4.91592e-10,0.999927,88.3866733317,16281.3,28.8029339208,nan,500.0,nan,5.52486e-05,50000,88.3866733317,80.1775,7.451e-07,100,2.19576,0.000121322,0.5,88.3866733317,0.705949768077,0.161027,100
0.0233784,1,18.0920451045,47.6336,3.28177e-10,0.975823,88.4883021555,16206.7,18.0920451045,nan,500.0,nan,5.52486e-05,50000,88.4883021555,79.8099,1.32362e-06,100,2.15897,0.000122235,0.5,88.4883021555,0.794941527528,0.102378,100
0.0221349,1,21.4729289774,53.4074,4.4839e-10,0.993356,87.622005059,16103.6,21.4729289774,nan,500.0,nan,5.52486e-05,50000,87.622005059,79.2655,1.2311e-06,100,2.15589,0.000119907,0.5,87.622005059,0.709527098633,0.144952,100
0.0263529,1,22.3446101045,57.5952,4.9754e-10,0.986742,87.6301809234,16126.6,22.3446101045,nan,500.0,nan,5.52486e-05,50000,87.6301809234,79.2275,1.47552e-06,100,2.3916,0.000133908,0.5,87.6301809234,0.724464692834,0.158706,100
0.0371531,1,21.5872583014,54.7446,4.42345e-10,0.993307,87.5090446981,16081.5,21.5872583014,nan,500.0,nan,5.52486e-05,50000,87.5090446981,78.8615,2.06649e-06,100,2.46517,0.000137115,0.5,87.5090446981,0.682871161926,0.142983,100
0.0221411,1,19.0075573396,47.4909,3.44439e-10,1.0029,88.4235523966,16200.5,19.0075573396,nan,500.0,nan,5.52486e-05,50000,88.4235523966,79.763,1.21973e-06,100,2.20163,0.000121285,0.5,88.4235523966,0.721252572339,0.113497,100
0.0429175,1,19.0645056119,58.7146,4.0386e-10,0.993244,87.9484507521,16139.1,19.0645056119,nan,500.0,nan,5.52486e-05,50000,87.9484507521,79.0799,2.38726e-06,100,2.50492,0.000139335,0.5,87.9484507521,0.726872366242,0.130527,100
0.0618161,1,19.5612127843,52.4954,3.74817e-10,0.981544,87.588044229,16064.3,19.5612127843,nan,500.0,nan,5.52486e-05,50000,87.588044229,78.9895,3.47947e-06,100,2.13611,0.000120236,0.5,87.588044229,0.676341360441,0.118303,100
0.0140453,1,28.243222183,53.0953,5.41694e-10,0.971845,88.061973277,16248.6,28.243222183,nan,500.0,nan,5.52486e-05,50000,88.061973277,79.9582,7.98466e-07,100,2.09218,0.000118939,0.5,88.061973277,0.665471919868,0.167612,100
0.046658,1,20.459003615,53.0152,4.29773e-10,0.990949,89.0362995411,16350.5,20.459003615,nan,500.0,nan,5.52486e-05,50000,89.0362995411,80.5015,2.60134e-06,100,2.16901,0.000120929,0.5,89.0362995411,0.761346434976,0.138261,100
0.0366455,1,23.768228699,57.4178,4.33029e-10,0.979595,88.2850916328,16225.5,23.768228699,nan,500.0,nan,5.52486e-05,50000,88.2850916328,79.6956,2.06679e-06,100,2.3659,0.000133436,0.5,88.2850916328,0.736959968757,0.136134,100
0.0282598,1,18.9884414759,45.8654,3.37976e-10,1.00527,89.0702904644,16315.0,18.9884414759,nan,500.0,nan,5.52486e-05,50000,89.0702904644,80.4953,1.55313e-06,100,2.1023,0.000115541,0.5,89.0702904644,0.79018883273,0.111894,100
0.0166313,1,16.5630881044,48.679,3.27104e-10,1.00656,89.0148057855,16296.2,16.5630881044,nan,500.0,nan,5.52486e-05,50000,89.0148057855,80.1216,9.12871e-07,100,2.46006,0.000135029,0.5,89.0148057855,0.854076763637,0.108573,100
0.0556908,1,14.7870186769,47.0314,3.16072e-10,0.98257,88.1955721739,16137.1,14.7870186769,nan,500.0,nan,5.52486e-05,50000,88.1955721739,79.3826,3.13142e-06,100,2.05176,0.000115368,0.5,88.1955721739,0.667800754417,0.0999701,100
0.0883416,1,14.4585523344,49.8837,3.30968e-10,0.978316,88.1478516134,16133.8,14.4585523344,nan,500.0,nan,5.52486e-05,50000,88.1478516134,79.2925,4.98893e-06,100,2.10863,0.000119081,0.5,88.1478516134,0.635089636749,0.103777,100
0.097142,1,14.1228064146,47.3816,3.05437e-10,0.99382,88.834868731,16245.5,14.1228064146,nan,500.0,nan,5.52486e-05,50000,88.834868731,79.9715,5.40034e-06,100,2.09112,0.00011625,0.5,88.834868731,0.709743388687,0.0988312,100
0.0631744,1,16.0355341269,49.8021,3.15888e-10,0.995807,88.4212928108,16180.8,16.0355341269,nan,500.0,nan,5.52486e-05,50000,88.4212928108,79.5751,3.505e-06,100,2.20061,0.000122093,0.5,88.4212928108,0.706145353407,0.102622,100
0.0387825,1,26.5677827445,67.0696,5.58455e-10,0.989981,87.2697168267,16098.9,26.5677827445,nan,500.0,nan,5.52486e-05,50000,87.2697168267,78.8966,2.16436e-06,100,2.6233,0.0001464,0.5,87.2697168267,0.69280279341,0.179308,100
0.0192082,1,30.4247892747,59.312,5.83927e-10,1.00144,87.3266074864,16118.3,30.4247892747,nan,500.0,nan,5.52486e-05,50000,87.3266074864,79.212,1.0597e-06,100,2.5718,0.000141884,0.5,87.3266074864,0.77177844348,0.191853,100
0.0229602,1,24.1082549606,52.0445,4.08719e-10,0.979335,88.2117388333,16209.1,24.1082549606,nan,500.0,nan,5.52486e-05,50000,88.2117388333,79.7373,1.29528e-06,100,2.22898,0.000125747,0.5,88.2117388333,0.762853025974,0.128423,100
0.0218318,1,22.7464719768,52.4715,4.5019e-10,0.997015,88.1583274086,16200.5,22.7464719768,nan,500.0,nan,5.52486e-05,50000,88.1583274086,79.8091,1.20979e-06,100,2.14965,0.000119121,0.5,88.1583274086,0.75610284021,0.146608,100
0.026917,1,20.416443866,49.4655,4.02301e-10,1.00927,88.4355310414,16228.1,20.416443866,nan,500.0,nan,5.52486e-05,50000,88.4355310414,79.9743,1.47347e-06,100,2.01114,0.000110092,0.5,88.4355310414,0.675274582994,0.134252,100
0.0774833,1,11.8767728482,46.2972,2.32859e-10,1.01066,88.7710602384,16199.1,11.8767728482,nan,500.0,nan,5.52486e-05,50000,88.7710602384,79.6061,4.2357e-06,100,2.27017,0.000124101,0.5,88.7710602384,0.699655525254,0.0779215,100
0.0172522,1,19.4297026563,51.9728,4.15878e-10,1.00459,89.2220861268,16373.2,19.4297026563,nan,500.0,nan,5.52486e-05,50000,89.2220861268,80.6024,9.48802e-07,100,2.16935,0.000119306,0.5,89.2220861268,0.715201277983,0.137501,100
0.0359482,1,16.5639933937,48.8608,3.28278e-10,0.998148,88.0402153718,16117.4,16.5639933937,nan,500.0,nan,5.52486e-05,50000,88.0402153718,79.1673,1.98977e-06,100,2.40786,0.000133278,0.5,88.0402153718,0.741891952426,0.107149,100
0.181672,1,12.8108411857,45.6182,3.02398e-10,1.00453,88.6351741523,16203.2,12.8108411857,nan,500.0,nan,5.52486e-05,50000,88.6351741523,79.8496,9.99184e-06,100,1.92281,0.000105753,0.5,88.6351741523,0.660716993377,0.0999689,100
0.0250691,1,21.3190651429,53.796,3.87727e-10,1.00254,88.6835407911,16273.9,21.3190651429,nan,500.0,nan,5.52486e-05,50000,88.6835407911,79.9612,1.38153e-06,100,2.39717,0.000132105,0.5,88.6835407911,0.732321889286,0.127668,100
0.0561127,1,17.4457541821,55.5338,3.90425e-10,1.02843,89.252097614,16360.3,17.4457541821,nan,500.0,nan,5.52486e-05,50000,89.252097614,80.4055,3.01446e-06,100,2.33072,0.00012521,0.5,89.252097614,0.703348089417,0.135282,100
0.0130731,1,19.6511201327,57.2238,3.76965e-10,1.0012,89.1356384354,16348.5,19.6511201327,nan,500.0,nan,5.52486e-05,50000,89.1356384354,80.2172,7.21409e-07,100,2.48902,0.00013735,0.5,89.1356384354,0.723339771221,0.123793,100
0.0265082,1,21.5938658775,48.0369,4.50659e-10,0.994826,87.8475395767,16145.0,21.5938658775,nan,500.0,nan,5.52486e-05,50000,87.8475395767,79.6029,1.47216e-06,100,2.00178,0.000111171,0.5,87.8475395767,0.686796148798,0.146117,100
0.0209524,1,25.9649497346,55.5592,4.22328e-10,1.00109,88.8134049513,16326.9,25.9649497346,nan,500.0,nan,5.52486e-05,50000,88.8134049513,80.1917,1.15633e-06,100,2.4392,0.000134616,0.5,88.8134049513,0.706843130198,0.138661,100
0.0124425,1,31.0394933554,59.1861,5.1423e-10,0.955969,88.1410463421,16258.5,31.0394933554,nan,500.0,nan,5.52486e-05,50000,88.1410463421,79.7611,7.19095e-07,100,2.42037,0.000139881,0.5,88.1410463421,0.671614029445,0.153958,100
0.0282809,1,21.5805327371,54.3341,4.35778e-10,0.985245,88.886405521,16329.2,21.5805327371,nan,500.0,nan,5.52486e-05,50000,88.886405521,80.3674,1.58588e-06,100,2.09619,0.000117546,0.5,88.886405521,0.685893310349,0.138583,100
0.0429988,1,18.1711211464,50.2921,3.90656e-10,1.00255,88.4457447479,16221.7,18.1711211464,nan,500.0,nan,5.52486e-05,50000,88.4457447479,79.8909,2.36957e-06,100,2.11881,0.000116763,0.5,88.4457447479,0.757591809931,0.128637,100
0.0903738,1,20.9984470961,55.6929,4.86945e-10,0.98088,88.8536494164,16341.3,20.9984470961,nan,500.0,nan,5.52486e-05,50000,88.8536494164,80.2806,5.09036e-06,100,2.23249,0.000125746,0.5,88.8536494164,0.684794011594,0.153486,100
0.0227473,1,20.3565721699,46.3258,3.51057e-10,0.999737,89.2048324254,16351.0,20.3565721699,nan,500.0,nan,5.52486e-05,50000,89.2048324254,80.6325,1.25709e-06,100,2.19895,0.000121521,0.5,89.2048324254,0.836987013186,0.114949,100
0.0225029,1,17.0824726478,47.0529,3.26119e-10,0.982512,88.3027829554,16168.1,17.0824726478,nan,500.0,nan,5.52486e-05,50000,88.3027829554,79.4908,1.26538e-06,100,2.16982,0.000122013,0.5,88.3027829554,0.67841126541,0.103136,100
0.0169292,1,21.0292609572,46.2406,3.56584e-10,1.01173,88.6081299972,16236.1,21.0292609572,nan,500.0,nan,5.52486e-05,50000,88.6081299972,80.1118,9.24471e-07,100,1.95547,0.000106784,0.5,88.6081299972,0.699134864377,0.119578,100
0.03415,1,21.0716618764,53.1858,3.72611e-10,0.973323,87.9395741155,16135.1,21.0716618764,nan,500.0,nan,5.52486e-05,50000,87.9395741155,79.2122,1.93845e-06,100,2.46872,0.000140132,0.5,87.9395741155,0.776481101098,0.115645,100
0.0883746,1,15.6342883363,47.4478,3.45755e-10,0.966089,88.665925282,16237.9,15.6342883363,nan,500.0,nan,5.52486e-05,50000,88.665925282,79.9595,5.05396e-06,100,2.0309,0.000116143,0.5,88.665925282,0.693846267548,0.105721,100
0.0175893,1,31.8575695084,60.0671,6.04194e-10,0.966667,87.0413800632,16097.7,31.8575695084,nan,500.0,nan,5.52486e-05,50000,87.0413800632,78.9582,1.00529e-06,100,2.46675,0.000140984,0.5,87.0413800632,0.71901113999,0.184964,100
0.0257358,1,28.4080593843,63.2159,5.03835e-10,0.974027,88.8138567933,16371.5,28.4080593843,nan,500.0,nan,5.52486e-05,50000,88.8138567933,80.2597,1.45978e-06,100,2.47901,0.000140614,0.5,88.8138567933,0.678402952825,0.156598,100
0.150504,1,13.0320898162,53.1687,3.0075e-10,1.00097,89.3736286531,16339.2,13.0320898162,nan,500.0,nan,5.52486e-05,50000,89.3736286531,80.2976,8.30703e-06,100,2.2477,0.000124061,0.5,89.3736286531,0.633607418094,0.0987207,100
0.0169033,1,21.1852259991,47.077,3.72326e-10,0.990604,89.5058546657,16417.7,21.1852259991,nan,500.0,nan,5.52486e-05,50000,89.5058546657,80.9682,9.42742e-07,100,2.13074,0.000118837,0.5,89.5058546657,0.765986008951,0.119696,100
0.130305,1,15.3437448158,48.3056,3.3678e-10,1.00066,88.4382541302,16190.0,15.3437448158,nan,500.0,nan,5.52486e-05,50000,88.4382541302,79.6447,7.19441e-06,100,2.16413,0.000119486,0.5,88.4382541302,0.70284483666,0.110478,100
0.0729918,1,11.412926405,40.1043,2.36442e-10,0.98676,89.8425508528,16395.2,11.412926405,nan,500.0,nan,5.52486e-05,50000,89.8425508528,80.8058,4.0868e-06,100,1.9135,0.000107137,0.5,89.8425508528,0.6446289063,0.0754233,100
0.07862,1,13.9396558645,45.1633,2.90102e-10,0.99542,89.0457215728,16278.2,13.9396558645,nan,500.0,nan,5.52486e-05,50000,89.0457215728,80.2884,4.36363e-06,100,1.88468,0.000104605,0.5,89.0457215728,0.692570620687,0.0941716,100
0.0497696,1,17.3928912119,49.0917,3.65777e-10,0.986849,89.2705888428,16360.3,17.3928912119,nan,500.0,nan,5.52486e-05,50000,89.2705888428,80.4963,2.78634e-06,100,2.12302,0.000118857,0.5,89.2705888428,0.703323756432,0.116701,100
0.0550811,1,19.008930037,51.1634,3.91423e-10,0.986304,88.317909884,16204.0,19.008930037,nan,500.0,nan,5.52486e-05,50000,88.317909884,79.7341,3.08541e-06,100,2.11639,0.000118551,0.5,88.317909884,0.665322210164,0.124746,100
0.0572561,1,15.4765276329,50.527,3.21986e-10,0.985234,88.9221930875,16274.9,15.4765276329,nan,500.0,nan,5.52486e-05,50000,88.9221930875,79.994,3.21073e-06,100,2.14934,0.000120528,0.5,88.9221930875,0.653977001959,0.102394,100
0.0206797,1,14.7070414286,38.4304,2.17909e-10,0.998023,90.5032801756,16517.9,14.7070414286,nan,500.0,nan,5.52486e-05,50000,90.5032801756,81.5509,1.14479e-06,100,1.85293,0.000102575,0.5,90.5032801756,0.677710311118,0.0711071,100
0.0386348,1,13.3282143829,46.8366,2.85235e-10,0.995259,88.6012412968,16192.1,13.3282143829,nan,500.0,nan,5.52486e-05,50000,88.6012412968,79.7283,2.14469e-06,100,2.00623,0.00011137,0.5,88.6012412968,0.66256971916,0.092562,100
0.0857426,1,15.6282961039,48.4726,3.17089e-10,0.982682,89.0362488891,16295.1,15.6282961039,nan,500.0,nan,5.52486e-05,50000,89.0362488891,80.1313,4.82064e-06,100,2.06911,0.00011633,0.5,89.0362488891,0.64939046247,0.100315,100
0.0172501,1,15.632487963,46.0124,2.95157e-10,1.0027,89.362075246,16343.7,15.632487963,nan,500.0,nan,5.52486e-05,50000,89.362075246,80.4904,9.50482e-07,100,2.05757,0.000113372,0.5,89.362075246,0.728182808518,0.0972187,100
0.0207854,1,23.7674381104,51.8829,4.55607e-10,0.991574,89.0953157776,16387.2,23.7674381104,nan,500.0,nan,5.52486e-05,50000,89.0953157776,80.6852,1.15812e-06,100,2.08388,0.00011611,0.5,89.0953157776,0.673478633284,0.146756,100
0.0521052,1,16.2157483001,46.1318,3.02363e-10,1.00874,89.7421557194,16418.1,16.2157483001,nan,500.0,nan,5.52486e-05,50000,89.7421557194,80.8538,2.85379e-06,100,2.02061,0.000110668,0.5,89.7421557194,0.645254598548,0.100797,100
0.0869474,1,11.0120954271,41.9962,2.28234e-10,0.980062,89.4560339077,16319.7,11.0120954271,nan,500.0,nan,5.52486e-05,50000,89.4560339077,80.3851,4.90145e-06,100,2.00851,0.000113225,0.5,89.4560339077,0.654681381694,0.07182,100
0.0659808,1,11.5871540922,38.9412,2.27342e-10,1.00398,90.3445417711,16482.5,11.5871540922,nan,500.0,nan,5.52486e-05,50000,90.3445417711,81.3374,3.6309e-06,100,1.84153,0.000101339,0.5,90.3445417711,0.67154675765,0.0750734,100
0.0634923,1,14.7846131245,45.1465,3.03419e-10,1.01053,90.3253883056,16516.0,14.7846131245,nan,500.0,nan,5.52486e-05,50000,90.3253883056,81.4135,3.4713e-06,100,1.95511,0.000106891,0.5,90.3253883056,0.683528603217,0.101508,100
0.126111,1,13.1927668339,48.7543,2.80404e-10,1.01065,90.5430200579,16544.0,13.1927668339,nan,500.0,nan,5.52486e-05,50000,90.5430200579,81.3834,6.89406e-06,100,2.07838,0.000113618,0.5,90.5430200579,0.638125860712,0.0938294,100
0.033061,1,17.4823074082,44.9043,3.60102e-10,0.98418,88.9515718781,16299.4,17.4823074082,nan,500.0,nan,5.52486e-05,50000,88.9515718781,80.4255,1.85594e-06,100,1.97257,0.000110733,0.5,88.9515718781,0.706449901198,0.11427,100
0.0246097,1,23.2185779734,50.0012,4.01205e-10,0.983741,89.0462759247,16353.3,23.2185779734,nan,500.0,nan,5.52486e-05,50000,89.0462759247,80.5315,1.38213e-06,100,2.118,0.000118951,0.5,89.0462759247,0.732354331795,0.127199,100
0.0380504,1,22.0827179358,52.5732,4.12832e-10,0.998739,88.7425288301,16292.8,22.0827179358,nan,500.0,nan,5.52486e-05,50000,88.7425288301,80.16,2.10488e-06,100,2.16669,0.000119858,0.5,88.7425288301,0.695895357637,0.134907,100
0.0553385,1,11.8174641763,42.1242,2.34273e-10,0.988106,89.3389748995,16304.6,11.8174641763,nan,500.0,nan,5.52486e-05,50000,89.3389748995,80.2458,3.09418e-06,100,2.06027,0.000115198,0.5,89.3389748995,0.682985594427,0.0749353,100
0.146959,1,15.2365683672,52.4167,3.53134e-10,0.998688,89.4104960268,16372.8,15.2365683672,nan,500.0,nan,5.52486e-05,50000,89.4104960268,80.4866,8.12994e-06,100,2.0931,0.000115793,0.5,89.4104960268,0.6382700893,0.115387,100
0.0762401,1,19.5844718765,53.4882,4.33183e-10,0.99059,89.1349983586,16367.7,19.5844718765,nan,500.0,nan,5.52486e-05,50000,89.1349983586,80.5202,4.25217e-06,100,2.09264,0.000116714,0.5,89.1349983586,0.695854898945,0.139257,100
0.0537186,1,13.6575034786,44.7333,2.83516e-10,0.998928,90.1390762972,16472.6,13.6575034786,nan,500.0,nan,5.52486e-05,50000,90.1390762972,81.1885,2.97106e-06,100,1.92809,0.000106639,0.5,90.1390762972,0.676744998274,0.0926837,100
0.0610782,1,15.5446805659,44.9585,2.93838e-10,1.00398,89.7807921735,16418.1,15.5446805659,nan,500.0,nan,5.52486e-05,50000,89.7807921735,80.8902,3.3611e-06,100,2.14554,0.000118068,0.5,89.7807921735,0.692569214274,0.0970323,100
0.178387,1,11.6383726135,44.4847,2.53961e-10,1.00001,89.8980886638,16410.5,11.6383726135,nan,500.0,nan,5.52486e-05,50000,89.8980886638,80.8036,9.85548e-06,100,1.98816,0.000109842,0.5,89.8980886638,0.648622024914,0.0832025,100
0.0218645,1,18.767030096,49.944,3.62176e-10,1.00236,89.1974881538,16350.9,18.767030096,nan,500.0,nan,5.52486e-05,50000,89.1974881538,80.371,1.20513e-06,100,2.21912,0.000122314,0.5,89.1974881538,0.706110516316,0.119214,100
0.0817737,1,21.1999853181,57.5803,4.77024e-10,1.00523,89.4815383775,16448.8,21.1999853181,nan,500.0,nan,5.52486e-05,50000,89.4815383775,80.8552,4.4944e-06,100,2.20167,0.000121007,0.5,89.4815383775,0.675330348923,0.157915,100
0.0603173,1,14.9784713028,47.516,3.15496e-10,1.01413,89.7533066889,16420.2,14.9784713028,nan,500.0,nan,5.52486e-05,50000,89.7533066889,80.7491,3.28602e-06,100,2.19104,0.000119366,0.5,89.7533066889,0.677922189803,0.106301,100
0.0516244,1,15.7675905897,52.7254,3.51128e-10,0.999093,89.617944127,16410.3,15.7675905897,nan,500.0,nan,5.52486e-05,50000,89.617944127,80.688,2.85477e-06,100,2.22781,0.000123195,0.5,89.617944127,0.726531140131,0.114824,100
0.0897266,1,16.5408546673,54.265,3.52165e-10,0.994239,89.8502416196,16457.4,16.5408546673,nan,500.0,nan,5.52486e-05,50000,89.8502416196,80.8447,4.986e-06,100,2.20616,0.000122593,0.5,89.8502416196,0.678404059224,0.114047,100
0.0404411,1,11.2957107226,38.7303,2.3989e-10,0.99692,89.0891980223,16258.2,11.2957107226,nan,500.0,nan,5.52486e-05,50000,89.0891980223,80.2512,2.24122e-06,100,1.78736,9.90545e-05,0.5,89.0891980223,0.686168658575,0.0781069,100
0.0972659,1,12.591982614,44.4737,2.82234e-10,0.98011,89.3981951114,16333.1,12.591982614,nan,500.0,nan,5.52486e-05,50000,89.3981951114,80.3778,5.48286e-06,100,2.09486,0.000118087,0.5,89.3981951114,0.713615293755,0.088821,100
0.0378428,1,19.4364543186,52.5071,3.69671e-10,0.976235,89.3946071229,16392.8,19.4364543186,nan,500.0,nan,5.52486e-05,50000,89.3946071229,80.4152,2.14166e-06,100,2.44302,0.000138259,0.5,89.3946071229,0.718157079192,0.11542,100
0.0443532,1,17.6792754824,49.8045,3.12647e-10,0.99691,88.8941054677,16269.0,17.6792754824,nan,500.0,nan,5.52486e-05,50000,88.8941054677,79.8954,2.45805e-06,100,2.39259,0.000132597,0.5,88.8941054677,0.711775980176,0.101794,100
0.0491845,1,16.6614674485,46.3776,3.42936e-10,1.00433,89.6254046776,16410.1,16.6614674485,nan,500.0,nan,5.52486e-05,50000,89.6254046776,80.9399,2.70567e-06,100,2.00881,0.000110506,0.5,89.6254046776,0.730780801137,0.113324,100
0.0236161,1,26.6598879927,57.9833,4.98954e-10,0.988804,88.5861122051,16315.3,26.6598879927,nan,500.0,nan,5.52486e-05,50000,88.5861122051,80.2366,1.31953e-06,100,2.2845,0.000127645,0.5,88.5861122051,0.754244989216,0.159823,100
0.047814,1,24.6247441897,54.5748,4.38175e-10,0.995739,89.123088489,16382.2,24.6247441897,nan,500.0,nan,5.52486e-05,50000,89.123088489,80.5757,2.65296e-06,100,2.50223,0.000138836,0.5,89.123088489,0.855735964748,0.14233,100
0.0948932,1,11.5449301819,43.7583,2.3774e-10,0.985197,89.8387559412,16394.7,11.5449301819,nan,500.0,nan,5.52486e-05,50000,89.8387559412,80.609,5.32149e-06,100,2.05594,0.000115295,0.5,89.8387559412,0.636271586052,0.0755972,100
0.0183008,1,22.8947284388,51.809,4.07736e-10,0.987505,89.5057218445,16439.9,22.8947284388,nan,500.0,nan,5.52486e-05,50000,89.5057218445,80.9415,1.02389e-06,100,2.22175,0.000124302,0.5,89.5057218445,0.720614061257,0.130261,100
0.0563387,1,16.6149580028,48.2744,3.54466e-10,0.987419,89.9372502223,16474.4,16.6149580028,nan,500.0,nan,5.52486e-05,50000,89.9372502223,81.0974,3.1523e-06,100,2.16651,0.000121222,0.5,89.9372502223,0.757860489485,0.113223,100
0.0447168,1,17.5414826451,47.5579,3.36738e-10,0.999866,89.3950073169,16375.3,17.5414826451,nan,500.0,nan,5.52486e-05,50000,89.3950073169,80.6038,2.47087e-06,100,2.06526,0.000114118,0.5,89.3950073169,0.660886466509,0.110289,100
0.0317087,1,16.8401248576,46.9407,3.00297e-10,0.978737,90.360478237,16531.8,16.8401248576,nan,500.0,nan,5.52486e-05,50000,90.360478237,81.409,1.78992e-06,100,2.03904,0.000115101,0.5,90.360478237,0.720906088147,0.0942412,100
0.123217,1,14.471482756,45.8316,3.29013e-10,0.983256,89.3309538315,16346.6,14.471482756,nan,500.0,nan,5.52486e-05,50000,89.3309538315,80.5105,6.92347e-06,100,1.97304,0.000110864,0.5,89.3309538315,0.660686047075,0.104209,100
0.00626719,1,13.6900031274,43.2863,2.53167e-10,0.990271,89.5701715831,16356.0,13.6900031274,nan,500.0,nan,5.52486e-05,50000,89.5701715831,80.6291,3.49655e-07,100,1.93971,0.000108219,0.5,89.5701715831,0.679237254767,0.081334,100
0.0866696,1,12.3962883823,42.6282,2.65391e-10,1.00891,90.2115329847,16473.8,12.3962883823,nan,500.0,nan,5.52486e-05,50000,90.2115329847,81.2448,4.74611e-06,100,1.91315,0.000104766,0.5,90.2115329847,0.684340724584,0.0885003,100
0.0375689,1,17.5991775945,45.472,3.31865e-10,1.00472,89.3052247457,16352.5,17.5991775945,nan,500.0,nan,5.52486e-05,50000,89.3052247457,80.6522,2.06589e-06,100,2.03266,0.000111774,0.5,89.3052247457,0.804801987852,0.10975,100
0.0625595,1,15.452928683,48.1501,3.11639e-10,0.999152,89.7767469355,16423.1,15.452928683,nan,500.0,nan,5.52486e-05,50000,89.7767469355,80.8807,3.45926e-06,100,2.09556,0.000115875,0.5,89.7767469355,0.747973969237,0.101923,100
0.0178718,1,31.8882659989,56.4686,5.15038e-10,0.974015,89.3263268444,16480.1,31.8882659989,nan,500.0,nan,5.52486e-05,50000,89.3263268444,81.0298,1.01374e-06,100,2.32207,0.000131714,0.5,89.3263268444,0.71402924723,0.160076,100
0.0278368,1,15.632156848,40.4889,2.90653e-10,0.981897,88.7823384797,16235.9,15.632156848,nan,500.0,nan,5.52486e-05,50000,88.7823384797,80.1681,1.5663e-06,100,1.90067,0.000106945,0.5,88.7823384797,0.738080035382,0.0918045,100
