VarJ,AvgNormIw,Bound,EpsThisIter,ESSClassic,VarRet,VarVanillaIw,MinVanillaIw,AvgDiscRet,AvgVanillaIw,VarDiscRet,AvgEpLen,eRenyi2,AvgRet,VarNormIw,ESSRenyi,IterType,MinNormIw,J,BatchSize,MaxNormIw,VanillaAvgRet,MaxVanillaIw
6.247745,0.01,-14.90015,100,1.1558062921868202,426.23991719307185,15465.269,0.37352797,-6.818641827837532,13.380221,426.23991719307185,22.07,1.2125877,-6.818641827837532,0.008638352,82.46826091782252,1,0.0002791643,3.0975816,100,0.9301296,-6.818641827837532,1244.5339
4.760253,0.009999998,-2.2055435,100,1.1072927329499829,97.26166828960555,26459.457,0.1926972,-5.836526422058919,17.126047,97.26166828960555,24.88,1.3780624,-5.836526422058919,0.009021247,72.5656562161414,1,0.00011251703,5.267044,100,0.9502989,-5.836526422058919,1627.4865
12.216436,0.01,-13.460827,100,74.64073253408918,97.26166828960555,0.8502144,0.00061444443,-4.23702875585146,1.5739878,215.23434813255926,24.88,1.3630334,-5.836526422058919,3.43183e-05,146.73154594915687,,3.903743e-06,-3.9492602,200,0.032970324,-5.836526422058919,5.1894894
6.096919,0.005000001,41.26055,100,1.0164333846768903,64.17555083845681,2975377.0,0.04757668,-3.9238838211158407,122.974045,64.17555083845681,21.89,2.1471205,-3.9238838211158407,0.0049187555,93.1480102104495,1,1.9344197e-06,47.856083,200,0.9918829,-3.9238838211158407,24395.17
8.423394,0.009999998,-9.846321,100,100.0,71.67029105885247,,1.0,-5.460745888101894,1.0,71.67029105885247,23.05,1.0,-5.460745888101894,3.5044917e-18,200.0,2,0.01,-5.460746,200,0.01,-5.460745888101894,1.0
14.518453,0.005,-17.691967,100,86.45009803184455,64.17555083845681,5.7418766,4.099172e-05,-7.1642628291776544,2.0855849,259.02164758379735,21.89,2.1789174,-3.9238838211158407,3.3001837e-05,137.6830525562745,,9.8273915e-08,-5.8059134,300,0.05039042,-3.9238838211158407,21.0187
13.170164,0.0033333332,40.30692,100,1.0294408474319274,136.90105110017865,1302242.2,0.050912827,-5.740270065901036,66.85092,136.90105110017865,23.7,2.1516743,-5.740270065901036,0.0032376847,139.4263081986744,1,2.5386253e-06,47.519676,300,0.9855962,-5.740270065901036,19766.402
6.9973626,0.009999998,-7.7818737,100,100.0,49.45766359582264,,1.0,-5.162032329636979,1.0,49.45766359582264,24.02,1.0,-5.162032329636979,3.5044917e-18,300.0,2,0.01,-5.162032,300,0.01,-5.162032329636979,1.0
11.247064,0.0049999994,-13.698143,100,200.00000010221265,203.41234801980096,,1.0,-7.464891827187549,1.0,203.41234801980096,25.26,1.0,-7.464891827187549,2.179301e-19,300.0,2,0.005,-6.3134623,300,0.005,-7.464891827187549,1.0
8.332869,0.0033333334,-14.714197,100,126.50945348269326,136.90105110017865,6.729354,5.0590897e-05,-4.173993375526954,2.211491,27.966249877728917,23.7,2.2190537,-5.740270065901036,1.5288342e-05,180.25701308616618,,7.625458e-08,-5.73226,400,0.029605089,-5.740270065901036,19.641417
