ESSClassic,Bound,VarRet,VarDiscRet,AvgRet,MinNormIw,MinVanillaIw,eRenyi2,AvgNormIw,VarVanillaIw,J,MaxNormIw,ESSRenyi,AvgEpLen,MaxVanillaIw,VarNormIw,BatchSize,AvgDiscRet,AvgVanillaIw,VarJ
1.0108825658838856,-7.310461,149.075841103758,149.075841103758,-11.728411016425548,9.5212435e-08,0.0019596503,1.0000005,0.009999996,4190070.2,1.1057528,0.9946007,99.99995231630692,500.0,20470.746,0.009891257,100,-11.728411016425548,205.81873,0.29092714
1.7036683004054431,-10.662624,122.76183004179971,122.76183004179971,-7.449389557596036,0.0002489162,0.10730598,2.0097334,0.01,1083.0751,1.268625,0.7653669,49.757842550026794,500.0,329.94415,0.005827966,100,-7.449389557596036,4.310928,15.462685
1.0000614811340904,-3.9707437,81.02807850116336,81.02807850116336,-4.6412072741145955,9.260903e-11,6.157285e-05,1.0000093,0.01,4420230700.0,4.4455075,0.99996924,99.9990701761873,500.0,664848.3,0.0099993795,100,-4.6412072741145955,6648.6875,0.0011532936
1.5763631353590495,-4.6461177,65.40563401626089,65.40563401626089,-3.303623643550674,0.00022960562,0.09902889,2.2178082,0.01,1173.186,7.887565,0.79595006,45.08956089992842,500.0,343.2932,0.0063067847,100,-3.303623643550674,4.3129997,18.099669
1.8650143422079712,-6.9405055,64.77043004435157,64.77043004435157,-3.3178544726253523,0.0003289152,0.11051477,1.9876812,0.01,600.0387,4.9251027,0.7313756,50.30987992115571,500.0,245.74055,0.0053150393,100,-3.3178544726253523,3.3599777,15.862001
1.560313722693993,-4.2343225,71.49973644484317,71.49973644484317,-2.357900280354208,0.0001220759,0.052126862,2.2075858,0.010000002,1161.947,8.27044,0.800137,45.29835237835833,500.0,341.66144,0.0063726963,100,-2.357900280354208,4.2700367,18.592716
1.000195487381078,0.9470186,55.264822836336606,55.264822836336606,-2.4303757864999413,3.356216e-13,3.8500538e-08,1.0000002,0.01,131567300.0,9.363233,0.99990225,99.99997615814777,500.0,114702.91,0.009998026,100,-2.4303757864999413,1147.1411,0.01206256
1.000025848458697,-1.4769206,94.67882909990433,94.67882909990433,-3.9846252800515316,1.2426392e-12,1.0876958e-06,1.0000002,0.01,7661491000.0,6.9392934,0.99998707,99.99997615814777,500.0,875299.6,0.009999741,100,-3.9846252800515316,8753.109,0.000672274
1.0012300267993053,-5.6955414,70.77656272120922,70.77656272120922,-4.537779328612698,1.6248029e-13,1.2403585e-08,1.0000004,0.010000002,58204140.0,2.7206724,0.99938554,99.99996423722592,500.0,76292.11,0.009987592,100,-4.537779328612698,763.39014,0.016992938
1.4066411945380093,-7.758685,89.08852107350673,89.08852107350673,-5.807845620497598,0.00015719433,0.082429536,1.763112,0.009999999,1946.799,3.416549,0.8429379,56.71789591046146,500.0,442.01962,0.0070799324,100,-5.807845620497598,5.2437983,13.377145
