InitialBound,StdIWNorm,InitialReturnMax,InitialReturnStd,EpRewMean,ReturnMeanIW,InitialReturnMean,EpisodesSoFar,TimeElapsed,MeanIW,MaxIWNorm,ESSRenyi,Weights,ReturnStepMax,EpLenMean,EmpiricalD2,OptimizationReturnMax,ESSClassic,Iteration,MinIW,OptimizationReturnMean,InitialReturnMin,LearnableVariance,TimestepsSoFar,MinIWNorm,MaxIW,OptimizationReturnMin,J_sample_variance,ReturnStepMaxmin,MeanEntropy,VarianceInit,MeanIWNorm,StdIW,EpThisIter,Bound
-414.62543,0.020771297,-389.0833,6.024665,-400.76438836574556,-244.02747,-400.7644,1700,631.7178077697754,0.6155621,0.20198427,3.602804,[-1.104  0.382],0.85042024,500.0,27.756159,26.748718,8.07342,17,0.006481977,15.067641,-415.83203,,850000,6.481977e-05,20.198427,,69165.15,0.85042024,0.4189424,-1.0,0.0061556203,2.0771298,100,-317.05328
-410.56976,0.012897288,-385.6703,5.981127,-396.7018091414869,-312.15378,-396.70178,1800,688.0232000350952,0.78017044,0.08074042,5.480318,[-1.157  0.418],0.85332125,500.0,18.247116,30.3685,26.789093,18,0.0023040501,19.336977,-416.0388,,900000,2.30405e-05,8.074042,,106957.54,0.85332125,0.4189424,-1.0,0.0078017046,1.2897288,100,-371.39304
-414.08676,0.012209609,-388.3064,5.4670677,-400.21532912373544,-238.11421,-400.21536,1900,742.7602031230927,0.5965028,0.10192798,3.7124808,[-1.144  0.386],0.85174257,500.0,26.936167,27.836151,19.26909,19,0.003556725,15.927216,-416.14255,,950000,3.556725e-05,10.192799,,62803.086,0.85174257,0.4189424,-1.0,0.005965027,1.2209611,100,-310.10696
-410.53302,0.01233113,-385.55658,5.6359916,-396.7132642956078,-246.70041,-396.7133,2000,802.0402228832245,0.620178,0.09990806,7.4120703,[-1.256  0.416],0.8518696,500.0,13.491508,29.035645,20.188065,20,0.0042179152,17.87896,-414.59222,,1000000,4.2179152e-05,9.990807,,67420.42,0.8518696,0.4189424,-1.0,0.00620178,1.233113,100,-297.4614
-412.95065,0.01197551,-385.47842,6.1459746,-399.09487591832874,-268.7338,-399.09488,2100,875.6778833866119,0.6723303,0.09142677,4.6579895,[-1.375  0.403],0.8521588,500.0,21.46849,30.194336,23.96556,21,0.002607958,16.577885,-415.67276,,1050000,2.6079579e-05,9.142677,,79436.06,0.8521588,0.4189424,-1.0,0.0067233033,1.197551,100,-332.9332
-412.49918,0.011458506,-387.26306,5.9244666,-398.6607391025126,-243.2272,-398.66074,2200,948.0247466564178,0.60591173,0.097430885,6.7025943,[-1.218  0.4  ],0.84993124,500.0,14.919596,27.891052,21.851583,22,0.005688473,16.493376,-415.1541,,1100000,5.6884728e-05,9.743089,,64217.523,0.84993124,0.4189424,-1.0,0.006059117,1.1458505,100,-296.67953
-417.16064,0.010551605,-393.01096,6.1717305,-403.2788290917873,-208.10933,-403.27884,2300,1006.5111632347107,0.51627856,0.091578156,4.801671,[-1.313  0.379],0.8496257,500.0,20.826082,23.444244,19.316044,23,0.008353722,13.17637,-416.4552,,1150000,8.353722e-05,9.157816,,46989.582,0.8496257,0.4189424,-1.0,0.0051627858,1.0551605,100,-271.45996
-411.0412,0.018478142,-384.0859,6.176365,-397.2378387749195,-253.6797,-397.23782,2400,1076.2221004962921,0.6425958,0.17322859,4.811128,[-1.305  0.415],0.8529483,500.0,20.785147,30.01538,10.788918,24,0.0045258184,16.863453,-414.1013,,1200000,4.5258184e-05,17.322859,,73438.0,0.8529483,0.4189424,-1.0,0.0064259577,1.8478146,100,-316.6103
-405.72165,0.003740959,-378.14758,6.079665,-391.85245323449374,-385.99265,-391.85245,2500,1145.7347445487976,0.9833079,0.02069478,87.38902,[-1.36   0.446],0.8530594,500.0,1.1443084,37.92926,87.35612,25,0.35222763,24.224394,-416.07684,,1250000,0.0035222762,2.069478,,169162.42,0.8530594,0.4189424,-1.0,0.009833078,0.37409592,100,-400.8289
-407.73096,0.008229192,-382.08218,6.132714,-393.93344071730974,-185.81912,-393.93344,2600,1208.0469381809235,0.47407418,0.055166848,3.00944,[-1.339  0.441],0.8533967,500.0,33.228775,31.844604,24.918036,26,0.0029168688,19.993347,-413.9268,,1300000,2.9168687e-05,5.516685,,39411.5,0.8533967,0.4189424,-1.0,0.0047407406,0.8229193,100,-265.35434
-400.93616,0.01261011,-369.70175,7.4416723,-387.2521305173635,-305.39725,-387.25214,2700,1280.19459939003,0.7795524,0.071173884,13.417556,[-1.403  0.472],0.8535657,500.0,7.4529223,40.819183,27.649822,27,0.0073055653,23.268805,-410.52094,,1350000,7.305565e-05,7.1173882,,103978.07,0.8535657,0.4189424,-1.0,0.0077955234,1.2610111,100,-342.7547
-406.10425,0.0032175176,-372.63568,7.0421033,-392.31931744664905,-385.2103,-392.31934,2800,1352.3042526245117,0.9848314,0.026958298,93.87943,[-1.362  0.45 ],0.8570134,500.0,1.065196,40.91284,90.355644,28,0.51644355,21.229206,-413.54852,,1400000,0.0051644356,2.6958299,,167763.25,0.8570134,0.4189424,-1.0,0.009848313,0.32175177,100,-399.4375
-404.8916,0.0078367535,-380.04907,6.5475507,-391.01661877289416,-196.4591,-391.0166,2900,1417.674390554428,0.504392,0.038587797,2.6316812,[-1.366  0.455],0.85311025,500.0,37.998524,36.201355,29.29121,29,0.0017467665,25.233807,-416.25043,,1450000,1.7467664e-05,3.8587797,,45055.66,0.85311025,0.4189424,-1.0,0.00504392,0.7836754,100,-281.98877
-399.4703,0.0152132,-364.99457,9.212446,-385.757054053545,-321.31293,-385.75708,3000,1478.8463008403778,0.83533967,0.097177364,11.967753,[-1.349  0.486],0.8570033,500.0,8.355787,46.40439,23.16549,30,0.020252075,25.6419,-411.39896,,1500000,0.00020252075,9.717736,,121177.21,0.8570033,0.4189424,-1.0,0.008353395,1.5213201,100,-360.9531
-393.88928,0.010252517,-276.14026,15.009498,-380.28716883063316,-183.40685,-380.28714,3100,1547.3117969036102,0.49241284,0.06413277,2.1798604,[-1.273  0.499],0.8536241,499.01,45.8745,131.92328,18.743681,31,0.0035824252,27.776367,-408.06354,,1549901,3.582425e-05,6.413277,,42844.547,0.8536241,0.4189424,-1.0,0.0049241288,1.0252517,100,-275.53497
-378.14117,0.020688964,-213.89612,28.93768,-364.4386893320084,-285.15457,-364.43872,3200,1607.8008694648743,0.88718337,0.16918097,6.891085,[-1.296  0.529],0.8572732,493.41,14.511502,197.1781,15.532426,32,0.006442713,46.63552,-411.07422,,1599242,6.442713e-05,16.918098,,258483.75,0.8572732,0.4189424,-1.0,0.008871835,2.0688965,100,-337.35272
-359.06973,0.012517448,-152.04413,40.800972,-345.99053713947535,-266.70563,-345.99054,3300,1676.470920085907,0.7277784,0.09601423,12.311706,[-1.247  0.547],0.86273134,480.49,8.122352,240.33148,25.263758,33,0.010911592,46.385075,-392.3756,,1647291,0.00010911592,9.601423,,82998.63,0.86273134,0.4189424,-1.0,0.0072777844,1.2517447,100,-303.98096
-384.02396,0.010354076,-230.40875,18.19222,-370.65194749444726,-183.46594,-370.65192,3400,1757.4823384284973,0.5189245,0.060639426,3.9543028,[-1.262  0.528],0.8585468,498.18,25.288908,170.75201,20.07547,34,0.005609074,30.508821,-401.16077,,1697109,5.609074e-05,6.063943,,53536.332,0.8585468,0.4189424,-1.0,0.0051892446,1.0354075,100,-250.71129
-354.78278,0.014432718,-217.66678,36.811646,-341.8764793533087,-259.75696,-341.87653,3500,1828.0752334594727,0.75750244,0.09314401,6.645567,[-1.259  0.553],0.86106086,477.19,15.047625,169.52234,21.597433,35,0.010598924,45.312645,-387.18912,,1744828,0.00010598924,9.314401,,92039.766,0.86106086,0.4189424,-1.0,0.007575024,1.4432719,100,-309.82214
-367.4944,0.014839614,-213.80276,29.452454,-354.2440100157261,-305.10406,-354.24402,3600,1909.3980441093445,0.8751569,0.08489088,10.775477,[-1.181  0.541],0.86523676,488.0,9.280332,183.7091,25.804886,36,0.013787108,43.26786,-397.51187,,1793628,0.00013787107,8.489088,,129188.63,0.86523676,0.4189424,-1.0,0.008751567,1.4839613,100,-345.4696
-356.42123,0.012534064,-181.81952,36.084003,-342.9707526403665,-239.86436,-342.97073,3700,1995.7596786022186,0.6792401,0.09340065,4.8965044,[-1.237  0.557],0.8615572,478.22,20.422733,221.69565,22.700663,37,0.0029782692,60.544415,-403.51517,,1841450,2.9782692e-05,9.340065,,79081.59,0.8615572,0.4189424,-1.0,0.006792401,1.2534065,100,-300.64923
-363.38553,0.012844882,-229.56522,36.01535,-350.1358112052083,-230.11867,-350.13583,3800,2065.8559362888336,0.7092618,0.08699984,4.908124,[-1.163  0.541],0.8621368,482.52,20.374384,167.9263,23.365587,38,0.004319639,47.3557,-397.49152,,1889702,4.319639e-05,8.699985,,109502.28,0.8621368,0.4189424,-1.0,0.007092617,1.2844883,100,-289.92523
-339.48465,0.01473247,-182.93164,54.568653,-326.4610225889087,-267.941,-326.46103,3900,2130.3240399360657,0.8876346,0.0864852,9.124807,[-1.195  0.564],0.8648703,454.85,10.959136,207.77747,26.63291,39,0.007695498,64.248085,-390.7091,,1935187,7.695498e-05,8.64852,,151713.56,0.8648703,0.4189424,-1.0,0.008876346,1.4732469,100,-311.05524
-308.84576,0.010118222,-153.8189,54.38409,-296.3790074566007,-184.1589,-296.37903,4000,2192.1186952590942,0.589252,0.06107272,5.163342,[-1.141  0.579],0.86594856,417.6,19.367302,220.18446,25.32585,40,0.00445422,77.624344,-374.00336,,1976947,4.45422e-05,6.107272,,54140.496,0.86594856,0.4189424,-1.0,0.0058925194,1.0118222,100,-239.02307
-345.56732,0.011352141,-185.33365,49.742462,-332.32216796547175,-184.25429,-332.32214,4100,2266.8810226917267,0.6419438,0.056614455,5.0473294,[-1.099  0.557],0.85783607,462.22,19.812458,212.02145,24.229248,41,0.0038166589,65.032936,-397.3551,,2023169,3.816659e-05,5.6614456,,95795.69,0.85783607,0.4189424,-1.0,0.0064194375,1.1352142,100,-243.21011
-312.45587,0.012867868,-150.67488,56.752014,-299.0238395783305,-216.32358,-299.02383,4200,2329.8796174526215,0.6921328,0.09428992,8.298421,[-1.102  0.58 ],0.86456454,421.95,12.050486,252.28575,22.439222,42,0.011602139,103.93679,-402.96063,,2065364,0.00011602139,9.428992,,105694.75,0.86456454,0.4189424,-1.0,0.006921327,1.2867868,100,-262.95123
-339.2538,0.009320927,-195.99625,46.16196,-326.0811039161682,-261.45563,-326.0811,4300,2399.4726972579956,0.8474483,0.059328217,35.054127,[-1.088  0.558],0.8576424,454.3,2.8527312,199.1854,45.2542,43,0.05849992,69.10054,-395.18164,,2110794,0.0005849992,5.9328218,,125254.13,0.8576424,0.4189424,-1.0,0.008474483,0.93209267,100,-283.7044
-315.83478,0.0073842877,-172.77898,61.630333,-302.0814654389024,-242.07417,-302.08145,4400,2457.9067001342773,0.8076779,0.04155711,38.958206,[-1.051  0.568],0.86490744,423.43,2.5668533,239.81953,54.46997,44,0.08393283,110.517044,-412.5985,,2153137,0.0008393283,4.155711,,124947.164,0.86490744,0.4189424,-1.0,0.008076779,0.7384287,100,-264.10886
-313.61877,0.0135617405,-174.51207,54.73761,-300.78371197104457,-214.39828,-300.78372,4500,2509.815418481827,0.81380606,0.1014609,7.7881875,[-1.105  0.573],0.8630796,424.64,12.839958,210.53938,26.475449,45,0.008225132,84.267746,-385.05145,,2195601,8.225132e-05,10.14609,,148953.78,0.8630796,0.4189424,-1.0,0.008138061,1.3561741,100,-260.38998
-290.62128,0.0077235713,-144.24416,58.184177,-277.5893495498598,-256.3351,-277.58932,4600,2555.6209864616394,0.9469421,0.05097786,52.460106,[-1.056  0.59 ],0.86135674,389.47,1.9062104,246.71361,60.050797,46,0.072981596,113.36841,-390.95776,,2234548,0.0007298159,5.097786,,155368.31,0.86135674,0.4189424,-1.0,0.00946942,0.77235705,100,-274.32773
-280.949,0.010073052,-143.31891,54.676727,-267.8489438071847,-200.7938,-267.84894,4700,2600.9645450115204,0.7874838,0.06745567,6.479916,[-1.008  0.587],0.85826194,377.62,15.432299,249.68347,37.933258,47,0.00094005646,125.15345,-393.00238,,2272310,9.4005645e-06,6.7455673,,117050.06,0.85826194,0.4189424,-1.0,0.007874838,1.0073053,100,-252.2561
-261.17184,0.01581419,-142.1666,61.032486,-248.42984359562396,-204.58708,-248.42984,4800,2651.5956320762634,0.9033587,0.14031,23.584942,[-0.94   0.601],0.86400765,350.43,4.2399936,240.09387,24.602682,48,0.02288143,133.83063,-382.26047,,2307353,0.00022881429,14.031,,221255.27,0.86400765,0.4189424,-1.0,0.009033586,1.5814192,100,-230.82448
-244.21,0.010978804,-111.72167,57.368202,-231.00187109529972,-185.71555,-231.00186,4900,2698.1377577781677,0.91022307,0.051948562,31.5234,[-0.888  0.613],0.86460704,321.8,3.1722467,284.52234,40.735897,49,0.029886518,165.24214,-396.24402,,2339533,0.00029886517,5.194856,,190993.53,0.86460704,0.4189424,-1.0,0.009102231,1.0978805,100,-209.2403
-220.4988,0.012157382,-99.68626,49.082592,-208.23360452279448,-137.99805,-208.23361,5000,2738.431808948517,0.6154905,0.064367905,7.3939,[-0.903  0.631],0.85952353,291.41,13.524662,268.26947,20.4017,50,0.007361375,159.72212,-367.95572,,2368674,7.3613744e-05,6.4367905,,82190.49,0.85952353,0.4189424,-1.0,0.006154905,1.2157382,100,-183.10439
-244.40211,0.0116618285,-122.57014,56.473503,-231.9555431613326,-187.61429,-231.95555,5100,2786.5318496227264,0.85283166,0.07050478,17.014774,[-0.855  0.605],0.8640202,323.54,5.877245,250.82709,34.84503,51,0.020590454,141.44167,-373.39722,,2401028,0.00020590454,7.050478,,137036.55,0.8640202,0.4189424,-1.0,0.008528316,1.1661829,100,-217.78856
-222.84918,0.007486383,-101.18587,55.39496,-209.63771657004952,-199.91035,-209.6377,5200,2828.617541074753,0.91097295,0.056634367,59.0208,[-0.847  0.626],0.86671686,292.59,1.6943179,295.1588,59.6888,52,0.1234612,186.70695,-396.34467,,2430287,0.001234612,5.663437,,149895.3,0.86671686,0.4189424,-1.0,0.00910973,0.7486383,100,-217.10722
-233.10779,0.010686104,-122.7759,54.776913,-220.897000669986,-154.16917,-220.89702,5300,2867.360142469406,0.77305335,0.058853846,9.948023,[-0.869  0.615],0.86180246,308.48,10.052249,243.54767,34.354572,53,0.001562579,145.42657,-366.32358,,2461135,1.5625788e-05,5.8853846,,120800.75,0.86180246,0.4189424,-1.0,0.0077305334,1.0686104,100,-192.88382
-214.49303,0.008736791,-112.618614,50.48549,-201.68940366894006,-132.829,-201.68939,5400,2908.6680133342743,0.7047744,0.05324724,9.89479,[-0.83   0.637],0.8623817,281.19,10.106329,271.48996,39.42049,54,0.008042013,182.41917,-384.10858,,2489254,8.042013e-05,5.324724,,109030.2,0.8623817,0.4189424,-1.0,0.007047744,0.8736791,100,-173.53229
-185.31465,0.0019261519,-111.47209,44.43407,-174.5151824492216,-171.78693,-174.51518,5500,2942.252226114273,0.9808452,0.015692258,95.88567,[-0.807  0.663],0.86361074,242.74,1.0429087,212.51216,96.28682,55,0.52790844,149.46907,-323.98425,,2513528,0.005279084,1.5692258,,104518.336,0.86361074,0.4189424,-1.0,0.009808452,0.19261518,100,-182.81566
-190.51517,0.006084488,-91.716354,43.620842,-178.81060263991355,-173.05948,-178.81061,5600,2979.5850150585175,1.0041755,0.03451874,71.1543,[-0.823  0.662],0.863626,249.84,1.4053965,259.42072,73.14554,56,0.21820027,172.32648,-351.1371,,2538512,0.0021820026,3.4518743,,140877.33,0.863626,0.4189424,-1.0,0.010041755,0.6084488,100,-186.93518
-185.58102,0.01633078,-90.90441,40.906635,-176.45345585882663,-134.92546,-176.45343,5700,3011.371174812317,0.7406678,0.15072584,12.3187275,[-0.844  0.673],0.86485136,245.14,8.117722,182.92279,17.060585,57,0.026493646,97.37376,-273.8272,,2563026,0.00026493645,15.072585,,60098.4,0.86485136,0.4189424,-1.0,0.007406677,1.6330781,100,-160.9314
-197.94313,0.01291644,-101.38366,44.693,-187.60168622121216,-168.35147,-187.6017,5800,3044.6514735221863,0.8335421,0.11217847,28.554977,[-0.837  0.645],0.8649907,263.0,3.5020165,208.85986,29.40128,58,0.033278525,122.64184,-310.24353,,2589326,0.00033278525,11.217847,,80891.05,0.8649907,0.4189424,-1.0,0.008335421,1.2916441,100,-187.70413
-227.20992,0.008357799,-114.07465,51.759834,-214.166384742707,-124.629036,-214.16638,5900,3086.4036269187927,0.6249566,0.04437607,10.067186,[-0.863  0.626],0.8625442,299.23,9.933262,277.23178,35.861828,59,0.0033759736,177.14006,-391.30643,,2619249,3.3759734e-05,4.4376073,,91553.61,0.8625442,0.4189424,-1.0,0.0062495656,0.83577985,100,-165.7385
-201.70084,0.011017597,-102.88544,48.940353,-188.71092074438928,-144.82788,-188.71094,6000,3119.33075094223,0.85873586,0.06072898,19.845776,[-0.891  0.652],0.86455035,264.24,5.0388556,286.81213,37.79156,60,0.007724004,200.98663,-389.69757,,2645673,7.724004e-05,6.072898,,183563.33,0.86455035,0.4189424,-1.0,0.008587358,1.1017597,100,-173.98686
-189.40224,0.01208385,-112.35605,41.09467,-179.48272520437837,-124.87739,-179.48271,6100,3151.3988223075867,0.7680871,0.09121273,9.092556,[-0.869  0.674],0.8589852,250.66,10.998008,185.22989,28.776289,61,0.013827967,118.10321,-297.58594,,2670739,0.00013827968,9.121273,,88716.25,0.8589852,0.4189424,-1.0,0.007680871,1.208385,100,-157.77377
-163.31781,0.011412927,-90.40431,33.868717,-155.49243091389536,-100.49327,-155.49242,6200,3182.3881180286407,0.66687614,0.072482646,8.542423,[-0.834  0.7  ],0.8611355,217.76,11.70628,144.35722,25.452452,62,0.01130712,79.26911,-234.76154,,2692515,0.0001130712,7.248265,,37265.668,0.8611355,0.4189424,-1.0,0.0066687614,1.1412927,100,-127.26739
-169.64812,0.009561182,-89.72329,39.96078,-160.86541754737496,-105.33209,-160.86542,6300,3214.3128275871277,0.6614012,0.07303646,6.8532033,[-0.953  0.712],0.8618747,224.38,14.591717,173.75723,32.36513,63,0.0024720454,102.615105,-263.48053,,2714953,2.4720453e-05,7.3036466,,41813.977,0.8618747,0.4189424,-1.0,0.006614012,0.9561183,100,-138.88116
-171.78067,0.0100092925,-90.8536,45.002323,-161.24133450850843,-115.62683,-161.24133,6400,3248.786962032318,0.8129256,0.052188862,12.440428,[-1.076  0.726],0.86351514,225.39,8.038309,225.3262,39.745296,64,0.008866122,154.93849,-316.1798,,2737492,8.866122e-05,5.2188864,,105697.89,0.86351514,0.4189424,-1.0,0.008129255,1.0009292,100,-145.50784
-159.34515,0.009538141,-89.80261,30.100552,-151.42615469515323,-82.67629,-151.42615,6500,3274.5360786914825,0.58970374,0.04572983,7.5364923,[-1.065  0.754],0.86544895,212.66,13.268772,147.7677,27.653852,65,0.00035696087,86.14416,-237.57031,,2758758,3.5696087e-06,4.5729833,,31672.926,0.86544895,0.4189424,-1.0,0.0058970363,0.9538141,100,-111.52234
-143.05264,0.010321677,-80.45049,33.55472,-133.82438589125871,-117.95233,-133.82439,6600,3300.405901193619,0.86514884,0.06315231,19.113861,[-1.06   0.786],0.86596537,188.41,5.2318053,196.3977,41.26479,66,0.01133678,143.02383,-276.8482,,2777599,0.0001133678,6.3152313,,77515.38,0.86596537,0.4189424,-1.0,0.008651489,1.0321677,100,-139.06029
-158.59901,0.009957646,-90.70189,37.72145,-148.94920999750494,-117.3681,-148.94922,6700,3328.753387928009,0.81446385,0.061751544,15.7296,[-1.01  0.76],0.86385155,208.76,6.357441,198.79189,40.08411,67,0.020207707,140.54456,-289.49377,,2798475,0.00020207706,6.1751547,,77456.57,0.86385155,0.4189424,-1.0,0.008144639,0.9957646,100,-141.69907
-153.38985,0.0104365945,-79.76532,39.87293,-141.77318195581435,-107.73247,-141.77318,6800,3360.1666555404663,0.6831839,0.058522422,13.510782,[-1.067  0.786],0.86480665,198.3,7.401496,268.7347,29.996826,68,0.003268198,206.72685,-348.50003,,2818305,3.268198e-05,5.8522425,,96088.195,0.86480665,0.4189424,-1.0,0.006831839,1.0436596,100,-139.33641
-162.6804,0.012927339,-79.94598,42.968456,-152.8779036900401,-115.13547,-152.8779,6900,3392.45280957222,0.85175574,0.08601635,15.874453,[-1.088  0.757],0.85862195,213.73,6.29943,214.12933,30.27093,69,0.035781078,141.19742,-294.07532,,2839678,0.0003578108,8.601635,,124561.04,0.85862195,0.4189424,-1.0,0.008517558,1.2927339,100,-139.73846
-143.88223,0.012712688,-79.13324,30.04974,-136.7881167946756,-110.32185,-136.78812,7000,3415.6055257320404,0.8670001,0.06904046,14.67243,[-1.083  0.784],0.86432683,193.0,6.8155036,133.69061,31.746126,70,0.0027520673,76.035736,-212.82385,,2858978,2.7520673e-05,6.9040465,,49807.414,0.86432683,0.4189424,-1.0,0.00867,1.271269,100,-128.84215
-139.32861,0.009845903,-78.5647,29.064121,-132.08300773128866,-121.90738,-132.08302,7100,3437.9265642166138,0.9678175,0.065566294,46.414837,[-1.118  0.813],0.86574805,185.74,2.1544836,138.80368,49.140976,71,0.041933812,85.28537,-217.36838,,2877552,0.00041933812,6.5566297,,57276.555,0.86574805,0.4189424,-1.0,0.009678174,0.98459035,100,-132.5426
