Weights,EpisodesSoFar,ReturnStepMaxmin,EpRewMean,TimeElapsed,ESSRenyi,Bound,InitialReturnStd,EpLenMean,OptimizationReturnMean,LearnableVariance,TimestepsSoFar,J_sample_variance,StdIWNorm,InitialReturnMin,MeanEntropy,InitialBound,VarianceInit,MeanIWNorm,MeanIW,MaxIWNorm,InitialReturnMax,EmpiricalD2,Iteration,OptimizationReturnMin,EpThisIter,ReturnMeanIW,StdIW,ReturnStepMax,InitialReturnMean,OptimizationReturnMax,ESSClassic,MinIW,MaxIW,MinIWNorm
[-0.641  0.817],6900,0.85738224,-121.61493233978749,4076.489086866379,6.4709754,-88.64443,26.489035,170.51,60.71603,,2900783,12013.869,0.007979366,-182.33096,0.4189424,-127.69263,-1.0,0.005299498,0.5299498,0.03882631,-70.1561,15.453621,69,,100,-64.752335,0.7979366,0.85738224,-121.61493,112.174866,30.608347,0.0036303722,3.882631,3.630372e-05
[-0.668  0.855],7000,0.85659736,-114.97437737882137,4099.550162315369,38.156437,-120.23852,32.137268,160.47,158.20226,,2916830,100195.555,0.010834849,-273.17664,0.4189424,-124.08026,-1.0,0.00938331,0.938331,0.09381274,-70.02703,2.6207898,70,,100,-105.49713,1.0834851,0.85659736,-114.97439,203.1496,42.85743,0.024804246,9.381274,0.00024804246
[-0.646  0.878],7100,0.8597112,-114.46918556913734,4125.366479873657,82.75296,-118.32834,27.812574,159.8,98.016945,,2932810,48653.066,0.0048008533,-212.48613,0.4189424,-121.55206,-1.0,0.009930911,0.99309105,0.023497796,-69.65056,1.208416,71,,100,-110.54228,0.48008534,0.8597112,-114.46919,142.83557,81.05698,0.24742295,2.3497796,0.0024742293
[-0.677  0.886],7200,0.8671577,-113.67782454654575,4147.656432151794,96.864876,-119.439156,26.586905,158.66,73.57779,,2948676,35155.008,0.0016339928,-187.25562,0.4189424,-119.91968,-1.0,0.009859518,0.9859518,0.015318747,-59.916527,1.0323659,72,,100,-113.09709,0.1633993,0.8671577,-113.677826,127.33909,97.326836,0.6364826,1.5318747,0.0063648256
[-0.662  0.883],7300,0.858487,-110.24760062932968,4168.477895498276,7.7414565,-91.79479,28.475027,154.49,103.8895,,2964125,24629.822,0.009194063,-214.1371,0.4189424,-117.385506,-1.0,0.0058759316,0.5875931,0.06527216,-69.96681,12.917466,73,,100,-66.14054,0.91940624,0.858487,-110.2476,144.17029,28.99994,0.007426586,6.527216,7.426586e-05
[-0.763  0.859],7400,0.8602002,-116.99652490317821,4193.893189668655,11.860147,-103.032875,31.102999,163.65,161.17894,,2980490,67718.94,0.009976744,-278.17548,0.4189424,-126.269035,-1.0,0.00683751,0.683751,0.071096584,-69.8413,8.431599,74,,100,-76.10807,0.9976744,0.8602002,-116.99652,208.33417,31.958792,0.0141693745,7.1096582,0.00014169374
[-0.748  0.892],7500,0.8618057,-114.00027427956462,4214.930469274521,83.49125,-117.484604,22.800098,160.55,74.741066,,2996545,35302.906,0.004610484,-188.74133,0.4189424,-120.29166,-1.0,0.0096703,0.96703005,0.029782632,-79.16742,1.1977303,75,,100,-110.599266,0.4610484,0.8618057,-114.000275,109.57391,81.47919,0.3446893,2.9782634,0.003446893
[-0.708  0.893],7600,0.8618096,-110.63703177690506,4234.596316099167,6.5744452,-97.3081,25.104507,154.7,66.482994,,3012015,26185.412,0.01203024,-177.12003,0.4189424,-116.54103,-1.0,0.0071123,0.7112299,0.07725566,-69.112885,15.210409,76,,100,-74.28219,1.203024,0.8618096,-110.637024,108.00714,25.899553,0.0019188301,7.7255664,1.9188301e-05
[-0.673  0.853],7700,0.8590945,-114.43272613629699,4252.8688135147095,7.6171603,-90.053955,26.453964,160.68,86.70058,,3028083,20334.27,0.0085764015,-201.1333,0.4189424,-121.13717,-1.0,0.0058162403,0.58162403,0.045075864,-69.929184,13.128252,77,,100,-65.76179,0.8576402,0.8590945,-114.432724,131.20412,31.50271,0.004237106,4.5075865,4.237106e-05
[-0.546  0.829],7800,0.8645497,-120.3749856595695,4274.639000654221,34.069313,-120.039764,30.055248,167.61,93.573524,,3044844,53495.99,0.011263519,-213.94852,0.4189424,-127.50659,-1.0,0.009134825,0.9134825,0.085478425,-69.94957,2.9351926,78,,100,-107.82159,1.126352,0.8645497,-120.37498,143.99895,39.676796,0.03473543,8.547843,0.0003473543
[-0.474  0.843],7900,0.86357045,-111.6792990064621,4295.771153450012,10.398612,-95.09383,27.240221,156.52,113.45639,,3060496,38206.598,0.00952815,-225.1357,0.4189424,-119.18382,-1.0,0.00677192,0.677192,0.058805447,-70.8356,9.616668,79,,100,-71.82173,0.952815,0.86357045,-111.679306,154.3001,33.560726,0.004523372,5.8805447,4.5233715e-05
[-0.434  0.877],8000,0.86364484,-114.50089000537992,4316.188564300537,35.82216,-114.96752,30.379179,159.77,108.22687,,3076473,59199.926,0.011050168,-222.72775,0.4189424,-121.92514,-1.0,0.009244693,0.92446935,0.07616077,-70.58471,2.7915683,80,,100,-102.56308,1.105017,0.86364484,-114.500885,152.14304,41.173637,0.041595142,7.616078,0.00041595142
[-0.383  0.896],8100,0.86483467,-108.71919060632587,4337.617740392685,12.056418,-104.955215,22.774445,152.41,83.17415,,3091714,36355.145,0.011934501,-191.89334,0.4189424,-115.11563,-1.0,0.008227284,0.82272834,0.0611635,-70.71265,8.294337,81,,100,-86.53352,1.1934503,0.86483467,-108.71919,121.180695,32.213985,0.01514827,6.11635,0.0001514827
[-0.377  0.932],8200,0.85716474,-105.80089946895838,4358.270801067352,7.1285496,-96.7569,24.745584,148.07,72.9757,,3106521,22051.234,0.010224327,-178.7766,0.4189424,-111.76012,-1.0,0.0070153447,0.70153445,0.055547066,-70.18131,14.028099,82,,100,-74.43717,1.0224328,0.85716474,-105.80089,108.59528,32.00939,0.0037967882,5.5547066,3.7967882e-05
[-0.221  0.934],8300,0.8546148,-102.30410589322447,4380.62483215332,15.468002,-98.724686,25.932322,143.63,103.77465,,3120884,38639.574,0.011066196,-206.07877,0.4189424,-109.1734,-1.0,0.0078915935,0.7891594,0.07045781,-61.164654,6.464959,83,,100,-81.25863,1.1066197,0.8546148,-102.3041,144.91411,33.71113,0.005931322,7.045781,5.9313217e-05
[-0.106  0.948],8400,0.858554,-97.26870632708072,4398.400808572769,7.065073,-72.87598,22.52955,136.6,84.676346,,3134544,9821.851,0.0074988464,-181.94505,0.4189424,-103.33354,-1.0,0.004744307,0.47443074,0.055342212,-60.88829,14.154136,84,,100,-50.05886,0.74988467,0.858554,-97.2687,121.05676,28.585375,0.0036919883,5.534221,3.6919882e-05
[-0.134  0.907],8500,0.8583077,-105.1405751682818,4416.708550453186,90.90043,-112.34118,26.095259,147.58,131.30325,,3149302,58352.566,0.003226508,-236.44382,0.4189424,-113.02203,-1.0,0.009934299,0.9934298,0.02285089,-60.344,1.1001048,85,,100,-104.07464,0.32265076,0.8583077,-105.14058,176.09982,90.45801,0.4153767,2.285089,0.0041537667
[-0.111  0.912],8600,0.8558347,-104.74786021336914,4435.398652553558,42.318203,-105.689735,24.555487,146.53,89.67349,,3163955,41408.652,0.010421039,-194.42136,0.4189424,-111.22858,-1.0,0.009197259,0.91972613,0.06225209,-61.400326,2.3630493,86,,100,-95.72745,1.042104,0.8558347,-104.74787,133.02103,43.786243,0.114249416,6.225209,0.0011424941
[-0.101  0.888],8700,0.8633976,-107.56283042535186,4457.714357852936,12.724558,-95.03163,24.140839,150.85,68.29725,,3179040,43640.438,0.015205383,-175.86008,0.4189424,-113.424835,-1.0,0.008107606,0.8107607,0.1341707,-61.778378,7.858819,87,,100,-78.598335,1.5205384,0.8633976,-107.562836,114.081696,22.13711,0.008845329,13.41707,8.845329e-05
[-0.119  0.924],8800,0.86346424,-102.24846975043415,4478.67458319664,15.732581,-99.16815,27.070429,143.13,88.5649,,3193353,41027.105,0.011954594,-190.81337,0.4189424,-108.60891,-1.0,0.008571302,0.8571302,0.06599116,-60.26503,6.356236,88,,100,-83.13246,1.1954595,0.86346424,-102.24847,130.54834,33.952934,0.0037469077,6.5991163,3.7469075e-05
[-0.092  0.958],8900,0.8592924,-102.69321871757508,4496.511748075485,12.130652,-86.44211,21.493996,144.0,68.29958,,3207753,27324.312,0.012633683,-170.9928,0.4189424,-108.39298,-1.0,0.0069394945,0.6939495,0.1038249,-60.904896,8.24358,89,,100,-70.07716,1.2633684,0.8592924,-102.693214,110.087906,23.178223,0.005319082,10.38249,5.319082e-05
[-0.135  0.924],9000,0.8626751,-102.79695462942124,4518.282832622528,9.285548,-91.458694,24.138208,144.01,60.17201,,3222154,28991.0,0.013161121,-162.96896,0.4189424,-108.229256,-1.0,0.0079334155,0.7933417,0.08833069,-60.020157,10.7694235,90,,100,-73.63163,1.3161123,0.8626751,-102.79695,102.94881,26.651693,0.005481327,8.83307,5.4813267e-05
[-0.169  0.964],9100,0.8625313,-98.77163843408226,4534.669972658157,7.968448,-74.438324,21.414356,138.81,103.99198,,3236035,19193.887,0.0071656615,-202.76363,0.4189424,-105.53042,-1.0,0.0052465065,0.52465063,0.043626875,-60.433193,12.549495,91,,100,-50.495136,0.71656615,0.8625313,-98.77164,142.33043,34.899124,0.0043465467,4.3626876,4.3465465e-05
[-0.214  0.926],9200,0.8641572,-104.52545731589198,4552.10248875618,6.8658147,-90.44177,24.804028,146.23,72.82034,,3250658,18648.941,0.009464148,-177.34581,0.4189424,-110.43699,-1.0,0.006482841,0.64828414,0.04736443,-61.037994,14.564914,92,,100,-67.88101,0.9464148,0.8641572,-104.52546,116.307816,31.936234,0.0068105618,4.736443,6.810562e-05
[-0.342  0.906],9300,0.85632634,-106.67223757877946,4575.735844373703,10.759593,-94.36683,27.308144,149.12,99.78965,,3265570,30850.559,0.010255891,-206.46188,0.4189424,-113.554306,-1.0,0.0067859627,0.67859626,0.056944616,-60.47299,9.294032,93,,100,-73.38609,1.0255892,0.85632634,-106.67225,145.98889,30.449312,0.010924175,5.694462,0.00010924175
[-0.226  0.879],9400,0.86376077,-109.5377435015142,4597.165381908417,8.433582,-95.93464,24.079191,153.25,72.37116,,3280895,29078.45,0.012330016,-181.9089,0.4189424,-115.601364,-1.0,0.007221175,0.7221175,0.08390503,-61.880814,11.857357,94,,100,-75.054825,1.2330017,0.86376077,-109.53774,120.02809,25.539581,0.0025080414,8.390503,2.5080413e-05
[-0.119  0.848],9500,0.8666988,-110.47191943883895,4618.939798593521,26.541481,-90.30591,27.857386,154.97,100.21551,,3296392,31756.768,0.0076757576,-210.68744,0.4189424,-117.49484,-1.0,0.0072946977,0.7294698,0.039095923,-71.82805,3.7676873,95,,100,-76.67406,0.76757574,0.8666988,-110.471924,138.85939,47.456226,0.025247943,3.9095924,0.00025247943
[-0.228  0.848],9600,0.8633585,-111.29449278995395,4641.458661317825,7.8430963,-77.95166,26.180607,155.0,77.33679,,3311892,12722.483,0.007660059,-188.63129,0.4189424,-117.58221,-1.0,0.004917353,0.4917353,0.043776035,-62.292496,12.750067,96,,100,-55.499985,0.76600593,0.8633585,-111.294495,126.33879,29.183296,0.0050440375,4.3776035,5.0440372e-05
[-0.208  0.807],9700,0.8586599,-114.94836791306734,4661.325856208801,6.1305714,-98.343124,24.40136,160.87,89.87475,,3327979,25243.865,0.008793926,-204.82312,0.4189424,-121.7758,-1.0,0.006365447,0.63654464,0.052235875,-71.28937,16.311693,97,,100,-70.76865,0.87939256,0.8586599,-114.94837,133.53375,34.38116,0.0021283615,5.2235875,2.1283615e-05
[-0.128  0.839],9800,0.86713386,-117.55701271846891,4682.17174077034,8.748845,-95.740036,28.392641,164.29,70.813156,,3344408,20200.924,0.009653205,-188.37016,0.4189424,-123.83601,-1.0,0.0062723253,0.62723255,0.044444077,-71.74217,11.43008,98,,100,-74.51172,0.96532047,0.86713386,-117.557014,116.62799,29.686205,0.013438887,4.444408,0.00013438887
[0.01  0.845],9900,0.8661596,-111.34806839406491,4702.028895139694,17.995075,-105.72605,26.776945,156.83,106.41075,,3360091,54270.26,0.012078783,-217.75882,0.4189424,-118.6067,-1.0,0.008338437,0.83384377,0.067097664,-72.66872,5.557076,99,,100,-88.61496,1.2078784,0.8661596,-111.348076,145.0901,32.27529,0.008158462,6.709767,8.158462e-05
[0.041 0.875],10000,0.86225295,-106.11560367062688,4722.729202032089,9.528182,-93.26991,24.184917,149.0,81.794586,,3374991,27706.73,0.011120174,-187.91019,0.4189424,-112.379265,-1.0,0.0069934987,0.6993499,0.061353784,-63.07894,10.495182,100,,100,-72.97795,1.1120175,0.86225295,-106.11559,124.831245,28.342,0.011559127,6.1353784,0.00011559127
[-0.023  0.842],10100,0.8625215,-108.05897248521447,4745.55008482933,92.13248,-113.33414,27.175241,150.97,109.68474,,3390088,48324.402,0.003242304,-217.7437,0.4189424,-115.31709,-1.0,0.009820348,0.9820347,0.019958712,-61.01816,1.0853935,101,,100,-105.77246,0.3242304,0.8625215,-108.058975,156.72554,90.17075,0.46821707,1.9958712,0.0046821707
[-0.052  0.844],10200,0.8635373,-110.59050510048866,4769.197160720825,5.9745026,-86.277534,23.624989,155.1,84.074066,,3405598,15797.225,0.0078116306,-194.66457,0.4189424,-117.07933,-1.0,0.0053466214,0.5346622,0.037369836,-70.63329,16.737795,102,,100,-59.730576,0.78116304,0.8635373,-110.59051,124.03127,31.901594,0.003918789,3.7369838,3.918789e-05
[-0.021  0.802],10300,0.86656547,-123.09070849493146,4795.366537332535,12.3715725,-120.24445,30.214304,170.92,95.58894,,3422690,60222.97,0.013270548,-218.67964,0.4189424,-130.38004,-1.0,0.008399446,0.83994466,0.08361596,-71.99601,8.083047,103,,100,-99.5204,1.3270549,0.86656547,-123.090706,146.68362,28.602623,0.012145279,8.361596,0.00012145279
[-0.142  0.791],10400,0.86212444,-116.60593970611691,4819.57390999794,90.84874,-122.05169,29.03061,163.4,103.837364,,3439030,48377.875,0.003406602,-220.4433,0.4189424,-123.95404,-1.0,0.009727863,0.9727864,0.020386392,-72.2191,1.1007308,104,,100,-114.34237,0.34066018,0.86212444,-116.605934,148.2242,89.07631,0.48537844,2.0386393,0.004853784
[-0.172  0.791],10500,0.8586931,-123.03735511094332,4847.4768488407135,7.1825294,-87.58238,31.573786,171.32,97.2775,,3456162,16661.592,0.0057192664,-220.31487,0.4189424,-130.38118,-1.0,0.0050756796,0.5075679,0.026903888,-71.32512,13.922671,105,,100,-60.18028,0.57192665,0.8586931,-123.03735,148.98975,44.059185,0.01262566,2.690389,0.0001262566
[-0.055  0.811],10600,0.86351675,-118.56088442668319,4877.2682428359985,11.70716,-96.97557,32.92703,165.46,117.03806,,3472708,46357.668,0.011433824,-235.59895,0.4189424,-126.41419,-1.0,0.0065098368,0.65098375,0.0687257,-71.95661,8.541781,106,,100,-74.02326,1.1433823,0.86351675,-118.56089,163.64233,24.480335,0.0059160013,6.87257,5.916001e-05
[-0.049  0.846],10700,0.8678826,-107.99884463042021,4900.578550815582,46.285217,-99.75034,23.787561,151.65,86.18566,,3487873,33380.227,0.0071295593,-194.18451,0.4189424,-114.471664,-1.0,0.008670363,0.86703634,0.042804737,-61.299374,2.160517,107,,100,-90.236145,0.7129559,0.8678826,-107.99885,132.88513,59.660107,0.044548854,4.2804737,0.00044548852
[-0.13   0.856],10800,0.85840094,-109.75064549475908,4921.104398965836,17.539106,-99.86919,28.423557,153.81,107.42111,,3503254,63912.09,0.014138761,-217.17175,0.4189424,-116.98969,-1.0,0.007941824,0.79418254,0.092189044,-60.73028,5.701545,108,,100,-82.58383,1.413876,0.85840094,-109.750656,156.44147,23.984056,0.015825873,9.2189045,0.00015825873
[-0.189  0.829],10900,0.8651938,-118.1744466112554,4943.694359302521,20.116829,-120.70334,29.578037,165.48,107.866745,,3519802,76766.805,0.013922877,-226.0412,0.4189424,-125.70915,-1.0,0.009216496,0.9216497,0.1127068,-71.14406,4.9709625,109,,100,-103.90421,1.3922877,0.8651938,-118.17445,154.89714,30.468708,0.0027519702,11.27068,2.7519702e-05
[-0.158  0.858],11000,0.8613651,-108.87859887823463,4970.914279699326,5.912072,-91.175255,25.675299,153.07,69.75029,,3535109,17294.76,0.009589228,-178.62889,0.4189424,-114.83289,-1.0,0.0059958277,0.5995828,0.06863364,-71.03313,16.914543,110,,100,-66.686844,0.95892286,0.8613651,-108.8786,107.595764,28.107143,0.0070845317,6.863364,7.0845315e-05
[-0.073  0.819],11100,0.8640725,-119.8035690587759,4999.175723075867,5.3264446,-84.308304,28.646353,166.39,77.84702,,3551748,10595.421,0.005789184,-197.65059,0.4189424,-126.39193,-1.0,0.0045793788,0.45793793,0.031255387,-72.84607,18.77425,111,,100,-55.76145,0.5789184,0.8640725,-119.80357,124.80452,38.488712,0.004687044,3.1255388,4.687044e-05
[-0.057  0.777],11200,0.86584747,-128.6782031826675,5027.505340099335,12.141136,-109.37767,30.257875,179.02,102.6108,,3569650,40651.902,0.012169686,-231.289,0.4189424,-136.38785,-1.0,0.0068434407,0.68434405,0.094657384,-82.43953,8.236462,112,,100,-87.25161,1.2169687,0.86584747,-128.6782,148.84947,24.024893,0.010600623,9.465738,0.00010600623
[0.075 0.772],11300,0.8680854,-124.60394079595804,5052.475539445877,7.708668,-92.75175,29.503794,174.36,101.10902,,3587086,29753.416,0.008829734,-225.71295,0.4189424,-132.12772,-1.0,0.005659212,0.5659212,0.06830677,-73.29465,12.972409,113,,100,-65.65323,0.88297355,0.8680854,-124.603935,152.4183,29.117575,0.007151368,6.830677,7.151368e-05
[0.186 0.792],11400,0.8609224,-118.36294646024704,5078.582025051117,7.276341,-97.168655,29.906565,165.52,101.1662,,3603638,32271.44,0.009911044,-219.52914,0.4189424,-125.68059,-1.0,0.0062633483,0.62633497,0.06205346,-72.48059,13.743172,114,,100,-70.04086,0.99110425,0.8609224,-118.362946,147.04855,28.53923,0.008128713,6.205346,8.128713e-05
[0.107 0.761],11500,0.86122334,-133.75821930781007,5111.619904994965,21.311152,-129.94978,35.103107,186.72,169.29994,,3622310,150939.7,0.014413377,-303.05817,0.4189424,-143.86015,-1.0,0.008660314,0.86603135,0.114314646,-85.65585,4.692379,115,,100,-108.06706,1.4413378,0.86122334,-133.75821,217.40231,26.525887,0.037758514,11.431465,0.00037758512
[0.211 0.767],11600,0.8614883,-129.44371593311428,5138.430375814438,8.992182,-118.6489,32.895477,180.87,118.2521,,3640397,46735.535,0.00957733,-247.69582,0.4189424,-137.70026,-1.0,0.007200501,0.72005004,0.052731942,-83.88397,11.120771,116,,100,-91.11518,0.957733,0.8614883,-129.44373,163.81184,36.11222,0.00066728354,5.2731943,6.6728353e-06
[0.273 0.797],11700,0.86309206,-112.31357259348034,5163.684082508087,73.48971,-118.80349,31.936348,157.45,199.82233,,3656142,114617.266,0.006034625,-312.1359,0.4189424,-122.7181,-1.0,0.009925457,0.9925456,0.035720058,-73.299,1.3607347,117,,100,-106.66655,0.6034626,0.86309206,-112.31357,238.83688,73.010956,0.2033234,3.572006,0.0020332339
[0.227 0.806],11800,0.8544359,-118.29161634892225,5192.168752908707,7.763659,-92.66071,27.933695,164.64,82.40789,,3672606,22524.541,0.009492695,-200.69951,0.4189424,-124.98161,-1.0,0.006090799,0.6090799,0.049136456,-73.17955,12.880525,118,,100,-68.650734,0.9492696,0.8544359,-118.29162,127.51996,29.162872,0.0025477656,4.9136457,2.5477655e-05
[0.236 0.845],11900,0.8628832,-111.67127453669906,5218.1805164813995,83.36589,-113.5048,27.625444,156.09,87.52634,,3688215,40654.652,0.00492664,-199.19762,0.4189424,-118.3112,-1.0,0.009714775,0.97147745,0.03194119,-62.35087,1.1995313,119,,100,-106.23255,0.49266398,0.8628832,-111.67128,136.84674,79.54313,0.27465227,3.1941192,0.0027465227
[0.264 0.852],12000,0.8660847,-109.35690505295992,5244.67023897171,60.535423,-108.373665,26.122946,153.35,116.06868,,3703550,49349.945,0.007625039,-225.42558,0.4189424,-116.871086,-1.0,0.008964388,0.89643884,0.0602234,-61.813133,1.6519253,120,,100,-98.71589,0.7625039,0.8660847,-109.3569,163.61246,58.02123,0.10128359,6.0223403,0.0010128359
[0.308 0.837],12100,0.8625959,-111.59007444038987,5268.5239243507385,6.7907014,-91.961655,23.884144,156.48,59.349945,,3719198,20209.695,0.0099548325,-170.94002,0.4189424,-117.28807,-1.0,0.0067986916,0.67986923,0.044037152,-73.14598,14.726019,121,,100,-70.09586,0.9954833,0.8625959,-111.59008,97.79404,31.806993,0.0052472157,4.403715,5.2472154e-05
[0.246 0.876],12200,0.8600291,-105.30241336926818,5291.001321077347,15.559791,-107.192,28.290056,148.3,162.9496,,3734028,68106.06,0.009969655,-268.252,0.4189424,-114.24415,-1.0,0.0077113854,0.77113855,0.04393956,-61.67994,6.4268217,122,,100,-84.52365,0.9969655,0.8600291,-105.302414,206.57208,37.43274,0.005798594,4.393956,5.798594e-05
[0.317 0.844],12300,0.86608464,-114.2944217352569,5316.841224908829,18.838768,-112.23836,26.334347,160.23,81.21916,,3750051,49840.875,0.012660696,-195.51358,0.4189424,-120.81154,-1.0,0.009253869,0.9253867,0.07839373,-72.71434,5.3082027,123,,100,-97.22322,1.2660697,0.86608464,-114.294426,122.79924,34.820885,0.0008787751,7.8393726,8.787751e-06
[0.238 0.872],12400,0.8576747,-105.50959552749991,5342.4246706962585,22.648024,-101.274506,27.802502,147.79,121.27714,,3764830,54758.832,0.0126549415,-226.78674,0.4189424,-113.069145,-1.0,0.007975152,0.7975153,0.08529256,-62.115692,4.415396,124,,100,-85.389725,1.2654942,0.8576747,-105.5096,164.67105,28.425869,0.013905269,8.529257,0.00013905269
[0.218 0.841],12500,0.85734653,-115.1985795019567,5365.30354475975,22.100924,-97.70545,29.203432,161.07,86.654785,,3780937,85495.555,0.018792719,-201.85336,0.4189424,-121.927025,-1.0,0.008187003,0.81870025,0.18289025,-61.763718,4.524698,125,,100,-83.39315,1.8792719,0.85734653,-115.19858,140.08965,15.951471,0.038256373,18.289026,0.0003825637
[0.148 0.868],12600,0.86331093,-108.4725438696146,5389.293325662613,19.198208,-94.15679,27.508957,151.45,92.138664,,3796082,38486.26,0.012177183,-200.6112,0.4189424,-115.159584,-1.0,0.0076305163,0.76305175,0.07889862,-71.769,5.2088194,126,,100,-78.895065,1.2177184,0.86331093,-108.47254,128.84221,28.194855,0.011050901,7.8898625,0.00011050901
[0.171 0.9  ],12700,0.8642487,-100.98013536423444,5412.830169677734,61.420334,-92.99487,22.967907,141.91,68.0277,,3810273,25357.56,0.0060944753,-169.00784,0.4189424,-106.61373,-1.0,0.008761627,0.87616265,0.037394285,-62.965973,1.6281253,127,,100,-85.80652,0.60944754,0.8642487,-100.98013,106.04187,67.39265,0.13392337,3.7394285,0.0013392336
[0.241 0.901],12800,0.8545688,-102.54361115396023,5438.789188861847,95.39755,-107.39986,23.72592,143.85,61.2437,,3824658,27280.424,0.0023652609,-163.78731,0.4189424,-108.00319,-1.0,0.009900689,0.9900689,0.0198812,-61.781876,1.048245,128,,100,-101.810135,0.23652607,0.8545688,-102.54361,102.00543,94.60089,0.56292117,1.98812,0.0056292117
[0.258 0.904],12900,0.86506164,-104.84812753036618,5461.326814889908,16.146004,-92.460785,28.983366,146.76,94.45334,,3839334,30774.45,0.008751562,-199.30147,0.4189424,-111.4915,-1.0,0.0073388685,0.7338869,0.049139567,-61.819817,6.1934834,129,,100,-75.92759,0.87515616,0.86506164,-104.84814,137.48166,41.287453,0.04076992,4.9139566,0.00040769918
[0.128 0.901],13000,0.85627925,-102.42420547768474,5481.555515766144,9.576857,-96.06545,22.13224,143.63,59.54009,,3853697,28329.809,0.012727847,-161.9643,0.4189424,-107.82301,-1.0,0.00827213,0.827213,0.08003035,-69.7607,10.441839,130,,100,-78.61983,1.2727847,0.85627925,-102.42421,92.2036,29.696327,0.014270479,8.003036,0.00014270478
[0.101 0.941],13100,0.8680786,-101.63048111096025,5503.869389295578,40.026756,-101.042534,24.00799,142.14,89.9494,,3867911,41177.27,0.011261204,-191.57988,0.4189424,-108.01647,-1.0,0.00888953,0.88895303,0.07910434,-60.73633,2.498329,131,,100,-90.94876,1.1261203,0.8680786,-101.630486,130.84355,38.391144,0.04968201,7.9104342,0.0004968201
[0.096 0.915],13200,0.8628658,-102.62722833827138,5531.537040710449,8.016916,-82.75249,24.167917,144.26,65.70816,,3882337,15517.451,0.010184244,-168.33539,0.4189424,-108.23841,-1.0,0.0060919635,0.6091964,0.05618126,-62.59567,12.473624,132,,100,-62.934914,1.0184244,0.8628658,-102.62723,105.739716,26.3522,0.014626926,5.618126,0.00014626926
[0.032 0.881],13300,0.8593506,-108.69861055776477,5559.180986404419,89.92836,-115.55713,26.848446,151.99,125.435646,,3897536,56789.863,0.003574506,-234.13425,0.4189424,-116.50309,-1.0,0.0098629715,0.98629713,0.02319364,-71.16299,1.1119963,133,,100,-107.32721,0.3574506,0.8593506,-108.698616,162.97125,88.39029,0.38686323,2.319364,0.0038686323
[0.009 0.876],13400,0.8551357,-107.70063771396876,5584.407247066498,11.344771,-82.68613,27.775135,150.74,90.95212,,3912610,33365.348,0.011026967,-198.65276,0.4189424,-114.322395,-1.0,0.006551528,0.6551528,0.06516053,-70.84594,8.814633,134,,100,-63.026493,1.1026969,0.8551357,-107.700645,127.806816,26.090092,0.003182963,6.516053,3.182963e-05
[-0.064  0.911],13500,0.8591064,-104.46979309439659,5607.47168469429,8.966325,-72.157166,23.536758,147.19,97.14757,,3927329,14426.262,0.0060940203,-201.61736,0.4189424,-111.19037,-1.0,0.004863577,0.48635766,0.041311197,-71.79729,11.152842,135,,100,-49.713203,0.60940206,0.8591064,-104.469795,129.82007,38.910686,0.010791655,4.1311197,0.000107916545
[-0.179  0.939],13600,0.85242295,-102.88990926012397,5626.8442277908325,8.12083,-79.91529,26.832462,144.1,91.321846,,3941739,20844.027,0.008333081,-194.21176,0.4189424,-109.36363,-1.0,0.005794106,0.5794106,0.051792677,-59.80925,12.314013,136,,100,-57.198128,0.83330816,0.85242295,-102.8899,134.40251,32.590073,0.005137213,5.179268,5.1372128e-05
[-0.257  0.907],13700,0.8654436,-106.09598939657211,5651.744780778885,16.527094,-106.83392,23.503593,148.24,59.240513,,3956563,27085.023,0.012043994,-165.3365,0.4189424,-111.60719,-1.0,0.008823702,0.88237023,0.06186993,-70.747635,6.0506706,137,,100,-93.277374,1.2043995,0.8654436,-106.095985,94.58887,34.92701,0.02474128,6.186993,0.0002474128
[-0.183  0.876],13800,0.8635998,-112.1196872921288,5680.517417430878,13.150666,-89.726326,30.09302,156.16,126.69614,,3972179,57878.516,0.013878751,-238.81583,0.4189424,-120.08021,-1.0,0.0062787016,0.62787014,0.12755436,-71.63364,7.6041775,138,,100,-67.774635,1.3878751,0.8635998,-112.11969,167.18219,16.98922,0.014369503,12.755436,0.00014369503
[-0.069  0.852],13900,0.865443,-112.99584404721855,5707.713556528091,10.893774,-108.52054,27.481129,158.74,104.39854,,3988053,28625.865,0.010655806,-217.39438,0.4189424,-120.24232,-1.0,0.006795343,0.67953444,0.07713533,-61.538723,9.179555,139,,100,-86.565315,1.0655807,0.865443,-112.99584,155.85565,28.910515,0.013455174,7.7135334,0.00013455174
[-0.174  0.832],14000,0.8633604,-116.06216958865524,5734.280150651932,21.150295,-106.36966,31.279827,162.15,112.9942,,4004268,48736.02,0.01357102,-229.05637,0.4189424,-123.69737,-1.0,0.007755411,0.77554107,0.13019364,-61.268795,4.7280664,140,,100,-89.76756,1.3571019,0.8633604,-116.06216,167.78757,24.617981,0.023507208,13.019363,0.00023507208
[-0.181  0.862],14100,0.8636917,-110.41129973769188,5758.185341358185,8.377956,-96.78241,26.978266,154.95,97.37478,,4019763,37551.9,0.010489315,-207.78607,0.4189424,-117.3375,-1.0,0.0071487105,0.71487117,0.06389571,-61.618378,11.936085,141,,100,-72.853325,1.0489315,0.8636917,-110.4113,146.1677,31.716091,0.0073736003,6.389571,7.3736e-05
