Weights,EpisodesSoFar,ReturnStepMaxmin,EpRewMean,TimeElapsed,ESSRenyi,Bound,InitialReturnStd,EpLenMean,OptimizationReturnMean,LearnableVariance,TimestepsSoFar,J_sample_variance,StdIWNorm,InitialReturnMin,MeanEntropy,InitialBound,VarianceInit,MeanIWNorm,MeanIW,MaxIWNorm,InitialReturnMax,EmpiricalD2,Iteration,OptimizationReturnMin,EpThisIter,ReturnMeanIW,StdIW,ReturnStepMax,InitialReturnMean,OptimizationReturnMax,ESSClassic,MinIW,MaxIW,MinIWNorm
[-0.736  1.079],21400,0.8620293,-89.89572299540043,7175.799334526062,10.118598,-73.47266,18.617579,127.17,44.211117,,4975193,12017.961,0.012263876,-134.10684,0.4189424,-94.36595,-1.0,0.00672389,0.672389,0.09664439,-59.042744,9.882792,214,,100,-59.41964,1.2263877,0.8620293,-89.89572,75.0641,23.11227,0.013367888,9.664439,0.00013367887
[-0.879  1.07 ],21500,0.86391664,-91.68562771245837,7196.97576212883,11.446813,-83.76145,18.242294,129.8,66.077156,,4988173,31469.904,0.015023923,-157.76279,0.4189424,-96.94439,-1.0,0.00787555,0.7875551,0.12961923,-58.304745,8.736056,215,,100,-68.21823,1.5023922,0.86391664,-91.68564,99.45804,21.555489,0.009673088,12.961923,9.673087e-05
[-0.823  1.103],21600,0.8570149,-91.83509585440159,7219.045193910599,7.9154277,-74.233635,20.647339,129.79,78.41306,,5001152,13673.637,0.008347037,-170.24815,0.4189424,-97.51003,-1.0,0.005785493,0.5785493,0.04537731,-58.315876,12.633556,216,,100,-54.062794,0.8347037,0.8570149,-91.8351,111.93228,32.451344,0.0008505014,4.537731,8.505014e-06
[-0.944  1.134],21700,0.86316764,-91.47987005054951,7242.368311405182,8.1065855,-67.64142,20.768404,128.79,61.393085,,5014031,13380.521,0.009534869,-152.87296,0.4189424,-96.57564,-1.0,0.0056853043,0.56853044,0.06680563,-58.050674,12.3356495,217,,100,-49.744003,0.953487,0.86316764,-91.47987,94.82228,26.228191,0.0045777964,6.680563,4.5777964e-05
[-1.093  1.157],21800,0.8610246,-91.96531914085149,7265.2748346328735,5.3132896,-68.25256,19.223675,131.08,51.17378,,5027139,7262.6772,0.007967134,-143.1391,0.4189424,-96.736626,-1.0,0.005115087,0.5115087,0.051552635,-59.17932,18.820732,218,,100,-47.553276,0.79671335,0.8610246,-91.965324,83.95978,29.188211,0.0056729517,5.1552634,5.6729517e-05
[-1.164  1.121],21900,0.8615563,-93.87489507302642,7286.165380954742,7.9095716,-68.21306,21.512165,132.64,88.40952,,5040403,12757.911,0.006423475,-182.28442,0.4189424,-99.95104,-1.0,0.0051301997,0.51302,0.03889588,-58.73475,12.64291,219,,100,-46.60818,0.6423475,0.8615563,-93.87489,123.549675,38.944893,0.005316156,3.8895879,5.316156e-05
[-1.324  1.127],22000,0.86244243,-96.30014344915747,7310.856125354767,70.23895,-96.067604,20.127783,136.21,55.922726,,5054024,22102.77,0.0052237483,-152.22287,0.4189424,-101.374245,-1.0,0.009427028,0.9427029,0.029381985,-58.203884,1.4237114,220,,100,-90.01322,0.52237487,0.86244243,-96.30014,94.01898,76.507935,0.19630739,2.9381986,0.0019630739
[-1.267  1.119],22100,0.86831504,-98.59318589165807,7333.373877286911,10.384467,-65.2863,21.244389,140.01,91.65532,,5068025,14731.422,0.0076114237,-190.2485,0.4189424,-104.93479,-1.0,0.0049109017,0.49109024,0.052273452,-67.63243,9.629767,221,,100,-45.60708,0.7611424,0.86831504,-98.593185,122.61607,29.392748,0.00588219,5.2273455,5.88219e-05
[-1.139  1.132],22200,0.86016774,-92.63584137007594,7355.037358045578,13.8206415,-87.74964,23.01569,130.82,75.0324,,5081107,29214.303,0.01325617,-167.66824,0.4189424,-98.224785,-1.0,0.0079928115,0.7992812,0.10771408,-56.93718,7.235554,222,,100,-72.71596,1.325617,0.86016774,-92.63585,110.731064,26.661972,0.013192744,10.771408,0.00013192743
[-1.108  1.166],22300,0.8625027,-90.91451600492,7377.890149116516,5.284017,-78.0428,20.324404,129.44,47.71877,,5094051,10107.904,0.010263206,-138.63329,0.4189424,-95.53562,-1.0,0.0062173475,0.62173474,0.06960306,-58.331543,18.924995,223,,100,-57.93965,1.0263206,0.8625027,-90.91452,80.30174,26.846119,0.0045352676,6.960306,4.5352674e-05
[-1.149  1.126],22400,0.86164767,-95.14788542687893,7399.689610958099,7.1524887,-70.98303,20.61163,134.35,61.64853,,5107486,12578.987,0.009226074,-156.79642,0.4189424,-100.37443,-1.0,0.005585477,0.55854774,0.08131709,-57.71751,13.981148,224,,100,-51.440254,0.9226073,0.86164767,-95.14789,99.0789,26.820923,0.006509535,8.131709,6.509535e-05
[-0.987  1.12 ],22500,0.86315334,-92.88343261957169,7417.738294363022,94.860916,-98.17958,21.594149,131.45,84.973595,,5120631,32007.988,0.0023837285,-177.85703,0.4189424,-98.81199,-1.0,0.009881621,0.98816216,0.019521028,-58.808624,1.0541749,225,,100,-92.092545,0.23837286,0.86315334,-92.88344,119.0484,94.50087,0.5475344,1.9521028,0.005475344
[-1.011  1.122],22600,0.8680849,-89.27556455597282,7433.336329698563,9.4292755,-85.82786,18.527023,126.4,54.754417,,5133271,17073.16,0.010668112,-144.02998,0.4189424,-94.07656,-1.0,0.007863189,0.7863189,0.055688124,-58.917,10.6052685,226,,100,-70.193054,1.0668112,0.8680849,-89.27557,85.11298,35.20287,0.0036463297,5.5688124,3.6463298e-05
[-1.012  1.083],22700,0.8610416,-96.22418491572142,7452.122080564499,6.710906,-78.58012,19.668627,136.92,55.718075,,5146963,16141.906,0.01028649,-151.94226,0.4189424,-101.28893,-1.0,0.0066615106,0.666151,0.05426791,-59.857803,14.901117,227,,100,-59.029217,1.0286491,0.8610416,-96.22418,92.08446,29.546858,0.0053808093,5.426791,5.3808093e-05
[-0.909  1.11 ],22800,0.8601277,-88.10495511382818,7474.786203384399,66.17651,-90.72127,17.343704,125.49,59.431347,,5159512,22938.533,0.0071760574,-147.5363,0.4189424,-93.02283,-1.0,0.009673226,0.9673225,0.04560371,-57.783722,1.5111102,228,,100,-84.67586,0.7176058,0.8601277,-88.10496,89.75258,64.50207,0.20788464,4.5603714,0.0020788463
[-0.872  1.094],22900,0.8542251,-91.3116073308885,7495.678272008896,27.420832,-86.810776,18.601933,129.31,56.96709,,5172443,27384.42,0.013314922,-148.2787,0.4189424,-96.254234,-1.0,0.009004925,0.90049255,0.097401276,-58.95243,3.6468625,229,,100,-77.37196,1.3314923,0.8542251,-91.311615,89.32627,31.384,0.029750764,9.740128,0.00029750765
[-0.776  1.108],23000,0.861338,-91.5315402635932,7517.563254356384,61.461903,-94.07693,21.689842,128.88,69.74556,,5185331,27733.82,0.0076758177,-161.2771,0.4189424,-96.90744,-1.0,0.00951931,0.951931,0.05795697,-59.45015,1.6270242,230,,100,-87.2197,0.76758176,0.861338,-91.53154,101.82695,60.599186,0.14846043,5.795697,0.0014846043
[-0.713  1.115],23100,0.86363894,-90.53472909152508,7536.094962120056,8.830015,-80.40252,20.142204,127.36,59.78265,,5198067,15968.504,0.01137951,-150.31738,0.4189424,-95.54531,-1.0,0.0069393814,0.69393814,0.070889205,-59.949436,11.325009,231,,100,-63.54059,1.1379509,0.86363894,-90.53471,90.36795,27.106947,0.011596983,7.0889206,0.00011596983
[-0.646  1.075],23200,0.86754847,-94.09094482928515,7558.444132089615,7.800402,-80.47488,21.466694,133.05,82.966194,,5211372,24623.32,0.0102146175,-177.05714,0.4189424,-99.99284,-1.0,0.006739989,0.67399895,0.061047744,-58.806107,12.819852,232,,100,-59.343212,1.0214617,0.86754847,-94.09095,118.25104,30.332315,0.004984786,6.1047745,4.984786e-05
[-0.621  1.114],23300,0.8659415,-89.62789630234242,7580.042835712433,95.74168,-94.10147,17.766138,126.91,58.24595,,5224063,22330.197,0.0022244144,-147.87384,0.4189424,-94.55703,-1.0,0.00994115,0.9941151,0.01624586,-58.76763,1.0444772,233,,100,-89.06392,0.22244142,0.8659415,-89.6279,89.10621,95.23197,0.56058306,1.6245861,0.0056058303
[-0.63   1.119],23400,0.86105853,-86.25891158759595,7598.197823762894,20.16422,-85.46001,18.440071,121.9,60.852814,,5236253,24067.506,0.0114291,-147.11172,0.4189424,-91.162636,-1.0,0.009015432,0.9015432,0.06301774,-59.121437,4.959279,234,,100,-74.53969,1.1429101,0.86105853,-86.2589,87.99029,38.35635,0.011895571,6.301774,0.00011895571
[-0.544  1.142],23500,0.8646711,-87.49043727234006,7615.920334339142,34.149826,-86.26319,19.433144,123.7,58.00251,,5248623,21934.646,0.011828209,-145.49295,0.4189424,-92.3402,-1.0,0.008978143,0.8978144,0.095377155,-49.733437,2.9282725,235,,100,-77.96418,1.1828209,0.8646711,-87.49043,95.759514,36.554237,0.031535152,9.537716,0.00031535153
[-0.469  1.16 ],23600,0.859606,-85.90230362802744,7634.079860210419,7.3788753,-73.75806,20.124422,121.28,86.29871,,5260751,19226.072,0.008829936,-172.201,0.4189424,-91.642334,-1.0,0.006395249,0.639525,0.04192877,-58.527225,13.552201,236,,100,-52.62709,0.88299364,0.859606,-85.902306,113.67378,34.407547,0.0014348483,4.192877,1.4348482e-05
[-0.5    1.204],23700,0.8670911,-86.67492560580372,7655.0876750946045,24.374584,-87.29043,22.385267,122.98,109.620636,,5273049,43739.88,0.011124504,-196.29556,0.4189424,-93.21811,-1.0,0.008478868,0.84788674,0.06593099,-49.870056,4.102634,237,,100,-74.03723,1.1124505,0.8670911,-86.67492,146.4255,36.745594,0.029254466,6.593099,0.00029254466
[-0.497  1.172],23800,0.85960174,-82.00396426454186,7675.659173250198,6.734208,-62.896687,16.9643,116.6,72.80485,,5284709,9954.244,0.0067721256,-154.8088,0.4189424,-87.16426,-1.0,0.005300249,0.5300249,0.03703665,-59.063583,14.849556,238,,100,-43.011433,0.67721254,0.85960174,-82.00397,95.745224,37.98648,0.0042618713,3.7036653,4.261871e-05
[-0.508  1.128],23900,0.8661001,-85.83216204315424,7696.421119689941,6.0256767,-69.88966,17.937017,121.36,55.924538,,5296845,9062.852,0.009766508,-141.7567,0.4189424,-90.55737,-1.0,0.005745538,0.57455385,0.066289894,-59.100006,16.595646,239,,100,-50.640167,0.97665083,0.8661001,-85.83217,82.65669,25.710487,0.0121800415,6.6289897,0.00012180041
[-0.531  1.084],24000,0.8606503,-90.4830377060175,7717.361607789993,83.44386,-93.027374,17.753204,128.52,41.659542,,5309697,17585.697,0.005074953,-132.14258,0.4189424,-94.887794,-1.0,0.00974845,0.974845,0.042125337,-59.584602,1.1984105,240,,100,-88.20541,0.50749534,0.8606503,-90.48304,72.557976,78.67729,0.29862478,4.212534,0.002986248
[-0.535  1.096],24100,0.86449605,-91.00035331472755,7736.11167550087,8.302293,-73.88949,22.143076,128.58,71.11751,,5322555,14317.508,0.008773899,-162.11786,0.4189424,-96.40428,-1.0,0.0061106943,0.61106944,0.04880943,-59.79866,12.044866,241,,100,-55.13477,0.8773899,0.86449605,-91.00035,102.3192,32.662674,0.013631213,4.8809433,0.00013631213
[-0.471  1.055],24200,0.86360407,-88.6356205110252,7757.258616685867,15.229037,-82.32085,17.584051,125.18,43.185604,,5335073,16791.436,0.012342259,-131.82123,0.4189424,-93.02966,-1.0,0.008287671,0.82876706,0.09554922,-59.785408,6.5664034,242,,100,-71.06112,1.2342259,0.86360407,-88.63561,72.03582,31.077028,0.008408694,9.554922,8.408693e-05
[-0.607  1.072],24300,0.85392964,-92.23204486534,7777.702784538269,8.033211,-72.409775,18.76741,130.47,53.88154,,5348120,12559.974,0.0107261045,-146.11359,0.4189424,-97.10249,-1.0,0.0061662425,0.61662424,0.056478303,-60.054836,12.448322,243,,100,-55.225754,1.0726104,0.85392964,-92.23204,86.05875,24.839674,0.0020842822,5.6478305,2.0842821e-05
[-0.766  1.076],24400,0.8661338,-93.85378922209144,7797.775069952011,8.649888,-92.984344,20.358679,132.12,61.559864,,5361332,15921.49,0.012555445,-155.41365,0.4189424,-99.03424,-1.0,0.0073748785,0.73748785,0.10826666,-59.979744,11.560843,244,,100,-75.370155,1.2555443,0.8661338,-93.8538,95.43391,25.651722,0.00049383275,10.826666,4.9383275e-06
[-0.755  1.035],24500,0.8613042,-95.75670538976789,7818.948504209518,52.623116,-96.13432,26.817266,135.09,146.71425,,5374841,60498.773,0.0076422044,-242.47095,0.4189424,-103.839066,-1.0,0.008891482,0.8891482,0.038964473,-59.296623,1.9003055,245,,100,-84.99265,0.7642204,0.8613042,-95.7567,183.17432,57.513054,0.08825682,3.8964474,0.0008825682
[-0.836  1.042],24600,0.8555788,-95.0632339155674,7839.282641172409,24.109596,-92.21959,20.739395,133.91,69.27437,,5388232,35597.78,0.013030123,-164.3376,0.4189424,-100.54115,-1.0,0.009149491,0.91494906,0.08858766,-58.891647,4.147726,246,,100,-81.06328,1.3030124,0.8555788,-95.06323,105.44595,33.0233,0.017663468,8.858766,0.00017663467
[-0.83   1.072],24700,0.8645332,-94.29643024027348,7858.395896196365,63.19832,-92.9639,23.274376,133.57,66.004974,,5401589,25906.908,0.006791175,-160.3014,0.4189424,-99.63981,-1.0,0.009351821,0.93518203,0.042252045,-58.799465,1.5823206,247,,100,-86.24244,0.6791175,0.8645332,-94.29643,101.50194,65.47295,0.1518532,4.2252045,0.001518532
[-0.894  1.081],24800,0.86838883,-93.53723304286599,7880.779863357544,60.77454,-97.84472,20.7981,132.15,70.227196,,5414804,27925.965,0.0074584023,-163.76443,0.4189424,-98.99604,-1.0,0.009609003,0.96090025,0.050365523,-58.700573,1.6454259,248,,100,-90.84247,0.7458402,0.86838883,-93.53724,105.06386,62.403683,0.18341203,5.0365524,0.0018341203
[-0.902  1.064],24900,0.85741496,-94.83516063302756,7901.095461368561,9.466932,-88.31387,19.989305,133.89,62.349243,,5428193,21552.27,0.012793225,-157.1844,0.4189424,-100.074646,-1.0,0.0075420956,0.7542096,0.084421806,-58.102097,10.563084,249,,100,-71.285095,1.2793225,0.85741496,-94.83516,99.082306,25.791548,0.0026389551,8.442181,2.638955e-05
[-0.785  1.034],25000,0.85901093,-93.52989330768585,7919.363695859909,7.6196294,-86.00993,21.030972,131.8,79.17419,,5441373,21142.914,0.010019593,-172.70409,0.4189424,-99.2867,-1.0,0.0069019673,0.69019675,0.060935695,-58.05448,13.123998,250,,100,-65.15473,1.0019592,0.85901093,-93.52989,114.649605,32.180878,0.0053333146,6.0935698,5.3333144e-05
[-0.742  0.993],25100,0.86314386,-100.45646922752262,7937.718477487564,5.5919895,-80.35866,24.438988,140.67,80.57079,,5455440,13063.119,0.0071315505,-181.02727,0.4189424,-106.49071,-1.0,0.0054066856,0.5406686,0.03329334,-60.04782,17.882723,251,,100,-54.84107,0.71315503,0.86314386,-100.45647,120.97945,36.498688,0.004894113,3.3293343,4.8941132e-05
[-0.796  0.955],25200,0.8611396,-103.84183152154088,7957.10499048233,63.162018,-103.287636,24.83685,146.31,87.728165,,5470071,42892.19,0.008014565,-191.57,0.4189424,-110.22749,-1.0,0.009715522,0.97155213,0.048661154,-59.995613,1.58323,252,,100,-95.25278,0.8014566,0.8611396,-103.84182,131.5744,59.506123,0.08131673,4.8661156,0.0008131673
[-0.745  0.964],25300,0.86288774,-101.77125304207206,7975.340506315231,44.97428,-98.1658,23.511286,142.95,83.4305,,5484366,31194.283,0.007221801,-185.20175,0.4189424,-107.94464,-1.0,0.008805516,0.8805517,0.036545716,-58.976128,2.223493,253,,100,-88.96043,0.7221801,0.86288774,-101.77125,126.225624,59.785805,0.08747491,3.6545718,0.0008747491
[-0.835  0.968],25400,0.8613721,-101.67974035546183,7994.509813308716,19.12158,-99.73631,23.543497,143.7,94.48651,,5498736,55418.79,0.014444857,-196.16626,0.4189424,-108.21861,-1.0,0.008600024,0.86000234,0.12756695,-59.85911,5.2296934,254,,100,-84.782875,1.4444859,0.8613721,-101.67975,136.30714,26.170078,0.024956537,12.756696,0.00024956538
[-0.853  1.   ],25500,0.8583939,-98.78387720823288,8008.441262960434,8.921065,-88.29518,21.456518,139.16,70.66526,,5512652,26969.709,0.011082249,-169.44914,0.4189424,-104.43218,-1.0,0.0076639997,0.7664,0.059529133,-68.39296,11.209423,255,,100,-69.384384,1.1082249,0.8583939,-98.783875,101.05618,32.35245,0.0046365266,5.9529133,4.6365265e-05
[-0.854  1.039],25600,0.86456347,-98.63463075906039,8022.686740636826,99.92014,-104.01052,22.347864,138.74,62.834164,,5526526,26858.07,0.0002943489,-161.4688,0.4189424,-104.01692,-1.0,0.010001936,1.0001936,0.010768605,-59.30213,1.0007992,256,,100,-98.626076,0.029434884,0.86456347,-98.63463,102.166664,99.91347,0.9330348,1.0768605,0.009330347
[-0.854  1.04 ],25700,0.8568318,-95.98479122489691,8036.932101011276,14.667575,-90.868195,22.705795,135.24,86.30085,,5540050,40598.605,0.012716898,-182.28564,0.4189424,-102.060974,-1.0,0.008507314,0.8507314,0.075335726,-59.016632,6.8177595,257,,100,-75.002754,1.2716899,0.8568318,-95.984795,123.26901,30.916815,0.014202777,7.5335727,0.00014202777
[-0.913  1.074],25800,0.8604207,-92.1546874628961,8051.2637774944305,19.774746,-79.39241,20.376383,130.59,59.78967,,5553109,19545.709,0.011080889,-151.94435,0.4189424,-97.219505,-1.0,0.007682467,0.7682467,0.070265695,-58.718597,5.056955,258,,100,-68.00282,1.1080889,0.8604207,-92.154686,93.22575,32.463264,0.00822898,7.02657,8.22898e-05
[-0.981  1.104],25900,0.8642708,-93.52331058129668,8065.823270082474,10.669843,-74.11522,20.37673,131.9,74.161644,,5566299,27848.55,0.013160454,-167.68495,0.4189424,-99.11281,-1.0,0.0064480137,0.6448014,0.11442871,-58.300186,9.37221,259,,100,-57.003494,1.3160456,0.8642708,-93.5233,109.384766,19.35839,0.008935728,11.442871,8.935728e-05
[-0.971  1.142],26000,0.8621339,-91.64959711179137,8080.595282316208,19.412912,-81.207405,21.075235,129.43,64.872116,,5579242,18914.193,0.010562135,-156.52171,0.4189424,-96.86699,-1.0,0.0075832796,0.75832796,0.07776326,-59.622696,5.151211,260,,100,-69.36587,1.0562135,0.8621339,-91.6496,96.89902,34.014248,0.013076458,7.776326,0.00013076457
[-1.062  1.17 ],26100,0.8643093,-90.48438927695155,8096.4538378715515,63.200928,-90.47819,19.231844,127.99,53.480778,,5592041,20830.338,0.0073465733,-143.96516,0.4189424,-95.283226,-1.0,0.009509518,0.95095176,0.04621454,-57.693817,1.5822552,261,,100,-84.44183,0.7346573,0.8643093,-90.4844,86.27135,62.62397,0.14097866,4.6214542,0.0014097866
[-1.051  1.187],26200,0.8692305,-87.705679500103,8113.088622331619,12.929289,-69.69715,19.425001,123.77,65.07191,,5604418,15099.805,0.008770899,-152.77759,0.4189424,-92.79826,-1.0,0.006650406,0.6650406,0.055397246,-58.626823,7.7343774,262,,100,-55.534286,0.8770899,0.8692305,-87.70568,94.150764,36.50475,0.00728543,5.539725,7.28543e-05
[-0.907  1.172],26300,0.8642559,-86.1044573417306,8130.209191322327,9.741314,-77.58159,19.102198,121.78,66.07322,,5616596,22609.773,0.012399846,-152.17767,0.4189424,-91.17704,-1.0,0.00746723,0.746723,0.085186906,-49.880142,10.265555,263,,100,-61.32906,1.2399845,0.8642559,-86.10446,102.29753,26.613527,0.0019917847,8.518691,1.9917847e-05
[-0.904  1.212],26400,0.866312,-87.42829178839922,8147.683980226517,11.508738,-78.798065,18.098185,124.1,49.118874,,5629006,15792.856,0.011899209,-136.54716,0.4189424,-91.97986,-1.0,0.007661745,0.76617455,0.07874697,-49.31687,8.689051,264,,100,-65.38131,1.1899209,0.866312,-87.42829,87.23029,29.308163,0.011781272,7.8746967,0.00011781271
[-0.8    1.236],26500,0.8619821,-85.5314187116921,8166.43931388855,82.865585,-88.89193,18.150246,121.24,77.799545,,5641130,27912.852,0.0047610174,-163.33096,0.4189424,-90.975784,-1.0,0.009834393,0.9834392,0.034783337,-49.380577,1.2067736,265,,100,-82.91112,0.47610176,0.8619821,-85.53142,113.950386,81.01288,0.31596327,3.478334,0.0031596327
[-0.811  1.247],26600,0.85603154,-82.06353091672062,8182.574884176254,9.318568,-70.69112,17.205397,116.36,58.22128,,5652766,15511.333,0.011643746,-140.2848,0.4189424,-86.73969,-1.0,0.0069015855,0.69015855,0.062474437,-58.877518,10.731262,266,,100,-55.372665,1.1643746,0.85603154,-82.06354,81.40729,25.998701,0.01044432,6.2474437,0.0001044432
[-0.955  1.233],26700,0.86196023,-84.92917305588722,8199.366564750671,90.82399,-87.77293,16.795467,120.41,50.97207,,5664807,18673.635,0.0030846186,-135.90125,0.4189424,-89.45922,-1.0,0.009847648,0.9847649,0.017921116,-58.694996,1.1010307,267,,100,-83.019554,0.30846184,0.86196023,-84.92917,77.20625,91.06508,0.28556573,1.7921116,0.0028556574
[-0.921  1.231],26800,0.85722876,-87.05351400375366,8216.781138658524,20.054129,-85.16806,19.56437,123.11,86.89265,,5677118,35806.78,0.012013635,-173.94617,0.4189424,-92.85171,-1.0,0.0084515605,0.8451562,0.07686766,-57.81538,4.9865046,268,,100,-72.22039,1.2013634,0.85722876,-87.05351,116.13078,33.106285,0.02000038,7.6867666,0.0002000038
[-0.826  1.204],26900,0.8624416,-89.63434316828847,8236.397945165634,9.105178,-78.736305,20.061373,126.86,56.357834,,5689804,14494.756,0.01025619,-145.99217,0.4189424,-94.50075,-1.0,0.0071348147,0.71348155,0.05490978,-48.993958,10.982761,269,,100,-62.608913,1.025619,0.8624416,-89.634346,96.998215,32.611927,0.0019502447,5.4909782,1.9502446e-05
[-0.798  1.242],27000,0.86558044,-84.07250951349735,8255.23449754715,8.203985,-65.76335,16.544334,118.64,60.268696,,5701668,11846.859,0.009560946,-144.3412,0.4189424,-88.88387,-1.0,0.006083208,0.60832083,0.066996,-59.713593,12.189198,270,,100,-48.965385,0.9560947,0.86558044,-84.07251,84.62761,28.81658,0.0077008647,6.6996,7.700865e-05
[-0.695  1.204],27100,0.8627879,-87.70089617282152,8273.188143968582,7.9891086,-69.53454,18.106178,124.09,55.323532,,5714077,13049.918,0.010207741,-143.02443,0.4189424,-92.468376,-1.0,0.006326126,0.6326126,0.07661868,-49.091606,12.517041,271,,100,-52.66746,1.020774,0.8627879,-87.7009,93.93282,27.7496,0.0049405675,7.661868,4.9405673e-05
[-0.741  1.246],27200,0.8661622,-82.93362460747362,8292.732862234116,8.4288,-69.09331,17.10042,118.17,50.68788,,5725894,10029.6,0.009416062,-133.6215,0.4189424,-87.38767,-1.0,0.0065067126,0.65067124,0.055054884,-58.9954,11.864086,272,,100,-53.75165,0.9416063,0.8661622,-82.93363,74.62611,32.318657,0.004483653,5.5054884,4.483653e-05
[-0.585  1.253],27300,0.8633002,-83.17000462904572,8313.973765850067,8.614782,-61.92192,18.69305,118.24,60.5331,,5737718,11066.439,0.009530026,-143.70311,0.4189424,-87.9601,-1.0,0.005616523,0.5616523,0.06542203,-50.52386,11.607954,273,,100,-45.601826,0.95300275,0.8633002,-83.17,93.179245,25.779331,0.0014355634,6.542203,1.4355634e-05
[-0.547  1.21 ],27400,0.85837656,-83.83194301962853,8332.696236610413,11.464385,-78.34773,18.454544,119.04,85.14014,,5749622,36440.812,0.013345784,-168.97208,0.4189424,-89.46434,-1.0,0.0077553033,0.77553034,0.10998579,-50.36266,8.722666,274,,100,-61.712902,1.3345784,0.85837656,-83.83193,118.60942,25.243877,0.00805897,10.998579,8.05897e-05
[-0.68   1.195],27500,0.8678636,-84.82336758583784,8350.883611917496,14.898322,-71.263985,22.064331,120.25,119.667336,,5761647,27138.842,0.007815407,-204.49069,0.4189424,-91.639725,-1.0,0.00647723,0.647723,0.051018957,-49.288467,6.7121654,275,,100,-53.60427,0.7815407,0.8678636,-84.82337,155.20222,40.718662,0.013401534,5.101896,0.00013401534
[-0.64   1.158],27600,0.86341226,-84.44639516934753,8372.160686731339,16.769367,-83.08487,18.319233,119.96,58.602787,,5773643,24666.64,0.013538494,-143.04918,0.4189424,-89.2147,-1.0,0.00894114,0.8941139,0.09656892,-50.048866,5.9632545,276,,100,-71.44077,1.3538494,0.86341226,-84.446396,93.00031,30.369833,0.0075557344,9.656892,7.555734e-05
[-0.6    1.191],27700,0.86489177,-83.80340507104992,8388.772876739502,10.926678,-77.29192,15.701583,118.97,58.86119,,5785540,15386.217,0.011913854,-142.6646,0.4189424,-88.55889,-1.0,0.007327107,0.7327107,0.07013761,-59.07486,9.151913,277,,100,-62.905563,1.1913854,0.86489177,-83.803406,83.58974,27.443378,0.01066782,7.013761,0.0001066782
[-0.59   1.151],27800,0.86096776,-88.05770176589489,8407.992503404617,59.38906,-81.24333,21.196707,124.22,69.9293,,5797962,19757.537,0.005207505,-157.987,0.4189424,-93.32393,-1.0,0.008468486,0.8468486,0.025802221,-49.56384,1.6838118,278,,100,-74.409775,0.5207505,0.86096776,-88.05771,108.42316,72.56179,0.16972505,2.5802221,0.0016972504
[-0.513  1.147],27900,0.8669881,-83.91081801056862,8427.017527103424,5.3044906,-61.104862,16.049955,119.34,41.849945,,5809896,4857.9976,0.0076859402,-125.760765,0.4189424,-88.10284,-1.0,0.0050243074,0.50243074,0.052581858,-59.58558,18.851952,279,,100,-42.903576,0.768594,0.8669881,-83.91082,66.175186,29.938877,0.004172862,5.258186,4.172862e-05
[-0.533  1.193],28000,0.8572991,-83.73123452067375,8447.471044301987,7.8452396,-68.988976,20.02626,118.38,55.635574,,5821734,11282.713,0.009848325,-139.3668,0.4189424,-88.3768,-1.0,0.0063269758,0.6326976,0.06599376,-48.92357,12.746583,280,,100,-52.403233,0.98483247,0.8572991,-83.73123,90.44324,29.215143,0.0068242634,6.5993767,6.824263e-05
[-0.691  1.215],28100,0.86257744,-87.30593552306294,8465.830425739288,16.569418,-78.180176,18.060963,122.27,64.08509,,5833961,18319.623,0.0111670885,-151.39102,0.4189424,-92.352295,-1.0,0.007462786,0.7462786,0.059053764,-59.190643,6.035215,281,,100,-65.78293,1.1167088,0.86257744,-87.30594,92.20038,30.872562,0.009707192,5.9053764,9.707192e-05
[-0.835  1.223],28200,0.8629052,-85.96404150903226,8482.175622463226,95.76295,-90.54559,19.129957,121.74,74.33731,,5846135,26009.395,0.002358787,-160.30136,0.4189424,-91.30742,-1.0,0.009880904,0.98809046,0.02051523,-58.312393,1.0442452,282,,100,-85.08528,0.23587869,0.8629052,-85.96404,101.98897,94.60844,0.5859576,2.051523,0.0058595757
[-0.85   1.228],28300,0.8665744,-85.93759012922645,8497.473618507385,10.410132,-80.10404,18.560104,121.77,70.44843,,5858312,26192.459,0.013612371,-156.38602,0.4189424,-91.15045,-1.0,0.0077685826,0.7768584,0.09521695,-58.568542,9.606026,283,,100,-63.947495,1.361237,0.8665744,-85.9376,97.817474,24.568085,0.010283509,9.521695,0.00010283509
[-0.775  1.26 ],28400,0.8658049,-80.56534108445048,8512.082405805588,28.454494,-78.46587,17.577194,114.12,63.79318,,5869724,21115.762,0.01270063,-144.35852,0.4189424,-85.37729,-1.0,0.008449115,0.8449116,0.09303246,-49.834335,3.5143833,284,,100,-69.44506,1.2700629,0.8658049,-80.56534,94.524185,30.678785,0.050033364,9.303246,0.0005003336
[-0.801  1.231],28500,0.8681062,-85.3998519796133,8527.477988004684,37.99195,-83.59935,19.155426,120.66,84.78103,,5881790,30290.922,0.009993109,-170.18088,0.4189424,-91.072556,-1.0,0.008649714,0.86497146,0.07794116,-58.41635,2.6321366,285,,100,-74.39605,0.999311,0.8681062,-85.39986,111.76453,42.83126,0.0860316,7.7941155,0.000860316
