MaxIW,Bound,OptimizationReturnMean,EpRewMean,EpisodesSoFar,InitialReturnMean,MeanEntropy,TimeElapsed,EpLenMean,OptimizationReturnMax,InitialReturnMax,EpThisIter,ReturnMeanIW,VarianceInit,TimestepsSoFar,MinIW,InitialReturnMin,InitialBound,MeanIW,J_sample_variance,StdIWNorm,EmpiricalD2,MeanIWNorm,ReturnStepMaxmin,ESSClassic,ReturnStepMax,StdIW,Iteration,LearnableVariance,MaxIWNorm,InitialReturnStd,MinIWNorm,ESSRenyi,Weights,OptimizationReturnMin
4.6223702,-394.05524,7.7952766,-408.172767239511,1100,-408.17276,0.4189424,746.3961458206177,500.0,15.875946,-400.0921,100,-369.08688,-1.0,550000,0.022600554,-415.96805,-422.03836,0.8993847,141398.92,0.00910922,3.242667,0.008993846,0.84417737,49.362713,0.84417737,0.910922,11,,0.0462237,3.597634,0.00022600553,30.838814,[0.228 0.298],
4.2724185,-256.1557,4.3400955,-412.0827553637326,1200,-412.08273,0.4189424,812.191171169281,500.0,12.459503,-403.96335,100,-191.05412,-1.0,600000,0.0053667957,-416.42285,-425.9635,0.4645451,37833.418,0.0068823653,21.996655,0.004645451,0.8434575,31.29964,0.8434575,0.68823653,12,,0.042724185,3.2940438,5.3667954e-05,4.546146,[0.27  0.268],
5.681102,-369.12396,8.802726,-407.5093140733242,1300,-407.5093,0.4189424,888.6082420349121,500.0,22.036255,-394.2758,100,-326.43155,-1.0,650000,0.0003872504,-416.31204,-421.38638,0.7962383,111048.266,0.009683147,9.464684,0.007962384,0.8467489,40.340015,0.8467489,0.96831477,13,,0.056811016,4.614377,3.872504e-06,10.565594,[0.115 0.316],
3.9170256,-373.5438,5.9784584,-410.3269928176701,1400,-410.32703,0.4189424,945.6651709079742,500.0,14.935028,-401.37042,100,-336.6458,-1.0,700000,0.0044352645,-416.30545,-424.20383,0.8157972,116522.34,0.00879508,7.070068,0.008157971,0.84665334,46.24723,0.84665334,0.87950796,14,,0.039170254,3.622115,4.4352644e-05,14.144135,[0.246 0.287],
2.3543272,-408.3667,3.662491,-412.7211151048541,1500,-412.7211,0.4189424,1019.3733520507812,500.0,13.493286,-402.89032,100,-383.2367,-1.0,750000,0.005818955,-416.3836,-426.60056,0.9249173,149818.36,0.006506663,3.2782357,0.009249173,0.8464645,66.89445,0.8464645,0.6506663,15,,0.023543272,2.8828547,5.818955e-05,30.504213,[0.163 0.251],
2.435656,-394.9863,2.1613505,-414.1410776469111,1600,-414.14108,0.4189424,1088.1061162948608,500.0,7.306122,-408.9963,100,-375.59048,-1.0,800000,0.028670924,-416.30243,-428.01782,0.9054296,143514.81,0.005263696,1.9536202,0.009054296,0.84650004,74.74034,0.84650004,0.52636963,16,,0.02435656,1.8967224,0.00028670923,51.187023,[0.213 0.211],
2.3568118,-407.83734,1.7497678,-414.6978029035032,1700,-414.6978,0.4189424,1145.1703436374664,500.0,6.43161,-410.01596,100,-389.77615,-1.0,850000,0.043858837,-416.44757,-428.57935,0.9382945,154228.56,0.0056153475,1.6928328,0.009382945,0.8465471,73.62913,0.8465471,0.56153476,17,,0.023568118,1.4858152,0.00043858835,59.07258,[0.338 0.182],
5.5654726,-299.64044,0.9465866,-415.3983559188247,1800,-415.39832,0.4189424,1217.9564168453217,500.0,4.352478,-411.99246,100,-237.9965,-1.0,900000,0.03395996,-416.34494,-429.27655,0.57349634,57594.727,0.0074562225,19.72952,0.0057349633,0.8465441,37.16989,0.8465441,0.74562234,18,,0.055654723,0.8562537,0.0003395996,5.068547,[0.395 0.144],
2.4629035,-419.79364,2.4605072,-413.8477210533619,1900,-413.84775,0.4189424,1273.5703027248383,500.0,8.536102,-407.77213,100,-398.99112,-1.0,950000,0.01364245,-416.30823,-427.72464,0.9617443,161925.92,0.006053464,2.247217,0.009617442,0.84635085,71.62419,0.84635085,0.6053464,19,,0.024629034,2.0492086,0.0001364245,44.499485,[0.105 0.219],
3.0017927,-409.59598,1.4691796,-414.9769274498522,2000,-414.97687,0.4189424,1340.0040662288666,500.0,6.0975647,-410.34854,100,-385.9617,-1.0,1000000,0.004843262,-416.4461,-428.85846,0.9286902,151086.33,0.006603966,2.8987439,0.009286901,0.84630674,66.41557,0.84630674,0.66039664,20,,0.030017925,1.3280789,4.843262e-05,34.4977,[0.115 0.179],
4.321372,-378.0448,0.7134329,-415.707648909986,2100,-415.70764,0.4189424,1395.6304454803467,500.0,3.7741394,-412.64694,100,-340.8508,-1.0,1050000,0.0006454401,-416.42108,-429.58835,0.81929946,117575.22,0.008084341,7.1799707,0.008192994,0.8467894,50.667484,0.8467894,0.8084341,21,,0.043213718,0.63133615,6.4544006e-06,13.927633,[0.001 0.134],
1.4518934,-422.93137,0.5394992,-415.9659050039947,2200,-415.96585,0.4189424,1468.2988448143005,500.0,3.1854858,-413.31992,100,-408.68628,-1.0,1100000,0.3751761,-416.5054,-429.84943,0.9823734,169106.2,0.0021131304,1.052764,0.009823734,0.8468203,95.57763,0.8468203,0.21131304,22,,0.014518934,0.43381295,0.003751761,94.988045,[0.171 0.049],
13.702712,-380.0192,0.42545685,-416.02489229246976,2300,-416.02487,0.4189424,1538.339923620224,500.0,1.4812012,-414.96915,100,-318.6552,-1.0,1150000,0.021839445,-416.45035,-429.9066,0.76614404,102829.14,0.01600659,19.540833,0.007661439,0.84685326,18.639587,0.84685326,1.6006591,23,,0.13702711,0.2897477,0.00021839445,5.1174893,[0.25  0.037],
3.079992,-413.08093,0.94345796,-415.53451219409703,2400,-415.5345,0.4189424,1607.0873806476593,500.0,3.102356,-413.3756,100,-393.41684,-1.0,1200000,0.040255785,-416.47797,-429.4171,0.94600654,156796.88,0.006550789,2.0063446,0.009460065,0.8464633,67.589874,0.8464633,0.6550789,24,,0.03079992,0.6881386,0.00040255784,49.84189,[0.657 0.136],
2.9887438,-381.62485,0.64592654,-415.8502601337433,2500,-415.85028,0.4189424,1679.2398416996002,500.0,2.3239136,-414.17227,100,-352.37772,-1.0,1250000,0.0059805047,-416.4962,-429.73346,0.84685373,125662.0,0.007559976,4.4379964,0.008468538,0.8462534,55.650253,0.8462534,0.7559976,25,,0.029887438,0.4473225,5.9805046e-05,22.53269,[0.59  0.081],
11.046624,-289.1264,0.42991698,-416.10587941259143,2600,-416.1059,0.4189424,1748.795906305313,500.0,1.8319397,-414.70386,100,-224.03104,-1.0,1300000,0.019940648,-416.5358,-429.9904,0.538699,50859.832,0.012528614,21.980532,0.0053869896,0.84653276,15.603152,0.84653276,1.2528615,26,,0.11046624,0.2499087,0.00019940648,4.5494804,[ 0.554 -0.014],
6.548461,-300.01035,1.1056994,-415.3662526449561,2700,-415.36624,0.4189424,1819.277286529541,500.0,4.317749,-412.1542,100,-223.73128,-1.0,1350000,0.036162402,-416.47195,-429.24863,0.53979516,51060.348,0.008769684,30.191284,0.005397952,0.8467565,27.476847,0.8467565,0.8769684,27,,0.065484606,0.99972934,0.00036162403,3.3122141,[0.516 0.149],
3.7282739,-270.7814,3.5930152,-412.7900426590443,2800,-412.79004,0.4189424,1875.5022270679474,500.0,10.161224,-406.22183,100,-195.81653,-1.0,1400000,0.049557175,-416.38306,-426.66943,0.47582895,39669.42,0.005811994,29.172392,0.004758289,0.84620744,40.12953,0.84620744,0.58119935,28,,0.03728274,2.69719,0.00049557176,3.4278986,[0.462 0.248],
7.225749,-282.12323,7.433349,-408.7268998977542,2900,-408.72687,0.4189424,1945.3370332717896,500.0,15.82309,-400.33716,100,-234.87009,-1.0,1450000,0.002304069,-416.16025,-422.5989,0.5744812,57803.402,0.009504732,11.603325,0.005744811,0.846464,26.757025,0.846464,0.9504733,29,,0.07225749,4.454465,2.304069e-05,8.618219,[0.348 0.31 ],
7.1720805,-285.38092,9.8071785,-406.55351398169995,3000,-406.55356,0.4189424,2020.0588653087616,500.0,21.557404,-394.80328,100,-209.63174,-1.0,1500000,0.021531481,-416.3607,-420.4322,0.5185843,47390.773,0.009382926,29.78919,0.0051858425,0.8469273,23.39897,0.8469273,0.93829274,30,,0.0717208,4.8984017,0.00021531481,3.3569224,[0.169 0.328],
1.8519914,-209.25769,15.327293,-400.8530936148763,3100,-400.85312,0.4189424,2089.248100042343,500.0,26.096313,-390.08408,100,-134.14746,-1.0,1550000,0.0044225445,-416.1804,-414.7258,0.33563018,19778.951,0.004177298,29.31416,0.0033563022,0.8485944,39.23011,0.8485944,0.41772977,31,,0.018519914,6.1329846,4.4225442e-05,3.4113207,[0.165 0.373],
5.6747665,-335.00232,16.395807,-394.17941976323726,3200,-394.17944,0.4189424,2145.210592508316,500.0,34.714752,-375.86047,100,-281.89444,-1.0,1600000,0.00064706715,-410.57523,-407.86526,0.7074289,85376.46,0.010306249,15.058263,0.0070742886,0.849802,32.02622,0.849802,1.030625,32,,0.056747664,7.0895042,6.4706715e-06,6.6408725,[0.077 0.409],
6.407551,-344.53247,15.059824,-400.01073083341123,3300,-400.0107,0.4189424,2221.9383969306946,500.0,28.999908,-386.07065,100,-282.94467,-1.0,1650000,0.00030478602,-415.07056,-413.8464,0.7004578,85519.766,0.011331443,19.814713,0.007004578,0.849983,27.647097,0.849983,1.1331444,33,,0.06407551,6.266566,3.0478602e-06,5.046755,[0.125 0.379],
6.950038,-332.24847,12.726018,-403.50997565463183,3400,-403.50995,0.4189424,2293.3665051460266,500.0,25.353668,-390.88232,100,-242.51663,-1.0,1700000,0.006040168,-416.236,-417.38452,0.60742223,65175.965,0.011812543,41.826954,0.0060742213,0.84979117,20.912365,0.84979117,1.1812543,34,,0.06950038,5.295903,6.040168e-05,2.3908029,[0.026 0.353],
12.369175,-317.81863,18.114841,-396.8773778726161,3500,-396.87735,0.4189424,2363.526578426361,500.0,30.158875,-384.83334,100,-253.36734,-1.0,1750000,0.00083217217,-414.99222,-410.71045,0.6347816,70856.14,0.01375703,21.708307,0.006347816,0.8498934,17.55376,0.8498934,1.375703,35,,0.123691745,6.032215,8.321722e-06,4.6065316,[0.015 0.397],
4.274184,-272.67212,13.662157,-402.77610687196255,3600,-402.7761,0.4189424,2415.478529214859,500.0,25.922058,-390.5162,100,-194.06995,-1.0,1800000,0.008222877,-416.43826,-416.65738,0.48488125,41405.99,0.007556925,32.063442,0.0048488122,0.8498517,29.163399,0.8498517,0.75569254,36,,0.042741843,5.966846,8.222877e-05,3.1188166,[-0.018  0.364],
15.239973,-364.7554,16.290586,-396.48074365198613,3700,-396.48074,0.4189424,2479.4503588676453,500.0,28.614838,-384.1565,100,-342.4759,-1.0,1850000,0.074645326,-412.77133,-410.23978,0.86989725,131999.84,0.015572023,2.622015,0.008698973,0.85094017,23.784296,0.85094017,1.5572022,37,,0.15239973,6.110642,0.00074645324,38.138607,[-0.026  0.405],
11.661945,-294.0411,21.424397,-393.7177843903005,3800,-393.7178,0.4189424,2541.2719044685364,500.0,44.671265,-370.47092,100,-227.52473,-1.0,1900000,0.0027710013,-415.14218,-407.55585,0.5885607,63539.62,0.0137248915,23.104986,0.005885607,0.8545499,15.532886,0.8545499,1.3724893,38,,0.11661945,8.141943,2.7710012e-05,4.32807,[-0.018  0.424],
17.798817,-354.11642,32.54841,-383.6699747093022,3900,-383.66995,0.4189424,2617.960014104843,499.13,77.9704,-338.248,100,-313.20218,-1.0,1949913,0.01983139,-416.21838,-397.54395,0.84529555,143718.58,0.019830776,8.696588,0.008452955,0.85582864,15.375637,0.85582864,1.9830776,39,,0.17798816,13.30442,0.0001983139,11.498763,[-0.001  0.456],
4.65325,-277.5247,31.82482,-368.59513234302403,4000,-368.59515,0.4189424,2680.972554206848,491.76,162.4254,-237.99455,100,-218.97836,-1.0,1999089,0.0006623121,-400.41995,-381.94244,0.5776508,54408.11,0.0083441315,19.240232,0.005776508,0.8562011,32.398495,0.8562011,0.83441323,40,,0.0465325,26.100414,6.6231205e-06,5.1974425,[0.011 0.48 ],
9.532326,-368.88004,30.444159,-375.6533378720284,4100,-375.65335,0.4189424,2741.411169052124,495.28,185.68741,-220.4101,100,-314.12888,-1.0,2048617,0.01500568,-406.0975,-389.1899,0.87701654,146417.94,0.016628461,16.359442,0.008770165,0.8521998,21.76319,0.8521998,1.6628461,41,,0.09532326,24.07279,0.00015005679,6.112678,[0.106 0.466],
10.324191,-278.73288,51.88508,-356.3507319197059,4200,-356.35074,0.4189424,2799.9096014499664,479.26,225.01286,-183.22295,100,-213.64806,-1.0,2096543,0.0042498657,-408.2358,-369.95856,0.6597402,97807.125,0.013362758,22.875992,0.006597401,0.8582487,19.598324,0.8582487,1.3362757,42,,0.103241906,40.692368,4.2498654e-05,4.371395,[0.053 0.49 ],
8.071307,-309.69287,79.848564,-316.57135075092316,4300,-316.57135,0.4189424,2858.353265762329,435.62,221.64304,-174.77689,100,-276.5383,-1.0,2140105,0.022787878,-396.41992,-329.7853,0.9815065,202079.23,0.014794567,6.295329,0.009815066,0.8610044,30.561865,0.8610044,1.4794568,43,,0.08071307,58.331753,0.00022787877,15.884793,[0.045 0.518],
4.894702,-222.94638,105.397705,-282.0101877979934,4400,-282.0102,0.4189424,2907.9677188396454,390.24,260.2332,-127.174706,100,-164.93494,-1.0,2179129,0.00061181374,-387.4079,-294.9238,0.60904145,71550.97,0.00896455,20.180544,0.006090415,0.86584044,31.580385,0.86584044,0.896455,44,,0.048947018,63.155384,6.118137e-06,4.955268,[0.045 0.538],
10.402348,-196.22263,118.84441,-260.44279080584647,4500,-260.44278,0.4189424,2958.0514857769012,361.33,239.19846,-140.08875,100,-149.03589,-1.0,2215262,0.005240055,-379.2872,-273.0857,0.59744525,92626.195,0.01187749,13.929841,0.0059744525,0.8601594,20.192514,0.8601594,1.1877491,45,,0.10402347,56.271137,5.2400548e-05,7.178833,[0.142 0.546],
6.0350285,-213.59836,128.70122,-261.45051697939635,4600,-261.4505,0.4189424,3008.864132165909,364.6,260.0544,-130.09732,100,-161.0385,-1.0,2251722,0.0041058217,-390.15173,-274.45557,0.6885049,111182.13,0.010449093,16.333664,0.006885048,0.85808253,30.273119,0.85808253,1.0449092,46,,0.060350284,68.82763,4.1058218e-05,6.122325,[0.243 0.545],
6.0352135,-188.75131,136.48032,-229.82872603550553,4700,-229.82874,0.4189424,3048.4998729228973,320.04,237.98676,-128.3223,100,-142.68806,-1.0,2283726,0.0029944887,-366.30905,-242.03902,0.56085324,52375.227,0.009953932,14.231689,0.005608533,0.86228836,24.097216,0.86228836,0.9953932,47,,0.06035213,55.879257,2.9944886e-05,7.0265727,[0.313 0.562],
7.692153,-242.8464,111.27671,-287.1211473155022,4800,-287.12115,0.4189424,3107.8564171791077,397.84,257.75568,-140.6422,100,-205.19585,-1.0,2323510,0.009863204,-398.39786,-300.4011,0.6865182,92659.05,0.011678976,8.038065,0.00686518,0.85951805,25.680233,0.85951805,1.1678976,48,,0.07692153,56.988937,9.863204e-05,12.440805,[0.329 0.534],
9.293474,-294.47253,125.759796,-290.5921726216376,4900,-290.59216,0.4189424,3166.869933128357,399.76,275.34085,-141.01111,100,-262.90042,-1.0,2363486,0.0022092771,-416.35196,-304.47055,1.0056014,250250.06,0.013630122,5.1752205,0.010056014,0.854344,35.24647,0.854344,1.3630121,49,,0.09293474,64.064095,2.209277e-05,19.322847,[0.244 0.531],
2.059831,-249.15627,164.21751,-238.75595132142305,5000,-238.75594,0.4189424,3214.0035462379456,332.04,273.0614,-129.91208,100,-234.90955,-1.0,2396690,0.35813153,-402.97348,-252.1884,1.0021386,172300.7,0.0030679093,1.1249149,0.010021386,0.8631165,91.43113,0.8631165,0.30679092,50,,0.02059831,63.476753,0.0035813153,88.895615,[0.241 0.552],
7.3704057,-205.29607,145.69788,-239.82370749622584,5100,-239.82372,0.4189424,3257.2146208286285,333.21,243.53047,-141.9911,100,-151.52826,-1.0,2430011,0.009394999,-385.52158,-252.67444,0.5835482,70602.25,0.0103122145,17.506111,0.005835482,0.8619495,24.255098,0.8619495,1.0312214,51,,0.07370406,52.58836,9.394999e-05,5.712291,[0.218 0.553],
10.8169775,-279.79752,97.35687,-310.63493670895696,5200,-310.63495,0.4189424,3314.426011323929,426.2,266.5942,-141.39761,100,-242.73064,-1.0,2472631,0.0075023603,-407.99182,-324.23465,0.91163886,202641.86,0.0148146255,7.4286847,0.009116388,0.8594486,27.466478,0.8594486,1.4814627,52,,0.10816977,65.02456,7.50236e-05,13.461333,[0.229 0.524],
5.318553,-220.81018,131.46332,-261.3314179474115,5300,-261.33142,0.4189424,3366.9725546836853,361.33,253.01949,-139.77525,100,-179.68465,-1.0,2508764,0.0012319344,-392.79474,-274.4246,0.7441727,124368.44,0.011374165,9.865846,0.007441727,0.8616474,29.97511,0.8616474,1.1374166,53,,0.05318553,67.71318,1.2319344e-05,10.135979,[0.226 0.546],
9.081564,-207.45865,153.09395,-251.63196295648814,5400,-251.63196,0.4189424,3415.3470067977905,348.97,285.1264,-119.599525,100,-166.94067,-1.0,2543661,0.006075779,-404.72592,-265.12283,0.76026326,154539.81,0.011006756,9.020191,0.0076026325,0.85863316,32.299774,0.85863316,1.1006757,54,,0.09081564,65.77523,6.075779e-05,11.08624,[0.318 0.551],
6.717415,-186.3834,174.00203,-223.08885710954667,5500,-223.08887,0.4189424,3458.1233189105988,308.76,277.2114,-119.879486,100,-149.17836,-1.0,2574537,0.007886114,-397.09088,-236.3252,0.77777946,171806.48,0.011467841,7.900715,0.0077777947,0.8592508,31.506437,0.8592508,1.1467842,55,,0.067174144,60.94194,7.8861136e-05,12.657083,[0.272 0.574],
3.2620726,-161.60614,167.3956,-209.84096999749542,5600,-209.84096,0.4189424,3495.4656529426575,290.34,270.90613,-106.330444,100,-111.15445,-1.0,2603571,0.010303884,-377.23657,-222.41551,0.51430887,49481.625,0.005981993,16.097794,0.0051430888,0.85831475,42.50198,0.85831475,0.5981993,56,,0.032620724,52.279682,0.00010303884,6.2120314,[0.315 0.596],
4.790793,-220.42969,157.3398,-226.85538239389658,5700,-226.85538,0.4189424,3531.104564666748,314.29,265.45972,-118.73547,100,-201.15741,-1.0,2635000,0.041496545,-384.1952,-239.66188,0.9514536,166163.45,0.009189277,2.2646701,0.009514536,0.85634404,51.738472,0.85634404,0.9189276,57,,0.04790793,54.551632,0.00041496544,44.15654,[0.288 0.567],
5.6400757,-181.49858,181.55841,-206.5516333474219,5800,-206.55164,0.4189424,3570.1438722610474,287.19,303.55988,-84.55016,100,-133.71375,-1.0,2663719,0.015678303,-388.11005,-219.48863,0.5924185,75303.27,0.0084133,13.643094,0.005924185,0.8565698,33.14706,0.8565698,0.84133,58,,0.056400757,58.485874,0.00015678303,7.3297157,[0.272 0.583],
3.578085,-250.50099,164.89641,-247.18327618271113,5900,-247.18329,0.4189424,3615.011211872101,343.14,280.85596,-131.22372,100,-233.71727,-1.0,2698033,0.14725333,-412.07968,-260.91928,0.9911605,188898.05,0.006414528,1.4929882,0.009911605,0.86178845,70.48044,0.86178845,0.6414528,59,,0.035780847,60.88193,0.0014725333,66.97977,[0.301 0.554],
6.28633,-211.099,150.64761,-244.6199328429997,6000,-244.61992,0.4189424,3665.771568775177,337.02,278.4942,-116.77335,100,-176.01927,-1.0,2731735,0.007973486,-395.26755,-257.79553,0.85640275,205572.05,0.013030506,7.0887976,0.008564026,0.8632598,30.165163,0.8632598,1.3030506,60,,0.0628633,69.70278,7.9734855e-05,14.106765,[0.266 0.561],
7.289265,-163.5867,173.24199,-212.00702465355397,6100,-212.00702,0.4189424,3712.620171070099,293.32,266.29376,-118.955246,100,-123.42307,-1.0,2761067,0.0056058625,-385.24902,-224.84863,0.5672499,67088.75,0.009256552,9.781942,0.005672499,0.85780096,27.301012,0.85780096,0.9256551,61,,0.07289265,56.56667,5.6058623e-05,10.2229185,[0.289 0.584],
6.087555,-179.65273,169.18257,-221.9172156110406,6200,-221.9172,0.4189424,3749.8010020256042,308.08,272.11,-118.98982,100,-138.68802,-1.0,2791875,0.018724745,-391.0998,-234.95389,0.64789826,100624.875,0.009337442,9.873863,0.006478982,0.85978156,32.4989,0.85978156,0.93374413,62,,0.060875546,59.23295,0.00018724745,10.1277485,[0.193 0.575],
8.409246,-190.19002,117.228134,-244.47059722617269,6300,-244.47061,0.4189424,3793.8514273166656,340.03,221.47726,-140.22147,100,-153.19357,-1.0,2825878,0.004717837,-361.69873,-256.52722,0.7682288,144967.2,0.012853654,9.416042,0.0076822876,0.85684025,26.31963,0.85684025,1.2853655,63,,0.08409246,54.935287,4.717837e-05,10.620173,[0.118 0.559],
5.975447,-162.74074,123.679375,-205.34814710766076,6400,-205.34813,0.4189424,3831.260422706604,284.44,223.66911,-105.35841,100,-124.969536,-1.0,2854322,0.0020295607,-329.02753,-216.31575,0.620714,59597.082,0.00970693,11.860407,0.00620714,0.8573636,29.022743,0.8573636,0.970693,64,,0.059754472,48.113243,2.0295607e-05,8.431414,[0.107 0.585],
19.46035,-188.64896,144.7992,-210.28512419432403,6500,-210.28511,0.4189424,3875.141820669174,291.91,258.59854,-96.48578,100,-163.7844,-1.0,2883513,0.029144792,-355.08432,-222.12126,0.9300207,368392.25,0.020023635,4.413071,0.009300206,0.861434,17.744518,0.861434,2.0023634,65,,0.1946035,51.18697,0.0002914479,22.659956,[0.215 0.59 ],
7.4945807,-168.34004,138.25397,-185.67560654759407,6600,-185.67563,0.4189424,3909.628576517105,257.71,227.67749,-96.252075,100,-148.51953,-1.0,2909284,0.032622647,-323.92957,-196.47327,0.8855588,124313.85,0.011764527,3.369544,0.008855588,0.86430204,36.167988,0.86430204,1.1764528,66,,0.07494581,48.21424,0.00032622647,29.677607,[0.214 0.612],
5.8342686,-153.21613,209.42294,-182.60525853171944,6700,-182.60524,0.4189424,3948.515848875046,252.02,297.66974,-94.358475,100,-114.59777,-1.0,2934486,0.003805775,-392.0282,-195.67287,0.633892,103899.32,0.009422085,8.733645,0.0063389204,0.8642841,31.159006,0.8642841,0.9422085,67,,0.058342684,48.758316,3.8057748e-05,11.449972,[0.238 0.633],
6.2935963,-129.9707,129.57054,-160.18453380420803,6800,-160.18452,0.4189424,3977.2347157001495,221.77,206.0821,-83.67296,100,-97.060875,-1.0,2956663,0.008007564,-289.75507,-169.84305,0.61796254,51243.89,0.01008583,11.609984,0.006179625,0.8671834,27.294182,0.8671834,1.0085831,68,,0.06293596,41.60755,8.007563e-05,8.613276,[0.258 0.662],
7.4605846,-145.55983,175.68732,-168.33053099125624,6900,-168.33052,0.4189424,4010.0922474861145,232.18,247.05313,-96.964714,100,-111.47047,-1.0,2979881,0.00805285,-344.01785,-179.79779,0.75110704,127483.305,0.01133064,8.837273,0.00751107,0.85942966,30.528305,0.85942966,1.133064,69,,0.074605845,43.507244,8.05285e-05,11.315708,[0.14  0.653],
5.0138836,-137.85164,98.29451,-148.25009931176902,7000,-148.2501,0.4189424,4041.5415167808533,206.37,163.25641,-83.28821,100,-125.22876,-1.0,3000518,0.04582783,-246.54462,-156.46823,0.8294866,49508.07,0.008046496,2.3592215,0.008294866,0.8667698,51.519543,0.8667698,0.8046496,70,,0.050138835,33.381447,0.0004582783,42.386864,[0.111 0.685],
2.2463315,-169.46284,137.20305,-161.03083660006524,7100,-161.03084,0.4189424,4074.7004737854004,222.71,212.62135,-85.61253,100,-158.77214,-1.0,3022789,0.3551228,-298.2339,-170.97197,1.0054039,96402.28,0.003922677,1.1564896,0.010054039,0.8610271,86.78865,0.8610271,0.39226773,71,,0.022463314,45.23904,0.003551228,86.46857,[0.188 0.678],
