InitialBound,EpThisIter,InitialReturnMin,OptimizationReturnMean,OptimizationReturnMax,MinIW,Bound,MeanEntropy,Weights,MaxIW,LearnableVariance,MeanIWNorm,InitialReturnMean,StdIW,MinIWNorm,StdIWNorm,ESSRenyi,TimeElapsed,OptimizationReturnMin,Iteration,InitialReturnStd,InitialReturnMax,EpisodesSoFar,VarianceInit,EpLenMean,ReturnStepMax,MeanIW,EpRewMean,ESSClassic,TimestepsSoFar,EmpiricalD2,ReturnStepMaxmin,MaxIWNorm,ReturnMeanIW,J_sample_variance
-125.70407,100,-232.74088,114.79483,160.17856,0.017592138,-119.32401,0.4189424,[-0.267  0.815],6.4350214,,0.008561978,-117.946045,1.1865836,0.00017592138,0.0118658375,17.6187,3493.4050941467285,,72,31.210917,-72.56232,7200,-1.0,164.5,0.86198163,0.8561977,-117.94604229673743,34.23893,2638472,5.6757874,0.86198163,0.06435021,-100.841354,60974.1
-130.61139,100,-223.65765,100.50151,151.93282,0.013375692,-105.64996,0.4189424,[-0.233  0.783],11.12022,,0.00782167,-123.15614,1.2948745,0.00013375691,0.012948745,21.526995,3516.617405653,,73,27.1497,-71.72484,7300,-1.0,172.52,0.8592187,0.7821671,-123.1561417068541,26.733196,2655724,4.6453304,0.8592187,0.1112022,-89.581635,55420.984
-129.38676,100,-276.50522,156.3353,205.7845,0.004842664,-101.55034,0.4189424,[-0.266  0.812],9.522241,,0.007547046,-120.169945,1.0825675,4.842664e-05,0.010825675,32.713646,3534.9676892757416,,74,36.20606,-70.72072,7400,-1.0,167.65,0.8583109,0.7547046,-120.1699347691238,32.70565,2672489,3.0568285,0.8583109,0.095222406,-85.435814,81797.29
-126.63341,100,-245.26654,126.80867,174.0322,0.011475699,-96.102,0.4189424,[-0.189  0.826],4.8124113,,0.005959798,-118.45786,0.86456585,0.000114756986,0.008645658,8.819985,3558.451723098755,,75,28.804327,-71.234344,7500,-1.0,165.31,0.8600631,0.59597975,-118.4578591580689,32.2121,2689020,11.337888,0.8600631,0.048124112,-68.57346,36125.105
-122.613625,100,-212.62668,97.10061,152.5662,0.00333169,-90.83934,0.4189424,[-0.306  0.852],4.2735763,,0.005604665,-115.526085,0.73703444,3.33169e-05,0.0073703444,6.72638,3580.6619980335236,,76,30.93269,-60.06049,7600,-1.0,160.27,0.854908,0.56046647,-115.52607256278395,36.639107,2705047,14.8668375,0.854908,0.042735763,-63.511467,20591.81
-117.97203,100,-205.01295,93.87469,133.99524,0.0032821442,-99.80259,0.4189424,[-0.24   0.887],8.082284,,0.007256182,-111.138275,1.2378305,3.282144e-05,0.012378305,10.356108,3598.6105959415436,,77,26.92543,-71.01771,7700,-1.0,155.31,0.8532912,0.7256183,-111.13826772868633,25.57488,2720578,9.656137,0.8532912,0.08082284,-78.56712,38395.99
-115.8226,100,-191.46043,82.01984,129.89587,0.020025086,-91.71322,0.4189424,[-0.14   0.856],8.063087,,0.007449241,-109.440605,1.2123277,0.00020025086,0.012123276,14.695583,3619.357635498047,,78,27.445818,-61.564556,7800,-1.0,152.52,0.8592071,0.74492407,-109.4405914837122,27.407793,2735830,6.8047657,0.8592071,0.080630876,-75.06513,32805.47
-120.207596,100,-215.04773,102.00839,143.98604,0.55509406,-119.51814,0.4189424,[-0.019  0.866],2.090179,,0.0100032175,-113.03934,0.23167592,0.0055509405,0.0023167592,95.83965,3641.84215092659,,79,31.829866,-71.06169,7900,-1.0,157.1,0.8624656,1.0003217,-113.03934232741594,94.90914,2751540,1.0434095,0.8624656,0.02090179,-112.19595,48509.812
-121.6532,100,-217.10391,102.68751,156.51164,0.06433635,-110.78306,0.4189424,[-0.027  0.872],10.480383,,0.0087126335,-114.416405,1.300051,0.0006433635,0.01300051,31.864601,3664.7386379241943,,80,27.42742,-60.59227,8000,-1.0,159.45,0.862908,0.8712633,-114.41640237644314,30.993378,2767485,3.1382787,0.862908,0.10480383,-97.96294,61053.6
-114.67675,100,-201.26416,93.29622,129.9328,0.0038218438,-83.59361,0.4189424,[0.007 0.896],6.640837,,0.005564696,-107.96795,0.831265,3.8218437e-05,0.008312649,8.3381605,3686.0415921211243,,81,27.640095,-71.33136,8100,-1.0,151.16,0.868585,0.5564696,-107.96794153496623,30.945423,2782601,11.993053,0.868585,0.06640837,-60.360355,17056.371
-108.73988,100,-195.45116,93.22631,134.31546,0.0073379464,-85.988556,0.4189424,[0.006 0.936],8.241127,,0.006990445,-102.22485,1.0831563,7.3379466e-05,0.010831562,12.678987,3705.82159781456,,82,25.59913,-61.135696,8200,-1.0,143.02,0.86306214,0.69904447,-102.22485618188978,29.404053,2796903,7.8870654,0.86306214,0.08241127,-67.69177,30527.424
-108.16726,100,-195.87509,94.23699,135.22821,0.013603994,-91.14881,0.4189424,[0.02  0.973],12.876619,,0.0075429315,-101.638084,1.4362152,0.00013603993,0.014362153,16.094376,3727.127073764801,,83,25.747583,-60.64689,8300,-1.0,142.95,0.85996914,0.75429314,-101.63809207841754,21.619644,2811198,6.213351,0.85996914,0.1287662,-74.87382,41226.94
-107.48633,100,-180.54857,79.080536,119.754326,0.029762534,-98.81992,0.4189424,[0.023 0.938],8.114369,,0.0093362965,-101.46805,1.3203875,0.00029762535,0.013203873,21.373182,3746.9232835769653,,84,24.410286,-60.794243,8400,-1.0,141.57,0.86255777,0.9336297,-101.46803601890802,33.33213,2825355,4.6787605,0.86255777,0.08114369,-85.80211,45541.156
-106.18456,100,-159.10611,58.22508,97.965576,0.012125356,-94.01887,0.4189424,[-0.057  0.966],8.977811,,0.00831469,-100.881035,1.408248,0.00012125356,0.014082479,11.629178,3768.296699523926,,85,23.374151,-61.14053,8500,-1.0,141.66,0.86459154,0.8314689,-100.88103015467524,25.849312,2839521,8.59906,0.86459154,0.0897781,-78.46669,29672.885
-101.596085,100,-163.64337,67.50206,102.69377,0.007514329,-84.523415,0.4189424,[0.042 0.99 ],5.2143645,,0.007071786,-96.1413,1.0379074,7.514329e-05,0.010379074,9.330552,3788.1013617515564,,86,21.56693,-60.949596,8600,-1.0,135.85,0.8628633,0.70717865,-96.14130913838744,31.705112,2853106,10.71748,0.8628633,0.052143645,-66.665794,19546.688
-99.8071,100,-139.37088,44.209473,79.165016,0.0025408636,-70.07494,0.4189424,[-0.105  0.985],4.636626,,0.0052819573,-95.1614,0.8073337,2.5408635e-05,0.008073337,5.8034506,3805.5388629436493,,87,18.300625,-60.205864,8700,-1.0,133.91,0.8531389,0.52819574,-95.16140313610434,29.973906,2866497,17.231129,0.8531389,0.046366256,-50.790474,7019.4297
-100.25165,100,-159.48538,64.54992,109.895874,0.002394925,-79.49618,0.4189424,[-0.044  1.024],6.2151766,,0.006136863,-94.93547,0.90682626,2.3949251e-05,0.009068263,5.628077,3821.701968431473,,88,22.049938,-49.589508,8800,-1.0,133.38,0.8587475,0.6136863,-94.93546995788813,31.411865,2879835,17.768059,0.8587475,0.062151764,-57.087322,13562.988
-93.80916,100,-151.58522,62.828907,92.288956,0.0042825383,-84.517426,0.4189424,[-0.034  1.068],12.637087,,0.0077676903,-88.75632,1.4277407,4.282538e-05,0.014277405,10.590885,3838.5355932712555,,89,20.060377,-59.296265,8900,-1.0,125.36,0.85864586,0.77676904,-88.75631770163774,22.839241,2892371,9.442081,0.85864586,0.12637086,-68.99107,21435.908
-99.6444,100,-168.80403,74.78644,109.01782,0.07589283,-97.76787,0.4189424,[-0.093  1.032],7.159528,,0.009159468,-94.0176,0.90895003,0.00075892825,0.009089501,47.671387,3857.794221639633,,90,21.1914,-59.786213,9000,-1.0,133.2,0.8689927,0.9159469,-94.01759871929885,50.383404,2905691,2.0976944,0.8689927,0.071595274,-89.61833,27537.912
-103.27614,100,-170.36478,72.76746,110.051056,0.04869708,-98.86745,0.4189424,[-0.056  1.01 ],5.240395,,0.009525915,-97.597305,0.99343693,0.0004869708,0.0099343695,45.424324,3880.114350795746,,91,23.03697,-60.31372,9100,-1.0,136.65,0.85845363,0.95259154,-97.59731416463852,47.902008,2919356,2.2014637,0.85845363,0.05240395,-90.44158,33574.375
-95.44874,100,-173.9305,84.279434,123.256874,0.09546809,-93.34567,0.4189424,[-0.058  1.034],3.6498752,,0.009603614,-89.65108,0.69437677,0.00095468084,0.0069437674,60.19637,3897.960208415985,,92,21.426205,-50.673622,9200,-1.0,127.11,0.8544768,0.9603614,-89.65106399789452,65.669266,2932067,1.6612297,0.8544768,0.03649875,-85.873116,32608.484
-98.07974,100,-167.30362,74.80065,106.919235,0.012507703,-85.41138,0.4189424,[-0.001  1.044],5.8415003,,0.0077446876,-92.50296,1.1022491,0.00012507703,0.01102249,10.346494,3915.0826818943024,,93,21.846876,-60.384384,9300,-1.0,130.27,0.8550967,0.77446866,-92.50296220749617,33.05139,2945094,9.66511,0.8550967,0.058415003,-68.07384,25259.88
-97.135025,100,-180.05759,88.924484,120.56587,0.0069892886,-79.72082,0.4189424,[-0.134  1.07 ],4.253758,,0.0072387187,-91.1331,1.0351657,6.9892885e-05,0.010351656,13.17241,3930.507532119751,,94,24.358559,-59.49171,9400,-1.0,128.6,0.8567487,0.72387195,-91.13310494065284,32.840572,2957954,7.591625,0.8567487,0.042537577,-63.183784,27052.424
-99.2844,100,-166.43053,72.6938,106.38829,0.02816807,-84.51993,0.4189424,[-0.151  1.032],8.454573,,0.007818578,-93.736725,1.2031252,0.0002816807,0.0120312525,29.693026,3948.52206158638,,95,22.370638,-60.042233,9500,-1.0,132.37,0.85576904,0.7818577,-93.73672337740659,29.691956,2971191,3.3677943,0.85576904,0.084545724,-74.339066,24391.348
-97.51344,100,-155.3818,63.047752,95.41182,0.0011398025,-73.65712,0.4189424,[-0.221  1.012],5.057089,,0.0061800997,-92.33405,0.94290054,1.1398025e-05,0.009429006,7.54148,3967.5112297534943,,96,20.310528,-59.969986,9600,-1.0,130.93,0.86713856,0.61801004,-92.33405018553138,30.05012,2984284,13.259996,0.86713856,0.050570887,-54.79673,13651.999
-97.175255,100,-142.8247,50.410275,81.9622,0.0049263565,-82.114746,0.4189424,[-0.094  1.033],7.147187,,0.006688576,-92.41444,1.1643802,4.9263563e-05,0.011643802,6.9190187,3985.3533067703247,,97,20.133965,-60.86251,9700,-1.0,130.8,0.8653271,0.66885763,-92.41443009346723,24.810476,2997364,14.452916,0.8653271,0.07147187,-64.015526,12363.143
-98.38264,100,-154.2671,61.0267,103.95101,0.18141183,-93.2825,0.4189424,[-0.11   0.991],4.0639324,,0.009413156,-93.2404,0.64953405,0.0018141182,0.00649534,66.075645,4002.74111533165,,98,20.646688,-50.316093,9800,-1.0,132.01,0.8647849,0.94131553,-93.24040688276291,67.74432,3010565,1.5134169,0.8647849,0.040639322,-86.95647,23648.45
-104.19188,100,-201.88705,104.424736,141.7177,0.007957017,-92.29099,0.4189424,[-0.174  0.989],7.6426787,,0.0085733095,-97.46231,1.205422,7.957017e-05,0.01205422,16.198046,4019.9362845420837,,99,26.706884,-60.169357,9900,-1.0,136.59,0.8631297,0.8573309,-97.46231537654995,33.59217,3024224,6.1735845,0.8631297,0.07642679,-75.57024,53437.79
-100.86447,100,-155.99564,60.331017,95.73132,0.015984053,-86.18488,0.4189424,[-0.256  1.021],7.775616,,0.0075088097,-95.66461,1.2420948,0.00015984052,0.012420947,8.887336,4039.2469861507416,,100,20.903208,-60.264313,10000,-1.0,135.14,0.8572625,0.7508809,-95.66461943507194,26.764286,3037738,11.2519655,0.8572625,0.07775616,-68.742516,20333.588
-94.8181,100,-158.2053,68.66072,98.28272,0.04604231,-87.14632,0.4189424,[-0.29   1.061],6.1644974,,0.008760862,-89.54458,0.79005164,0.00046042306,0.0079005165,49.65472,4056.27099609375,,101,19.415312,-59.922585,10100,-1.0,126.26,0.86473167,0.8760862,-89.54458490908146,55.149982,3050364,2.0139072,0.86473167,0.06164497,-79.66256,22060.285
-99.5204,100,-217.32478,125.04854,156.59927,0.0031917035,-76.136955,0.4189424,[-0.232  1.042],4.5218863,,0.0058298893,-92.27624,0.74104244,3.1917032e-05,0.0074104243,10.975008,4071.149074316025,,102,23.996317,-60.725517,10200,-1.0,130.49,0.8645867,0.5829889,-92.27624561071396,38.23042,3063413,9.11161,0.8645867,0.045218863,-54.270138,24878.676
-100.0612,100,-165.66373,71.12464,104.78995,0.0028079478,-85.465195,0.4189424,[-0.174  1.004],9.078364,,0.0072220135,-94.539085,1.1415309,2.8079477e-05,0.011415308,8.351968,4086.0001072883606,,103,20.465881,-60.87378,10300,-1.0,132.94,0.86441404,0.7222014,-94.53908590227365,28.584652,3076707,11.973227,0.86441404,0.09078364,-66.357346,22810.219
-98.76535,100,-204.51599,112.56783,144.12694,0.01002473,-87.5969,0.4189424,[-0.207  1.046],5.147194,,0.007563019,-91.94815,1.0312493,0.0001002473,0.010312492,12.754566,4102.359928607941,,104,21.589474,-60.389053,10400,-1.0,130.3,0.8639902,0.75630206,-91.94815392717719,34.97426,3089737,7.8403296,0.8639902,0.051471937,-68.50834,39593.395
-96.10727,100,-150.36563,59.270542,99.38413,0.0014518122,-73.74654,0.4189424,[-0.159  1.009],8.494117,,0.0068058334,-91.09508,1.1907207,1.4518122e-05,0.011907207,9.127312,4117.420658588409,,105,19.35848,-50.9815,10500,-1.0,129.28,0.86246157,0.68058336,-91.095088891536,24.624743,3102665,10.956129,0.86246157,0.08494116,-57.15617,18484.773
-99.44727,100,-194.34427,101.37514,133.82585,0.03934138,-86.40536,0.4189424,[-0.147  1.049],9.257088,,0.008397668,-92.969124,1.2732844,0.0003934138,0.012732845,28.692776,4133.912712097168,,106,22.557152,-60.518417,10600,-1.0,130.7,0.85413057,0.83976674,-92.96913195833564,30.312479,3115735,3.4851978,0.85413057,0.09257088,-74.311516,49302.22
-96.04575,100,-148.4871,57.390926,98.59157,0.00413204,-77.86699,0.4189424,[-0.137  1.078],8.741175,,0.0071860957,-91.09618,1.3346807,4.1320396e-05,0.013346807,14.155634,4151.035843372345,,107,20.35142,-49.89554,10700,-1.0,128.79,0.86244875,0.7186096,-91.09618090614677,22.47393,3128614,7.0643253,0.86244875,0.08741175,-64.711624,18377.725
-93.37152,100,-150.1175,61.74988,90.25859,0.4553779,-92.49339,0.4189424,[-0.079  1.11 ],2.0457947,,0.009938807,-88.36761,0.29592097,0.004553779,0.0029592097,93.59319,4167.263242721558,,108,18.677238,-59.8589,10800,-1.0,125.43,0.8579803,0.9938807,-88.36760759055615,91.856804,3141157,1.0684538,0.8579803,0.020457948,-87.321045,23271.484
-94.3746,100,-218.81418,131.73338,168.4491,0.56865567,-93.89768,0.4189424,[-0.08   1.117],1.5951371,,0.010003127,-87.0808,0.2264624,0.0056865565,0.002264624,95.559135,4183.493869304657,,109,22.600395,-50.365078,10900,-1.0,122.97,0.86389405,1.0003127,-87.08079713895917,95.124565,3153454,1.0464724,0.86389405,0.01595137,-86.43632,49793.54
-88.23584,100,-128.97949,45.042965,68.32724,0.008056887,-72.83487,0.4189424,[-0.088  1.123],11.393946,,0.0075302958,-83.93653,1.3368309,8.0568876e-05,0.0133683095,14.121654,4197.33270406723,,110,16.174644,-60.652252,11000,-1.0,118.94,0.85938215,0.7530296,-83.93652936711908,24.087193,3165348,7.0813236,0.85938215,0.11393946,-61.394066,13048.092
-91.80194,100,-137.35841,50.13508,87.56018,0.003785894,-85.887505,0.4189424,[-0.195  1.154],9.59762,,0.008205813,-87.22333,1.3476542,3.785894e-05,0.01347654,12.866418,4213.798673868179,,111,19.194519,-49.79823,11100,-1.0,123.34,0.8631469,0.82058126,-87.22333299458028,27.047468,3177682,7.772171,0.8631469,0.095976196,-73.12296,17870.953
-91.89525,100,-151.11292,64.25475,100.802795,0.004521944,-79.615974,0.4189424,[-0.106  1.12 ],6.4147506,,0.007461855,-86.85816,1.1166924,4.521944e-05,0.011166924,7.7854395,4229.48485827446,,112,20.738289,-50.31012,11200,-1.0,122.95,0.866536,0.7461856,-86.85816408067942,30.86786,3189977,12.84449,0.866536,0.0641475,-61.563416,20801.37
-92.09067,100,-160.31271,73.56579,109.723236,0.033146642,-85.723595,0.4189424,[-0.178  1.162],6.357325,,0.0090468945,-86.746925,1.1955327,0.0003314664,0.011955327,26.089478,4246.199815988541,,113,20.867172,-50.589478,11300,-1.0,122.37,0.86586595,0.9046895,-86.74692155659199,36.41236,3202214,3.832963,0.86586595,0.06357325,-75.26161,31303.395
-91.293,100,-150.31766,64.03524,100.855064,0.009315319,-77.99492,0.4189424,[-0.271  1.186],7.621829,,0.0077503044,-86.282425,1.1220326,9.315319e-05,0.011220327,13.594172,4262.272479772568,,114,20.277565,-49.462593,11400,-1.0,122.29,0.85950637,0.7750305,-86.28241577297449,32.30064,3214443,7.356094,0.85950637,0.07621829,-64.40514,19111.059
-88.86122,100,-126.580376,41.9385,76.92533,0.009918139,-59.930542,0.4189424,[-0.364  1.219],8.801236,,0.0057826405,-84.64188,1.0534897,9.9181394e-05,0.0105348965,10.234391,4278.997547388077,,115,17.537018,-49.655045,11500,-1.0,120.13,0.8542382,0.57826406,-84.64187479361891,23.15347,3226456,9.770977,0.8542382,0.08801236,-46.741474,9324.667
-87.00452,100,-160.32388,78.6635,102.014305,0.24874029,-81.59686,0.4189424,[-0.509  1.242],9.648119,,0.009314821,-81.66038,1.0137177,0.0024874029,0.010137177,58.434258,4294.010711193085,,116,17.570406,-58.309578,11600,-1.0,115.95,0.85712236,0.9314821,-81.66038620188833,45.779926,3238051,1.7113249,0.85712236,0.09648119,-74.6058,30154.568
-87.560875,100,-140.87418,58.009106,82.524704,0.014593229,-78.77334,0.4189424,[-0.431  1.235],4.758128,,0.008484937,-82.86507,0.8867473,0.00014593228,0.008867472,24.599476,4307.355052232742,,117,18.269478,-58.34947,11700,-1.0,117.83,0.86007786,0.8484938,-82.86506820693612,47.79657,3249834,4.0651274,0.86007786,0.04758128,-69.30558,17844.936
-85.06438,100,-150.97589,70.94403,100.80409,0.16131891,-81.21352,0.4189424,[-0.31   1.238],3.3707905,,0.009417773,-80.03185,0.54070204,0.0016131891,0.00540702,73.54343,4325.447989463806,,118,16.035887,-50.171803,11800,-1.0,114.02,0.8627196,0.94177735,-80.0318546320498,75.20919,3261236,1.3597409,0.8627196,0.033707906,-75.345184,22131.725
-85.04389,100,-134.69534,54.1413,84.86349,0.0052789496,-68.52864,0.4189424,[-0.252  1.24 ],4.8575163,,0.0065043718,-80.55405,1.0150834,5.2789495e-05,0.010150834,8.401499,4342.835579156876,,119,17.893778,-49.831856,11900,-1.0,114.71,0.8649872,0.6504372,-80.55404768332839,29.107624,3272707,11.9026375,0.8649872,0.048575163,-53.038586,10802.538
-87.322845,100,-144.33722,61.825615,84.837845,0.007554013,-77.12836,0.4189424,[-0.236  1.196],7.478092,,0.0076233186,-82.511604,1.3536764,7.554013e-05,0.013536763,13.287811,4357.448668956757,,120,16.867075,-59.499374,12000,-1.0,117.57,0.86172813,0.7623319,-82.51160335108638,24.078241,3284464,7.525694,0.86172813,0.07478092,-63.92968,19121.463
-93.27449,100,-152.71774,64.53384,92.895004,0.009092126,-78.06973,0.4189424,[-0.258  1.158],7.9647727,,0.0072676903,-88.1839,1.1810921,9.092126e-05,0.01181092,9.4898205,4372.324466705322,,121,17.498034,-59.822742,12100,-1.0,125.22,0.8578625,0.7267691,-88.1839022359252,27.464699,3296986,10.537607,0.8578625,0.07964773,-61.544815,19267.88
-90.72184,100,-168.60005,83.49822,117.36708,0.0039178287,-65.01977,0.4189424,[-0.41   1.173],3.1028354,,0.00524279,-85.10184,0.65325016,3.9178285e-05,0.006532502,7.945376,4388.235985279083,,122,18.421955,-51.232967,12200,-1.0,120.38,0.8631853,0.524279,-85.10183467790485,39.177143,3309024,12.585937,0.8631853,0.031028353,-45.081875,10900.995
-95.90449,100,-177.58572,87.60076,119.18359,0.0024336595,-66.20078,0.4189424,[-0.375  1.129],3.150155,,0.0050066286,-89.98496,0.6662039,2.4336594e-05,0.006662039,8.083869,4405.911661148071,,123,21.81912,-58.40213,12300,-1.0,126.56,0.86779684,0.50066286,-89.98496070936322,36.093094,3321680,12.370315,0.86779684,0.03150155,-45.380955,11656.43
-91.62864,100,-137.00232,49.94042,77.105835,0.48406136,-91.27501,0.4189424,[-0.378  1.087],2.155499,,0.009773179,-87.0619,0.32500267,0.0048406133,0.0032500266,89.156654,4424.423609972,,124,17.662111,-59.896484,12400,-1.0,123.74,0.8547208,0.97731787,-87.06189712896943,90.04253,3334054,1.1216213,0.8547208,0.02155499,-86.43852,18542.156
-97.37837,100,-173.21133,81.60668,122.5391,0.01728538,-79.549706,0.4189424,[-0.399  1.08 ],8.879564,,0.0064673033,-91.60467,1.1676356,0.0001728538,0.011676354,11.65403,4442.7862758636475,,125,20.696743,-50.672234,12500,-1.0,129.04,0.8628735,0.6467304,-91.60466118887067,23.476227,3346958,8.580723,0.8628735,0.08879564,-62.636845,21379.025
-91.40188,100,-134.6459,47.732224,75.017784,0.10102421,-81.8168,0.4189424,[-0.451  1.119],5.6396527,,0.008668085,-86.91367,0.765666,0.001010242,0.00765666,53.099056,4458.038472652435,,126,17.645998,-59.62812,12600,-1.0,123.77,0.86981213,0.8668085,-86.91368045046926,56.171963,3359335,1.8832726,0.86981213,0.056396525,-75.65755,15614.473
-95.75741,100,-153.07246,62.41747,92.88863,0.04917337,-91.83115,0.4189424,[-0.497  1.103],8.4487295,,0.009372622,-90.65499,1.1061908,0.00049173366,0.011061908,38.6088,4474.888339996338,,127,20.18006,-60.18383,12700,-1.0,127.6,0.8585168,0.9372622,-90.65499187722803,41.789295,3372095,2.5900831,0.8585168,0.0844873,-83.61945,27213.756
-91.80736,100,-163.83679,77.49065,104.499725,0.16428164,-86.98827,0.4189424,[-0.484  1.128],5.5297475,,0.009564165,-86.34613,0.72072786,0.0016428164,0.0072072786,67.718124,4491.707649946213,,128,20.007782,-59.337067,12800,-1.0,122.27,0.8646552,0.9564165,-86.34614136487245,63.780804,3384322,1.4767095,0.8646552,0.055297475,-80.35179,28738.379
-94.12252,100,-164.79327,76.163864,105.664635,0.0012782401,-69.257034,0.4189424,[-0.51   1.145],5.5485573,,0.005974524,-88.6294,0.9511265,1.27824005e-05,0.009511265,7.650077,4508.979247570038,,129,21.011875,-59.12864,12900,-1.0,124.73,0.86119723,0.5974524,-88.62940758898854,28.293592,3396795,13.071764,0.86119723,0.055485573,-49.396755,17622.576
-90.90864,100,-162.07423,76.56807,112.776276,0.0040400913,-68.46507,0.4189424,[-0.47   1.185],7.868858,,0.006322544,-85.50615,0.99796104,4.040091e-05,0.009979609,8.734595,4525.912400484085,,130,18.507538,-49.29796,13000,-1.0,121.07,0.8546759,0.6322544,-85.50615690767765,28.641808,3408902,11.448728,0.8546759,0.07868858,-50.18528,18920.773
-91.22149,100,-145.65915,59.29297,96.16464,0.011065729,-75.571365,0.4189424,[-0.399  1.22 ],5.2837005,,0.0074940114,-86.36618,1.0209721,0.00011065729,0.010209721,16.71163,4545.8111391067505,,131,20.267012,-49.494507,13100,-1.0,122.84,0.8702251,0.74940115,-86.36618085980416,35.0129,3421186,5.9838567,0.8702251,0.052837003,-63.694355,16385.6
-87.92511,100,-136.75078,53.38402,77.119705,0.0026509808,-61.96963,0.4189424,[-0.264  1.21 ],3.8565016,,0.0054707886,-83.366745,0.8157708,2.6509808e-05,0.008157708,6.821648,4566.58339381218,,132,16.862202,-59.63107,13200,-1.0,118.87,0.8644139,0.5470789,-83.36675110995769,31.022213,3433073,14.659214,0.8644139,0.038565014,-44.51688,8134.2573
-88.71094,100,-149.27985,65.5449,99.04668,0.01030986,-83.250694,0.4189424,[-0.321  1.254],5.297348,,0.007871738,-83.73494,1.1181549,0.0001030986,0.011181548,10.120376,4583.292400360107,,133,17.708279,-50.233173,13300,-1.0,119.42,0.8663229,0.78717387,-83.73494503289461,33.137512,3445015,9.881056,0.8663229,0.05297348,-67.60908,19087.385
-87.754326,100,-132.82654,49.499767,73.28474,0.4129948,-86.51473,0.4189424,[-0.416  1.225],3.5053356,,0.0098764375,-83.326775,0.45789722,0.004129948,0.0045789722,84.24199,4598.668616056442,,134,18.06375,-59.5418,13400,-1.0,117.38,0.85370576,0.9876437,-83.32677345916629,82.307976,3456753,1.1870565,0.85370576,0.035053354,-81.69082,18172.977
-89.224884,100,-128.28288,43.334084,68.80615,0.013113436,-75.14369,0.4189424,[-0.447  1.235],7.6000047,,0.0069769607,-84.9488,1.252694,0.00013113437,0.01252694,10.23963,4612.113090276718,,135,16.858675,-59.47673,13500,-1.0,120.69,0.86342055,0.6976961,-84.94879664540291,23.675808,3468822,9.765978,0.86342055,0.07600004,-61.780647,10011.848
-88.80506,100,-141.30254,57.207554,82.10363,0.0009064551,-65.94327,0.4189424,[-0.436  1.194],9.525547,,0.0058627753,-84.09498,1.0741279,9.064551e-06,0.010741279,7.125944,4625.84680891037,,136,17.5062,-59.198906,13600,-1.0,119.45,0.8590545,0.58627754,-84.09498178377747,22.95344,3480767,14.033228,0.8590545,0.09525547,-48.29884,12229.245
-91.18089,100,-186.52957,101.566315,136.54056,0.029317139,-88.72719,0.4189424,[-0.565  1.171],6.155194,,0.009488233,-84.96325,1.0061362,0.00029317138,0.010061362,35.91008,4641.991405725479,,137,21.348974,-49.989014,13700,-1.0,121.4,0.8714764,0.9488234,-84.96325229302049,47.07085,3492907,2.7847333,0.8714764,0.061551936,-78.35147,43224.76
-91.98405,100,-151.7583,64.83286,92.73032,0.0042879963,-77.28245,0.4189424,[-0.52   1.145],6.0795746,,0.0075750705,-86.92543,1.1628165,4.287996e-05,0.011628165,15.705956,4659.612553358078,,138,19.753893,-59.027977,13800,-1.0,123.48,0.8657502,0.757507,-86.92543526440859,29.793821,3505255,6.367011,0.8657502,0.060795743,-64.51809,19838.23
-90.49379,100,-134.64275,48.637047,75.62497,0.66044474,-90.19468,0.4189424,[-0.549  1.111],1.5110017,,0.009919193,-86.00569,0.17901444,0.006604447,0.0017901442,97.52209,4677.382505655289,,139,17.643635,-59.017776,13900,-1.0,121.84,0.85709673,0.9919193,-86.00569986730814,96.84567,3517439,1.0254087,0.85709673,0.015110017,-85.649925,18412.088
-98.12628,100,-162.79762,70.09793,103.54811,0.0020873575,-81.286125,0.4189424,[-0.549  1.107],6.5313606,,0.007068247,-92.6997,1.0722635,2.0873575e-05,0.010722635,10.110651,4693.395844221115,,140,20.712254,-59.24951,14000,-1.0,131.22,0.8634392,0.7068247,-92.69969381138682,30.290789,3530561,9.89056,0.8634392,0.06531361,-64.21991,19870.473
-96.387024,100,-153.48674,62.21594,93.86008,0.0042785276,-73.17495,0.4189424,[-0.416  1.12 ],4.015482,,0.0063710148,-91.2708,0.86003745,4.2785276e-05,0.008600375,8.563991,4710.336127996445,,141,22.327639,-59.626663,14100,-1.0,128.25,0.8626368,0.63710153,-91.27080319777131,35.432228,3543386,11.6768,0.8626368,0.04015482,-55.692127,13500.188
-91.37499,100,-144.1668,57.597347,84.75046,0.0068265907,-69.547745,0.4189424,[-0.495  1.16 ],8.479995,,0.006815472,-86.56944,1.1472974,6.826591e-05,0.011472973,13.851654,4728.414298057556,,142,18.658134,-59.416336,14200,-1.0,122.46,0.8548789,0.6815472,-86.56944306448102,26.084188,3555632,7.2193546,0.8548789,0.084799945,-56.635754,13999.231
-90.25316,100,-175.65228,91.25419,116.9308,0.010613935,-67.80883,0.4189424,[-0.527  1.198],3.366606,,0.0059287697,-84.39809,0.75458324,0.00010613935,0.007545832,9.938432,4744.807351112366,,143,21.438358,-58.721478,14300,-1.0,119.13,0.8573569,0.59287703,-84.39808470979332,38.16956,3567545,10.06195,0.8573569,0.03366606,-49.23619,16113.058
