Iteration,MeanEntropy,OptimizationReturnMean,ReturnMeanIW,TimestepsSoFar,ReturnStepMaxmin,InitialReturnMean,EpLenMean,Bound,MeanIW,StdIW,MeanIWNorm,EpThisIter,LearnableVariance,InitialBound,StdIWNorm,EmpiricalD2,MaxIW,TimeElapsed,MinIW,ESSRenyi,InitialReturnMax,ReturnStepMax,OptimizationReturnMin,MaxIWNorm,J_sample_variance,ESSClassic,EpRewMean,VarianceInit,MinIWNorm,Weights,EpisodesSoFar,OptimizationReturnMax,InitialReturnMin,InitialReturnStd
66,0.4189424,75.35931,-60.60931,2199491,0.86461604,-112.103165,157.01,-85.91557,0.5407491,0.7652599,0.005407491,100,,-118.351906,0.0076525994,16.40098,3.7771587,2767.877380132675,0.00029883877,6.0971966,-60.92926,0.86461604,,0.037771586,14130.003,33.302822,-112.10316081747413,-1.0,2.9883877e-06,[0.147 0.847],6600,126.5332,-187.46246,26.934662
67,0.4189424,126.96321,-105.43671,2214774,0.8539667,-109.14847,152.83,-114.29063,0.98621786,0.5268137,0.00986218,100,,-117.01885,0.0052681365,1.2655482,3.2934442,2795.621903181076,0.18914495,79.017136,-61.885765,0.8539667,,0.032934442,61427.566,77.800186,-109.14845920056105,-1.0,0.0018914494,[0.228 0.88 ],6700,174.22589,-236.11166,28.768904
68,0.4189424,98.14484,-62.95965,2229491,0.8595159,-105.44623,147.17,-84.00217,0.63548166,0.7551629,0.006354817,100,,-112.23258,0.007551628,9.614363,3.6830273,2816.0156469345093,0.008699584,10.401105,-61.28453,0.8595159,,0.036830273,24648.322,41.45711,-105.44622182205319,-1.0,8.699584e-05,[0.192 0.889],6800,142.30653,-203.59106,29.555182
69,0.4189424,93.14791,-57.48846,2244141,0.86143005,-104.38512,146.5,-81.66759,0.5252526,0.7484974,0.0052525266,100,,-110.96955,0.0074849734,13.48479,4.2954893,2840.4359636306763,0.0032498885,7.4157624,-71.48784,0.86143005,,0.042954892,14962.844,32.995758,-104.38511437043547,-1.0,3.2498883e-05,[0.054 0.909],6900,126.04518,-197.53302,23.862425
70,0.4189424,91.589905,-86.96982,2259274,0.86085266,-107.84626,151.33,-102.97048,0.829242,1.5044488,0.008292421,100,,-114.49413,0.015044485,5.7930956,10.032401,2863.303504705429,0.019737469,17.261929,-61.338448,0.86085266,,0.100324005,59335.34,23.301945,-107.84625941559672,-1.0,0.00019737468,[0.046 0.868],7000,138.09772,-199.43616,27.169756
71,0.4189424,100.16538,-85.00293,2275415,0.8583392,-115.58137,161.41,-105.848236,0.7882854,1.3016453,0.007882853,100,,-122.77292,0.013016451,8.401768,9.200899,2887.1452338695526,0.0017159993,11.902257,-60.67981,0.8583392,,0.092008986,52205.035,26.834255,-115.58136344328523,-1.0,1.7159993e-05,[0.052 0.834],7100,155.06694,-215.74675,26.344553
72,0.4189424,91.36165,-60.976303,2290304,0.8575368,-106.71698,148.89,-83.57395,0.61840606,0.71797884,0.0061840606,100,,-113.3196,0.007179788,11.713693,3.5681918,2907.135737657547,0.010439226,8.537018,-61.975513,0.8575368,,0.03568192,20901.578,42.590233,-106.71698081344366,-1.0,0.00010439226,[0.13  0.861],7200,136.10312,-198.07863,25.527067
73,0.4189424,175.6338,-85.04164,2305243,0.865571,-107.05294,149.39,-105.952194,0.75854844,1.0502968,0.0075854845,100,,-116.475815,0.010502967,4.9245067,7.369418,2930.7546994686127,0.009020695,20.306602,-61.38556,0.865571,,0.07369418,78143.61,34.27997,-107.0529313570261,-1.0,9.020695e-05,[0.244 0.884],7300,221.30118,-282.68674,30.409212
74,0.4189424,64.57201,-85.15682,2321031,0.86305654,-112.93411,157.88,-104.556206,0.7952074,1.3476225,0.0079520745,100,,-118.85096,0.013476223,10.749582,9.338146,2955.4453983306885,0.010887887,9.302687,-72.966965,0.86305654,,0.09338146,32086.836,25.826832,-112.93410121157766,-1.0,0.00010887887,[0.246 0.851],7400,104.53914,-177.5061,24.532606
75,0.4189424,80.93104,-67.82529,2336218,0.86648035,-108.7854,151.87,-88.00955,0.62484485,0.8880817,0.006248448,100,,-115.10929,0.008880817,10.187282,4.5065274,2976.8225939273834,0.010575106,9.816161,-62.161285,0.86648035,,0.045065273,19488.594,33.11207,-108.78540733590722,-1.0,0.00010575106,[0.212 0.89 ],7500,127.55516,-189.71645,27.483076
76,0.4189424,99.872665,-85.24762,2351674,0.8630485,-110.134384,154.56,-100.72415,0.7994802,0.99079555,0.007994802,100,,-117.13463,0.009907955,4.887893,7.2894444,2995.147716283798,0.015010589,20.458712,-73.48091,0.8630485,,0.07289445,41846.355,39.4343,-110.13438705757261,-1.0,0.00015010589,[0.34  0.866],7600,136.52615,-210.00706,26.129799
77,0.4189424,85.35202,-89.96673,2367282,0.85968596,-111.16458,156.08,-106.76115,0.8321226,1.3478706,0.008321226,100,,-117.71513,0.013478706,6.5731573,8.64683,3014.4190685749054,0.027937844,15.213389,-73.232376,0.85968596,,0.086468294,44172.305,27.595758,-111.164581399709,-1.0,0.00027937844,[0.455 0.853],7700,123.284225,-196.5166,27.134176
78,0.4189424,123.87186,-88.6467,2382145,0.86276686,-105.14165,148.63,-101.785095,0.8713452,0.9924619,0.008713451,100,,-112.77541,0.009924619,2.962135,5.915666,3033.1641762256622,0.030828072,33.759434,-62.16074,0.86276686,,0.05915666,57337.344,43.528976,-105.14164286777377,-1.0,0.00030828072,[0.448 0.888],7800,166.85277,-229.0135,26.473179
79,0.4189424,86.05234,-97.69969,2396917,0.86453795,-105.04178,147.72,-105.506454,0.9395209,0.5479419,0.009395209,100,,-111.411575,0.005479419,1.5020691,2.9332094,3051.3850467205048,0.18272124,66.57483,-64.1393,0.86453795,,0.029332094,36082.816,74.61914,-105.04177416682244,-1.0,0.0018272124,[0.493 0.91 ],7900,126.95482,-191.09412,24.133959
80,0.4189424,105.49337,-57.35606,2411471,0.86609316,-103.231804,145.54,-80.06069,0.55529,0.8117726,0.0055529,100,,-110.18931,0.008117724,10.649314,5.0169644,3069.9772996902466,0.0016058454,9.390276,-64.25558,0.86609316,,0.050169643,22891.955,31.876366,-103.2318089403212,-1.0,1.6058453e-05,[0.553 0.912],8000,144.4696,-208.72519,26.411161
81,0.4189424,60.991035,-61.71646,2426440,0.8574291,-106.32077,149.69,-79.11195,0.64352906,1.1041654,0.0064352904,100,,-111.89782,0.011041653,9.728879,7.988751,3090.436598300934,0.0077556884,10.278677,-63.280624,0.8574291,,0.07988751,21131.434,25.355227,-106.32076172411442,-1.0,7.7556884e-05,[0.7   0.913],8100,104.03117,-167.3118,24.788227
82,0.4189424,101.967575,-65.28199,2440759,0.8639113,-101.37911,143.19,-89.28172,0.6237705,0.8764304,0.0062377034,100,,-108.15733,0.008764303,12.536642,5.6947594,3108.6801216602325,0.007139831,7.976618,-52.92047,0.8639113,,0.056947593,23528.008,33.62279,-101.3791095624864,-1.0,7.139831e-05,[0.694 0.952],8200,150.42621,-203.34668,24.642
83,0.4189424,97.65203,-70.35881,2455365,0.8548903,-104.30494,146.06,-94.79678,0.6460178,0.92357606,0.0064601772,100,,-111.03682,0.00923576,13.178178,5.3728914,3133.3397595882416,0.0052095577,7.5883026,-62.45218,0.8548903,,0.053728912,23886.52,32.852753,-104.30492952376603,-1.0,5.2095576e-05,[0.808 0.976],8300,139.50478,-201.95695,23.425627
84,0.4189424,89.503044,-73.532425,2469951,0.8663742,-103.20195,145.86,-91.09128,0.69353133,1.1349632,0.0069353133,100,,-109.62546,0.0113496315,7.4722033,7.5614877,3155.6593058109283,0.024885505,13.382934,-62.9759,0.8663742,,0.07561488,26833.697,27.187744,-103.20195684805512,-1.0,0.00024885504,[0.762 0.937],8400,129.7291,-192.705,27.992554
85,0.4189424,91.467674,-56.845554,2485060,0.8592551,-107.29739,151.09,-78.96152,0.5602779,0.6816572,0.005602779,100,,-113.9229,0.0068165725,11.1422825,3.9655886,3175.1597831249237,0.0015028443,8.974822,-62.6817,0.8592551,,0.039655887,17970.814,40.319065,-107.29739536419511,-1.0,1.5028442e-05,[0.685 0.909],8500,136.08337,-198.76508,25.129652
86,0.4189424,67.56088,-75.65828,2499027,0.86425877,-97.91204,139.67,-90.75551,0.7522471,1.1991891,0.007522471,100,,-103.427795,0.011991889,7.4917474,7.2574377,3196.562113046646,0.0047115064,13.348021,-62.70469,0.86425877,,0.07257438,21215.799,28.238297,-97.91204111278057,-1.0,4.7115063e-05,[0.753 0.943],8600,102.76823,-165.47292,22.765005
87,0.4189424,90.15125,-57.570618,2513333,0.8645781,-100.89617,143.06,-82.00789,0.61961734,0.86594784,0.006196174,100,,-107.26443,0.008659478,14.725346,6.2456365,3218.2007081508636,0.0015284466,6.7910123,-63.92617,0.8645781,,0.062456362,23032.584,33.86211,-100.89617364242673,-1.0,1.5284466e-05,[0.68  0.914],8700,127.121254,-191.04742,22.288471
88,0.4189424,97.6004,-83.9846,2527610,0.8645116,-100.75791,142.77,-94.13738,0.8522618,0.7934002,0.008522619,100,,-107.36985,0.007934002,2.3578293,4.286283,3237.6819314956665,0.014913702,42.411892,-52.34346,0.8645116,,0.04286283,35324.016,53.5722,-100.75790665119887,-1.0,0.00014913702,[0.669 0.957],8800,146.01485,-198.3583,27.385149
89,0.4189424,92.078606,-85.178505,2541288,0.8683243,-96.826904,136.78,-94.353874,0.91754484,0.80542773,0.009175449,100,,-103.123764,0.008054277,2.1232471,5.412272,3256.0991880893707,0.07708878,47.09767,-52.923058,0.8683243,,0.05412272,38019.93,56.47976,-96.82690629765392,-1.0,0.00077088777,[0.579 0.962],8900,135.98245,-188.90552,25.512543
90,0.4189424,78.88483,-76.71425,2555451,0.8626485,-100.631424,141.63,-91.52824,0.8351086,1.1635015,0.008351085,100,,-106.61531,0.011635015,6.128847,7.229892,3276.4161529541016,0.0044430457,16.316282,-52.936226,0.8626485,,0.072298914,36822.73,34.000877,-100.63143075525761,-1.0,4.4430457e-05,[0.632 0.978],9000,126.58004,-179.51627,26.706678
91,0.4189424,82.141884,-66.07829,2568447,0.86836565,-91.584564,129.96,-85.53474,0.76041013,1.121486,0.0076041007,100,,-97.375435,0.01121486,11.288534,7.718276,3296.6188423633575,0.0036139158,8.858546,-53.835304,0.86836565,,0.077182755,27679.732,31.49444,-91.58455587163567,-1.0,3.6139158e-05,[0.565 1.012],9100,119.891136,-173.72644,23.465595
92,0.4189424,52.517525,-63.833008,2581368,0.8582728,-91.40326,129.21,-81.24018,0.6878509,1.4997873,0.0068785087,100,,-96.20063,0.0149978725,13.165943,13.764089,3317.759099006653,0.018010525,7.595354,-53.232773,0.8582728,,0.13764088,15645.516,17.378832,-91.40326840743423,-1.0,0.00018010524,[0.584 1.053],9200,90.68802,-143.92079,22.387442
93,0.4189424,59.378334,-67.41065,2594794,0.86558914,-94.598015,134.26,-84.613205,0.7476286,1.2515692,0.0074762856,100,,-99.73056,0.012515691,11.233633,8.387205,3338.5967919826508,0.020490551,8.901839,-62.29609,0.86558914,,0.08387205,21029.195,26.29884,-94.59801558718085,-1.0,0.0002049055,[0.682 1.014],9300,91.68026,-153.97635,19.671104
94,0.4189424,52.25972,-62.43492,2607728,0.86929935,-91.42753,129.34,-80.77772,0.75929534,1.1885076,0.0075929533,100,,-96.21711,0.011885075,14.666857,7.49256,3357.4974281787872,0.0050283778,6.8180933,-62.089767,0.86929935,,0.074925594,18726.596,28.984737,-91.42753579869867,-1.0,5.0283776e-05,[0.637 1.055],9400,81.59749,-143.68726,19.911379
95,0.4189424,82.70829,-56.135494,2620456,0.86553323,-89.2681,127.28,-73.21275,0.66926247,1.0377249,0.006692624,100,,-95.000626,0.010377248,8.874446,5.440965,3375.5392370224,0.005018193,11.26831,-61.954964,0.86553323,,0.05440965,23395.518,29.37544,-89.26808962270617,-1.0,5.0181927e-05,[0.634 1.1  ],9500,110.021416,-171.97638,21.169006
96,0.4189424,73.68219,-39.99471,2633170,0.8520507,-89.751854,127.14,-58.8274,0.47372624,0.73838073,0.004737262,100,,-95.199646,0.007383807,11.950395,4.800799,3394.873241186142,0.0027497166,8.367925,-51.607765,0.8520507,,0.048007987,10194.953,29.159296,-89.75184487253428,-1.0,2.7497166e-05,[0.489 1.098],9600,111.82627,-163.43404,20.74001
97,0.4189424,62.111397,-85.388374,2646427,0.8585349,-94.03533,132.57,-92.82124,0.9187227,0.89785445,0.009187227,100,,-99.24022,0.008978544,2.039339,5.320478,3414.7061285972595,0.12074131,49.035496,-61.716103,0.8585349,,0.05320478,24974.885,51.148617,-94.03533271238207,-1.0,0.001207413,[0.493 1.055],9700,94.430626,-156.14673,21.058348
98,0.4189424,51.26004,-80.57881,2658638,0.8592669,-85.5326,122.11,-86.337524,0.93198776,0.6667678,0.009319877,100,,-90.09235,0.0066676773,1.5950252,3.193417,3433.053688287735,0.14054212,62.694935,-52.0979,0.8592669,,0.03193417,17859.533,66.144844,-85.53259437873959,-1.0,0.0014054212,[0.432 1.074],9800,84.69473,-136.79263,17.783304
99,0.4189424,72.82946,-74.903244,2671595,0.8633137,-91.609955,129.57,-90.40369,0.8093918,1.2521815,0.008093918,100,,-97.09127,0.0125218155,7.9968452,6.989721,3454.2795929908752,0.008589592,12.504931,-60.71248,0.8633137,,0.069897205,25660.422,29.468884,-91.609953096807,-1.0,8.589592e-05,[0.363 1.081],9900,103.72693,-164.4394,19.178867
100,0.4189424,47.449085,-86.15192,2684611,0.8615012,-92.158516,130.16,-91.62529,0.95129335,0.5184987,0.009512934,100,,-96.8121,0.0051849866,1.383359,2.8767583,3474.4199619293213,0.17184031,72.28782,-61.814304,0.8615012,,0.028767582,19009.14,77.09653,-92.15851633429527,-1.0,0.0017184031,[0.297 1.049],10000,77.793304,-139.6076,20.096813
101,0.4189424,69.547966,-67.67661,2697684,0.8684897,-92.567314,130.73,-86.202934,0.802819,1.183508,0.008028191,100,,-97.971146,0.01183508,11.753658,6.611062,3497.1463828086853,0.006920178,8.507989,-51.862457,0.8684897,,0.06611062,27350.104,31.513557,-92.56731417790056,-1.0,6.920178e-05,[0.336 1.059],10100,110.25282,-162.11528,22.504126
102,0.4189424,59.713448,-70.069885,2710039,0.8657736,-87.14527,123.55,-86.965744,0.7804897,1.0759507,0.0078048967,100,,-92.040565,0.010759506,11.912515,4.5450244,3514.3931016921997,0.0019770158,8.394533,-51.085224,0.8657736,,0.045450244,17190.758,34.47773,-87.14527466967702,-1.0,1.9770157e-05,[0.293 1.102],10200,95.7735,-146.85872,19.188778
103,0.4189424,59.28174,-65.68646,2722804,0.86475646,-89.884514,127.65,-84.61804,0.7456115,1.0837536,0.0074561145,100,,-94.85671,0.010837535,14.496892,5.763915,3535.597840309143,0.002056079,6.8980303,-61.542614,0.86475646,,0.057639148,17477.164,32.12655,-89.88450708597898,-1.0,2.056079e-05,[0.364 1.06 ],10300,87.62363,-149.16624,19.222475
104,0.4189424,63.793713,-45.508793,2734773,0.86662465,-84.306755,119.69,-61.910553,0.5565843,0.91265595,0.005565843,100,,-89.24343,0.00912656,11.038514,5.9636955,3555.317275762558,0.0055882987,9.059191,-53.153168,0.86662465,,0.059636954,10525.671,27.109371,-84.30675390839576,-1.0,5.5882985e-05,[0.382 1.103],10400,94.947296,-148.10046,18.993681
105,0.4189424,93.12445,-71.02851,2747082,0.8662375,-86.70441,123.09,-81.50619,0.8219299,0.8490972,0.008219298,100,,-92.69869,0.008490971,3.055299,5.3234177,3576.2058703899384,0.03134339,32.73002,-60.27435,0.8662375,,0.053234175,29247.93,48.374645,-86.70439787209034,-1.0,0.00031343388,[0.397 1.145],10500,119.554504,-179.82886,20.182077
106,0.4189424,64.12704,-45.874226,2759288,0.8632393,-86.038155,122.06,-65.15709,0.532689,0.68048465,0.0053268904,100,,-91.04366,0.0068048467,14.840453,2.6408787,3597.080231666565,0.007338748,6.738339,-51.41804,0.8632393,,0.026408786,8522.208,37.995594,-86.03815408870578,-1.0,7.338748e-05,[0.458 1.167],10600,98.74715,-150.16519,19.121368
107,0.4189424,66.1179,-78.66063,2771666,0.86145663,-87.0589,123.78,-89.31645,0.88827723,1.2299938,0.008882772,100,,-92.164795,0.012299937,4.3554254,7.0339637,3618.500134706497,0.021521002,22.95987,-50.876656,0.86145663,,0.070339635,24749.697,34.277298,-87.05889324530959,-1.0,0.00021521002,[0.486 1.121],10700,102.30013,-153.17679,19.851503
108,0.4189424,61.709373,-69.69636,2784465,0.8619635,-89.863495,127.99,-80.791245,0.80425036,1.0489541,0.008042503,100,,-94.91592,0.010489541,4.822203,5.7944613,3638.1969752311707,0.0136888,20.73741,-61.010574,0.8619635,,0.05794461,20553.77,37.021915,-89.86349828645587,-1.0,0.00013688799,[0.549 1.09 ],10800,90.5623,-151.57288,18.641264
109,0.4189424,55.749535,-61.37225,2797220,0.859558,-90.38704,127.55,-77.61101,0.6901954,1.1802475,0.006901954,100,,-95.25827,0.011802475,11.112968,6.693507,3657.4236273765564,0.009052617,8.998496,-51.961338,0.859558,,0.06693507,15886.422,25.483122,-90.38704614549876,-1.0,9.052616e-05,[0.425 1.088],10900,94.17525,-146.13658,19.058659
110,0.4189424,104.96661,-58.424774,2810544,0.8655908,-94.56464,133.24,-77.136246,0.672741,0.9895492,0.00672741,100,,-101.215675,0.0098954905,7.9147353,5.5387383,3679.9624168872833,0.005750984,12.634662,-51.866215,0.8655908,,0.05538738,34275.727,31.60946,-94.56463507205248,-1.0,5.750984e-05,[0.48  1.046],11000,147.66504,-199.53125,21.61046
111,0.4189424,77.69325,-88.93167,2823323,0.86705005,-89.68237,127.79,-94.62261,0.9989135,0.22097938,0.009989135,100,,-95.26156,0.0022097938,1.0404619,1.750624,3703.5439162254333,0.43900794,96.11116,-61.7493,0.86705005,,0.01750624,28981.932,95.334496,-89.68237122088671,-1.0,0.004390079,[0.511 1.083],11100,105.62633,-167.37563,19.511105
112,0.4189424,75.99307,-53.23258,2836292,0.8665679,-91.47732,129.69,-75.02567,0.64807653,1.0131878,0.0064807646,100,,-97.05967,0.010131877,15.240676,5.8681874,3722.2228519916534,0.0019455634,6.561389,-51.976456,0.8665679,,0.05868187,21930.242,29.034771,-91.47732683390379,-1.0,1.9455632e-05,[0.518 1.088],11200,115.49394,-167.4704,21.569273
113,0.4189424,59.73045,-51.18332,2848438,0.863654,-85.47391,121.46,-69.89235,0.58821374,0.7563327,0.005882137,100,,-90.31404,0.0075633265,14.941201,3.6202977,3739.354526758194,0.003896359,6.692902,-52.879498,0.863654,,0.036202975,9344.095,37.688717,-85.47390002340079,-1.0,3.896359e-05,[0.578 1.127],11300,92.324844,-145.20435,18.133646
114,0.4189424,71.76952,-57.811188,2861275,0.8614023,-90.66163,128.37,-77.431625,0.65012115,0.9496585,0.0065012113,100,,-96.076004,0.0094965855,13.131711,5.666592,3757.3130235671997,0.0011261952,7.615154,-52.251015,0.8614023,,0.05666592,16827.887,31.91051,-90.66162668690086,-1.0,1.1261952e-05,[0.588 1.081],11400,110.18014,-162.43115,21.600397
115,0.4189424,66.04385,-86.66157,2873744,0.8590426,-87.791985,124.69,-92.350365,0.9964957,0.46243265,0.009964957,100,,-92.919846,0.0046243267,1.2307463,2.540706,3775.617499113083,0.20054218,81.25152,-52.91642,0.8590426,,0.02540706,25162.191,82.28079,-87.79198712587356,-1.0,0.0020054218,[0.431 1.076],11500,100.919426,-153.83585,19.700296
116,0.4189424,46.521996,-73.93046,2886097,0.8571302,-87.16532,123.53,-83.01591,0.8565007,1.2583873,0.008565008,100,,-91.62157,0.012583872,4.1567607,7.961175,3794.4539155960083,0.016769525,24.057194,-51.21729,0.8571302,,0.07961175,17756.441,31.659548,-87.16532259196043,-1.0,0.00016769524,[0.384 1.076],11600,82.47003,-133.68732,18.207905
117,0.4189424,53.717583,-49.213238,2899234,0.86186993,-92.97028,131.37,-70.45116,0.5282487,0.7170742,0.005282487,100,,-97.85988,0.0071707424,18.865917,4.240415,3812.3037753105164,0.0021442547,5.300564,-61.74549,0.86186993,,0.04240415,7614.7246,35.178,-92.9702841591835,-1.0,2.1442547e-05,[0.286 1.059],11700,84.942375,-146.68787,20.976812
118,0.4189424,55.321293,-62.18617,2911619,0.86853814,-87.85291,123.85,-74.90025,0.7343865,1.1896774,0.0073438645,100,,-92.62538,0.011896773,7.097136,7.02654,3827.9069283008575,0.01609331,14.090191,-60.994648,0.86853814,,0.0702654,17138.803,27.59174,-87.85291105642915,-1.0,0.0001609331,[0.278 1.105],11800,82.179565,-143.17421,20.762108
119,0.4189424,59.131935,-70.96431,2923430,0.8606539,-83.115685,118.11,-77.96604,0.8589333,0.63548565,0.008589333,100,,-87.85727,0.006354856,2.1805387,2.992511,3843.0546085834503,0.047432028,45.86023,-60.723244,0.8606539,,0.02992511,16700.824,64.62518,-83.11568187773227,-1.0,0.00047432026,[0.193 1.14 ],11900,81.524376,-142.24762,15.2176285
120,0.4189424,50.00792,-64.789406,2935441,0.8590254,-84.3233,120.11,-75.8293,0.7919044,1.3629676,0.007919042,100,,-88.801,0.013629676,6.0788097,11.276194,3859.463561296463,0.012669939,16.450588,-60.41877,0.8590254,,0.11276194,17648.51,25.238022,-84.32330313101411,-1.0,0.00012669938,[0.109 1.155],12000,73.91245,-134.33122,17.117695
121,0.4189424,63.115303,-60.02978,2947786,0.85863537,-87.19878,123.45,-76.28926,0.6754887,1.0218886,0.0067548873,100,,-92.20924,0.010218887,10.530682,5.28894,3876.0448977947235,0.013192505,9.496061,-60.63894,0.85863537,,0.0528894,13904.538,30.40803,-87.19878450959921,-1.0,0.00013192504,[0.068 1.121],12100,89.67515,-150.31409,20.389917
122,0.4189424,72.63064,-50.3172,2959820,0.86310506,-84.262794,120.34,-69.06742,0.5982409,0.9134749,0.0059824097,100,,-89.49258,0.00913475,12.854221,5.4046526,3892.926557779312,0.0048301113,7.7795453,-60.916054,0.86310506,,0.054046527,13325.921,30.01624,-84.2627992773056,-1.0,4.8301114e-05,[0.159 1.152],12200,95.97738,-156.89343,17.994164
123,0.4189424,77.58948,-62.809246,2971382,0.86296076,-81.28577,115.62,-72.088165,0.7628243,0.8263001,0.0076282443,100,,-86.58161,0.008263,3.0699067,4.9839416,3909.17684674263,0.046389483,32.57428,-60.394653,0.86296076,,0.049839415,19241.145,46.011974,-81.28576917782426,-1.0,0.00046389483,[0.148 1.196],12300,98.48059,-158.87524,16.339014
124,0.4189424,53.316532,-71.86035,2983439,0.859246,-85.1576,120.57,-78.77498,0.8449574,0.9586794,0.008449574,100,,-89.7734,0.009586793,2.2441037,5.550172,3925.600972175598,0.017953573,44.561222,-51.6464,0.859246,,0.055501718,16922.541,43.71982,-85.15760194018483,-1.0,0.00017953572,[0.249 1.178],12400,86.827736,-138.47414,18.250479
125,0.4189424,35.79327,-74.42693,2995331,0.85674006,-83.881584,118.92,-79.94212,0.9067122,0.9984252,0.009067122,100,,-87.870735,0.009984251,1.9114244,7.642883,3941.7730889320374,0.09333384,52.317005,-51.00161,0.85674006,,0.07642882,13654.4795,45.197147,-83.88157461568713,-1.0,0.00093333836,[0.154 1.186],12500,68.67323,-119.67484,16.395048
126,0.4189424,56.4544,-70.961815,3007264,0.8681094,-83.77414,119.33,-80.96709,0.8506536,1.2989228,0.008506536,100,,-88.44843,0.012989228,4.5817094,10.315666,3958.682541370392,0.0076784794,21.825914,-49.650833,0.8681094,,0.103156656,21696.959,30.015265,-83.77414493218065,-1.0,7.6784796e-05,[0.171 1.208],12600,90.57771,-140.22855,18.14299
127,0.4189424,50.98905,-45.623142,3019323,0.8590898,-84.8276,120.59,-61.00302,0.60087276,0.9529639,0.006008727,100,,-89.35482,0.009529638,11.540971,4.365826,3977.1779384613037,0.00669333,8.664783,-61.06774,0.8590898,,0.04365826,10929.612,28.447166,-84.82759629011154,-1.0,6.69333e-05,[0.104 1.181],12700,74.74891,-135.81665,16.798738
128,0.4189424,52.295883,-82.35306,3031159,0.8699884,-82.429794,118.36,-86.86889,1.0003257,0.10158067,0.010003257,100,,-86.92064,0.0010158067,1.011154,1.2278305,3997.6284577846527,0.72562283,98.8969,-60.081398,0.8699884,,0.012278305,18635.3,98.97933,-82.4297960780561,-1.0,0.007256228,[0.105 1.223],12800,74.64428,-134.72568,15.84708
129,0.4189424,52.466427,-63.817825,3042736,0.8659387,-81.27868,115.77,-75.434395,0.7896524,1.3397114,0.007896524,100,,-85.73685,0.013397114,6.789574,10.289278,4016.8220343589783,0.0035129823,14.728464,-50.085144,0.8659387,,0.10289278,17094.615,25.783855,-81.27867707550526,-1.0,3.5129822e-05,[0.114 1.224],12900,83.65996,-133.7451,15.789858
130,0.4189424,49.66736,-66.82229,3054659,0.86197865,-83.68872,119.23,-78.77114,0.7964943,1.2148076,0.007964943,100,,-88.13393,0.012148077,7.225519,8.70307,4036.1785356998444,0.010381668,13.839836,-51.875698,0.86197865,,0.087030694,15357.3955,30.064207,-83.6887189258635,-1.0,0.000103816674,[0.225 1.195],13000,81.48038,-133.35608,18.383429
131,0.4189424,46.04883,-65.066574,3067123,0.854631,-87.77239,124.64,-82.56853,0.71994835,1.3316282,0.007199484,100,,-92.23311,0.013316282,15.394502,9.205608,4056.089963912964,0.004243309,6.495826,-52.10144,0.854631,,0.09205608,12809.376,22.618904,-87.77239880174399,-1.0,4.243309e-05,[0.366 1.18 ],13100,81.71979,-133.82123,19.99384
132,0.4189424,79.91877,-86.40786,3079517,0.8614917,-87.68355,123.94,-92.51235,0.95974123,0.41067994,0.009597412,100,,-93.27029,0.004106799,1.1939387,2.4570827,4078.714868545532,0.2714807,83.75639,-61.238655,0.8614917,,0.024570826,27345.854,84.52339,-87.68354019969702,-1.0,0.002714807,[0.376 1.135],13200,106.363655,-167.60231,22.309824
133,0.4189424,52.486767,-84.94733,3092081,0.85933834,-88.744675,125.64,-90.37572,0.9535301,0.5257508,0.009535301,100,,-93.45239,0.0052575087,1.3296013,2.8470156,4096.281280517578,0.2248923,75.21052,-49.98993,0.85933834,,0.028470155,19458.39,76.68638,-88.74467710524797,-1.0,0.002248923,[0.374 1.123],13300,91.241516,-141.23145,20.355042
134,0.4189424,68.67403,-60.32924,3105025,0.86518717,-91.98665,129.44,-79.04067,0.67086864,0.86283875,0.006708686,100,,-97.34201,0.008628387,12.207797,4.3334093,4117.902971744537,0.008150468,8.191486,-52.76374,0.86518717,,0.043334093,16993.904,37.67634,-91.9866567067802,-1.0,8.150467e-05,[0.405 1.109],13400,107.896935,-160.66068,21.424213
135,0.4189424,54.427513,-83.372505,3118008,0.85692996,-91.97419,129.83,-90.44919,0.95195067,0.9564934,0.009519506,100,,-96.85424,0.009564933,2.1028576,6.39722,4137.9764750003815,0.04135168,47.554337,-61.676483,0.85692996,,0.0639722,24031.137,49.761967,-91.97418258592486,-1.0,0.0004135168,[0.289 1.084],13500,84.72522,-146.4017,20.496592
136,0.4189424,70.43276,-66.86628,3131011,0.8702176,-92.45499,130.03,-85.5206,0.6886351,1.0280826,0.006886351,100,,-97.88458,0.010280825,11.803867,5.863144,4156.671939134598,0.002093323,8.4718,-60.916325,0.8702176,,0.05863144,17054.426,30.970934,-92.45498865783215,-1.0,2.093323e-05,[0.212 1.075],13600,101.971436,-162.88776,20.880758
137,0.4189424,67.75522,-83.94321,3144097,0.8636076,-93.04929,130.86,-92.000534,0.9385559,1.148315,0.009385559,100,,-98.40943,0.01148315,2.2595832,10.507052,4175.6490268707275,0.07134539,44.255947,-51.26109,0.8636076,,0.105070524,31193.213,40.049168,-93.04928754255175,-1.0,0.00071345386,[0.079 1.056],13700,109.54341,-160.8045,23.950403
