Iteration,MeanEntropy,OptimizationReturnMean,ReturnMeanIW,TimestepsSoFar,ReturnStepMaxmin,InitialReturnMean,EpLenMean,Bound,MeanIW,StdIW,MeanIWNorm,EpThisIter,LearnableVariance,InitialBound,StdIWNorm,EmpiricalD2,MaxIW,TimeElapsed,MinIW,ESSRenyi,InitialReturnMax,ReturnStepMax,OptimizationReturnMin,MaxIWNorm,J_sample_variance,ESSClassic,EpRewMean,VarianceInit,MinIWNorm,Weights,EpisodesSoFar,OptimizationReturnMax,InitialReturnMin,InitialReturnStd
138,0.4189424,59.58148,-89.36333,3156832,0.8587948,-90.40887,127.35,-94.4668,0.9819829,0.23553865,0.00981983,100,,-95.408554,0.0023553867,1.0419496,2.167459,4194.179170846939,0.52762234,95.97393,-50.49697,0.8587948,,0.02167459,22445.037,94.55971,-90.4088755968213,-1.0,0.005276223,[0.043 1.08 ],13800,99.493385,-149.99036,21.29349
139,0.4189424,85.705956,-57.48032,3170279,0.8667149,-95.64416,134.47,-79.138954,0.6120384,0.8325961,0.0061203833,100,,-101.68918,0.0083259605,12.837161,5.5368648,4216.012476682663,0.006794881,7.7898846,-60.588573,0.8667149,,0.055368647,19543.52,35.080387,-95.64416709631682,-1.0,6.794881e-05,[0.064 1.079],13900,120.76155,-181.35013,22.981686
140,0.4189424,84.156395,-60.65513,3183527,0.8593372,-93.78035,132.48,-79.212204,0.6269907,1.0181261,0.0062699066,100,,-99.71156,0.010181261,9.788824,7.6182337,4236.365659952164,0.010603908,10.215732,-59.957375,0.8593372,,0.076182336,18360.467,27.496521,-93.78034057721496,-1.0,0.00010603908,[0.121 1.037],14000,117.97936,-177.93674,24.288303
141,0.4189424,46.89877,-41.96945,3196490,0.859908,-92.1438,129.63,-64.52605,0.47421142,0.68158495,0.004742114,100,,-96.77854,0.00681585,23.686134,3.9015796,4256.163414955139,0.0035025852,4.2218795,-60.69184,0.859908,,0.039015796,5983.674,32.617527,-92.14379760995507,-1.0,3.5025852e-05,[-0.031  1.047],14100,78.35073,-139.04257,20.214998
142,0.4189424,50.22704,-60.212727,3208864,0.864179,-87.24065,123.74,-77.02541,0.70747507,1.0929728,0.0070747514,100,,-91.82289,0.010929728,13.462189,6.1426506,4272.329260587692,0.0058877547,7.4282126,-60.720222,0.864179,,0.061426505,13377.043,29.527338,-87.24063776746392,-1.0,5.8877547e-05,[-0.011  1.093],14200,76.74746,-137.46768,18.115648
143,0.4189424,79.48147,-60.63158,3221176,0.86521316,-86.81903,123.12,-77.92186,0.7443172,1.1738036,0.007443171,100,,-92.36238,0.011738034,9.728805,7.632576,4291.230265378952,0.005457646,10.278755,-50.056564,0.86521316,,0.07632576,27239.74,28.677998,-86.8190375906229,-1.0,5.457646e-05,[0.056 1.131],14300,116.24394,-166.3005,20.737309
144,0.4189424,58.99309,-68.76486,3233181,0.86085,-84.53397,120.05,-84.71826,0.8375034,1.119588,0.008375033,100,,-89.31821,0.0111958785,11.119404,5.8591332,4309.6558628082275,0.002225852,8.993288,-51.185143,0.86085,,0.058591332,19638.795,35.879883,-84.53397847995161,-1.0,2.225852e-05,[0.066 1.171],14400,92.34193,-143.52707,18.791601
145,0.4189424,64.661964,-50.546825,3245383,0.8569906,-85.907616,122.02,-70.47888,0.5855968,0.92542183,0.005855968,100,,-90.926605,0.009254217,15.771475,5.9113684,4326.078987121582,0.0064767157,6.340561,-60.867073,0.8569906,,0.05911368,11576.504,28.592953,-85.90761229455471,-1.0,6.4767155e-05,[0.175 1.135],14500,89.70251,-150.56958,20.991888
146,0.4189424,45.30168,-51.49875,3258198,0.85668236,-90.51773,128.15,-71.92303,0.59333634,0.86521184,0.005933362,100,,-95.045044,0.008652118,20.352238,4.991886,4344.360328435898,0.00090805965,4.9134645,-60.49786,0.85668236,,0.04991886,8888.645,31.985767,-90.51773383587599,-1.0,9.080596e-06,[0.151 1.091],14600,75.32155,-135.81941,19.4093
147,0.4189424,48.92524,-48.79919,3270581,0.8638767,-87.30758,123.83,-67.49875,0.584401,0.85018206,0.00584401,100,,-91.84866,0.008501821,16.956718,4.6083536,4365.941118478775,0.0030827865,5.8973675,-51.442917,0.8638767,,0.046083536,9333.006,32.0881,-87.3075782750547,-1.0,3.0827865e-05,[0.264 1.123],14700,84.7899,-136.23282,18.157976
148,0.4189424,63.634087,-60.012573,3283414,0.8645091,-90.685555,128.33,-76.72325,0.68786186,1.1824416,0.006878619,100,,-95.829544,0.011824414,10.553302,8.189755,4387.2596225738525,0.009287979,9.475707,-61.218544,0.8645091,,0.08189755,19538.158,25.284475,-90.68555410951376,-1.0,9.287979e-05,[0.403 1.09 ],14800,93.1011,-154.31964,21.429426
149,0.4189424,76.059364,-73.3058,3296828,0.86586356,-95.05385,134.14,-87.89015,0.83397096,1.3258466,0.008339709,100,,-100.75762,0.013258465,6.5380683,10.202532,4405.753968000412,0.010813676,15.295037,-60.86512,0.86586356,,0.102025315,37019.49,28.348995,-95.05385370880366,-1.0,0.00010813676,[0.347 1.054],14900,110.2481,-171.11322,24.131605
150,0.4189424,115.818535,-64.50517,3309732,0.85524875,-91.684044,129.04,-83.77657,0.7334902,1.1697705,0.0073349024,100,,-98.60079,0.011697704,7.7628646,8.077056,4424.81893658638,0.027927574,12.881843,-62.021065,0.85524875,,0.08077056,46388.805,28.221579,-91.68404014110565,-1.0,0.00027927573,[0.349 1.091],15000,145.4815,-207.50258,22.63167
151,0.4189424,75.8164,-74.59365,3322425,0.868109,-89.68701,126.93,-83.14494,0.84250826,1.0646853,0.008425082,100,,-95.20378,0.010646852,2.4026568,5.2919455,4446.5709681510925,0.048975263,41.620594,-61.005478,0.868109,,0.052919455,26993.506,38.506554,-89.687017057091,-1.0,0.0004897526,[0.386 1.127],15100,104.49794,-165.50342,18.186665
152,0.4189424,61.821358,-66.3425,3334538,0.8584939,-85.35042,121.13,-79.169075,0.8124855,1.2188857,0.008124855,100,,-90.256134,0.012188857,6.8362055,6.702361,4464.24306678772,0.0074745193,14.627998,-60.85328,0.8584939,,0.06702361,22031.37,30.763725,-85.35041494131089,-1.0,7.474519e-05,[0.326 1.109],15200,86.31849,-147.17177,18.87623
153,0.4189424,71.04696,-76.93332,3347494,0.8616416,-91.80301,129.56,-88.76185,0.8269899,1.369892,0.008269899,100,,-97.231346,0.013698919,4.7481947,10.49118,4481.540467977524,0.008697833,21.060637,-62.06685,0.8616416,,0.104911804,30048.846,26.709944,-91.80301633521914,-1.0,8.6978325e-05,[0.452 1.085],15300,100.78313,-162.84998,21.182337
154,0.4189424,110.70755,-76.25197,3360401,0.8666003,-90.91273,129.07,-91.99402,0.83191377,1.0495338,0.008319139,100,,-97.6334,0.010495338,5.486516,5.325762,4497.549610853195,0.045430187,18.226503,-52.102005,0.8666003,,0.053257618,43473.6,38.586075,-90.91272109910845,-1.0,0.00045430186,[0.482 1.051],15400,149.51826,-201.62027,25.45007
155,0.4189424,66.54761,-59.03178,3373500,0.85673696,-92.36608,130.99,-76.43963,0.6366301,1.0939786,0.0063663004,100,,-97.6632,0.010939787,10.799657,8.942997,4517.101510047913,0.003276737,9.259554,-62.4208,0.85673696,,0.08942997,14722.375,25.298113,-92.36608212307095,-1.0,3.276737e-05,[0.562 1.02 ],15500,96.4929,-158.9137,19.935158
156,0.4189424,79.16344,-55.070656,3386901,0.8586332,-93.752205,134.01,-77.02061,0.6313638,0.91398203,0.0063136383,100,,-99.51607,0.009139821,14.502442,5.72165,4537.815864801407,0.0042850897,6.8953905,-62.576088,0.8586332,,0.0572165,20320.752,32.30353,-93.75221768409014,-1.0,4.2850897e-05,[0.619 1.056],15600,110.33956,-172.91565,22.95302
157,0.4189424,78.24466,-59.624874,3400076,0.8640692,-93.28732,131.75,-81.32684,0.70322144,1.0145804,0.007032215,100,,-99.00505,0.010145804,14.406239,5.7386694,4555.543713569641,0.0059387423,6.9414372,-52.498966,0.8640692,,0.057386693,25743.016,32.451107,-93.28732257992029,-1.0,5.938742e-05,[0.666 1.096],15700,119.03302,-171.53198,23.522528
158,0.4189424,52.30969,-84.31312,3412484,0.86151177,-87.068405,124.08,-90.08,0.97948545,0.7141288,0.009794854,100,,-91.71434,0.007141288,1.5407635,4.0049767,4576.911532878876,0.15224822,64.902885,-52.377876,0.86151177,,0.040049765,20829.242,65.29266,-87.06841234311462,-1.0,0.0015224821,[0.596 1.139],15800,87.00022,-139.3781,20.428825
159,0.4189424,72.00386,-60.216286,3424645,0.8590748,-85.736595,121.61,-78.978806,0.70829034,1.0821413,0.007082903,100,,-90.994606,0.010821412,12.733238,7.65378,4595.550580501556,0.00048827427,7.8534617,-51.40937,0.8590748,,0.076537795,18607.271,29.991852,-85.73659040808678,-1.0,4.8827424e-06,[0.621 1.155],15900,106.33108,-157.74045,20.469938
160,0.4189424,51.17819,-81.12447,3437395,0.8673611,-88.709496,127.5,-89.16039,0.9369468,1.1620705,0.009369467,100,,-93.37243,0.011620705,2.9699895,8.317932,4615.507411003113,0.03039001,33.67015,-62.00449,0.8673611,,0.08317932,21460.719,39.396774,-88.70950402081013,-1.0,0.00030390007,[0.75  1.122],16000,77.88321,-139.8877,17.262249
161,0.4189424,58.229862,-78.7788,3449583,0.8647942,-85.795525,121.88,-86.048546,0.94994706,0.98434496,0.00949947,100,,-90.596375,0.009843449,2.292991,5.8769436,4632.671056509018,0.015489291,43.611164,-54.152084,0.8647942,,0.058769435,23137.768,48.22224,-85.79552764445543,-1.0,0.00015489291,[0.75 1.15],16100,89.87331,-144.02539,17.481203
162,0.4189424,57.7955,-58.017296,3462144,0.86740243,-87.95206,125.61,-76.16162,0.6823839,0.9565295,0.006823839,100,,-92.810326,0.009565295,13.948311,4.942835,4652.75953912735,0.0058503686,7.169327,-52.889763,0.86740243,,0.049428347,13889.785,33.728016,-87.95206947624683,-1.0,5.8503687e-05,[0.791 1.172],16200,92.85781,-145.74757,19.765831
163,0.4189424,48.170708,-66.264206,3473971,0.8490174,-83.05121,118.27,-78.01603,0.76641405,1.1578528,0.0076641403,100,,-87.42527,0.011578527,7.2183895,5.690839,4671.641729593277,0.019618005,13.853506,-51.41931,0.8490174,,0.056908388,12473.853,30.4661,-83.05121154308318,-1.0,0.00019618004,[0.757 1.217],16300,79.80261,-131.22192,18.23107
164,0.4189424,49.88648,-61.45268,3486476,0.8649634,-87.99104,125.05,-81.05025,0.6642785,1.2062249,0.006642785,100,,-92.58695,0.012062249,18.182764,9.689352,4689.802095890045,0.00075792073,5.499714,-52.855553,0.8649634,,0.09689352,11275.633,23.27052,-87.99103784829379,-1.0,7.5792072e-06,[0.89  1.195],16400,85.021965,-137.87752,18.902256
165,0.4189424,74.8164,-58.336292,3498932,0.857177,-87.2336,124.56,-76.48025,0.66949296,1.0253377,0.006694929,100,,-92.63525,0.010253376,11.282581,6.103035,4706.944795370102,0.013361221,8.86322,-51.33045,0.857177,,0.061030347,18259.152,29.890594,-87.23359150111675,-1.0,0.00013361221,[0.895 1.147],16500,110.71954,-162.04999,20.852312
166,0.4189424,62.363365,-73.91031,3511283,0.8588137,-86.352356,123.51,-82.657166,0.855351,1.086968,0.0085535105,100,,-91.30954,0.010869679,3.1133873,6.823202,4726.489799499512,0.03448322,32.119358,-62.903885,0.8588137,,0.06823202,22141.568,38.242428,-86.35234705537557,-1.0,0.0003448322,[0.824 1.112],16600,85.81183,-148.71571,18.900425
167,0.4189424,59.853218,-59.51257,3524141,0.8574461,-90.02214,128.58,-78.86154,0.6665318,1.0056453,0.006665318,100,,-95.01799,0.010056452,15.000226,4.7578754,4745.579539060593,0.0011838605,6.6665664,-52.750492,0.8574461,,0.047578752,14139.723,30.52134,-90.02214893043042,-1.0,1.1838604e-05,[0.871 1.083],16700,97.12488,-149.87537,18.98327
168,0.4189424,93.29346,-61.957283,3537416,0.8596163,-93.18308,132.75,-82.88893,0.7090531,1.0295246,0.007090531,100,,-99.398964,0.010295244,11.339687,6.826045,4762.523043632507,0.009066934,8.818585,-52.032486,0.8596163,,0.068260446,30751.215,32.17276,-93.18308099463582,-1.0,9.066934e-05,[0.894 1.037],16800,134.44405,-186.47653,23.214205
169,0.4189424,82.182625,-70.48319,3550582,0.86532676,-92.76424,131.66,-88.69084,0.76985556,1.1649159,0.0076985555,100,,-98.59581,0.011649159,9.748505,6.4944367,4780.545491218567,0.0018586502,10.257983,-63.01097,0.86532676,,0.064944364,27912.951,30.398296,-92.76424344137311,-1.0,1.8586503e-05,[0.934 1.076],16900,111.9359,-174.94687,20.87354
170,0.4189424,63.33009,-86.04021,3563993,0.8642665,-94.01199,134.11,-93.713875,0.9363864,0.95465696,0.009363864,100,,-99.25672,0.0095465705,2.1407144,5.813101,4799.200194835663,0.06651787,46.71338,-52.536102,0.8642665,,0.058131006,27227.605,49.033936,-94.01198116213084,-1.0,0.00066517864,[0.92  1.036],17000,104.80597,-157.34207,22.381107
171,0.4189424,58.52104,-70.537384,3577688,0.8614442,-96.05967,136.95,-90.456604,0.70244753,1.142939,0.007024474,100,,-101.21235,0.011429389,14.944339,6.4200754,4817.724833250046,0.005394785,6.6914973,-63.679195,0.8614442,,0.06420075,15838.673,27.416853,-96.05966387748718,-1.0,5.394785e-05,[1.006 1.035],17100,90.901505,-154.5807,17.47453
172,0.4189424,71.22156,-74.666306,3592005,0.85857254,-101.1114,143.17,-90.313934,0.7228078,1.1761718,0.007228079,100,,-106.85583,0.011761718,7.4199853,7.7257433,4838.159588575363,0.024346925,13.477116,-63.588715,0.85857254,,0.07725743,23928.43,27.413294,-101.11139929026365,-1.0,0.00024346924,[1.061 0.991],17200,108.74425,-172.33296,23.618708
173,0.4189424,80.337654,-107.05336,3607136,0.8593212,-107.28824,151.31,-113.32633,1.0012447,0.081838876,0.010012447,100,,-113.54244,0.00081838877,1.0060122,1.2535381,4860.838610649109,0.7756803,99.402374,-64.50549,0.8593212,,0.012535381,36318.21,99.33631,-107.28824606060982,-1.0,0.0077568027,[1.088 0.953],17300,123.12041,-187.6259,24.370766
174,0.4189424,64.44159,-64.7176,3621687,0.86150146,-102.042786,145.51,-83.92248,0.6483967,0.96110207,0.006483968,100,,-107.59226,0.00961102,11.976189,5.362599,4883.5669910907745,0.0037903483,8.349902,-64.08183,0.86150146,,0.053625986,16796.555,31.277973,-102.0427861392498,-1.0,3.7903483e-05,[1.096 0.953],17400,102.40254,-166.48438,20.60389
175,0.4189424,63.519848,-80.945114,3635470,0.8615401,-96.88435,137.83,-89.554924,0.8357833,0.9041134,0.008357834,100,,-102.23116,0.009041134,2.5929737,5.546383,4906.235891580582,0.077304356,38.565758,-62.732273,0.8615401,,0.05546383,21085.217,46.078793,-96.88435775607824,-1.0,0.00077304355,[0.955 0.97 ],17500,97.671936,-160.4042,21.439169
176,0.4189424,64.72415,-64.27761,3649644,0.8664901,-100.46298,141.74,-84.02397,0.64862525,0.9067287,0.006486252,100,,-105.96921,0.009067287,12.860683,4.056825,4922.838685035706,0.004066675,7.7756367,-63.36292,0.8664901,,0.04056825,16186.874,33.850216,-100.46297577753663,-1.0,4.066675e-05,[0.878 0.988],17600,101.82422,-165.18713,23.465633
177,0.4189424,94.61916,-101.54671,3664565,0.8608592,-104.936165,149.21,-108.74512,0.979708,0.45362353,0.00979708,100,,-111.588,0.0045362352,1.1710857,2.9219017,4942.313870191574,0.18043894,85.39085,-64.06739,0.8608592,,0.029219016,41500.76,82.34609,-104.93615805581211,-1.0,0.0018043893,[0.883 0.946],17700,135.48792,-199.55531,27.100126
178,0.4189424,73.06612,-77.61211,3679146,0.86198336,-102.9425,145.81,-94.17199,0.81219894,1.3700528,0.008121988,100,,-108.80945,0.013700528,7.9668965,10.904879,4962.779595375061,0.002705428,12.551939,-63.729237,0.86198336,,0.109048784,33291.66,26.004812,-102.94249952003359,-1.0,2.705428e-05,[0.91  0.952],17800,112.27939,-176.00862,24.126818
179,0.4189424,81.6985,-96.397934,3693068,0.8648224,-98.960686,139.22,-103.10507,0.9799101,0.51921666,0.0097991,100,,-104.98265,0.0051921667,1.2405005,3.1541395,4979.700403928757,0.23837656,80.612625,-62.37333,0.8648224,,0.031541396,34183.03,78.07905,-98.96068026229739,-1.0,0.0023837655,[0.866 0.99 ],17900,118.28585,-180.65918,23.215326
180,0.4189424,92.96595,-73.812744,3706575,0.8621559,-95.055626,135.07,-86.233055,0.72314245,1.0434101,0.0072314236,100,,-101.32301,0.0104341,3.9272823,6.479719,4997.211752176285,0.021709379,25.4629,-63.008923,0.8621559,,0.06479719,26443.752,32.447403,-95.05562435999512,-1.0,0.00021709378,[0.82  0.994],18000,125.01265,-188.02158,21.971869
181,0.4189424,53.304123,-44.89718,3720708,0.86430407,-99.76597,141.33,-65.30468,0.47664723,0.60342973,0.004766472,100,,-104.8683,0.0060342974,15.997105,2.7609096,5019.146942615509,0.0035854345,6.251131,-62.88213,0.86430407,,0.027609095,6952.1533,38.421257,-99.76597513377666,-1.0,3.5854344e-05,[0.9   0.968],18100,90.18797,-153.0701,20.85849
182,0.4189424,100.68437,-72.401535,3734559,0.86103445,-98.12334,138.51,-92.788605,0.7857496,1.4147526,0.007857496,100,,-104.75026,0.014147526,9.464239,11.397308,5039.3448894023895,0.008965412,10.56609,-63.477333,0.86103445,,0.11397308,51038.348,23.574629,-98.12333720475435,-1.0,8.965412e-05,[0.751 0.989],18200,135.33038,-198.80771,26.183184
183,0.4189424,62.413315,-59.974842,3748471,0.8602334,-99.340675,139.12,-82.847115,0.6240131,1.0032969,0.006240131,100,,-104.73247,0.010032969,17.994967,5.5350485,5059.034041404724,0.0051753647,5.5571094,-63.513702,0.8602334,,0.055350482,14884.939,27.893497,-99.34067279234529,-1.0,5.1753646e-05,[0.722 1.03 ],18300,98.24028,-161.75398,23.824493
184,0.4189424,61.34921,-68.67028,3761355,0.8637239,-90.674774,128.84,-80.68741,0.80164164,1.2482519,0.008016416,100,,-95.74224,0.012482519,5.6236706,6.985066,5078.62442779541,0.021487901,17.78198,-52.156906,0.8637239,,0.06985066,23263.512,29.200308,-90.6747770163417,-1.0,0.00021487901,[0.597 1.066],18400,99.86708,-152.02399,19.499998
185,0.4189424,48.373154,-87.715164,3773914,0.86716133,-87.82873,125.59,-92.28459,1.0003334,0.116618425,0.010003334,100,,-92.36879,0.0011661842,1.0129774,1.326039,5096.876111984253,0.6814626,98.71889,-61.485466,0.86716133,,0.01326039,19087.2,98.65913,-87.82873482793569,-1.0,0.0068146256,[0.541 1.101],18500,74.71642,-136.20189,17.16218
186,0.4189424,94.81605,-74.75112,3786494,0.8646946,-88.53743,125.8,-91.27401,0.8160556,1.2438416,0.008160556,100,,-94.64922,0.012438417,7.3086314,8.253353,5114.568161010742,0.012702502,13.682452,-61.889923,0.8646946,,0.08253353,34779.77,30.091276,-88.53743792563677,-1.0,0.00012702502,[0.54  1.097],18600,121.46356,-183.35349,21.756641
187,0.4189424,70.643715,-71.38043,3799312,0.86869186,-90.06,128.18,-83.30429,0.8078358,1.337698,0.008078358,100,,-95.41678,0.013376979,4.954779,9.539874,5135.271360635757,0.040123258,20.182535,-51.810307,0.86869186,,0.09539874,26875.77,26.723568,-90.05999187409878,-1.0,0.00040123257,[0.672 1.107],18700,108.8934,-160.7037,21.100777
188,0.4189424,50.938335,-40.48767,3811405,0.8691301,-84.15869,120.93,-58.73299,0.50606924,0.67987937,0.005060692,100,,-88.66193,0.006798794,16.415487,3.702954,5152.900055170059,0.0013088204,6.0918083,-52.40409,0.8691301,,0.03702954,6301.406,35.652393,-84.15869321405887,-1.0,1.30882045e-05,[0.653 1.142],18800,82.69294,-135.09703,16.66336
189,0.4189424,39.30592,-61.74454,3823669,0.87083817,-86.3517,122.64,-75.53044,0.7296549,1.1856229,0.007296549,100,,-90.5403,0.011856229,10.832663,5.6536546,5168.74226975441,0.0033180094,9.23134,-52.618942,0.87083817,,0.056536544,11468.974,27.470037,-86.35170281171798,-1.0,3.3180095e-05,[0.656 1.188],18900,73.03868,-125.65762,16.646149
190,0.4189424,65.95188,-70.94314,3836210,0.8578999,-88.48705,125.41,-86.13139,0.8036174,1.1977204,0.008036174,100,,-93.63502,0.011977204,8.70452,6.9818134,5189.2277591228485,0.0070424136,11.488284,-52.346775,0.8578999,,0.06981813,22443.562,31.043121,-88.48705101788045,-1.0,7.042413e-05,[0.774 1.155],19000,102.09216,-154.43893,18.983559
191,0.4189424,62.711292,-47.609848,3848339,0.86597705,-84.76252,121.29,-63.935287,0.5635092,0.77812546,0.005635092,100,,-89.67831,0.0077812546,11.0291605,4.4865723,5209.16627073288,0.0042767017,9.066874,-52.496292,0.86597705,,0.04486572,9760.718,34.402504,-84.7625182209909,-1.0,4.2767017e-05,[0.92 1.16],19100,94.97752,-147.47382,18.135359
192,0.4189424,61.943413,-55.62257,3860652,0.85709536,-86.11245,123.13,-71.34079,0.68594694,1.1668391,0.006859469,100,,-91.047646,0.011668392,10.143742,8.095298,5223.932278633118,0.0035171458,9.858295,-52.464813,0.85709536,,0.08095298,16826.596,25.683064,-86.11245160371065,-1.0,3.5171455e-05,[1.075 1.147],19200,95.59105,-148.05586,18.510973
193,0.4189424,51.468925,-51.51596,3873010,0.863714,-85.98704,123.58,-67.41979,0.607853,1.0098265,0.0060785306,100,,-90.5689,0.010098265,12.048108,7.348678,5243.0174787044525,0.0040375683,8.300058,-53.12365,0.863714,,0.07348678,9544.07,26.596313,-85.9870349355042,-1.0,4.0375682e-05,[0.995 1.186],19300,84.33231,-137.45596,17.658949
194,0.4189424,69.259895,-64.64451,3885277,0.8558171,-84.98393,122.67,-79.95692,0.80125964,1.2250834,0.0080125965,100,,-90.1254,0.012250833,8.869804,9.601065,5260.46458530426,0.010338098,11.274206,-62.848568,0.8558171,,0.09601065,24671.742,29.960936,-84.98393507272004,-1.0,0.000103380975,[1.043 1.225],19400,91.39526,-154.24384,15.425844
195,0.4189424,44.20466,-52.950157,3897446,0.85569894,-85.39379,121.69,-69.51097,0.64012253,1.0244015,0.0064012255,100,,-89.71374,0.010244014,14.696242,5.839828,5281.152011394501,0.0020238927,6.8044605,-52.524193,0.85569894,,0.05839828,10114.392,28.081785,-85.39379439562559,-1.0,2.0238927e-05,[1.038 1.266],19500,77.07426,-129.59845,17.27276
196,0.4189424,55.480522,-60.994503,3909602,0.87088454,-84.11662,121.56,-77.55585,0.7324284,1.2590687,0.0073242825,100,,-88.76986,0.012590688,12.667205,7.868241,5299.463045120239,0.0015602269,7.8944016,-52.213074,0.87088454,,0.07868241,15831.442,25.283968,-84.11661613583564,-1.0,1.5602269e-05,[1.085 1.308],19600,87.38406,-139.59714,19.16047
197,0.4189424,46.489967,-59.337315,3921375,0.86875427,-81.55588,117.73,-73.23338,0.73715943,1.2814738,0.0073715933,100,,-85.82406,0.012814738,10.599744,8.967948,5319.1935386657715,0.020044269,9.43419,-53.125618,0.86875427,,0.08967948,13054.402,24.863161,-81.55587109327317,-1.0,0.00020044268,[1.076 1.265],19700,74.92022,-128.04584,15.654271
198,0.4189424,56.92517,-51.471783,3933873,0.8539084,-87.44158,124.98,-65.4805,0.626822,0.8517903,0.00626822,100,,-92.253815,0.008517903,8.474317,5.8162565,5339.997984647751,0.010362122,11.800362,-52.746113,0.8539084,,0.058162563,12568.076,35.12941,-87.441586715281,-1.0,0.00010362122,[1.033 1.226],19800,91.62065,-144.36676,18.896896
199,0.4189424,55.994118,-52.392536,3946141,0.8663441,-85.10503,122.68,-64.7112,0.65341544,1.0271425,0.0065341545,100,,-89.80834,0.010271425,6.859942,7.589461,5359.8163340091705,0.0053161,14.577383,-52.95442,0.8663441,,0.07589461,13366.423,28.809673,-85.10503337681294,-1.0,5.3161e-05,[1.113 1.257],19900,88.14473,-141.09915,19.161787
200,0.4189424,72.33253,-75.857864,3958050,0.85713094,-83.174736,119.09,-85.383,0.91382897,1.1662536,0.00913829,100,,-88.35831,0.011662535,3.3766308,7.6409316,5380.457089662552,0.023590216,29.61532,-52.92726,0.85713094,,0.07640932,27879.984,38.040802,-83.1747371174395,-1.0,0.00023590216,[1.026 1.23 ],20000,102.58,-155.50726,15.984784
201,0.4189424,59.98064,-54.38858,3970137,0.8586476,-84.79056,120.87,-70.64869,0.6295487,1.0000019,0.006295487,100,,-89.61626,0.010000019,11.353381,4.9101434,5401.169486999512,0.008261168,8.807949,-52.489525,0.8586476,,0.04910143,12457.933,28.383696,-84.79055238157511,-1.0,8.261168e-05,[0.966 1.206],20100,92.28167,-144.7712,17.804197
202,0.4189424,76.60996,-86.51762,3982717,0.8600813,-88.44589,125.8,-93.1114,1.0147191,0.629001,0.0101471925,100,,-93.94775,0.00629001,1.436314,3.5686886,5422.168243169785,0.21474974,69.62266,-53.114815,0.8600813,,0.035686884,31905.217,72.241425,-88.44588777169585,-1.0,0.0021474974,[0.936 1.164],20200,111.94103,-165.05585,22.42266
203,0.4189424,45.26982,-44.8328,3994862,0.8584851,-85.08037,121.45,-61.123775,0.5601912,0.83576924,0.0056019123,100,,-89.425385,0.008357692,14.057666,4.476813,5441.25989317894,0.0024837225,7.1135564,-52.56971,0.8584851,,0.04476813,7638.571,30.999376,-85.08037173435092,-1.0,2.4837225e-05,[0.929 1.181],20300,77.78048,-130.35019,16.431953
204,0.4189424,59.976917,-71.33584,4006692,0.8550415,-83.39819,118.3,-78.417946,0.8224692,0.7843635,0.008224693,100,,-88.17735,0.007843635,2.1959357,4.8343906,5462.339979887009,0.046218146,45.538673,-51.580063,0.8550415,,0.048343904,15990.495,52.37014,-83.39819702267647,-1.0,0.00046218146,[0.767 1.195],20400,91.79506,-143.37512,17.170988
205,0.4189424,56.539326,-68.61345,4019184,0.8655293,-87.26307,124.92,-83.46961,0.78955084,1.1534739,0.007895509,100,,-92.05647,0.011534738,9.605575,5.2695007,5481.57167506218,0.0021685292,10.410622,-62.36274,0.8655293,,0.052695006,17442.623,31.905066,-87.26307138249278,-1.0,2.1685291e-05,[0.862 1.193],20500,81.43966,-143.8024,19.21972
206,0.4189424,53.986607,-57.700912,4031480,0.8631376,-86.16955,122.96,-75.560005,0.7074665,1.1355653,0.0070746653,100,,-90.841415,0.011355652,14.61292,8.833002,5500.580744028091,0.0022053102,6.8432593,-53.45092,0.8631376,,0.088330016,16141.911,27.961117,-86.16954146370291,-1.0,2.2053102e-05,[0.849 1.235],20600,86.70522,-140.15614,18.032564
207,0.4189424,42.43352,-47.31548,4043609,0.86334133,-84.34895,121.29,-62.98882,0.5403481,0.9668998,0.005403481,100,,-88.575035,0.009668998,13.754578,7.2068973,5522.19794011116,0.0032099378,7.270307,-51.106144,0.86334133,,0.072068974,5942.2104,23.798428,-84.34895114034414,-1.0,3.209938e-05,[0.85 1.28],20700,75.67633,-126.78247,17.117289
208,0.4189424,55.235718,-79.025154,4054985,0.8608735,-79.34249,113.76,-83.56316,0.99333817,0.15911959,0.009933381,100,,-83.82842,0.0015911959,1.0233488,1.4972827,5541.320862293243,0.68861055,97.71839,-52.514,0.8608735,,0.014972827,18377.816,97.49822,-79.34248868763447,-1.0,0.0068861055,[0.898 1.32 ],20800,82.0642,-134.5782,16.856754
209,0.4189424,37.96552,-40.64394,4066383,0.8573897,-79.184814,113.98,-56.63661,0.5269049,0.7722436,0.0052690487,100,,-83.08983,0.007722436,16.772478,4.145191,5557.995422363281,0.0016691829,5.962148,-51.566036,0.8573897,,0.041451912,5130.257,31.765703,-79.18481680899859,-1.0,1.6691829e-05,[0.909 1.317],20900,65.584305,-117.15034,13.752005
210,0.4189424,66.53584,-63.22188,4077573,0.8611513,-78.09864,111.9,-74.45641,0.80411613,1.3253338,0.008041162,100,,-82.919785,0.013253338,5.430111,9.756308,5575.752186059952,0.007894808,18.41583,-51.850266,0.8611513,,0.09756307,20697.53,26.906883,-78.09864115267992,-1.0,7.8948084e-05,[0.763 1.347],21000,92.784225,-144.63449,16.856672
