EpLenMean,MeanEntropy,OptimizationReturnMean,ReturnMeanIW,MeanIW,InitialReturnMax,EpRewMean,MeanIWNorm,MinIWNorm,ESSClassic,MinIW,OptimizationReturnMax,J_sample_variance,TimeElapsed,InitialReturnMin,MaxIWNorm,EpThisIter,Bound,EpisodesSoFar,OptimizationReturnMin,StdIWNorm,LearnableVariance,InitialBound,Weights,ReturnStepMaxmin,ESSRenyi,TimestepsSoFar,ReturnStepMax,MaxIW,InitialReturnMean,VarianceInit,Iteration,InitialReturnStd,StdIW,EmpiricalD2
500.0,0.4189424,6.0397835,-367.85724,0.89519316,-400.16614,-410.3877114073932,0.008951931,0.00036913613,54.17908,0.036913615,16.261353,140420.47,75.12917470932007,-416.4275,0.04646954,100,-389.61914,1200,,0.008232521,,-424.26862,[-1.061  0.297],0.8436876,40.685837,600000,0.8436876,4.646954,-410.38773,-1.0,12,3.8635614,0.8232521,2.4578578
500.0,0.4189424,6.356659,-228.83127,0.5605262,-402.22183,-409.78008958578107,0.0056052613,0.00021255309,25.542143,0.021255309,13.914917,55061.797,81.13600754737854,-416.13675,0.05219839,100,-304.4397,1300,,0.0095702335,,-423.65128,[-1.19   0.294],0.8442212,3.365809,650000,0.8442212,5.219839,-409.7801,-1.0,13,3.5460408,0.95702344,29.710539
500.0,0.4189424,11.08824,-386.49832,0.95138633,-392.6207,-405.07915246769784,0.009513864,0.0017379591,71.06046,0.17379591,23.546692,158413.84,87.1208746433258,-416.1674,0.03711043,100,-403.0088,1400,,0.006071398,,-418.9514,[-1.183  0.343],0.8488977,70.595055,700000,0.8488977,3.711043,-405.0792,-1.0,14,5.420693,0.6071398,1.4165299
500.0,0.4189424,9.052449,-287.75848,0.71019256,-395.16772,-407.14783790543675,0.0071019256,7.689651e-05,20.931326,0.007689651,21.032562,88533.41,93.17469000816345,-416.2003,0.10685522,100,-347.8737,1500,,0.013803207,,-421.02118,[-1.126  0.334],0.848915,5.32591,750000,0.848915,10.685522,-407.14783,-1.0,15,4.925536,1.3803208,18.776134
500.0,0.4189424,13.436192,-294.58777,0.73618376,-391.46338,-402.9059725239873,0.0073618377,0.00015438515,15.912982,0.015438516,24.878784,95927.13,101.69079256057739,-416.34216,0.114872985,100,-361.7951,1600,,0.016922904,,-416.78403,[-1.254  0.367],0.85035694,4.2640777,800000,0.85035694,11.487299,-402.90598,-1.0,16,5.4636297,1.6922904,23.45173
500.0,0.4189424,15.526394,-268.3376,0.67800444,-389.74677,-399.09521762132647,0.0067800437,1.3930122e-05,11.144967,0.0013930122,24.874847,81893.18,109.02196311950684,-414.6216,0.17447637,100,-336.06476,1700,,0.019144066,,-412.9159,[-1.25   0.404],0.8494899,4.1642365,850000,0.8494899,17.447638,-399.09518,-1.0,17,5.147334,1.9144065,24.014006
500.0,0.4189424,20.74639,-191.89896,0.48924226,-382.0285,-394.85886579945685,0.0048924224,3.4603745e-05,19.27631,0.0034603744,33.57675,42491.176,116.00905561447144,-415.60526,0.066278756,100,-260.85626,1800,,0.010011807,,-408.71234,[-1.275  0.439],0.8530454,4.0360746,900000,0.8530454,6.627876,-394.85886,-1.0,18,6.910994,1.0011808,24.776548
500.0,0.4189424,21.269604,-294.9894,0.76044893,-369.38483,-387.3425214342773,0.007604489,1.9722194e-05,17.438644,0.0019722194,39.227295,98852.65,124.0683810710907,-408.61212,0.10550659,100,-362.31696,1900,,0.016546343,,-400.9629,[-1.276  0.47 ],0.8530282,4.092556,950000,0.8530282,10.550659,-387.34253,-1.0,19,7.948898,1.6546345,24.434608
500.0,0.4189424,22.500368,-316.09262,0.80788475,-365.2587,-385.8721235693991,0.008078847,6.1032653e-05,30.92785,0.0061032656,43.1138,110354.37,136.01434636116028,-408.3725,0.05723528,100,-351.05234,2000,,0.012073302,,-399.48456,[-1.147  0.469],0.8563556,15.161246,1000000,0.8563556,5.723528,-385.87216,-1.0,20,7.418274,1.2073302,6.5957637
500.0,0.4189424,19.08461,-188.44762,0.4810551,-377.08887,-390.0630976344645,0.004810551,2.5134601e-05,28.508463,0.0025134601,32.058838,39367.1,148.55824637413025,-409.1477,0.036727894,100,-260.9349,2100,,0.0076178983,,-403.70132,[-1.157  0.448],0.8533791,3.5399234,1050000,0.8533791,3.6727896,-390.06308,-1.0,21,6.2099905,0.7617898,28.249199
500.0,0.4189424,19.808386,-227.23877,0.57444656,-377.3699,-392.41442136377094,0.005744465,1.7195132e-05,30.005735,0.0017195132,34.852905,56853.984,163.91733694076538,-412.2228,0.051483255,100,-283.14764,2200,,0.008773617,,-406.15515,[-1.289  0.441],0.854585,6.040318,1100000,0.854585,5.1483254,-392.41443,-1.0,22,6.8355436,0.8773618,16.55542
500.0,0.4189424,16.635094,-389.75012,0.9841832,-383.8158,-397.03644669264554,0.009841832,0.004280421,82.83487,0.4280421,29.855743,167598.52,179.8714361190796,-413.67154,0.03475971,100,-404.51358,2300,,0.0044801557,,-410.8255,[-1.198  0.418],0.85158396,87.23521,1150000,0.85158396,3.4759712,-397.03644,-1.0,23,5.8314967,0.4480156,1.1463262
500.0,0.4189424,21.005224,-314.47818,0.7888298,-378.68402,-395.0883152027428,0.0078882985,0.00012760064,25.255907,0.012760065,37.409515,109345.54,196.34377312660217,-416.09354,0.116529346,100,-345.22516,2400,,0.013570324,,-408.9581,[-1.204  0.425],0.8533839,20.348616,1200000,0.8533839,11.652935,-395.08835,-1.0,24,6.356276,1.3570324,4.914339
500.0,0.4189424,14.645188,-146.99577,0.36953023,-388.3105,-399.42176879033445,0.0036953024,0.00010436309,38.64068,0.0104363095,25.75647,23736.12,214.54597854614258,-414.06696,0.021668606,100,-226.5052,2500,,0.0046565877,,-413.22403,[-1.21   0.402],0.8502546,3.0134325,1250000,0.8502546,2.1668606,-399.42175,-1.0,25,5.724602,0.46565884,33.18475
500.0,0.4189424,17.364168,-240.32759,0.62114507,-372.73236,-392.7602833041549,0.006211451,5.4293716e-05,18.594675,0.0054293717,37.39209,67301.05,235.8078851699829,-410.12445,0.09556503,100,-318.4147,2600,,0.012996461,,-406.43106,[-1.221  0.438],0.8530383,3.0649962,1300000,0.8530383,9.556503,-392.76022,-1.0,26,6.212138,1.2996463,32.62647
500.0,0.4189424,25.103577,-276.43555,0.706667,-361.30597,-387.8070992676914,0.007066671,4.96516e-06,24.325388,0.000496516,51.604706,86948.03,267.40001225471497,-412.91068,0.090439364,100,-332.0183,2700,,0.012464074,,-401.5708,[-1.208  0.47 ],0.85379297,6.131819,1350000,0.85379297,9.043937,-387.8071,-1.0,27,8.511836,1.2464075,16.308374
500.0,0.4189424,24.7151,-212.09293,0.5449883,-371.44894,-391.024221354425,0.0054498822,0.00011944737,23.96582,0.011944737,44.290375,52746.965,297.87699794769287,-415.73932,0.06136412,100,-282.25983,2800,,0.009707232,,-404.88214,[-1.126  0.448],0.8514236,3.9006314,1400000,0.8514236,6.136412,-391.02423,-1.0,28,6.468387,0.97072315,25.636875
500.0,0.4189424,28.791626,-289.0408,0.7355475,-370.042,-386.9033786261082,0.007355475,2.868022e-05,32.62358,0.002868022,45.653015,94949.305,334.519490480423,-415.695,0.053466942,100,-345.1569,2900,,0.010570581,,-400.7599,[-1.231  0.471],0.855538,6.097228,1450000,0.855538,5.3466945,-386.9034,-1.0,29,8.146819,1.0570581,16.400896
500.0,0.4189424,21.669374,-256.53973,0.6626412,-376.10028,-391.33306217089296,0.006626411,2.6044223e-05,18.433807,0.0026044224,36.90216,77799.04,386.8064067363739,-413.00244,0.11244978,100,-333.2031,3000,,0.01393882,,-405.09982,[-1.277  0.447],0.8529833,3.2246835,1500000,0.8529833,11.244978,-391.3331,-1.0,30,6.294021,1.393882,31.010796
500.0,0.4189424,31.067505,-223.2659,0.5853028,-365.48575,-385.11471582606436,0.0058530285,4.371954e-05,25.000298,0.004371954,50.696472,62089.51,457.78876519203186,-416.18222,0.06800033,100,-288.61282,3100,,0.010137661,,-398.98746,[-1.263  0.478],0.85431683,4.5068607,1550000,0.85431683,6.8000336,-385.1147,-1.0,31,8.37055,1.0137662,22.188393
498.57,0.4189424,22.731142,-239.18683,0.63360393,-255.2764,-380.2049256713688,0.006336039,8.304712e-06,8.5592985,0.0008304712,147.65967,69018.13,533.0215711593628,-402.93607,0.20062828,100,-316.72168,3200,,0.02070945,,-393.63614,[-1.161  0.491],0.855359,3.000792,1599857,0.855359,20.062828,-380.20493,-1.0,32,15.591609,2.0709448,33.324535
498.77,0.4189424,21.534906,-206.23776,0.5552369,-311.61874,-378.61008143261074,0.0055523687,1.00107245e-05,16.616669,0.0010010725,88.526245,52050.496,610.9151277542114,-400.145,0.09530745,100,-272.84573,3300,,0.012437866,,-391.9482,[-1.042  0.496],0.85983443,4.0099587,1649734,0.85983443,9.530745,-378.61008,-1.0,33,13.013643,1.2437867,24.937912
494.08,0.4189424,34.25958,-184.419,0.50127923,-238.57648,-363.3325861631334,0.0050127925,2.7334683e-05,29.191536,0.0027334683,159.01569,40868.332,684.8223569393158,-397.59216,0.044559374,100,-248.59091,3400,,0.007807173,,-376.58566,[-1.068  0.522],0.85850877,4.2652383,1699142,0.85850877,4.4559374,-363.33258,-1.0,34,24.377304,0.7807173,23.445349
499.72,0.4189424,39.765343,-145.94496,0.39275917,-339.16748,-371.6663607393205,0.0039275913,9.529925e-05,30.483873,0.009529925,72.26422,26935.402,761.6477024555206,-411.4317,0.03288058,100,-219.18036,3500,,0.005931084,,-385.38074,[-1.16   0.514],0.85715324,3.506799,1749114,0.85715324,3.288058,-371.66638,-1.0,35,12.366205,0.5931084,28.516035
491.53,0.4189424,45.073273,-250.20015,0.71787393,-245.42453,-357.327664052099,0.0071787387,2.4519986e-05,18.456757,0.0024519986,156.97641,90960.766,831.5835545063019,-402.40094,0.113932356,100,-315.41208,3600,,0.015089139,,-370.741,[-1.163  0.54 ],0.8638635,4.2307897,1798267,0.8638635,11.393236,-357.3277,-1.0,36,25.215158,1.508914,23.63625
447.95,0.4189424,76.31852,-265.40613,0.7935391,-182.19649,-317.79909379824994,0.007935391,0.00027060075,47.584385,0.027060075,211.92113,101306.44,881.9119372367859,-394.1176,0.05359374,100,-288.21655,3700,,0.008328494,,-330.93634,[-1.154  0.564],0.8633628,33.16973,1843062,0.8633628,5.359374,-317.79907,-1.0,37,48.774967,0.8328494,3.014797
459.07,0.4189424,64.30821,-251.36938,0.7364854,-150.86363,-330.88068885684015,0.007364854,3.68881e-05,24.869593,0.0036888102,244.32527,95772.51,934.3660624027252,-395.1889,0.07034695,100,-308.24023,3800,,0.012800818,,-344.05365,[-1.11   0.553],0.8609868,5.365221,1888969,0.8609868,7.0346956,-330.8807,-1.0,38,53.424217,1.2800819,18.638561
478.38,0.4189424,52.669613,-340.3191,0.9666454,-232.26491,-349.22385198250413,0.009666454,0.0042535565,87.766594,0.42535567,169.62856,153604.06,989.4746105670929,-401.89346,0.02220838,100,-354.5868,3900,,0.003608911,,-362.6203,[-1.048  0.534],0.85882413,88.15987,1936807,0.85882413,2.220838,-349.22388,-1.0,39,37.766922,0.36089116,1.134303
483.4,0.4189424,46.69904,-263.89905,0.749125,-247.24622,-351.2112722481787,0.0074912496,0.0001674862,42.1151,0.01674862,150.6641,91626.15,1060.2878105640411,-397.9103,0.054964025,100,-291.01404,4000,,0.008782496,,-364.4749,[-1.068  0.533],0.87482667,23.928167,1985147,0.87482667,5.4964027,-351.2113,-1.0,40,30.793646,0.87824965,4.179175
485.27,0.4189424,43.317062,-222.0235,0.6346449,-172.31448,-352.55193017080427,0.006346449,1.8863684e-05,27.662296,0.0018863684,223.5545,67804.15,1128.2239072322845,-395.869,0.049135417,100,-274.95508,4100,,0.010262875,,-365.7476,[-1.135  0.537],0.8599677,6.2148504,2033674,0.8599677,4.913542,-352.5519,-1.0,41,37.03987,1.0262876,16.090492
472.94,0.4189424,52.42547,-281.911,0.892291,-171.51584,-339.4469695828855,0.00892291,0.00011180024,23.85468,0.011180025,220.3566,146325.16,1182.9895792007446,-391.87244,0.10767199,100,-326.19226,4200,,0.015941948,,-352.50934,[-1.209  0.552],0.8612261,8.701765,2080968,0.8612261,10.7671995,-339.44696,-1.0,42,44.812397,1.5941947,11.491921
436.7,0.4189424,79.53973,-136.3194,0.44570446,-173.16685,-311.57724898084996,0.0044570444,4.4524575e-05,30.359177,0.0044524577,217.95012,34854.516,1230.163808107376,-391.11697,0.039841525,100,-204.51607,4300,,0.006750468,,-324.6145,[-1.208  0.573],0.86143535,3.6546395,2124638,0.86143535,3.9841528,-311.57724,-1.0,43,48.615986,0.67504686,27.36248
453.42,0.4189424,66.98571,-263.79935,0.770038,-159.46503,-322.3319523993134,0.0077003795,6.2683226e-05,16.457968,0.0062683225,229.85263,96407.68,1283.620106458664,-389.31766,0.15397236,100,-302.7838,4400,,0.017349081,,-335.3092,[-1.304  0.583],0.8639995,11.081088,2169980,0.8639995,15.397237,-322.33194,-1.0,44,50.911625,1.7349083,9.0243845
468.99,0.4189424,65.118744,-204.2549,0.7016618,-181.94595,-335.188107394129,0.0070166197,6.7206165e-05,23.030926,0.0067206165,218.3609,141921.64,1354.3476495742798,-400.30685,0.092593476,100,-261.05194,4500,,0.012827152,,-348.53168,[-1.31   0.563],0.8656529,5.5194025,2216879,0.8656529,9.259348,-335.18808,-1.0,45,46.893646,1.2827153,18.117903
445.46,0.4189424,69.775024,-293.78983,0.9589726,-160.93005,-315.07583749637007,0.009589725,0.0020947414,72.20898,0.20947415,223.9208,143873.73,1420.149897813797,-384.85086,0.04507347,100,-308.58615,4600,,0.005949258,,-327.9042,[-1.331  0.585],0.86238915,75.16831,2261425,0.86238915,4.507347,-315.0758,-1.0,46,51.7035,0.5949258,1.3303478
433.43,0.4189424,87.90367,-247.26143,0.8741583,-150.37912,-305.3703360375762,0.008741584,0.00015018744,36.395565,0.015018743,242.8949,147688.8,1491.644648551941,-393.27402,0.061392788,100,-276.7784,4700,,0.011556054,,-318.47946,[-1.321  0.592],0.8656069,19.724413,2304768,0.8656069,6.139279,-305.37033,-1.0,47,59.838768,1.1556054,5.0698595
402.6,0.4189424,91.201965,-148.08699,0.59765154,-129.04495,-284.6971162942052,0.005976515,7.828658e-05,30.288574,0.007828658,246.85413,71498.76,1546.6502940654755,-375.89908,0.055137876,100,-193.54297,4800,,0.009066937,,-297.22708,[-1.292  0.607],0.863605,7.5983257,2345028,0.863605,5.5137877,-284.69714,-1.0,48,55.423107,0.9066937,13.160794
355.81,0.4189424,110.3319,-177.62213,0.7272734,-150.61166,-250.18405833184718,0.007272734,6.208729e-05,34.38612,0.006208729,209.9043,87808.555,1600.8566789627075,-360.51596,0.061868437,100,-222.11362,4900,,0.010046249,,-262.20123,[-1.291  0.629],0.8650608,7.295462,2380609,0.8650608,6.186844,-250.18407,-1.0,49,56.621292,1.0046248,13.70715
365.26,0.4189424,128.04347,-167.828,0.7285488,-140.53851,-257.64259594738485,0.0072854883,0.000101680605,36.195652,0.010168061,245.14755,110586.195,1647.935613155365,-385.68607,0.041496843,100,-207.47925,5000,,0.009672875,,-270.49878,[-1.377  0.639],0.8653283,10.512635,2417135,0.8653283,4.1496844,-257.6426,-1.0,50,60.126877,0.96728754,9.5123625
329.73,0.4189424,116.80309,-192.60231,0.9133107,-99.09039,-230.8846659526229,0.009133106,4.560571e-05,37.85249,0.004560571,248.59738,141269.0,1690.232094526291,-347.68777,0.061743096,100,-220.20695,5100,,0.011702621,,-242.47426,[-1.309  0.65 ],0.86659336,17.626747,2450108,0.86659336,6.1743097,-230.88464,-1.0,51,52.98413,1.1702622,5.673197
297.54,0.4189424,130.5429,-196.01947,0.9707824,-121.42682,-210.5286140154302,0.009707824,0.0011232271,57.74952,0.11232271,219.64468,130997.48,1730.0543203353882,-341.0715,0.053848267,100,-210.9993,5200,,0.0083035445,,-221.89767,[-1.316  0.67 ],0.86224097,57.6016,2479862,0.86224097,5.3848267,-210.52861,-1.0,52,49.500267,0.83035445,1.7360629
275.99,0.4189424,177.72586,-184.08551,1.017048,-109.82036,-193.86528405621647,0.01017048,0.00034936378,62.829643,0.03493638,261.7708,173302.7,1766.6652438640594,-371.59116,0.042131342,100,-200.70724,5300,,0.007822716,,-206.25165,[-1.297  0.681],0.86604863,55.530983,2507461,0.86604863,4.2131343,-193.8653,-1.0,53,49.000835,0.7822716,1.8007965
272.22,0.4189424,124.260765,-156.8841,0.9014393,-109.72078,-192.94434347853064,0.009014392,4.4274377e-05,36.543983,0.0044274377,207.48433,118214.92,1803.6201322078705,-317.2051,0.066226006,100,-186.2975,5400,,0.011878592,,-203.51784,[-1.287  0.694],0.86370957,12.9225235,2534683,0.86370957,6.6226006,-192.94434,-1.0,54,48.48642,1.1878592,7.7384267
244.61,0.4189424,157.3452,-128.7446,0.8047275,-97.815765,-173.14946314781903,0.008047275,0.00019298743,34.70419,0.019298743,232.6789,117294.69,1840.157294511795,-330.49466,0.08032034,100,-150.80923,5500,,0.011038257,,-184.16595,[-1.296  0.718],0.8601041,24.928303,2559144,0.8601041,8.032035,-173.14946,-1.0,55,44.274746,1.1038256,4.0115047
226.83,0.4189424,164.18268,-101.583145,0.6476527,-108.12012,-161.3810519963503,0.006476526,8.726431e-05,35.88825,0.008726431,217.4436,69485.41,1870.9890389442444,-325.56372,0.044373028,100,-140.43427,5600,,0.008656351,,-172.23317,[-1.249  0.735],0.86311567,7.8022943,2581827,0.86311567,4.437303,-161.38106,-1.0,56,37.616367,0.86563516,12.816743
248.75,0.4189424,117.25238,-170.57333,0.99872833,-100.70233,-177.44318251669407,0.0099872835,0.0026553634,74.0859,0.26553634,193.99323,96101.375,1901.0194454193115,-294.69556,0.037739407,100,-181.8642,5700,,0.005906737,,-187.26634,[-1.245  0.705],0.86053723,75.69199,2606702,0.86053723,3.7739408,-177.4432,-1.0,57,40.202633,0.59067374,1.3211436
249.67,0.4189424,130.09523,-131.66179,0.7956895,-109.64316,-178.03928728476166,0.007956895,1.7306624e-05,36.04873,0.0017306624,198.49136,89482.66,1937.4979004859924,-308.13452,0.0582707,100,-168.70413,5800,,0.010597984,,-188.31044,[-1.254  0.715],0.863855,7.6884947,2631669,0.863855,5.82707,-178.03928,-1.0,58,44.17296,1.0597984,13.006447
228.44,0.4189424,181.82999,-122.781876,0.8159147,-98.00626,-162.08897180840373,0.008159146,0.00012385673,33.042152,0.012385674,245.91269,135834.39,1963.9460632801056,-343.91895,0.09103155,100,-151.09799,5900,,0.01161479,,-173.55293,[-1.249  0.744],0.86414087,16.390882,2654513,0.86414087,9.103155,-162.08896,-1.0,59,39.84143,1.161479,6.1009526
229.89,0.4189424,133.08386,-154.01978,0.96792215,-99.02702,-162.84570282757284,0.009679222,0.0028282395,72.92938,0.28282395,196.90254,92207.22,1993.6056199073792,-295.92957,0.037845325,100,-165.33691,6000,,0.005897097,,-172.71002,[-1.147  0.739],0.8632105,75.9733,2677502,0.8632105,3.7845325,-162.84569,-1.0,60,37.736305,0.58970964,1.316252
219.15,0.4189424,127.516556,-82.16601,0.49523163,-89.2543,-156.30036896407603,0.004952316,0.00019449492,26.563091,0.019449493,194.56262,28217.535,2026.1356613636017,-283.81693,0.055709407,100,-112.97582,6100,,0.00823429,,-165.76096,[-1.111  0.742],0.86490846,9.428789,2699417,0.86490846,5.570941,-156.30037,-1.0,61,38.947548,0.8234291,10.605816
227.55,0.4189424,184.9661,-88.65072,0.54991686,-98.69684,-160.98979933276772,0.0054991688,0.00010962456,28.29531,0.010962456,247.25906,64905.777,2068.9562287330627,-345.9559,0.05472996,100,-123.48479,6200,,0.008754141,,-172.52165,[-1.155  0.716],0.8648545,10.9594965,2722172,0.8648545,5.472996,-160.98979,-1.0,62,38.47205,0.8754142,9.124507
248.56,0.4189424,112.968704,-151.24072,0.89457315,-97.9088,-175.92406697064638,0.008945731,0.00010510056,32.311302,0.010510056,190.98396,97157.11,2111.7973477840424,-288.89276,0.09315893,100,-173.03674,6300,,0.012947822,,-185.55383,[-1.161  0.689],0.866783,19.51985,2747028,0.866783,9.315893,-175.92409,-1.0,63,39.794888,1.2947822,5.12299
238.19,0.4189424,152.58722,-136.54948,0.85801715,-90.13984,-169.44494382098318,0.008580171,0.00029064927,33.73559,0.02906493,231.89233,120018.875,2150.16899561882,-322.03217,0.08030474,100,-157.15002,6400,,0.01202519,,-180.17934,[-1.137  0.71 ],0.86475897,27.15182,2770847,0.86475897,8.030475,-169.44495,-1.0,64,44.99478,1.2025189,3.6829944
227.56,0.4189424,121.74265,-113.83535,0.7932014,-98.013535,-162.46322033241393,0.007932014,0.00014746195,30.06356,0.014746196,186.19234,88465.37,2191.502222299576,-284.20587,0.092734076,100,-137.21509,6500,,0.0120980395,,-171.93675,[-1.12   0.731],0.8591677,16.418898,2793603,0.8591677,9.273408,-162.46321,-1.0,65,39.199062,1.2098039,6.090543
209.53,0.4189424,172.50555,-135.05315,0.93283576,-89.51631,-150.49841556772589,0.009328357,0.00057131064,45.1684,0.057131067,233.48766,129897.31,2227.2209162712097,-323.00397,0.07407677,100,-151.0051,6600,,0.010277875,,-161.26521,[-1.068  0.752],0.8645756,45.556015,2814556,0.8645756,7.4076777,-150.49841,-1.0,66,39.923,1.0277874,2.1950998
200.16,0.4189424,76.00142,-102.43511,0.7580784,-89.88688,-142.91906957313418,0.007580783,6.38169e-05,26.462027,0.0063816905,129.0336,39129.74,2249.6956865787506,-218.92049,0.08900419,100,-123.68053,6700,,0.012637419,,-150.2164,[-1.045  0.769],0.8632573,11.797775,2834572,0.8632573,8.900419,-142.91907,-1.0,67,31.760427,1.263742,8.476174
183.42,0.4189424,77.62592,-86.26655,0.6387727,-69.941696,-130.36057266026737,0.0063877273,4.048461e-06,29.394915,0.0004048461,138.0448,22052.2,2269.36625623703,-207.9865,0.052656487,100,-113.68875,6800,,0.009899842,,-137.29344,[-0.954  0.785],0.86238915,6.391797,2852914,0.86238915,5.265649,-130.36058,-1.0,68,28.438555,0.9899842,15.645053
199.65,0.4189424,135.19772,-126.35456,0.8913813,-89.73937,-142.5470864827931,0.008913813,0.0009952023,52.307537,0.099520236,188.00543,74586.28,2291.517708301544,-277.7448,0.052622456,100,-138.75227,6900,,0.008511501,,-151.80524,[-0.967  0.751],0.8606933,55.765537,2872879,0.8606933,5.2622457,-142.54709,-1.0,69,31.622663,0.85115016,1.7932222
204.84,0.4189424,89.32422,-87.97575,0.6070599,-80.313774,-146.28232003554703,0.006070599,4.1874227e-05,35.55343,0.004187423,155.29276,27498.934,2315.4434173107147,-235.60654,0.03782427,100,-117.22872,7000,,0.008173173,,-154.13586,[-0.902  0.747],0.86405706,7.207628,2893363,0.86405706,3.782427,-146.28232,-1.0,70,36.464355,0.8173173,13.87419
203.66,0.4189424,141.56444,-144.1502,0.9915169,-91.46919,-145.033123819381,0.009915168,0.007277679,97.405174,0.72776794,195.12837,83206.17,2339.453770160675,-286.59756,0.015243205,100,-153.80986,7100,,0.0016183204,,-154.58638,[-1.034  0.754],0.85884905,97.80914,2913729,0.85884905,1.5243206,-145.03313,-1.0,71,34.217648,0.16183203,1.0223993
