ESSRenyi,AvgEpLen,AvgVanillaIw,MaxNormIw,AvgRet,VarDiscRet,renyi2,VarVanillaIw,SamplesThisIter,VarRet,AvgDiscRet,EpsThisIter,Bound,IterType,ESSClassic,AvgNormIw,delta,MinNormIw,J,MinVanillaIw,MaxVanillaIw,VanillaAvgRet,VarJ,BatchSize,VarNormIw
7.74732402485e-14,84.8896434635,0.967093,4.25867e-05,-57.9531556949,62.5518065536,34.794,0.0961263,50000,62.5518065536,-57.9531556949,589,-66.3729,1,3.58353098457,9.43218e-06,0.3,3.03678e-07,-10243.9,0.0311365,4.36646,-57.9531556949,108.633,100,9.14388e-12
5.69220149474e-14,85.6164383562,0.991447,3.12868e-05,-58.4596879863,279.824263486,35.1023,0.0272845,50000,279.824263486,-58.4596879863,584,-83.1365,1,3.38510050272,9.51294e-06,0.3,9.82071e-07,-10375.6,0.102352,3.26074,-58.4596879863,193.065,100,2.51192e-12
3.54139958368e-14,85.0340136054,0.958105,5.37897e-05,-58.0688564193,104.93309661,35.5768,0.0964385,50000,104.93309661,-58.0688564193,588,-67.4247,1,3.58792622777,9.44822e-06,0.3,1.17641e-07,-10224.7,0.0119295,5.45459,-58.0688564193,130.745,100,9.37831e-12
1.21281373078e-14,85.4700854701,1.0018,0.000222331,-58.2667320491,65.739492727,36.6484,0.688839,50000,65.739492727,-58.2667320491,585,-59.6378,1,3.67817755825,9.49668e-06,0.3,2.37473e-09,-10014.0,0.00025051,23.4537,-58.2667320491,338.821,100,6.19006e-11
2.04918265627e-14,85.1788756388,0.97888,0.000115058,-58.0807480135,65.3608991704,36.1239,0.215863,50000,65.3608991704,-58.0807480135,587,-62.7605,1,3.52079564974,9.46432e-06,0.3,1.78163e-08,-10191.6,0.00184271,11.9003,-58.0807480135,250.958,100,2.0179e-11
2.83888172845e-15,85.910652921,0.936682,0.00012957,-58.6458340834,54.4751733178,38.1005,0.347972,50000,54.4751733178,-58.6458340834,582,-60.8557,1,3.64699915419,9.54563e-06,0.3,3.28186e-09,-10174.1,0.000322038,12.7143,-58.6458340834,147.633,100,3.61385e-11
2.91239806108e-14,84.6023688663,1.00419,0.000228358,-57.7763143626,57.1845910676,35.7724,0.718603,50000,57.1845910676,-57.7763143626,591,-58.6743,1,3.78931955706,9.40026e-06,0.3,1.43616e-09,-9983.35,0.000153419,24.3945,-57.7763143626,395.251,100,6.29705e-11
2.17818382887e-14,85.6164383562,0.958322,4.97743e-05,-58.3736577342,87.0552452002,36.0629,0.100043,50000,87.0552452002,-58.3736577342,584,-67.4445,1,3.60888257396,9.51294e-06,0.3,1.00974e-07,-10281.8,0.010172,5.0142,-58.3736577342,122.453,100,9.8581e-12
2.24889622419e-14,85.4700854701,1.02027,0.00022492,-58.3665687024,64.7717251089,36.0309,0.830568,50000,64.7717251089,-58.3665687024,585,-59.5742,1,3.58369055432,9.49668e-06,0.3,3.23485e-09,-10061.4,0.000347535,24.1642,-58.3665687024,451.519,100,7.19593e-11
3.28267513039e-15,85.4700854701,0.93567,7.26326e-05,-58.2879723938,49.7282329945,37.9553,0.358657,50000,49.7282329945,-58.2879723938,585,-60.3351,1,3.68562037146,9.49668e-06,0.3,5.70938e-09,-10122.1,0.000562523,7.1562,-58.2879723938,117.282,100,3.69468e-11
1.66613263568e-14,83.3333333333,1.00692,0.000196198,-56.9467511433,55.7636532128,36.3309,0.560729,50000,55.7636532128,-56.9467511433,600,-58.3661,1,3.81600548674,9.25926e-06,0.3,3.53267e-09,-9925.53,0.000384167,21.336,-56.9467511433,329.81,100,4.74153e-11
1.58896784276e-14,86.3557858377,0.99128,1.87966e-05,-59.0667233021,278.794235791,36.3783,0.0209359,50000,278.794235791,-59.0667233021,579,-84.4228,1,3.40061283106,9.59509e-06,0.3,8.09656e-07,-10509.2,0.0836465,1.9419,-59.0667233021,174.353,100,1.96154e-12
1.51510517324e-14,86.5051903114,0.9869,2.87926e-05,-59.1613199581,400.238648614,36.4259,0.0281968,50000,400.238648614,-59.1613199581,578,-83.7164,1,3.39104355516,9.61169e-06,0.3,7.83411e-07,-10480.9,0.0804384,2.95635,-59.1613199581,213.951,100,2.67456e-12
7.1664393049e-15,84.3170320405,0.977664,0.000126415,-57.703717602,62.8063314648,37.1745,0.346864,50000,62.8063314648,-57.703717602,593,-61.1606,1,3.9721423824,9.36856e-06,0.3,3.22068e-08,-10025.8,0.00336097,13.1921,-57.703717602,228.057,100,3.18512e-11
1.17202925486e-14,88.0281690141,0.98509,2.15751e-05,-60.353068566,728.917621774,36.6826,0.0316084,50000,728.917621774,-60.353068566,568,-84.2989,1,3.42858432375,9.78091e-06,0.3,5.7875e-07,-10621.5,0.0582892,2.17295,-60.353068566,252.969,100,3.11609e-12
nan,85.4700854701,0.961142,0.000114018,-58.3620912103,66.7488883037,nan,0.379916,50000,66.7488883037,-58.3620912103,585,-60.7788,1,3.69776384431,9.49668e-06,0.3,3.52857e-09,-10107.5,0.00035712,11.5395,-58.3620912103,198.007,100,3.70899e-11
1.30071183178e-15,85.1788756388,0.944708,0.000111962,-58.1285361581,50.7433881376,38.881,0.423115,50000,50.7433881376,-58.1285361581,587,-60.291,1,3.70762279495,9.46432e-06,0.3,4.28582e-10,-10059.8,4.27801e-05,11.1758,-58.1285361581,161.869,100,4.2466e-11
1.34063913707e-16,85.3242320819,0.93765,8.60139e-05,-58.2402833582,50.7744359754,41.1534,0.376299,50000,50.7744359754,-58.2402833582,586,-60.111,1,4.00852755223,9.48047e-06,0.3,2.15801e-10,-10098.7,2.13434e-05,8.50706,-58.2402833582,123.449,100,3.84691e-11
1.13092703437e-16,85.1788756388,1.00044,0.000182858,-58.0700038372,50.5204056534,41.3235,0.818846,50000,50.5204056534,-58.0700038372,587,-58.9806,1,3.74919998917,9.46432e-06,0.3,1.00523e-09,-9969.81,0.00010626,19.3293,-58.0700038372,289.991,100,7.32821e-11
7.5234030943e-17,84.7457627119,0.91638,6.29778e-05,-57.8880069374,45.0191892145,41.7311,0.222245,50000,45.0191892145,-57.8880069374,590,-61.1293,1,3.78817058771,9.4162e-06,0.3,1.80149e-09,-10131.3,0.00017532,6.12897,-57.8880069374,98.5313,100,2.34656e-11
5.54131829628e-17,85.6164383562,0.926822,7.01966e-05,-58.2195868792,55.94639147,42.0369,0.321403,50000,55.94639147,-58.2195868792,584,-60.7921,1,3.66977346018,9.51294e-06,0.3,5.98054e-09,-10100.8,0.000582669,6.83908,-58.2195868792,125.012,100,3.386e-11
1.36863069529e-16,85.0340136054,0.93634,3.84846e-05,-57.9509657619,60.8744246081,41.1327,0.148092,50000,60.8744246081,-57.9509657619,588,-64.1551,1,3.75762274093,9.44822e-06,0.3,6.91547e-09,-10172.3,0.000685338,3.8139,-57.9509657619,112.486,100,1.50787e-11
1.11022124586e-16,84.8896434635,0.952344,0.000133537,-58.0003323879,54.5018188522,41.342,0.409638,50000,54.5018188522,-58.0003323879,589,-60.0432,1,3.73212741283,9.43218e-06,0.3,4.28769e-09,-10054.1,0.000432917,13.4829,-58.0003323879,196.889,100,4.01825e-11
9.896761613e-17,84.1750841751,0.965409,0.000116978,-57.6474764369,66.5127853832,41.4569,0.336989,50000,66.5127853832,-57.6474764369,594,-61.1855,1,3.91752154812,9.35279e-06,0.3,3.5683e-08,-9995.83,0.00368326,12.0747,-57.6474764369,222.478,100,3.16283e-11
8.33801092151e-17,84.7457627119,0.927891,5.77849e-05,-57.9778405226,60.9443180518,41.6283,0.210982,50000,60.9443180518,-57.9778405226,590,-62.3293,1,3.80254110586,9.4162e-06,0.3,1.06648e-08,-10120.8,0.00105093,5.69425,-57.9778405226,115.767,100,2.17271e-11
6.98511019871e-17,85.1788756388,1.01448,0.000260744,-58.1246260738,62.9950776608,41.8053,1.03241,50000,62.9950776608,-58.1246260738,587,-58.7255,1,3.52640157519,9.46432e-06,0.3,4.63664e-09,-9946.92,0.000497,27.9491,-58.1246260738,428.917,100,8.98554e-11
2.00282660438e-16,85.1788756388,0.988597,2.81073e-05,-58.1098733979,183.258078895,40.752,0.0292273,50000,183.258078895,-58.1098733979,587,-78.1326,1,3.43567018174,9.46432e-06,0.3,8.78763e-07,-10331.7,0.0917914,2.93596,-58.1098733979,150.598,100,2.67873e-12
4.15388273502e-17,84.7457627119,0.938548,0.000139712,-57.7999853783,52.668114213,42.3251,0.462186,50000,52.668114213,-57.7999853783,590,-59.6075,1,3.37146506544,9.4162e-06,0.3,2.67471e-09,-9967.35,0.000266598,13.9256,-57.7999853783,172.097,100,4.65216e-11
1.40900858921e-16,86.2068965517,0.986129,2.10482e-05,-58.9847933136,385.210646454,41.1036,0.0317065,50000,385.210646454,-58.9847933136,580,-80.4561,1,3.45815473553,9.57854e-06,0.3,6.28537e-07,-10435.8,0.0647091,2.16696,-58.9847933136,191.099,100,2.99144e-12
2.42580533612e-17,83.6120401338,1.01934,0.000269937,-57.1856894016,62.6173448379,42.863,0.825473,50000,62.6173448379,-57.1856894016,598,-58.5191,1,4.10030131823,9.29023e-06,0.3,2.93596e-09,-9866.27,0.000322139,29.618,-57.1856894016,451.971,100,6.85674e-11
4.06530987082e-18,85.6164383562,1.01135,0.000231213,-58.2777968577,57.8748051209,44.6492,0.79507,50000,57.8748051209,-58.2777968577,584,-59.4497,1,3.69001903942,9.51294e-06,0.3,1.80921e-10,-10034.4,1.92343e-05,24.5811,-58.2777968577,374.429,100,7.03442e-11
1.83029789912e-17,85.6164383562,0.981233,0.000172379,-58.2512503777,67.1950528759,43.1446,0.396933,50000,67.1950528759,-58.2512503777,584,-61.6965,1,4.12747107153,9.51294e-06,0.3,9.97609e-09,-10074.0,0.00102901,17.7804,-58.2512503777,270.698,100,3.7308e-11
1.75134594324e-17,85.0340136054,0.956838,0.00013991,-58.0026652898,49.6862398431,43.1887,0.40833,50000,49.6862398431,-58.0026652898,588,-60.3063,1,3.77993925655,9.44822e-06,0.3,4.48042e-10,-10056.4,4.5374e-05,14.169,-58.0026652898,199.125,100,3.98139e-11
9.84066365274e-18,86.3557858377,0.962358,3.3528e-05,-58.8052582391,78.1435319487,43.7652,0.0861812,50000,78.1435319487,-58.8052582391,579,-67.9191,1,3.46720685316,9.59509e-06,0.3,2.58788e-07,-10393.0,0.0259556,3.36276,-58.8052582391,110.147,100,8.56716e-12
nan,84.0336134454,0.932294,0.000117573,-57.5079406126,43.9763062833,nan,0.42394,50000,43.9763062833,-57.5079406126,595,-59.1941,1,4.11921821776,9.33707e-06,0.3,1.67194e-09,-9964.56,0.000166941,11.7395,-57.5079406126,127.776,100,4.25226e-11
,85.0340136054,0.986584,0.00019354,-58.0659473607,54.5390852539,inf,0.708864,50000,54.5390852539,-58.0659473607,588,-58.7697,1,3.6996659213,9.44822e-06,0.3,1.18478e-09,-9998.5,0.000123714,20.2094,-58.0659473607,248.481,100,6.50122e-11
,84.1750841751,0.971182,7.6702e-05,-57.5525992096,84.5113572274,inf,0.172438,50000,84.5113572274,-57.5525992096,594,-64.3755,1,3.58839714842,9.35279e-06,0.3,6.09581e-08,-10068.6,0.00632981,7.96464,-57.5525992096,184.913,100,1.59924e-11
,82.9187396352,1.01551,0.00029284,-56.7875265969,56.4511408345,inf,1.1325,50000,56.4511408345,-56.7875265969,603,-57.098,1,3.61376889344,9.21319e-06,0.3,8.12635e-10,-9649.5,8.95716e-05,32.2778,-56.7875265969,341.932,100,9.32155e-11
,84.3170320405,1.01451,0.000222402,-57.5291363304,59.8020761628,inf,0.823501,50000,59.8020761628,-57.5291363304,593,-58.6328,1,3.5220445388,9.36856e-06,0.3,3.95061e-09,-9912.16,0.000427808,24.0837,-57.5291363304,406.161,100,7.02255e-11
nan,84.4594594595,0.991059,0.000179345,-57.7542291249,56.3485468892,nan,0.515371,50000,56.3485468892,-57.7542291249,592,-59.2799,1,4.01406812094,9.38438e-06,0.3,9.33888e-09,-10040.7,0.000986254,18.9402,-57.7542291249,299.069,100,4.62096e-11
,84.4594594595,0.996114,0.000163059,-57.5973583835,61.9601227959,inf,0.536065,50000,61.9601227959,-57.5973583835,592,-60.0639,1,3.86893754836,9.38439e-06,0.3,2.3215e-08,-9942.3,0.00246418,17.3081,-57.5973583835,321.884,100,4.75785e-11
,85.4700854701,0.993397,1.84737e-05,-58.3817230545,264.382992446,inf,0.0207328,50000,264.382992446,-58.3817230545,585,-82.9816,1,3.42311094161,9.49668e-06,0.3,9.17749e-07,-10390.2,0.0960008,1.93244,-58.3817230545,170.321,100,1.89477e-12
nan,84.0336134454,0.929602,6.83571e-05,-57.3936762357,53.086091028,nan,0.365528,50000,53.086091028,-57.3936762357,595,-59.6168,1,3.65670472377,9.33707e-06,0.3,7.10304e-10,-9940.28,7.07181e-05,6.80566,-57.3936762357,125.217,100,3.68763e-11
nan,84.7457627119,0.919816,0.000128888,-57.7956115994,50.5650346104,nan,0.407849,50000,50.5650346104,-57.7956115994,590,-59.2231,1,4.03187343501,9.4162e-06,0.3,1.85424e-10,-9996.86,1.8113e-05,12.5903,-57.7956115994,150.337,100,4.27413e-11
,84.7457627119,0.946545,0.000142892,-57.8814830499,60.8552151186,inf,0.414055,50000,60.8552151186,-57.8814830499,590,-60.4994,1,3.47618984707,9.4162e-06,0.3,1.17589e-08,-9983.1,0.00118205,14.3639,-57.8814830499,210.938,100,4.09757e-11
,84.4594594595,0.935708,5.34753e-05,-57.7415661107,53.3327143931,inf,0.195452,50000,53.3327143931,-57.7415661107,592,-62.6097,1,3.8174544065,9.38438e-06,0.3,4.64666e-08,-10105.8,0.00463314,5.33197,-57.7415661107,113.106,100,1.96595e-11
nan,84.7457627119,0.9386,0.000143727,-57.9052164966,54.0492987122,nan,0.447854,50000,54.0492987122,-57.9052164966,590,-59.3781,1,3.6908246239,9.4162e-06,0.3,2.00218e-10,-10008.6,1.99575e-05,14.3266,-57.9052164966,184.617,100,4.5074e-11
,85.0340136054,0.954458,0.000188446,-57.9934611,55.983823766,inf,0.444407,50000,55.983823766,-57.9934611,588,-59.9613,1,3.72495115925,9.44822e-06,0.3,4.39252e-09,-10020.0,0.000443731,19.0368,-57.9934611,249.645,100,4.35479e-11
nan,84.3170320405,0.929502,0.000115021,-57.5557468397,45.3647944265,nan,0.391397,50000,45.3647944265,-57.5557468397,593,-59.5708,1,3.52764702514,9.36856e-06,0.3,2.39829e-09,-9984.17,0.000237947,11.4118,-57.5557468397,143.781,100,3.97615e-11
,83.8926174497,0.952902,6.64895e-05,-57.3423353673,54.4241672781,inf,0.224312,50000,54.4241672781,-57.3423353673,596,-61.87,1,3.57156713598,9.3214e-06,0.3,2.59634e-08,-10019.9,0.00265416,6.79705,-57.3423353673,129.959,100,2.14644e-11
,83.8926174497,0.950269,0.00011514,-57.3438056881,49.8210875152,inf,0.395791,50000,49.8210875152,-57.3438056881,596,-59.5174,1,3.8448130024,9.3214e-06,0.3,1.30271e-08,-9945.03,0.00132805,11.7379,-57.3438056881,148.228,100,3.80834e-11
,84.3170320405,0.982528,0.000155922,-57.6646646713,63.2189745738,inf,0.522391,50000,63.2189745738,-57.6646646713,593,-59.6426,1,3.71976639623,9.36856e-06,0.3,7.54911e-09,-9944.38,0.000791713,16.3524,-57.6646646713,235.638,100,4.74954e-11
nan,84.0336134454,0.979673,0.000131887,-57.3499828612,52.3107209926,nan,0.720516,50000,52.3107209926,-57.3499828612,595,-58.3568,1,3.96934086779,9.33707e-06,0.3,2.28876e-09,-9838.2,0.000240143,13.838,-57.3499828612,177.46,100,6.54489e-11
nan,84.0336134454,0.921654,7.01356e-05,-57.4487337085,46.8299246834,nan,0.314531,50000,46.8299246834,-57.4487337085,595,-59.7385,1,3.69547399211,9.33707e-06,0.3,1.55078e-09,-9991.05,0.000153076,6.92302,-57.4487337085,116.589,100,3.22811e-11
,85.4700854701,0.936612,5.87098e-05,-58.2803155491,51.9797773371,inf,0.18138,50000,51.9797773371,-58.2803155491,585,-63.1831,1,3.70397889608,9.49668e-06,0.3,2.07076e-08,-10217.4,0.0020423,5.79028,-58.2803155491,111.085,100,1.86471e-11
,84.0336134454,0.938774,7.22239e-05,-57.4675506527,46.6682641892,inf,0.416164,50000,46.6682641892,-57.4675506527,595,-59.3388,1,3.58678910714,9.33707e-06,0.3,1.17366e-09,-9956.55,0.000118003,7.26158,-57.4675506527,127.738,100,4.11684e-11
,83.6120401338,0.983404,2.22843e-05,-57.1203728144,103.539459139,inf,0.047656,50000,103.539459139,-57.1203728144,598,-70.9855,1,3.58597421531,9.29023e-06,0.3,5.7509e-07,-10140.7,0.0608753,2.35888,-57.1203728144,120.734,100,4.25311e-12
,84.0336134454,0.952054,0.000168281,-57.4483822774,51.8415165637,inf,0.432561,50000,51.8415165637,-57.4483822774,595,-59.5156,1,3.71972025077,9.33707e-06,0.3,2.81106e-09,-9942.19,0.00028663,17.1587,-57.4483822774,186.708,100,4.1605e-11
nan,83.8926174497,0.937992,0.000123614,-57.2995230886,48.2506774464,nan,0.451729,50000,48.2506774464,-57.2995230886,596,-58.8494,1,4.1422063644,9.3214e-06,0.3,7.34022e-11,-9912.9,7.3863e-06,12.439,-57.2995230886,146.845,100,4.46111e-11
,85.0340136054,0.985656,7.32419e-05,-58.1050230434,275.266286023,inf,0.0458486,50000,275.266286023,-58.1050230434,588,-75.9891,1,3.56115000938,9.44822e-06,0.3,4.89824e-07,-10264.1,0.0510993,7.64073,-58.1050230434,195.498,100,4.21285e-12
,83.7520938023,0.936321,9.16862e-05,-57.2303849492,47.5671186347,inf,0.351929,50000,47.5671186347,-57.2303849492,597,-59.6878,1,3.76067664873,9.30579e-06,0.3,9.67076e-09,-9939.55,0.000973044,9.2252,-57.2303849492,126.338,100,3.47625e-11
,84.6023688663,0.955281,0.00013942,-57.8156721237,61.7046199632,inf,0.269792,50000,61.7046199632,-57.8156721237,591,-61.1585,1,3.94557879859,9.40026e-06,0.3,3.00582e-08,-10076.6,0.0030546,14.1682,-57.8156721237,229.533,100,2.61245e-11
,83.3333333333,0.971263,0.000218703,-56.9367924991,58.2324326976,inf,0.55703,50000,58.2324326976,-56.9367924991,600,-58.3735,1,3.71892577869,9.25926e-06,0.3,1.88039e-09,-9802.88,0.000197247,22.9412,-56.9367924991,324.923,100,5.06241e-11
,83.3333333333,1.0275,0.000243737,-56.9648261714,56.9749933037,inf,1.01807,50000,56.9749933037,-56.9648261714,600,-57.7304,1,3.85219938039,9.25926e-06,0.3,2.91098e-09,-9806.43,0.000323031,27.0474,-56.9648261714,384.205,100,8.26739e-11
,85.1788756388,0.99013,2.21293e-05,-58.5599840762,473.928386407,inf,0.0257528,50000,473.928386407,-58.5599840762,587,-82.8999,1,3.5066405398,9.46432e-06,0.3,6.74161e-07,-10369.2,0.0705288,2.3151,-58.5599840762,204.551,100,2.35298e-12
,84.1750841751,0.994087,0.00018907,-57.4131338883,51.675197277,inf,0.860227,50000,51.675197277,-57.4131338883,594,-58.2025,1,3.7400579621,9.35279e-06,0.3,3.12174e-09,-9835.79,0.000331802,20.0958,-57.4131338883,211.345,100,7.61459e-11
,83.1946755408,0.970594,0.000143372,-56.8310296867,48.312222937,inf,0.481821,50000,48.312222937,-56.8310296867,601,-58.317,1,3.89474700987,9.24385e-06,0.3,3.56065e-10,-9870.62,3.73864e-05,15.0539,-56.8310296867,187.295,100,4.37035e-11
,84.0336134454,0.979113,0.000156816,-57.449433734,53.3352613402,inf,0.503256,50000,53.3352613402,-57.449433734,595,-59.3236,1,3.93962964224,9.33707e-06,0.3,1.16805e-09,-9951.44,0.000122485,16.4442,-57.449433734,241.89,100,4.57662e-11
,84.4594594595,0.906884,7.07774e-05,-57.6281538626,47.4888656876,inf,0.321829,50000,47.4888656876,-57.6281538626,592,-59.7881,1,3.81710146957,9.38439e-06,0.3,2.85144e-09,-10005.2,0.000275556,6.83976,-57.6281538626,115.581,100,3.44614e-11
,84.1750841751,0.960051,0.000125775,-57.4197564014,55.2087955963,inf,0.480384,50000,55.2087955963,-57.4197564014,594,-58.8636,1,4.18153625379,9.35279e-06,0.3,5.19051e-10,-9927.26,5.32799e-05,12.9106,-57.4197564014,192.632,100,4.55912e-11
,83.4724540902,0.928829,8.45528e-05,-57.0053201337,53.5298186204,inf,0.419183,50000,53.5298186204,-57.0053201337,599,-58.7551,1,4.04951917663,9.27472e-06,0.3,2.92486e-10,-9838.63,2.92914e-05,8.46765,-57.0053201337,137.965,100,4.17959e-11
nan,84.4594594595,0.944366,7.68339e-05,-57.6953021328,49.1347085255,nan,0.430657,50000,49.1347085255,-57.6953021328,592,-59.8555,1,3.53390822307,9.38439e-06,0.3,3.28851e-09,-9976.05,0.000330928,7.73192,-57.6953021328,132.104,100,4.25268e-11
,84.7457627119,1.00074,0.000156835,-57.7002691082,68.4996803624,inf,0.561177,50000,68.4996803624,-57.7002691082,590,-60.1114,1,3.9748636559,9.4162e-06,0.3,2.65103e-08,-9940.56,0.00281749,16.6683,-57.7002691082,322.153,100,4.96827e-11
,83.6120401338,0.952076,0.000122831,-57.1597006758,51.770342903,inf,0.40314,50000,51.770342903,-57.1597006758,598,-59.3556,1,4.15032504843,9.29023e-06,0.3,2.50264e-10,-9911.57,2.56474e-05,12.5879,-57.1597006758,177.265,100,3.83853e-11
,84.6023688663,0.928104,9.08142e-05,-57.7760322047,52.2766305483,inf,0.438005,50000,52.2766305483,-57.7760322047,591,-59.5742,1,3.85855370385,9.40026e-06,0.3,3.83982e-09,-9974.11,0.000379112,8.96624,-57.7760322047,133.292,100,4.4933e-11
,83.8926174497,0.952656,0.000160224,-57.3127855069,47.5593629696,inf,0.40339,50000,47.5593629696,-57.3127855069,596,-59.6235,1,3.64026122959,9.3214e-06,0.3,5.82027e-09,-9943.89,0.000594837,16.3751,-57.3127855069,222.61,100,3.86203e-11
,84.6023688663,0.981379,5.6085e-05,-57.8938509615,128.345023035,inf,0.0781155,50000,128.345023035,-57.8938509615,591,-69.0083,1,3.59266891631,9.40026e-06,0.3,4.99096e-07,-10219.0,0.0521052,5.85522,-57.8938509615,177.62,100,7.1671e-12
,83.4724540902,0.967445,0.000148269,-57.0994522378,56.9342846396,inf,0.425206,50000,56.9342846396,-57.0994522378,599,-60.1347,1,3.98830020119,9.27472e-06,0.3,7.46123e-09,-9863.66,0.00077828,15.4659,-57.0994522378,230.61,100,3.90794e-11
,84.0336134454,1.01987,0.000327504,-57.4188919709,52.7428139702,inf,0.842127,50000,52.7428139702,-57.4188919709,595,-58.3322,1,4.09246744482,9.33707e-06,0.3,3.21092e-09,-9977.35,0.000350725,35.7728,-57.4188919709,424.203,100,7.05839e-11
,84.1750841751,1.02296,0.00029154,-57.5441906693,57.0896949181,inf,1.07072,50000,57.0896949181,-57.5441906693,594,-57.8746,1,3.52712557727,9.35279e-06,0.3,4.45739e-09,-9850.67,0.000487528,31.8872,-57.5441906693,383.224,100,8.95035e-11
,83.8926174497,0.992358,0.000154138,-57.3660729715,58.0292412319,inf,0.602226,50000,58.0292412319,-57.3660729715,596,-59.2265,1,3.39197764769,9.3214e-06,0.3,2.90284e-09,-9883.0,0.000309037,16.4096,-57.3660729715,249.444,100,5.31356e-11
,84.1750841751,0.985521,0.00012988,-57.5042117952,53.1539842057,inf,0.25722,50000,53.1539842057,-57.5042117952,594,-60.3002,1,3.65304766242,9.35279e-06,0.3,6.26827e-09,-10122.5,0.0006605,13.6857,-57.5042117952,223.72,100,2.31662e-11
,83.6120401338,0.947133,0.000157888,-57.2341841344,56.3090888609,inf,0.324696,50000,56.3090888609,-57.2341841344,598,-60.3595,1,3.5603965903,9.29023e-06,0.3,2.39089e-09,-9943.18,0.00024375,16.0966,-57.2341841344,266.956,100,3.12397e-11
nan,84.3170320405,0.933828,8.99312e-05,-57.6164104094,50.3195961328,nan,0.397016,50000,50.3195961328,-57.6164104094,593,-59.6357,1,3.55156487438,9.36856e-06,0.3,6.012e-12,-9974.68,5.99257e-07,8.96405,-57.6164104094,136.721,100,3.99594e-11
,83.8926174497,0.957408,0.000218044,-57.3602661114,46.9368774239,inf,0.414143,50000,46.9368774239,-57.3602661114,596,-59.3469,1,3.69392859635,9.3214e-06,0.3,3.89008e-09,-9961.23,0.000399553,22.3954,-57.3602661114,296.394,100,3.92571e-11
,84.4594594595,0.93142,7.98264e-05,-57.7246140112,48.4531476742,inf,0.396885,50000,48.4531476742,-57.7246140112,592,-59.8889,1,3.92479571681,9.38438e-06,0.3,1.24813e-09,-9994.5,0.00012388,7.92295,-57.7246140112,129.429,100,4.02888e-11
,83.6120401338,0.989217,0.000151972,-57.1660404677,55.121792892,inf,0.695558,50000,55.121792892,-57.1660404677,598,-58.6393,1,3.57077646651,9.29023e-06,0.3,1.08711e-08,-9831.56,0.00115755,16.1818,-57.1660404677,243.32,100,6.13484e-11
,83.7520938023,0.938338,7.6283e-05,-57.3189188817,45.088743977,inf,0.363892,50000,45.088743977,-57.3189188817,597,-59.5969,1,3.74934119047,9.30579e-06,0.3,8.15404e-09,-9962.56,0.000822203,7.69191,-57.3189188817,121.551,100,3.57899e-11
,84.0336134454,0.977641,0.000149294,-57.3563405889,53.2522181123,inf,0.561284,50000,53.2522181123,-57.3563405889,595,-59.1523,1,3.85199554708,9.33707e-06,0.3,3.73774e-09,-9888.55,0.000391362,15.6319,-57.3563405889,205.745,100,5.1197e-11
,82.9187396352,0.981206,0.000232989,-56.8130353708,54.9980829199,inf,0.760173,50000,54.9980829199,-56.8130353708,603,-57.9555,1,4.42300625741,9.21319e-06,0.3,1.26656e-09,-9722.33,0.000134888,24.8133,-56.8130353708,283.184,100,6.70213e-11
,83.6120401338,0.928308,8.59148e-05,-57.1802182658,50.9420723966,inf,0.330012,50000,50.9420723966,-57.1802182658,598,-59.4267,1,4.2332874574,9.29023e-06,0.3,2.42092e-10,-9931.83,2.41906e-05,8.58487,-57.1802182658,126.512,100,3.3052e-11
,84.1750841751,0.941277,9.95323e-05,-57.5308154318,49.1999364772,inf,0.37717,50000,49.1999364772,-57.5308154318,594,-59.8642,1,3.5909650615,9.35279e-06,0.3,1.13309e-08,-9980.91,0.00114036,10.0171,-57.5308154318,150.068,100,3.72379e-11
,84.0336134454,0.965018,0.000145219,-57.4798708416,48.7267544528,inf,0.517171,50000,48.7267544528,-57.4798708416,595,-59.4482,1,3.8513997657,9.33707e-06,0.3,6.81883e-09,-9926.49,0.00070475,15.0089,-57.4798708416,181.805,100,4.84154e-11
,84.8896434635,0.992243,2.84642e-05,-58.0265447141,189.948122365,inf,0.0258658,50000,189.948122365,-58.0265447141,589,-78.8266,1,3.53795988624,9.43218e-06,0.3,9.55336e-07,-10327.9,0.100499,2.99437,-58.0265447141,153.663,100,2.3373e-12
,84.6023688663,0.966963,0.000116898,-57.7008609861,45.186076031,inf,0.406004,50000,45.186076031,-57.7008609861,591,-59.8803,1,3.68255830858,9.40026e-06,0.3,5.21067e-09,-10035.8,0.000535998,12.0248,-57.7008609861,181.855,100,3.83699e-11
,84.7457627119,0.929236,7.39051e-05,-57.8637213298,57.1392285362,inf,0.403125,50000,57.1392285362,-57.8637213298,590,-59.8997,1,3.9193531131,9.4162e-06,0.3,6.05485e-10,-9991.02,5.97523e-05,7.29331,-57.8637213298,131.392,100,4.13941e-11
,84.6023688663,0.932494,0.000123207,-57.7296394675,60.2681232177,inf,0.292253,50000,60.2681232177,-57.7296394675,591,-60.7749,1,3.71507914618,9.40026e-06,0.3,8.75477e-10,-10025.5,8.68462e-05,12.222,-57.7296394675,150.57,100,2.96993e-11
,85.1788756388,0.988212,2.88932e-05,-58.3147733575,365.331059019,inf,0.0319993,50000,365.331059019,-58.3147733575,587,-79.5088,1,3.46342105946,9.46432e-06,0.3,5.90916e-07,-10319.7,0.0617001,3.01686,-58.3147733575,191.369,100,2.93508e-12
