eRenyi2,AvgDiscRet,MinVanillaIw,VarVanillaIw,VarRet,ESSRenyi,VarJ,AvgVanillaIw,BatchSize,AvgRet,ESSClassic,Bound,MinNormIw,VarNormIw,VarDiscRet,MaxNormIw,AvgEpLen,J,MaxVanillaIw,AvgNormIw
2.480364,441.4374590172733,0.0009917789,1.9112248,226311.3919804764,40.316661830107286,296.0644,0.9451215,100,672.05722876388,32.06955203571605,268.848,1.0493665e-05,0.00021396193,42111.97451928649,0.097269505,68.19,634.8766,9.1931505,0.01
102608.23,595.8818594897447,,1.2345214e-16,188888.94985181786,0.0009745807266154113,3.9915263e-16,1.1110902e-09,100,986.4727141279166,1.0,464.44153,,0.010000002,24424.962750313367,1.0,99.63,752.54626,1.11109024e-07,0.01
1.9854206,791.3013128559415,1.0016975e-05,1.2145616,95724.06016488362,50.36716188584571,60.99833,0.95808655,100,1608.0662670477427,43.291516349810244,734.07477,1.0455187e-07,0.00013231528,4629.895350249946,0.07121852,161.66,820.7384,6.8233504,0.01
1.3558167,826.1072040609137,0.03267145,0.4321882,64314.99718661189,73.75628164451926,40.9464,1.1203794,100,1774.427137887121,74.57892092043693,785.707,0.00029161057,3.4430446e-05,2307.514054776516,0.023413599,178.03,835.15424,2.6232116,0.01
1.8180809,833.4812686701483,0.0011192148,3.6587079,45433.7139802678,55.003052880933446,42.831413,1.1071225,100,1807.3532353044907,25.28384183322214,801.7018,1.0109222e-05,0.00029849441,1427.8178929237222,0.16740745,181.32,847.3838,18.534058,0.010000002
1.4454101,838.449224362769,0.018745923,0.42821375,40546.52660304133,69.18451570101688,31.09082,1.0186489,100,1835.3712385851782,70.9949192977371,808.42523,0.00018402732,4.126782e-05,1274.4174455328005,0.02537737,184.11,846.6455,2.585063,0.010000002
1.2918614,841.6053457207554,0.24917513,0.2747747,34823.98743047078,77.40768386291343,28.49875,1.0509733,100,1851.973736948627,80.2388135195349,814.3638,0.0023708988,2.4876734e-05,1049.1619324258588,0.030094644,185.75,846.49243,3.1628666,0.01
1.2354136,850.0259524091286,0.1791785,0.27255228,23513.48186937021,80.94455487581295,22.245665,1.057039,100,1900.474031504547,80.54825167089844,828.4948,0.0016950982,2.4393144e-05,655.4075027151297,0.034578305,190.49,852.58435,3.6550617,0.009999999
3.9052777,848.9216920171633,0.00034300875,4.1125383,22219.90386956098,25.606373461363248,14.702746,1.0795814,100,1892.3275905751723,22.255419397582557,828.3284,3.1772386e-06,0.00035285743,599.5514443169293,0.10750763,189.74,860.90814,11.606323,0.01
1.5518332,849.6040752709227,0.11704465,0.89596933,25859.184194171234,64.43991728198179,20.79067,0.9898069,100,1899.099408940042,52.483173454458274,826.5224,0.0011824998,9.14518e-05,753.1965552529853,0.07552353,190.32,855.1573,7.4753714,0.01
1.3281811,849.1939719436798,0.12048133,0.4842389,22152.19742500683,75.29093466094744,22.852982,1.0379983,100,1894.072596326635,69.20702646741765,828.6729,0.0011607083,4.4943445e-05,595.3597320122722,0.037349567,189.85,853.10754,3.876879,0.01
2.6798766,851.3289136330604,0.00012998153,2.7035582,24340.66203064354,37.315151477947445,15.859328,0.941257,100,1909.8926045678759,24.86927711939344,828.8386,1.3809356e-06,0.00030515413,715.1026097043055,0.093619145,191.37,861.407,8.811968,0.01
1.6527497,856.9074611245451,0.010470929,0.6303429,13159.834426246638,60.50523110883091,12.4464035,0.88774574,100,1941.7676632535613,55.808699417338225,841.3016,0.00011794963,7.998337e-05,344.30962998546295,0.05068983,194.49,860.9562,4.499968,0.01
1.3588947,855.2862504676123,0.12324868,0.37339085,14198.037251058171,73.58921892565597,15.553491,1.0272747,100,1931.0615205716686,74.05825616814707,839.1347,0.0011997636,3.5382654e-05,368.8129143093971,0.03544667,193.47,858.45734,3.6413467,0.010000002
