ESSRenyi,VarJ,MinNormIw,VarVanillaIw,Bound,MinVanillaIw,MaxVanillaIw,AvgNormIw,AvgRet,VanillaAvgRet,VarDiscRet,AvgVanillaIw,IterType,EpsThisIter,eRenyi2,J,Delta,MaxNormIw,AvgDiscRet,VarNormIw,AvgEpLen,BatchSize,ESSClassic,VarRet
85.7032284114,3.21938,0.00413332,9.02875,-110.337,0.550261,30.9138,0.01,-106.696994209,-106.696994209,4.82413513825,1.33128,1,100,1.16682,-106.229,0.9,0.232211,-106.696994209,0.000509435,16.29,100,16.5469414882,4.82413513825
96.9989511043,2.49985,0.00547012,0.0293973,-110.884,0.535057,1.60156,0.01,-107.110768713,-107.110768713,6.62765468664,0.978145,1,100,1.03094,-106.996,0.9,0.0163735,-107.110768713,3.07256e-06,16.58,100,97.0479468571,6.62765468664
94.4124125541,2.41231,0.00314369,0.0721781,-110.893,0.324787,1.44631,0.01,-107.184869931,-107.184869931,6.65049282351,1.03314,1,100,1.05918,-106.952,0.9,0.0139991,-107.184869931,6.76218e-06,16.65,100,93.7254684316,6.65049282351
98.1478222778,2.3057,0.00619573,0.0303272,-110.879,0.622893,1.95859,0.01,-107.128614329,-107.128614329,5.5933778228,1.00536,1,100,1.01887,-107.051,0.9,0.0194815,-107.128614329,3.00048e-06,16.19,100,97.1152110587,5.5933778228
98.0852889629,2.33783,0.00484391,0.023759,-110.805,0.484337,1.47994,0.01,-107.061292491,-107.061292491,5.02391812721,0.999888,1,100,1.01952,-106.99,0.9,0.0148011,-107.061292491,2.37643e-06,16.45,100,97.7014358548,5.02391812721
94.2682474445,2.63038,0.00579276,0.0542255,-110.378,0.574854,2.01972,0.01,-106.681701764,-106.681701764,6.19192717948,0.992366,1,100,1.0608,-106.471,0.9,0.0203526,-106.681701764,5.5063e-06,17.21,100,94.8305852691,6.19192717948
98.8522282798,2.14246,0.00740939,0.00993603,-110.589,0.748025,1.23918,0.01,-106.753345217,-106.753345217,4.85500994119,1.00956,1,100,1.01161,-106.706,0.9,0.0122744,-106.753345217,9.74867e-07,16.7,100,99.0441306624,4.85500994119
88.8954544207,4.37241,0.0047972,0.215299,-110.421,0.493011,3.8819,0.01,-106.806977885,-106.806977885,5.1169549931,1.0277,1,100,1.12492,-106.456,0.9,0.0377725,-106.806977885,2.03848e-05,21.21,100,83.2078679782,5.1169549931
96.5320042311,2.38656,0.00527285,0.0318309,-110.528,0.524317,1.26056,0.01,-106.82913846,-106.82913846,5.83344917034,0.994371,1,100,1.03593,-106.695,0.9,0.012677,-106.82913846,3.21922e-06,16.86,100,96.9113591631,5.83344917034
60.6044545525,11.8914,0.000148195,0.608284,-109.247,0.0138164,5.72684,0.01,-106.160470139,-106.160470139,18.7386671026,0.932307,1,100,1.65004,-104.315,0.9,0.0614265,-106.160470139,6.99824e-05,19.17,100,59.0728418334,18.7386671026
42.9502447137,14.2856,1.06837e-05,2.03642,-108.91,0.00108782,6.04839,0.01,-106.216858601,-106.216858601,16.7509963767,1.0182,1,100,2.32828,-103.085,0.9,0.0594026,-106.216858601,0.000196426,21.58,100,33.9602963803,16.7509963767
72.9988936091,6.88216,0.000769421,0.899713,-109.128,0.0781656,9.44156,0.01,-105.767665985,-105.767665985,11.6659133985,1.0159,1,100,1.36988,-104.797,0.9,0.0929378,-105.767665985,8.71768e-05,22.19,100,53.6754118867,11.6659133985
57.620188079,8.76773,8.34672e-05,0.913568,-108.915,0.00832902,4.91153,0.01,-105.425061034,-105.425061034,19.684964571,0.99788,1,100,1.7355,-103.452,0.9,0.0492197,-105.425061034,9.17455e-05,26.86,100,52.4032007001,19.684964571
3.32403031575,45.0023,,34.7343,-14.0587,,58.9478,0.01,-103.729128916,-103.729128916,175.991807709,0.611488,1,100,30.084,7.2564,0.9,0.964005,-103.729128916,0.0092893,35.68,100,1.07568500626,175.991807709
276857.973018,nan,nan,nan,nan,0.0169642,inf,nan,-103.729128916,-103.729128916,795.728292406,inf,,100,0.000722392,nan,0.9,nan,-99.5868734449,nan,35.68,200,nan,175.991807709
2.98267098469,67.5651,,81.6534,-10.9158,,122.798,0.005,-102.836122272,-102.836122272,191.68471701,0.824332,1,100,67.054,12.3737,0.9,0.744833,-102.836122272,0.00300407,34.19,200,1.65889945239,191.68471701
200.0,39.6391,0.01,,-112.083,1.0,1.0,0.01,-102.415586166,-102.415586166,1587.13329278,1.0,2,100,1.0,-102.416,0.9,0.01,-102.415586166,3.50449e-18,104.03,200,100.0,1587.13329278
nan,nan,nan,nan,nan,0.00814346,inf,nan,-102.836122272,-102.836122272,2236.51902634,inf,,100,nan,nan,0.9,nan,-109.900992683,nan,34.19,300,nan,191.68471701
2.05354821668,142.879,,669.776,-20.4113,,435.769,0.00333333,-102.686085876,-102.686085876,51.1694330385,1.97289,1,100,146.089,7.65668,0.9,0.73626,-102.686085876,0.00191196,35.01,300,1.73909909432,51.1694330385
300.0,37.2525,0.01,,-112.085,1.0,1.0,0.01,-102.169890315,-102.169890315,1401.7678199,1.0,2,100,1.0,-102.17,0.9,0.01,-102.169890315,3.50449e-18,103.82,300,100.0,1401.7678199
300.0,32.0972,0.005,,-108.948,1.0,1.0,0.005,-101.705030118,-101.705030118,679.392607492,1.0,2,100,1.0,-101.937,0.9,0.005,-101.705030118,2.1793e-19,93.24,300,200.000000102,679.392607492
209983279.75,nan,nan,nan,nan,0.00229479,inf,nan,-102.686085876,-102.686085876,1216.25498721,inf,,100,1.90491e-06,nan,0.9,nan,-99.2517996608,nan,35.01,400,nan,51.1694330385
10.0405913073,369.521,1.37517e-35,70.1551,-82.5588,8.21197e-33,111.127,0.0025,-104.825778996,-104.825778996,276.365250456,1.4929,1,100,39.8383,-56.9206,0.9,0.186093,-104.825778996,0.000196734,37.8,400,12.34617828,276.365250456
400.0,36.5649,0.01,,-102.487,1.0,1.0,0.01,-92.7949232523,-92.7949232523,1350.4939324,1.0,2,100,1.0,-92.7949,0.9,0.01,-92.7949232523,3.50449e-18,93.5,400,100.0,1350.4939324
400.0,32.0251,0.005,,-103.136,1.0,1.0,0.005,-99.76990714,-99.76990714,696.869137875,1.0,2,100,1.0,-96.2824,0.9,0.005,-99.76990714,2.1793e-19,99.67,400,200.000000102,696.869137875
400.0,34.85,0.00333333,,-102.102,1.0,1.0,0.00333333,-96.9543685686,-96.9543685686,1608.12282784,1.0,2,100,1.0,-96.5064,0.9,0.00333333,-96.9543685686,5.43914e-20,110.35,400,299.999969474,1608.12282784
nan,1.16793e-06,7.3897e-35,inf,-inf,0.00899869,1.21773e+32,0.0025,-104.825778996,-104.825778996,970.753028525,3.04434e+29,,100,nan,-89.2116,0.9,1.0,-101.256626597,0.0025,37.8,500,,276.365250456
2.43495841741,230.882,,878.239,-51.0674,,505.709,0.002,-104.125286946,-104.125286946,39.9169428803,2.13346,1,100,205.342,0.994674,0.9,0.474074,-104.125286946,0.000771798,31.02,500,2.58312939266,39.9169428803
500.0,47.066,0.01,,-106.943,1.0,1.0,0.01,-95.9485721343,-95.9485721343,2237.58377773,1.0,2,100,1.0,-95.9486,0.9,0.01,-95.9485721343,3.50449e-18,138.68,500,100.0,2237.58377773
500.0,44.1304,0.005,,-103.91,1.0,1.0,0.005,-96.3235274903,-96.3235274903,1696.66596793,1.0,2,100,1.0,-96.136,0.9,0.005,-96.3235274903,2.1793e-19,141.29,500,200.000000102,1696.66596793
500.0,42.7103,0.00333333,,-101.437,1.0,1.0,0.00333333,-92.9955790584,-92.9955790584,1586.83318107,1.0,2,100,1.0,-95.0892,0.9,0.00333333,-92.9955790584,5.43914e-20,137.61,500,299.999969474,1586.83318107
500.0,43.9576,0.0025,,-100.155,1.0,1.0,0.0025,-93.3629587278,-93.3629587278,2277.1066354,1.0,2,100,1.0,-94.6577,0.9,0.0025,-93.3629587278,5.4346e-20,121.17,500,400.0,2277.1066354
2.49289193342,302.143,,691.208,10.4571,,578.912,0.002,-92.7193874815,-92.7193874815,1501.8425337,1.52125,1,100,200.57,80.0902,0.9,0.7611,-92.7193874815,0.00119472,121.82,500,1.67177407006,1501.8425337
500.0,72.2295,0.01,,-62.2967,1.0,1.0,0.01,-57.4429524261,-57.4429524261,5269.79853732,1.0,2,100,1.0,-57.443,0.9,0.01,-57.4429524261,3.50449e-18,173.9,500,100.0,5269.79853732
500.0,73.1609,0.005,,-59.1411,1.0,1.0,0.005,-53.4306337962,-53.4306337962,5535.24436323,1.0,2,100,1.0,-55.4368,0.9,0.005,-53.4306337962,2.1793e-19,186.98,500,200.000000102,5535.24436323
500.0,69.4411,0.00333333,,-62.6242,1.0,1.0,0.00333333,-67.9252734278,-67.9252734278,3694.11268399,1.0,2,100,1.0,-59.5996,0.9,0.00333333,-67.9252734278,5.43914e-20,148.9,500,299.999969474,3694.11268399
500.0,70.7577,0.0025,,-61.1905,1.0,1.0,0.0025,-54.2628826358,-54.2628826358,5595.01863965,1.0,2,100,1.0,-58.2654,0.9,0.0025,-54.2628826358,5.4346e-20,178.12,500,400.0,5595.01863965
1.60698599498,177.09,,1699.73,42.1814,,921.68,0.002,-44.7288064974,-44.7288064974,5889.05153803,1.98517,1,100,311.141,88.33,0.9,0.928564,-44.7288064974,0.00172522,217.96,500,1.15890277879,5889.05153803
500.0,78.0539,0.01,,-40.784,1.0,1.0,0.01,-36.7808457619,-36.7808457619,6153.9462904,1.0,2,100,1.0,-36.7808,0.9,0.01,-36.7808457619,3.50449e-18,245.54,500,100.0,6153.9462904
500.0,77.7669,0.005,,-33.5921,1.0,1.0,0.005,-24.7421166779,-24.7421166779,5990.41069045,1.0,2,100,1.0,-30.7615,0.9,0.005,-24.7421166779,2.1793e-19,289.8,500,200.000000102,5990.41069045
500.0,77.2699,0.00333333,,-30.5611,1.0,1.0,0.00333333,-23.2268051806,-23.2268051806,5837.04951329,1.0,2,100,1.0,-28.2499,0.9,0.00333333,-23.2268051806,5.43914e-20,285.84,500,299.999969474,5837.04951329
500.0,76.2421,0.0025,,-33.4056,1.0,1.0,0.0025,-40.8663000518,-40.8663000518,5272.84262119,1.0,2,100,1.0,-31.404,0.9,0.0025,-40.8663000518,5.4346e-20,240.25,500,400.0,5272.84262119
1.5788667757,88.8502,,126.175,16.9396,,251.049,0.002,-16.2207497616,-16.2207497616,6003.7897044,0.530025,1,100,316.683,49.3024,0.9,0.947311,-16.2207497616,0.00179656,308.38,500,1.11298583209,6003.7897044
500.0,62.9436,0.01,,-44.8815,1.0,1.0,0.01,-40.9645809663,-40.9645809663,4001.92058222,1.0,2,100,1.0,-40.9646,0.9,0.01,-40.9645809663,3.50449e-18,268.79,500,100.0,4001.92058222
500.0,62.4113,0.005,,-42.457,1.0,1.0,0.005,-38.4100091759,-38.4100091759,3863.8210331,1.0,2,100,1.0,-39.6873,0.9,0.005,-38.4100091759,2.1793e-19,282.42,500,200.000000102,3863.8210331
500.0,62.6485,0.00333333,,-41.3844,1.0,1.0,0.00333333,-37.9942731186,-37.9942731186,4022.46744163,1.0,2,100,1.0,-39.123,0.9,0.00333333,-37.9942731186,5.43914e-20,282.43,500,299.999969474,4022.46744163
500.0,62.6766,0.0025,,-42.186,1.0,1.0,0.0025,-43.3985029918,-43.3985029918,3964.85921977,1.0,2,100,1.0,-40.1918,0.9,0.0025,-43.3985029918,5.4346e-20,269.92,500,400.0,3964.85921977
17.4805307508,290.653,5.86032e-14,25.8901,-16.8321,3.06281e-11,75.7699,0.002,-46.1080963211,-46.1080963211,3818.58702778,1.04527,1,100,28.6033,-7.29307,0.9,0.144976,-46.1080963211,9.47842e-05,251.55,500,20.2850904274,3818.58702778
500.0,66.7193,0.01,,-24.8751,1.0,1.0,0.01,-20.9541870963,-20.9541870963,4496.4244304,1.0,2,100,1.0,-20.9542,0.9,0.01,-20.9541870963,3.50449e-18,321.96,500,100.0,4496.4244304
500.0,67.761,0.005,,-30.6137,1.0,1.0,0.005,-34.5623256094,-34.5623256094,4685.91553855,1.0,2,100,1.0,-27.7583,0.9,0.005,-34.5623256094,2.1793e-19,277.18,500,200.000000102,4685.91553855
500.0,66.9821,0.00333333,,-29.8757,1.0,1.0,0.00333333,-27.1163057702,-27.1163057702,4319.60158761,1.0,2,100,1.0,-27.5443,0.9,0.00333333,-27.1163057702,5.43914e-20,304.2,500,299.999969474,4319.60158761
500.0,67.3472,0.0025,,-30.9677,1.0,1.0,0.0025,-33.1617328299,-33.1617328299,4706.19494903,1.0,2,100,1.0,-28.9486,0.9,0.0025,-33.1617328299,5.4346e-20,282.56,500,400.0,4706.19494903
6.15505987321,108.142,,235.428,19.3991,,277.095,0.002,-25.0471698641,-25.0471698641,4580.78774577,1.4054,1,100,81.234,35.6759,0.9,0.394329,-25.0471698641,0.000476778,309.18,500,4.16818888475,4580.78774577
500.0,65.4817,0.01,,-32.5418,1.0,1.0,0.01,-28.8119394715,-28.8119394715,4331.16480931,1.0,2,100,1.0,-28.8119,0.9,0.01,-28.8119394715,3.50449e-18,294.47,500,100.0,4331.16480931
500.0,65.8232,0.005,,-35.4876,1.0,1.0,0.005,-36.6155446909,-36.6155446909,4391.002914,1.0,2,100,1.0,-32.7137,0.9,0.005,-36.6155446909,2.1793e-19,273.24,500,200.000000102,4391.002914
500.0,66.2452,0.00333333,,-39.5891,1.0,1.0,0.00333333,-46.2697099736,-46.2697099736,4421.59201514,1.0,2,100,1.0,-37.2324,0.9,0.00333333,-46.2697099736,5.43914e-20,242.26,500,299.999969474,4421.59201514
500.0,66.1821,0.0025,,-36.5844,1.0,1.0,0.0025,-26.4765843242,-26.4765843242,4311.32750556,1.0,2,100,1.0,-34.5434,0.9,0.0025,-26.4765843242,5.4346e-20,304.78,500,400.0,4311.32750556
6.7449002087,79.2536,,200.717,13.1675,,243.264,0.002,-21.3214496049,-21.3214496049,4347.93186039,1.44603,1,100,74.1301,29.2199,0.9,0.336459,-21.3214496049,0.000383964,326.54,500,5.16534328618,4347.93186039
500.0,66.628,0.01,,-37.1544,1.0,1.0,0.01,-33.2839598209,-33.2839598209,4484.13690153,1.0,2,100,1.0,-33.284,0.9,0.01,-33.2839598209,3.50449e-18,282.06,500,100.0,4484.13690153
500.0,67.1503,0.005,,-34.7068,1.0,1.0,0.005,-30.6559751523,-30.6559751523,4621.78201628,1.0,2,100,1.0,-31.97,0.9,0.005,-30.6559751523,2.1793e-19,281.52,500,200.000000102,4621.78201628
500.0,67.4148,0.00333333,,-32.5316,1.0,1.0,0.00333333,-26.9511265862,-26.9511265862,4645.62956362,1.0,2,100,1.0,-30.297,0.9,0.00333333,-26.9511265862,5.43914e-20,295.03,500,299.999969474,4645.62956362
500.0,67.3353,0.0025,,-32.4269,1.0,1.0,0.0025,-31.0738677743,-31.0738677743,4546.90813758,1.0,2,100,1.0,-30.4912,0.9,0.0025,-31.0738677743,5.4346e-20,282.67,500,400.0,4546.90813758
46.6736330046,268.18,0.00014139,48.5445,-15.0664,0.0967689,139.014,0.002,-41.9986878715,-41.9986878715,4608.56636447,1.36883,1,100,10.7127,-9.27473,0.9,0.203115,-41.9986878715,0.000103634,247.08,500,18.6172844697,4608.56636447
500.0,69.5611,0.01,,-32.435,1.0,1.0,0.01,-28.3728463411,-28.3728463411,4887.61566228,1.0,2,100,1.0,-28.3728,0.9,0.01,-28.3728463411,3.50449e-18,291.3,500,100.0,4887.61566228
500.0,68.5083,0.005,,-34.929,1.0,1.0,0.005,-35.6059013436,-35.6059013436,4567.55721151,1.0,2,100,1.0,-31.9894,0.9,0.005,-35.6059013436,2.1793e-19,278.59,500,200.000000102,4567.55721151
500.0,68.3506,0.00333333,,-34.1485,1.0,1.0,0.00333333,-31.265910914,-31.265910914,4675.02674673,1.0,2,100,1.0,-31.7482,0.9,0.00333333,-31.265910914,5.43914e-20,286.18,500,299.999969474,4675.02674673
500.0,68.5522,0.0025,,-33.0713,1.0,1.0,0.0025,-28.7258972524,-28.7258972524,4823.62133248,1.0,2,100,1.0,-30.9926,0.9,0.0025,-28.7258972524,5.4346e-20,291.52,500,400.0,4823.62133248
4.47865517881,140.071,,209.904,27.5806,,251.732,0.002,-34.9407292449,-34.9407292449,4614.88507612,1.60978,1,100,111.641,47.3596,0.9,0.312753,-34.9407292449,0.000324003,273.16,500,6.10956762047,4614.88507612
500.0,71.0838,0.01,,-36.3926,1.0,1.0,0.01,-32.1688281144,-32.1688281144,5103.94618877,1.0,2,100,1.0,-32.1688,0.9,0.01,-32.1688281144,3.50449e-18,278.75,500,100.0,5103.94618877
500.0,70.3054,0.005,,-30.5497,1.0,1.0,0.005,-22.9574203403,-22.9574203403,4838.74953404,1.0,2,100,1.0,-27.5631,0.9,0.005,-22.9574203403,2.1793e-19,299.06,500,200.000000102,4838.74953404
500.0,69.8152,0.00333333,,-32.0994,1.0,1.0,0.00333333,-33.8561774922,-33.8561774922,4757.96825129,1.0,2,100,1.0,-29.6608,0.9,0.00333333,-33.8561774922,5.43914e-20,272.79,500,299.999969474,4757.96825129
500.0,69.5205,0.0025,,-33.1154,1.0,1.0,0.0025,-35.0316165313,-35.0316165313,4735.62155628,1.0,2,100,1.0,-31.0035,0.9,0.0025,-35.0316165313,5.4346e-20,263.71,500,400.0,4735.62155628
5.06672614545,94.1226,,195.609,8.40694,,258.19,0.002,-39.5719903612,-39.5719903612,4847.0169188,1.59168,1,100,98.6831,27.1712,0.9,0.324425,-39.5719903612,0.000308842,256.2,500,6.40564541524,4847.0169188
500.0,68.8857,0.01,,-49.8849,1.0,1.0,0.01,-45.5126462045,-45.5126462045,4793.17068429,1.0,2,100,1.0,-45.5126,0.9,0.01,-45.5126462045,3.50449e-18,237.33,500,100.0,4793.17068429
500.0,69.6473,0.005,,-39.6324,1.0,1.0,0.005,-27.5689921318,-27.5689921318,4843.70748885,1.0,2,100,1.0,-36.5408,0.9,0.005,-27.5689921318,2.1793e-19,290.54,500,200.000000102,4843.70748885
500.0,70.2604,0.00333333,,-35.8628,1.0,1.0,0.00333333,-26.933959013,-26.933959013,5097.50398309,1.0,2,100,1.0,-33.3385,0.9,0.00333333,-26.933959013,5.43914e-20,291.51,500,299.999969474,5097.50398309
500.0,70.2707,0.0025,,-34.7724,1.0,1.0,0.0025,-30.3294721182,-30.3294721182,4985.39941482,1.0,2,100,1.0,-32.5863,0.9,0.0025,-30.3294721182,5.4346e-20,282.36,500,400.0,4985.39941482
35.1371462422,169.105,2.59694e-25,10.098,-10.7981,1.44044e-22,37.2553,0.002,-24.2754730689,-24.2754730689,4963.76004979,1.10933,1,100,14.23,-3.42215,0.9,0.067167,-24.2754730689,3.28225e-05,299.44,500,54.4115766726,4963.76004979
500.0,69.8568,0.01,,-39.7005,1.0,1.0,0.01,-35.7383350087,-35.7383350087,4929.26490629,1.0,2,100,1.0,-35.7383,0.9,0.01,-35.7383350087,3.50449e-18,264.21,500,100.0,4929.26490629
500.0,68.8282,0.005,,-29.4431,1.0,1.0,0.005,-17.5100626086,-17.5100626086,4473.25763618,1.0,2,100,1.0,-26.6242,0.9,0.005,-17.5100626086,2.1793e-19,326.85,500,200.000000102,4473.25763618
500.0,69.1777,0.00333333,,-31.9524,1.0,1.0,0.00333333,-35.5784770292,-35.5784770292,4877.35418485,1.0,2,100,1.0,-29.609,0.9,0.00333333,-35.5784770292,5.43914e-20,264.75,500,299.999969474,4877.35418485
500.0,69.553,0.0025,,-33.9504,1.0,1.0,0.0025,-38.8568329586,-38.8568329586,4979.49310926,1.0,2,100,1.0,-31.9209,0.9,0.0025,-38.8568329586,5.4346e-20,255.92,500,400.0,4979.49310926
7.6012816028,57.6359,,117.887,21.1784,,198.811,0.002,-45.0301181744,-45.0301181744,4980.42104007,0.936359,1,100,65.7784,36.2135,0.9,0.424648,-45.0301181744,0.000537824,233.01,500,3.69857951882,4980.42104007
500.0,69.714,0.01,,-21.0212,1.0,1.0,0.01,-17.1292800327,-17.1292800327,4909.13934762,1.0,2,100,1.0,-17.1293,0.9,0.01,-17.1292800327,3.50449e-18,322.24,500,100.0,4909.13934762
500.0,69.6118,0.005,,-28.2779,1.0,1.0,0.005,-33.9225569844,-33.9225569844,4737.92536984,1.0,2,100,1.0,-25.5259,0.9,0.005,-33.9225569844,2.1793e-19,269.87,500,200.000000102,4737.92536984
500.0,69.5016,0.00333333,,-30.7288,1.0,1.0,0.00333333,-34.0271891822,-34.0271891822,4799.63628605,1.0,2,100,1.0,-28.3597,0.9,0.00333333,-34.0271891822,5.43914e-20,273.11,500,299.999969474,4799.63628605
500.0,69.2166,0.0025,,-31.1886,1.0,1.0,0.0025,-31.4682396358,-31.4682396358,4712.19066269,1.0,2,100,1.0,-29.1368,0.9,0.0025,-31.4682396358,5.4346e-20,282.28,500,400.0,4712.19066269
148.873481407,91.385,2.14787e-07,0.822921,-21.2968,0.000102422,8.69172,0.002,-25.5185410211,-25.5185410211,4748.72138604,0.953708,1,100,3.35856,-17.9337,0.9,0.0182272,-25.5185410211,3.61899e-06,294.35,500,262.751478801,4748.72138604
500.0,69.8238,0.01,,-43.0969,1.0,1.0,0.01,-39.296012698,-39.296012698,4924.61204032,1.0,2,100,1.0,-39.296,0.9,0.01,-39.296012698,3.50449e-18,255.09,500,100.0,4924.61204032
500.0,69.7833,0.005,,-34.8328,1.0,1.0,0.005,-24.8374927102,-24.8374927102,4807.6120789,1.0,2,100,1.0,-32.0668,0.9,0.005,-24.8374927102,2.1793e-19,304.4,500,200.000000102,4807.6120789
500.0,69.5672,0.00333333,,-36.0911,1.0,1.0,0.00333333,-37.3643951905,-37.3643951905,4808.7465429,1.0,2,100,1.0,-33.8326,0.9,0.00333333,-37.3643951905,5.43914e-20,260.83,500,299.999969474,4808.7465429
500.0,69.691,0.0025,,-34.7275,1.0,1.0,0.0025,-29.5646485248,-29.5646485248,4944.3072122,1.0,2,100,1.0,-32.7656,0.9,0.0025,-29.5646485248,5.4346e-20,285.69,500,400.0,4944.3072122
500.0,69.9857,0.002,,-33.7761,1.0,1.0,0.002,-28.6363225178,-28.6363225178,5100.0543615,1.0,1,100,1.0,-31.9398,0.9,0.002,-28.6363225178,5.43187e-20,286.77,500,500.000006643,5100.0543615
500.0,70.0369,0.01,,-34.9098,1.0,1.0,0.01,-30.8938829487,-30.8938829487,4954.71030056,1.0,2,100,1.0,-30.8939,0.9,0.01,-30.8938829487,3.50449e-18,282.41,500,100.0,4954.71030056
500.0,70.4146,0.005,,-36.6879,1.0,1.0,0.005,-36.8025342214,-36.8025342214,5044.26686508,1.0,2,100,1.0,-33.8482,0.9,0.005,-36.8025342214,2.1793e-19,259.83,500,200.000000102,5044.26686508
500.0,70.2188,0.00333333,,-37.6381,1.0,1.0,0.00333333,-38.228212969,-38.228212969,4911.9209238,1.0,2,100,1.0,-35.3082,0.9,0.00333333,-38.228212969,5.43914e-20,255.69,500,299.999969474,4911.9209238
500.0,70.3089,0.0025,,-33.8612,1.0,1.0,0.0025,-21.0545780774,-21.0545780774,4877.73125778,1.0,2,100,1.0,-31.7448,0.9,0.0025,-21.0545780774,5.4346e-20,309.85,500,400.0,4877.73125778
500.0,69.9784,0.00199997,2.00358e-11,-34.1279,0.999983,1.00003,0.002,-34.1956452996,-34.1956452996,4754.24219339,1.0,1,100,1.0,-32.2349,0.9,0.00200006,-34.1956452996,8.02091e-17,268.24,500,500.00026254,4754.24219339
500.0,69.5468,0.01,,-32.6891,1.0,1.0,0.01,-28.8189749717,-28.8189749717,4885.61777047,1.0,2,100,1.0,-28.819,0.9,0.01,-28.8189749717,3.50449e-18,290.39,500,100.0,4885.61777047
500.0,69.3377,0.005,,-29.2815,1.0,1.0,0.005,-24.2707397721,-24.2707397721,4816.49385575,1.0,2,100,1.0,-26.5449,0.9,0.005,-24.2707397721,2.1793e-19,304.01,500,200.000000102,4816.49385575
500.0,69.2692,0.00333333,,-29.2064,1.0,1.0,0.00333333,-27.3301380445,-27.3301380445,4827.10474475,1.0,2,100,1.0,-26.8066,0.9,0.00333333,-27.3301380445,5.43914e-20,290.63,500,299.999969474,4827.10474475
500.0,69.525,0.0025,,-31.39,1.0,1.0,0.0025,-36.8270451536,-36.8270451536,4914.04836771,1.0,2,100,1.0,-29.3117,0.9,0.0025,-36.8270451536,5.4346e-20,264.9,500,400.0,4914.04836771
500.0,69.778,0.002,,-30.9814,1.0,1.0,0.002,-28.3539048067,-28.3539048067,5059.79948061,1.0,1,100,1.0,-29.1202,0.9,0.002,-28.3539048067,5.43187e-20,286.41,500,500.000006643,5059.79948061
